iso639_3	rank	related_iso639_3	distance	basis
jak	1	zlm	0.0	genetic-glottolog
jak	2	orn	0.0	genetic-glottolog
jak	3	ors	0.0	genetic-glottolog
jak	4	tmw	0.0	genetic-glottolog
jak	5	vkt	0.0	genetic-glottolog
jak	6	mhp	0.0	genetic-glottolog
jak	7	mfa	1.0	genetic-glottolog
jak	8	meo	1.0	genetic-glottolog
jak	9	urk	1.0	genetic-glottolog
jak	10	mbf	2.0	genetic-glottolog
jak	11	ccm	2.0	genetic-glottolog
jak	12	zsm	2.0	genetic-glottolog
jak	13	dup	2.0	genetic-glottolog
jak	14	kvb	2.0	genetic-glottolog
jak	15	jax	2.0	genetic-glottolog
jak	16	pse	2.0	genetic-glottolog
jak	17	vkk	2.0	genetic-glottolog
jak	18	hji	2.0	genetic-glottolog
jak	19	xdy	2.0	genetic-glottolog
jak	20	bew	2.0	genetic-glottolog
jak	21	ind	2.0	genetic-glottolog
jak	22	mqg	2.0	genetic-glottolog
jak	23	pea	2.0	genetic-glottolog
jak	24	coa	2.0	genetic-glottolog
jak	25	mfp	2.0	genetic-glottolog
jal	1	sau	1.0	genetic-glottolog
jal	2	weo	1.0	genetic-glottolog
jal	3	lox	1.0	genetic-glottolog
jal	4	huk	1.0	genetic-glottolog
jal	5	lcs	1.0	genetic-glottolog
jal	6	nae	2.0	genetic-glottolog
jal	7	alp	2.0	genetic-glottolog
jal	8	kzl	2.0	genetic-glottolog
jal	9	pau	3.0	genetic-glottolog
jal	10	atk	3.0	genetic-glottolog
jal	11	sun	3.0	genetic-glottolog
jal	12	cha	3.0	genetic-glottolog
jal	13	rej	3.0	genetic-glottolog
jal	14	nxl	4.0	genetic-glottolog
jal	15	wha	4.0	genetic-glottolog
jal	16	hud	4.0	genetic-glottolog
jal	17	nni	4.0	genetic-glottolog
jal	18	asl	4.0	genetic-glottolog
jal	19	amv	4.0	genetic-glottolog
jal	20	txn	4.0	genetic-glottolog
jal	21	tre	4.0	genetic-glottolog
jal	22	mgm	4.0	genetic-glottolog
jal	23	wlh	4.0	genetic-glottolog
jal	24	heg	4.0	genetic-glottolog
jal	25	bzl	4.0	genetic-glottolog
jam	1	icr	2.0	genetic-glottolog
jam	2	bzk	3.0	genetic-glottolog
jam	3	bzj	3.0	genetic-glottolog
jam	4	vic	4.0	genetic-glottolog
jam	5	aig	4.0	genetic-glottolog
jam	6	svc	4.0	genetic-glottolog
jam	7	srm	4.0	genetic-glottolog
jam	8	kri	4.0	genetic-glottolog
jam	9	pih	4.0	genetic-glottolog
jam	10	eng	4.0	genetic-glottolog
jam	11	fpe	4.0	genetic-glottolog
jam	12	gul	5.0	genetic-glottolog
jam	13	gcl	5.0	genetic-glottolog
jam	14	trf	5.0	genetic-glottolog
jam	15	gyn	5.0	genetic-glottolog
jam	16	tgh	5.0	genetic-glottolog
jam	17	bjs	5.0	genetic-glottolog
jam	18	afs	5.0	genetic-glottolog
jam	19	srn	5.0	genetic-glottolog
jam	20	enm	5.0	genetic-glottolog
jam	21	hwc	5.0	genetic-glottolog
jam	22	wes	5.0	genetic-glottolog
jam	23	rop	5.0	genetic-glottolog
jam	24	tch	6.0	genetic-glottolog
jam	25	bah	6.0	genetic-glottolog
jan	1	yxg	0.0	genetic-glottolog
jan	2	wgy	2.0	genetic-glottolog
jan	3	dbl	2.0	genetic-glottolog
jan	4	mwp	2.0	genetic-glottolog
jan	5	nyx	3.0	genetic-glottolog
jan	6	yub	3.0	genetic-glottolog
jan	7	dyn	3.0	genetic-glottolog
jan	8	xbe	3.0	genetic-glottolog
jan	9	bjy	3.0	genetic-glottolog
jan	10	xgm	3.0	genetic-glottolog
jan	11	ljx	3.0	genetic-glottolog
jan	12	ihw	3.0	genetic-glottolog
jan	13	drl	3.0	genetic-glottolog
jan	14	nyt	3.0	genetic-glottolog
jan	15	unn	3.0	genetic-glottolog
jan	16	mvl	3.0	genetic-glottolog
jan	17	ylr	3.0	genetic-glottolog
jan	18	ktg	3.0	genetic-glottolog
jan	19	ggd	3.0	genetic-glottolog
jan	20	kky	3.0	genetic-glottolog
jan	21	wrw	3.0	genetic-glottolog
jan	22	wrm	3.0	genetic-glottolog
jan	23	jao	3.0	genetic-glottolog
jan	24	jay	3.0	genetic-glottolog
jan	25	nys	3.0	genetic-glottolog
jao	1	mwp	1.0	genetic-glottolog
jao	2	dbl	1.0	genetic-glottolog
jao	3	wgy	1.0	genetic-glottolog
jao	4	yil	2.0	genetic-glottolog
jao	5	jay	2.0	genetic-glottolog
jao	6	wga	2.0	genetic-glottolog
jao	7	wrm	2.0	genetic-glottolog
jao	8	ggd	2.0	genetic-glottolog
jao	9	ktg	2.0	genetic-glottolog
jao	10	ylr	2.0	genetic-glottolog
jao	11	wrb	2.0	genetic-glottolog
jao	12	wrw	2.0	genetic-glottolog
jao	13	mvl	2.0	genetic-glottolog
jao	14	kky	2.0	genetic-glottolog
jao	15	nyt	2.0	genetic-glottolog
jao	16	ljx	2.0	genetic-glottolog
jao	17	xgm	2.0	genetic-glottolog
jao	18	bjy	2.0	genetic-glottolog
jao	19	drl	2.0	genetic-glottolog
jao	20	nyx	2.0	genetic-glottolog
jao	21	dyn	2.0	genetic-glottolog
jao	22	yia	2.0	genetic-glottolog
jao	23	nys	2.0	genetic-glottolog
jao	24	ihw	2.0	genetic-glottolog
jao	25	unn	2.0	genetic-glottolog
jaq	1	bgv	0.0	genetic-glottolog
jaq	2	bpv	2.0	genetic-glottolog
jaq	3	mrz	2.0	genetic-glottolog
jaq	4	kvg	2.0	genetic-glottolog
jaq	5	zik	2.0	genetic-glottolog
jaq	6	aob	3.0	genetic-glottolog
jaq	7	ipo	3.0	genetic-glottolog
jaq	8	wei	4.0	genetic-glottolog
jaq	9	tsx	4.0	genetic-glottolog
jaq	10	aup	4.0	genetic-glottolog
jaq	11	mcc	4.0	genetic-glottolog
jaq	12	bmz	4.0	genetic-glottolog
jaq	13	mcv	4.0	genetic-glottolog
jaq	14	hhy	5.0	genetic-glottolog
jaq	15	hhi	5.0	genetic-glottolog
jas	1	jav	0.0	genetic-glottolog
jas	2	jvn	0.0	genetic-glottolog
jas	3	osi	1.0	genetic-glottolog
jas	4	tes	1.0	genetic-glottolog
jas	5	kaw	2.0	genetic-glottolog
jas	6	cha	3.0	genetic-glottolog
jas	7	pau	3.0	genetic-glottolog
jas	8	atk	3.0	genetic-glottolog
jas	9	sun	3.0	genetic-glottolog
jas	10	rej	3.0	genetic-glottolog
jas	11	tre	4.0	genetic-glottolog
jas	12	txn	4.0	genetic-glottolog
jas	13	mgm	4.0	genetic-glottolog
jas	14	wlh	4.0	genetic-glottolog
jas	15	amv	4.0	genetic-glottolog
jas	16	kzl	4.0	genetic-glottolog
jas	17	heg	4.0	genetic-glottolog
jas	18	bgi	4.0	genetic-glottolog
jas	19	bzl	4.0	genetic-glottolog
jas	20	txe	4.0	genetic-glottolog
jas	21	tiy	4.0	genetic-glottolog
jas	22	ban	4.0	genetic-glottolog
jas	23	bdb	4.0	genetic-glottolog
jas	24	kkv	4.0	genetic-glottolog
jas	25	mad	4.0	genetic-glottolog
jat	1	skr	0.0	genetic-glottolog
jat	2	hnd	2.0	genetic-glottolog
jat	3	hno	2.0	genetic-glottolog
jat	4	pnb	2.0	genetic-glottolog
jat	5	phr	3.0	genetic-glottolog
jat	6	ssi	3.0	genetic-glottolog
jat	7	pan	3.0	genetic-glottolog
jat	8	xhe	4.0	genetic-glottolog
jat	9	snd	5.0	genetic-glottolog
jat	10	jdg	5.0	genetic-glottolog
jat	11	lss	5.0	genetic-glottolog
jat	12	mby	5.0	genetic-glottolog
jat	13	sbn	5.0	genetic-glottolog
jat	14	kfr	5.0	genetic-glottolog
jat	15	luv	5.0	genetic-glottolog
jat	16	pmh	6.0	genetic-glottolog
jat	17	kls	7.0	genetic-glottolog
jat	18	khw	7.0	genetic-glottolog
jat	19	psu	7.0	genetic-glottolog
jat	20	bge	7.0	genetic-glottolog
jat	21	wbr	7.0	genetic-glottolog
jat	22	mup	7.0	genetic-glottolog
jat	23	duh	7.0	genetic-glottolog
jat	24	mke	7.0	genetic-glottolog
jat	25	noe	7.0	genetic-glottolog
jau	1	ire	0.0	genetic-glottolog
jau	2	gop	1.0	genetic-glottolog
jau	3	tni	3.0	genetic-glottolog
jau	4	dsn	3.0	genetic-glottolog
jau	5	mhz	3.0	genetic-glottolog
jau	6	mvx	3.0	genetic-glottolog
jau	7	wrp	3.0	genetic-glottolog
jau	8	rnn	4.0	genetic-glottolog
jau	9	wbb	4.0	genetic-glottolog
jau	10	bhw	4.0	genetic-glottolog
jau	11	kjr	4.0	genetic-glottolog
jau	12	wsa	4.0	genetic-glottolog
jau	13	asz	4.0	genetic-glottolog
jau	14	wgo	4.0	genetic-glottolog
jau	15	wad	5.0	genetic-glottolog
jau	16	wbw	5.0	genetic-glottolog
jau	17	pmo	5.0	genetic-glottolog
jau	18	and	5.0	genetic-glottolog
jau	19	ppm	5.0	genetic-glottolog
jau	20	mvr	5.0	genetic-glottolog
jau	21	mth	5.0	genetic-glottolog
jau	22	amk	5.0	genetic-glottolog
jau	23	yki	5.0	genetic-glottolog
jau	24	xmt	5.0	genetic-glottolog
jau	25	pau	5.0	genetic-glottolog
jav	1	jas	0.0	genetic-glottolog
jav	2	jvn	0.0	genetic-glottolog
jav	3	tes	1.0	genetic-glottolog
jav	4	osi	1.0	genetic-glottolog
jav	5	kaw	2.0	genetic-glottolog
jav	6	sun	3.0	genetic-glottolog
jav	7	rej	3.0	genetic-glottolog
jav	8	atk	3.0	genetic-glottolog
jav	9	pau	3.0	genetic-glottolog
jav	10	cha	3.0	genetic-glottolog
jav	11	osn	4.0	genetic-glottolog
jav	12	mad	4.0	genetic-glottolog
jav	13	kkv	4.0	genetic-glottolog
jav	14	abl	4.0	genetic-glottolog
jav	15	ban	4.0	genetic-glottolog
jav	16	nsy	4.0	genetic-glottolog
jav	17	eno	4.0	genetic-glottolog
jav	18	mwv	4.0	genetic-glottolog
jav	19	bdb	4.0	genetic-glottolog
jav	20	bzl	4.0	genetic-glottolog
jav	21	txe	4.0	genetic-glottolog
jav	22	heg	4.0	genetic-glottolog
jav	23	wlh	4.0	genetic-glottolog
jav	24	smr	4.0	genetic-glottolog
jav	25	mgm	4.0	genetic-glottolog
jax	1	kvr	1.0	genetic-glottolog
jax	2	lce	1.0	genetic-glottolog
jax	3	mfb	1.0	genetic-glottolog
jax	4	kvb	2.0	genetic-glottolog
jax	5	pse	2.0	genetic-glottolog
jax	6	pel	2.0	genetic-glottolog
jax	7	vkk	2.0	genetic-glottolog
jax	8	hji	2.0	genetic-glottolog
jax	9	min	2.0	genetic-glottolog
jax	10	dup	2.0	genetic-glottolog
jax	11	ors	2.0	genetic-glottolog
jax	12	mbf	2.0	genetic-glottolog
jax	13	zlm	2.0	genetic-glottolog
jax	14	orn	2.0	genetic-glottolog
jax	15	lcf	2.0	genetic-glottolog
jax	16	ccm	2.0	genetic-glottolog
jax	17	bew	2.0	genetic-glottolog
jax	18	jak	2.0	genetic-glottolog
jax	19	zmi	2.0	genetic-glottolog
jax	20	tmw	2.0	genetic-glottolog
jax	21	zsm	2.0	genetic-glottolog
jax	22	xdy	2.0	genetic-glottolog
jax	23	ind	2.0	genetic-glottolog
jax	24	pea	2.0	genetic-glottolog
jax	25	coa	2.0	genetic-glottolog
jay	1	dji	1.0	genetic-glottolog
jay	2	lja	1.0	genetic-glottolog
jay	3	djb	1.0	genetic-glottolog
jay	4	rit	1.0	genetic-glottolog
jay	5	mwp	1.0	genetic-glottolog
jay	6	dbl	1.0	genetic-glottolog
jay	7	wgy	1.0	genetic-glottolog
jay	8	dhg	2.0	genetic-glottolog
jay	9	dax	2.0	genetic-glottolog
jay	10	jao	2.0	genetic-glottolog
jay	11	wrw	2.0	genetic-glottolog
jay	12	ggd	2.0	genetic-glottolog
jay	13	wrm	2.0	genetic-glottolog
jay	14	ktg	2.0	genetic-glottolog
jay	15	kky	2.0	genetic-glottolog
jay	16	mvl	2.0	genetic-glottolog
jay	17	ylr	2.0	genetic-glottolog
jay	18	nyt	2.0	genetic-glottolog
jay	19	ljx	2.0	genetic-glottolog
jay	20	xgm	2.0	genetic-glottolog
jay	21	bjy	2.0	genetic-glottolog
jay	22	drl	2.0	genetic-glottolog
jay	23	yia	2.0	genetic-glottolog
jay	24	nyx	2.0	genetic-glottolog
jay	25	dyn	2.0	genetic-glottolog
jaz	1	pop	1.0	genetic-glottolog
jaz	2	pme	1.0	genetic-glottolog
jaz	3	mrk	2.0	genetic-glottolog
jaz	4	piz	2.0	genetic-glottolog
jaz	5	wmn	2.0	genetic-glottolog
jaz	6	mkt	2.0	genetic-glottolog
jaz	7	cam	2.0	genetic-glottolog
jaz	8	pri	2.0	genetic-glottolog
jaz	9	nem	3.0	genetic-glottolog
jaz	10	fwa	3.0	genetic-glottolog
jaz	11	msq	3.0	genetic-glottolog
jaz	12	hvk	3.0	genetic-glottolog
jaz	13	yly	3.0	genetic-glottolog
jaz	14	nua	4.0	genetic-glottolog
jaz	15	aek	4.0	genetic-glottolog
jaz	16	nee	4.0	genetic-glottolog
jaz	17	bwa	4.0	genetic-glottolog
jaz	18	bpk	4.0	genetic-glottolog
jaz	19	sih	4.0	genetic-glottolog
jaz	20	nek	4.0	genetic-glottolog
jaz	21	cir	4.0	genetic-glottolog
jaz	22	ane	4.0	genetic-glottolog
jaz	23	iai	4.0	genetic-glottolog
jaz	24	axx	4.0	genetic-glottolog
jaz	25	duf	4.0	genetic-glottolog
jbe	1	sdt	0.0	genetic-glottolog
jbe	2	zrp	0.0	genetic-glottolog
jbe	3	bcb	0.0	genetic-glottolog
jbe	4	bqf	0.0	genetic-glottolog
jbe	5	bsv	0.0	genetic-glottolog
jbe	6	adu	0.0	genetic-glottolog
jbe	7	ids	0.0	genetic-glottolog
jbe	8	ihi	0.0	genetic-glottolog
jbe	9	kso	0.0	genetic-glottolog
jbe	10	geg	0.0	genetic-glottolog
jbe	11	ned	0.0	genetic-glottolog
jbe	12	oda	0.0	genetic-glottolog
jbe	13	bso	0.0	genetic-glottolog
jbe	14	acb	0.0	genetic-glottolog
jbe	15	fum	0.0	genetic-glottolog
jbe	16	bbx	0.0	genetic-glottolog
jbe	17	nmj	0.0	genetic-glottolog
jbe	18	bkg	0.0	genetic-glottolog
jbe	19	kym	0.0	genetic-glottolog
jbe	20	ymg	0.0	genetic-glottolog
jbe	21	fom	0.0	genetic-glottolog
jbe	22	tgv	0.0	genetic-glottolog
jbe	23	faz	0.0	genetic-glottolog
jbe	24	kqh	0.0	genetic-glottolog
jbe	25	slj	0.0	genetic-glottolog
jbi	1	gll	1.0	genetic-glottolog
jbi	2	xpt	2.0	genetic-glottolog
jbi	3	xwk	2.0	genetic-glottolog
jbi	4	xpa	2.0	genetic-glottolog
jbi	5	lku	2.0	genetic-glottolog
jbi	6	wgy	2.0	genetic-glottolog
jbi	7	dbl	2.0	genetic-glottolog
jbi	8	mwp	2.0	genetic-glottolog
jbi	9	drl	3.0	genetic-glottolog
jbi	10	nyx	3.0	genetic-glottolog
jbi	11	rxw	3.0	genetic-glottolog
jbi	12	dyn	3.0	genetic-glottolog
jbi	13	bjy	3.0	genetic-glottolog
jbi	14	xgm	3.0	genetic-glottolog
jbi	15	pit	3.0	genetic-glottolog
jbi	16	wnm	3.0	genetic-glottolog
jbi	17	ihw	3.0	genetic-glottolog
jbi	18	ard	3.0	genetic-glottolog
jbi	19	ylr	3.0	genetic-glottolog
jbi	20	wgg	3.0	genetic-glottolog
jbi	21	ljx	3.0	genetic-glottolog
jbi	22	ktg	3.0	genetic-glottolog
jbi	23	unn	3.0	genetic-glottolog
jbi	24	mvl	3.0	genetic-glottolog
jbi	25	nyt	3.0	genetic-glottolog
jbj	1	bzp	0.0	genetic-glottolog
jbj	2	xod	1.0	genetic-glottolog
jbj	3	uka	2.0	genetic-glottolog
jbj	4	pru	3.0	genetic-glottolog
jbj	5	kzm	3.0	genetic-glottolog
jbj	6	szp	5.0	genetic-glottolog
jbj	7	dbn	5.0	genetic-glottolog
jbk	1	jmw	0.0	genetic-glottolog
jbk	2	meb	0.0	genetic-glottolog
jbk	3	klq	1.0	genetic-glottolog
jbm	1	dkg	0.0	genetic-glottolog
jbm	2	tyy	1.0	genetic-glottolog
jbm	3	tdl	2.0	genetic-glottolog
jbm	4	bsx	4.0	genetic-glottolog
jbm	5	nfd	4.0	genetic-glottolog
jbm	6	afo	4.0	genetic-glottolog
jbm	7	pai	5.0	genetic-glottolog
jbm	8	sha	5.0	genetic-glottolog
jbm	9	mae	5.0	genetic-glottolog
jbm	10	yer	5.0	genetic-glottolog
jbm	11	ayu	5.0	genetic-glottolog
jbm	12	jid	5.0	genetic-glottolog
jbm	13	tdv	5.0	genetic-glottolog
jbm	14	rin	5.0	genetic-glottolog
jbm	15	aqk	5.0	genetic-glottolog
jbm	16	nbr	5.0	genetic-glottolog
jbm	17	ikv	5.0	genetic-glottolog
jbm	18	ged	5.0	genetic-glottolog
jbm	19	klo	5.0	genetic-glottolog
jbm	20	ybl	5.0	genetic-glottolog
jbm	21	oks	5.0	genetic-glottolog
jbm	22	kcf	5.0	genetic-glottolog
jbm	23	pym	6.0	genetic-glottolog
jbm	24	hoe	6.0	genetic-glottolog
jbm	25	kni	6.0	genetic-glottolog
jbn	1	gha	0.0	genetic-glottolog
jbn	2	auj	0.0	genetic-glottolog
jbn	3	kab	1.0	genetic-glottolog
jbn	4	thv	1.0	genetic-glottolog
jbn	5	tez	1.0	genetic-glottolog
jbn	6	gnc	1.0	genetic-glottolog
jbn	7	zen	1.0	genetic-glottolog
jbn	8	swn	2.0	genetic-glottolog
jbn	9	shy	2.0	genetic-glottolog
jbn	10	cnu	2.0	genetic-glottolog
jbn	11	tzm	2.0	genetic-glottolog
jbn	12	siz	2.0	genetic-glottolog
jbn	13	rif	2.0	genetic-glottolog
jbn	14	thz	2.0	genetic-glottolog
jbn	15	egy	2.0	genetic-glottolog
jbn	16	cop	2.0	genetic-glottolog
jbn	17	shi	2.0	genetic-glottolog
jbn	18	ttq	2.0	genetic-glottolog
jbn	19	taq	2.0	genetic-glottolog
jbn	20	bej	2.0	genetic-glottolog
jbn	21	sds	3.0	genetic-glottolog
jbn	22	mzb	3.0	genetic-glottolog
jbn	23	tia	3.0	genetic-glottolog
jbn	24	grr	3.0	genetic-glottolog
jbn	25	zgh	3.0	genetic-glottolog
jbo	1	afh	0.0	genetic-glottolog
jbo	2	avk	0.0	genetic-glottolog
jbo	3	bzt	0.0	genetic-glottolog
jbo	4	dws	0.0	genetic-glottolog
jbo	5	esy	0.0	genetic-glottolog
jbo	6	igs	0.0	genetic-glottolog
jbo	7	ile	0.0	genetic-glottolog
jbo	8	ina	0.0	genetic-glottolog
jbo	9	isv	0.0	genetic-glottolog
jbo	10	ldn	0.0	genetic-glottolog
jbo	11	lfn	0.0	genetic-glottolog
jbo	12	neu	0.0	genetic-glottolog
jbo	13	nov	0.0	genetic-glottolog
jbo	14	nqo	0.0	genetic-glottolog
jbo	15	qya	0.0	genetic-glottolog
jbo	16	rmv	0.0	genetic-glottolog
jbo	17	sjn	0.0	genetic-glottolog
jbo	18	tlh	0.0	genetic-glottolog
jbo	19	tok	0.0	genetic-glottolog
jbo	20	tzl	0.0	genetic-glottolog
jbo	21	vol	0.0	genetic-glottolog
jbo	22	zbl	0.0	genetic-glottolog
jbo	23	epo	1.0	genetic-glottolog
jbo	24	ido	1.0	genetic-glottolog
jbr	1	bnv	0.0	genetic-glottolog
jbr	2	kuc	0.0	genetic-glottolog
jbr	3	dbe	0.0	genetic-glottolog
jbr	4	kdy	0.0	genetic-glottolog
jbr	5	itx	1.0	genetic-glottolog
jbr	6	bfe	1.0	genetic-glottolog
jbr	7	vto	1.0	genetic-glottolog
jbr	8	mrx	1.0	genetic-glottolog
jbr	9	bkl	1.0	genetic-glottolog
jbr	10	kwt	1.0	genetic-glottolog
jbr	11	mqr	1.0	genetic-glottolog
jbr	12	ury	2.0	genetic-glottolog
jbt	1	ark	0.0	genetic-glottolog
jbt	2	rkb	1.0	genetic-glottolog
jbt	3	kpj	1.0	genetic-glottolog
jbt	4	opy	1.0	genetic-glottolog
jbt	5	kqq	2.0	genetic-glottolog
jbt	6	kre	4.0	genetic-glottolog
jbt	7	xav	4.0	genetic-glottolog
jbt	8	xer	4.0	genetic-glottolog
jbt	9	xkr	4.0	genetic-glottolog
jbt	10	acs	4.0	genetic-glottolog
jbt	11	xok	4.0	genetic-glottolog
jbt	12	mbl	4.0	genetic-glottolog
jbt	13	pth	4.0	genetic-glottolog
jbt	14	suy	5.0	genetic-glottolog
jbt	15	txu	5.0	genetic-glottolog
jbt	16	zkp	5.0	genetic-glottolog
jbt	17	apn	5.0	genetic-glottolog
jbt	18	kgp	5.0	genetic-glottolog
jbt	19	xxr	5.0	genetic-glottolog
jbt	20	xre	6.0	genetic-glottolog
jbt	21	gvp	7.0	genetic-glottolog
jbt	22	ram	7.0	genetic-glottolog
jbt	23	xra	9.0	genetic-glottolog
jbt	24	xri	9.0	genetic-glottolog
jbu	1	jib	0.0	genetic-glottolog
jbu	2	juw	1.0	genetic-glottolog
jbu	3	nza	3.0	genetic-glottolog
jbu	4	juk	3.0	genetic-glottolog
jbu	5	jub	4.0	genetic-glottolog
jbu	6	juo	4.0	genetic-glottolog
jbu	7	juh	4.0	genetic-glottolog
jbu	8	ich	5.0	genetic-glottolog
jbu	9	kub	5.0	genetic-glottolog
jbu	10	kpk	5.0	genetic-glottolog
jbu	11	jrr	5.0	genetic-glottolog
jbu	12	cfg	5.0	genetic-glottolog
jbu	13	bcv	5.0	genetic-glottolog
jbu	14	ged	6.0	genetic-glottolog
jbu	15	oks	6.0	genetic-glottolog
jbu	16	kcf	6.0	genetic-glottolog
jbu	17	fah	7.0	genetic-glottolog
jbu	18	tdq	7.0	genetic-glottolog
jbu	19	afo	7.0	genetic-glottolog
jbu	20	nfd	7.0	genetic-glottolog
jbu	21	igb	7.0	genetic-glottolog
jbu	22	ekp	7.0	genetic-glottolog
jbu	23	ibe	7.0	genetic-glottolog
jbu	24	aqg	7.0	genetic-glottolog
jbu	25	ega	7.0	genetic-glottolog
jbw	1	xgu	1.0	genetic-glottolog
jbw	2	wro	1.0	genetic-glottolog
jbw	3	xud	2.0	genetic-glottolog
jbw	4	xun	2.0	genetic-glottolog
jbw	5	ung	2.0	genetic-glottolog
jbw	6	wub	3.0	genetic-glottolog
jbw	7	wil	3.0	genetic-glottolog
jbw	8	ajn	3.0	genetic-glottolog
jbw	9	gma	4.0	genetic-glottolog
jbw	10	gww	4.0	genetic-glottolog
jbw	11	vmi	4.0	genetic-glottolog
jcs	1	csf	0.0	genetic-glottolog
jcs	2	rib	0.0	genetic-glottolog
jcs	3	ncs	0.0	genetic-glottolog
jcs	4	rnb	0.0	genetic-glottolog
jcs	5	esn	0.0	genetic-glottolog
jcs	6	gsm	0.0	genetic-glottolog
jcs	7	lsc	0.0	genetic-glottolog
jcs	8	lsv	0.0	genetic-glottolog
jcs	9	uks	0.0	genetic-glottolog
jcs	10	iks	0.0	genetic-glottolog
jcs	11	pys	0.0	genetic-glottolog
jcs	12	csg	0.0	genetic-glottolog
jcs	13	aed	0.0	genetic-glottolog
jcs	14	ugy	0.0	genetic-glottolog
jcs	15	lgs	0.0	genetic-glottolog
jcs	16	psr	0.0	genetic-glottolog
jcs	17	bog	0.0	genetic-glottolog
jcs	18	tsy	0.0	genetic-glottolog
jcs	19	ajs	0.0	genetic-glottolog
jcs	20	hps	0.0	genetic-glottolog
jcs	21	ads	0.0	genetic-glottolog
jcs	22	mdl	0.0	genetic-glottolog
jcs	23	lsl	0.0	genetic-glottolog
jcs	24	hsl	0.0	genetic-glottolog
jcs	25	sqk	0.0	genetic-glottolog
jct	1	crh	0.0	genetic-glottolog
jct	2	qwm	1.0	genetic-glottolog
jct	3	uum	1.0	genetic-glottolog
jct	4	kdr	2.0	genetic-glottolog
jct	5	krc	3.0	genetic-glottolog
jct	6	kum	3.0	genetic-glottolog
jct	7	sty	4.0	genetic-glottolog
jct	8	xpc	5.0	genetic-glottolog
jct	9	tat	5.0	genetic-glottolog
jct	10	bak	5.0	genetic-glottolog
jct	11	nog	6.0	genetic-glottolog
jct	12	klj	6.0	genetic-glottolog
jct	13	chg	6.0	genetic-glottolog
jct	14	kaa	6.0	genetic-glottolog
jct	15	kaz	6.0	genetic-glottolog
jct	16	kir	6.0	genetic-glottolog
jct	17	alt	6.0	genetic-glottolog
jct	18	oui	6.0	genetic-glottolog
jct	19	ybe	6.0	genetic-glottolog
jct	20	dlg	7.0	genetic-glottolog
jct	21	slr	7.0	genetic-glottolog
jct	22	sah	7.0	genetic-glottolog
jct	23	xbo	8.0	genetic-glottolog
jct	24	chv	8.0	genetic-glottolog
jct	25	uzs	8.0	genetic-glottolog
jda	1	spt	0.0	genetic-glottolog
jda	2	nes	1.0	genetic-glottolog
jda	3	sbu	1.0	genetic-glottolog
jda	4	tpq	2.0	genetic-glottolog
jda	5	tsk	3.0	genetic-glottolog
jda	6	bod	3.0	genetic-glottolog
jda	7	lkh	3.0	genetic-glottolog
jda	8	bro	3.0	genetic-glottolog
jda	9	khg	3.0	genetic-glottolog
jda	10	sgt	3.0	genetic-glottolog
jda	11	cda	3.0	genetic-glottolog
jda	12	bqh	3.0	genetic-glottolog
jda	13	hut	4.0	genetic-glottolog
jda	14	ola	4.0	genetic-glottolog
jda	15	lhm	4.0	genetic-glottolog
jda	16	sip	4.0	genetic-glottolog
jda	17	gro	4.0	genetic-glottolog
jda	18	cgk	4.0	genetic-glottolog
jda	19	xct	4.0	genetic-glottolog
jda	20	kbg	4.0	genetic-glottolog
jda	21	adx	4.0	genetic-glottolog
jda	22	muk	5.0	genetic-glottolog
jda	23	dre	5.0	genetic-glottolog
jda	24	tcn	5.0	genetic-glottolog
jda	25	loy	5.0	genetic-glottolog
jdg	1	lss	0.0	genetic-glottolog
jdg	2	xhe	1.0	genetic-glottolog
jdg	3	mby	2.0	genetic-glottolog
jdg	4	snd	2.0	genetic-glottolog
jdg	5	sbn	2.0	genetic-glottolog
jdg	6	luv	2.0	genetic-glottolog
jdg	7	kfr	2.0	genetic-glottolog
jdg	8	pnb	3.0	genetic-glottolog
jdg	9	ssi	4.0	genetic-glottolog
jdg	10	phr	4.0	genetic-glottolog
jdg	11	pan	4.0	genetic-glottolog
jdg	12	skr	5.0	genetic-glottolog
jdg	13	hnd	5.0	genetic-glottolog
jdg	14	jat	5.0	genetic-glottolog
jdg	15	hno	5.0	genetic-glottolog
jdg	16	pmh	5.0	genetic-glottolog
jdg	17	wbr	6.0	genetic-glottolog
jdg	18	duh	6.0	genetic-glottolog
jdg	19	dho	6.0	genetic-glottolog
jdg	20	mke	6.0	genetic-glottolog
jdg	21	cdi	6.0	genetic-glottolog
jdg	22	gbl	6.0	genetic-glottolog
jdg	23	kls	6.0	genetic-glottolog
jdg	24	dhn	6.0	genetic-glottolog
jdg	25	bge	6.0	genetic-glottolog
jdt	1	ttt	0.0	genetic-glottolog
jdt	2	pes	2.0	genetic-glottolog
jdt	3	jpr	2.0	genetic-glottolog
jdt	4	fay	2.0	genetic-glottolog
jdt	5	lrl	2.0	genetic-glottolog
jdt	6	bsg	2.0	genetic-glottolog
jdt	7	zum	2.0	genetic-glottolog
jdt	8	def	3.0	genetic-glottolog
jdt	9	aiq	3.0	genetic-glottolog
jdt	10	pal	3.0	genetic-glottolog
jdt	11	phv	3.0	genetic-glottolog
jdt	12	haz	3.0	genetic-glottolog
jdt	13	prs	3.0	genetic-glottolog
jdt	14	deh	3.0	genetic-glottolog
jdt	15	lrc	4.0	genetic-glottolog
