iso639_3	rank	related_iso639_3	distance	basis
aaa	1	une	1.0	genetic-glottolog
aaa	2	ets	1.0	genetic-glottolog
aaa	3	bin	2.0	genetic-glottolog
aaa	4	ish	2.0	genetic-glottolog
aaa	5	ikh	3.0	genetic-glottolog
aaa	6	oke	3.0	genetic-glottolog
aaa	7	ema	3.0	genetic-glottolog
aaa	8	ibe	3.0	genetic-glottolog
aaa	9	iso	3.0	genetic-glottolog
aaa	10	evh	3.0	genetic-glottolog
aaa	11	urh	3.0	genetic-glottolog
aaa	12	erh	3.0	genetic-glottolog
aaa	13	epi	3.0	genetic-glottolog
aaa	14	olm	4.0	genetic-glottolog
aaa	15	iya	4.0	genetic-glottolog
aaa	16	opa	4.0	genetic-glottolog
aaa	17	uha	4.0	genetic-glottolog
aaa	18	oso	4.0	genetic-glottolog
aaa	19	oks	4.0	genetic-glottolog
aaa	20	kcf	4.0	genetic-glottolog
aaa	21	enn	4.0	genetic-glottolog
aaa	22	ged	4.0	genetic-glottolog
aaa	23	deg	4.0	genetic-glottolog
aaa	24	env	5.0	genetic-glottolog
aaa	25	igw	5.0	genetic-glottolog
aab	1	tdv	1.0	genetic-glottolog
aab	2	xab	2.0	genetic-glottolog
aab	3	ybj	2.0	genetic-glottolog
aab	4	nfd	2.0	genetic-glottolog
aab	5	afo	2.0	genetic-glottolog
aab	6	aqk	3.0	genetic-glottolog
aab	7	rin	3.0	genetic-glottolog
aab	8	jid	3.0	genetic-glottolog
aab	9	nbr	3.0	genetic-glottolog
aab	10	ayu	3.0	genetic-glottolog
aab	11	mae	3.0	genetic-glottolog
aab	12	ged	3.0	genetic-glottolog
aab	13	sha	3.0	genetic-glottolog
aab	14	ikv	3.0	genetic-glottolog
aab	15	klo	3.0	genetic-glottolog
aab	16	ybl	3.0	genetic-glottolog
aab	17	oks	3.0	genetic-glottolog
aab	18	kcf	3.0	genetic-glottolog
aab	19	ego	4.0	genetic-glottolog
aab	20	hoe	4.0	genetic-glottolog
aab	21	aik	4.0	genetic-glottolog
aab	22	mgi	4.0	genetic-glottolog
aab	23	kni	4.0	genetic-glottolog
aab	24	kdp	4.0	genetic-glottolog
aab	25	etx	4.0	genetic-glottolog
aac	1	wrv	0.0	genetic-glottolog
aac	2	ggw	1.0	genetic-glottolog
aac	3	sui	2.0	genetic-glottolog
aad	1	aau	0.0	genetic-glottolog
aad	2	aww	1.0	genetic-glottolog
aad	3	nnm	1.0	genetic-glottolog
aad	4	kmn	1.0	genetic-glottolog
aad	5	akq	1.0	genetic-glottolog
aad	6	kmo	1.0	genetic-glottolog
aad	7	iwm	2.0	genetic-glottolog
aad	8	iws	2.0	genetic-glottolog
aad	9	bye	2.0	genetic-glottolog
aad	10	xrw	2.0	genetic-glottolog
aad	11	cjn	2.0	genetic-glottolog
aad	12	lgt	2.0	genetic-glottolog
aad	13	wog	2.0	genetic-glottolog
aad	14	sny	2.0	genetic-glottolog
aad	15	yss	2.0	genetic-glottolog
aad	16	nux	2.0	genetic-glottolog
aad	17	kwj	2.0	genetic-glottolog
aad	18	sim	2.0	genetic-glottolog
aad	19	ywa	3.0	genetic-glottolog
aad	20	psq	3.0	genetic-glottolog
aad	21	ayq	3.0	genetic-glottolog
aad	22	gbe	3.0	genetic-glottolog
aad	23	pin	3.0	genetic-glottolog
aad	24	ham	3.0	genetic-glottolog
aad	25	knr	3.0	genetic-glottolog
aae	1	aat	0.0	genetic-glottolog
aae	2	als	1.0	genetic-glottolog
aae	3	aln	2.0	genetic-glottolog
aae	4	xve	4.0	genetic-glottolog
aae	5	xpg	4.0	genetic-glottolog
aae	6	prg	4.0	genetic-glottolog
aae	7	xce	4.0	genetic-glottolog
aae	8	xcl	4.0	genetic-glottolog
aae	9	txb	4.0	genetic-glottolog
aae	10	xto	4.0	genetic-glottolog
aae	11	cms	5.0	genetic-glottolog
aae	12	osc	5.0	genetic-glottolog
aae	13	xfa	5.0	genetic-glottolog
aae	14	xum	5.0	genetic-glottolog
aae	15	txh	5.0	genetic-glottolog
aae	16	xdc	5.0	genetic-glottolog
aae	17	yms	5.0	genetic-glottolog
aae	18	got	5.0	genetic-glottolog
aae	19	xsv	5.0	genetic-glottolog
aae	20	hit	5.0	genetic-glottolog
aae	21	lit	5.0	genetic-glottolog
aae	22	lav	5.0	genetic-glottolog
aae	23	xls	5.0	genetic-glottolog
aae	24	hyw	5.0	genetic-glottolog
aae	25	hye	5.0	genetic-glottolog
aaf	1	kfh	0.0	genetic-glottolog
aaf	2	thn	0.0	genetic-glottolog
aaf	3	ctt	0.0	genetic-glottolog
aaf	4	kpb	0.0	genetic-glottolog
aaf	5	all	0.0	genetic-glottolog
aaf	6	kej	0.0	genetic-glottolog
aaf	7	mjq	0.0	genetic-glottolog
aaf	8	vis	0.0	genetic-glottolog
aaf	9	mal	0.0	genetic-glottolog
aaf	10	ull	0.0	genetic-glottolog
aaf	11	mjr	0.0	genetic-glottolog
aaf	12	mjo	0.0	genetic-glottolog
aaf	13	kev	0.0	genetic-glottolog
aaf	14	wkl	1.0	genetic-glottolog
aaf	15	pcg	1.0	genetic-glottolog
aaf	16	wku	1.0	genetic-glottolog
aaf	17	pty	1.0	genetic-glottolog
aaf	18	yea	1.0	genetic-glottolog
aaf	19	kfa	2.0	genetic-glottolog
aaf	20	url	2.0	genetic-glottolog
aaf	21	ima	2.0	genetic-glottolog
aaf	22	oty	2.0	genetic-glottolog
aaf	23	mjp	2.0	genetic-glottolog
aaf	24	era	3.0	genetic-glottolog
aaf	25	ymr	3.0	genetic-glottolog
aag	1	ymo	1.0	genetic-glottolog
aag	2	yde	1.0	genetic-glottolog
aag	3	ygl	1.0	genetic-glottolog
aag	4	aof	2.0	genetic-glottolog
aag	5	alx	2.0	genetic-glottolog
aag	6	lsr	2.0	genetic-glottolog
aag	7	wnp	3.0	genetic-glottolog
aag	8	wii	3.0	genetic-glottolog
aag	9	mty	3.0	genetic-glottolog
aag	10	uri	4.0	genetic-glottolog
aag	11	bey	4.0	genetic-glottolog
aag	12	siu	4.0	genetic-glottolog
aag	13	wmo	4.0	genetic-glottolog
aag	14	niz	4.0	genetic-glottolog
aag	15	lkl	4.0	genetic-glottolog
aag	16	van	4.0	genetic-glottolog
aag	17	dia	4.0	genetic-glottolog
aag	18	yll	4.0	genetic-glottolog
aag	19	avt	4.0	genetic-glottolog
aag	20	yyu	4.0	genetic-glottolog
aag	21	yis	4.0	genetic-glottolog
aag	22	mkc	5.0	genetic-glottolog
aag	23	yev	5.0	genetic-glottolog
aag	24	aif	5.0	genetic-glottolog
aag	25	urt	5.0	genetic-glottolog
aah	1	ape	0.0	genetic-glottolog
aah	2	aoj	1.0	genetic-glottolog
aah	3	aon	2.0	genetic-glottolog
aah	4	urt	3.0	genetic-glottolog
aah	5	wmo	4.0	genetic-glottolog
aah	6	ymb	4.0	genetic-glottolog
aah	7	uri	4.0	genetic-glottolog
aah	8	bey	4.0	genetic-glottolog
aah	9	lkl	4.0	genetic-glottolog
aah	10	aur	5.0	genetic-glottolog
aah	11	xbi	5.0	genetic-glottolog
aah	12	tei	5.0	genetic-glottolog
aah	13	eit	5.0	genetic-glottolog
aah	14	wnp	5.0	genetic-glottolog
aah	15	mkc	5.0	genetic-glottolog
aah	16	gnu	5.0	genetic-glottolog
aah	17	but	5.0	genetic-glottolog
aah	18	sbi	5.0	genetic-glottolog
aah	19	stf	5.0	genetic-glottolog
aah	20	bvn	5.0	genetic-glottolog
aah	21	van	6.0	genetic-glottolog
aah	22	auk	6.0	genetic-glottolog
aah	23	rhp	6.0	genetic-glottolog
aah	24	mwb	6.0	genetic-glottolog
aah	25	tua	6.0	genetic-glottolog
aai	1	ubr	0.0	genetic-glottolog
aai	2	wat	0.0	genetic-glottolog
aai	3	mbq	1.0	genetic-glottolog
aai	4	dgg	1.0	genetic-glottolog
aai	5	pwg	1.0	genetic-glottolog
aai	6	mwc	1.0	genetic-glottolog
aai	7	bmk	1.0	genetic-glottolog
aai	8	aui	2.0	genetic-glottolog
aai	9	mvn	2.0	genetic-glottolog
aai	10	gvs	2.0	genetic-glottolog
aai	11	ddi	3.0	genetic-glottolog
aai	12	klx	3.0	genetic-glottolog
aai	13	dww	3.0	genetic-glottolog
aai	14	kqf	3.0	genetic-glottolog
aai	15	mox	3.0	genetic-glottolog
aai	16	dob	3.0	genetic-glottolog
aai	17	tbo	3.0	genetic-glottolog
aai	18	sew	3.0	genetic-glottolog
aai	19	dva	3.0	genetic-glottolog
aai	20	viv	4.0	genetic-glottolog
aai	21	bwd	4.0	genetic-glottolog
aai	22	ykk	4.0	genetic-glottolog
aai	23	wed	4.0	genetic-glottolog
aai	24	yml	4.0	genetic-glottolog
aai	25	bwf	4.0	genetic-glottolog
aak	1	ygw	1.0	genetic-glottolog
aak	2	ago	1.0	genetic-glottolog
aak	3	miw	1.0	genetic-glottolog
aak	4	smb	2.0	genetic-glottolog
aak	5	byr	2.0	genetic-glottolog
aak	6	mcr	2.0	genetic-glottolog
aak	7	apz	2.0	genetic-glottolog
aak	8	kcb	2.0	genetic-glottolog
aak	9	hmt	2.0	genetic-glottolog
aak	10	agm	2.0	genetic-glottolog
aak	11	klp	3.0	genetic-glottolog
aak	12	ssu	3.0	genetic-glottolog
aal	1	msv	0.0	genetic-glottolog
aal	2	mxf	2.0	genetic-glottolog
aal	3	mpi	2.0	genetic-glottolog
aal	4	bdm	2.0	genetic-glottolog
aal	5	kqx	3.0	genetic-glottolog
aal	6	kot	3.0	genetic-glottolog
aal	7	jia	3.0	genetic-glottolog
aal	8	xmj	3.0	genetic-glottolog
aal	9	gid	3.0	genetic-glottolog
aal	10	mje	4.0	genetic-glottolog
aal	11	bdn	4.0	genetic-glottolog
aal	12	hia	4.0	genetic-glottolog
aal	13	xed	4.0	genetic-glottolog
aal	14	vem	4.0	genetic-glottolog
aal	15	kvj	4.0	genetic-glottolog
aal	16	hya	4.0	genetic-glottolog
aal	17	jie	5.0	genetic-glottolog
aal	18	mlr	5.0	genetic-glottolog
aal	19	mug	5.0	genetic-glottolog
aal	20	mqb	5.0	genetic-glottolog
aal	21	gis	5.0	genetic-glottolog
aal	22	mpk	5.0	genetic-glottolog
aal	23	syk	5.0	genetic-glottolog
aal	24	giz	5.0	genetic-glottolog
aal	25	bcw	5.0	genetic-glottolog
aan	1	ama	0.0	genetic-glottolog
aan	2	awt	0.0	genetic-glottolog
aan	3	asn	1.0	genetic-glottolog
aan	4	kay	2.0	genetic-glottolog
aan	5	taf	3.0	genetic-glottolog
aan	6	awe	3.0	genetic-glottolog
aan	7	kyz	3.0	genetic-glottolog
aan	8	twt	4.0	genetic-glottolog
aan	9	asu	4.0	genetic-glottolog
aan	10	tqb	4.0	genetic-glottolog
aan	11	pak	4.0	genetic-glottolog
aan	12	urb	4.0	genetic-glottolog
aan	13	mdz	4.0	genetic-glottolog
aan	14	oym	4.0	genetic-glottolog
aan	15	mav	4.0	genetic-glottolog
aan	16	api	4.0	genetic-glottolog
aan	17	avv	4.0	genetic-glottolog
aan	18	gyr	4.0	genetic-glottolog
aan	19	yrl	4.0	genetic-glottolog
aan	20	tpn	4.0	genetic-glottolog
aan	21	xet	4.0	genetic-glottolog
aan	22	guq	4.0	genetic-glottolog
aan	23	aux	5.0	genetic-glottolog
aan	24	gvj	5.0	genetic-glottolog
aan	25	gub	5.0	genetic-glottolog
aao	1	arq	0.0	genetic-glottolog
aao	2	ary	0.0	genetic-glottolog
aao	3	aju	0.0	genetic-glottolog
aao	4	xaa	0.0	genetic-glottolog
aao	5	aeb	1.0	genetic-glottolog
aao	6	mlt	1.0	genetic-glottolog
aao	7	mey	1.0	genetic-glottolog
aao	8	ayl	2.0	genetic-glottolog
aao	9	yud	2.0	genetic-glottolog
aao	10	arb	3.0	genetic-glottolog
aao	11	avl	4.0	genetic-glottolog
aao	12	acy	4.0	genetic-glottolog
aao	13	apc	4.0	genetic-glottolog
aao	14	acw	4.0	genetic-glottolog
aao	15	xna	4.0	genetic-glottolog
aao	16	sqr	4.0	genetic-glottolog
aao	17	acm	4.0	genetic-glottolog
aao	18	acq	4.0	genetic-glottolog
aao	19	ayh	4.0	genetic-glottolog
aao	20	aec	5.0	genetic-glottolog
aao	21	arz	5.0	genetic-glottolog
aao	22	yhd	5.0	genetic-glottolog
aao	23	ars	5.0	genetic-glottolog
aao	24	ayp	5.0	genetic-glottolog
aao	25	ayn	5.0	genetic-glottolog
aap	1	txi	0.0	genetic-glottolog
aap	2	bkq	1.0	genetic-glottolog
aap	3	apy	2.0	genetic-glottolog
aap	4	kbb	3.0	genetic-glottolog
aap	5	atr	3.0	genetic-glottolog
aap	6	car	3.0	genetic-glottolog
aap	7	way	4.0	genetic-glottolog
aap	8	hix	4.0	genetic-glottolog
aap	9	waw	4.0	genetic-glottolog
aap	10	sik	4.0	genetic-glottolog
aap	11	mzo	4.0	genetic-glottolog
aap	12	kui	4.0	genetic-glottolog
aap	13	mch	4.0	genetic-glottolog
aap	14	pbh	4.0	genetic-glottolog
aap	15	tmz	4.0	genetic-glottolog
aap	16	cbd	4.0	genetic-glottolog
aap	17	yup	4.0	genetic-glottolog
aap	18	jru	4.0	genetic-glottolog
aap	19	tri	5.0	genetic-glottolog
aap	20	ako	5.0	genetic-glottolog
aap	21	mbc	5.0	genetic-glottolog
aap	22	aoc	5.0	genetic-glottolog
aap	23	pev	5.0	genetic-glottolog
aap	24	yar	5.0	genetic-glottolog
aap	25	ciy	5.0	genetic-glottolog
aaq	1	abe	0.0	genetic-glottolog
aaq	2	pqm	2.0	genetic-glottolog
aaq	3	mic	2.0	genetic-glottolog
aaq	4	xlo	3.0	genetic-glottolog
aaq	5	wam	3.0	genetic-glottolog
aaq	6	pim	3.0	genetic-glottolog
aaq	7	crr	3.0	genetic-glottolog
aaq	8	qyp	4.0	genetic-glottolog
aaq	9	nnt	4.0	genetic-glottolog
aaq	10	psy	4.0	genetic-glottolog
aaq	11	mez	4.0	genetic-glottolog
aaq	12	chy	4.0	genetic-glottolog
aaq	13	moe	5.0	genetic-glottolog
aaq	14	xnt	5.0	genetic-glottolog
aaq	15	xlb	5.0	genetic-glottolog
aaq	16	xpq	5.0	genetic-glottolog
aaq	17	mjy	5.0	genetic-glottolog
aaq	18	atj	5.0	genetic-glottolog
aaq	19	umu	5.0	genetic-glottolog
aaq	20	unm	5.0	genetic-glottolog
aaq	21	sjw	5.0	genetic-glottolog
aaq	22	nsk	5.0	genetic-glottolog
aaq	23	mia	5.0	genetic-glottolog
aaq	24	nwa	5.0	genetic-glottolog
aaq	25	bla	5.0	genetic-glottolog
aar	1	ssy	0.0	genetic-glottolog
aar	2	dal	2.0	genetic-glottolog
aar	3	bej	3.0	genetic-glottolog
aar	4	bji	3.0	genetic-glottolog
aar	5	bnl	3.0	genetic-glottolog
aar	6	muu	3.0	genetic-glottolog
aar	7	awn	4.0	genetic-glottolog
aar	8	gwd	4.0	genetic-glottolog
aar	9	tsb	4.0	genetic-glottolog
aar	10	aas	4.0	genetic-glottolog
aar	11	ahg	5.0	genetic-glottolog
aar	12	gaz	5.0	genetic-glottolog
aar	13	sid	5.0	genetic-glottolog
aar	14	gii	5.0	genetic-glottolog
aar	15	drs	5.0	genetic-glottolog
aar	16	kxc	5.0	genetic-glottolog
aar	17	som	5.0	genetic-glottolog
aar	18	arv	5.0	genetic-glottolog
aar	19	ymm	5.0	genetic-glottolog
aar	20	dsh	5.0	genetic-glottolog
aar	21	elo	5.0	genetic-glottolog
aar	22	rel	5.0	genetic-glottolog
aar	23	wka	5.0	genetic-glottolog
aar	24	egy	5.0	genetic-glottolog
aar	25	cop	5.0	genetic-glottolog
aas	1	wka	1.0	genetic-glottolog
aas	2	bej	1.0	genetic-glottolog
aas	3	bds	2.0	genetic-glottolog
aas	4	dal	2.0	genetic-glottolog
aas	5	awn	2.0	genetic-glottolog
aas	6	wbj	3.0	genetic-glottolog
aas	7	bnl	3.0	genetic-glottolog
aas	8	bji	3.0	genetic-glottolog
aas	9	ahg	3.0	genetic-glottolog
aas	10	egy	3.0	genetic-glottolog
aas	11	cop	3.0	genetic-glottolog
aas	12	auj	3.0	genetic-glottolog
aas	13	gha	3.0	genetic-glottolog
aas	14	jbn	3.0	genetic-glottolog
aas	15	gow	4.0	genetic-glottolog
aas	16	irk	4.0	genetic-glottolog
aas	17	xan	4.0	genetic-glottolog
aas	18	aar	4.0	genetic-glottolog
aas	19	ssy	4.0	genetic-glottolog
aas	20	byn	4.0	genetic-glottolog
aas	21	tez	4.0	genetic-glottolog
aas	22	akk	4.0	genetic-glottolog
aas	23	thv	4.0	genetic-glottolog
aas	24	xeb	4.0	genetic-glottolog
aas	25	kab	4.0	genetic-glottolog
aat	1	aae	0.0	genetic-glottolog
aat	2	als	1.0	genetic-glottolog
aat	3	aln	2.0	genetic-glottolog
aat	4	xpg	4.0	genetic-glottolog
aat	5	xve	4.0	genetic-glottolog
aat	6	xcl	4.0	genetic-glottolog
aat	7	prg	4.0	genetic-glottolog
aat	8	xce	4.0	genetic-glottolog
aat	9	txb	4.0	genetic-glottolog
aat	10	xto	4.0	genetic-glottolog
aat	11	txh	5.0	genetic-glottolog
aat	12	cms	5.0	genetic-glottolog
aat	13	yms	5.0	genetic-glottolog
aat	14	osc	5.0	genetic-glottolog
aat	15	xdc	5.0	genetic-glottolog
aat	16	xum	5.0	genetic-glottolog
aat	17	hit	5.0	genetic-glottolog
aat	18	xfa	5.0	genetic-glottolog
aat	19	got	5.0	genetic-glottolog
aat	20	xsv	5.0	genetic-glottolog
aat	21	hyw	5.0	genetic-glottolog
aat	22	hye	5.0	genetic-glottolog
aat	23	lit	5.0	genetic-glottolog
aat	24	lav	5.0	genetic-glottolog
aat	25	xls	5.0	genetic-glottolog
aau	1	aad	0.0	genetic-glottolog
aau	2	nnm	1.0	genetic-glottolog
aau	3	akq	1.0	genetic-glottolog
aau	4	aww	1.0	genetic-glottolog
aau	5	kmn	1.0	genetic-glottolog
aau	6	kmo	1.0	genetic-glottolog
aau	7	iwm	2.0	genetic-glottolog
aau	8	bye	2.0	genetic-glottolog
aau	9	xrw	2.0	genetic-glottolog
aau	10	iws	2.0	genetic-glottolog
aau	11	lgt	2.0	genetic-glottolog
aau	12	cjn	2.0	genetic-glottolog
aau	13	wog	2.0	genetic-glottolog
aau	14	sny	2.0	genetic-glottolog
aau	15	nux	2.0	genetic-glottolog
aau	16	yss	2.0	genetic-glottolog
aau	17	sim	2.0	genetic-glottolog
aau	18	kwj	2.0	genetic-glottolog
aau	19	ywa	3.0	genetic-glottolog
aau	20	psq	3.0	genetic-glottolog
aau	21	ayq	3.0	genetic-glottolog
aau	22	gbe	3.0	genetic-glottolog
aau	23	ham	3.0	genetic-glottolog
aau	24	pin	3.0	genetic-glottolog
aau	25	knr	3.0	genetic-glottolog
aaw	1	gip	0.0	genetic-glottolog
aaw	2	mwg	0.0	genetic-glottolog
aaw	3	apo	0.0	genetic-glottolog
aaw	4	akt	2.0	genetic-glottolog
aaw	5	avb	2.0	genetic-glottolog
aaw	6	let	2.0	genetic-glottolog
aaw	7	aie	3.0	genetic-glottolog
aaw	8	mpo	3.0	genetic-glottolog
aaw	9	pss	3.0	genetic-glottolog
aaw	10	ssz	3.0	genetic-glottolog
aaw	11	xkx	3.0	genetic-glottolog
aaw	12	aix	3.0	genetic-glottolog
aaw	13	bek	3.0	genetic-glottolog
aaw	14	mbh	3.0	genetic-glottolog
aaw	15	mwh	4.0	genetic-glottolog
aaw	16	mgl	4.0	genetic-glottolog
aaw	17	lmg	4.0	genetic-glottolog
aaw	18	mna	4.0	genetic-glottolog
aaw	19	tmy	4.0	genetic-glottolog
aaw	20	xsi	4.0	genetic-glottolog
aaw	21	bbv	5.0	genetic-glottolog
aaw	22	mqz	5.0	genetic-glottolog
aaw	23	apr	5.0	genetic-glottolog
aaw	24	met	5.0	genetic-glottolog
aaw	25	uvl	5.0	genetic-glottolog
aax	1	bwp	0.0	genetic-glottolog
aax	2	wms	2.0	genetic-glottolog
aax	3	ktt	2.0	genetic-glottolog
aax	4	wng	3.0	genetic-glottolog
aax	5	yir	3.0	genetic-glottolog
aax	6	tyn	3.0	genetic-glottolog
aax	7	awv	3.0	genetic-glottolog
aax	8	awy	3.0	genetic-glottolog
aax	9	psa	3.0	genetic-glottolog
aax	10	aws	3.0	genetic-glottolog
aax	11	saw	3.0	genetic-glottolog
aax	12	khe	4.0	genetic-glottolog
aax	13	ahh	4.0	genetic-glottolog
aax	14	awu	4.0	genetic-glottolog
aax	15	kvz	5.0	genetic-glottolog
aax	16	kzv	5.0	genetic-glottolog
aax	17	opm	5.0	genetic-glottolog
aax	18	iwo	6.0	genetic-glottolog
aax	19	szb	6.0	genetic-glottolog
aax	20	nkj	7.0	genetic-glottolog
aax	21	nxr	7.0	genetic-glottolog
aax	22	tkx	7.0	genetic-glottolog
aax	23	opk	7.0	genetic-glottolog
aax	24	nbq	7.0	genetic-glottolog
aax	25	xse	7.0	genetic-glottolog
aaz	1	aoz	1.0	genetic-glottolog
aaz	2	bkx	1.0	genetic-glottolog
aaz	3	dnk	1.0	genetic-glottolog
aaz	4	row	2.0	genetic-glottolog
aaz	5	heg	4.0	genetic-glottolog
aaz	6	llg	4.0	genetic-glottolog
aaz	7	txq	4.0	genetic-glottolog
aaz	8	twu	5.0	genetic-glottolog
aaz	9	lka	5.0	genetic-glottolog
aaz	10	idt	5.0	genetic-glottolog
aaz	11	gal	5.0	genetic-glottolog
aaz	12	lva	5.0	genetic-glottolog
aaz	13	dmr	5.0	genetic-glottolog
aaz	14	sun	5.0	genetic-glottolog
aaz	15	pau	5.0	genetic-glottolog
aaz	16	atk	5.0	genetic-glottolog
aaz	17	rej	5.0	genetic-glottolog
aaz	18	cha	5.0	genetic-glottolog
aaz	19	rgu	6.0	genetic-glottolog
aaz	20	bpz	6.0	genetic-glottolog
aaz	21	wlh	6.0	genetic-glottolog
aaz	22	mgm	6.0	genetic-glottolog
aaz	23	hbu	6.0	genetic-glottolog
aaz	24	krd	6.0	genetic-glottolog
aaz	25	wmh	6.0	genetic-glottolog
aba	1	abi	0.0	genetic-glottolog
aba	2	adj	0.0	genetic-glottolog
aba	3	ati	1.0	genetic-glottolog
aba	4	ald	2.0	genetic-glottolog
aba	5	avi	2.0	genetic-glottolog
aba	6	kxb	3.0	genetic-glottolog
aba	7	ebr	3.0	genetic-glottolog
aba	8	gwa	3.0	genetic-glottolog
aba	9	ega	3.0	genetic-glottolog
aba	10	gaa	3.0	genetic-glottolog
aba	11	ada	3.0	genetic-glottolog
aba	12	lgq	3.0	genetic-glottolog
aba	13	xxb	3.0	genetic-glottolog
aba	14	ajg	3.0	genetic-glottolog
aba	15	ahp	4.0	genetic-glottolog
aba	16	abu	4.0	genetic-glottolog
aba	17	eot	4.0	genetic-glottolog
aba	18	mka	4.0	genetic-glottolog
aba	19	avn	4.0	genetic-glottolog
aba	20	bov	4.0	genetic-glottolog
aba	21	anf	4.0	genetic-glottolog
aba	22	ahl	4.0	genetic-glottolog
aba	23	kpo	4.0	genetic-glottolog
aba	24	keu	4.0	genetic-glottolog
aba	25	ade	4.0	genetic-glottolog
abb	1	bbi	0.0	genetic-glottolog
abb	2	bkh	2.0	genetic-glottolog
abb	3	bas	3.0	genetic-glottolog
abb	4	hij	3.0	genetic-glottolog
abb	5	eto	3.0	genetic-glottolog
abb	6	bum	3.0	genetic-glottolog
abb	7	syi	3.0	genetic-glottolog
abb	8	fan	3.0	genetic-glottolog
abb	9	bvg	4.0	genetic-glottolog
abb	10	mct	4.0	genetic-glottolog
abb	11	ngy	4.0	genetic-glottolog
abb	12	ewo	4.0	genetic-glottolog
abb	13	beb	4.0	genetic-glottolog
abb	14	bxp	4.0	genetic-glottolog
abb	15	pmm	4.0	genetic-glottolog
abb	16	kwu	4.0	genetic-glottolog
abb	17	mye	4.0	genetic-glottolog
abb	18	kkj	4.0	genetic-glottolog
abb	19	nkc	5.0	genetic-glottolog
abb	20	bvb	5.0	genetic-glottolog
abb	21	dii	5.0	genetic-glottolog
abb	22	bwh	5.0	genetic-glottolog
abb	23	bju	5.0	genetic-glottolog
abb	24	bqw	5.0	genetic-glottolog
abb	25	bnm	5.0	genetic-glottolog
abc	1	ayt	0.0	genetic-glottolog
abc	2	blx	1.0	genetic-glottolog
abc	3	pam	1.0	genetic-glottolog
abc	4	sgb	1.0	genetic-glottolog
abc	5	sbl	1.0	genetic-glottolog
abc	6	abp	1.0	genetic-glottolog
abc	7	xsb	1.0	genetic-glottolog
abc	8	agv	1.0	genetic-glottolog
abc	9	smk	1.0	genetic-glottolog
abc	10	atk	2.0	genetic-glottolog
abc	11	pau	2.0	genetic-glottolog
abc	12	cha	2.0	genetic-glottolog
abc	13	rej	2.0	genetic-glottolog
abc	14	sun	2.0	genetic-glottolog
abc	15	due	3.0	genetic-glottolog
abc	16	ilo	3.0	genetic-glottolog
abc	17	iry	3.0	genetic-glottolog
abc	18	alj	3.0	genetic-glottolog
abc	19	tdy	3.0	genetic-glottolog
abc	20	atz	3.0	genetic-glottolog
abc	21	ivb	3.0	genetic-glottolog
abc	22	pwn	3.0	genetic-glottolog
abc	23	pyu	3.0	genetic-glottolog
abc	24	dru	3.0	genetic-glottolog
abc	25	bnn	3.0	genetic-glottolog
abd	1	dul	0.0	genetic-glottolog
abd	2	mmn	1.0	genetic-glottolog
abd	3	cts	2.0	genetic-glottolog
abd	4	due	2.0	genetic-glottolog
abd	5	bno	2.0	genetic-glottolog
abd	6	ksn	2.0	genetic-glottolog
abd	7	ceb	2.0	genetic-glottolog
abd	8	kyk	2.0	genetic-glottolog
abd	9	daw	2.0	genetic-glottolog
abd	10	bcl	3.0	genetic-glottolog
abd	11	agk	3.0	genetic-glottolog
abd	12	bto	3.0	genetic-glottolog
abd	13	agz	3.0	genetic-glottolog
abd	14	atl	3.0	genetic-glottolog
abd	15	tgl	3.0	genetic-glottolog
abd	16	bln	3.0	genetic-glottolog
abd	17	rol	3.0	genetic-glottolog
abd	18	fil	3.0	genetic-glottolog
abd	19	loc	3.0	genetic-glottolog
abd	20	hnn	3.0	genetic-glottolog
abd	21	akl	3.0	genetic-glottolog
abd	22	atk	3.0	genetic-glottolog
abd	23	kyn	3.0	genetic-glottolog
abd	24	atm	3.0	genetic-glottolog
abd	25	mtw	3.0	genetic-glottolog
abe	1	aaq	0.0	genetic-glottolog
abe	2	pqm	2.0	genetic-glottolog
abe	3	mic	2.0	genetic-glottolog
abe	4	xlo	3.0	genetic-glottolog
abe	5	wam	3.0	genetic-glottolog
abe	6	pim	3.0	genetic-glottolog
abe	7	crr	3.0	genetic-glottolog
abe	8	qyp	4.0	genetic-glottolog
abe	9	nnt	4.0	genetic-glottolog
abe	10	psy	4.0	genetic-glottolog
abe	11	mez	4.0	genetic-glottolog
abe	12	chy	4.0	genetic-glottolog
abe	13	atj	5.0	genetic-glottolog
abe	14	mjy	5.0	genetic-glottolog
abe	15	moe	5.0	genetic-glottolog
abe	16	xlb	5.0	genetic-glottolog
abe	17	xnt	5.0	genetic-glottolog
abe	18	xpq	5.0	genetic-glottolog
abe	19	umu	5.0	genetic-glottolog
abe	20	unm	5.0	genetic-glottolog
abe	21	sjw	5.0	genetic-glottolog
abe	22	nsk	5.0	genetic-glottolog
abe	23	mia	5.0	genetic-glottolog
abe	24	nwa	5.0	genetic-glottolog
abe	25	bla	5.0	genetic-glottolog
abf	1	txa	0.0	genetic-glottolog
abf	2	srk	0.0	genetic-glottolog
abf	3	dmg	1.0	genetic-glottolog
abf	4	low	1.0	genetic-glottolog
abf	5	ruu	1.0	genetic-glottolog
abf	6	kqr	2.0	genetic-glottolog
abf	7	grm	2.0	genetic-glottolog
abf	8	tgb	2.0	genetic-glottolog
