lex,default
κατασκάπτω,拆毀;破壞
κατασκήνωσις,窩
κατασκευάζω,準備;預備
κατασκηνόω,搭窩;棲息
κατασκιάζω,投下陰影
κατασκοπέω,窺探;窺視;偵察
κατασοφίζομαι,用詭計剝削;以狡猾的方式佔便宜
καταστέλλω,使服從;使受到控制;安撫;使安靜
καταστολή,穿著方式;衣裳;衣飾
καταστρέφω,推翻;翻倒
καταστρηνιάω,強烈的情慾;肉慾;情慾;性慾
καταστροφή,敗壞;腐化
καταστρώννυμι,殺死
κατασφάζω,殺戮;殺害
κατασφραγίζω,封上;加封條;使安全
κατασύρω,有力地拖走;帶走
κατατίθημι,得著;取得;經歷
κατατομή,使殘缺不全;毀傷
κατατρέχω,向下跑到
καταφέρω,提出(指控);使發生;造成
καταφεύγω,逃離;為安全而逃跑
καταφθείρω,使墮落;敗壞;毀滅;使......道德敗壞
καταφιλέω,親嘴;親吻
καταφρονέω,輕視;嘲諷;輕看
καταφρονητής,心懷藐視的人;嘲笑者
καταχέω,倒在;澆在
καταχθόνιος,下面的世界;地底下的東西;大地以下
καταχράομαι,使用;利用;用
καταψύχω,使涼快;使清涼
κατείδωλος,滿是偶像
κατενώπιον,在......前面;在......之前
κατεξουσιάζω,統治;治理;管轄;支配
κατεργάζομαι,完成;成功實行;完成一切
κατεσθίω,吃掉;吃盡;吞吃
κατευθύνω,帶領;治理;引導
κατευλογέω,讚美;稱讚
κατεφίστημι,攻擊;襲擊
κατηγορέω,控告
κατηγορία,控告;指控
κατηχέω,教導;指導
κατισχύω,完全有能力;完全能夠
κατιόω,生銹;失去光澤;腐蝕
κατοίκησις,住處;住所
κατοικέω,生活;居住;住在
κατοικία,住處;住所
κατοικίζω,生活;居住;住在
κατοικητήριον,住處;住所
κατοπτρίζω,如同在鏡子裏看見;通過反射看到
κατώτερος,低的;較低的
καυματίζω,燒灼;熱烤
καυσόω,燃燒;著火
καυχάομαι,誇口;誇耀
καύσων,熱;炎熱
καύχημα,誇口;誇耀
καύχησις,誇口;誇耀
καῦμα,熱;炎熱
καῦσις,燃燒;著火
κείρω,剪髮;剪毛
κειρία,布塊
κελεύω,吩咐;命令
κενοδοξία,自負;虛榮
κενοφωνία,愚蠢的談話;空談
κεντυρίων,百夫長;隊長;軍官
κενόδοξος,自負的;驕傲的
κενός,什麼也沒有;空的;空手而回
κενόω,使失去能力;使沒有能力;使失去效力;落空
κενῶς,徒然地;毫無意義地
κεράμιον,瓶;罐;容器
κεράννυμι,混合;調和;調
κεράτιον,豆莢
κεραία,字的筆畫;一橫;一個字母的一部分
κεραμεύς,窯戶;陶匠
κεραμικός,陶製的;陶土的
κερδαίνω,賺取;獲得;獲利
κερματιστής,兌換銀錢的人
κεφάλαιον,重點;撮要
κεφαλή,頭
κεφαλίς,部分;書卷
κεφαλιόω,打頭
κεῖμαι,躺下;斜倚
κημόω,給戴口套;籠住(動物的)嘴;阻止進食
κηπουρός,園丁;管園子的人;看園的
κηρύσσω,宣告;宣講;宣佈;宣揚
κιβωτός,船;方舟
κιθάρα,七弦琴;豎琴
κιθαρίζω,彈奏七弦琴;彈奏豎琴
κιθαρῳδός,豎琴師;彈琴者
κινέω,來;去;走動
κινδυνεύω,處於危險之中;面臨危險
κλάδος,(大樹或木本灌木的)枝子
κλάσις,擘開;擘餅
κλάσμα,碎片;碎塊
κλάω,擘開;擘餅
κλέμμα,偷竊;偷盜
κλέος,尊榮;名譽;美名
κλέπτης,賊;盜賊;小偷
κλέπτω,偷竊;偷盜
κλίβανος,爐
κλίμα,區域;領土;土地(甚至地區;但這也許會過於確切地暗指政府的行政區)
κλίνη,牀;臥榻;吊牀;擔架
κλίνω,垂下(頭);傾斜
κλαίω,哭泣;哀號;哀哭;悲歎;號咷大哭;痛哭
κλαυθμός,哭泣;哀號;哀哭;悲歎;號咷大哭;痛哭
κλείς,鑰匙
κλείω,關上;使關上;關閉
κληρονομέω,獲得;獲贈;承受
κληρονομία,財產;產業;基業
κληρονόμος,得到......的人;獲得並擁有......的人;領受的人;繼承人
κληρόω,按照上帝的旨意來選擇
κλητός,蒙召的;被選召的
κλινάριον,小牀;牀墊;擔架
κλινίδιον,小牀;牀墊;擔架
κλισία,一起吃飯的一群人
κλοπή,偷竊;偷盜
κλυδωνίζομαι,被海浪拋來拋去
κλύδων,波浪;波濤;浪湧
κλῆμα,"(主要指葡萄樹的)枝子,枝條"
κλῆρος,抽籤的籤;鬮
κλῆσις,召喚;呼召;召喚到來執行任務
κνήθω,耳朵發癢;渴望聽到自己想聽的東西;很想聽
κοίμησις,睡覺;睡眠;睡著
κοίτη,牀
κοδράντης,一文錢;一個大錢
κοιλία,肚子;內臟
κοιμάομαι,睡覺;睡著
κοινωνέω,分享;分擔;有分
κοινωνία,密切的聯繫;團契;相交;契合
κοινωνικός,樂意分享;樂意助人
κοινωνός,夥伴;同夥;共同......的
κοινός,分享的;相互的;共有的
κοινόω,玷污;褻瀆;冒犯
κοιτών,"卧房,睡房"
κολάζω,懲罰;刑罰;處罰
κολακεία,諂媚的話;奉承
κολαφίζω,用拳頭打
κολλάω,加入;結交;成為一分子
κολλούριον,眼藥膏
κολλυβιστής,兌換銀錢的人
κολοβόω,變短;縮短;降低;數目減少
κολυμβάω,游泳
κολυμβήθρα,池子(主要用於洗澡)
κολωνία,殖民區
κομάω,有長頭髮;留長髮
κομίζω,帶著;帶來
κομψότερον,好轉;身體好起來
κονιάω,粉飾;粉刷
κονιορτός,塵埃;泥土
κοπάζω,止住;停止;停下來
κοπή,殺死;屠殺;打敗
κοπετός,哀悼;哀哭;捶胸大哭;大大地悲傷
κοπιάω,勞碌;辛勞;努力工作
κοπρία,糞便;糞肥
κοράσιον,女孩;閨女;少女
κορέννυμι,滿足;富足;豐富;滿意
κορβᾶν,獻給上帝的禮物;奉獻;各耳板
κοσμέω,裝飾;妝飾;打扮;妝扮
κοσμικός,屬世界的;地上的
κοσμοκράτωρ,世界的統治者
κουστωδία,衛兵;守衛;看守的兵;警衛
κουφίζω,減輕;減輕重量
κοῦμ,"起來,音譯:古米,《思》古木"
κράβαττος,小牀;牀墊;擔架
κράζω,大聲喊叫;尖叫
κράσπεδον,邊緣;衣角;褶邊
κράτιστος,閣下;大人
κράτος,能力;大能;權勢
κρέας,肉
κρίθινος,大麥製成的
κρίμα,就一個法律問題作出決定;作法官;作出法律決定;作出判決;審斷案件(被動語態為受審);審判
κρίνον,野花
κρίνω,下結論;決定;下定決心;宣判;定案
κρίσις,作出法律決定;作出判決;審判
κραιπάλη,醉酒放蕩
κρανίον,"骷髏骨;頭蓋骨(在新約裏,κρανίον 只用作各各他山的名字)"
κρατέω,拉住;握住;抓住
κραταιός,有能力的;大能的
κραταιόω,變得強壯;強健起來
κραυγάζω,大聲喊叫;尖叫
κραυγή,叫;高聲喊;呼喊;喧嚷;嚷鬧
κρείττων,更好的;更美好的;更優勝的
κρεμάννυμι,使懸掛;從......懸掛下來
κρημνός,山崖
κριθή,大麥
κριτήριον,法庭;法院;公堂
κριτής,審判者;審判官;法官;官;士師
κριτικός,能夠判斷;能夠辨明;有能力審判
κρούω,敲門
κρυπτός,秘密的;隱藏的;在暗處;不能被人知道的
κρυσταλλίζω,像水晶一樣發光;明亮地發光
κρυφαῖος,秘密的;隱藏的;在暗處;不能被人知道的
κρυφῇ,秘密地;私下地;在暗中;暗地裏
κρύπτη,秘密的地方;隱藏的地方;地窖
κρύπτω,保持安全;使受到保護;保護;隱藏
κρύσταλλος,水晶
κτάομαι,獲得;取得;得到;買
κτήτωρ,擁有......的人;所有者;持有者
κτίζω,"創造;創世(在新約中,這個詞只用來描述上帝的創造作為)"
κτίσις,"創造;創世(在新約中,這個詞只用來描述上帝的創造作為)"
κτίσμα,生物;萬有;受造之物
κτίστης,創造者;造物主
κτῆμα,產業;財產;財物;財富;田產
κτῆνος,牲口;牲畜;牛
κυβέρνησις,帶領;領導;治理;管理
κυβεία,詭計;狡詐
κυβερνήτης,船長;掌舵的;舵手
κυκλεύω,繞著走
κυκλόθεν,在......周圍;在......四周
κυκλόω,繞著走
κυλίω,打滾
κυλισμός,打滾
κυλλός,殘疾的;肢體傷殘的
κυνάριον,"家犬,小狗"
κυρία,太太;夫人
κυριακός,屬於主的;主的
κυριεύω,統治;管轄;治理;轄制
κυριότης,統治力量;掌權者
κυρόω,給予力量;使生效;確認
κωλύω,阻止;攔阻
κωμόπολις,鄉鎮
κωφός,啞的;無聲的;不能言語;不會說話
κόκκινος,朱紅色;紅色;深紅色
κόκκος,種子;籽粒
κόλασις,懲罰;刑罰;處罰
κόλπος,胸懷;膝上
κόμη,頭髮
κόπος,勤勞工作;辛勤工作;勞碌
κόπριον,糞便;糞肥
κόπτω,砍;切
κόραξ,烏鴉;大烏鴉
κόρος,歌珥;石
κόσμιος,行為良好的;正派的;合宜的;樸素大方的
κόσμος,"世界,天地,宇宙"
κόφινος,大籃子
κύκλῳ,在......周圍;在......四周
κύμβαλον,鈸
κύμινον,孜然芹果(見 {D:3.22})
κύπτω,彎下身子;彎腰
κύριος,主;統治者;指揮者
κύων,狗
κώμη,鄉村
κώνωψ,蚋;蠓;蚊
κἀγώ,我也
κἀκεῖ,及那裡;那裡也
κἀκεῖθεν,從那裏;從那個地方
κἀκεῖνος,那;那個
κἄν,即使;雖然
κῆνσος,稅;丁稅;人頭稅
κῆπος,花園;果園
κῆρυξ,傳道者;作傳道的
κῆτος,大魚;巨魚
κῦμα,波浪;波濤;浪湧
κῶλον,屍體;屍首
κῶμος,狂歡;宴樂
λάθρᾳ,秘密地;私下地;在暗中;暗地裏
λάμπω,發光;光照;帶來光明
λάρυγξ,喉嚨;咽喉
λάχανον,園子植物
λέγω,說;講;告訴
λέντιον,手巾;毛巾
λέπρα,麻風病;可怕的皮膚病
λέων,獅子
λήθη,忘記;不記得;忽略;忽視;不理會
λίαν,極其;非常;十分
λίβανος,乳香
λίθινος,石頭的;石製的
λίθος,石
λίμνη,"湖,水塘"
λίνον,亞麻布;細麻衣
λίτρα,磅;品脫
λίψ,西南;西南方
λαγχάνω,得到;領受
λακτίζω,因反抗一個人或一項命令而使自己受傷害
λαλέω,說話;講;交談;告訴
λαλιά,所說的話;言語
λαμβάνω,握住;抓住;奪取
λαμπάς,火把
λαμπρός,明亮的;發光的;照耀的
λαμπρότης,光輝
λαμπρῶς,奢侈地;窮奢極侈地;炫耀
λανθάνω,躲避注意;保持隱藏;不願意有人知道
λαξευτός,從岩石鑿成
λατομέω,鑿岩;挖岩
λατρεία,舉行宗教儀式;事奉;禮拜;敬拜;尊崇
λατρεύω,舉行宗教儀式;事奉;禮拜;敬拜;尊崇
λαός,國家;民族;人民
λαῖλαψ,暴風;旋風;颮
λείπω,沒有;缺少;缺乏;缺欠
λεγιών,軍團;軍隊;營
λειτουργέω,事奉;敬拜
λειτουργία,事奉;敬拜;服事
λειτουργικός,服事;服事;事奉;服役
λειτουργός,僕人;僕役;供職的人
λεμά,為什麼;為何
λεπίς,薄片;魚鱗
λεπρός,麻風病人;患麻風病的;患了可怕皮膚病的人
λεπτός,音譯:勒皮特;小錢;小銅板
λευκαίνω,使變白;漂白;洗得潔白
λευκός,白;白色;淺色
λεῖμμα,餘數;餘民;一小部分;剩下的少數
λεῖος,平坦的;平的
ληνός,"酒榨,壓酒池,榨酒池"
λιβανωτός,香爐
λιθάζω,用石頭打死
λιθοβολέω,用石頭打死
λιθόστρωτος,鋪華石處
λικμάω,砸爛;壓碎
λιμήν,港口
λιμός,饑荒;飢餓
λιπαρός,輝煌的;華美的;華麗的;奢侈的;奢華的
λοίδορος,毀謗人的;辱罵人的
λογίζομαι,思考;思量;推理
λογεία,收取;收集
λογικός,合理的;理所當然的;真實的;真的
λογισμός,思考;推理
λογομαχέω,在言詞上爭辯;為言詞爭吵
λογομαχία,在言詞上爭辯;為言詞爭吵
λοιδορέω,毀謗;辱罵;侮辱;咒罵
λοιδορία,毀謗;辱罵;侮辱;攻擊
λοιμός (II),瘟疫
λοιπός,餘下的;剩餘的;其他的;其餘的
λουτρόν,洗淨;洗滌;潔淨;洗禮
λούω,洗澡;洗;清洗;洗乾淨;洗滌
λυμαίνω,嚴重傷害;虐待
λυπέω,使悲傷;使憂愁;使難過
λυσιτελέω,有利的;更好的;對某人有利
λυτρωτής,釋放者;解救者;救贖者
λυτρόω,釋放;拯救
λυχνία,燈台
λόγιον,語錄;聖言;信息
λόγιος,雄辯的;有口才的
λόγος,話;言語;信息;陳述;問題
λόγχη,槍;矛
λύκος,狼
λύπη,憂傷;後悔;憂愁
λύσις,離婚;分開;脫離
λύτρον,釋放的方法;贖金;贖價
λύτρωσις,救贖;釋放;拯救
λύχνος,燈
λύω,解開;鬆開
λῃστής,強盜;盜賊;賊;劫匪;暴徒
λῆρος,胡言;謊話;純屬胡說
μάγος,博士;賢士;星象家
μάκελλον,肉市場
μάλιστα,非常;特別;尤其;極其
μάμμη,祖母;外祖母
μάννα,嗎哪
μάρμαρος,大理石
μάρτυς,見證;見證人
μάστιξ,鞭打;鞭笞
μάταιος,無用的;無價值的;空虛的;徒然
μάτην,徒然地;沒有結果地
μάχαιρα,刀劍;匕首
μάχη,嚴重的衝突;鬥爭;打鬥
μάχομαι,嚴重的衝突;鬥爭;打鬥
μέγας,多;大;偉大;廣泛
μέγεθος,大的;大大地;浩大;很大程度上;強烈的;非常;極其
μέθη,醉酒
μέθυσος,醉酒的人;醉漢
μέλας,黑色;暗色
μέλι,蜂蜜
μέλλω,即將;將要;快要
μέλος,身體部分;肢體
μέμφομαι,指責;責怪
μέν,固然;的確;(但通常不翻譯)
μέντοι,但是;雖然如此;除了
μένω,留在;待在
μέριμνα,憂慮;掛慮;掛心;擔憂;思慮
μέρος,部分;方面;層面;特寫
μέσος,在......裏面;與......一起
μέτοχος,同伴;夥伴;同工
μέτρον,度量衡單位
μέτωπον,額頭
μέχρι,直到;最後;終於
μή,不;沒有
μήν (I),月;月份
μήπω,還沒有;尚未
μήτε,既不......也不......;沒有......也沒有
μήτηρ,母親
μήτρα,母腹
μίασμα,不潔淨;污穢;邪惡的;玷污
μίγμα,混合物;混合;調和的
μίγνυμι,混合;攙雜;調和
μίλιον,英里;公里
μίσθιος,僱工
μίσθωμα,僱用的;租用的
μαίνομαι,頭腦不正常;瘋狂;失去理智;精神錯亂;發瘋;癲狂;瘋了
μαγεία,行邪術;行巫術;行法術
μαγεύω,行邪術;行巫術;行法術
μαθήτρια,女門徒
μαθητής,門徒;跟隨者
μαθητεύω,跟從;跟隨;作......的門徒
μακάριος,有福的;快樂的
μακαρίζω,視為快樂的;視為有福的;稱......為有福的
μακαρισμός,快樂;高興;幸福
μακράν,遠方;一定距離外;遠處
μακροθυμέω,忍耐;堅忍;恆久忍耐;寬容;耐心等待
μακροθυμία,忍耐;耐心;恆忍;寬容
μακροθύμως,耐心地
μακροχρόνιος,很長時間;很久;冗長
μακρόθεν,遠方;一定距離外;遠處
μακρός,很長時間;很久;冗長
μαλακία,疾病;病症
μαλακός,柔軟的;細軟的;精美的;奢華的;華麗的
μαμωνᾶς,世上的財富;錢財
μανία,頭腦不正常;瘋狂;失去理智;精神錯亂;發瘋;癲狂;瘋了
μανθάνω,學習;受教導;得知
μαντεύομαι,占卜;算命
μαράνα θᾶ,我們的主
μαραίνω,衰落;漸漸消失
μαργαρίτης,珍珠
μαρτυρέω,見證
μαρτυρία,見證
μαρτύριον,見證
μαρτύρομαι,聲明;堅稱;作證
μασάομαι,咬
μαστίζω,鞭打;鞭笞
μαστιγόω,鞭打;鞭笞
μαστός,乳房;胸
ματαιολογία,無聊的討論;無意義的談話;虛浮的話;虛無的談論
ματαιολόγος,空談的人;愚蠢胡說之人;說虛空話的人;說荒唐無稽話的人
ματαιότης,無用的;無價值的;空虛的;徒然
ματαιόω,變得虛妄;變得沒有價值;變成廢話;變得虛妄
μεγάλως,大的;大大地;浩大;很大程度上;強烈的;非常;極其
μεγαλειότης,顯赫;偉大;重要
μεγαλεῖος,大能的作為;偉大的作為;大作為;大事
μεγαλοπρεπής,非常美妙的;極顯赫的;至高的;尊貴的
μεγαλωσύνη,顯赫;偉大;重要
μεγαλύνω,使變大;加大;擴大;加寬
μεγιστάν,非常重要的人;偉大的人
μεθίστημι,使移動;移除
μεθερμηνεύω,翻譯;解釋
μεθοδεία,欺騙;詭計
μεθύσκω,喝醉酒
μεθύω,醉酒
μελετάω,沉思;仔細思想;專心思考;專心一意
μεμβράνα,羊皮紙;羊皮紙製成的書或卷軸
μεμψίμοιρος,常常埋怨;挑剔
μενοῦν,但是;相反;另一方面
μενοῦνγε,但是;相反;另一方面
μερίζω,分開;分散;分割;散開
μερίς,份額;部分;一份;有分
μεριμνάω,憂慮;擔心;思慮;掛慮
μερισμός,分界點;會合點
μεριστής,分配者;仲裁人;斷事的官
μεσίτης,中間人;中保
μεσημβρία,中午;正午;晌午
μεσιτεύω,達成協議
μεσονύκτιον,午夜;半夜
μεσουράνημα,高高的在天空中;在天空的中點;就在頭頂上;在天空的正上方
μεστός,非常滿;充滿;滿;都;盡
μεστόω,充滿;使膨脹;灌滿
μεσότοιχον,隔斷的牆;阻隔的牆
μεσόω,在中間;過了一半
μετά,與......;和......;同......一起
μετάγω,引導;控制;操縱
μετάθεσις,從一個地方移到另一個地方;改變位置;離開
μετάλημψις,得到一份;有分;分享
μετάνοια,悔改;懊悔;改變行事方式
μετέπειτα,然後;後來
μετέχω,共享;分享;分擔
μεταίρω,走;離開;從......離開
μεταβάλλω,改變主意;改變想法
μεταβαίνω,從一個地方移到另一個地方;改變位置;離開
μεταδίδωμι,分享;分給;給
μετακαλέω,召喚;叫......過來;去請......來
μετακινέω,使停止;動搖
μεταλαμβάνω,得到一份;有分;分享
μεταλλάσσω,交換;替代;取代
μεταμέλομαι,後悔;懊悔;改變主意;感到難過;因......而感到抱歉
μεταμορφόω,變成;變化;改變
μετανοέω,悔改;懊悔;改變行事方式
μεταξύ,在......之間
μεταπέμπω,派人請來;召喚
μεταστρέφω,變成;使不同於......;改變
μετασχηματίζω,改變;改變形狀;從一種形式變為另一種形式
μετατίθημι,從一個地方移到另一個地方;改變位置;離開
μετατρέπω,變成;使不同於......;改變
μετεωρίζομαι,憂慮;掛心;掛慮
μετοικίζω,放逐;流亡異鄉
μετοικεσία,放逐;流亡異鄉
μετοχή,夥伴關係;合作;共享
μετρέω,測量
μετρίως,適度地;中等;不少
μετρητής,容量單位
μετριοπαθέω,溫和待(人);體諒(人)
μηδέ,也不;也不是;也不要
μηδέποτε,從不;永不;沒有;不能
μηδέπω,還沒有;尚未
μηδαμῶς,絕不是;絕對不;絕不可以;千萬不可
μηδείς,沒有人;沒有東西
μηκέτι,不再
μηκύνω,生長
μηλωτή,羊皮;羊毛
μηνύω,通知;報告;透露
μηρός,大腿
μητρολῴας,弒母的
μιαίνω,弄髒;污染;使人在道德上污穢
μιασμός,不潔淨;污穢;邪惡的;玷污
μικρός,少的;小的;數目有限的
μιμέομαι,效法;照別人所做的去做
μιμητής,效法別人的人;照別人所做的去做的人;學習別人榜樣的人
μισέω,仇恨;憎惡
μισθαποδοσία,賞賜;報償;報應;刑罰
μισθαποδότης,給予回報的人;報償者
μισθωτός,僱工;僱來的
μισθός,工資;工錢
μισθόω,聘請;聘用;僱用
μνήμη,記得;記住;想起;回想;記憶;懷念
μνεία,記得;記住;想起;回想;記憶;懷念
μνημεῖον,墳墓;墓穴
μνημονεύω,記得;記住;想起;回想;記憶;懷念
μνημόσυνον,紀念;記念某人;使人記住某人或事的東西
μνηστεύω,訂婚;許配
μνᾶ,彌拿;一百得拿利
μνῆμα,墳墓;墓穴
μογιλάλος,幾乎不能說話;說話有困難的;說話有障礙的
μοιχάω,犯姦淫;通姦
μοιχαλίς,淫婦
μοιχεία,犯姦淫;通姦
μοιχεύω,犯姦淫;通姦
μοιχός,行淫者;犯姦淫的人
μολυσμός,污穢
μολύνω,弄髒;玷污;污穢
μομφή,抱怨;糾紛
μονή,地方;住處
μονογενής,獨特的;唯一的
μονόφθαλμος,獨眼的;瞎了一隻眼
μονόω,沒有家庭;沒有親屬
μορφή,本質;性質;特性
μορφόω,形成......的性質;......的特質成形
μοσχοποιέω,做牛犢偶像;塑造牛犢形像的偶像
μουσικός,作樂的;樂手;歌唱者
μυέω,得到秘訣
μυελός,骨髓
μυκάομαι,低沉的吼叫;咆哮
μυκτηρίζω,嗤笑;譏笑;嘲笑;蔑視;嗤之以鼻
μυλικός,磨的
μυρίζω,用香膏塗抹;為安葬而膏抹
μυριάς,十個千;一萬
μυστήριον,奥秘;秘密
μυωπάζω,無法理解;理解力受限;目光短淺
μωμάομαι,批評;責難;挑剔
μωρία,愚拙;荒唐;被視為愚蠢的事物
μωραίνω,使變成愚拙
μωρολογία,愚妄的話;愚蠢的話
μωρός,不明智;愚蠢;傻子
μόδιος,籃子;盒子
μόλις,幾乎不;僅僅;幾乎沒有;難以;好不容易;僅僅;勉強
μόρφωσις,體現;全部內容;基本特徵
μόσχος,牛犢
μόχθος,辛苦勞碌;勞苦工作;辛勤工作
μύλινος,磨
μύλος,磨
μύριοι,十個千;一萬
μύρον,香膏
μώλωψ,創傷
μᾶλλον,更多;更加;更大程度;愈加;愈發
μῆκος,長度
μῦθος,傳說;神話;童話;虛構的故事;無稽之談
μῶμος,污點;污漬;缺點;瑕疵
νάρδος,甘松油;哪噠香膏
νέκρωσις,死;死去;死亡
νέος,新的;近來的;最近的
νέφος,大群的人
νή,基於;依據
νήθω,紡(織);紡線
νήπιος,小孩子
νήφω,清醒;頭腦冷靜
νίκη,勝過;得勝者;征服;勝利
νίπτω,洗
ναί,是的;不錯;正是;真是;確實;當然
ναυαγέω,遭遇海難;船隻失事;沉船;觸礁
ναός,聖殿;聖所
ναύκληρος,船主
ναύτης,船員;水手
ναῦς,船
νεανίας,少年人;年輕人;青年(男性)
νεανίσκος,少年人;年輕人;青年(男性)
νεκρός,無生命的;死的;死人
νεκρόω,徹底停止
νεφέλη,雲
νεφρός,心;感受;慾望;意念
νεωκόρος,廟宇的守護者
νεωτερικός,年輕人的;少年人的;少年的
νεότης,年輕;少年;年紀小
νεόφυτος,初入教的人
νεύω,做手勢;做動作;點頭示意;招手示意
νηπιάζω,"像個小孩子;天真,孩子氣"
νησίον,小島
νηστεία,禁食
νηστεύω,禁食
νηφάλιος,冷靜的、克制的
νικάω,勝過;得勝者;征服;勝利
νιπτήρ,盆;洗臉盆
νοέω,感知;洞察;明白;理解
νομή,"草場,牧場"
νομίζω,假設;假定;想象;相信;以為
νομίμως,正確地;按照規則;合宜地
νομικός,關於律法;關於律例
νομοδιδάσκαλος,法律教師;教法師;律法專家
νομοθέτης,頒布律法者
νομοθεσία,頒佈律法;賜下律法
νομοθετέω,頒佈律法;賜下律法
νοσέω,不健康地渴望;有病態的慾望;有病態的嗜好;有古怪的癖好
νοσσίον,雛鳥;小雞
νοσσιά,一窩
νοσφίζω,挪用資金;盜用;私自留下
νουθεσία,指導;教導
νουθετέω,指導;教導
νουνεχῶς,能理解;有智慧
νοῦς,心思;意念;理智;思想
νυμφίος,新郎
νυμφών,結婚禮堂
νυνί,現在
νυστάζω,打盹;昏昏欲睡
νυχθήμερον,一晝一夜;二十四小時
νωθρός,懶惰的
νόημα,心思;意念;理智;思想
νόθος,私生子
νόμισμα,錢幣
νόμος,法律;條例;規則
νόσος,患病的;病;疾病;病症
νότος,南;南方
νύμφη,新娘
νύξ,晚上;夜晚
νύσσω,扎;刺
νῆσος,島
νῆστις,相當飢餓;缺乏食物;餓著肚子
νῖκος,勝過;得勝者;征服;勝利
νῦν,現在
νῶτος,脊背
ξένος,未知的;未曾聽聞的;不熟悉的;令人驚訝的;不尋常的
ξέστης,罐;壺
ξενία,客房;客人住宿的地方;住處
ξενίζω,顯示熱情好客;接待陌生人;熱情款待
ξενοδοχέω,顯示熱情好客;接待陌生人;熱情款待
ξηραίνω,變乾;乾涸;枯乾;枯萎;凋謝
ξηρός,乾的;枯萎的;枯乾的
ξυράω,剃
ξύλινος,木的;木製的
ξύλον,木
οἰκέτης,家僕;僕人;私僕;奴僕
οἰκέω,生活;居住
οἰκία,房屋;家;住處
οἰκετεία,家僕;僕人;私僕;奴僕
οἰκεῖος,家人;親屬
οἰκητήριον,住處;家
οἰκιακός,家人;親屬
οἰκοδεσποτέω,管理家庭;照顧家庭;操持家務;料理家務
οἰκοδεσπότης,一家的主人
οἰκοδομέω,建造;蓋(房子);建築
οἰκοδομή,建築物;建築
οἰκοδόμος,建造;蓋(房子);建築
οἰκονομέω,管理家庭;持家;擔任管家職務;作管家
οἰκονομία,任務;職分;責任;職責
οἰκονόμος,管家
οἰκουμένη,大地;世界
οἰκουργός,照管家庭的人;持家的人;家庭主婦
οἰκτίρμων,仁慈的;有憐憫的
οἰκτίρω,憐憫;慈愛;同情
οἰκτιρμός,憐憫;慈愛;同情
οἰνοπότης,醉酒的人;醉漢
οἰνοφλυγία,醉酒
οἴκημα,房間;住處
οἴομαι,假設;假定;想象;相信;以為
οἶδα,知道;曉得;了解;認識;有......的知識;熟悉
οἶκος,房屋;神殿;聖所
οἶνος,酒
οἷος,像;如;如此;類似;同樣
οὐ,不;沒有;無法
οὐά,啊哈;哼;咳
οὐαί,災難;災禍;遭殃;有禍
οὐδέ,也不;也不是;也不會;也不能
οὐδέποτε,從不;永不;沒有;不能
οὐδέπω,還沒有;從來沒有;尚未
οὐδαμῶς,絕不;絕對不是;並不是
οὐδείς,沒有人;沒有東西
οὐκέτι,不再
οὐκοῦν,[Glosses - zhT]
οὐρά,尾巴
οὐράνιος,天上的;在天上;屬天的
οὐρανόθεν,從天上
οὐρανός,天空
οὐσία,產業;家業;財產;財富
οὐχί,不;確實不;豈不
οὔπω,還沒有;還不;從來沒有;尚未
οὔτε,既不......也不......;無論......都不......
οὕτω,因此;這樣;照樣
οὖν,因此;因而;結果是;據此;那麼;那樣
οὖς,耳朵{N:001}
οὗ,哪裏;無論哪裏
πάθημα,痛苦;受苦;苦難;苦楚
πάθος,強烈的情慾;肉慾;情慾;性慾
πάλαι,很久以前;遠古的時候
πάλη,爭戰;作戰;奮鬥
πάλιν,再一次;重新
πάντοθεν,從各處;從各個方向
πάντοτε,一直;始終;總是;隨時;常常;時常
πάντως,必定;肯定;當然;毫無疑問
πάντῃ,到處;處處;各處
πάρδαλις,豹
πάρειμι,避免;忽視
πάρεσις,不理會;忽視;寬容
πάροδος,路過
πάροικος,異鄉人;外地人;寄居者
πάροινος,醉酒的人;醉漢
πάσχα,逾越節
πάσχω,痛苦;受苦;苦難;苦楚
πέδη,腳鏈;腳鐐
πέλαγος,公海;深海;大海;海洋
πέμπτος,第五
πέμπω,打發;差遣
πένης,窮人;窮苦人
πένθος,哀慟;哀傷;痛心;悲傷;悲哀;為......哭泣
πέντε,五
πέραν,對面;在......的另一邊
πέρας,盡頭;天涯;地極
πέριξ,繞著;在......周圍
πέρυσι,去年;一年前
πέτομαι,飛
πέτρα,磐石;基岩
πήγανον,芸香
πήγνυμι,建立;豎立;搭建;搭起;支搭
πήρα,"口袋,旅行袋"
πίμπρημι,發燒
πίναξ,盤子;大淺盤
πίνω,喝;喝飲料;飲
πίπτω,掉落
πίστις,完全可以相信的事情;值得相信的東西;可信的證據;憑據
παίζω,玩耍;玩樂;跳舞
παίω,打;捶;打擊;敲打
παγίς,網羅;陷阱;機檻
παγιδεύω,設圈套;抓其不備;抓住錯誤;找話柄陷害;找把柄
παθητός,遭受痛苦;必須受難
παιδάριον,孩子
παιδίον,小孩子
παιδίσκη,使女;婢女
παιδαγωγός,監護人;領導;嚮導
παιδεία,教導;指導;訓練;管教
παιδευτής,指導;師傅;老師
παιδεύω,教導;指導;訓練;管教
παιδιόθεν,從小時候起;從小
παλαιός,舊的
