lex,default
ἅρπαξ,強盜;掠奪者
ἆρα,因此;那麼;結果是
ἆσσον,亞朔;《思》阿索
Ἀαρών,亞倫;《思》亞郎
Ἀβαδδών,亞巴頓;《思》阿巴冬;意思是「毀滅者」
Ἀβιά,亞比雅;《思》阿彼雅
Ἀβιαθάρ,亞比亞他;《思》厄貝雅塔爾
Ἀβιληνή,亞比利尼;《思》阿彼勒乃
Ἀβιούδ,亞比玉;《思》阿彼烏得
Ἀβραάμ,亞伯拉罕;《思》亞巴郎
Ἀγρίππας,亞基帕;《思》阿格黎帕
Ἀδάμ,亞當
Ἀδδί,亞底;《思》阿狄
Ἀδρίας,亞得里亞海;《思》亞得里亞海
Ἀδραμυττηνός,亞大米田的;《思》阿得辣米特的
Ἀζώρ,亞所;《思》阿左爾
Ἀθηναῖος,雅典的
Ἀθῆναι,雅典
Ἀκύλας,亞居拉;《思》阿桂拉
Ἀλέξανδρος,亞歷山大;《思》亞歷山大
Ἀλεξανδρεύς,亞歷山大人;《思》亞歷山大里亞人
Ἀλεξανδρῖνος,亞歷山大的;從亞歷山大來的
Ἀμιναδάβ,亞米拿達;《思》阿米納達布
Ἀμπλιᾶτος,暗伯利;《思》安仆里雅
Ἀμφίπολις,暗妃坡里/暗妃波里;《思》安非頗里
Ἀνδρέας,安得烈;《思》安德肋
Ἀνδρόνικος,安多尼古;《思》安得洛尼科
Ἀντιοχεύς,安提阿人;《思》安提約基雅人
Ἀντιπατρίς,安提帕底;《思》安提帕特
Ἀντιπᾶς,安提帕;《思》安提帕
Ἀντιόχεια,安提阿;《思》安提約基雅
Ἀπελλῆς,亞比利;《思》阿培肋
Ἀπολλωνία,亞波羅尼亞;《思》阿颇羅尼雅
Ἀπολλύων,"亞玻倫;《思》阿頗隆,意思是「毀滅者」"
Ἀπολλῶς,亞波羅;《思》阿頗羅
Ἀππίου Φόρον,《和》亞比烏市;《現》亞比烏市場;《思》阿丕約市場
Ἀπφία,亞腓亞;《思》阿丕雅
Ἀράμ,亞蘭;《思》阿蘭
Ἀρίσταρχος,亞里達古;《思》阿黎斯塔苛
Ἀραβία,"阿拉伯,《和》亞拉伯,《思》阿剌伯"
Ἀρεοπαγίτης,議會的成員;亞略·巴古的議員
Ἀριμαθαία,亞利馬太;《思》阿黎瑪特雅
Ἀριστόβουλος,亞利多布;《思》阿黎斯托步羅
Ἀρνί,亞蘭;《思》阿蘭
Ἀρτεμᾶς,亞提馬;《思》阿爾特瑪
Ἀρφαξάδ,亞法撒;《思》阿帕革沙得
Ἀρχέλαος,亞基老;《思》阿爾赫勞
Ἀσήρ,亞設;《思》阿協爾
Ἀσία,亞細亞;《和》亞西亞
Ἀσιάρχης,亞細亞省的官員;當地的領袖
Ἀσιανός,亞細亞人;《和》亞西亞人
Ἀσύγκριτος,亞遜其土;《思》阿松黎托
Ἀττάλεια,亞大利;《思》阿塔肋雅
Ἀχάζ,亞哈斯;《思》阿哈次
Ἀχίμ,亞金;《思》阿歆
Ἀχαΐα,亞該亞;《思》阿哈雅
Ἀχαϊκός,亞該古;《思》阿哈依科
Ἁγάρ,夏甲;《思》哈加爾
Ἁκελδαμάχ,亞革大馬;《思》哈刻達瑪
Ἁλφαῖος,"亞勒腓,《思》阿耳斐"
Ἁνανίας,亞拿尼亞;《思》阿納尼雅
Ἁρέτας,亞哩達;《思》阿勒達
Ἁριμαθαία,亞利馬太;《思》阿黎瑪特雅
Ἁρμαγεδών,哈米吉多顿;《思》阿瑪革冬
Ἄζωτος,亞鎖都;《思》阿左托
Ἄραψ,阿拉伯人;《和》亞拉伯人;《思》阿剌伯人
Ἄρειος Πάγος,《和2010》《和》亞略巴古;《现》亞略·巴古;《思》阿勒約帕哥
Ἄρτεμις,亞底米;《思》阿爾特米
Ἄρχιππος,亞基布;《思》阿爾希颇
Ἅβελ,亞伯;《思》亞伯爾
Ἅγαβος,亞迦布;《思》阿加波
Ἅννα,《和》亞拿;《現》安娜;《思》亞納
Ἅννας,亞那;《思》亞納斯
ἐάν,如果;若;假如
ἐάνπερ,如果;若;假如
ἐάω,任憑;准許
ἐγγίζω,靠近;走近;接近
ἐγγράφω,寫;記錄
ἐγγύς,靠近;附近
ἐγείρω,起來;使站起來
ἐγκάθετος,探子;奸細;間諜;特務
ἐγκαίνια,修殿節;獻殿節
ἐγκαινίζω,使生效;開始執行;建立
ἐγκαλέω,控告
ἐγκαταλείπω,使留下;任由存在;遺下
ἐγκατοικέω,生活在......當中;住在......當中
ἐγκαυχάομαι,誇口;誇耀
ἐγκεντρίζω,嫁接;接枝
ἐγκομβόομαι,穿衣;穿上;繫上;束腰
ἐγκοπή,妨礙;障礙
ἐγκράτεια,控制自己;有節制;自我控制
ἐγκρίνω,分類;同列;相比
ἐγκρατής,自制的
ἐγκρατεύομαι,控制自己;有節制;自我控制
ἐγκρύπτω,放在裏面;藏在裏面
ἐγκόπτω,防止;阻礙;阻止某人
ἐγχρίω,擦上;塗抹
ἐδαφίζω,夷為平地;拆除;摧毀
ἐθίζω,照慣例;遵行習俗;保持傳統做法;按照規矩
ἐθελοθρησκία,自定的宗教;自己想出來的宗教;隨己意敬拜
ἐθνάρχης,行政長官;高級官員;總督;提督
ἐθνικός,外邦人;異教徒
ἐθνικῶς,像外邦人一樣;作為不信上帝的人;與異教徒相似
ἐκ,從......;從......出來;出於
ἐκβάλλω,扔出去;拋棄(從船上)
ἐκβαίνω,結局
ἐκβολή,扔出去;拋棄(從船上)
ἐκδέχομαι,等待;等候
ἐκδίδωμι,出租;租給;租出
ἐκδίκησις,為某人伸冤;公正對待某人;為某人討回公道;為某人主持公道
ἐκδαπανάω,把自己完全奉獻給;做任何事情
ἐκδημέω,離開;不在
ἐκδιηγέομαι,通知;述說;充分說明
ἐκδικέω,為某人伸冤;公正對待某人;為某人討回公道;為某人主持公道
ἐκδιώκω,追捕和驅逐
ἐκδοχή,盼望;期望;期待;指望;等著;等待;等候
ἐκδύω,脫下衣服;脫掉;剝去;剝下;剝掉
ἐκεῖ,那裏;在那裏
ἐκεῖθεν,從那裏;從那個地方
ἐκεῖνος,那;那個
ἐκεῖσε,那裏;在那裏
ἐκζήτησις,查出;尋找信息;調查;研究
ἐκζητέω,仔細探究;殷勤學習;查考;尋求
ἐκθαμβέω,驚奇;驚訝;詫異;驚愕;驚慌;驚恐;驚懼
ἐκθαυμάζω,驚奇;驚訝;詫異;驚歎(反應是正面還是負面取決於上下文)
ἐκκαίω,慾火中燒;有強烈的慾望
ἐκκαθαίρω,除掉;除淨;清理;潔淨;脫離
ἐκκεντέω,刺穿;刺透
ἐκκλάω,折斷
ἐκκλίνω,避開;躲開;躲避;遠離
ἐκκλείω,排除;不允許
ἐκκλησία,教會;會眾
ἐκκολυμβάω,游水逃脫
ἐκκομίζω,抬出去埋葬
ἐκκρεμάννυμι,密切注意;認真考慮;側耳聽
ἐκκόπτω,砍下來;切斷;砍成兩半
ἐκλάμπω,發光
ἐκλέγω,選擇;挑選;寧願;寧可
ἐκλαλέω,告訴;通知;讓人知道;報告
ἐκλανθάνομαι,完全忘記;完全記不起
ἐκλείπω,用盡;用完;不起作用;無用;不再有用
ἐκλεκτός,所揀選的;蒙揀選的;被選上的
ἐκλογή,選擇;揀選;挑選
ἐκλύω,極度疲累;精疲力竭;因疲憊而暈倒
ἐκμάσσω,擦乾
ἐκμυκτηρίζω,嗤笑;譏笑;嘲笑;蔑視;嗤之以鼻
ἐκνήφω,醒悟過來;恢復理智
ἐκνεύω,悄悄地退去;悄悄溜走
ἐκπέμπω,打發;送出去
ἐκπίπτω,掉下來
ἐκπαδάω,跑進去;衝進去
ἐκπειράζω,試驗;查考;考驗;試探
ἐκπερισσῶς,非常大;過度;極其;極力;遠超;格外;大得多;越發
ἐκπετάννυμι,伸展;延伸;伸手
ἐκπλέω,出港;開船離開;從......啟航;坐船往
ἐκπλήρωσις,完成;期滿;屆滿;滿足;結束
ἐκπλήσσω,非常驚訝;十分驚奇;驚歎不已
ἐκπληρόω,實現;成全;應驗
ἐκπνέω,死去;斷氣;呼出最後一口氣
ἐκπορεύομαι,離開;從裏面出去
ἐκπορνεύω,從事不正當的性行為;行淫;姦淫;通姦;賣淫
ἐκπτύω,拒絕;鄙視;蔑視;厭棄
ἐκριζόω,根除;連根拔出;連根拔除;連根拔起來
ἐκστρέφω,敗壞;已經敗壞
ἐκτένεια,懇切;熱切;熱心;鍥而不捨
ἐκτίθημι,丟棄;放在......之外
ἐκταράσσω,煽動反對;引發暴亂;引起騷動;擾亂;騷擾
ἐκτείνω,伸展;延伸;伸手
ἐκτελέω,成全;完成;結束;完畢
ἐκτενής,不停地;連續地;持續地;熱切;真誠;切實
ἐκτενῶς,不停地;連續地;持續地;懇切;迫切;熱切;切切地
ἐκτινάσσω,抖掉;跺掉;拂去
ἐκτρέπω,扭傷
ἐκτρέφω,提供食物;給某人食物吃;養育;供養
ἐκτός,外面;遠離
ἐκφέρω,取出;拿出來
ἐκφεύγω,逃走;逃出去
ἐκφοβέω,威嚇;恐嚇;使害怕
ἐκφύω,發芽;長葉子;長苗
ἐκχέω,倒出來;澆灌;流出;傾注
ἐκχωρέω,離開;出去
ἐκψύχω,死;死去;死亡
ἐλάσσων,少;很少;較少
ἐλάχιστος,小的;比較小的
ἐλέγχω,指責;責備;指責謬誤
ἐλαία,橄欖樹
ἐλαιών,橄欖林;橄欖園
ἐλαττονέω,欠缺;缺乏;缺少;不足
ἐλαττόω,使低微
ἐλαφρία,反覆無常
ἐλαφρός,輕的;不重的
ἐλαύνω,推動;帶動
ἐλεάω,發憐憫;對......發憐憫;憐憫......;憐憫
ἐλεέω,發憐憫;對......發憐憫;憐憫......;憐憫
ἐλεήμων,仁慈的;憐憫人的
ἐλεγμός,確據;確證
ἐλεεινός,可憐的
ἐλεημοσύνη,善行;善事;施與;賙濟;救濟;施捨給窮人
ἐλευθερία,自由
ἐλευθερόω,釋放
ἐλεφάντινος,含象牙的;象牙製的
ἐλεύθερος,自由;自由的;自主的;豁免
ἐλλογέω,記錄;列出;列入
ἐλπίζω,希望;盼望;指望;仰望;期望;寄望;仰賴
ἐλπίς,希望;盼望;指望;仰望;期望;寄望;仰賴
ἐλωΐ,我的上帝;音譯:「以羅伊」
ἐμέω,吐出去
ἐμαυτοῦ,我自己;我
ἐμβάλλω,丟進;投入
ἐμβάπτω,蘸;沾
ἐμβαίνω,上船;登上小船
ἐμβατεύω,[Glosses - zhT]
ἐμβιβάζω,叫人上船
ἐμβλέπω,直視;定睛看;注視;注目看;看;望著
ἐμβριμάομαι,鄭重地吩咐;嚴厲地囑咐
ἐμμένω,留在;待在
ἐμμαίνομαι,暴怒;大怒;狂怒
ἐμπίπλημι,吃飽
ἐμπίπρημι,點燃;點火;生火;點燈
ἐμπίπτω,掉進
ἐμπαίζω,譏笑;譏誚;嘲笑;戲弄
ἐμπαίκτης,譏笑者;嘲弄者
ἐμπαιγμονή,譏笑;譏誚;嘲笑;戲弄
ἐμπαιγμός,譏笑;譏誚;嘲笑;戲弄
ἐμπεριπατέω,同住;在...當中往來
ἐμπλέκω,投入參與
ἐμπλοκή,鬈頭髮;辮頭髮;編頭髮
ἐμπνέω,強烈地威脅;發出強硬的威脅
ἐμπορία,做生意;做買賣;貿易
ἐμπορεύομαι,做生意;做買賣;貿易
ἐμπτύω,吐唾沫;吐口水
ἐμπόριον,市場;做買賣的地方;做生意的地方
ἐμφανής,可見的;顯現
ἐμφανίζω,使出現;使可見;讓人看到;顯現
ἐμφυσάω,吹一口氣
ἐμός,我的;我的東西;屬於我的
ἐν,在......裏面;在......當中
ἐνάλιος,水族;魚
ἐνάρχομαι,開始;入門;動工
ἐνέργεια,運作;運行;運用;工作;發生功用;實行
ἐνέργημα,行動;行為
ἐνέχω,懷恨某人
ἐνίστημι,發生
ἐναγκαλίζομαι,擁抱;抱;摟抱
ἐναντίον,在......前面;在......之前
ἐναντίος,反方向的
ἐνδέχομαι,可能;可以想象的
ἐνδεής,貧窮的;缺乏的
ἐνδείκνυμι,使被人知道;使傳遍;顯明;顯出;顯示;彰顯;證明;表明;表現
ἐνδημέω,居家;適應某個地方
ἐνδιδύσκω,穿上;穿著;穿衣
ἐνδοξάζομαι,得榮耀;受尊崇
ἐνδυναμόω,使某人能夠;使剛強;使有能力;使堅固;賜給力量
ἐνδύνω,偷進;潛入
ἐνδύω,穿上;穿著;穿衣
ἐνεδρεύω,埋伏;策劃一次秘密襲擊
ἐνειλέω,包;裹;包裹;纏繞
ἐνεργέω,運作;運行;運用;工作;做工;發生功用;有功效;實行
ἐνεργής,有效的;能夠帶來的
ἐνευλογέω,善待;祝福
ἐνθάδε,這裏
ἐνθυμέομαι,思考;想一想;看看;考慮;思念
ἐνθύμησις,意念;想法;心思;意見
ἐνιαυτός,一年時期;一年;一整年;當年;本年;那一年
ἐνισχύω,使再次強壯;使恢復體力;加強力量;加添力量
ἐννέα,九
ἐννεύω,做手勢;做動作;點頭示意;招手示意
ἐνοικέω,在......裏面;生活在......裏面;住在......裏面
ἐνορκίζω,起誓;堅持叫人起誓;要求某人起誓
ἐνοχλέω,折磨;帶來痛苦;擾亂;攪擾;纏磨
ἐντέλλομαι,吩咐;命令;囑付
ἐνταφιάζω,為安葬做準備;準備安葬
ἐνταφιασμός,為安葬做準備;準備安葬
ἐντεῦθεν,從這裏;從這邊
ἐντολή,誡命;吩咐;命令
ἐντρέπω,叫......羞愧;使......覺得慚愧
ἐντρέφω,培訓;教導
ἐντροπή,尷尬;羞恥;羞愧
ἐντρυφάω,狂歡作樂;過奢侈的生活
ἐντυγχάνω,懇求;乞求;向......呼籲;控訴;請求;祈求
ἐντυλίσσω,包;裹;包裹;纏繞
ἐντυπόω,切割;刻;銘刻
ἐντόπιος,本地人;當地居民
ἐντός,在......裏面;與......一起
ἐνυβρίζω,侮辱;褻慢
ἐνυπνιάζομαι,做夢
ἐνωτίζομαι,仔細傾聽;留心聽某人的話
ἐνύπνιον,夢
ἐνώπιον,在......前面;在......之前
ἐξάγω,領出去
ἐξάλλομαι,跳起來
ἐξάπινα,忽然;猛然;立即;立刻
ἐξέλκω,引誘;誘惑;勾引;牽走
ἐξέραμα,嘔吐物;吐出來的東西
ἐξέρχομαι,離開;從裏面出去
ἐξίστημι,大大震驚;大為驚駭;大吃一驚;驚奇;驚訝;詫異
ἐξαίρω,排除;除去;開除;趕出去
ἐξαίφνης,忽然;立即;立刻
ἐξαγγέλλω,宣揚;宣告;宣講;說出來
ἐξαγοράζω,買贖;救贖;釋放;使自由
ἐξαιρέω,取出;拿走
ἐξαιτέω,成功求得;要求並得到
ἐξακολουθέω,跟從;遵從;隨從
ἐξαλείφω,擦去;擦乾
ἐξανάστασις,活過來;再次活著;復活
ἐξανίστημι,站起来
ἐξανατέλλω,發芽;長葉子;長苗
ἐξαπατάω,誤導;欺哄;欺騙
ἐξαπορέομαι,完全絕望;徹底絕望;沒有希望
ἐξαποστέλλω,打發;送出去
ἐξαρτίζω,(時間)到了;結束;完了
ἐξαστράπτω,閃閃發光;閃耀;閃爍
ἐξαυτῆς,忽然;立即;立刻
ἐξεγείρω,使復活;使活過來;興起;起來
ἐξεραυνάω,仔細探究;殷勤學習;查考;尋求
ἐξετάζω,嘗試尋找;努力尋問;仔細尋找;仔細查問;詳細打聽
ἐξηγέομαι,通知;述說;充分說明
ἐξηχέω,宣告;宣佈;傳揚
ἐξισχύω,完全有能力;完全能夠
ἐξολεθρεύω,滅絕;剷除
ἐξομολογέω,同意;應允
ἐξορκίζω,起誓;堅持叫人起誓;要求某人起誓
ἐξορκιστής,驅鬼的人;驅魔師;驅邪趕鬼的人;念咒趕鬼的人;趕逐邪靈的人
ἐξορύσσω,拆穿;拆通;挖出一個開口
ἐξουδενέω,虐待;虐待和輕視
ἐξουθενέω,輕視;輕看
ἐξουσία,統治權;控制權
ἐξουσιάζω,統治;治理;管轄;支配
ἐξοχή,高位;上層階級;顯要
ἐξυπνίζω,使人醒來;喚醒某人;叫醒某人
ἐξωθέω,趕出去;趕走
ἐξώτερος,外邊黑暗;外面的黑暗
ἐπάγγελμα,應許
ἐπάγω,使;導致;造成;引起
ἐπάν,當......的時候;一......就
ἐπάναγκες,必要的;必須;不可缺少的
ἐπάνω,在......之上;在......上方
ἐπάρατος,受詛咒的;被詛咒的
ἐπάρχειος,省;地區
ἐπέκεινα,在......以外的地方;更遠
ἐπέρχομαι,來到;到達
ἐπέχω,注意;警戒;謹慎;小心;提防;留意
ἐπί,在......上面;在......的表面
ἐπίβλημα,補丁
ἐπίγειος,地上的;世界上的
ἐπίγνωσις,明白;知道;明確地知道;認識;知識
ἐπίθεσις,放在......上面
ἐπίκειμαι,在......上
ἐπίλοιπος,餘下的;剩餘的;其他的
ἐπίλυσις,解釋;意義;解說
ἐπίνοια,意圖;目的;意念
ἐπίορκος,作假證的人;起假誓的人
ἐπίσημος,出眾的;有名望的;出了名的;出名的;臭名昭著的;聲名狼藉的
ἐπίσκοπος,負責......的人;監護者;監督
ἐπίσταμαι,知道;明白;曉得;懂得
ἐπίτροπος,領班;工頭;管事的
ἐπαίρω,舉起
ἐπαγγέλλομαι,應許;答應
ἐπαγγελία,應許
ἐπαγωνίζομαι,為......爭辯;為......爭戰
ἐπαθροίζω,愈來愈多人聚集在一起;聚集(如人群)
ἐπαινέω,讚美;頌讚
ἐπαισχύνομαι,覺得羞恥;以......為恥;把......當作可恥的;看為羞恥的
ἐπαιτέω,討飯;乞討
ἐπακολουθέω,獻身於;致力於
ἐπακούω,聆聽;傾聽;留心聽;注意所說的話;(上帝)垂聽;聽從
ἐπακροάομαι,側耳聽;傾聽
ἐπανάγω,返回;再次返回
ἐπανέρχομαι,返回;再次返回
ἐπανίστημι,反抗;造反;叛亂
ἐπαναμιμνῄσκω,提醒;使人記得;使人再次思考;想起
ἐπαναπαύομαι,仍然在;繼續在
ἐπανόρθωσις,糾正;糾正過錯;使人歸正;規正
ἐπαρκέω,幫助;扶助
ἐπαρχεία,省;地區
ἐπαφρίζω,使泛起泡沫
ἐπαύριον,次日;第二天;第二日;過了一天
ἐπεί,因為;既然;由於
ἐπεγείρω,煽動;挑唆;聳動;慫恿;開始
ἐπειδή,因為;既然;由於
ἐπειδήπερ,因為;既然;由於
ἐπεισαγωγή,引進;帶來;開始;有了
ἐπεισελεύσεται,來到;到達
ἐπεκτείνομαι,伸出;伸手向前
ἐπενδύτης,斗篷;外套;長袍
ἐπενδύω,穿上;多穿一件衣服
ἐπερωτάω,問;問問題
ἐπερώτημα,要求;懇求
ἐπεῖδον,注意;考慮;關心;厚待;看待;鑒察
ἐπηρεάζω,虐待;凌辱;侮辱
ἐπιβάλλω,拋上去
ἐπιβαίνω,來到;到達
ἐπιβαρέω,成為某人的負擔;叫人受累;成為財務上的負擔
ἐπιβιβάζω,使騎上
ἐπιβλέπω,注意;看重
ἐπιβουλή,陰謀;計謀;謀害;圖謀;計劃
ἐπιγίνομαι,發生
ἐπιγαμβρεύω,結婚;娶
ἐπιγινώσκω,明白;知道;明確地知道;認識;知識
ἐπιγράφω,寫在上面
ἐπιγραφή,銘文;名號;題字;所寫的文字
ἐπιδέχομαι,歡迎;接納;接待;款待
ἐπιδίδωμι,給;交給;交付;遞給;送上
ἐπιδείκνυμι,展示;拿給......看;指給......看;給......察看;指示
ἐπιδημέω,僑居;旅居
ἐπιδιατάσσομαι,增加;增添;加添;加增;引入新的某物
ἐπιδιορθόω,處理好;更正;安排好;辦好;辦妥;辦整齊
ἐπιδύω,下降
ἐπιείκεια,溫柔;仁慈;寬容
ἐπιεικής,溫柔的;仁慈的;寬容的
ἐπιζητέω,尋找;搜尋;試著尋找;找;尋求
ἐπιθανάτιος,註定要死;被判死刑;被定了死罪
ἐπιθυμέω,渴望;切願;非常渴望;恨不得;巴不得;貪戀;貪婪;羨慕;渴慕;希望;盼望
ἐπιθυμία,渴望;切願;慾望;非常渴望;很願意;貪戀;貪愛;盼望
ἐπιθυμητής,貪戀......的人;貪婪的人
ἐπικάλυμμα,遮蓋的方法;掩飾;掩蓋某事物之真實性質的手段
ἐπικαθίζω,坐在上面;騎上;登上
ἐπικαλέω,稱呼;命名
ἐπικαλύπτω,赦免;饒恕;遮蓋
ἐπικατάρατος,受詛咒的;被詛咒的
ἐπικουρία,幫助
ἐπικρίνω,下結論;決定;下定決心;宣判;定案
ἐπιλέγω,稱呼;名叫
ἐπιλαμβάνομαι,拉住;抓住;牽著
ἐπιλανθάνομαι,忘記;忘掉;不記得
ἐπιλείπω,開始來到結尾;不足;耗盡
ἐπιλησμονή,忘記;忘掉;不記得
ἐπιλύω,解釋;意義;解說
ἐπιμέλεια,招待;照顧;照應;提供所需要的一切
ἐπιμένω,留在;待在
ἐπιμαρτυρέω,見證
ἐπιμελέομαι,招待;照顧;照應;提供所需要的一切
ἐπιμελῶς,仔細地;徹底
ἐπινεύω,同意;答應;允許;贊成
ἐπιορκέω,違背誓言;背誓;發誓而不遵守
ἐπιούσιος,日常的;每天;日用的;按日;今天所需的
ἐπιπίπτω,擠向前;推向前
ἐπιπλήσσω,譴責;斥責;嚴責;責備
ἐπιποθέω,渴望;切慕;渴慕
ἐπιποθία,渴望;切慕;渴慕;切心想望
ἐπιπορεύομαι,來到;到達
ἐπιπόθησις,渴望;渴想;切慕;熱望
ἐπιπόθητος,情深意切的;想念的;非常親愛的
ἐπιράπτω,縫上;補上
ἐπιρίπτω,拋上去;用力拋上去
ἐπισιτισμός,食物
ἐπισκέπτομαι,仔細挑選;仔細調查後選擇
ἐπισκηνόω,居住;來居住
ἐπισκιάζω,投下陰影
ἐπισκοπέω,照顧;看顧;眷顧;顧念;來看
ἐπισκοπή,臨到;眷顧;監察
ἐπισπάομαι,廢割禮;除掉割禮的印記;掩蓋割損的記號
ἐπισπείρω,撒種
ἐπιστάτης,領袖;領導者;老師
ἐπιστέλλω,"寫信,寫信給"
ἐπιστήμων,聰明;有洞察力;有理解力
ἐπιστηρίζω,使剛強;使更加堅固;堅固
ἐπιστολή,信(通常寫在紙莎草紙上)
ἐπιστομίζω,禁止說話;阻止某人說話
ἐπιστρέφω,返回;轉身
ἐπιστροφή,轉向;相信;接受;歸信
ἐπισυνάγω,使聚集在一起;聚集起來
ἐπισυναγωγή,使聚集在一起;聚集起來
ἐπισυντρέχω,匆忙趕到一個地方;蜂擁而至
ἐπισφαλής,危險的
ἐπισχύω,堅持;堅決要求;極力
ἐπισωρεύω,大量增加;堆積;積聚;增添;聚集;召聚
ἐπιτάσσω,命令;指示;告訴;吩咐
ἐπιτήδειος,所需要的;所需用的;必須的;不可缺少的
ἐπιτίθημι,"放在......上,按"
ἐπιταγή,吩咐;命令;法令;條例;指令
ἐπιτελέω,成全;完成;結束;完畢
ἐπιτιμάω,斥責;責備
ἐπιτιμία,"懲罰;責罰,譴責"
ἐπιτρέπω,任憑;准許
ἐπιτροπή,權柄;全權
ἐπιτυγχάνω,獲得;得到;取得;領受;到達
ἐπιφάνεια,顯明;顯出;出現
ἐπιφέρω,導致;施加
ἐπιφαίνω,照亮;照耀
ἐπιφανής,榮耀的;奇妙的;輝煌的;威榮的;顯赫的;明顯的
ἐπιφαύσκω,照亮;照耀
ἐπιφωνέω,高聲呼喊;大聲叫喊
ἐπιφώσκω,破曉;變光亮
ἐπιχέω,倒在
ἐπιχειρέω,從事;想;企圖;試著
ἐπιχορηγέω,提供;支援;供應......的需要;供給;賜給
ἐπιχορηγία,提供;支援;供給
ἐπιχρίω,擦上;塗抹
ἐποικοδομέω,建造在......之上;在上面建造
ἐπονομάζω,自稱;把自己視為;稱為
ἐποπτεύω,觀察;看見
ἐπουράνιος,天上的;天空的
ἐπόπτης,擊證人;目睹事情經過的人
ἐρήμωσις,被毀滅;遭受毀滅;荒涼
ἐρίζω,爭論;爭吵;爭辯;爭競
ἐρίφιον,小山羊;雄山羊;山羊
ἐργάζομαι,工作;做工;辛勞工作;勞動
ἐργάτης,工人;做工的人
ἐργασία,從事;實行;行為
ἐρείδω,膠住不動;緊緊卡住
ἐρεθίζω,使懷恨;使某人懷著怨氣
ἐρεύγομαι,宣告;宣佈
ἐρημία,曠野;荒野;荒涼的地方
ἐρημόω,被毀滅;遭受毀滅;荒涼
ἐριθεία,自私的野心;結黨;競爭;怨恨
ἐρυθρός,紅色
ἐρωτάω,問;問問題
ἐσθής,衣服;服裝
ἐσθίω,吃;喝;食用食物
ἐσχάτως,病重垂危;快要死了
ἐσώτερος,內部的;在......裏面
ἐφάλλομαι,跳到......之上;撲在......之上
ἐφάπαξ,一次;一
ἐφήμερος,日常的;日用的;每天所需要的
ἐφίστημι,站在旁邊
ἐφευρετής,謀劃者;製造......的人;想出辦法的人
ἐφημερία,工作組;班次
ἐφικνέομαι,來到;到達
ἐφφαθά,打開;張開;開了吧
ἐχθρός,作仇敵;敵人;反對
ἑαυτοῦ,他自己;她自己;它自己;我們自己;你們自己;他們自己
ἑβδομήκοντα,七十
ἑβδομηκοντάκις,七十次
ἑδραίωμα,支撐;根基;基礎
ἑδραῖος,堅定;不動搖
ἑκάστοτε,一直;隨時;常常;時常
ἑκατοντάρχης,百夫長;隊長;軍官
ἑκατονταετής,百年;百歲
ἑκατονταπλασίων,一百倍;百倍
ἑκατόν,一百
ἑκουσίως,甘心;樂意;情願;自願
ἑκούσιος,甘心;樂意;情願;自願
ἑκών,甘心;樂意;情願;自願
ἑλίσσω,捲起來;使成為一卷
ἑλκόω,有潰瘍;生瘡;渾身是瘡
ἑνδέκατος,第十一
ἑνότης,合一;一
ἑξήκοντα,六十
ἑξακόσιοι,六百
ἑξῆς,次日;第二天
ἑορτάζω,慶祝;守節;參加節期活動
ἑορτή,節期;節日;節日期間;當節的日子;慶祝會
ἑπτά,七
ἑπτάκις,七次
ἑπτακισχίλιοι,七千
ἑρμηνεία,解釋;翻譯
ἑρμηνεύω,翻譯;解釋
ἑρπετόν,爬行動物;爬蟲;蛇
ἑσπέρα,晚上;傍晚;黄昏(比較 {D:67.197})
ἑτέρως,不同的;不相同;另一種
ἑταῖρος,同伴;朋友
ἑτεροδιδασκαλέω,傳異教;傳不正確的教義;教導不同的教義
ἑτεροζυγέω,不相配的;不相配者聯合在一起
ἑτερόγλωσσος,說奇怪、陌生的語言;用外邦人的語言說
ἑτοίμως,準備好;預備好
ἑτοιμάζω,做好準備;預備;準備
ἑτοιμασία,準備就緒;準備妥當;預備好
ἔα,唉!
ἔγγυος,保證;擔保人
ἔγερσις,活過來;再次活著;復活
ἔγκλημα,起訴;控告;指控;案件
ἔγκυος,懷孕
ἔδαφος,地面
ἔθνος,國家;民族;人民
ἔθος,慣例;習俗;習慣;規矩
ἔκβασις,結局
ἔκγονος,孫兒女
ἔκδηλος,容易知道的;非常明顯的;暴露無遺的;顯露的
ἔκδικος,施行懲罰的人;執行刑罰的人
ἔκδοτος,被交出;被出賣
ἔκθαμβος,驚奇;十分驚訝;驚慌
ἔκθετος,被丟棄的
ἔκπαλαι,很久以前;遠古的時候
ἔκστασις,驚異;非常驚訝;非常詫異;大大地驚奇;大為訝異
ἔκτρωμα,不適時的出生;非正常的出生
ἔκφοβος,非常害怕;恐懼;懼怕;可怕
ἔλαιον,橄欖油
ἔλεγξις,指責;責備;指責謬誤
ἔλεγχος,確據;確證
ἔλεος,發憐憫;對......發憐憫;憐憫......;憐憫
ἔλευσις,來;來臨
ἔμπορος,商人;做買賣的人
ἔμπροσθεν,在......前面;在......之前
ἔμφοβος,非常害怕;恐懼;懼怕;驚怕;驚駭;戰慄;驚惶
ἔμφυτος,栽種的;永遠堅立的;放置在
ἔναντι,在......前面;在......之前
ἔνατος,第九
ἔνδειγμα,證明;證據;明證;驗證;跡象 {N:001}
ἔνδειξις,證明;證據;明證;驗證;跡象 {N:001}
