strong	domain_type	domain	label	count	share
G1293	sdbg	058006	Different Kind or Class	3	1.000
G1294	sdbg	088035	Licentiousness, Perversion	6	0.750
G1295	sdbg	021005	Cause To Be Safe, Free from Danger	6	0.750
G1295	sdbg	023008	Health, Vigor, Strength	2	0.250
G1296	sdbg	033032	Command, Order	2	1.000
G1297	sdbg	033032	Command, Order	1	1.000
G1298	sdbg	025021	Worry, Anxiety, Distress, Peace	1	1.000
G1299	sdbg	033032	Command, Order	15	0.833
G1299	sdbg	062002	Organize [of events and states]	3	0.167
G1300	sdbg	013001	State	1	1.000
G1301	sdbg	013004	Happen	2	1.000
G1303	sdbg	034005	Establish or Confirm a Relation	3	0.429
G1303	sdbg	037005	Assign to a Role or Function	2	0.286
G1303	sdbg	057008	Give	2	0.286
G1304	sdbg	085003	Remain, Stay	9	1.000
G1305	sdbg	005001	Food	1	1.000
G1306	sdbg	014006	Light	1	1.000
G1307	sdbg	079006	Transparent	1	1.000
G1308	sdbg	065001	Valuable, Lacking in Value	8	0.615
G1308	sdbg	015024	Carry, Bear	2	0.154
G1308	sdbg	058006	Different Kind or Class	2	0.154
G1309	sdbg	015004	Leave, Depart, Flee, Escape, Send	1	1.000
G1310	sdbg	033015	Inform, Announce	3	1.000
G1311	sdbg	020003	Destroy	4	0.500
G1311	sdbg	088035	Licentiousness, Perversion	3	0.375
G1312	sdbg	023013	Rot, Decay	6	1.000
G1313	sdbg	058006	Different Kind or Class	4	1.000
G1314	sdbg	021005	Cause To Be Safe, Free from Danger	1	1.000
G1315	sdbg	020004	Kill	2	1.000
G1316	sdbg	015004	Leave, Depart, Flee, Escape, Send	1	1.000
G1317	sdbg	033017	Teach	2	1.000
G1318	sdbg	033017	Teach	3	1.000
G1319	sdbg	033017	Teach	21	1.000
G1320	sdbg	033017	Teach	59	1.000
G1321	sdbg	033017	Teach	97	1.000
G1322	sdbg	033017	Teach	29	1.000
G1323	sdbg	057014	Tax, Tribute	2	1.000
G1324	sdbg	093001	Persons	3	1.000
G1325	sdbg	057008	Give	140	0.511
G1325	sdbg	013004	Happen	38	0.139
G1325	sdbg	090012	Agent in a Causative Role Marked by Verbs	27	0.099
G1325	sdbg	037005	Assign to a Role or Function	22	0.080
G1325	sdbg	057012	Pay, Price, Cost	18	0.066
G1325	sdbg	090014	To Cause To Experience	12	0.044
G1325	sdbg	085002	Put, Place	4	0.015
G1325	sdbg	023012	Ripen, Produce Fruit, Bear Seed	3	0.011
G1325	sdbg	023007	Live, Die	3	0.011
G1325	sdbg	053006	Dedicate, Consecrate	2	0.007
G1326	sdbg	023005	Sleep, Waking	3	0.500
G1326	sdbg	090012	Agent in a Causative Role Marked by Verbs	2	0.333
G1327	sdbg	001016	Thoroughfares: Roads, Streets, Paths, etc.	1	1.000
G1328	sdbg	033010	Interpret, Mean, Explain	1	1.000
G1329	sdbg	033010	Interpret, Mean, Explain	6	1.000
G1330	sdbg	015002	Travel, Journey	25	0.568
G1330	sdbg	015003	Pass, Cross Over, Go Through, Go Around	9	0.205
G1330	sdbg	015001	Move, Come/Go	9	0.205
G1331	sdbg	027001	Learn	1	1.000
G1332	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	1	1.000
G1333	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	2	1.000
G1334	sdbg	033015	Inform, Announce	8	1.000
G1335	sdbg	033003	Discourse Types	1	1.000
G1336	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	4	1.000
G1337	sdbg	001009	Land in Contrast With the Sea	1	0.500
G1338	sdbg	015003	Pass, Cross Over, Go Through, Go Around	1	1.000
G1339	sdbg	015004	Leave, Depart, Flee, Escape, Send	2	0.500
G1340	sdbg	033031	Insist	2	1.000
G1341	sdbg	056005	Judge, Condemn, Acquit	1	1.000
G1342	sdbg	088002	Just, Righteous	71	0.877
G1342	sdbg	066	Proper, Improper	6	0.074
G1342	sdbg	034005	Establish or Confirm a Relation	4	0.049
G1343	sdbg	088002	Just, Righteous	61	0.656
G1343	sdbg	034005	Establish or Confirm a Relation	30	0.323
G1344	sdbg	034005	Establish or Confirm a Relation	22	0.564
G1344	sdbg	088002	Just, Righteous	10	0.256
G1344	sdbg	056005	Judge, Condemn, Acquit	5	0.128
G1345	sdbg	033033	Law, Regulation, Ordinance	6	0.600
G1345	sdbg	088002	Just, Righteous	3	0.300
G1346	sdbg	088002	Just, Righteous	5	1.000
G1347	sdbg	034005	Establish or Confirm a Relation	1	0.500
G1348	sdbg	056005	Judge, Condemn, Acquit	2	1.000
G1349	sdbg	038001	Punish	2	0.500
G1350	sdbg	006003	Instruments Used in Fishing	12	1.000
G1351	sdbg	088029	Hypocrisy, Pretense	1	1.000
G1352	sdbg	089008	Result	53	1.000
G1353	sdbg	015002	Travel, Journey	2	1.000
G1354	sdbg	093001	Persons	1	1.000
G1355	sdbg	089008	Result	2	1.000
G1356	sdbg	002006	Precious and Semiprecious Stones and Substances	1	1.000
G1357	sdbg	072002	Accurate, Inaccurate	1	0.500
G1358	sdbg	019004	Break, Break Through	4	1.000
G1359	sdbg	093001	Persons	1	1.000
G1360	sdbg	089007	Cause and/or Reason	23	1.000
G1361	sdbg	093001	Persons	1	1.000
G1362	sdbg	060006	Double, Four Times As Much, Etc. [Multiples]	4	1.000
G1363	sdbg	059007	Increase, Decrease	1	1.000
G1364	sdbg	060005	Once, Twice, Three Times, Etc. [Cardinals of Time]	5	0.833
G1365	sdbg	031006	Believe To Be True	2	1.000
G1366	sdbg	079018	Two-Dimensional and Three-Dimensional Shapes	3	1.000
G1367	sdbg	060002	One, Two, Three, Etc. [Cardinals]	1	1.000
G1368	sdbg	046	Household Activities	1	1.000
G1369	sdbg	039007	Rebellion	1	1.000
G1370	sdbg	039002	Division	2	1.000
G1371	sdbg	019002	Pierce, Cut	2	0.500
G1371	sdbg	038001	Punish	2	0.500
G1372	sdbg	023001	Eat, Drink	14	0.875
G1372	sdbg	025002	Desire Strongly	2	0.125
G1373	sdbg	023001	Eat, Drink	1	1.000
G1374	sdbg	031006	Believe To Be True	2	1.000
G1375	sdbg	039009	Persecution	10	1.000
G1376	sdbg	039009	Persecution	1	1.000
G1377	sdbg	039009	Persecution	30	0.638
G1377	sdbg	068006	Do Intensely or Extensively	9	0.191
G1377	sdbg	015021	Pursue, Follow	5	0.106
G1377	sdbg	015028	Goal-Oriented Movement	2	0.043
G1378	sdbg	033032	Command, Order	3	0.600
G1378	sdbg	033033	Law, Regulation, Ordinance	2	0.400
G1379	sdbg	036003	Obey, Disobey	1	1.000
G1380	sdbg	031005	Suppose, Think Possible	53	0.828
G1380	sdbg	030006	To Choose, To Select, To Prefer	5	0.078
G1380	sdbg	025001	Desire, Want, Wish	3	0.047
G1380	sdbg	087003	High Status or Rank [including persons of high status]	3	0.047
G1381	sdbg	027004	Try To Learn	15	0.600
G1381	sdbg	030007	To Distinguish, To Evaluate, To Judge	9	0.360
G1382	sdbg	065001	Valuable, Lacking in Value	3	0.429
G1382	sdbg	072001	True, False	3	0.429
G1383	sdbg	027004	Try To Learn	1	0.500
G1384	sdbg	030007	To Distinguish, To Evaluate, To Judge	4	0.571
G1384	sdbg	073	Genuine, Phony	2	0.286
G1385	sdbg	007008	Building Materials	6	1.000
G1386	sdbg	088021	Mislead, Lead Astray, Deceive	1	1.000
G1387	sdbg	088021	Mislead, Lead Astray, Deceive	1	1.000
G1388	sdbg	088021	Mislead, Lead Astray, Deceive	11	1.000
G1389	sdbg	072001	True, False	1	1.000
G1390	sdbg	057008	Give	4	1.000
G1391	sdbg	079005	Glorious	53	0.269
G1391	sdbg	087003	High Status or Rank [including persons of high status]	43	0.218
G1391	sdbg	014006	Light	32	0.162
G1391	sdbg	087002	Honor or Respect in Relation to Status	31	0.157
G1391	sdbg	033037	Praise	24	0.122
G1391	sdbg	076	Power, Force	4	0.020
G1391	sdbg	025019	Pride [legitimate]	4	0.020
G1391	sdbg	001002	Regions Above the Earth	3	0.015
G1391	sdbg	012002	Supernatural Powers	3	0.015
G1392	sdbg	087003	High Status or Rank [including persons of high status]	29	0.453
G1392	sdbg	033037	Praise	27	0.422
G1392	sdbg	087002	Honor or Respect in Relation to Status	7	0.109
G1393	sdbg	093001	Persons	2	1.000
G1394	sdbg	057008	Give	2	1.000
G1395	sdbg	057008	Give	1	1.000
G1396	sdbg	035002	Serve	1	1.000
G1397	sdbg	037001	Control, Restrain	5	1.000
G1398	sdbg	035002	Serve	16	0.640
G1398	sdbg	037001	Control, Restrain	6	0.240
G1398	sdbg	087005	Slave, Free	3	0.120
G1399	sdbg	087005	Slave, Free	3	1.000
G1401	sdbg	087005	Slave, Free	124	0.984
G1401	sdbg	037001	Control, Restrain	2	0.016
G1402	sdbg	037001	Control, Restrain	6	0.750
G1402	sdbg	087005	Slave, Free	2	0.250
G1403	sdbg	023001	Eat, Drink	2	1.000
G1404	sdbg	004004	Reptiles and Other 'Creeping Things'	13	1.000
G1405	sdbg	027003	Learn Something Against Someone	1	1.000
G1406	sdbg	006011	Money and Monetary Units	3	1.000
G1407	sdbg	006002	Instruments Used in Agriculture and Husbandry	8	0.615
G1407	sdbg	043	Agriculture	5	0.385
G1408	sdbg	042002	Do, Perform	2	0.667
G1409	sdbg	093001	Persons	1	1.000
G1410	sdbg	074	Able, Capable	209	1.000
G1411	sdbg	076	Power, Force	104	0.846
G1411	sdbg	012002	Supernatural Powers	10	0.081
G1411	sdbg	074	Able, Capable	6	0.049
G1411	sdbg	037004	Rule, Govern	2	0.016
G1412	sdbg	074	Able, Capable	2	1.000
G1413	sdbg	037004	Rule, Govern	3	1.000
G1414	sdbg	074	Able, Capable	3	1.000
G1415	sdbg	074	Able, Capable	18	0.562
G1415	sdbg	071001	Possible, Impossible	13	0.406
G1416	sdbg	015011	Come/Go Down, Descend	2	1.000
G1417	sdbg	060002	One, Two, Three, Etc. [Cardinals]	133	0.993
G1419	sdbg	022004	Difficult, Hard	1	1.000
G1420	sdbg	023009	Sickness, Disease, Weakness	1	1.000
G1421	sdbg	033010	Interpret, Mean, Explain	1	1.000
G1422	sdbg	022004	Difficult, Hard	1	1.000
G1423	sdbg	022004	Difficult, Hard	3	1.000
G1424	sdbg	082001	North, South, East, West	6	1.000
G1425	sdbg	032003	Ease or Difficulty in Understanding	1	1.000
G1426	sdbg	033042	Insult, Slander	1	1.000
G1427	sdbg	060002	One, Two, Three, Etc. [Cardinals]	58	1.000
G1428	sdbg	060003	First, Second, Third, Etc. [Ordinals]	1	1.000
G1429	sdbg	010001	Groups and Members of Groups of Persons Regarded as Related by Blood but without Special Reference to Successive Generations	1	1.000
G1430	sdbg	007003	Parts and Areas of Buildings	7	0.778
G1430	sdbg	028004	Able To Be Known	2	0.222
G1431	sdbg	057008	Give	11	1.000
G1432	sdbg	057008	Give	7	0.778
G1433	sdbg	057008	Give	3	1.000
G1434	sdbg	057008	Give	2	1.000
G1435	sdbg	057008	Give	19	0.950
G1436	sdbg	088024	Anger, Be Indignant With	1	1.000
G1437	sdbg	089010	Condition	196	0.742
G1437	sdbg	071001	Possible, Impossible	55	0.208
G1437	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	13	0.049
G1438	sdbg	092004	Whom or What Spoken or Written About	299	0.949
G1438	sdbg	092005	Reciprocal Reference	16	0.051
G1439	sdbg	013004	Happen	10	0.909
G1440	sdbg	060002	One, Two, Three, Etc. [Cardinals]	5	1.000
G1441	sdbg	060005	Once, Twice, Three Times, Etc. [Cardinals of Time]	1	0.500
G1442	sdbg	060003	First, Second, Third, Etc. [Ordinals]	9	1.000
G1443	sdbg	093001	Persons	1	1.000
G1445	sdbg	093001	Persons	4	1.000
G1446	sdbg	093001	Persons	3	1.000
G1447	sdbg	033001	Language	7	1.000
G1448	sdbg	015005	Come Near, Approach	25	0.610
G1448	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	16	0.390
G1449	sdbg	033005	Written Language	3	1.000
G1450	sdbg	070	Real, Unreal	1	1.000
G1451	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	16	0.516
G1451	sdbg	083005	At, Beside, Near, Far	15	0.484
G1452	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	1	1.000
G1453	sdbg	023007	Live, Die	82	0.582
G1453	sdbg	017001	Stand	32	0.227
G1453	sdbg	013003	Exist	11	0.078
G1453	sdbg	023005	Sleep, Waking	9	0.064
G1453	sdbg	013002	Change of State	3	0.021
G1453	sdbg	055002	To Fight	3	0.021
G1454	sdbg	023007	Live, Die	1	1.000
G1455	sdbg	027004	Try To Learn	1	1.000
G1456	sdbg	051	Festivals	1	1.000
G1457	sdbg	013003	Exist	2	1.000
G1458	sdbg	033048	Accuse, Blame	7	1.000
G1459	sdbg	035008	Desert, Forsake	7	0.700
G1459	sdbg	013003	Exist	2	0.200
G1460	sdbg	085005	Dwell, Reside	1	1.000
G1461	sdbg	043	Agriculture	6	1.000
G1462	sdbg	056003	Accusation	2	1.000
G1463	sdbg	049	Activities Involving Clothing and Adorning	1	1.000
G1464	sdbg	013004	Happen	1	1.000
G1465	sdbg	013004	Happen	4	0.800
G1466	sdbg	088011	Self-Control, Lack of Self-Control	4	1.000
G1467	sdbg	088011	Self-Control, Lack of Self-Control	2	1.000
G1468	sdbg	088011	Self-Control, Lack of Self-Control	1	1.000
G1469	sdbg	058004	Class, Kind	1	1.000
G1470	sdbg	085002	Put, Place	1	1.000
G1471	sdbg	023003	Birth, Procreation	1	1.000
G1472	sdbg	047003	Application and Removal of Liquids or Masses	1	1.000
G1473	sdbg	092001	Speaker	1706	0.667
G1473	sdbg	092002	Speaker and Those Associated with the Speaker [exclusive and inclusive]	851	0.333
G1474	sdbg	020003	Destroy	1	0.500
G1475	sdbg	001006	The Earth's Surface	1	1.000
G1476	sdbg	031009	Trust, Rely	3	1.000
G1477	sdbg	031009	Trust, Rely	1	1.000
G1478	sdbg	093001	Persons	2	1.000
G1479	sdbg	053001	Religious Practice	1	1.000
G1480	sdbg	041002	Custom, Tradition	1	1.000
G1481	sdbg	037004	Rule, Govern	1	1.000
G1482	sdbg	011002	Socio-Religious	4	1.000
G1483	sdbg	011002	Socio-Religious	1	1.000
G1484	sdbg	011002	Socio-Religious	96	0.593
G1484	sdbg	011003	Socio-Political	66	0.407
G1485	sdbg	041002	Custom, Tradition	12	1.000
G1486	sdbg	041002	Custom, Tradition	4	1.000
G1487	sdbg	089010	Condition	272	0.659
G1487	sdbg	089023	Contrast	77	0.186
G1487	sdbg	090006	Content	38	0.092
G1487	sdbg	089007	Cause and/or Reason	23	0.056
G1487	sdbg	071002	Probable, Improbable	2	0.005
G1491	sdbg	058002	Appearance as an Outward Manifestation of Form	4	0.667
G1491	sdbg	024001	See	2	0.333
G1492	sdbg	028001	Know	267	0.807
G1492	sdbg	032001	Understand	57	0.172
G1492	sdbg	029002	Recalling from Memory	4	0.012
G1492	sdbg	087002	Honor or Respect in Relation to Status	3	0.009
G1493	sdbg	007002	Buildings	1	1.000
G1494	sdbg	005001	Food	9	0.900
G1495	sdbg	053007	Worship, Reverence	4	1.000
G1496	sdbg	053007	Worship, Reverence	7	1.000
G1497	sdbg	006013	Images and Idols	9	0.750
G1497	sdbg	012001	Supernatural Beings	3	0.250
G1500	sdbg	089008	Result	4	0.571
G1500	sdbg	089009	Purpose	2	0.286
G1501	sdbg	060002	One, Two, Three, Etc. [Cardinals]	10	1.000
G1502	sdbg	039004	Yielding	1	1.000
G1503	sdbg	064	Comparison	2	1.000
G1504	sdbg	006013	Images and Idols	13	0.565
G1504	sdbg	058005	Same or Equivalent Kind or Class	9	0.391
G1505	sdbg	088005	Honesty, Sincerity	3	1.000
G1506	sdbg	088005	Honesty, Sincerity	2	1.000
G1510	sdbg	013001	State	1243	0.655
G1510	sdbg	085001	Be in a Place	289	0.152
G1510	sdbg	058010	Archetype, Corresponding Type [Antitype]	135	0.071
G1510	sdbg	013003	Exist	122	0.064
G1510	sdbg	013004	Happen	65	0.034
G1510	sdbg	089019	Equivalence	26	0.014
G1510	sdbg	013002	Change of State	6	0.003
G1510	sdbg	071001	Possible, Impossible	4	0.002
G1510	sdbg	087003	High Status or Rank [including persons of high status]	2	0.001
G1510	sdbg	068002	Continue	2	0.001
G1512	sdbg	089010	Condition	6	1.000
G1514	sdbg	088014	Peaceful Behavior	4	1.000
G1515	sdbg	022007	Favorable Circumstances or State	57	0.559
G1515	sdbg	025021	Worry, Anxiety, Distress, Peace	45	0.441
G1516	sdbg	025021	Worry, Anxiety, Distress, Peace	2	1.000
G1517	sdbg	040001	Reconciliation	1	1.000
G1518	sdbg	040001	Reconciliation	1	1.000
G1519	sdbg	084002	Extension To a Goal	788	0.496
G1519	sdbg	089009	Purpose	194	0.122
G1519	sdbg	090006	Content	137	0.086
G1519	sdbg	013002	Change of State	104	0.065
G1519	sdbg	089008	Result	79	0.050
G1519	sdbg	090013	Experiencer	74	0.047
G1519	sdbg	083003	Among, Between, In, Inside	62	0.039
G1519	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	48	0.030
G1519	sdbg	090009	Benefaction	37	0.023
G1519	sdbg	083008	On, Upon, On the Surface Of	20	0.013
G1519	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	16	0.010
G1519	sdbg	078005	Up To, As Much As, To the Degree That [Marked Extent of Degree]	12	0.008
G1519	sdbg	067008	Indefinite Units of Time: Age, Lifetime, Interval, Period	6	0.004
G1519	sdbg	089012	Means	2	0.001
G1519	sdbg	078001	Much, Little [Positive-Negative Degree]	2	0.001
G1520	sdbg	060002	One, Two, Three, Etc. [Cardinals]	132	0.526
G1520	sdbg	092004	Whom or What Spoken or Written About	78	0.311
G1520	sdbg	063001	Whole	41	0.163
G1521	sdbg	015023	Lead, Bring, Take	8	0.667
G1521	sdbg	015024	Carry, Bear	4	0.333
G1522	sdbg	024002	Hear	5	0.833
G1523	sdbg	034007	Welcome, Receive	1	1.000
G1524	sdbg	015008	Come/Go Into	4	1.000
G1525	sdbg	015008	Come/Go Into	151	0.791
G1525	sdbg	090013	Experiencer	35	0.183
G1525	sdbg	013004	Happen	3	0.016
G1528	sdbg	033030	Invite	1	1.000
G1529	sdbg	015006	Come, Come To, Arrive	3	0.600
G1529	sdbg	034007	Welcome, Receive	2	0.400
G1530	sdbg	015030	Run	2	0.667
G1531	sdbg	015008	Come/Go Into	17	0.944
G1532	sdbg	015030	Run	1	1.000
G1533	sdbg	015024	Carry, Bear	5	0.556
G1533	sdbg	090014	To Cause To Experience	2	0.222
G1534	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	15	0.938
G1535	sdbg	089010	Condition	65	1.000
G1537	sdbg	090003	Source of Event or Activity	176	0.230
G1537	sdbg	084001	Extension From a Source	138	0.181
G1537	sdbg	063004	Part	123	0.161
G1537	sdbg	089003	Derivation	109	0.143
G1537	sdbg	089012	Means	56	0.073
G1537	sdbg	089021	Dissociation	54	0.071
G1537	sdbg	089007	Cause and/or Reason	28	0.037
G1537	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	19	0.025
G1537	sdbg	087003	High Status or Rank [including persons of high status]	16	0.021
G1537	sdbg	089025	Substance	10	0.013
G1537	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	8	0.010
G1537	sdbg	089014	Manner	7	0.009
G1537	sdbg	068004	Cease, Stop	5	0.007
G1537	sdbg	090002	Instrument	4	0.005
G1537	sdbg	057012	Pay, Price, Cost	3	0.004
G1537	sdbg	078004	Completely, Enough [Completive Degree]	3	0.004
G1537	sdbg	078001	Much, Little [Positive-Negative Degree]	2	0.003
G1538	sdbg	059003	All, Any, Each, Every [Totality]	82	1.000
G1539	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	1	1.000
G1540	sdbg	060002	One, Two, Three, Etc. [Cardinals]	17	1.000
G1541	sdbg	067009	Definite Units of Time: Year, Month, Week, Day, Hour	1	1.000
G1542	sdbg	060006	Double, Four Times As Much, Etc. [Multiples]	2	1.000
G1543	sdbg	055004	Soldiers, Officers	20	1.000
G1544	sdbg	015004	Leave, Depart, Flee, Escape, Send	34	0.420
G1544	sdbg	053011	Exorcism	34	0.420
G1544	sdbg	015026	Throw, Hurl	8	0.099
G1544	sdbg	015023	Lead, Bring, Take	3	0.037
G1545	sdbg	021004	Become Safe, Free from Danger	1	0.333
G1546	sdbg	015026	Throw, Hurl	1	1.000
G1549	sdbg	010002	Kinship Relations Involving Successive Generations	1	1.000
G1550	sdbg	042002	Do, Perform	1	1.000
G1551	sdbg	085003	Remain, Stay	5	0.625
G1551	sdbg	030003	To Think Concerning Future Contingencies	2	0.250
G1552	sdbg	028004	Able To Be Known	1	1.000
G1553	sdbg	085001	Be in a Place	2	0.667
G1554	sdbg	057013	Hire, Rent Out	4	1.000
G1555	sdbg	033015	Inform, Announce	2	1.000
G1556	sdbg	038001	Punish	3	0.500
G1556	sdbg	056006	Obtain Justice	2	0.333
G1557	sdbg	039006	Revenge	6	0.462
G1557	sdbg	038001	Punish	4	0.308
G1557	sdbg	056006	Obtain Justice	3	0.231
G1558	sdbg	038001	Punish	2	1.000
G1559	sdbg	015021	Pursue, Follow	1	0.500
G1560	sdbg	037007	Hand Over, Betray	1	1.000
G1561	sdbg	030003	To Think Concerning Future Contingencies	1	1.000
G1562	sdbg	049	Activities Involving Clothing and Adorning	5	1.000
G1563	sdbg	083001	Here, There	95	1.000
G1564	sdbg	084001	Extension From a Source	27	1.000
G1565	sdbg	092007	Demonstrative or Deictic Reference	242	0.992
G1565	sdbg	083001	Here, There	2	0.008
G1566	sdbg	083001	Here, There	2	1.000
G1567	sdbg	027004	Try To Learn	5	0.714
G1567	sdbg	056003	Accusation	2	0.286
G1568	sdbg	025020	Surprise, Astonish	4	1.000
G1569	sdbg	025020	Surprise, Astonish	1	1.000
G1570	sdbg	085002	Put, Place	1	1.000
G1571	sdbg	079010	Clean, Dirty	2	1.000
G1572	sdbg	025002	Desire Strongly	1	1.000
G1573	sdbg	025024	Discouragement	6	1.000
G1574	sdbg	019002	Pierce, Cut	2	1.000
G1575	sdbg	019004	Break, Break Through	3	1.000
G1576	sdbg	013004	Happen	1	0.500
G1577	sdbg	011002	Socio-Religious	108	0.939
G1577	sdbg	011003	Socio-Political	7	0.061
G1578	sdbg	031009	Trust, Rely	1	0.333
G1579	sdbg	015034	Swim	1	1.000
G1580	sdbg	015024	Carry, Bear	1	1.000
G1581	sdbg	019002	Pierce, Cut	9	0.900
G1582	sdbg	030001	To Think, Thought	1	0.500
G1583	sdbg	033006	Speak, Talk	1	1.000
G1584	sdbg	014006	Light	1	1.000
G1585	sdbg	029003	Not Remembering, Forgetting	1	1.000
G1586	sdbg	030006	To Choose, To Select, To Prefer	21	1.000
G1587	sdbg	068004	Cease, Stop	2	0.500
G1588	sdbg	030006	To Choose, To Select, To Prefer	22	1.000
G1589	sdbg	030006	To Choose, To Select, To Prefer	7	1.000
G1590	sdbg	023006	Tire, Rest	3	0.500
G1590	sdbg	025024	Discouragement	3	0.500
G1591	sdbg	079015	Wet, Dry	5	1.000
G1592	sdbg	033044	Mock, Ridicule	2	1.000
G1593	sdbg	015004	Leave, Depart, Flee, Escape, Send	1	1.000
G1594	sdbg	030001	To Think, Thought	1	1.000
G1595	sdbg	025005	Be Willing	1	1.000
G1596	sdbg	030004	To Intend, To Purpose, To Plan	1	0.500
G1597	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	1	0.500
G1598	sdbg	027004	Try To Learn	3	0.500
G1598	sdbg	088038	Sin, Wrongdoing, Guilt	2	0.333
G1599	sdbg	015004	Leave, Depart, Flee, Escape, Send	2	1.000
G1600	sdbg	016	Non-Linear Movement	1	1.000
G1601	sdbg	015012	Fall	4	0.364
G1601	sdbg	054	Maritime Activities	3	0.273
G1602	sdbg	054	Maritime Activities	3	1.000
G1603	sdbg	013004	Happen	1	1.000
G1604	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	1	1.000
G1605	sdbg	025020	Surprise, Astonish	13	1.000
G1606	sdbg	023007	Live, Die	3	1.000
G1607	sdbg	015004	Leave, Depart, Flee, Escape, Send	32	0.970
G1608	sdbg	088036	Sexual Misbehavior	1	1.000
G1609	sdbg	034003	Belong To, Be Included in the Membership of, Be Excluded From	1	1.000
G1610	sdbg	043	Agriculture	4	1.000
G1611	sdbg	025020	Surprise, Astonish	4	0.571
G1611	sdbg	033056	Non-Verbal Communication	3	0.429
G1612	sdbg	088035	Licentiousness, Perversion	1	1.000
G1613	sdbg	039008	Riot	1	1.000
G1614	sdbg	016	Non-Linear Movement	15	0.938
G1615	sdbg	068003	Complete, Finish, Succeed	2	1.000
G1616	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	1	1.000
G1617	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	1	1.000
G1618	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	1	0.500
G1619	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	2	0.667
G1620	sdbg	033010	Interpret, Mean, Explain	3	0.750
G1621	sdbg	016	Non-Linear Movement	4	1.000
G1622	sdbg	089023	Contrast	5	0.625
G1622	sdbg	083004	Around, About, Outside	2	0.250
G1623	sdbg	060003	First, Second, Third, Etc. [Ordinals]	14	1.000
G1624	sdbg	031008	Change an Opinion Concerning Truth	4	0.667
G1625	sdbg	023001	Eat, Drink	1	0.500
G1626	sdbg	023003	Birth, Procreation	1	1.000
G1627	sdbg	015024	Carry, Bear	6	0.750
G1628	sdbg	021004	Become Safe, Free from Danger	6	0.750
G1628	sdbg	015004	Leave, Depart, Flee, Escape, Send	2	0.250
G1629	sdbg	025022	Fear, Terror, Alarm	1	1.000
G1630	sdbg	025022	Fear, Terror, Alarm	2	1.000
G1631	sdbg	023011	Grow, Growth	2	1.000
G1632	sdbg	047001	Movement of Liquids or Masses	12	0.333
G1632	sdbg	014005	Events Involving Liquids and Dry Masses	9	0.250
G1632	sdbg	023007	Live, Die	5	0.139
G1632	sdbg	059006	Abundance, Excess, Sparing	3	0.083
G1632	sdbg	020004	Kill	2	0.056
G1633	sdbg	015004	Leave, Depart, Flee, Escape, Send	1	1.000
G1634	sdbg	023007	Live, Die	3	1.000
G1635	sdbg	025005	Be Willing	2	1.000
G1636	sdbg	003002	Trees	14	0.538
G1636	sdbg	093002	Places	11	0.423
G1637	sdbg	006019	Plant Products	11	1.000
G1638	sdbg	003002	Trees	1	1.000
G1639	sdbg	093002	Places	1	1.000
G1640	sdbg	087004	Low Status or Rank [including persons of low status]	2	0.500
G1641	sdbg	057005	Need, Lack	1	1.000
G1642	sdbg	087004	Low Status or Rank [including persons of low status]	3	1.000
G1643	sdbg	015022	Drive Along, Carry Along	5	1.000
G1644	sdbg	088012	Sensible Behavior, Senseless Behavior	1	1.000
G1645	sdbg	086001	Heavy, Light	2	0.500
G1646	sdbg	087004	Low Status or Rank [including persons of low status]	7	0.538
G1646	sdbg	065006	Important, Unimportant	4	0.308
G1646	sdbg	079028	Large, Small	2	0.154
G1647	sdbg	087004	Low Status or Rank [including persons of low status]	1	1.000
G1648	sdbg	093001	Persons	2	1.000
G1649	sdbg	033046	Rebuke	1	1.000
G1650	sdbg	033046	Rebuke	1	0.500
G1651	sdbg	033046	Rebuke	18	1.000
G1652	sdbg	088010	Mercy, Merciless	2	1.000
