strong	domain_type	domain	label	count	share
G4038	sdbg	083004	Around, About, Outside	1	1.000
G4039	sdbg	085005	Dwell, Reside	1	1.000
G4040	sdbg	011003	Socio-Political	1	1.000
G4041	sdbg	057001	Have, Possess, Property, Owner	1	0.500
G4042	sdbg	033002	Word, Passage	1	1.000
G4043	sdbg	015029	Walk, Step	47	0.490
G4043	sdbg	041001	Behavior, Conduct	47	0.490
G4044	sdbg	090013	Experiencer	1	1.000
G4045	sdbg	037001	Control, Restrain	1	0.333
G4046	sdbg	057007	Take, Obtain, Gain, Lose	2	0.667
G4047	sdbg	057007	Take, Obtain, Gain, Lose	5	0.714
G4047	sdbg	090013	Experiencer	2	0.286
G4048	sdbg	019003	Split, Tear	1	1.000
G4049	sdbg	025021	Worry, Anxiety, Distress, Peace	1	1.000
G4050	sdbg	059006	Abundance, Excess, Sparing	4	0.800
G4051	sdbg	059006	Abundance, Excess, Sparing	5	1.000
G4052	sdbg	059006	Abundance, Excess, Sparing	23	0.561
G4052	sdbg	057002	Have Sufficient	9	0.220
G4052	sdbg	078002	More Than, Less Than [Comparative Degree]	8	0.195
G4053	sdbg	078002	More Than, Less Than [Comparative Degree]	14	0.583
G4053	sdbg	059006	Abundance, Excess, Sparing	4	0.167
G4053	sdbg	058008	Unusual, Different From the Ordinary	3	0.125
G4057	sdbg	078002	More Than, Less Than [Comparative Degree]	16	1.000
G4058	sdbg	004002	Birds	10	1.000
G4059	sdbg	053006	Dedicate, Consecrate	17	1.000
G4060	sdbg	085002	Put, Place	7	0.875
G4061	sdbg	053006	Dedicate, Consecrate	32	0.865
G4061	sdbg	011002	Socio-Religious	5	0.135
G4062	sdbg	013002	Change of State	1	1.000
G4063	sdbg	015030	Run	1	1.000
G4064	sdbg	015024	Carry, Bear	3	1.000
G4065	sdbg	076	Power, Force	1	1.000
G4066	sdbg	001011	Sociopolitical Areas	9	1.000
G4067	sdbg	079010	Clean, Dirty	1	1.000
G4068	sdbg	033039	Boast	1	1.000
G4069	sdbg	093001	Persons	1	1.000
G4070	sdbg	067010	Units of Time with Reference to Other Units or Points of Time: Yesterday, Today, Next Day	2	1.000
G4071	sdbg	004002	Birds	14	1.000
G4072	sdbg	015033	Fly	5	1.000
G4073	sdbg	002005	Earth, Mud, Sand, Rock	15	1.000
G4074	sdbg	093001	Persons	156	1.000
G4075	sdbg	002005	Earth, Mud, Sand, Rock	4	1.000
G4076	sdbg	003003	Plants That Are Not Trees	1	1.000
G4077	sdbg	001010	Bodies of Water	8	0.727
G4077	sdbg	007005	Constructions for Holding Water	2	0.182
G4078	sdbg	045	Building, Constructing	1	1.000
G4079	sdbg	006008	Boats and Parts of Boats	2	1.000
G4080	sdbg	079028	Large, Small	1	0.500
G4081	sdbg	002005	Earth, Mud, Sand, Rock	6	1.000
G4082	sdbg	006016	Containers	6	1.000
G4083	sdbg	081006	Specific Measures of Length	4	1.000
G4084	sdbg	037006	Seize, Take into Custody	8	0.667
G4084	sdbg	018001	Grasp, Hold	4	0.333
G4085	sdbg	019005	Press	1	1.000
G4086	sdbg	033004	Language Levels	1	1.000
G4087	sdbg	079008	Sweet, Bitter, Tasteless	3	0.750
G4088	sdbg	088026	Hate, Hateful	3	0.600
G4088	sdbg	079008	Sweet, Bitter, Tasteless	2	0.400
G4089	sdbg	079008	Sweet, Bitter, Tasteless	1	0.500
G4090	sdbg	025023	Sorrow, Regret	2	1.000
G4091	sdbg	093001	Persons	55	1.000
G4092	sdbg	023009	Sickness, Disease, Weakness	1	1.000
G4093	sdbg	006010	Instruments Used in Marking and Writing	1	1.000
G4094	sdbg	006016	Containers	5	1.000
G4095	sdbg	023001	Eat, Drink	63	0.863
G4095	sdbg	024006	Pain, Suffering	9	0.123
G4096	sdbg	003005	Non-Fruit Parts of Plants	1	0.500
G4097	sdbg	057015	Sell, Buy, Price	9	1.000
G4098	sdbg	015012	Fall	48	0.505
G4098	sdbg	017005	Prostrate as an Act of Reverence or Supplication	22	0.232
G4098	sdbg	020003	Destroy	8	0.084
G4098	sdbg	013002	Change of State	4	0.042
G4098	sdbg	068004	Cease, Stop	2	0.021
G4098	sdbg	023007	Live, Die	2	0.021
G4099	sdbg	093002	Places	2	1.000
G4100	sdbg	031010	Be a Believer, Christian Faith	98	0.405
G4100	sdbg	031009	Trust, Rely	70	0.289
G4100	sdbg	031006	Believe To Be True	66	0.273
G4100	sdbg	035005	Entrust To the Care Of	8	0.033
G4101	sdbg	079020	Pure, Unadulterated, Undiluted	2	1.000
G4102	sdbg	031009	Trust, Rely	129	0.496
G4102	sdbg	031010	Be a Believer, Christian Faith	129	0.496
G4103	sdbg	031009	Trust, Rely	61	0.871
G4103	sdbg	071003	Certain, Uncertain	5	0.071
G4103	sdbg	011002	Socio-Religious	2	0.029
G4103	sdbg	031010	Be a Believer, Christian Faith	2	0.029
G4104	sdbg	031006	Believe To Be True	1	1.000
G4105	sdbg	031002	Hold a Wrong View, Be Mistaken	18	0.462
G4105	sdbg	031008	Change an Opinion Concerning Truth	16	0.410
G4105	sdbg	015002	Travel, Journey	5	0.128
G4106	sdbg	031002	Hold a Wrong View, Be Mistaken	9	0.900
G4107	sdbg	015002	Travel, Journey	1	1.000
G4108	sdbg	031002	Hold a Wrong View, Be Mistaken	5	1.000
G4109	sdbg	006010	Instruments Used in Marking and Writing	3	1.000
G4110	sdbg	058001	Nature, Character	1	1.000
G4111	sdbg	058001	Nature, Character	1	0.500
G4112	sdbg	072001	True, False	1	1.000
G4113	sdbg	001016	Thoroughfares: Roads, Streets, Paths, etc.	9	1.000
G4114	sdbg	081004	Narrow, Wide	4	1.000
G4115	sdbg	025003	Love, Affection, Compassion	2	0.667
G4116	sdbg	081004	Narrow, Wide	1	1.000
G4117	sdbg	049	Activities Involving Clothing and Adorning	1	1.000
G4118	sdbg	059001	Many, Few [Countables]	2	0.500
G4118	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	2	0.500
G4119	sdbg	059001	Many, Few [Countables]	33	0.635
G4119	sdbg	078002	More Than, Less Than [Comparative Degree]	17	0.327
G4120	sdbg	049	Activities Involving Clothing and Adorning	3	1.000
G4121	sdbg	059007	Increase, Decrease	5	0.556
G4121	sdbg	078002	More Than, Less Than [Comparative Degree]	2	0.222
G4122	sdbg	088019	Exploit	5	1.000
G4123	sdbg	025002	Desire Strongly	4	1.000
G4124	sdbg	025002	Desire Strongly	8	0.727
G4124	sdbg	088019	Exploit	3	0.273
G4125	sdbg	008002	Parts of the Body	5	1.000
G4126	sdbg	054	Maritime Activities	6	0.750
G4127	sdbg	022001	Trouble, Hardship, Distress	13	0.520
G4127	sdbg	019001	Hit, Strike	5	0.200
G4127	sdbg	020002	Harm, Wound	4	0.160
G4127	sdbg	023009	Sickness, Disease, Weakness	3	0.120
G4128	sdbg	011001	General	20	0.645
G4128	sdbg	059001	Many, Few [Countables]	11	0.355
G4129	sdbg	059007	Increase, Decrease	12	1.000
G4130	sdbg	059004	Full, Empty	14	0.583
G4130	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	5	0.208
G4130	sdbg	078004	Completely, Enough [Completive Degree]	4	0.167
G4131	sdbg	088017	Act Harshly	2	1.000
G4132	sdbg	014005	Events Involving Liquids and Dry Masses	1	1.000
G4133	sdbg	089023	Contrast	30	1.000
G4134	sdbg	059004	Full, Empty	13	0.812
G4134	sdbg	059003	All, Any, Each, Every [Totality]	2	0.125
G4135	sdbg	031006	Believe To Be True	3	0.500
G4136	sdbg	031006	Believe To Be True	4	1.000
G4137	sdbg	013004	Happen	34	0.391
G4137	sdbg	059004	Full, Empty	19	0.218
G4137	sdbg	059003	All, Any, Each, Every [Totality]	12	0.138
G4137	sdbg	068003	Complete, Finish, Succeed	6	0.069
G4137	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	6	0.069
G4137	sdbg	033010	Interpret, Mean, Explain	2	0.023
G4137	sdbg	030001	To Think, Thought	2	0.023
G4137	sdbg	078004	Completely, Enough [Completive Degree]	2	0.023
G4137	sdbg	033015	Inform, Announce	2	0.023
G4137	sdbg	035003	Provide For, Support	2	0.023
G4138	sdbg	059003	All, Any, Each, Every [Totality]	10	0.588
G4138	sdbg	059004	Full, Empty	5	0.294
G4138	sdbg	067003	A Point of Time with Reference to Duration of Time: Beginning, End	2	0.118
G4139	sdbg	011003	Socio-Political	16	0.941
G4140	sdbg	025002	Desire Strongly	1	1.000
G4141	sdbg	019001	Hit, Strike	1	1.000
G4142	sdbg	006008	Boats and Parts of Boats	5	1.000
G4143	sdbg	006008	Boats and Parts of Boats	67	1.000
G4144	sdbg	054	Maritime Activities	3	1.000
G4145	sdbg	057003	Be Rich, Be Wealthy	25	0.893
G4145	sdbg	059006	Abundance, Excess, Sparing	3	0.107
G4146	sdbg	078001	Much, Little [Positive-Negative Degree]	3	0.600
G4146	sdbg	059006	Abundance, Excess, Sparing	2	0.400
G4147	sdbg	057003	Be Rich, Be Wealthy	10	0.833
G4148	sdbg	057003	Be Rich, Be Wealthy	2	0.667
G4149	sdbg	057003	Be Rich, Be Wealthy	13	0.591
G4149	sdbg	078001	Much, Little [Positive-Negative Degree]	9	0.409
G4150	sdbg	047002	Use of Liquids	3	1.000
G4151	sdbg	012001	Supernatural Beings	313	0.798
G4151	sdbg	026	Psychological Faculties	55	0.140
G4151	sdbg	030001	To Think, Thought	12	0.031
G4151	sdbg	023010	Breathe, Breath	4	0.010
G4151	sdbg	023007	Live, Die	2	0.005
G4151	sdbg	014002	Wind	2	0.005
G4151	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	2	0.005
G4152	sdbg	012001	Supernatural Beings	12	0.414
G4152	sdbg	079001	Physical [Material], Spiritual	6	0.207
G4152	sdbg	026	Psychological Faculties	5	0.172
G4152	sdbg	079002	Natural [Human], Spiritual	4	0.138
G4153	sdbg	012001	Supernatural Beings	1	0.333
G4154	sdbg	014002	Wind	7	1.000
G4155	sdbg	019005	Press	1	0.500
G4156	sdbg	019005	Press	3	1.000
G4157	sdbg	014002	Wind	1	0.500
G4158	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	1	1.000
G4159	sdbg	084001	Extension From a Source	26	0.897
G4159	sdbg	089014	Manner	2	0.069
G4160	sdbg	042002	Do, Perform	241	0.454
G4160	sdbg	090011	Agent of a Numerable Event	138	0.260
G4160	sdbg	013001	State	57	0.107
G4160	sdbg	041001	Behavior, Conduct	42	0.079
G4160	sdbg	042003	Make, Create	32	0.060
G4160	sdbg	023012	Ripen, Produce Fruit, Bear Seed	10	0.019
G4160	sdbg	037005	Assign to a Role or Function	4	0.008
G4160	sdbg	013003	Exist	3	0.006
G4160	sdbg	042004	Work, Toil	2	0.004
G4161	sdbg	042003	Make, Create	2	1.000
G4162	sdbg	042002	Do, Perform	1	1.000
G4163	sdbg	042002	Do, Perform	5	0.833
G4164	sdbg	058006	Different Kind or Class	10	1.000
G4165	sdbg	036001	Guide, Lead	4	0.364
G4165	sdbg	044	Animal Husbandry, Fishing	4	0.364
G4165	sdbg	037004	Rule, Govern	3	0.273
G4166	sdbg	044	Animal Husbandry, Fishing	12	0.667
G4166	sdbg	053009	Roles and Functions	6	0.333
G4167	sdbg	004001	Animals	4	0.800
G4168	sdbg	011002	Socio-Religious	5	1.000
G4169	sdbg	058004	Class, Kind	20	0.588
G4169	sdbg	092007	Demonstrative or Deictic Reference	14	0.412
G4170	sdbg	055002	To Fight	6	0.857
G4171	sdbg	055002	To Fight	17	0.895
G4171	sdbg	039005	Strife, Struggle	2	0.105
G4172	sdbg	001014	Population Centers	149	0.914
G4172	sdbg	011003	Socio-Political	13	0.080
G4173	sdbg	037004	Rule, Govern	2	1.000
G4174	sdbg	011003	Socio-Political	2	1.000
G4175	sdbg	011003	Socio-Political	1	1.000
G4176	sdbg	041003	Particular Patterns of Behavior	2	1.000
G4177	sdbg	011003	Socio-Political	4	1.000
G4178	sdbg	067001	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	18	1.000
G4179	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	2	1.000
G4180	sdbg	033006	Speak, Talk	1	1.000
G4181	sdbg	063004	Part	1	0.333
G4182	sdbg	058006	Different Kind or Class	1	1.000
G4183	sdbg	059001	Many, Few [Countables]	189	0.585
G4183	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	69	0.214
G4183	sdbg	078001	Much, Little [Positive-Negative Degree]	62	0.192
G4183	sdbg	067001	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	2	0.006
G4184	sdbg	025003	Love, Affection, Compassion	1	1.000
G4185	sdbg	065001	Valuable, Lacking in Value	3	1.000
G4186	sdbg	065001	Valuable, Lacking in Value	3	1.000
G4187	sdbg	058004	Class, Kind	1	0.500
G4188	sdbg	005001	Food	2	1.000
G4189	sdbg	088015	Bad, Evil, Harmful, Damaging	7	1.000
G4190	sdbg	088015	Bad, Evil, Harmful, Damaging	63	0.741
G4190	sdbg	012001	Supernatural Beings	10	0.118
G4190	sdbg	057008	Give	4	0.047
G4190	sdbg	023009	Sickness, Disease, Weakness	3	0.035
G4190	sdbg	065003	Good, Bad	2	0.024
G4190	sdbg	088022	Envy, Jealousy	2	0.024
G4192	sdbg	024006	Pain, Suffering	3	0.750
G4193	sdbg	093002	Places	1	1.000
G4194	sdbg	093001	Persons	3	1.000
G4195	sdbg	093002	Places	2	1.000
G4196	sdbg	093001	Persons	2	1.000
G4197	sdbg	015002	Travel, Journey	1	0.500
G4198	sdbg	015004	Leave, Depart, Flee, Escape, Send	63	0.409
G4198	sdbg	015001	Move, Come/Go	43	0.279
G4198	sdbg	015002	Travel, Journey	38	0.247
G4198	sdbg	041001	Behavior, Conduct	9	0.058
G4199	sdbg	020003	Destroy	3	1.000
G4200	sdbg	057016	Earn, Gain, Do Business	2	1.000
G4201	sdbg	093001	Persons	1	1.000
G4202	sdbg	088036	Sexual Misbehavior	25	1.000
G4203	sdbg	088036	Sexual Misbehavior	8	1.000
G4204	sdbg	088036	Sexual Misbehavior	12	1.000
G4205	sdbg	088036	Sexual Misbehavior	10	1.000
G4206	sdbg	083005	At, Beside, Near, Far	4	1.000
G4207	sdbg	083005	At, Beside, Near, Far	2	0.667
G4209	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	4	1.000
G4210	sdbg	079007	Color	2	0.500
G4210	sdbg	006017	Cloth, Leather, and Objects Made of Such Materials	2	0.500
G4211	sdbg	057016	Earn, Gain, Do Business	1	1.000
G4212	sdbg	067001	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	3	1.000
G4213	sdbg	023001	Eat, Drink	2	0.667
G4214	sdbg	059002	Much, Little [Masses, Collectives, Extensions]	12	0.444
G4214	sdbg	059001	Many, Few [Countables]	11	0.407
G4214	sdbg	078001	Much, Little [Positive-Negative Degree]	4	0.148
G4215	sdbg	001010	Bodies of Water	17	1.000
G4216	sdbg	015024	Carry, Bear	1	1.000
G4217	sdbg	058004	Class, Kind	7	1.000
G4218	sdbg	067001	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	22	0.759
G4218	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	7	0.241
G4219	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	19	1.000
G4220	sdbg	089010	Condition	1	1.000
G4221	sdbg	006016	Containers	21	0.677
G4221	sdbg	024006	Pain, Suffering	7	0.226
G4221	sdbg	090014	To Cause To Experience	3	0.097
G4222	sdbg	023001	Eat, Drink	12	0.800
G4222	sdbg	043	Agriculture	3	0.200
G4223	sdbg	093002	Places	1	1.000
G4224	sdbg	088037	Drunkenness	1	1.000
G4225	sdbg	083002	Where, Somewhere, Everywhere	3	0.750
G4226	sdbg	083002	Where, Somewhere, Everywhere	43	0.878
G4226	sdbg	092006	Relative Reference	5	0.102
G4227	sdbg	093001	Persons	1	1.000
G4228	sdbg	008002	Parts of the Body	78	0.788
G4228	sdbg	037001	Control, Restrain	13	0.131
G4228	sdbg	088007	Humility	3	0.030
G4228	sdbg	057008	Give	3	0.030
G4229	sdbg	013004	Happen	8	0.667
G4229	sdbg	042002	Do, Perform	2	0.167
G4229	sdbg	056002	Lawsuit, Case	2	0.167
G4230	sdbg	041001	Behavior, Conduct	1	1.000
G4231	sdbg	057016	Earn, Gain, Do Business	1	1.000
G4232	sdbg	007002	Buildings	7	0.875
G4233	sdbg	037004	Rule, Govern	2	1.000
G4234	sdbg	042002	Do, Perform	5	0.833
G4236	sdbg	088008	Gentleness, Mildness	1	1.000
G4237	sdbg	011001	General	2	1.000
G4238	sdbg	042002	Do, Perform	36	0.923
G4238	sdbg	057007	Take, Obtain, Gain, Lose	2	0.051
G4239	sdbg	088008	Gentleness, Mildness	4	1.000
G4240	sdbg	088008	Gentleness, Mildness	11	1.000
G4241	sdbg	066	Proper, Improper	7	1.000
G4242	sdbg	037004	Rule, Govern	2	1.000
G4243	sdbg	037004	Rule, Govern	2	1.000
G4244	sdbg	011003	Socio-Political	3	1.000
G4245	sdbg	053009	Roles and Functions	60	0.896
G4245	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	3	0.045
G4245	sdbg	009002	Males	3	0.045
G4246	sdbg	009002	Males	3	1.000
G4247	sdbg	009003	Females	1	1.000
G4248	sdbg	017004	Prostrate	1	1.000
G4249	sdbg	019002	Pierce, Cut	1	1.000
G4250	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	13	1.000
G4251	sdbg	093001	Persons	3	1.000
G4252	sdbg	093001	Persons	3	1.000
G4253	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	37	0.787
G4253	sdbg	083006	In Front Of, Face To Face, In Back Of, Behind	5	0.106
G4253	sdbg	065006	Important, Unimportant	3	0.064
G4253	sdbg	067006	Duration of Time with Reference to Some Point of Time: Until, Delay, Still, From	2	0.043
G4254	sdbg	015015	Come/Go Prior To	7	0.350
G4254	sdbg	015016	Come/Go In Front Of	6	0.300
G4254	sdbg	015023	Lead, Bring, Take	4	0.200
G4254	sdbg	013004	Happen	2	0.100
G4255	sdbg	030005	To Decide, To Conclude	1	1.000
G4256	sdbg	033048	Accuse, Blame	1	1.000
G4257	sdbg	024002	Hear	1	1.000
G4258	sdbg	088038	Sin, Wrongdoing, Guilt	2	1.000
G4259	sdbg	007003	Parts and Areas of Buildings	1	1.000
G4260	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	3	0.600
G4260	sdbg	015001	Move, Come/Go	2	0.400
G4261	sdbg	023011	Grow, Growth	2	1.000
G4262	sdbg	004001	Animals	1	1.000
G4263	sdbg	004001	Animals	27	0.730
G4263	sdbg	011002	Socio-Religious	10	0.270
G4264	sdbg	033028	Urge, Persuade	1	1.000
G4265	sdbg	030006	To Choose, To Select, To Prefer	1	0.500
G4266	sdbg	013004	Happen	1	1.000
G4267	sdbg	028001	Know	5	0.625
G4267	sdbg	030006	To Choose, To Select, To Prefer	3	0.375
G4268	sdbg	028001	Know	1	0.500
G4269	sdbg	010002	Kinship Relations Involving Successive Generations	2	1.000
G4270	sdbg	033005	Written Language	2	0.500
G4270	sdbg	033015	Inform, Announce	2	0.500
G4271	sdbg	028004	Able To Be Known	3	1.000
G4272	sdbg	057008	Give	1	1.000
G4273	sdbg	037007	Hand Over, Betray	3	1.000
G4274	sdbg	036001	Guide, Lead	1	1.000
G4276	sdbg	025004	Hope, Look Forward To	1	1.000
G4278	sdbg	068001	Begin, Start	2	1.000
G4279	sdbg	033025	Promise	2	1.000
G4281	sdbg	015015	Come/Go Prior To	5	0.556
G4281	sdbg	015001	Move, Come/Go	2	0.222
G4282	sdbg	077	Ready, Prepared	2	1.000
G4283	sdbg	033015	Inform, Announce	1	1.000
G4284	sdbg	065005	Advantageous, Not Advantageous	1	1.000
G4285	sdbg	068006	Do Intensely or Extensively	1	0.500
G4286	sdbg	030004	To Intend, To Purpose, To Plan	8	0.667
G4286	sdbg	053002	Offering, Sacrifice	4	0.333
G4287	sdbg	067001	A Point of Time without Reference to Other Points of Time: Time, Occasion, Ever, Often	1	1.000
G4288	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	5	1.000
G4289	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	3	1.000
G4290	sdbg	025006	Be Eager, Be Earnest, In a Devoted Manner	1	1.000
G4291	sdbg	036001	Guide, Lead	5	0.556
G4291	sdbg	035001	Help	2	0.222
G4291	sdbg	068006	Do Intensely or Extensively	2	0.222
G4292	sdbg	088024	Anger, Be Indignant With	1	1.000
G4293	sdbg	033024	Foretell, Tell Fortunes	2	1.000
G4294	sdbg	077	Ready, Prepared	1	1.000
G4295	sdbg	013003	Exist	5	1.000
G4296	sdbg	033019	Preach, Proclaim	1	1.000
G4297	sdbg	013002	Change of State	3	1.000
G4298	sdbg	059007	Increase, Decrease	3	0.500
G4299	sdbg	030005	To Decide, To Conclude	1	1.000
G4300	sdbg	076	Power, Force	1	1.000
G4301	sdbg	090011	Agent of a Numerable Event	2	0.667
G4302	sdbg	033024	Foretell, Tell Fortunes	7	0.412
G4302	sdbg	033047	Warn	5	0.294
G4302	sdbg	033006	Speak, Talk	5	0.294
G4303	sdbg	033024	Foretell, Tell Fortunes	1	1.000
G4304	sdbg	030004	To Intend, To Purpose, To Plan	1	1.000
G4305	sdbg	025021	Worry, Anxiety, Distress, Peace	1	1.000
G4306	sdbg	035004	Care For, Take Care Of	2	0.667
G4307	sdbg	030002	To Think About, with the Implied Purpose of Responding Appropriately	2	1.000
G4308	sdbg	024001	See	2	0.500
G4308	sdbg	028001	Know	2	0.500
G4309	sdbg	030005	To Decide, To Conclude	6	1.000
G4310	sdbg	024006	Pain, Suffering	1	1.000
G4311	sdbg	015004	Leave, Depart, Flee, Escape, Send	7	0.778
G4311	sdbg	015019	Come/Go With, Travel With	2	0.222
G4312	sdbg	088012	Sensible Behavior, Senseless Behavior	2	1.000
G4313	sdbg	015016	Come/Go In Front Of	1	0.500
G4314	sdbg	084002	Extension To a Goal	269	0.376
G4314	sdbg	090013	Experiencer	228	0.319
G4314	sdbg	089009	Purpose	44	0.062
G4314	sdbg	089020	Association	32	0.045
G4314	sdbg	089004	Specification	32	0.045
G4314	sdbg	083005	At, Beside, Near, Far	28	0.039
G4314	sdbg	090008	Opposition	28	0.039
G4314	sdbg	090006	Content	10	0.014
G4314	sdbg	089008	Result	10	0.014
G4314	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	9	0.013
G4314	sdbg	083003	Among, Between, In, Inside	7	0.010
G4314	sdbg	090005	Viewpoint Participant	6	0.008
G4314	sdbg	089005	Relations Involving Correspondences [Isomorphisms]	3	0.004
G4314	sdbg	078005	Up To, As Much As, To the Degree That [Marked Extent of Degree]	3	0.004
G4315	sdbg	067010	Units of Time with Reference to Other Units or Points of Time: Yesterday, Today, Next Day	1	1.000
G4316	sdbg	033009	Name	1	1.000
G4317	sdbg	015023	Lead, Bring, Take	3	0.600
G4318	sdbg	033006	Speak, Talk	3	1.000
G4319	sdbg	033012	Ask For, Request	3	1.000
G4320	sdbg	015010	Come/Go Up, Ascend	1	1.000
G4322	sdbg	035003	Provide For, Support	2	1.000
G4323	sdbg	033012	Ask For, Request	1	0.500
G4324	sdbg	033026	Threaten	1	1.000
G4325	sdbg	057011	Spend, Waste	1	1.000
G4326	sdbg	057005	Need, Lack	1	1.000
G4327	sdbg	085003	Remain, Stay	7	0.500
G4327	sdbg	034007	Welcome, Receive	4	0.286
G4327	sdbg	031007	Accept As True	3	0.214
G4328	sdbg	030003	To Think Concerning Future Contingencies	14	0.875
G4328	sdbg	025021	Worry, Anxiety, Distress, Peace	2	0.125
G4329	sdbg	030003	To Think Concerning Future Contingencies	2	1.000
G4330	sdbg	013004	Happen	1	1.000
G4332	sdbg	035002	Serve	1	1.000
G4333	sdbg	057016	Earn, Gain, Do Business	1	1.000
G4334	sdbg	015005	Come Near, Approach	84	0.966
G4334	sdbg	034002	Join, Begin To Associate	2	0.023
G4335	sdbg	033013	Pray	36	1.000
G4336	sdbg	033013	Pray	86	1.000
G4337	sdbg	027006	Be Ready To Learn, Pay Attention	11	0.458
G4337	sdbg	030001	To Think, Thought	8	0.333
G4337	sdbg	031006	Believe To Be True	3	0.125
G4337	sdbg	068002	Continue	2	0.083
G4338	sdbg	018002	Fasten, Stick To	1	1.000
G4339	sdbg	011002	Socio-Religious	4	1.000
G4340	sdbg	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	4	1.000
G4341	sdbg	033029	Call	29	1.000
G4342	sdbg	068006	Do Intensely or Extensively	7	0.700
G4342	sdbg	035002	Serve	2	0.200
G4343	sdbg	068006	Do Intensely or Extensively	1	1.000
G4344	sdbg	006015	Furniture	1	1.000
G4345	sdbg	034002	Join, Begin To Associate	1	1.000
G4346	sdbg	088030	Show Favoritism, Prejudice	1	1.000
G4347	sdbg	034002	Join, Begin To Associate	2	1.000
G4348	sdbg	015029	Walk, Step	3	0.333
G4348	sdbg	025016	Offend, Be Offended	3	0.333
G4348	sdbg	088038	Sin, Wrongdoing, Guilt	3	0.333
G4349	sdbg	022001	Trouble, Hardship, Distress	1	0.333
G4350	sdbg	015029	Walk, Step	4	0.400
G4350	sdbg	019001	Hit, Strike	3	0.300
G4350	sdbg	025016	Offend, Be Offended	3	0.300
G4351	sdbg	015035	Roll	2	1.000
G4352	sdbg	053007	Worship, Reverence	50	0.833
G4352	sdbg	017005	Prostrate as an Act of Reverence or Supplication	10	0.167
G4353	sdbg	053007	Worship, Reverence	1	1.000
G4354	sdbg	033006	Speak, Talk	2	1.000
G4355	sdbg	034007	Welcome, Receive	6	0.462
G4355	sdbg	015023	Lead, Bring, Take	4	0.308
G4355	sdbg	018001	Grasp, Hold	2	0.154
G4356	sdbg	034003	Belong To, Be Included in the Membership of, Be Excluded From	1	1.000
G4357	sdbg	085003	Remain, Stay	4	0.571
G4357	sdbg	068002	Continue	3	0.429
G4358	sdbg	054	Maritime Activities	1	1.000
G4359	sdbg	057018	Owe, Debt, Cancel	1	1.000
G4360	sdbg	088024	Anger, Be Indignant With	2	1.000
G4361	sdbg	023001	Eat, Drink	1	1.000
G4362	sdbg	020004	Kill	1	1.000
G4363	sdbg	017005	Prostrate as an Act of Reverence or Supplication	7	0.875
G4364	sdbg	041004	Imitate Behavior	1	1.000
G4365	sdbg	015005	Come Near, Approach	1	1.000
G4366	sdbg	019001	Hit, Strike	2	1.000
G4367	sdbg	033032	Command, Order	6	0.750
G4367	sdbg	062002	Organize [of events and states]	2	0.250
G4368	sdbg	035001	Help	1	1.000
G4369	sdbg	059008	Add, Subtract	15	0.750
G4369	sdbg	057008	Give	2	0.100
G4370	sdbg	015030	Run	3	1.000
G4371	sdbg	005001	Food	1	1.000
G4372	sdbg	058011	New, Old [primarily non-temporal]	1	1.000
G4373	sdbg	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	1	1.000
G4374	sdbg	057008	Give	27	0.540
G4374	sdbg	015023	Lead, Bring, Take	12	0.240
G4374	sdbg	015024	Carry, Bear	10	0.200
G4375	sdbg	025008	Acceptable To, To Be Pleased With	1	1.000
G4376	sdbg	053002	Offering, Sacrifice	9	1.000
G4377	sdbg	033006	Speak, Talk	3	0.429
G4377	sdbg	033029	Call	2	0.286
G4377	sdbg	033004	Language Levels	2	0.286
G4378	sdbg	047001	Movement of Liquids or Masses	1	1.000
