strong	domain_type	domain	label	count	share
H1481	core	030	Citizen vs. Foreigner	81	0.303
H1481	core	074	Household	81	0.303
H1481	core	155	Space	81	0.303
H1481	core	039	Confidence and Fear	10	0.037
H1481	core	005	Aggression	7	0.026
H1481	core	099	Mind	6	0.022
H1481	ctx	091	Law	19	0.413
H1481	ctx	075	Human	13	0.283
H1481	ctx	050	Divine	3	0.065
H1481	ctx	030	Citizen vs. Foreigner	2	0.043
H1481	ctx	092	Life and Death	2	0.043
H1481	lex	002002001004	Dwell	81	0.818
H1481	lex	002001002001	Afraid	10	0.101
H1481	lex	002004002014	Think	6	0.061
H1481	sdbg	085005	Dwell, Reside	25	0.833
H1481	sdbg	011002	Socio-Religious	5	0.167
H1482	core	004	Age	7	0.5
H1482	core	009	Animal	7	0.5
H1482	ctx	009003	Animal > Human	6	0.5
H1482	ctx	009004	Animal > Nation	6	0.5
H1482	lex	001001002001	Animals	7	1.0
H1484	core	004	Age	2	0.5
H1484	core	009	Animal	2	0.5
H1484	ctx	009003	Animal > Human	2	0.5
H1484	ctx	009004	Animal > Nation	2	0.5
H1484	lex	001001002001	Animals	2	1.0
H1486	core	099	Mind	46	0.597
H1486	core	120	Possession	23	0.299
H1486	core	096	Lot	5	0.065
H1486	core	132	Recompense	3	0.039
H1486	ctx	090	Land	42	0.519
H1486	ctx	120	Possession	22	0.272
H1486	ctx	188	Work	10	0.123
H1486	ctx	075002	Human > Divine	2	0.025
H1486	lex	001006015	Stone	77	1.0
H1486	sdbg	006023	Miscellaneous	32	0.59
H1486	sdbg	063004	Part	19	0.354
H1487	ctx	018	Body	1	1.0
H1487	lex	002003001001	Attach	1	1.0
H1488	core	009	Animal	2	0.2
H1488	core	018	Body	2	0.2
H1488	core	148	Shepherding	2	0.2
H1488	core	006	Agriculture	2	0.2
H1488	core	090	Land	2	0.2
H1488	ctx	091	Law	1	0.333
H1488	lex	002003001008	Detach	4	1.0
H1489	core	014	Authority	1	0.333
H1489	ctx	188	Work	1	1.0
H1489	lex	001001002003008	Officials	1	1.0
H1490	core	014	Authority	1	0.333
H1490	lex	001001002003008	Officials	1	1.0
H1491	core	035	Completeness	1	1.0
H1491	ctx	028	Childbirth	1	1.0
H1491	lex	002003001008	Detach	1	1.0
H1492	core	009	Animal	7	0.333
H1492	core	018	Body	7	0.333
H1492	core	148	Shepherding	7	0.333
H1492	lex	001001002001	Animals	7	1.0
H1493	lex	003001006	Names of Groups	1	1.0
H1494	core	018	Body	15	0.484
H1494	core	035	Completeness	15	0.484
H1494	ctx	009	Animal	12	0.364
H1494	ctx	148	Shepherding	12	0.364
H1494	ctx	075	Human	3	0.091
H1494	ctx	102	Mourning	3	0.091
H1494	lex	002003001008	Detach	15	0.938
H1495	lex	003001007	Names of People	2	1.0
H1496	core	041	Construction	11	1.0
H1496	ctx	019	Building	7	0.438
H1496	ctx	141	Sanctuary	4	0.25
H1496	ctx	140	Sacrifices and Offerings	2	0.125
H1496	lex	001005001	Constructions	11	1.0
H1497	core	016	Behavior	30	0.333
H1497	core	088	Justice	30	0.333
H1497	core	120	Possession	30	0.333
H1497	ctx	120	Possession	4	0.25
H1497	ctx	075	Human	3	0.188
H1497	ctx	009	Animal	3	0.188
H1497	ctx	091	Law	2	0.125
H1497	lex	002003002020	Possess	30	1.0
H1497	sdbg	018001	Grasp, Hold	6	0.479
H1498	core	016	Behavior	4	0.333
H1498	core	088	Justice	4	0.333
H1498	core	120	Possession	4	0.333
H1498	ctx	091	Law	1	0.333
H1498	lex	002003002020	Possess	4	1.0
H1498	sdbg	057021	Steal, Rob	3	1.0
H1499	core	016	Behavior	2	0.333
H1499	core	088	Justice	2	0.333
H1499	core	120	Possession	2	0.333
H1499	ctx	120	Possession	1	1.0
H1499	lex	002003002020	Possess	2	1.0
H1500	core	016	Behavior	6	0.333
H1500	core	088	Justice	6	0.333
H1500	core	120	Possession	6	0.333
H1500	ctx	091	Law	1	0.5
H1500	lex	002003002020	Possess	6	1.0
H1501	core	009	Animal	3	1.0
H1501	ctx	047	Destruction	3	0.5
H1501	ctx	132	Recompense	3	0.5
H1501	lex	001001002001006	Swarming Creatures	3	1.0
H1502	lex	003001007	Names of People	2	1.0
H1503	core	117	Plant	3	1.0
H1503	ctx	117003	Plant > Human	2	0.4
H1503	lex	001003002	Trees	3	1.0
H1504	core	155	Space	6	0.353
H1504	core	035	Completeness	5	0.294
H1504	core	014	Authority	2	0.118
H1504	core	099	Mind	2	0.118
H1504	ctx	075	Human	4	0.308
H1504	ctx	005	Aggression	2	0.154
H1504	lex	002003001008	Detach	13	1.0
H1505	core	035	Completeness	2	1.0
H1505	lex	002003003007	Divination	4	0.667
H1505	lex	002003001008	Detach	2	0.333
H1506	core	035	Completeness	2	1.0
H1506	ctx	009	Animal	1	0.5
H1506	lex	002003001008	Detach	2	1.0
H1507	lex	003001010	Names of Locations	15	1.0
H1508	core	019	Building	7	0.875
H1508	ctx	141	Sanctuary	7	0.875
H1508	lex	001005001	Constructions	7	0.875
H1509	core	001	Access	1	0.5
H1509	lex	002003001008	Detach	1	1.0
H1510	lex	002003003014	Laws	2	1.0
H1512	core	009	Animal	2	0.5
H1512	core	018	Body	2	0.5
H1512	lex	001001002001	Animals	2	1.0
H1513	core	060	Fire	11	0.5
H1513	core	117	Plant	11	0.5
H1513	ctx	012	Apparition	2	0.25
H1513	ctx	062	Food	2	0.25
H1513	lex	001006016	Wood	11	1.0
H1513	sdbg	003006	Wood and Wood Products	13	1.0
H1514	lex	003001007	Names of People	1	1.0
H1515	lex	003001007	Names of People	2	1.0
H1516	core	070	Heights and Depths	28	0.5
H1516	core	107	Nature	28	0.5
H1516	lex	003001008	Names of Landforms	29	0.446
H1516	lex	001005003	Landforms	28	0.431
H1516	lex	003001010	Names of Locations	4	0.062
H1516	lex	003001003	Names of Constructions	4	0.062
H1516	sdbg	001008	Depressions and Holes	3	0.5
H1516	sdbg	092004	Whom or What Spoken or Written About	3	0.5
H1517	core	018	Body	7	1.0
H1517	ctx	075	Human	5	0.714
H1517	lex	001001002	Creatures	7	1.0
H1518	core	155	Space	4	0.667
H1518	ctx	028	Childbirth	3	0.429
H1518	ctx	094	Liquids	2	0.286
H1518	lex	002002001009	Move	4	0.667
H1519	lex	002001001064	Unsteady	1	1.0
H1520	lex	003001010	Names of Locations	1	1.0
H1521	lex	003001015	Names of Waterbodies	6	1.0
H1522	lex	003001007	Names of People	11	1.0
H1523	core	086	Joy and Grief	45	1.0
H1523	ctx	075	Human	49	1.0
H1523	lex	002001002023	Rejoice	45	1.0
H1523	sdbg	025011	Happy, Glad, Joyful	30	0.966
H1524	core	086	Joy and Grief	8	0.667
H1524	core	004	Age	2	0.167
H1524	core	092	Life and Death	2	0.167
H1524	lex	002001002023	Rejoice	8	0.8
H1524	lex	002001001057	Stage	2	0.2
H1525	core	086	Joy and Grief	2	1.0
H1525	ctx	075	Human	2	1.0
H1525	lex	002001002023	Rejoice	2	1.0
H1526	lex	003001006	Names of Groups	2	1.0
H1527	lex	003001007	Names of People	2	1.0
H1528	lex	001006010	Paint	1	1.0
H1530	core	130	Quantity	18	0.514
H1530	core	094	Liquids	16	0.457
H1530	ctx	101	Monument	18	0.5
H1530	ctx	047	Destruction	6	0.167
H1530	ctx	092	Life and Death	3	0.083
H1530	ctx	094	Liquids	3	0.083
H1530	ctx	176	Warfare	3	0.083
H1530	lex	002001001042	Quantity	18	0.529
H1530	lex	002001001048	Shape	15	0.441
H1530	sdbg	014005	Events Involving Liquids and Dry Masses	10	0.625
H1530	sdbg	001007	Elevated Land Formations	6	0.375
H1532	core	018	Body	1	0.333
H1532	lex	001001002003010	Professions	1	1.0
H1533	lex	003001008	Names of Landforms	8	1.0
H1534	core	155	Space	7	0.583
H1534	core	117	Plant	2	0.167
H1534	core	085	Journey	2	0.167
H1534	ctx	176	Warfare	4	0.211
H1534	ctx	181	Weather	3	0.158
H1534	ctx	050	Divine	3	0.158
H1534	ctx	112	Permanence	2	0.105
H1534	ctx	117003	Plant > Human	2	0.105
H1534	ctx	178	Weight	2	0.105
H1534	lex	001004001019	Vehicles	8	0.727
H1534	lex	001003001	Plants	2	0.182
H1534	sdbg	061	Sequence	4	1.0
H1536	core	155	Space	1	1.0
H1536	ctx	006	Agriculture	1	1.0
H1536	lex	001004001019	Vehicles	1	1.0
H1537	lex	003001010	Names of Locations	40	1.0
H1538	core	018	Body	12	1.0
H1538	ctx	018001	Body > Human	9	1.0
H1538	lex	001001002003	People	12	1.0
H1538	sdbg	008002	Parts of the Body	7	0.77
H1539	core	018	Body	1	1.0
H1539	ctx	075	Human	1	1.0
H1539	lex	001002	Parts	1	1.0
H1540	core	063	Freedom and Bondage	76	0.191
H1540	core	085	Journey	76	0.191
H1540	core	018	Body	66	0.166
H1540	core	031	Clothing	48	0.121
H1540	core	158	Status	48	0.121
H1540	core	037	Communication	35	0.088
H1540	core	099	Mind	24	0.06
H1540	core	145	Senses	20	0.05
H1540	core	001	Access	2	0.005
H1540	core	179	Writing	2	0.005
H1540	ctx	075	Human	144	0.478
H1540	ctx	018	Body	29	0.096
H1540	ctx	091	Law	23	0.076
H1540	ctx	158	Status	23	0.076
H1540	ctx	089	Kinship	22	0.073
H1540	ctx	050	Divine	14	0.047
H1540	ctx	037	Communication	7	0.023
H1540	ctx	016	Behavior	7	0.023
H1540	ctx	088	Justice	4	0.013
H1540	ctx	001	Access	4	0.013
H1540	ctx	028	Childbirth	3	0.01
H1540	ctx	086	Joy and Grief	3	0.01
H1540	ctx	019	Building	3	0.01
H1540	ctx	184	Well-Being	2	0.007
H1540	ctx	071	Hiding and Searching	2	0.007
H1540	ctx	146	Sex	2	0.007
H1540	lex	002002001009	Move	76	0.404
H1540	lex	002003001017	Undress	48	0.255
H1540	lex	002003001018	Uncover	25	0.133
H1540	lex	002004002007	Know	24	0.128
H1540	lex	002004001005	See	15	0.08
H1540	sdbg	028003	Well Known, Clearly Shown, Revealed	74	0.841
H1541	core	037	Communication	7	0.389
H1541	core	099	Mind	7	0.389
H1541	core	063	Freedom and Bondage	2	0.111
H1541	core	085	Journey	2	0.111
H1541	lex	002004002007	Know	7	0.778
H1541	lex	002002001009	Move	2	0.222
H1541	sdbg	079025	Covered Over	3	1.0
H1542	lex	003001010	Names of Locations	2	1.0
H1543	core	094	Liquids	9	0.333
H1543	core	107	Nature	6	0.222
H1543	core	019	Building	6	0.222
H1543	core	025	Crafts	3	0.111
H1543	core	159	Storage	3	0.111
H1543	ctx	141	Sanctuary	8	0.364
H1543	ctx	120	Possession	6	0.273
H1543	ctx	041	Construction	6	0.273
H1543	lex	001004001003	Containers	9	0.6
H1543	lex	001005007	Waterbodies	6	0.4
H1543	sdbg	037010	Release, Set Free	3	1.0
H1544	core	025	Crafts	48	0.333
H1544	core	078	Idolatry	48	0.333
H1544	core	137	Representation	48	0.333
H1544	ctx	016	Behavior	46	0.979
H1544	lex	001004001006	Cult Objects	48	0.5
H1544	lex	001004001010	Images	48	0.5
H1544	sdbg	006013	Images and Idols	10	0.75
H1544	sdbg	012001	Supernatural Beings	3	0.25
H1545	core	031	Clothing	1	1.0
H1545	ctx	032	Commerce	1	1.0
H1545	lex	001004001002	Clothing	1	1.0
H1546	core	063	Freedom and Bondage	15	1.0
H1546	lex	002002001009	Move	15	1.0
H1546	sdbg	055005	Prisoners of War	4	1.0
H1547	core	063	Freedom and Bondage	4	1.0
H1547	lex	002002001009	Move	4	1.0
H1548	core	018	Body	23	1.0
H1548	ctx	075	Human	22	0.431
H1548	ctx	018	Body	11	0.216
H1548	ctx	069	Health and Sickness	5	0.098
H1548	ctx	138	Ritual Contamination	5	0.098
H1548	ctx	018003	Body > Status	3	0.059
H1548	ctx	124	Priesthood	2	0.039
H1548	ctx	092	Life and Death	2	0.039
H1548	lex	002003001008	Detach	23	1.0
H1548	sdbg	019002	Pierce, Cut	3	1.0
H1549	core	031	Clothing	1	0.333
H1549	ctx	015	Beauty	1	1.0
H1549	lex	001004001011	Jewellery	1	0.5
H1550	core	025	Crafts	4	1.0
H1550	ctx	019	Building	3	0.375
H1550	ctx	141	Sanctuary	2	0.25
H1550	lex	001004001008	Furnishings	4	0.667
H1550	lex	002001001048	Shape	2	0.333
H1551	lex	003001010	Names of Locations	6	1.0
H1551	sdbg	093002	Places	5	1.0
H1552	core	090	Land	5	1.0
H1552	lex	001005002	Land	5	0.833
H1553	lex	003001010	Names of Locations	1	1.0
H1554	lex	003001010	Names of Locations	2	1.0
H1555	lex	003001007	Names of People	6	1.0
H1556	core	155	Space	13	0.684
H1556	core	039	Confidence and Fear	3	0.158
H1556	core	005	Aggression	2	0.105
H1556	ctx	075	Human	9	0.333
H1556	ctx	183	Well	5	0.185
H1556	ctx	050	Divine	3	0.111
H1556	ctx	005	Aggression	2	0.074
H1556	ctx	069	Health and Sickness	2	0.074
H1556	ctx	075002	Human > Divine	2	0.074
H1556	lex	002002001018	Turn	15	0.833
H1556	lex	002002001009	Move	3	0.167
H1556	sdbg	015035	Roll	3	1.0
H1557	core	018	Body	2	0.5
H1557	core	062	Food	2	0.5
H1557	ctx	112	Permanence	2	1.0
H1557	lex	001004002	Body Products	2	1.0
H1558	lex	002004	Perception	9	1.0
H1558	sdbg	089012	Means	1	0.242
H1558	sdbg	089007	Cause and/or Reason	1	0.23
H1558	sdbg	090001	Agent, Personal or Nonpersonal, Causative or Immediate, Direct or Indirect	1	0.218
H1559	lex	003001007	Names of People	3	1.0
H1560	core	041	Construction	2	1.0
H1560	lex	001005001	Constructions	2	1.0
H1561	core	018	Body	3	0.333
H1561	core	062	Food	3	0.333
H1561	core	075	Human	3	0.333
H1561	ctx	060	Fire	2	0.4
H1561	ctx	138	Ritual Contamination	2	0.4
H1561	lex	001004002	Body Products	3	1.0
H1562	lex	003001007	Names of People	1	1.0
H1563	core	155	Space	1	1.0
H1563	ctx	031	Clothing	1	1.0
H1563	lex	002002001009	Move	1	1.0
H1564	core	018	Body	1	1.0
H1564	ctx	004	Age	1	0.5
H1564	lex	001001002003	People	1	1.0
H1565	core	028	Childbirth	4	1.0
H1565	ctx	075	Human	4	0.667
H1565	lex	002002001009	Move	4	1.0
H1566	core	164	Temper	2	0.667
H1566	ctx	040	Conflict	3	1.0
H1566	lex	002001002002	Angry	2	0.667
H1567	lex	003001008	Names of Landforms	2	1.0
H1568	lex	003001010	Names of Locations	89	0.864
H1568	lex	003001007	Names of People	14	0.136
H1569	lex	003001006	Names of Groups	11	1.0
H1570	core	155	Space	2	1.0
H1570	ctx	009	Animal	2	0.5
H1570	ctx	015	Beauty	2	0.5
H1570	lex	002002001009	Move	2	1.0
H1571	lex	004004	Extenders	713	0.937
H1571	lex	002004	Perception	23	0.03
H1571	lex	004001	Affirmers	21	0.028
H1571	lex	004002	Contrastors	4	0.005
H1571	sdbg	089017	Addition	168	0.396
H1571	sdbg	091002	Markers of Emphasis	130	0.308
H1571	sdbg	089015	Sequential Addition	93	0.221
H1572	core	062	Food	2	0.5
H1572	core	094	Liquids	2	0.5
H1572	ctx	177	Water	1	0.333
H1572	lex	002001001024	Ingest	2	1.0
H1573	core	117	Plant	4	0.5
H1573	core	177	Water	4	0.5
H1573	ctx	025	Crafts	1	0.5
H1573	lex	001003001	Plants	4	1.0
H1574	core	151	Size	1	1.0
H1574	ctx	025	Crafts	1	1.0
H1574	lex	002001001021	Dimension	1	1.0
H1575	lex	003001006	Names of Groups	1	1.0
H1576	core	132	Recompense	19	1.0
H1576	ctx	075	Human	7	0.875
H1576	lex	002002003003	Happen	19	1.0
H1576	sdbg	057012	Pay, Price, Cost	7	0.7
H1576	sdbg	038002	Reward, Recompense	3	0.3
H1577	lex	003001007	Names of People	1	1.0
H1578	core	132	Recompense	3	1.0
H1578	ctx	075	Human	2	1.0
H1578	lex	002002003003	Happen	3	1.0
H1579	lex	003001010	Names of Locations	1	1.0
H1580	core	132	Recompense	23	0.377
H1580	core	028	Childbirth	12	0.197
H1580	core	062	Food	12	0.197
H1580	core	113	Parenthood	12	0.197
H1580	core	117	Plant	2	0.033
H1580	ctx	075	Human	22	0.629
H1580	ctx	004	Age	7	0.2
H1580	ctx	028	Childbirth	3	0.086
H1580	lex	002002003003	Happen	23	0.622
H1580	lex	002002003004	Non-Happen	12	0.324
H1580	lex	002001001057	Stage	2	0.054
H1580	sdbg	038002	Reward, Recompense	4	0.556
H1580	sdbg	057012	Pay, Price, Cost	4	0.444
H1581	core	009	Animal	54	1.0
H1581	ctx	085	Journey	35	0.461
H1581	ctx	120	Possession	23	0.303
H1581	ctx	148	Shepherding	6	0.079
H1581	ctx	180	Wealth and Poverty	5	0.066
H1581	ctx	062	Food	2	0.026
H1581	ctx	091	Law	2	0.026
H1581	ctx	138	Ritual Contamination	2	0.026
H1581	lex	001001002001002	Domestic Animals	54	1.0
H1581	sdbg	004001	Animals	5	1.0
H1582	lex	003001007	Names of People	1	1.0
H1583	lex	003001007	Names of People	5	1.0
H1584	core	131	Reality	2	0.4
H1584	core	161	Success and Failure	2	0.4
H1584	ctx	056	Faithfulness	3	0.75
H1584	lex	002002003004	Non-Happen	4	0.8
H1586	lex	003001007	Names of People	5	0.833
H1587	lex	003001007	Names of People	5	1.0
H1588	core	090	Land	37	0.5
H1588	core	117	Plant	37	0.5
H1588	ctx	050	Divine	21	0.35
H1588	ctx	003	Affection	8	0.133
H1588	ctx	015	Beauty	8	0.133
H1588	ctx	090	Land	8	0.133
H1588	ctx	146	Sex	8	0.133
H1588	ctx	020	Burial	3	0.05
H1588	ctx	006	Agriculture	2	0.033
H1588	ctx	062	Food	2	0.033
H1588	lex	001005004	Landscapes	37	0.925
H1588	lex	003001010	Names of Locations	3	0.075
H1588	sdbg	001015	Pastures and Cultivated Lands	11	0.786
H1588	sdbg	001002	Regions Above the Earth	3	0.214
H1589	core	144	Secrecy	40	0.351
H1589	core	016	Behavior	34	0.298
H1589	core	120	Possession	34	0.298
H1589	core	155	Space	4	0.035
H1589	core	099	Mind	2	0.018
H1589	ctx	075	Human	29	0.5
H1589	ctx	091	Law	8	0.138
H1589	ctx	009	Animal	6	0.103
H1589	ctx	120	Possession	5	0.086
H1589	ctx	063	Freedom and Bondage	4	0.069
H1589	ctx	158	Status	2	0.034
H1589	ctx	143	Security	2	0.034
H1589	lex	002003002020	Possess	40	1.0
H1589	sdbg	057021	Steal, Rob	16	1.0
H1590	core	016	Behavior	17	0.333
H1590	core	120	Possession	17	0.333
H1590	core	144	Secrecy	17	0.333
H1590	ctx	075	Human	17	0.531
H1590	ctx	091	Law	4	0.125
H1590	ctx	158	Status	4	0.125
H1590	ctx	001	Access	3	0.094
H1590	ctx	093	Light and Darkness	2	0.062
H1590	lex	002003002020	Possess	17	1.0
H1590	sdbg	057021	Steal, Rob	16	1.0
H1591	core	016	Behavior	2	0.333
H1591	core	120	Possession	2	0.333
H1591	core	144	Secrecy	2	0.333
H1591	ctx	009	Animal	1	1.0
H1591	lex	002003002020	Possess	2	1.0
H1592	lex	003001007	Names of People	2	1.0
H1593	core	090	Land	16	0.5
H1593	core	117	Plant	16	0.5
H1593	ctx	006	Agriculture	6	0.231
H1593	ctx	062	Food	6	0.231
H1593	ctx	139	Royalty	4	0.154
H1593	ctx	078	Idolatry	3	0.115
H1593	ctx	015	Beauty	2	0.077
H1593	ctx	059	Festival	2	0.077
H1593	lex	001005004	Landscapes	16	1.0
H1593	sdbg	001015	Pastures and Cultivated Lands	3	1.0
H1595	core	019	Building	2	0.667
H1595	ctx	139	Royalty	2	0.4
H1595	ctx	159	Storage	2	0.4
H1595	lex	001005001001	Buildings	2	0.667
H1596	lex	001005001001	Buildings	3	1.0
H1597	core	019	Building	1	1.0
H1597	ctx	141	Sanctuary	1	0.5
H1597	lex	001005001001	Buildings	1	1.0
H1598	core	143	Security	8	1.0
H1598	ctx	170	Town	6	0.75
H1598	ctx	075	Human	2	0.25
H1598	lex	002003003017	Safe	8	1.0
H1599	lex	003001007	Names of People	3	1.0
H1600	core	009	Animal	2	0.5
H1600	core	037	Communication	2	0.5
H1600	lex	002004001009007	Sounds	2	1.0
H1601	lex	003001010	Names of Locations	1	1.0
H1602	core	138	Ritual Contamination	9	0.3
H1602	core	158	Status	9	0.3
H1602	core	185	Willingness	9	0.3
H1602	ctx	018001	Body > Human	5	0.294
H1602	ctx	075	Human	5	0.294
H1602	ctx	050	Divine	2	0.118
H1602	ctx	098	Marriage	2	0.118
H1602	ctx	113	Parenthood	2	0.118
H1602	lex	002001002032	Unwilling	9	0.9
H1603	lex	003001007	Names of People	9	1.0
H1604	core	138	Ritual Contamination	1	0.333
H1604	ctx	028	Childbirth	1	0.5
H1604	lex	002001002032	Unwilling	1	1.0
H1605	core	037	Communication	14	0.333
H1605	core	132	Recompense	14	0.333
H1605	core	164	Temper	14	0.333
H1605	ctx	075	Human	9	0.6
H1605	ctx	107	Nature	2	0.133
H1605	ctx	050	Divine	2	0.133
H1605	lex	002004001009011	Rebuke	14	1.0
H1605	sdbg	033046	Rebuke	4	0.724
H1605	sdbg	033032	Command, Order	1	0.276
H1606	core	037	Communication	15	0.333
H1606	core	132	Recompense	15	0.333
H1606	core	164	Temper	15	0.333
H1606	ctx	050	Divine	9	0.409
H1606	ctx	075	Human	6	0.273
H1606	ctx	187	Wisdom	4	0.182
H1606	ctx	039	Confidence and Fear	2	0.091
H1606	lex	002004001009011	Rebuke	15	1.0
H1606	sdbg	033026	Threaten	3	1.0
H1607	core	155	Space	8	0.889
H1607	ctx	173	Universe	4	0.308
H1607	ctx	094	Liquids	3	0.231
H1607	ctx	107	Nature	3	0.231
H1607	ctx	075	Human	2	0.154
H1607	lex	002001001064	Unsteady	8	0.889
H1608	lex	003001010	Names of Locations	4	1.0
H1609	lex	003001007	Names of People	3	1.0
H1610	core	018	Body	3	0.75
H1610	lex	001001002003	People	3	0.75
H1611	core	009	Animal	3	1.0
H1611	lex	001001002	Creatures	3	1.0
H1612	core	117	Plant	55	0.505
H1612	core	006	Agriculture	54	0.495
H1612	ctx	184	Well-Being	25	0.368
H1612	ctx	117003	Plant > Human	12	0.176
H1612	ctx	117006	Plant > Nation	10	0.147
H1612	ctx	062	Food	3	0.044
H1612	ctx	075	Human	3	0.044
H1612	ctx	181	Weather	3	0.044
H1612	ctx	117	Plant	3	0.044
H1612	ctx	117002	Plant > Behavior	2	0.029
H1612	ctx	174	Value	2	0.029
H1612	lex	001003001	Plants	55	1.0
H1612	sdbg	003003	Plants That Are Not Trees	47	1.0
H1613	core	117	Plant	1	1.0
H1613	ctx	025	Crafts	1	0.5
H1613	lex	001003002	Trees	1	1.0
H1614	core	107	Nature	7	1.0
H1614	ctx	132	Recompense	7	0.412
H1614	ctx	060	Fire	4	0.235
H1614	ctx	181	Weather	3	0.176
H1614	ctx	006	Agriculture	3	0.176
H1614	lex	001006009	Minerals	7	1.0
H1614	sdbg	002005	Earth, Mud, Sand, Rock	7	1.0
H1615	core	107	Nature	1	1.0
H1615	ctx	160	Strength	1	1.0
H1615	lex	001006015	Stone	1	1.0
H1616	core	030	Citizen vs. Foreigner	92	0.5
H1616	core	075	Human	92	0.5
H1616	ctx	091	Law	61	0.404
H1616	ctx	030	Citizen vs. Foreigner	33	0.219
H1616	ctx	088	Justice	25	0.166
H1616	ctx	140	Sacrifices and Offerings	11	0.073
H1616	ctx	006	Agriculture	5	0.033
H1616	ctx	180	Wealth and Poverty	5	0.033
H1616	ctx	090	Land	3	0.02
H1616	ctx	029	Circumcision	3	0.02
H1616	ctx	059	Festival	3	0.02
H1616	ctx	085	Journey	2	0.013
H1616	lex	001001002003001	Classes	92	1.0
H1616	sdbg	011002	Socio-Religious	50	0.781
H1617	lex	003001007	Names of People	8	1.0
H1618	core	069	Health and Sickness	3	1.0
H1618	ctx	075	Human	2	0.333
H1618	ctx	124	Priesthood	2	0.333
H1618	lex	002001001065	Weak	3	1.0
H1619	lex	003001007	Names of People	2	0.667
H1620	core	117	Plant	1	1.0
H1620	ctx	062	Food	1	1.0
H1620	lex	001004003004	Fruits	1	1.0
H1621	core	018	Body	4	1.0
H1621	ctx	015	Beauty	4	0.5
H1621	ctx	031	Clothing	4	0.5
H1621	lex	001001002	Creatures	4	1.0
H1621	sdbg	008002	Parts of the Body	3	1.0
H1622	lex	003001006	Names of Groups	7	1.0
H1623	core	018	Body	1	1.0
H1623	ctx	069	Health and Sickness	1	0.5
H1623	lex	002001001023	Impact	1	1.0
H1624	core	040	Conflict	12	0.343
H1624	core	016	Behavior	11	0.314
H1624	core	164	Temper	11	0.314
H1624	ctx	075	Human	10	0.769
H1624	ctx	176	Warfare	2	0.154
H1624	lex	002001002002	Angry	12	1.0
H1625	core	009	Animal	11	0.333
H1625	core	018	Body	11	0.333
H1625	core	062	Food	11	0.333
H1625	ctx	091	Law	9	1.0
H1625	lex	001002	Parts	11	1.0
H1626	core	178	Weight	5	1.0
H1626	ctx	141	Sanctuary	5	1.0
H1626	lex	002001001066	Weight	5	1.0
H1627	core	018	Body	7	1.0
H1627	ctx	037	Communication	4	0.571
H1627	lex	001001002003	People	7	1.0
H1628	ctx	019	Building	1	1.0
H1628	lex	003001010	Names of Locations	1	1.0
H1629	core	005	Aggression	1	0.5
H1629	ctx	075	Human	1	1.0
H1629	lex	002002001009	Move	1	1.0
H1630	lex	003001008	Names of Landforms	4	1.0
H1631	core	025	Crafts	4	1.0
H1631	lex	001004001017	Tools	4	1.0
H1633	core	018	Body	2	0.667
H1633	ctx	009	Animal	2	0.5
H1633	lex	002001001023	Impact	2	0.667
H1634	core	018	Body	4	1.0
H1634	ctx	009	Animal	2	0.333
H1634	ctx	018	Body	2	0.333
H1634	lex	001001002	Creatures	5	1.0
H1635	core	018	Body	1	1.0
H1635	lex	001001002	Creatures	1	1.0
H1636	lex	003001006	Names of Groups	1	1.0
H1637	core	006	Agriculture	32	1.0
H1637	ctx	006	Agriculture	9	0.75
H1637	lex	001005001	Constructions	32	1.0
H1637	sdbg	003004	Fruit Parts of Plants	12	0.5
H1637	sdbg	007007	Miscellaneous Constructions	12	0.5
H1638	core	039	Confidence and Fear	1	0.5
H1638	ctx	005	Aggression	1	0.5
H1638	lex	002001001023	Impact	2	1.0
H1639	core	130	Quantity	17	0.654
H1639	core	035	Completeness	4	0.154
H1639	core	018	Body	3	0.115
H1639	ctx	132	Recompense	5	0.156
H1639	ctx	037	Communication	5	0.156
H1639	ctx	120	Possession	4	0.125
H1639	ctx	188	Work	3	0.094
H1639	ctx	075002	Human > Divine	2	0.062
H1639	ctx	075	Human	2	0.062
H1639	ctx	102	Mourning	2	0.062
H1639	lex	002003001008	Detach	22	1.0
H1639	sdbg	085002	Put, Place	4	0.4
H1639	sdbg	068004	Cease, Stop	4	0.4
H1639	sdbg	013001	State	2	0.2
H1640	core	094	Liquids	1	0.5
H1640	ctx	075	Human	1	1.0
H1640	lex	002002001009	Move	1	1.0
H1641	core	005	Aggression	2	0.25
H1641	core	155	Space	2	0.25
H1641	ctx	075	Human	2	0.4
H1641	lex	002002001009	Move	3	0.75
H1642	lex	003001010	Names of Locations	10	1.0
H1643	core	006	Agriculture	2	0.5
H1643	core	117	Plant	2	0.5
H1643	ctx	091	Law	2	0.5
H1643	ctx	140	Sacrifices and Offerings	2	0.5
H1643	lex	001004003002	Crops	2	1.0
H1644	core	155	Space	45	0.489
H1644	core	074	Household	44	0.478
H1644	core	094	Liquids	3	0.033
H1644	ctx	075	Human	42	0.472
H1644	ctx	005	Aggression	21	0.236
H1644	ctx	014	Authority	17	0.191
H1644	ctx	091	Law	5	0.056
H1644	ctx	098	Marriage	4	0.045
H1644	lex	002002001009	Move	45	0.957
H1644	lex	002001001064	Unsteady	2	0.043
H1644	sdbg	015004	Leave, Depart, Flee, Escape, Send	9	0.43
