# Directional BHSA construct chains (smikhut): regens (governing) -> rectum (dependent/genitive). Kind/part evidence, NOT IS-A. See build_hierarchy_relations.py.
regens_strong	rectum_strong	count
H1488	H4428	1
H2346	H0594	1
H4720	H4428	1
H1004	H4467	1
H1103	H8256	1
H7892	H1964	1
H4651	H1247	1
H3117	H0216	1
H1870	H0875	1
H7172	H3220	1
H1121	H3571	1
H3605	H2400	1
H2400	H5971	1
H7611	H3605	1
H1869	H6025	1
H4900	H2233	1
H4791	H3427	1
H0376	H1285	1
H2555	H0251	1
H3117	H0251	1
H1546	H2426	1
H3411	H5600	1
H7227	H2259	1
H3824	H3220	1
H7095	H2022	1
H4109	H0259	1
H2940	H4428	1
H2940	H1419	1
H5856	H7704	1
H4302	H3754	1
H3605	H0868	1
H3605	H6091	1
H1121	H8588	1
H2506	H5971	1
H4135	H8008	1
H7725	H4421	1
H0802	H5971	1
H1004	H8588	1
H5197	H5971	1
H8432	H1699	1
H7607	H5971	1
H8432	H7037	1
H4617	H0430	1
H6310	H6635	1
H1323	H1416	1
H3499	H0251	1
H1347	H8034	1
H5257	H0120	1
H0929	H3293	1
H0430	H4791	1
H0505	H0352	1
H7233	H5158	1
H7233	H8081	1
H5158	H8081	1
H0160	H2617	1
H3976	H7562	1
H3599	H0068	1
H3599	H4820	1
H0068	H4820	1
H0625	H7019	1
H5955	H1210	1
H1942	H5315	1
H7901	H2436	1
H6607	H6310	1
H0341	H0376	1
H6629	H5159	1
H8432	H3759	1
H2119	H0776	1
H5612	H2377	1
H1419	H3581	1
H0080	H7272	1
H8179	H5104	1
H6963	H3123	1
H4583	H0738	1
H6963	H4397	1
H7494	H0212	1
H3851	H2719	1
H3514	H6297	1
H7230	H2183	1
H7230	H2181	1
H2183	H2181	1
H2896	H2580	1
H1173	H3785	1
H2426	H3220	1
H6310	H0398	1
H4325	H4692	1
H3605	H8088	1
H8085	H8088	1
H4800	H0776	1
H2889	H5869	1
H3709	H7451	1
H3563	H3225	1
H7701	H0929	1
H2253	H5797	1
H2022	H5704	1
H1979	H5769	1
H3407	H0776	1
H0216	H2671	1
H5051	H1300	1
H5051	H2595	1
H7218	H6518	1
H2563	H4325	1
H2563	H7227	1
H4639	H2132	1
H7605	H1167	1
H3427	H4388	1
H3605	H5187	1
H5187	H3701	1
H6963	H3117	1
H3117	H4691	1
H3117	H7782	1
H3427	H2256	1
H3427	H3220	1
H1471	H3774	1
H5115	H3738	1
H1421	H1121	1
H4476	H2738	1
H4379	H4417	1
H2416	H1471	1
H0376	H0900	1
H1097	H0376	1
H3605	H2740	1
H3605	H0639	1
H6256	H0935	1
H6256	H1004	1
H7307	H7611	1
H7307	H5971	1
H0259	H4592	1
H2532	H3605	1
H2532	H1471	1
H6195	H6242	1
H6086	H2132	1
H2392	H4467	1
H2392	H1471	1
H2719	H0251	1
H6249	H2320	1
H6240	H2320	1
H7161	H1471	1
H2256	H4060	1
H7230	H0929	1
H2346	H0784	1
H0892	H5869	1
H0376	H4159	1
H8478	H1612	1
H8478	H8384	1
H3225	H1543	1
H2022	H1419	1
H3117	H6996	1
H3225	H4501	1
H8147	H7641	1
H7641	H2132	1
H3027	H2091	1
H8147	H3324	1
H1121	H3324	1
H1004	H1590	1
H3603	H5777	1
H0068	H5777	1
H3671	H2624	1
H0702	H4818	1
H0996	H2022	1
H8147	H2022	1
H2022	H5178	1
H0776	H8487	1
H6098	H7965	1
H5892	H0571	1
H2022	H6635	1
H5869	H7611	1
H0776	H4217	1
H0776	H3996	1
H0776	H8121	1
H7939	H0120	1
H7939	H0929	1
H2233	H7965	1
H4941	H7965	1
H7462	H7453	1
H7621	H8267	1
H3427	H7227	1
H3427	H0259	1
H3956	H1471	1
H3671	H0376	1
H3671	H3064	1
H1347	H6430	1
H0996	H8127	1
H0615	H8615	1
H6629	H5971	1
H0068	H5145	1
H6256	H4456	1
H4306	H1653	1
H2472	H7723	1
H3605	H5065	1
H3605	H4688	1
H3293	H1210	1
H6963	H3215	1
H6963	H3715	1
H7581	H3715	1
H8147	H4731	1
H1320	H7468	1
H0145	H3366	1
H3627	H0196	1
H1320	H1277	1
H5800	H6629	1
H5592	H7478	1
H0068	H4614	1
H3605	H6006	1
H5483	H5971	1
H3595	H0784	1
H8597	H1004	1
H8597	H3427	1
H7307	H2580	1
H7307	H8469	1
H8034	H6091	1
H7307	H2932	1
H1004	H0157	1
H1397	H5997	1
H2677	H5892	1
H1516	H1419	1
H1516	H3966	1
H4725	H8179	1
H4725	H7223	1
H8179	H7223	1
H3342	H4428	1
H2428	H3605	1
H4046	H5483	1
H4046	H6505	1
H4046	H1581	1
H4046	H2543	1
H4046	H3605	1
H4046	H0929	1
H4698	H5483	1
H3605	H5518	1
H3605	H2076	1
H8565	H4057	1
H1366	H7564	1
H6569	H2282	1
H6440	H8034	1
H8193	H3548	1
H4397	H6635	1
H1323	H0413	1
H1323	H5236	1
H0369	H5750	1
H0369	H6437	1
H0802	H1285	1
H7605	H7307	1
H2233	H0430	1
H4397	H1285	1
H0784	H6884	1
H1287	H3526	1
H6231	H7939	1
H6231	H7916	1
H6231	H0490	1
H6231	H3490	1
H5186	H1616	1
H1097	H1767	1
H0776	H2656	1
H2803	H8034	1
H5647	H0430	1
H3605	H7564	1
H8121	H6666	1
H3820	H0001	1
H1870	H2400	1
H5713	H6662	1
H1870	H6662	1
H7626	H1270	1
H7233	H5971	1
H8127	H7563	1
H0430	H6664	1
H6963	H7773	1
H5678	H6887	1
H5713	H3816	1
H7451	H7563	1
H3627	H4194	1
H6310	H5921	1
H6310	H3243	1
H4639	H0676	1
H6833	H8064	1
H0734	H3220	1
H6818	H6035	1
H8179	H1323	1
H6467	H3709	1
H8615	H6041	1
H1346	H7563	1
H1363	H0639	1
H3605	H4209	1
H3993	H2691	1
H2428	H3512	1
H4428	H5704	1
H8378	H6035	1
H0157	H2555	1
H7307	H2152	1
H4521	H3563	1
H7701	H6041	1
H0604	H0034	1
H6098	H6041	1
H4521	H2506	1
H7648	H8057	1
H8193	H4820	1
H6468	H0120	1
H0734	H6530	1
H0380	H1323	1
H2825	H4325	1
H3444	H4428	1
H3519	H0413	1
H7097	H8398	1
H5317	H6687	1
H1902	H3820	1
H3605	H4862	1
H8064	H6944	1
H1369	H3225	1
H8378	H3820	1
H0782	H8193	1
H8574	H0784	1
H6256	H6440	1
H0365	H7837	1
H1697	H7581	1
H2781	H0120	1
H0959	H5971	1
H6083	H4194	1
H5713	H7489	1
H3027	H3611	1
H6310	H0745	1
H6039	H6041	1
H4940	H1471	1
H3605	H1878	1
H1878	H0776	1
H5115	H1877	1
H4325	H4496	1
H4570	H6664	1
H1516	H6757	1
H5355	H3709	1
H3605	H6960	1
H6869	H3824	1
H8135	H2555	1
H6951	H7489	1
H4583	H1004	1
H4725	H4908	1
H4725	H3519	1
H4908	H3519	1
H4581	H2416	1
H5643	H0168	1
H2077	H8643	1
H0734	H4334	1
H5315	H6862	1
H3307	H2555	1
H1688	H6944	1
H4581	H3444	1
H4581	H4899	1
H3444	H4899	1
H1121	H0352	1
H0413	H3519	1
H1121	H7214	1
H3852	H0784	1
H7892	H2598	1
H7892	H1004	1
H0413	H0571	1
H5643	H6440	1
H7407	H0376	1
H7379	H3956	1
H6213	H1346	1
H0835	H5375	1
H0835	H6588	1
H5375	H6588	1
H3680	H2401	1
H2725	H7019	1
H7858	H4325	1
H7858	H7227	1
H6098	H1471	1
H0835	H1471	1
H1793	H7307	1
H7462	H6662	1
H8130	H6662	1
H7845	H7568	1
H0057	H0517	1
H2610	H3934	1
H2610	H4580	1
H3934	H4580	1
H7282	H0776	1
H1697	H4820	1
H8056	H7462	1
H2654	H6664	1
H7965	H5650	1
H5002	H6588	1
H7130	H3820	1
H2022	H0413	1
H1880	H1004	1
H5158	H5731	1
H7272	H1346	1
H3418	H1877	1
H4862	H3820	1
H5750	H4592	1
H1995	H7563	1
H3117	H8549	1
H3117	H7459	1
H3368	H3733	1
H2233	H7563	1
H0319	H7563	1
H8668	H6662	1
H6440	H0200	1
H5100	H3820	1
H3605	H8378	1
H0216	H5869	1
H5048	H5061	1
H4060	H3117	1
H3605	H5324	1
H2781	H5036	1
H8409	H3027	1
H0953	H7588	1
H2916	H3121	1
H8432	H3820	1
H6210	H1741	1
H0776	H2769	1
H2022	H4705	1
H6963	H6794	1
H0413	H2416	1
H0376	H5930	1
H0430	H4581	1
H0413	H8057	1
H0413	H1523	1
H8057	H1523	1
H6629	H3978	1
H4493	H7218	1
H6963	H2778	1
H6963	H1442	1
H6440	H5358	1
H4725	H8565	1
H8587	H3820	1
H6629	H2878	1
H3820	H0341	1
H7626	H4334	1
H7626	H4438	1
H1964	H8127	1
H6223	H5971	1
H3605	H3520	1
H6918	H4908	1
H6918	H5945	1
H4908	H5945	1
H4428	H3605	1
H3678	H6944	1
H4043	H0776	1
H4885	H3605	1
H7151	H4428	1
H7151	H7227	1
H5892	H6635	1
H7130	H1964	1
H3605	H2465	1
H3427	H2465	1
H1900	H3820	1
H5771	H6119	1
H1755	H0001	1
H4359	H3308	1
H2022	H0505	1
H5775	H2022	1
H1320	H0047	1
H7911	H0433	1
H0430	H8668	1
H7307	H7665	1
H2617	H0413	1
H3605	H1106	1
H1697	H1106	1
H3956	H4820	1
H5564	H5315	1
H6963	H0341	1
H6440	H6125	1
H6125	H7563	1
H0367	H4194	1
H0875	H7845	1
H3123	H0482	1
H3123	H7350	1
H0482	H7350	1
H2555	H3027	1
H1823	H2534	1
H1823	H5175	1
H2534	H5175	1
H2266	H2268	1
H7642	H8557	1
H1818	H7563	1
H7799	H5715	1
H6440	H7189	1
H5643	H3671	1
H3425	H3372	1
H3425	H8034	1
H6697	H5797	1
H0776	H5889	1
H8193	H7445	1
H4521	H7776	1
H6310	H1696	1
H6310	H8267	1
H1696	H8267	1
H6343	H0341	1
H5475	H7489	1
H7130	H0376	1
H6467	H0430	1
H8085	H8605	1
H1697	H5771	1
H2898	H1004	1
H6918	H1964	1
H3220	H7350	1
H7588	H3220	1
H7588	H1530	1
H1995	H3816	1
H3427	H7117	1
H4161	H1242	1
H4161	H6153	1
H6389	H0430	1
H8141	H2896	1
H7230	H5797	1
H4659	H0430	1
H3372	H5949	1
H6963	H8416	1
H5930	H4220	1
H7004	H0352	1
H6963	H8605	1
H0001	H3490	1
H1781	H0490	1
H1653	H5071	1
H4428	H6635	1
H5116	H1004	1
H3671	H3123	1
H3422	H2743	1
H2022	H1386	1
H7393	H0430	1
H0505	H8136	1
H6936	H8181	1
H4688	H3220	1
H3956	H3611	1
H1979	H0413	1
H2416	H7070	1
H5713	H0047	1
H5695	H5971	1
H7518	H3701	1
H6963	H5797	1
H3121	H4688	1
H7068	H1004	1
H2781	H2778	1
H3427	H8179	1
H5058	H8354	1
H5058	H7941	1
H8354	H7941	1
H5612	H2416	1
H1875	H0430	1
H2233	H5650	1
H6697	H4583	1
H8415	H0776	1
H1121	H0034	1
H6440	H3394	1
H2222	H0776	1
H1097	H3394	1
H6451	H1247	1
H7965	H7563	1
H5999	H0376	1
H7896	H2555	1
H4906	H3824	1
H4325	H4390	1
H4720	H0413	1
H6697	H3824	1
H7130	H4150	1
H4908	H8034	1
H4150	H0413	1
H7130	H2436	1
H7218	H8577	1
H7218	H3882	1
H5104	H0386	1
H3605	H1367	1
H4285	H0776	1
H5115	H2555	1
H6963	H6887	1
H7588	H6965	1
H4057	H2022	1
H7161	H7563	1
H7161	H6662	1
H7565	H7198	1
H2022	H2964	1
H2534	H0120	1
H7611	H2534	1
H7307	H5057	1
H8109	H5869	1
H8141	H5769	1
H3225	H5945	1
H4611	H0413	1
H0216	H0784	1
H1817	H8064	1
H1715	H8064	1
H3899	H0047	1
H5775	H3671	1
H3605	H2534	1
H4917	H4397	1
H4917	H7451	1
H4397	H7451	1
H1366	H6944	1
H0310	H5763	1
H8394	H3709	1
H5038	H5650	1
H1320	H2623	1
H1697	H3519	1
H1697	H8034	1
H5360	H1818	1
H5360	H5650	1
H1433	H2220	1
H8605	H5971	1
H3899	H1832	1
H0730	H0413	1
H1606	H6440	1
H0376	H3225	1
H3658	H5273	1
H5643	H7482	1
H5713	H0413	1
H7130	H0430	1
H3605	H4146	1
H1121	H5945	1
H3605	H5257	1
H5115	H0430	1
H6010	H1057	1
H0168	H7562	1
H3605	H5678	1
H1870	H6471	1
H5713	H6184	1
H0430	H3444	1
H7901	H6913	1
H0776	H5388	1
H6951	H6918	1
H5475	H6918	1
H1348	H3220	1
H8597	H5797	1
H1285	H5650	1
H3605	H1448	1
H3225	H6862	1
H6696	H2719	1
H2781	H5650	1
H6119	H4899	1
H3974	H6440	1
H5797	H0639	1
H3824	H2451	1
H5643	H5945	1
H1698	H1942	1
H6343	H3915	1
H8011	H7563	1
H4867	H3220	1
H5193	H0241	1
H3335	H5869	1
H3256	H1471	1
H4284	H0120	1
H3678	H1942	1
H6697	H4268	1
H4278	H0776	1
H8443	H2022	1
H5971	H4830	1
H6629	H3027	1
H8582	H3824	1
H3605	H6459	1
H5647	H6459	1
H5315	H2623	1
H6963	H2173	1
H5797	H4428	1
H7121	H8034	1
H7342	H3824	1
H0539	H0776	1
H6963	H0585	1
H6893	H4057	1
H6440	H7110	1
H8605	H6199	1
H4791	H6944	1
H3605	H7130	1
H3605	H1576	1
H3605	H6231	1
H8104	H1285	1
H1368	H3581	1
H4725	H4475	1
H0996	H6074	1
H6529	H4639	1
H5656	H0120	1
H3820	H1245	1
H1697	H0226	1
H2315	H4428	1
H6086	H1366	1
H3899	H8064	1
H0776	H1471	1
H5999	H3816	1
H7522	H5971	1
H2896	H0972	1
H8057	H1471	1
H3027	H8130	1
H8403	H7794	1
H2077	H4191	1
H1818	H1323	1
H3452	H1870	1
H0615	H6040	1
H0615	H1270	1
H6098	H5945	1
H1817	H5178	1
H1870	H6588	1
H4231	H2656	1
H4186	H2205	1
H0776	H6529	1
H6529	H8393	1
H6115	H7462	1
H6115	H3015	1
H0430	H8416	1
H6310	H4820	1
H1697	H8135	1
H3512	H3824	1
H8432	H7227	1
H3225	H0034	1
H8199	H5315	1
H7130	H0341	1
H3117	H2428	1
H1926	H6944	1
H7358	H4891	1
H2919	H3208	1
H5475	H3477	1
H3605	H2654	1
H3581	H4639	1
H5159	H1471	1
H1755	H3477	1
H2143	H5769	1
H8378	H7563	1
H0517	H1121	1
H6440	H0433	1
H3605	H3381	1
H3605	H1746	1
H3381	H1746	1
H3605	H8408	1
H3563	H3444	1
H3605	H0524	1
H0784	H6975	1
H6963	H3444	1
H0168	H6662	1
H8179	H6664	1
H7218	H6438	1
H0835	H8549	1
H0835	H1870	1
H1870	H5715	1
H1870	H8267	1
H1870	H0530	1
H1870	H4687	1
H1870	H2706	1
H5410	H4687	1
H1004	H4033	1
H2256	H7563	1
H2898	H2940	1
H2898	H1847	1
H8451	H6310	1
H0505	H2091	1
H3117	H5650	1
H5715	H6310	1
H3605	H8502	1
H3605	H3925	1
H5071	H6310	1
H8342	H3820	1
H0565	H6664	1
H6608	H1697	1
H6233	H0120	1
H7291	H2154	1
H7218	H1697	1
H0157	H8451	1
H2671	H1368	1
H8130	H7965	1
H5869	H8198	1
H3027	H1404	1
H1343	H3238	1
H6341	H3369	1
H7626	H7562	1
H1486	H6662	1
H4902	H2233	1
H3899	H6089	1
H3027	H1368	1
H0835	H3372	1
H5688	H7563	1
H0168	H1004	1
H6210	H3326	1
H6310	H4055	1
H6091	H1471	1
H0413	H8064	1
H0127	H5236	1
H7218	H8057	1
H7130	H6869	1
H0639	H0341	1
H3671	H7837	1
H0319	H3220	1
H8503	H8135	1
H1870	H6090	1
H1870	H5769	1
H2534	H5919	1
H3027	H4570	1
H5797	H3444	1
H7218	H4524	1
H5999	H8193	1
H0376	H3956	1
H4864	H3709	1
H1800	H8193	1
H8081	H7218	1
H3027	H5553	1
H3027	H6341	1
H4170	H0205	1
H6887	H5315	1
H8403	H1964	1
H1926	H3519	1
H5807	H3372	1
H2143	H7227	1
H2143	H2898	1
H7227	H2898	1
H1419	H2617	1
H3519	H1926	1
H1926	H4438	1
H4438	H3605	1
H4438	H5769	1
H7522	H3372	1
H7227	H3581	1
H1121	H6158	1
H1369	H5483	1
H7785	H0376	1
H1280	H8179	1
H6440	H7136	1
H3605	H4397	1
H3605	H3556	1
H3556	H0216	1
H3605	H3816	1
H5971	H7138	1
H6951	H2623	1
H7318	H0413	1
H3525	H1270	1
H7549	H5797	1
H7230	H1433	1
H8629	H7782	1
H7651	H6629	1
H0505	H6629	1
H0505	H1581	1
H5676	H4057	1
H0702	H1004	1
H6438	H1004	1
H8432	H0665	1
H7651	H3915	1
H3650	H3117	1
H4557	H3392	1
H0779	H3117	1
H3556	H5399	1
H1817	H0990	1
H3289	H0776	1
H3019	H3581	1
H6440	H3899	1
H2232	H5999	1
H5397	H0433	1
H7581	H0745	1
H6963	H7826	1
H8127	H3715	1
H1097	H2964	1
H1121	H3833	1
H8185	H1320	1
H7931	H1004	1
H7931	H2563	1
H1004	H2563	1
H6440	H6211	1
H1097	H7760	1
H1121	H7565	1
H4284	H6175	1
H6098	H6617	1
H8337	H6869	1
H0068	H7704	1
H1097	H4417	1
H7388	H2495	1
H1739	H3899	1
H0561	H6918	1
H3581	H0068	1
H0650	H5158	1
H0734	H1870	1
H3027	H6184	1
H0561	H3476	1
H0561	H2976	1
H3392	H7723	1
H3915	H5999	1
H1487	H6083	1
H0657	H8615	1
H6862	H7307	1
H5341	H0120	1
H3027	H6588	1
H5115	H6664	1
H2714	H0001	1
H6440	H2682	1
H3605	H2682	1
H0734	H7911	1
H0734	H0413	1
H3605	H7911	1
H7911	H0413	1
H1004	H5908	1
H1004	H0068	1
H4885	H1870	1
H2450	H3824	1
H1157	H3556	1
H1116	H3220	1
H2315	H8487	1
H0369	H2714	1
H4532	H5355	1
H5869	H1320	1
H3117	H0376	1
H3117	H1397	1
H7649	H7036	1
H0776	H5891	1
H0652	H6757	1
H2714	H0433	1
H5869	H7563	1
H4646	H5315	1
H6248	H7600	1
H4571	H7272	1
H7264	H0413	1
H7307	H1320	1
H1320	H0376	1
H4148	H4428	1
H2940	H2205	1
H4206	H0650	1
H3820	H7218	1
H3820	H0776	1
H7218	H0776	1
H2950	H8267	1
H7495	H0457	1
H7379	H8193	1
H4912	H0665	1
H1355	H2563	1
H8330	H7272	1
H7116	H3117	1
H7649	H7267	1
H7381	H4325	1
H1115	H8064	1
H3117	H6635	1
H8615	H0376	1
H1847	H7307	1
H3956	H6175	1
H3117	H7563	1
H5672	H1355	1
H5672	H4043	1
H1355	H4043	1
H5713	H2610	1
H0168	H7810	1
H5162	H5999	1
H1697	H7307	1
H5205	H8193	1
H6440	H6556	1
H8141	H4557	1
H2889	H3027	1
H4180	H3824	1
H0216	H7563	1
H7632	H0784	1
H6806	H0205	1
H0905	H5785	1
H1060	H4194	1
H4428	H1091	1
H4908	H5767	1
H3605	H4962	1
H3605	H5475	1
H4962	H5475	1
H5785	H8127	1
H3027	H0433	1
H5842	H5777	1
H8330	H1697	1
H5771	H2719	1
H4148	H3639	1
H7445	H7563	1
H8057	H2610	1
H8432	H2441	1
H4846	H6620	1
H3956	H0660	1
H5104	H5158	1
H5104	H1706	1
H5104	H2529	1
H5158	H1706	1
H5158	H2529	1
H2428	H8545	1
H3605	H6001	1
H3027	H6001	1
H3605	H2822	1
H2981	H1004	1
H5159	H0561	1
H7626	H0433	1
H6963	H5748	1
H6106	H8537	1
H4221	H6106	1
H1004	H5081	1
H0168	H4908	1
H4908	H7563	1
H7263	H5158	1
H0899	H6174	1
H0376	H2220	1
H2220	H3490	1
H7218	H3556	1
H2329	H8064	1
H0734	H5769	1
H4962	H0205	1
H6697	H5158	1
H3701	H8443	1
H7807	H5869	1
H1252	H3709	1
H4687	H8193	1
H2543	H3490	1
H7794	H0490	1
H2230	H2022	1
H1097	H4268	1
H5315	H2491	1
H4775	H0216	1
H5869	H5003	1
H1091	H6757	1
H1870	H3754	1
H7218	H7641	1
H8478	H4325	1
H8478	H7931	1
H6440	H3678	1
H8503	H0216	1
H5982	H8064	1
H7098	H1870	1
H8102	H1697	1
H7482	H1369	1
H7307	H0433	1
H3027	H0413	1
H5159	H6184	1
H3605	H8503	1
H0068	H0652	1
H0068	H6757	1
H4725	H5601	1
H6083	H2091	1
H5869	H0345	1
H3627	H6337	1
H4902	H2451	1
H5869	H2416	1
H3392	H6924	1
H3117	H2779	1
H6389	H8081	1
H6963	H5057	1
H1293	H0006	1
H3820	H0490	1
H3611	H6629	1
H6178	H5158	1
H2715	H6083	1
H2715	H3710	1
H1121	H5036	1
H1121	H1097	1
H1121	H8034	1
H1097	H8034	1
H0734	H0343	1
H6310	H3801	1
H1004	H4150	1
H7186	H3117	1
H2506	H0433	1
H6607	H7453	1
H4941	H0519	1
H2656	H1800	1
H5869	H0490	1
H1488	H3532	1
H0343	H0413	1
H6365	H8130	1
H4962	H0168	1
H0938	H4940	1
H4557	H6806	1
H7307	H0990	1
H3476	H3820	1
H1847	H8193	1
H7307	H0413	1
H0241	H0376	1
H3978	H8378	1
H0376	H7562	1
H6467	H0120	1
H0734	H0376	1
H8130	H4941	1
H4725	H7200	1
H6818	H1800	1
H6818	H6041	1
H4170	H5971	1
H2220	H7227	1
H6440	H1347	1
H6440	H7451	1
H1347	H7451	1
H8549	H1844	1
H3581	H3820	1
H2256	H6040	1
H2610	H3820	1
H6310	H6862	1
H5184	H7979	1
H7230	H3724	1
H3605	H3981	1
H3981	H3581	1
H4666	H5645	1
H8663	H5521	1
H8330	H3220	1
H7267	H6963	1
H6963	H1347	1
H1653	H5797	1
H4306	H5797	1
H0376	H4639	1
H5397	H0413	1
H7341	H4325	1
H6051	H0216	1
H0216	H6051	1
H4657	H5645	1
H8549	H1843	1
H7690	H3581	1
H7230	H6666	1
H0068	H6438	1
H3556	H1242	1
H1347	H1530	1
H2563	H2368	1
H2220	H7311	1
H5033	H3220	1
H2714	H8415	1
H8179	H6757	1
H7338	H0776	1
H5410	H1004	1
H0214	H7950	1
H0214	H1259	1
H6256	H6862	1
H4161	H1877	1
H0096	H2919	1
H3713	H8064	1
H1097	H0400	1
H6256	H3278	1
H6256	H5553	1
H3205	H3278	1
H3205	H5553	1
H3278	H5553	1
H4149	H6171	1
H1995	H7151	1
H8663	H5065	1
H3605	H3387	1
H3851	H2595	1
H3851	H3591	1
H1767	H7782	1
H7482	H8269	1
H7482	H8643	1
H5678	H0639	1
H8306	H0990	1
H1517	H6343	1
H0650	H5154	1
H4300	H1270	1
H7225	H0413	1
H1870	H0413	1
H5643	H7070	1
H5643	H1207	1
H6767	H1709	1
H1697	H1369	1
H2433	H6187	1
H6440	H3830	1
H3718	H7449	1
H1817	H6440	1
H5439	H8127	1
H0650	H4043	1
H3590	H0784	1
H4651	H1320	1
H6086	H7539	1
H1121	H7198	1
H7494	H3591	1
H1097	H2844	1
H3605	H7830	1
H8147	H7453	1
H3605	H0269	1
H0561	H0998	1
H7225	H1847	1
H5869	H3671	1
H1167	H3671	1
H7218	H1993	1
H6529	H1870	1
H7962	H3686	1
H6343	H7462	1
H1980	H8537	1
H1870	H2623	1
H4570	H2896	1
H0734	H3476	1
H1870	H2822	1
H8419	H7451	1
H5504	H3701	1
H1870	H5278	1
H3605	H5410	1
H6440	H0517	1
H1870	H2451	1
H4570	H3476	1
H0734	H7563	1
H3899	H7562	1
H3196	H2555	1
H0216	H5051	1
H3559	H3117	1
H8432	H3824	1
H3605	H4929	1
H8444	H2416	1
H3891	H8193	1
H4570	H7272	1
H8193	H2114	1
H2719	H6310	1
H1004	H5237	1
H8432	H0875	1
H0365	H0158	1
H3280	H2580	1
H2436	H5237	1
H0369	H4148	1
H7230	H0200	1
H3709	H7453	1
H3027	H3353	1
H0120	H1100	1
H8441	H5315	1
H0802	H7451	1
H2513	H3956	1
H2534	H1397	1
H6440	H3724	1
H3605	H3724	1
H2474	H1004	1
H0380	H3915	1
H0380	H0653	1
H7896	H2181	1
H5341	H3820	1
H3117	H3677	1
H7230	H3948	1
H2506	H8193	1
H3605	H2026	1
H2315	H4194	1
H7218	H4791	1
H1004	H5410	1
H6310	H7176	1
H3996	H6607	1
H4669	H8193	1
H8441	H8193	1
H4672	H1847	1
H1847	H4209	1
H8130	H7451	1
H6310	H8419	1
H8432	H5410	1
H8432	H4941	1
H5410	H4941	1
H6924	H4659	1
H6924	H0776	1
H0369	H8415	1
H0369	H4599	1
H0369	H3513	1
H3513	H4325	1
H7218	H6083	1
H7218	H8398	1
H6083	H8398	1
H5869	H8415	1
H8398	H0776	1
H4201	H6607	1
H1610	H4791	1
H1610	H7176	1
H1870	H0998	1
H8462	H2451	1
H0802	H3687	1
H3899	H5643	1
H8424	H0517	1
H1942	H7563	1
H3709	H7423	1
H8034	H7563	1
H1460	H2637	1
H1460	H3820	1
H4288	H1800	1
H6468	H6662	1
H8104	H4148	1
H2820	H8193	1
H3956	H6662	1
H3820	H7563	1
H3247	H5769	1
H8141	H7563	1
H8431	H6662	1
H3956	H8419	1
H8538	H3477	1
H6666	H8549	1
H6666	H3477	1
H2898	H6662	1
H1293	H3477	1
H0539	H7307	1
H7230	H3289	1
H0802	H2580	1
H6468	H8267	1
H7938	H0571	1
H3651	H6666	1
H2233	H6662	1
H0639	H2386	1
H5493	H2940	1
H5315	H1293	1
H7218	H7666	1
H6529	H6662	1
H3947	H5315	1
H4284	H6662	1
H1697	H7563	1
H6310	H3477	1
H6310	H7922	1
H6588	H8193	1
H1576	H0120	1
H1870	H0191	1
H8193	H0571	1
H3289	H7965	1
H6213	H0530	1
H1870	H5410	1
H5315	H2743	1
H3724	H0376	1
H0216	H6662	1
H3372	H4687	1
H8451	H2450	1
H3605	H6175	1
H8441	H3686	1
H2428	H2398	1
H7230	H0400	1
H5216	H7326	1
H7648	H5315	1
H0990	H7563	1
H2450	H0802	1
H2415	H1346	1
H0369	H0505	1
H0018	H1247	1
H3581	H7794	1
H2451	H6175	1
H4786	H5315	1
H0168	H3477	1
H5253	H3820	1
H7116	H0639	1
H6440	H2896	1
H8179	H6662	1
H0157	H6223	1
H3605	H6089	1
H4009	H5797	1
H7230	H5971	1
H1927	H4428	1
H0657	H3816	1
H7227	H8394	1
H7116	H7307	1
H2416	H1320	1
H3820	H4832	1
H7538	H6106	1
H7130	H3686	1
H2617	H3816	1
H1697	H6089	1
H4832	H3956	1
H8605	H3477	1
H5800	H0734	1
H3605	H6041	1
H3117	H6041	1
H0737	H3417	1
H0734	H3477	1
H0369	H5475	1
H4617	H6310	1
H1004	H1343	1
H1366	H0490	1
H8605	H6662	1
H3974	H5869	1
H7130	H2450	1
H4148	H2451	1
H4633	H3820	1
H4617	H3956	1
H8193	H4428	1
H3976	H4941	1
H3605	H3599	1
H0068	H3599	1
H8441	H4428	1
H8193	H6664	1
H4397	H4194	1
H0216	H4428	1
H5645	H4456	1
H4546	H3477	1
H6440	H3783	1
H1363	H7307	1
H7922	H1167	1
H6687	H1706	1
H5315	H6001	1
H0376	H8419	1
H1870	H6666	1
H3920	H5892	1
H2077	H7379	1
H8193	H0205	1
H3956	H1942	1
H8597	H1121	1
H8193	H3499	1
H0068	H2580	1
H3820	H0369	1
H0001	H5036	1
H5869	H3686	1
H3368	H7307	1
H3605	H8454	1
H4726	H2451	1
H4170	H5315	1
H1167	H4889	1
H0241	H2450	1
H4976	H0120	1
H1280	H0759	1
H8393	H8193	1
H3027	H3956	1
H6141	H8193	1
H0200	H0120	1
H0376	H4976	1
H3605	H7326	1
H0251	H7326	1
H7922	H0120	1
H2197	H4428	1
H4080	H0802	1
H5315	H7423	1
H0959	H1870	1
H1419	H2534	1
H8378	H0120	1
H0376	H3577	1
H5707	H1100	1
H0367	H4428	1
H3605	H0191	1
H0835	H1121	1
