# BHSA clause-level dependency (candidate #6, never built before 2026-08-15): dependent_ref depends on mother_ref via `rela`. Discourse structure, not a word-pair signal -- see build_hierarchy_relations.py.
dependent_ref	mother_ref	rela
Exodus 39:10	Exodus 39:10	Attr
Exodus 39:13	Exodus 39:10	Attr
Exodus 39:14	Exodus 39:14	Resu
Exodus 39:14	Exodus 39:14	Coor
Exodus 39:19	Exodus 39:19	Attr
Exodus 39:21	Exodus 39:21	Adju
Exodus 39:21	Exodus 39:21	Adju
Exodus 39:24	Exodus 39:24	Attr
Exodus 39:26	Exodus 39:25	Adju
Exodus 39:26	Exodus 39:25	Adju
Exodus 39:29	Exodus 39:27	Adju
Exodus 39:31	Exodus 39:31	Adju
Exodus 39:31	Exodus 39:30	Adju
Exodus 39:32	Exodus 39:32	RgRc
Exodus 39:39	Exodus 39:39	Attr
Exodus 39:41	Exodus 39:41	Spec
Exodus 39:41	Exodus 39:41	Spec
Exodus 39:42	Exodus 39:42	RgRc
Exodus 39:42	Exodus 39:42	Resu
Exodus 39:43	Exodus 39:43	Resu
Exodus 40:1	Exodus 40:1	Adju
Exodus 40:9	Exodus 40:9	RgRc
Exodus 40:15	Exodus 40:15	Adju
Exodus 40:15	Exodus 40:15	Adju
Exodus 40:16	Exodus 40:16	RgRc
Exodus 40:16	Exodus 40:16	Resu
Exodus 40:19	Exodus 40:19	Adju
Exodus 40:21	Exodus 40:21	Adju
Exodus 40:23	Exodus 40:23	Adju
Exodus 40:25	Exodus 40:25	Adju
Exodus 40:27	Exodus 40:27	Adju
Exodus 40:29	Exodus 40:29	Adju
Exodus 40:30	Exodus 40:30	Adju
Exodus 40:32	Exodus 40:32	Adju
Exodus 40:32	Exodus 40:32	Coor
Exodus 40:32	Exodus 40:32	Adju
Exodus 40:35	Exodus 40:35	Cmpl
Exodus 40:36	Exodus 40:36	Adju
Exodus 40:37	Exodus 40:37	RgRc
Leviticus 1:1	Leviticus 1:1	Adju
Leviticus 1:2	Leviticus 1:2	Resu
Leviticus 1:3	Leviticus 1:3	Resu
Leviticus 1:4	Leviticus 1:4	Adju
Leviticus 1:5	Leviticus 1:5	Attr
Leviticus 1:8	Leviticus 1:8	Attr
Leviticus 1:8	Leviticus 1:8	Attr
Leviticus 1:9	Leviticus 1:9	Attr
Leviticus 1:10	Leviticus 1:10	Resu
Leviticus 1:12	Leviticus 1:12	Attr
Leviticus 1:12	Leviticus 1:12	Attr
Leviticus 1:13	Leviticus 1:13	Attr
Leviticus 1:17	Leviticus 1:17	Attr
Leviticus 1:17	Leviticus 1:17	Attr
Leviticus 2:1	Leviticus 2:1	Resu
Leviticus 2:1	Leviticus 2:1	Coor
Leviticus 2:2	Leviticus 2:2	Attr
Leviticus 2:4	Leviticus 2:4	Attr
Leviticus 2:4	Leviticus 2:4	Coor
Leviticus 2:4	Leviticus 2:4	Coor
Leviticus 2:4	Leviticus 2:4	Attr
Leviticus 2:5	Leviticus 2:5	Attr
Leviticus 2:8	Leviticus 2:8	Attr
Leviticus 2:9	Leviticus 2:9	Attr
Leviticus 2:11	Leviticus 2:11	Attr
Leviticus 2:11	Leviticus 2:11	Resu
Leviticus 2:12	Leviticus 2:12	Resu
Leviticus 2:14	Leviticus 2:14	Attr
Leviticus 2:16	Leviticus 2:16	Attr
Leviticus 3:3	Leviticus 3:3	Attr
Leviticus 3:3	Leviticus 3:3	Attr
Leviticus 3:4	Leviticus 3:4	Attr
Leviticus 3:4	Leviticus 3:4	Attr
Leviticus 3:4	Leviticus 3:4	Resu
Leviticus 3:5	Leviticus 3:5	Attr
Leviticus 3:5	Leviticus 3:5	Attr
Leviticus 3:9	Leviticus 3:9	Attr
Leviticus 3:9	Leviticus 3:9	Attr
Leviticus 3:9	Leviticus 3:9	Attr
Leviticus 3:10	Leviticus 3:10	Attr
Leviticus 3:10	Leviticus 3:10	Attr
Leviticus 3:10	Leviticus 3:10	Resu
Leviticus 3:14	Leviticus 3:14	Attr
Leviticus 3:14	Leviticus 3:14	Attr
Leviticus 3:15	Leviticus 3:15	Attr
Leviticus 3:15	Leviticus 3:14	Attr
Leviticus 3:15	Leviticus 3:15	Resu
Leviticus 3:17	Leviticus 3:17	Subj
Leviticus 4:1	Leviticus 4:1	Adju
Leviticus 4:2	Leviticus 4:2	Adju
Leviticus 4:2	Leviticus 4:2	Resu
Leviticus 4:2	Leviticus 4:2	Attr
Leviticus 4:2	Leviticus 4:2	Coor
Leviticus 4:3	Leviticus 4:3	Adju
Leviticus 4:3	Leviticus 4:3	Attr
Leviticus 4:7	Leviticus 4:7	Attr
Leviticus 4:7	Leviticus 4:7	Attr
Leviticus 4:8	Leviticus 4:8	Attr
Leviticus 4:8	Leviticus 4:8	Attr
Leviticus 4:9	Leviticus 4:9	Attr
Leviticus 4:9	Leviticus 4:9	Attr
Leviticus 4:9	Leviticus 4:9	Resu
Leviticus 4:10	Leviticus 4:9	Adju
Leviticus 4:13	Leviticus 4:13	Attr
Leviticus 4:14	Leviticus 4:14	Attr
Leviticus 4:18	Leviticus 4:18	Attr
Leviticus 4:18	Leviticus 4:18	Attr
Leviticus 4:18	Leviticus 4:18	Attr
Leviticus 4:20	Leviticus 4:20	Adju
Leviticus 4:21	Leviticus 4:21	Adju
Leviticus 4:22	Leviticus 4:22	Attr
Leviticus 4:23	Leviticus 4:23	Attr
Leviticus 4:24	Leviticus 4:24	RgRc
Leviticus 4:27	Leviticus 4:27	Adju
Leviticus 4:27	Leviticus 4:27	Attr
Leviticus 4:28	Leviticus 4:28	Attr
Leviticus 4:28	Leviticus 4:28	Attr
Leviticus 4:31	Leviticus 4:31	Adju
Leviticus 4:33	Leviticus 4:33	RgRc
Leviticus 4:35	Leviticus 4:35	Adju
Leviticus 4:35	Leviticus 4:35	Attr
Leviticus 5:1	Leviticus 5:1	Resu
Leviticus 5:1	Leviticus 5:1	Coor
Leviticus 5:1	Leviticus 5:1	Coor
Leviticus 5:1	Leviticus 5:1	Coor
Leviticus 5:1	Leviticus 5:1	Coor
Leviticus 5:2	Leviticus 5:2	Resu
Leviticus 5:2	Leviticus 5:2	Coor
Leviticus 5:3	Leviticus 5:3	Attr
Leviticus 5:4	Leviticus 5:4	Resu
Leviticus 5:4	Leviticus 5:4	Adju
Leviticus 5:4	Leviticus 5:4	Adju
Leviticus 5:4	Leviticus 5:4	Coor
Leviticus 5:4	Leviticus 5:4	RgRc
Leviticus 5:5	Leviticus 5:5	Objc
Leviticus 5:6	Leviticus 5:6	Attr
Leviticus 5:7	Leviticus 5:7	Attr
Leviticus 5:7	Leviticus 5:7	Spec
Leviticus 5:7	Leviticus 5:7	Coor
Leviticus 5:8	Leviticus 5:8	Objc
Leviticus 5:9	Leviticus 5:9	Objc
Leviticus 5:10	Leviticus 5:10	Attr
Leviticus 5:11	Leviticus 5:11	Attr
Leviticus 5:13	Leviticus 5:13	Attr
Leviticus 5:14	Leviticus 5:14	Adju
Leviticus 5:15	Leviticus 5:15	Resu
Leviticus 5:15	Leviticus 5:15	Coor
Leviticus 5:15	Leviticus 5:15	Adju
Leviticus 5:16	Leviticus 5:16	Objc
Leviticus 5:17	Leviticus 5:17	Resu
Leviticus 5:17	Leviticus 5:17	Coor
Leviticus 5:17	Leviticus 5:17	Attr
Leviticus 5:17	Leviticus 5:17	Coor
Leviticus 5:18	Leviticus 5:18	Attr
Leviticus 5:18	Leviticus 5:18	Coor
Leviticus 5:20	Leviticus 5:20	Adju
Leviticus 5:21	Leviticus 5:21	Resu
Leviticus 5:21	Leviticus 5:21	Coor
Leviticus 5:22	Leviticus 5:22	RgRc
Leviticus 5:22	Leviticus 5:22	Adju
Leviticus 5:23	Leviticus 5:23	Attr
Leviticus 5:23	Leviticus 5:23	Attr
Leviticus 5:23	Leviticus 5:23	Attr
Leviticus 5:23	Leviticus 5:23	Attr
Leviticus 5:24	Leviticus 5:24	RgRc
Leviticus 5:24	Leviticus 5:24	Cmpl
Leviticus 5:24	Leviticus 5:24	RgRc
Leviticus 5:26	Leviticus 5:26	RgRc
Leviticus 6:1	Leviticus 6:1	Adju
Leviticus 6:2	Leviticus 6:2	Adju
Leviticus 6:2	Leviticus 6:2	Resu
Leviticus 6:3	Leviticus 6:3	Attr
Leviticus 6:8	Leviticus 6:8	Attr
Leviticus 6:9	Leviticus 6:9	Objc
Leviticus 6:10	Leviticus 6:10	Adju
Leviticus 6:11	Leviticus 6:11	RgRc
Leviticus 6:12	Leviticus 6:12	Adju
Leviticus 6:13	Leviticus 6:13	Attr
Leviticus 6:13	Leviticus 6:13	RgRc
Leviticus 6:15	Leviticus 6:15	Attr
Leviticus 6:17	Leviticus 6:17	Adju
Leviticus 6:18	Leviticus 6:18	Adju
Leviticus 6:18	Leviticus 6:18	RgRc
Leviticus 6:19	Leviticus 6:19	Attr
Leviticus 6:20	Leviticus 6:20	RgRc
Leviticus 6:20	Leviticus 6:20	Objc
Leviticus 6:21	Leviticus 6:21	Attr
Leviticus 6:23	Leviticus 6:23	Attr
Leviticus 6:23	Leviticus 6:23	Adju
Leviticus 7:2	Leviticus 7:2	RgRc
Leviticus 7:3	Leviticus 7:3	Attr
Leviticus 7:4	Leviticus 7:4	Attr
Leviticus 7:4	Leviticus 7:3	Attr
Leviticus 7:4	Leviticus 7:4	Resu
Leviticus 7:7	Leviticus 7:7	Attr
Leviticus 7:7	Leviticus 7:7	Resu
Leviticus 7:8	Leviticus 7:8	Attr
Leviticus 7:8	Leviticus 7:8	Resu
Leviticus 7:8	Leviticus 7:8	Attr
Leviticus 7:9	Leviticus 7:9	Attr
Leviticus 7:9	Leviticus 7:9	RgRc
Leviticus 7:9	Leviticus 7:9	Attr
Leviticus 7:10	Leviticus 7:10	Attr
Leviticus 7:10	Leviticus 7:10	Coor
Leviticus 7:10	Leviticus 7:10	Adju
Leviticus 7:11	Leviticus 7:11	Attr
Leviticus 7:12	Leviticus 7:12	Attr
Leviticus 7:12	Leviticus 7:12	Attr
Leviticus 7:12	Leviticus 7:12	Attr
Leviticus 7:14	Leviticus 7:14	Attr
Leviticus 7:14	Leviticus 7:14	Resu
Leviticus 7:16	Leviticus 7:16	RgRc
Leviticus 7:16	Leviticus 7:16	Resu
Leviticus 7:16	Leviticus 7:16	Subj
Leviticus 7:17	Leviticus 7:17	Subj
Leviticus 7:18	Leviticus 7:18	Subj
Leviticus 7:18	Leviticus 7:18	Attr
Leviticus 7:19	Leviticus 7:19	Attr
Leviticus 7:19	Leviticus 7:19	Resu
Leviticus 7:20	Leviticus 7:20	Resu
Leviticus 7:20	Leviticus 7:20	Attr
Leviticus 7:21	Leviticus 7:21	Resu
Leviticus 7:21	Leviticus 7:21	Coor
Leviticus 7:21	Leviticus 7:21	Attr
Leviticus 7:22	Leviticus 7:22	Adju
Leviticus 7:23	Leviticus 7:23	Adju
Leviticus 7:25	Leviticus 7:25	RgRc
Leviticus 7:25	Leviticus 7:25	Attr
Leviticus 7:25	Leviticus 7:25	Resu
Leviticus 7:25	Leviticus 7:25	Attr
Leviticus 7:27	Leviticus 7:27	Attr
Leviticus 7:27	Leviticus 7:27	Resu
Leviticus 7:28	Leviticus 7:28	Adju
Leviticus 7:29	Leviticus 7:29	Adju
Leviticus 7:29	Leviticus 7:29	Subj
Leviticus 7:30	Leviticus 7:30	Resu
Leviticus 7:30	Leviticus 7:30	Adju
Leviticus 7:33	Leviticus 7:33	Spec
Leviticus 7:33	Leviticus 7:33	Resu
Leviticus 7:35	Leviticus 7:35	RgRc
Leviticus 7:35	Leviticus 7:35	Adju
Leviticus 7:36	Leviticus 7:35	Attr
Leviticus 7:36	Leviticus 7:36	Cmpl
Leviticus 7:36	Leviticus 7:36	RgRc
Leviticus 7:38	Leviticus 7:37	Attr
Leviticus 7:38	Leviticus 7:38	RgRc
Leviticus 7:38	Leviticus 7:38	Cmpl
Leviticus 8:1	Leviticus 8:1	Adju
Leviticus 8:4	Leviticus 8:4	Adju
Leviticus 8:5	Leviticus 8:5	Attr
Leviticus 8:5	Leviticus 8:5	Adju
Leviticus 8:9	Leviticus 8:9	Adju
Leviticus 8:10	Leviticus 8:10	RgRc
Leviticus 8:11	Leviticus 8:11	Adju
Leviticus 8:12	Leviticus 8:12	Adju
Leviticus 8:13	Leviticus 8:13	Adju
Leviticus 8:15	Leviticus 8:15	Adju
Leviticus 8:16	Leviticus 8:16	Attr
Leviticus 8:17	Leviticus 8:17	Adju
Leviticus 8:21	Leviticus 8:21	Adju
Leviticus 8:25	Leviticus 8:25	Attr
Leviticus 8:26	Leviticus 8:26	Attr
Leviticus 8:29	Leviticus 8:29	Adju
Leviticus 8:30	Leviticus 8:30	Attr
Leviticus 8:31	Leviticus 8:31	Attr
Leviticus 8:31	Leviticus 8:31	Adju
Leviticus 8:31	Leviticus 8:31	Adju
Leviticus 8:32	Leviticus 8:32	Objc
Leviticus 8:33	Leviticus 8:33	RgRc
Leviticus 8:34	Leviticus 8:34	Adju
Leviticus 8:34	Leviticus 8:34	Adju
Leviticus 8:34	Leviticus 8:34	Adju
Leviticus 8:36	Leviticus 8:36	Attr
Leviticus 9:3	Leviticus 9:3	Adju
Leviticus 9:4	Leviticus 9:3	Adju
Leviticus 9:4	Leviticus 9:4	Attr
Leviticus 9:5	Leviticus 9:5	Objc
Leviticus 9:6	Leviticus 9:6	Attr
Leviticus 9:6	Leviticus 9:6	Objc
Leviticus 9:6	Leviticus 9:6	Coor
Leviticus 9:7	Leviticus 9:7	Adju
Leviticus 9:8	Leviticus 9:8	Attr
Leviticus 9:10	Leviticus 9:10	Adju
Leviticus 9:15	Leviticus 9:15	Attr
Leviticus 9:18	Leviticus 9:18	Attr
Leviticus 9:21	Leviticus 9:21	Adju
Leviticus 9:22	Leviticus 9:22	Adju
Leviticus 10:1	Leviticus 10:1	Attr
Leviticus 10:3	Leviticus 10:3	PreC
Leviticus 10:3	Leviticus 10:3	Adju
Leviticus 10:5	Leviticus 10:5	Adju
Leviticus 10:6	Leviticus 10:6	Attr
Leviticus 10:8	Leviticus 10:8	Adju
Leviticus 10:9	Leviticus 10:9	Adju
Leviticus 10:10	Leviticus 10:9	Coor
Leviticus 10:11	Leviticus 10:10	Coor
Leviticus 10:11	Leviticus 10:11	Attr
Leviticus 10:12	Leviticus 10:12	Attr
Leviticus 10:15	Leviticus 10:15	Adju
Leviticus 10:15	Leviticus 10:15	Adju
Leviticus 10:16	Leviticus 10:16	Adju
Leviticus 10:17	Leviticus 10:17	Adju
Leviticus 10:17	Leviticus 10:17	Adju
Leviticus 10:18	Leviticus 10:18	Adju
Leviticus 11:1	Leviticus 11:1	Adju
Leviticus 11:2	Leviticus 11:2	Adju
Leviticus 11:2	Leviticus 11:2	Attr
Leviticus 11:2	Leviticus 11:2	Attr
Leviticus 11:3	Leviticus 11:3	RgRc
Leviticus 11:3	Leviticus 11:3	Coor
Leviticus 11:3	Leviticus 11:3	Coor
Leviticus 11:3	Leviticus 11:3	Resu
Leviticus 11:9	Leviticus 11:9	RgRc
Leviticus 11:9	Leviticus 11:9	RgRc
Leviticus 11:9	Leviticus 11:9	Resu
Leviticus 11:10	Leviticus 11:10	RgRc
Leviticus 11:10	Leviticus 11:10	Attr
Leviticus 11:10	Leviticus 11:10	Resu
Leviticus 11:12	Leviticus 11:12	RgRc
Leviticus 11:12	Leviticus 11:12	Resu
Leviticus 11:20	Leviticus 11:20	Attr
Leviticus 11:20	Leviticus 11:20	Resu
Leviticus 11:21	Leviticus 11:21	Attr
Leviticus 11:21	Leviticus 11:21	Attr
Leviticus 11:21	Leviticus 11:21	Adju
Leviticus 11:23	Leviticus 11:23	Attr
Leviticus 11:23	Leviticus 11:23	Resu
Leviticus 11:24	Leviticus 11:24	RgRc
Leviticus 11:25	Leviticus 11:25	RgRc
Leviticus 11:26	Leviticus 11:26	Attr
Leviticus 11:26	Leviticus 11:26	Coor
Leviticus 11:26	Leviticus 11:26	Coor
Leviticus 11:26	Leviticus 11:26	Resu
Leviticus 11:26	Leviticus 11:26	RgRc
Leviticus 11:27	Leviticus 11:27	RgRc
Leviticus 11:27	Leviticus 11:27	Attr
Leviticus 11:27	Leviticus 11:27	Resu
Leviticus 11:27	Leviticus 11:27	RgRc
Leviticus 11:28	Leviticus 11:28	Subj
Leviticus 11:29	Leviticus 11:29	Attr
Leviticus 11:31	Leviticus 11:31	RgRc
Leviticus 11:32	Leviticus 11:32	RgRc
Leviticus 11:32	Leviticus 11:32	Attr
Leviticus 11:33	Leviticus 11:33	Attr
Leviticus 11:33	Leviticus 11:33	Resu
Leviticus 11:33	Leviticus 11:33	RgRc
Leviticus 11:34	Leviticus 11:34	Attr
Leviticus 11:34	Leviticus 11:34	Attr
Leviticus 11:34	Leviticus 11:34	Attr
Leviticus 11:35	Leviticus 11:35	RgRc
Leviticus 11:36	Leviticus 11:36	Subj
Leviticus 11:37	Leviticus 11:37	Attr
Leviticus 11:39	Leviticus 11:39	Attr
Leviticus 11:39	Leviticus 11:39	Subj
Leviticus 11:40	Leviticus 11:40	Subj
Leviticus 11:40	Leviticus 11:40	Subj
Leviticus 11:41	Leviticus 11:41	Attr
Leviticus 11:41	Leviticus 11:41	Resu
Leviticus 11:42	Leviticus 11:42	RgRc
Leviticus 11:42	Leviticus 11:42	RgRc
Leviticus 11:42	Leviticus 11:42	RgRc
Leviticus 11:42	Leviticus 11:42	Attr
Leviticus 11:42	Leviticus 11:42	Resu
Leviticus 11:43	Leviticus 11:43	Attr
Leviticus 11:44	Leviticus 11:44	Attr
Leviticus 11:45	Leviticus 11:45	Attr
Leviticus 11:45	Leviticus 11:45	Adju
Leviticus 11:46	Leviticus 11:46	Attr
Leviticus 11:46	Leviticus 11:46	Attr
Leviticus 11:47	Leviticus 11:46	Adju
Leviticus 11:47	Leviticus 11:47	Attr
Leviticus 11:47	Leviticus 11:47	Attr
Leviticus 12:1	Leviticus 12:1	Adju
Leviticus 12:2	Leviticus 12:2	Adju
Leviticus 12:2	Leviticus 12:2	Resu
Leviticus 12:2	Leviticus 12:2	Coor
Leviticus 12:4	Leviticus 12:4	Adju
Leviticus 12:6	Leviticus 12:6	Adju
Leviticus 12:7	Leviticus 12:7	RgRc
Leviticus 13:1	Leviticus 13:1	Adju
Leviticus 13:2	Leviticus 13:2	Resu
Leviticus 13:2	Leviticus 13:2	Coor
Leviticus 13:7	Leviticus 13:7	Adju
Leviticus 13:9	Leviticus 13:9	Resu
Leviticus 13:9	Leviticus 13:9	Coor
Leviticus 13:12	Leviticus 13:12	Coor
Leviticus 13:14	Leviticus 13:14	RgRc
Leviticus 13:15	Leviticus 13:15	Resu
Leviticus 13:15	Leviticus 13:15	Coor
Leviticus 13:18	Leviticus 13:18	Resu
Leviticus 13:18	Leviticus 13:18	Coor
Leviticus 13:24	Leviticus 13:24	Resu
Leviticus 13:24	Leviticus 13:24	Coor
Leviticus 13:29	Leviticus 13:29	Resu
Leviticus 13:34	Leviticus 13:34	Resu
Leviticus 13:38	Leviticus 13:38	Resu
Leviticus 13:40	Leviticus 13:40	Resu
Leviticus 13:43	Leviticus 13:43	Adju
Leviticus 13:45	Leviticus 13:45	Attr
Leviticus 13:45	Leviticus 13:45	Resu
Leviticus 13:45	Leviticus 13:45	Coor
Leviticus 13:45	Leviticus 13:45	Objc
Leviticus 13:46	Leviticus 13:46	RgRc
Leviticus 13:47	Leviticus 13:47	Resu
Leviticus 13:47	Leviticus 13:47	Coor
Leviticus 13:48	Leviticus 13:47	Coor
Leviticus 13:51	Leviticus 13:51	RgRc
Leviticus 13:52	Leviticus 13:52	Attr
Leviticus 13:54	Leviticus 13:54	Objc
Leviticus 13:55	Leviticus 13:55	Adju
Leviticus 13:56	Leviticus 13:56	Adju
Leviticus 13:57	Leviticus 13:57	Objc
Leviticus 13:58	Leviticus 13:58	Attr
Leviticus 13:58	Leviticus 13:58	Resu
Leviticus 13:59	Leviticus 13:59	Adju
Leviticus 13:59	Leviticus 13:59	Coor
Leviticus 14:1	Leviticus 14:1	Adju
Leviticus 14:6	Leviticus 14:6	Resu
Leviticus 14:6	Leviticus 14:6	Attr
Leviticus 14:7	Leviticus 14:7	Cmpl
Leviticus 14:10	Leviticus 14:10	Attr
Leviticus 14:13	Leviticus 14:13	RgRc
Leviticus 14:16	Leviticus 14:16	Attr
Leviticus 14:17	Leviticus 14:17	Attr
Leviticus 14:18	Leviticus 14:18	Objc
Leviticus 14:18	Leviticus 14:18	Attr
Leviticus 14:19	Leviticus 14:19	Adju
Leviticus 14:21	Leviticus 14:21	Adju
Leviticus 14:21	Leviticus 14:21	Attr
Leviticus 14:22	Leviticus 14:22	Attr
Leviticus 14:27	Leviticus 14:27	Attr
Leviticus 14:28	Leviticus 14:28	Attr
Leviticus 14:29	Leviticus 14:29	Objc
Leviticus 14:29	Leviticus 14:29	Attr
Leviticus 14:29	Leviticus 14:29	Adju
Leviticus 14:30	Leviticus 14:30	Adju
Leviticus 14:31	Leviticus 14:30	Objc
Leviticus 14:31	Leviticus 14:31	Coor
Leviticus 14:31	Leviticus 14:31	Coor
Leviticus 14:32	Leviticus 14:32	RgRc
Leviticus 14:32	Leviticus 14:32	Attr
Leviticus 14:33	Leviticus 14:33	Adju
Leviticus 14:34	Leviticus 14:34	Attr
Leviticus 14:35	Leviticus 14:35	Subj
Leviticus 14:35	Leviticus 14:35	Adju
Leviticus 14:36	Leviticus 14:36	Adju
Leviticus 14:36	Leviticus 14:36	RgRc
Leviticus 14:36	Leviticus 14:36	Adju
Leviticus 14:40	Leviticus 14:40	Attr
Leviticus 14:41	Leviticus 14:41	Attr
Leviticus 14:43	Leviticus 14:43	Adju
Leviticus 14:43	Leviticus 14:43	Coor
Leviticus 14:43	Leviticus 14:43	Coor
Leviticus 14:46	Leviticus 14:46	Subj
Leviticus 14:46	Leviticus 14:46	RgRc
Leviticus 14:47	Leviticus 14:47	Subj
Leviticus 14:47	Leviticus 14:47	Subj
Leviticus 14:48	Leviticus 14:48	Adju
Leviticus 14:49	Leviticus 14:49	Adju
Leviticus 14:57	Leviticus 14:54	Adju
Leviticus 15:1	Leviticus 15:1	Adju
Leviticus 15:2	Leviticus 15:2	Resu
Leviticus 15:4	Leviticus 15:4	Attr
Leviticus 15:4	Leviticus 15:4	Attr
Leviticus 15:5	Leviticus 15:5	Attr
Leviticus 15:6	Leviticus 15:6	Subj
Leviticus 15:6	Leviticus 15:6	Attr
Leviticus 15:7	Leviticus 15:7	Subj
Leviticus 15:9	Leviticus 15:9	Attr
Leviticus 15:10	Leviticus 15:10	RgRc
Leviticus 15:10	Leviticus 15:10	RgRc
Leviticus 15:10	Leviticus 15:10	Subj
Leviticus 15:11	Leviticus 15:11	RgRc
Leviticus 15:11	Leviticus 15:11	Coor
Leviticus 15:11	Leviticus 15:11	Resu
Leviticus 15:11	Leviticus 15:11	Coor
Leviticus 15:12	Leviticus 15:12	Attr
Leviticus 15:16	Leviticus 15:16	Resu
Leviticus 15:16	Leviticus 15:16	Coor
Leviticus 15:17	Leviticus 15:17	Attr
Leviticus 15:17	Leviticus 15:17	Resu
Leviticus 15:17	Leviticus 15:17	Coor
Leviticus 15:18	Leviticus 15:18	Attr
Leviticus 15:18	Leviticus 15:18	Resu
Leviticus 15:18	Leviticus 15:18	Coor
Leviticus 15:19	Leviticus 15:19	Coor
Leviticus 15:19	Leviticus 15:19	Resu
Leviticus 15:19	Leviticus 15:19	RgRc
Leviticus 15:20	Leviticus 15:20	RgRc
Leviticus 15:20	Leviticus 15:20	RgRc
Leviticus 15:21	Leviticus 15:21	RgRc
Leviticus 15:22	Leviticus 15:22	RgRc
Leviticus 15:22	Leviticus 15:22	Attr
Leviticus 15:23	Leviticus 15:23	Coor
Leviticus 15:23	Leviticus 15:23	Attr
Leviticus 15:23	Leviticus 15:23	Adju
Leviticus 15:24	Leviticus 15:24	Attr
Leviticus 15:25	Leviticus 15:25	Coor
Leviticus 15:25	Leviticus 15:25	Resu
Leviticus 15:26	Leviticus 15:26	Attr
Leviticus 15:26	Leviticus 15:26	Attr
Leviticus 15:27	Leviticus 15:27	RgRc
Leviticus 15:31	Leviticus 15:31	Adju
Leviticus 15:31	Leviticus 15:31	Attr
Leviticus 15:32	Leviticus 15:32	Coor
Leviticus 15:32	Leviticus 15:32	Adju
Leviticus 15:33	Leviticus 15:32	Coor
Leviticus 15:33	Leviticus 15:33	Coor
Leviticus 15:33	Leviticus 15:33	Attr
Leviticus 16:1	Leviticus 16:1	Adju
Leviticus 16:1	Leviticus 16:1	Coor
Leviticus 16:2	Leviticus 16:2	Attr
Leviticus 16:6	Leviticus 16:6	Attr
Leviticus 16:9	Leviticus 16:9	Attr
Leviticus 16:10	Leviticus 16:10	Attr
Leviticus 16:10	Leviticus 16:10	Adju
Leviticus 16:10	Leviticus 16:10	Adju
Leviticus 16:11	Leviticus 16:11	Attr
Leviticus 16:11	Leviticus 16:11	Attr
Leviticus 16:13	Leviticus 16:13	Attr
Leviticus 16:15	Leviticus 16:15	Attr
Leviticus 16:15	Leviticus 16:15	Adju
Leviticus 16:16	Leviticus 16:16	Attr
Leviticus 16:17	Leviticus 16:17	Adju
Leviticus 16:17	Leviticus 16:17	Adju
Leviticus 16:17	Leviticus 16:17	Coor
Leviticus 16:18	Leviticus 16:18	Attr
Leviticus 16:20	Leviticus 16:20	Adju
Leviticus 16:23	Leviticus 16:23	Attr
Leviticus 16:23	Leviticus 16:23	Adju
Leviticus 16:26	Leviticus 16:26	Subj
Leviticus 16:27	Leviticus 16:27	Attr
Leviticus 16:27	Leviticus 16:27	Adju
Leviticus 16:28	Leviticus 16:28	Subj
Leviticus 16:29	Leviticus 16:29	Attr
Leviticus 16:30	Leviticus 16:30	Adju
Leviticus 16:31	Leviticus 16:31	Coor
Leviticus 16:32	Leviticus 16:32	Attr
Leviticus 16:32	Leviticus 16:32	Coor
Leviticus 16:32	Leviticus 16:32	Adju
Leviticus 16:34	Leviticus 16:34	Adju
Leviticus 16:34	Leviticus 16:34	Adju
Leviticus 17:1	Leviticus 17:1	Adju
Leviticus 17:2	Leviticus 17:2	Attr
Leviticus 17:2	Leviticus 17:2	Adju
Leviticus 17:3	Leviticus 17:3	Attr
Leviticus 17:3	Leviticus 17:3	Coor
Leviticus 17:4	Leviticus 17:3	Coor
Leviticus 17:4	Leviticus 17:4	Adju
Leviticus 17:4	Leviticus 17:3	Resu
Leviticus 17:5	Leviticus 17:4	Adju
Leviticus 17:5	Leviticus 17:5	Attr
Leviticus 17:5	Leviticus 17:5	Coor
Leviticus 17:5	Leviticus 17:5	Coor
Leviticus 17:7	Leviticus 17:7	Attr
Leviticus 17:8	Leviticus 17:8	Attr
Leviticus 17:8	Leviticus 17:8	Attr
Leviticus 17:9	Leviticus 17:8	Coor
Leviticus 17:9	Leviticus 17:9	Adju
Leviticus 17:9	Leviticus 17:8	Resu
Leviticus 17:10	Leviticus 17:10	Attr
Leviticus 17:10	Leviticus 17:10	Attr
Leviticus 17:10	Leviticus 17:10	Resu
Leviticus 17:10	Leviticus 17:10	Attr
Leviticus 17:10	Leviticus 17:10	Coor
Leviticus 17:11	Leviticus 17:11	Resu
Leviticus 17:11	Leviticus 17:11	Coor
Leviticus 17:11	Leviticus 17:11	Adju
Leviticus 17:11	Leviticus 17:11	Resu
Leviticus 17:12	Leviticus 17:12	Attr
Leviticus 17:13	Leviticus 17:13	Attr
Leviticus 17:13	Leviticus 17:13	Attr
Leviticus 17:13	Leviticus 17:13	Attr
Leviticus 17:13	Leviticus 17:13	Resu
Leviticus 17:13	Leviticus 17:13	Coor
Leviticus 17:14	Leviticus 17:14	Resu
Leviticus 17:14	Leviticus 17:14	Resu
Leviticus 17:14	Leviticus 17:14	Resu
Leviticus 17:14	Leviticus 17:14	RgRc
Leviticus 17:15	Leviticus 17:15	Attr
