# BHSA clause-level dependency (candidate #6, never built before 2026-08-15): dependent_ref depends on mother_ref via `rela`. Discourse structure, not a word-pair signal -- see build_hierarchy_relations.py.
dependent_ref	mother_ref	rela
Psalms 89:47	Psalms 89:47	Coor
Psalms 89:48	Psalms 89:48	Objc
Psalms 89:49	Psalms 89:49	Attr
Psalms 89:49	Psalms 89:49	Coor
Psalms 89:49	Psalms 89:49	Coor
Psalms 89:50	Psalms 89:50	Attr
Psalms 89:51	Psalms 89:51	Coor
Psalms 89:52	Psalms 89:51	Attr
Psalms 89:52	Psalms 89:52	Coor
Psalms 90:1	Psalms 90:1	ReVo
Psalms 90:2	Psalms 90:2	Coor
Psalms 90:4	Psalms 90:4	Coor
Psalms 90:5	Psalms 90:5	Coor
Psalms 90:5	Psalms 90:5	Attr
Psalms 90:7	Psalms 90:7	Coor
Psalms 90:8	Psalms 90:7	Coor
Psalms 90:8	Psalms 90:8	Coor
Psalms 90:9	Psalms 90:9	Coor
Psalms 90:10	Psalms 90:9	Coor
Psalms 90:10	Psalms 90:10	Resu
Psalms 90:10	Psalms 90:10	Coor
Psalms 90:10	Psalms 90:10	Coor
Psalms 90:10	Psalms 90:10	Coor
Psalms 90:12	Psalms 90:12	Cmpl
Psalms 90:15	Psalms 90:15	RgRc
Psalms 90:15	Psalms 90:15	RgRc
Psalms 90:17	Psalms 90:17	Resu
Psalms 91:1	Psalms 91:1	Subj
Psalms 91:4	Psalms 91:3	Coor
Psalms 91:4	Psalms 91:4	Coor
Psalms 91:4	Psalms 91:4	Coor
Psalms 91:5	Psalms 91:5	Attr
Psalms 91:6	Psalms 91:6	Attr
Psalms 91:6	Psalms 91:6	Attr
Psalms 91:11	Psalms 91:11	Cmpl
Psalms 91:12	Psalms 91:11	Coor
Psalms 91:12	Psalms 91:12	Coor
Psalms 92:2	Psalms 92:2	Subj
Psalms 92:2	Psalms 92:2	Coor
Psalms 92:3	Psalms 92:2	Coor
Psalms 92:5	Psalms 92:5	Coor
Psalms 92:8	Psalms 92:7	Adju
Psalms 92:8	Psalms 92:8	Coor
Psalms 92:8	Psalms 92:8	Adju
Psalms 92:10	Psalms 92:10	Resu
Psalms 92:10	Psalms 92:10	Coor
Psalms 92:12	Psalms 92:12	Cmpl
Psalms 92:12	Psalms 92:12	Coor
Psalms 92:16	Psalms 92:13	Adju
Psalms 92:16	Psalms 92:16	Objc
Psalms 92:16	Psalms 92:16	Coor
Psalms 94:1	Psalms 94:1	Coor
Psalms 94:1	Psalms 94:1	Coor
Psalms 94:1	Psalms 94:1	ReVo
Psalms 94:3	Psalms 94:3	Resu
Psalms 94:4	Psalms 94:3	Coor
Psalms 94:4	Psalms 94:4	Coor
Psalms 94:4	Psalms 94:4	Coor
Psalms 94:9	Psalms 94:9	Resu
Psalms 94:9	Psalms 94:9	Resu
Psalms 94:10	Psalms 94:10	Resu
Psalms 94:10	Psalms 94:10	Attr
Psalms 94:12	Psalms 94:12	Attr
Psalms 94:12	Psalms 94:12	Coor
Psalms 94:13	Psalms 94:12	Adju
Psalms 94:13	Psalms 94:12	Coor
Psalms 94:14	Psalms 94:14	Coor
Psalms 94:20	Psalms 94:20	Attr
Psalms 94:21	Psalms 94:20	Attr
Psalms 94:21	Psalms 94:21	Coor
Psalms 95:3	Psalms 95:3	Coor
Psalms 95:4	Psalms 95:3	Attr
Psalms 95:4	Psalms 95:4	Coor
Psalms 95:5	Psalms 95:3	Attr
Psalms 95:5	Psalms 95:5	Coor
Psalms 95:5	Psalms 95:5	Coor
Psalms 95:6	Psalms 95:6	Attr
Psalms 95:7	Psalms 95:7	Coor
Psalms 95:9	Psalms 95:8	Attr
Psalms 95:9	Psalms 95:9	Coor
Psalms 95:9	Psalms 95:9	Coor
Psalms 95:11	Psalms 95:10	Attr
Psalms 96:4	Psalms 96:4	Coor
Psalms 96:4	Psalms 96:4	Coor
Psalms 96:5	Psalms 96:5	Coor
Psalms 96:12	Psalms 96:12	RgRc
Psalms 96:13	Psalms 96:13	Adju
Psalms 97:4	Psalms 97:4	Coor
Psalms 97:7	Psalms 97:7	Attr
Psalms 97:8	Psalms 97:8	Coor
Psalms 97:9	Psalms 97:9	Coor
Psalms 97:10	Psalms 97:10	ReVo
Psalms 97:10	Psalms 97:10	Subj
Psalms 98:1	Psalms 98:1	Coor
Psalms 98:9	Psalms 98:9	Adju
Psalms 98:9	Psalms 98:9	Coor
Psalms 99:7	Psalms 99:7	Attr
Psalms 99:8	Psalms 99:8	ReVo
Psalms 99:8	Psalms 99:8	Coor
Psalms 100:3	Psalms 100:3	Objc
Psalms 100:3	Psalms 100:3	Resu
Psalms 100:5	Psalms 100:5	Coor
Psalms 100:5	Psalms 100:5	Coor
Psalms 101:3	Psalms 101:3	Objc
Psalms 101:5	Psalms 101:5	Resu
Psalms 101:5	Psalms 101:5	Resu
Psalms 101:6	Psalms 101:6	Adju
Psalms 101:6	Psalms 101:6	Resu
Psalms 101:7	Psalms 101:7	Subj
Psalms 101:7	Psalms 101:7	Subj
Psalms 101:8	Psalms 101:8	Adju
Psalms 102:1	Psalms 102:1	Coor
Psalms 102:2	Psalms 102:2	ReVo
Psalms 102:3	Psalms 102:3	RgRc
Psalms 102:3	Psalms 102:3	RgRc
Psalms 102:4	Psalms 102:4	Coor
Psalms 102:5	Psalms 102:4	Coor
Psalms 102:5	Psalms 102:5	Coor
Psalms 102:5	Psalms 102:5	Objc
Psalms 102:8	Psalms 102:8	Attr
Psalms 102:10	Psalms 102:10	Coor
Psalms 102:11	Psalms 102:11	Coor
Psalms 102:14	Psalms 102:14	Adju
Psalms 102:15	Psalms 102:15	Coor
Psalms 102:17	Psalms 102:17	Coor
Psalms 102:18	Psalms 102:17	Coor
Psalms 102:18	Psalms 102:18	Coor
Psalms 102:20	Psalms 102:20	Coor
Psalms 102:21	Psalms 102:20	Adju
Psalms 102:21	Psalms 102:21	Adju
Psalms 102:22	Psalms 102:21	Adju
Psalms 102:23	Psalms 102:22	Adju
Psalms 102:23	Psalms 102:23	Adju
Psalms 102:25	Psalms 102:25	ReVo
Psalms 103:3	Psalms 103:2	Attr
Psalms 103:3	Psalms 103:3	Coor
Psalms 103:4	Psalms 103:3	Coor
Psalms 103:4	Psalms 103:4	Coor
Psalms 103:5	Psalms 103:4	Coor
Psalms 103:7	Psalms 103:6	Attr
Psalms 103:8	Psalms 103:8	Coor
Psalms 103:11	Psalms 103:11	Adju
Psalms 103:12	Psalms 103:12	Adju
Psalms 103:12	Psalms 103:11	Coor
Psalms 103:13	Psalms 103:13	Adju
Psalms 103:13	Psalms 103:12	Coor
Psalms 103:14	Psalms 103:14	Coor
Psalms 103:14	Psalms 103:14	Spec
Psalms 103:15	Psalms 103:15	Resu
Psalms 103:15	Psalms 103:15	Resu
Psalms 103:18	Psalms 103:18	Adju
Psalms 103:19	Psalms 103:19	Coor
Psalms 103:20	Psalms 103:20	Attr
Psalms 103:20	Psalms 103:20	Adju
Psalms 103:21	Psalms 103:21	Attr
Psalms 104:1	Psalms 104:1	ReVo
Psalms 104:6	Psalms 104:6	Resu
Psalms 104:8	Psalms 104:8	RgRc
Psalms 104:9	Psalms 104:9	Adju
Psalms 104:14	Psalms 104:14	Adju
Psalms 104:15	Psalms 104:15	Attr
Psalms 104:15	Psalms 104:15	Adju
Psalms 104:15	Psalms 104:15	Attr
Psalms 104:16	Psalms 104:16	Attr
Psalms 104:17	Psalms 104:16	Attr
Psalms 104:17	Psalms 104:17	Resu
Psalms 104:21	Psalms 104:21	Coor
Psalms 104:25	Psalms 104:25	Attr
Psalms 104:26	Psalms 104:25	Coor
Psalms 104:26	Psalms 104:26	Resu
Psalms 104:26	Psalms 104:26	Adju
Psalms 104:27	Psalms 104:27	Adju
Psalms 104:32	Psalms 104:31	Attr
Psalms 104:32	Psalms 104:32	Coor
Psalms 104:35	Psalms 104:35	Resu
Psalms 105:5	Psalms 105:5	Attr
Psalms 105:6	Psalms 105:6	Coor
Psalms 105:8	Psalms 105:8	Attr
Psalms 105:9	Psalms 105:8	Attr
Psalms 105:11	Psalms 105:10	Adju
Psalms 105:12	Psalms 105:14	Adju
Psalms 105:12	Psalms 105:12	Coor
Psalms 105:13	Psalms 105:12	Coor
Psalms 105:14	Psalms 105:14	Adju
Psalms 105:19	Psalms 105:19	RgRc
Psalms 105:19	Psalms 105:19	Coor
Psalms 105:22	Psalms 105:21	Adju
Psalms 105:25	Psalms 105:25	Adju
Psalms 105:25	Psalms 105:25	Adju
Psalms 105:26	Psalms 105:26	Attr
Psalms 105:38	Psalms 105:38	Adju
Psalms 105:39	Psalms 105:39	Adju
Psalms 105:45	Psalms 105:45	Coor
Psalms 106:2	Psalms 106:2	Coor
Psalms 106:3	Psalms 106:3	RgRc
Psalms 106:3	Psalms 106:3	Coor
Psalms 106:5	Psalms 106:4	Adju
Psalms 106:5	Psalms 106:5	Adju
Psalms 106:5	Psalms 106:5	Adju
Psalms 106:8	Psalms 106:8	Adju
Psalms 106:20	Psalms 106:20	Attr
Psalms 106:21	Psalms 106:21	Attr
Psalms 106:23	Psalms 106:23	Objc
Psalms 106:23	Psalms 106:23	Adju
Psalms 106:23	Psalms 106:23	Adju
Psalms 106:26	Psalms 106:26	Adju
Psalms 106:27	Psalms 106:26	Coor
Psalms 106:27	Psalms 106:27	Coor
Psalms 106:33	Psalms 106:33	Coor
Psalms 106:34	Psalms 106:34	Attr
Psalms 106:38	Psalms 106:38	Attr
Psalms 106:44	Psalms 106:44	Adju
Psalms 106:47	Psalms 106:47	Adju
Psalms 106:47	Psalms 106:47	Adju
Psalms 107:2	Psalms 107:2	Attr
Psalms 107:3	Psalms 107:2	Coor
Psalms 107:5	Psalms 107:5	Coor
Psalms 107:7	Psalms 107:7	Adju
Psalms 107:10	Psalms 107:10	Spec
Psalms 107:11	Psalms 107:11	Coor
Psalms 107:12	Psalms 107:10	Resu
Psalms 107:16	Psalms 107:16	Coor
Psalms 107:23	Psalms 107:23	Coor
Psalms 107:24	Psalms 107:23	Resu
Psalms 107:40	Psalms 107:40	Attr
Psalms 108:5	Psalms 108:5	Coor
Psalms 108:12	Psalms 108:12	Coor
Psalms 109:1	Psalms 109:1	ReVo
Psalms 109:2	Psalms 109:2	Coor
Psalms 109:3	Psalms 109:2	Coor
Psalms 109:3	Psalms 109:2	Coor
Psalms 109:7	Psalms 109:7	Adju
Psalms 109:11	Psalms 109:11	RgRc
Psalms 109:12	Psalms 109:12	Subj
Psalms 109:12	Psalms 109:12	Subj
Psalms 109:13	Psalms 109:13	PreC
Psalms 109:16	Psalms 109:16	Objc
Psalms 109:16	Psalms 109:16	Coor
Psalms 109:16	Psalms 109:16	Adju
Psalms 109:19	Psalms 109:19	Attr
Psalms 109:19	Psalms 109:19	Coor
Psalms 109:19	Psalms 109:19	Attr
Psalms 109:20	Psalms 109:20	Coor
Psalms 109:22	Psalms 109:22	Coor
Psalms 109:23	Psalms 109:23	Adju
Psalms 109:27	Psalms 109:27	Objc
Psalms 109:27	Psalms 109:27	Coor
Psalms 109:31	Psalms 109:31	Adju
Psalms 111:2	Psalms 111:2	Attr
Psalms 111:6	Psalms 111:6	Adju
Psalms 111:8	Psalms 111:7	Attr
Psalms 111:8	Psalms 111:7	Attr
Psalms 112:1	Psalms 112:1	Attr
Psalms 112:1	Psalms 112:1	Coor
Psalms 112:4	Psalms 112:4	Attr
Psalms 112:5	Psalms 112:5	Attr
Psalms 112:7	Psalms 112:7	Attr
Psalms 113:5	Psalms 113:5	Attr
Psalms 113:5	Psalms 113:5	Adju
Psalms 113:6	Psalms 113:5	Attr
Psalms 113:6	Psalms 113:6	Adju
Psalms 113:8	Psalms 113:7	Adju
Psalms 114:1	Psalms 114:2	Adju
Psalms 114:5	Psalms 114:5	Coor
Psalms 114:5	Psalms 114:5	ReVo
Psalms 114:6	Psalms 114:5	Coor
Psalms 114:6	Psalms 114:6	ReVo
Psalms 114:6	Psalms 114:6	Coor
Psalms 114:6	Psalms 114:6	ReVo
Psalms 114:8	Psalms 114:7	Attr
Psalms 115:1	Psalms 115:1	Coor
Psalms 115:3	Psalms 115:3	RgRc
Psalms 115:8	Psalms 115:8	RgRc
Psalms 115:9	Psalms 115:9	ReVo
Psalms 115:10	Psalms 115:10	ReVo
Psalms 115:11	Psalms 115:11	ReVo
Psalms 116:2	Psalms 116:2	Coor
Psalms 116:8	Psalms 116:8	Coor
Psalms 116:11	Psalms 116:10	Coor
Psalms 116:11	Psalms 116:11	Adju
Psalms 116:16	Psalms 116:16	Coor
Psalms 117:2	Psalms 117:2	Coor
Psalms 118:2	Psalms 118:2	Objc
Psalms 118:3	Psalms 118:3	Objc
Psalms 118:4	Psalms 118:4	Objc
Psalms 118:8	Psalms 118:8	Subj
Psalms 118:8	Psalms 118:8	Adju
Psalms 118:9	Psalms 118:9	Subj
Psalms 118:9	Psalms 118:9	Adju
Psalms 118:10	Psalms 118:10	Subj
Psalms 118:11	Psalms 118:11	Subj
Psalms 118:12	Psalms 118:12	Subj
Psalms 118:13	Psalms 118:13	Adju
Psalms 118:17	Psalms 118:17	Coor
Psalms 118:21	Psalms 118:21	Coor
Psalms 118:22	Psalms 118:22	Attr
Psalms 118:24	Psalms 118:24	Attr
Psalms 118:26	Psalms 118:26	Subj
Psalms 119:1	Psalms 119:1	Attr
Psalms 119:2	Psalms 119:2	RgRc
Psalms 119:4	Psalms 119:4	Cmpl
Psalms 119:5	Psalms 119:5	Adju
Psalms 119:6	Psalms 119:6	Adju
Psalms 119:7	Psalms 119:7	Adju
Psalms 119:9	Psalms 119:9	Adju
Psalms 119:21	Psalms 119:21	Attr
Psalms 119:24	Psalms 119:24	Coor
Psalms 119:37	Psalms 119:37	Cmpl
Psalms 119:38	Psalms 119:38	Attr
Psalms 119:39	Psalms 119:39	Attr
Psalms 119:47	Psalms 119:47	Attr
Psalms 119:48	Psalms 119:48	Attr
Psalms 119:49	Psalms 119:49	Attr
Psalms 119:53	Psalms 119:53	Attr
Psalms 119:57	Psalms 119:57	Objc
Psalms 119:60	Psalms 119:60	Objc
Psalms 119:62	Psalms 119:62	Adju
Psalms 119:63	Psalms 119:63	RgRc
Psalms 119:68	Psalms 119:68	Coor
Psalms 119:71	Psalms 119:71	Subj
Psalms 119:75	Psalms 119:75	Objc
Psalms 119:75	Psalms 119:75	Coor
Psalms 119:76	Psalms 119:76	PreC
Psalms 119:79	Psalms 119:79	Coor
Psalms 119:82	Psalms 119:82	Adju
Psalms 119:83	Psalms 119:83	Coor
Psalms 119:85	Psalms 119:85	Attr
Psalms 119:95	Psalms 119:95	Adju
Psalms 119:105	Psalms 119:105	Coor
Psalms 119:106	Psalms 119:106	Objc
Psalms 119:112	Psalms 119:112	Cmpl
Psalms 119:118	Psalms 119:118	RgRc
Psalms 119:126	Psalms 119:126	Adju
Psalms 119:141	Psalms 119:141	Coor
Psalms 119:148	Psalms 119:148	Adju
Psalms 119:152	Psalms 119:152	Objc
Psalms 119:159	Psalms 119:159	Objc
Psalms 119:162	Psalms 119:162	Adju
Psalms 119:173	Psalms 119:173	PreC
Psalms 119:174	Psalms 119:173	Coor
Psalms 119:174	Psalms 119:174	Coor
Psalms 120:2	Psalms 120:2	ReVo
Psalms 120:4	Psalms 120:4	Attr
Psalms 120:5	Psalms 120:5	Coor
Psalms 121:4	Psalms 121:4	Coor
Psalms 121:8	Psalms 121:8	Objc
Psalms 121:8	Psalms 121:8	Coor
Psalms 122:1	Psalms 122:1	Cmpl
Psalms 122:3	Psalms 122:2	Coor
Psalms 122:3	Psalms 122:3	Attr
Psalms 122:3	Psalms 122:3	Attr
Psalms 122:4	Psalms 122:3	Attr
Psalms 122:4	Psalms 122:4	Subj
Psalms 123:1	Psalms 123:1	Attr
Psalms 123:2	Psalms 123:2	Coor
Psalms 123:2	Psalms 123:2	Resu
Psalms 123:4	Psalms 123:3	Coor
Psalms 124:1	Psalms 124:1	PreC
Psalms 124:2	Psalms 124:2	PreC
Psalms 124:2	Psalms 124:2	Adju
Psalms 124:3	Psalms 124:3	Adju
Psalms 124:4	Psalms 124:3	Coor
Psalms 124:4	Psalms 124:4	Coor
Psalms 124:5	Psalms 124:4	Coor
Psalms 124:6	Psalms 124:6	Attr
Psalms 125:1	Psalms 125:1	Subj
Psalms 125:1	Psalms 125:1	Attr
Psalms 125:1	Psalms 125:1	Coor
Psalms 125:2	Psalms 125:2	Resu
Psalms 125:3	Psalms 125:3	Coor
Psalms 125:5	Psalms 125:5	Resu
Psalms 126:1	Psalms 126:1	Adju
Psalms 126:2	Psalms 126:2	Objc
Psalms 126:3	Psalms 126:3	Objc
Psalms 126:5	Psalms 126:5	Subj
Psalms 126:6	Psalms 126:6	Subj
Psalms 126:6	Psalms 126:6	Subj
Psalms 127:2	Psalms 127:2	Attr
Psalms 127:2	Psalms 127:2	Adju
Psalms 127:2	Psalms 127:2	Coor
Psalms 127:2	Psalms 127:2	Adju
Psalms 127:2	Psalms 127:2	Coor
Psalms 127:4	Psalms 127:4	Resu
Psalms 127:5	Psalms 127:5	Attr
Psalms 128:1	Psalms 128:1	Attr
Psalms 128:4	Psalms 128:4	Attr
Psalms 129:5	Psalms 129:5	Coor
Psalms 129:6	Psalms 129:6	Attr
Psalms 129:6	Psalms 129:6	Coor
Psalms 129:7	Psalms 129:6	Attr
Psalms 130:2	Psalms 130:2	ReVo
Psalms 130:3	Psalms 130:3	ReVo
Psalms 130:6	Psalms 130:6	Coor
Psalms 130:7	Psalms 130:7	Coor
Psalms 131:2	Psalms 131:2	Coor
Psalms 131:2	Psalms 131:2	Coor
Psalms 132:2	Psalms 132:1	Objc
Psalms 132:2	Psalms 132:2	Coor
Psalms 132:6	Psalms 132:6	Coor
Psalms 132:12	Psalms 132:12	Attr
Psalms 132:13	Psalms 132:13	Coor
Psalms 133:1	Psalms 133:1	Coor
Psalms 133:1	Psalms 133:1	Subj
Psalms 133:2	Psalms 133:2	Attr
Psalms 133:2	Psalms 133:2	Attr
Psalms 133:3	Psalms 133:3	Attr
Psalms 134:1	Psalms 134:1	Attr
Psalms 134:3	Psalms 134:3	Attr
Psalms 135:2	Psalms 135:1	Attr
Psalms 135:5	Psalms 135:5	Objc
Psalms 135:5	Psalms 135:5	Coor
Psalms 135:6	Psalms 135:6	RgRc
Psalms 135:8	Psalms 135:3	Attr
Psalms 135:9	Psalms 135:8	Coor
Psalms 135:10	Psalms 135:3	Attr
Psalms 135:10	Psalms 135:10	Coor
Psalms 135:12	Psalms 135:10	Coor
Psalms 135:13	Psalms 135:13	ReVo
Psalms 135:13	Psalms 135:13	ReVo
Psalms 135:14	Psalms 135:14	Coor
Psalms 135:18	Psalms 135:18	RgRc
Psalms 135:19	Psalms 135:19	ReVo
Psalms 135:19	Psalms 135:19	ReVo
Psalms 135:20	Psalms 135:20	ReVo
Psalms 135:20	Psalms 135:20	ReVo
Psalms 135:21	Psalms 135:21	Attr
Psalms 136:4	Psalms 136:3	Coor
Psalms 136:5	Psalms 136:4	Coor
Psalms 136:6	Psalms 136:5	Coor
Psalms 136:7	Psalms 136:6	Coor
Psalms 136:9	Psalms 136:8	Coor
Psalms 136:10	Psalms 136:7	Coor
Psalms 136:11	Psalms 136:10	Coor
Psalms 136:13	Psalms 136:10	Coor
Psalms 136:14	Psalms 136:13	Coor
Psalms 136:15	Psalms 136:14	Coor
Psalms 136:16	Psalms 136:13	Coor
Psalms 136:17	Psalms 136:16	Coor
Psalms 136:18	Psalms 136:17	Coor
Psalms 136:20	Psalms 136:19	Coor
Psalms 136:21	Psalms 136:18	Coor
Psalms 136:23	Psalms 136:3	Attr
Psalms 136:24	Psalms 136:23	Coor
Psalms 136:25	Psalms 136:23	Coor
Psalms 137:1	Psalms 137:1	Resu
Psalms 137:1	Psalms 137:1	Adju
Psalms 137:7	Psalms 137:7	Attr
Psalms 137:8	Psalms 137:8	Attr
Psalms 137:8	Psalms 137:8	ReVo
Psalms 137:8	Psalms 137:8	RgRc
Psalms 137:8	Psalms 137:8	Attr
Psalms 137:9	Psalms 137:9	RgRc
Psalms 137:9	Psalms 137:9	Coor
Psalms 138:3	Psalms 138:2	Coor
Psalms 138:3	Psalms 138:3	Coor
Psalms 138:3	Psalms 138:3	Coor
Psalms 138:6	Psalms 138:6	Coor
Psalms 138:6	Psalms 138:6	Coor
Psalms 138:8	Psalms 138:8	ReVo
Psalms 139:1	Psalms 139:1	ReVo
Psalms 139:2	Psalms 139:2	Objc
Psalms 139:2	Psalms 139:2	Coor
Psalms 139:3	Psalms 139:3	Objc
Psalms 139:3	Psalms 139:3	Coor
Psalms 139:6	Psalms 139:6	Coor
Psalms 139:8	Psalms 139:8	Coor
Psalms 139:9	Psalms 139:8	Coor
Psalms 139:9	Psalms 139:9	Coor
Psalms 139:10	Psalms 139:10	Coor
Psalms 139:11	Psalms 139:9	Coor
Psalms 139:12	Psalms 139:12	Coor
Psalms 139:13	Psalms 139:13	Coor
Psalms 139:15	Psalms 139:15	Coor
Psalms 139:16	Psalms 139:16	Attr
Psalms 139:19	Psalms 139:19	ReVo
Psalms 139:20	Psalms 139:19	Attr
Psalms 139:20	Psalms 139:20	Coor
Psalms 139:21	Psalms 139:21	Coor
Psalms 139:24	Psalms 139:24	Objc
Psalms 140:3	Psalms 140:2	Attr
Psalms 140:3	Psalms 140:3	Coor
Psalms 140:5	Psalms 140:5	Attr
Psalms 140:5	Psalms 140:5	Adju
Psalms 140:8	Psalms 140:8	ReVo
Psalms 140:10	Psalms 140:10	Resu
Psalms 140:12	Psalms 140:12	Resu
Psalms 140:13	Psalms 140:13	Objc
Psalms 141:1	Psalms 141:1	ReVo
Psalms 141:1	Psalms 141:1	Adju
Psalms 141:4	Psalms 141:4	Adju
Psalms 141:4	Psalms 141:4	Attr
Psalms 141:5	Psalms 141:5	Coor
Psalms 141:6	Psalms 141:6	Objc
Psalms 141:7	Psalms 141:7	Adju
Psalms 141:7	Psalms 141:7	Coor
Psalms 141:9	Psalms 141:9	Attr
Psalms 141:10	Psalms 141:10	Resu
Psalms 142:1	Psalms 142:1	Adju
Psalms 142:4	Psalms 142:3	Adju
Psalms 142:4	Psalms 142:4	Attr
Psalms 142:6	Psalms 142:6	Coor
Psalms 142:8	Psalms 142:8	Adju
Psalms 143:1	Psalms 143:1	ReVo
Psalms 143:1	Psalms 143:1	Coor
Psalms 143:1	Psalms 143:1	Coor
Psalms 143:3	Psalms 143:3	Coor
Psalms 143:3	Psalms 143:3	Coor
Psalms 143:4	Psalms 143:3	Coor
Psalms 143:4	Psalms 143:3	Coor
Psalms 143:7	Psalms 143:7	Coor
Psalms 143:8	Psalms 143:8	Attr
Psalms 143:10	Psalms 143:10	Objc
Psalms 143:10	Psalms 143:10	Coor
Psalms 144:1	Psalms 144:1	Attr
Psalms 144:2	Psalms 144:2	Attr
Psalms 144:3	Psalms 144:3	ReVo
Psalms 144:5	Psalms 144:5	ReVo
Psalms 144:5	Psalms 144:5	Coor
Psalms 144:8	Psalms 144:7	Attr
Psalms 144:8	Psalms 144:8	Coor
Psalms 144:9	Psalms 144:9	ReVo
Psalms 144:9	Psalms 144:9	Coor
Psalms 144:10	Psalms 144:9	Attr
Psalms 144:10	Psalms 144:10	Coor
Psalms 144:11	Psalms 144:11	Attr
Psalms 144:11	Psalms 144:11	Coor
Psalms 144:12	Psalms 144:12	Attr
Psalms 144:12	Psalms 144:12	Coor
Psalms 144:12	Psalms 144:12	Attr
Psalms 144:13	Psalms 144:12	Coor
Psalms 144:13	Psalms 144:13	Attr
Psalms 144:13	Psalms 144:13	Coor
Psalms 144:13	Psalms 144:13	Attr
Psalms 144:14	Psalms 144:13	Coor
Psalms 144:14	Psalms 144:14	Coor
Psalms 144:14	Psalms 144:14	Coor
Psalms 144:14	Psalms 144:14	Coor
Psalms 144:15	Psalms 144:15	Attr
Psalms 144:15	Psalms 144:15	Attr
Psalms 145:6	Psalms 145:6	Resu
Psalms 145:12	Psalms 145:11	Adju
Psalms 145:14	Psalms 145:14	RgRc
Psalms 145:14	Psalms 145:14	RgRc
Psalms 145:18	Psalms 145:18	RgRc
Psalms 145:18	Psalms 145:18	RgRc
Psalms 146:3	Psalms 146:3	Attr
Psalms 146:5	Psalms 146:5	RgRc
Psalms 146:5	Psalms 146:5	Coor
Psalms 146:6	Psalms 146:5	Attr
Psalms 146:6	Psalms 146:6	RgRc
Psalms 146:6	Psalms 146:5	Attr
Psalms 146:7	Psalms 146:6	Coor
Psalms 146:7	Psalms 146:7	Coor
Psalms 147:1	Psalms 147:1	Subj
Psalms 147:1	Psalms 147:1	Coor
Psalms 147:3	Psalms 147:2	Attr
Psalms 147:3	Psalms 147:3	Coor
Psalms 147:8	Psalms 147:7	Attr
Psalms 147:8	Psalms 147:8	Coor
Psalms 147:8	Psalms 147:8	Coor
Psalms 147:9	Psalms 147:8	Coor
Psalms 147:9	Psalms 147:9	Attr
Psalms 147:13	Psalms 147:13	Coor
Psalms 147:14	Psalms 147:12	Attr
Psalms 147:14	Psalms 147:14	Coor
Psalms 147:15	Psalms 147:14	Coor
Psalms 147:16	Psalms 147:15	Coor
Psalms 147:16	Psalms 147:16	Coor
Psalms 147:17	Psalms 147:16	Coor
Psalms 147:18	Psalms 147:17	Coor
Psalms 147:18	Psalms 147:18	Coor
Psalms 147:18	Psalms 147:18	Coor
Psalms 147:19	Psalms 147:17	Coor
Psalms 147:20	Psalms 147:20	Resu
Psalms 148:4	Psalms 148:4	Attr
Psalms 148:5	Psalms 148:5	Coor
Psalms 148:6	Psalms 148:5	Coor
Psalms 148:6	Psalms 148:5	Coor
Psalms 148:6	Psalms 148:6	Coor
Psalms 148:8	Psalms 148:7	Coor
Psalms 148:8	Psalms 148:8	Attr
Psalms 148:9	Psalms 148:8	Coor
Psalms 148:9	Psalms 148:9	Coor
Psalms 148:10	Psalms 148:9	Coor
Psalms 148:10	Psalms 148:10	Coor
Psalms 148:11	Psalms 148:10	Coor
Psalms 148:11	Psalms 148:11	Coor
Psalms 148:12	Psalms 148:11	Coor
Psalms 148:12	Psalms 148:12	Coor
Psalms 148:13	Psalms 148:13	Coor
Psalms 148:14	Psalms 148:13	Coor
Psalms 149:4	Psalms 149:4	Coor
Psalms 149:7	Psalms 149:6	Adju
Psalms 149:7	Psalms 149:7	Attr
Psalms 149:8	Psalms 149:7	Coor
Psalms 149:9	Psalms 149:8	Coor
Job 1:4	Job 1:4	Adju
Job 1:4	Job 1:4	Coor
Job 1:6	Job 1:6	Adju
Job 1:7	Job 1:7	Coor
Job 1:8	Job 1:8	Attr
Job 1:8	Job 1:8	Coor
Job 1:10	Job 1:10	RgRc
Job 1:11	Job 1:11	RgRc
Job 1:12	Job 1:12	RgRc
Job 1:15	Job 1:15	Adju
Job 1:16	Job 1:16	Adju
Job 1:17	Job 1:17	Adju
Job 1:19	Job 1:19	Adju
Job 2:1	Job 2:1	Adju
Job 2:1	Job 2:1	Adju
Job 2:2	Job 2:2	Coor
Job 2:3	Job 2:3	Attr
Job 2:3	Job 2:3	Coor
Job 2:3	Job 2:3	Adju
Job 2:4	Job 2:4	RgRc
Job 2:8	Job 2:8	Adju
Job 2:10	Job 2:10	Adju
Job 2:11	Job 2:11	Attr
Job 2:11	Job 2:11	Adju
Job 2:11	Job 2:11	Adju
Job 2:11	Job 2:11	Adju
Job 2:11	Job 2:11	Coor
Job 2:13	Job 2:13	Objc
Job 3:3	Job 3:3	Attr
Job 3:3	Job 3:3	Attr
Job 3:6	Job 3:6	Resu
Job 3:8	Job 3:8	Attr
Job 3:8	Job 3:8	Cmpl
Job 3:12	Job 3:12	Cmpl
Job 3:14	Job 3:14	Attr
Job 3:15	Job 3:15	Attr
Job 3:15	Job 3:15	Attr
Job 3:16	Job 3:16	Coor
Job 3:16	Job 3:16	Attr
