# Louvain communities over the semantic_neighbors graph (BEREL+sense-split, xling-free clustering input). Canonical config: high+LLM-prior tiers, resolution=5.0 (median cluster size 23, ~45% same-domain agreement vs SDBH yardstick). NOT LLM-labeled yet — cluster_id is arbitrary, not a domain name. CC0 lineage. See build_domain_clusters.py.
lexeme	strong	cluster_id	cluster_size
hbo:0006#1	H0006	0	28
hbo:0006#2	H0006	0	28
hbo:0006#3	H0006	0	28
hbo:0006#_nosense	H0006	0	28
hbo:0007	H0007	0	28
hbo:0008	H0008	0	28
hbo:0009#1	H0009	0	28
hbo:0010a	H0010	0	28
hbo:0012	H0012	0	28
hbo:0013	H0013	0	28
hbo:2763#1	H2763	0	28
hbo:2763#_nosense	H2763	0	28
hbo:3582#2	H3582	0	28
hbo:3582#_nosense	H3582	0	28
hbo:3772#1	H3772	0	28
hbo:3772#2	H3772	0	28
hbo:3772#_nosense	H3772	0	28
hbo:3773	H3773	0	28
hbo:4220	H4220	0	28
hbo:4221	H4221	0	28
hbo:4229#1	H4229	0	28
hbo:4229#2	H4229	0	28
hbo:4239	H4239	0	28
hbo:6783	H6783	0	28
hbo:6789#1	H6789	0	28
hbo:6789#_nosense	H6789	0	28
hbo:8045#1	H8045	0	28
hbo:8045#_nosense	H8045	0	28
hbo:0018	H0018	1	18
hbo:0075	H0075	1	18
hbo:0220	H0220	1	18
hbo:0717	H0717	1	18
hbo:0723#1	H0723	1	18
hbo:0738#1	H0738	1	18
hbo:0744	H0744	1	18
hbo:1668#_nosense	H1668	1	18
hbo:1677#1	H1677	1	18
hbo:1791#_nosense	H1791	1	18
hbo:1797#_nosense	H1797	1	18
hbo:2061#1	H2061	1	18
hbo:3715#1	H3715	1	18
hbo:3833#1	H3833	1	18
hbo:3965	H3965	1	18
hbo:5246#1	H5246	1	18
hbo:7826#1	H7826	1	18
hbo:7827	H7827	1	18
hbo:0034#1	H0034	2	18
hbo:0034#_nosense	H0034	2	18
hbo:0490#1	H0490	2	18
hbo:0491#1	H0491	2	18
hbo:1790#1	H1790	2	18
hbo:1795	H1795	2	18
hbo:1800#1	H1800	2	18
hbo:1800#_nosense	H1800	2	18
hbo:1803a#1	H1803	2	18
hbo:1809#1	H1809	2	18
hbo:3490#1	H3490	2	18
hbo:4434	H4434	2	18
hbo:4542#1	H4542	2	18
hbo:6041#1	H6041	2	18
hbo:6041#2	H6041	2	18
hbo:6041#_nosense	H6041	2	18
hbo:7326#1	H7326	2	18
hbo:7389#1	H7389	2	18
hbo:0046#1	H0046	3	28
hbo:0047#1	H0047	3	28
hbo:0047#_nosense	H0047	3	28
hbo:0082	H0082	3	28
hbo:0083#1	H0083	3	28
hbo:0084#1	H0084	3	28
hbo:0117#1	H0117	3	28
hbo:0117#_nosense	H0117	3	28
hbo:0142#1	H0142	3	28
hbo:0145	H0145	3	28
hbo:0386#1	H0386	3	28
hbo:0386#2	H0386	3	28
hbo:0657#1	H0657	3	28
hbo:0657#_nosense	H0657	3	28
hbo:1368#1	H1368	3	28
hbo:1368#_nosense	H1368	3	28
hbo:2389#1	H2389	3	28
hbo:2428#1	H2428	3	28
hbo:3524#1	H3524	3	28
hbo:3527	H3527	3	28
hbo:3530	H3530	3	28
hbo:3670	H3670	3	28
hbo:3671#1	H3671	3	28
hbo:5133#1	H5133	3	28
hbo:5303#1	H5303	3	28
hbo:5794#1	H5794	3	28
hbo:7757#1	H7757	3	28
hbo:7757#2	H7757	3	28
hbo:0080#1	H0080	4	13
hbo:0081	H0081	4	13
hbo:0572#1	H0572	4	13
hbo:0665#1	H0665	4	13
hbo:0830#1	H0830	4	13
hbo:0830#2	H0830	4	13
hbo:4942	H4942	4	13
hbo:6080	H6080	4	13
hbo:6083#1	H6083	4	13
hbo:6428#1	H6428	4	13
hbo:8239	H8239	4	13
hbo:8240a	H8240	4	13
hbo:8242#1	H8242	4	13
hbo:0101#1	H0101	5	14
hbo:2846	H2846	5	14
hbo:3257#1	H3257	5	14
hbo:3261	H3261	5	14
hbo:4207#1	H4207	5	14
hbo:4219#1	H4219	5	14
hbo:4289#1	H4289	5	14
hbo:4289#2	H4289	5	14
hbo:4518#1	H4518	5	14
hbo:5592a#1	H5592	5	14
hbo:7083#1	H7083	5	14
hbo:7086#1	H7086	5	14
hbo:7184#1	H7184	5	14
hbo:8258	H8258	5	14
hbo:3244	H3244	6	11
hbo:3563#1	H3563	6	11
hbo:3563a#1	H3563	6	11
hbo:5398	H5398	6	11
hbo:5399#1	H5399	6	11
hbo:5847#1	H5847	6	11
hbo:6893#1	H6893	6	11
hbo:7477	H7477	6	11
hbo:7478	H7478	6	11
hbo:7479	H7479	6	11
hbo:8653#1	H8653	6	11
hbo:0102#1	H0102	7	21
hbo:0247#1	H0247	7	21
hbo:2296#1	H2296	7	21
hbo:2488	H2488	7	21
hbo:2502#1	H2502	7	21
hbo:2502#2	H2502	7	21
hbo:2502#_nosense	H2502	7	21
hbo:2502a#1	H2502	7	21
hbo:2502a#_nosense	H2502	7	21
hbo:2504	H2504	7	21
hbo:2508	H2508	7	21
hbo:4189	H4189	7	21
hbo:4254	H4254	7	21
hbo:4255	H4255	7	21
hbo:4900#1	H4900	7	21
hbo:4900#2	H4900	7	21
hbo:4900#_nosense	H4900	7	21
hbo:4901	H4901	7	21
hbo:6633	H6633	7	21
hbo:6635#1	H6635	7	21
hbo:6635#2	H6635	7	21
hbo:0108	H0108	8	19
hbo:0181#1	H0181	8	19
hbo:0343#1	H0343	8	19
hbo:0611#1	H0611	8	19
hbo:1942#1	H1942	8	19
hbo:1942a#1	H1942	8	19
hbo:1943#1	H1943	8	19
hbo:4827	H4827	8	19
hbo:4834	H4834	8	19
hbo:4875#_nosense	H4875	8	19
hbo:6365#1	H6365	8	19
hbo:7451#1	H7451	8	19
hbo:7451b#1	H7451	8	19
hbo:7455#1	H7455	8	19
hbo:7455#2	H7455	8	19
hbo:7489#1	H7489	8	19
hbo:7489#2	H7489	8	19
hbo:7489a#_nosense	H7489	8	19
hbo:7722a#_nosense	H7722	8	19
hbo:0068#1	H0068	9	15
hbo:0070	H0070	9	15
hbo:0113#1	H0113	9	15
hbo:0134#1	H0134	9	15
hbo:0136#1	H0136	9	15
hbo:0136#_nosense	H0136	9	15
hbo:0410	H0410	9	15
hbo:0430#1	H0430	9	15
hbo:0433#1	H0433	9	15
hbo:1491	H1491	9	15
hbo:1496#1	H1496	9	15
hbo:3871#1	H3871	9	15
hbo:3871#2	H3871	9	15
hbo:4756#1	H4756	9	15
hbo:7175#1	H7175	9	15
hbo:4428#1	H4428	10	23
hbo:4474	H4474	10	23
hbo:4896	H4896	10	23
hbo:4910#1	H4910	10	23
hbo:5057#1	H5057	10	23
hbo:5461#1	H5461	10	23
hbo:5631#1	H5631	10	23
hbo:5633#1	H5633	10	23
hbo:6346#1	H6346	10	23
hbo:7101#1	H7101	10	23
hbo:7101#2	H7101	10	23
hbo:7287#1	H7287	10	23
hbo:7333	H7333	10	23
hbo:7336#1	H7336	10	23
hbo:7860#1	H7860	10	23
hbo:7980	H7980	10	23
hbo:7983	H7983	10	23
hbo:7986	H7986	10	23
hbo:7989#1	H7989	10	23
hbo:7991#1	H7991	10	23
hbo:8269#1	H8269	10	23
hbo:8323	H8323	10	23
hbo:8660#1	H8660	10	23
hbo:0122#1	H0122	11	18
hbo:0125#1	H0125	11	18
hbo:0130#_nosense	H0130	11	18
hbo:0132#1	H0132	11	18
hbo:3422#1	H3422	11	18
hbo:3732#1	H3732	11	18
hbo:4125#1	H4125	11	18
hbo:4125#_nosense	H4125	11	18
hbo:5984#1	H5984	11	18
hbo:5984#_nosense	H5984	11	18
hbo:6430#1	H6430	11	18
hbo:6668	H6668	11	18
hbo:6669#1	H6669	11	18
hbo:7815	H7815	11	18
hbo:7835	H7835	11	18
hbo:7838#1	H7838	11	18
hbo:7839	H7839	11	18
hbo:7840	H7840	11	18
hbo:0127#1	H0127	12	28
hbo:0339#1	H0339	12	28
hbo:0339#2	H0339	12	28
hbo:0772#_nosense	H0772	12	28
hbo:0776#1	H0776	12	28
hbo:0776#2	H0776	12	28
hbo:0776#_nosense	H0776	12	28
hbo:0870#1	H0870	12	28
hbo:1778	H1778	12	28
hbo:1780	H1780	12	28
hbo:1782	H1782	12	28
hbo:1784	H1784	12	28
hbo:2351#1	H2351	12	28
hbo:2351#_nosense	H2351	12	28
hbo:2435#1	H2435	12	28
hbo:3759#1	H3759	12	28
hbo:3759a#1	H3759	12	28
hbo:4083	H4083	12	28
hbo:4231	H4231	12	28
hbo:4837	H4837	12	28
hbo:7172#1	H7172	12	28
hbo:7528	H7528	12	28
hbo:7529	H7529	12	28
hbo:7531	H7531	12	28
hbo:7704#1	H7704	12	28
hbo:7704a#1	H7704	12	28
hbo:7709#1	H7709	12	28
hbo:8525#1	H8525	12	28
hbo:3245#_nosense	H3245	13	10
hbo:3246	H3246	13	10
hbo:3247#1	H3247	13	10
hbo:3247#2	H3247	13	10
hbo:3248	H3248	13	10
hbo:4143	H4143	13	10
hbo:4144	H4144	13	10
hbo:4145	H4145	13	10
hbo:4146	H4146	13	10
hbo:4527	H4527	13	10
hbo:0014#1	H0014	14	33
hbo:0014#2	H0014	14	33
hbo:0016	H0016	14	33
hbo:0035	H0035	14	33
hbo:0157#1	H0157	14	33
hbo:0157#2	H0157	14	33
hbo:0157#_nosense	H0157	14	33
hbo:0158	H0158	14	33
hbo:0159	H0159	14	33
hbo:0160#1	H0160	14	33
hbo:0225#1	H0225	14	33
hbo:1730#1	H1730	14	33
hbo:1731#1	H1731	14	33
hbo:1733	H1733	14	33
hbo:1736#1	H1736	14	33
hbo:2654#1	H2654	14	33
hbo:2654#2	H2654	14	33
hbo:2655	H2655	14	33
hbo:2656#1	H2656	14	33
hbo:2837#1	H2837	14	33
hbo:2935#1	H2935	14	33
hbo:2974#1	H2974	14	33
hbo:3033	H3033	14	33
hbo:3039#1	H3039	14	33
hbo:3611#1	H3611	14	33
hbo:3619	H3619	14	33
hbo:5536#1	H5536	14	33
hbo:5552	H5552	14	33
hbo:7521#1	H7521	14	33
hbo:7521#_nosense	H7521	14	33
hbo:7521a#1	H7521	14	33
hbo:7522#1	H7522	14	33
hbo:7522#_nosense	H7522	14	33
hbo:1980#3	H1980	15	1
hbo:0168#1	H0168	16	6
hbo:0712#1	H0712	16	6
hbo:0727#1	H0727	16	6
hbo:4150#1	H4150	16	6
hbo:4907	H4907	16	6
hbo:4908#1	H4908	16	6
hbo:0191#1	H0191	17	17
hbo:0196	H0196	17	17
hbo:0200#1	H0200	17	17
hbo:1198#1	H1198	17	17
hbo:3684	H3684	17	17
hbo:3685	H3685	17	17
hbo:3687	H3687	17	17
hbo:3688	H3688	17	17
hbo:3689#1	H3689	17	17
hbo:3689a#1	H3689	17	17
hbo:3690	H3690	17	17
hbo:4975#1	H4975	17	17
hbo:5390	H5390	17	17
hbo:5528#1	H5528	17	17
hbo:5529	H5529	17	17
hbo:5530#1	H5530	17	17
hbo:5531#1	H5531	17	17
hbo:0193	H0193	18	33
hbo:0260#1	H0260	18	33
hbo:0352#1	H0352	18	33
hbo:0352a#1	H0352	18	33
hbo:0352b#1	H0352	18	33
hbo:0354#1	H0354	18	33
hbo:0355#_nosense	H0355	18	33
hbo:0361#1	H0361	18	33
hbo:0365#1	H0365	18	33
hbo:0424#1	H0424	18	33
hbo:0427	H0427	18	33
hbo:0436#1	H0436	18	33
hbo:0437	H0437	18	33
hbo:1798#1	H1798	18	33
hbo:1799a	H1799	18	33
hbo:3277	H3277	18	33
hbo:3280	H3280	18	33
hbo:3532#1	H3532	18	33
hbo:3535#1	H3535	18	33
hbo:3536#1	H3536	18	33
hbo:3564#1	H3564	18	33
hbo:3600	H3600	18	33
hbo:3733#1	H3733	18	33
hbo:3733#2	H3733	18	33
hbo:3733a#1	H3733	18	33
hbo:3753	H3753	18	33
hbo:3769	H3769	18	33
hbo:3775#1	H3775	18	33
hbo:6643#1	H6643	18	33
hbo:6643a#1	H6643	18	33
hbo:6646	H6646	18	33
hbo:7716#1	H7716	18	33
hbo:8574#1	H8574	18	33
hbo:0213#1	H0213	19	11
hbo:1765#1	H1765	19	11
hbo:2363#1	H2363	19	11
hbo:2648#1	H2648	19	11
hbo:2648#_nosense	H2648	19	11
hbo:2649#1	H2649	19	11
hbo:4073	H4073	19	11
hbo:4116#_nosense	H4116	19	11
hbo:4117	H4117	19	11
hbo:4118	H4118	19	11
hbo:4119#1	H4119	19	11
hbo:0215#1	H0215	20	22
hbo:0215#2	H0215	20	22
hbo:0215#3	H0215	20	22
hbo:0216#1	H0216	20	22
hbo:0217	H0217	20	22
hbo:0219a	H0219	20	22
hbo:0224	H0224	20	22
hbo:1300#1	H1300	20	22
hbo:3313#1	H3313	20	22
hbo:3314	H3314	20	22
hbo:3974#1	H3974	20	22
hbo:3975	H3975	20	22
hbo:4891	H4891	20	22
hbo:5050#1	H5050	20	22
hbo:5051#1	H5051	20	22
hbo:5054	H5054	20	22
hbo:7481	H7481	20	22
hbo:7482#1	H7482	20	22
hbo:7483	H7483	20	22
hbo:7836	H7836	20	22
hbo:7837#1	H7837	20	22
hbo:8550#1	H8550	20	22
hbo:0249#1	H0249	21	17
hbo:1933a#1	H1933	21	17
hbo:1961#1	H1961	21	17
hbo:1961#2	H1961	21	17
hbo:1961#3	H1961	21	17
hbo:1961#_nosense	H1961	21	17
hbo:2224#1	H2224	21	17
hbo:2225	H2225	21	17
hbo:4217#1	H4217	21	17
hbo:6917	H6917	21	17
hbo:6921#1	H6921	21	17
hbo:6923	H6923	21	17
hbo:6924#1	H6924	21	17
hbo:6926#1	H6926	21	17
hbo:6927	H6927	21	17
hbo:6930	H6930	21	17
hbo:6931	H6931	21	17
hbo:0251#1	H0251	22	5
hbo:0251#_nosense	H0251	22	5
hbo:0264	H0264	22	5
hbo:0266#1	H0266	22	5
hbo:0269#1	H0269	22	5
hbo:0270#1	H0270	23	13
hbo:0270#2	H0270	23	13
hbo:0270#_nosense	H0270	23	13
hbo:2388#_nosense	H2388	23	13
hbo:3423#_nosense	H3423	23	13
hbo:3920#1	H3920	23	13
hbo:3920#2	H3920	23	13
hbo:3920#_nosense	H3920	23	13
hbo:3921	H3921	23	13
hbo:3947#_nosense	H3947	23	13
hbo:8610#1	H8610	23	13
hbo:8610#2	H8610	23	13
hbo:8610#_nosense	H8610	23	13
hbo:0272#1	H0272	24	14
hbo:3423#1	H3423	24	14
hbo:3423#2	H3423	24	14
hbo:3423#3	H3423	24	14
hbo:3424	H3424	24	14
hbo:3425#1	H3425	24	14
hbo:4180	H4180	24	14
hbo:4181#1	H4181	24	14
hbo:5157#1	H5157	24	14
hbo:5157#2	H5157	24	14
hbo:5157#3	H5157	24	14
hbo:5157#_nosense	H5157	24	14
hbo:5159#1	H5159	24	14
hbo:7568#1	H7568	24	14
hbo:0268#1	H0268	25	12
hbo:0268#2	H0268	25	12
hbo:0309#1	H0309	25	12
hbo:0309#2	H0309	25	12
hbo:0312#1	H0312	25	12
hbo:0314#1	H0314	25	12
hbo:0314#_nosense	H0314	25	12
hbo:0317#1	H0317	25	12
hbo:0319#1	H0319	25	12
hbo:0320	H0320	25	12
hbo:0321#1	H0321	25	12
hbo:4102#1	H4102	25	12
hbo:0332	H0332	26	2
hbo:0334	H0334	26	2
hbo:0340	H0340	27	24
hbo:0342#1	H0342	27	24
hbo:0887#1	H0887	27	24
hbo:0889#1	H0889	27	24
hbo:0890	H0890	27	24
hbo:0891	H0891	27	24
hbo:1602#1	H1602	27	24
hbo:1602#2	H1602	27	24
hbo:1604	H1604	27	24
hbo:2115	H2115	27	24
hbo:3973	H3973	27	24
hbo:3988#1	H3988	27	24
hbo:3988#_nosense	H3988	27	24
hbo:4895	H4895	27	24
hbo:6962#1	H6962	27	24
hbo:6973#1	H6973	27	24
hbo:7852#_nosense	H7852	27	24
hbo:8130#1	H8130	27	24
hbo:8130#_nosense	H8130	27	24
hbo:8135#1	H8135	27	24
hbo:8146	H8146	27	24
hbo:8581#1	H8581	27	24
hbo:8581#2	H8581	27	24
hbo:8581#_nosense	H8581	27	24
hbo:0353	H0353	28	2
hbo:0360	H0360	28	2
hbo:0367#1	H0367	29	24
hbo:0928	H0928	29	24
hbo:1089	H1089	29	24
hbo:1091#1	H1091	29	24
hbo:1672	H1672	29	24
hbo:1674#1	H1674	29	24
hbo:2113	H2113	29	24
hbo:2189#1	H2189	29	24
hbo:2731#1	H2731	29	24
hbo:2844a	H2844	29	24
hbo:2847	H2847	29	24
hbo:2849	H2849	29	24
hbo:2851#1	H2851	29	24
hbo:2866	H2866	29	24
hbo:3373	H3373	29	24
hbo:3374#1	H3374	29	24
hbo:4103#1	H4103	29	24
hbo:4172#1	H4172	29	24
hbo:4172#2	H4172	29	24
hbo:4288#1	H4288	29	24
hbo:6343#1	H6343	29	24
hbo:6343#_nosense	H6343	29	24
hbo:6344	H6344	29	24
hbo:6345	H6345	29	24
hbo:0377a	H0377	30	3
hbo:0808	H0808	30	3
hbo:0809#1	H0809	30	3
hbo:0393	H0393	31	24
hbo:0394#1	H0394	31	24
hbo:0395	H0395	31	24
hbo:1921#1	H1921	31	24
hbo:2715#1	H2715	31	24
hbo:3513#1	H3513	31	24
hbo:3513#2	H3513	31	24
hbo:3513#3	H3513	31	24
hbo:3513#4	H3513	31	24
hbo:3513#_nosense	H3513	31	24
hbo:3514#1	H3514	31	24
hbo:3515#1	H3515	31	24
hbo:3516	H3516	31	24
hbo:3517	H3517	31	24
hbo:3520	H3520	31	24
hbo:5666	H5666	31	24
hbo:6286#1	H6286	31	24
hbo:6286#2	H6286	31	24
hbo:6288#1	H6288	31	24
hbo:6289	H6289	31	24
hbo:7185#1	H7185	31	24
hbo:7186#1	H7186	31	24
hbo:7186#2	H7186	31	24
hbo:7190	H7190	31	24
hbo:0396	H0396	32	26
hbo:0398#1	H0398	32	26
hbo:0398#2	H0398	32	26
hbo:0398#3	H0398	32	26
hbo:0398#_nosense	H0398	32	26
hbo:0400#1	H0400	32	26
hbo:0402#1	H0402	32	26
hbo:1104#1	H1104	32	26
hbo:1104#_nosense	H1104	32	26
hbo:1105	H1105	32	26
hbo:1262#1	H1262	32	26
hbo:1267	H1267	32	26
hbo:1279#1	H1279	32	26
hbo:2938	H2938	32	26
hbo:3897#1	H3897	32	26
hbo:3898a#1	H3898	32	26
hbo:3952#1	H3952	32	26
hbo:3978#1	H3978	32	26
hbo:3979#1	H3979	32	26
hbo:3980	H3980	32	26
hbo:4361	H4361	32	26
hbo:4960#1	H4960	32	26
hbo:8354#1	H8354	32	26
hbo:8354#2	H8354	32	26
hbo:8358	H8358	32	26
hbo:8360	H8360	32	26
hbo:0732#1	H0732	33	7
hbo:0732#2	H0732	33	7
hbo:0736	H0736	33	7
hbo:0737#1	H0737	33	7
hbo:1980#2	H1980	33	7
hbo:2109a	H2109	33	7
hbo:4202	H4202	33	7
hbo:0404	H0404	34	2
hbo:0405	H0405	34	2
hbo:0363#_nosense	H0363	35	20
hbo:0729a	H0729	35	20
hbo:0730#1	H0730	35	20
hbo:0731	H0731	35	20
hbo:1265#1	H1265	35	20
hbo:1265#2	H1265	35	20
hbo:1266	H1266	35	20
hbo:1356a	H1356	35	20
hbo:1725	H1725	35	20
hbo:1726	H1726	35	20
hbo:1918#1	H1918	35	20
hbo:1918#2	H1918	35	20
hbo:3293#1	H3293	35	20
hbo:3363#1	H3363	35	20
hbo:6086#1	H6086	35	20
hbo:6097	H6097	35	20
hbo:7848#1	H7848	35	20
hbo:8410	H8410	35	20
hbo:8518#1	H8518	35	20
hbo:8522	H8522	35	20
hbo:0441#1	H0441	36	21
hbo:0441a#1	H0441	36	21
hbo:0502	H0502	36	21
hbo:0503	H0503	36	21
hbo:0504	H0504	36	21
hbo:0505a#1	H0505	36	21
hbo:4696#1	H4696	36	21
hbo:4697	H4697	36	21
hbo:4763	H4763	36	21
hbo:6788#1	H6788	36	21
hbo:6928	H6928	36	21
hbo:6933	H6933	36	21
hbo:6936#1	H6936	36	21
hbo:7218#1	H7218	36	21
hbo:7218#2	H7218	36	21
hbo:7218#_nosense	H7218	36	21
hbo:7221	H7221	36	21
hbo:7222	H7222	36	21
hbo:7223#1	H7223	36	21
hbo:7223#_nosense	H7223	36	21
hbo:7225#1	H7225	36	21
hbo:0457#1	H0457	37	18
hbo:1544#_nosense	H1544	37	18
hbo:4541#1	H4541	37	18
hbo:4656	H4656	37	18
hbo:4906	H4906	37	18
hbo:5566#1	H5566	37	18
hbo:6091#1	H6091	37	18
hbo:6426	H6426	37	18
hbo:6427#1	H6427	37	18
hbo:6456#1	H6456	37	18
hbo:6459#1	H6459	37	18
hbo:6754#1	H6754	37	18
hbo:7374	H7374	37	18
hbo:7520	H7520	37	18
hbo:7907	H7907	37	18
hbo:7914	H7914	37	18
hbo:8606	H8606	37	18
hbo:8655#1	H8655	37	18
hbo:0459#1	H0459	38	2
hbo:0479#1	H0479	38	2
hbo:0482	H0482	39	23
hbo:0483#1	H0483	39	23
hbo:0485#1	H0485	39	23
hbo:1430#1	H1430	39	23
hbo:2795#1	H2795	39	23
hbo:5575#1	H5575	39	23
hbo:5786#1	H5786	39	23
hbo:5787#1	H5787	39	23
hbo:5787#_nosense	H5787	39	23
hbo:5788	H5788	39	23
hbo:5995#1	H5995	39	23
hbo:6014a	H6014	39	23
hbo:6016#1	H6016	39	23
hbo:6016a#1	H6016	39	23
hbo:6194	H6194	39	23
hbo:6452#1	H6452	39	23
hbo:6455#1	H6455	39	23
hbo:6455#_nosense	H6455	39	23
hbo:6760	H6760	39	23
hbo:6761	H6761	39	23
hbo:7635	H7635	39	23
hbo:7640	H7640	39	23
hbo:7641#1	H7641	39	23
hbo:3138	H3138	40	17
hbo:3384#3	H3384	40	17
hbo:3384#_nosense	H3384	40	17
hbo:3384b#1	H3384	40	17
hbo:3384b#_nosense	H3384	40	17
hbo:3925#1	H3925	40	17
hbo:3925#2	H3925	40	17
hbo:3925#_nosense	H3925	40	17
hbo:3928	H3928	40	17
hbo:4175	H4175	40	17
hbo:4451	H4451	40	17
hbo:7710#1	H7710	40	17
hbo:8127#1	H8127	40	17
hbo:8143	H8143	40	17
hbo:8148#1	H8148	40	17
hbo:8150#1	H8150	40	17
hbo:8527	H8527	40	17
hbo:0523	H0523	41	25
hbo:1458#1	H1458	41	25
hbo:1460#1	H1460	41	25
hbo:1465	H1465	41	25
hbo:1471#1	H1471	41	25
hbo:1471#2	H1471	41	25
hbo:1471a#1	H1471	41	25
hbo:1472#1	H1472	41	25
hbo:1472#2	H1472	41	25
hbo:1479	H1479	41	25
hbo:1480	H1480	41	25
hbo:3816#1	H3816	41	25
hbo:4294#1	H4294	41	25
hbo:4940#1	H4940	41	25
hbo:4940#2	H4940	41	25
hbo:5038#_nosense	H5038	41	25
hbo:5971#1	H5971	41	25
hbo:5971#_nosense	H5971	41	25
hbo:5971a#1	H5971	41	25
hbo:5980#_nosense	H5980	41	25
hbo:6296	H6296	41	25
hbo:6297#1	H6297	41	25
hbo:7626#1	H7626	41	25
hbo:7926#1	H7926	41	25
hbo:8275#1	H8275	41	25
hbo:0520#1	H0520	42	30
hbo:1093#1	H1093	42	30
hbo:1946	H1946	42	30
hbo:1981	H1981	42	30
hbo:1983	H1983	42	30
hbo:2239#1	H2239	42	30
hbo:2946	H2946	42	30
hbo:2947	H2947	42	30
hbo:2948#1	H2948	42	30
hbo:2949	H2949	42	30
hbo:4058#1	H4058	42	30
hbo:4058#_nosense	H4058	42	30
hbo:4060#1	H4060	42	30
hbo:4060#2	H4060	42	30
hbo:4061a	H4061	42	30
hbo:4128	H4128	42	30
hbo:4304	H4304	42	30
hbo:4461	H4461	42	30
hbo:4533#1	H4533	42	30
hbo:4934	H4934	42	30
hbo:4971#1	H4971	42	30
hbo:5497	H5497	42	30
hbo:6777#1	H6777	42	30
hbo:6782	H6782	42	30
hbo:6809#1	H6809	42	30
hbo:7289	H7289	42	30
hbo:8168	H8168	42	30
hbo:8505	H8505	42	30
hbo:8506	H8506	42	30
hbo:8508	H8508	42	30
hbo:0594#1	H0594	43	23
hbo:0982#1	H0982	43	23
hbo:0982#2	H0982	43	23
hbo:0983#1	H0983	43	23
hbo:0985	H0985	43	23
hbo:0986	H0986	43	23
hbo:0987	H0987	43	23
hbo:2620#1	H2620	43	23
hbo:3175	H3175	43	23
hbo:3176#1	H3176	43	23
hbo:4007#1	H4007	43	23
hbo:4009#1	H4009	43	23
hbo:4723#1	H4723	43	23
hbo:4724	H4724	43	23
hbo:6957a#1	H6957	43	23
hbo:6957b#1	H6957	43	23
hbo:6960#1	H6960	43	23
hbo:6961a	H6961	43	23
hbo:7663	H7663	43	23
hbo:7664	H7664	43	23
hbo:8172#1	H8172	43	23
hbo:8431#1	H8431	43	23
hbo:8615#1	H8615	43	23
hbo:0533#1	H0533	44	17
hbo:0553#1	H0553	44	17
hbo:0553#2	H0553	44	17
hbo:0553#_nosense	H0553	44	17
hbo:0554	H0554	44	17
hbo:0555	H0555	44	17
hbo:0556	H0556	44	17
hbo:1396#1	H1396	44	17
hbo:1396#2	H1396	44	17
hbo:2388#1	H2388	44	17
hbo:2388#2	H2388	44	17
hbo:2388#3	H2388	44	17
hbo:3201#1	H3201	44	17
hbo:3201#_nosense	H3201	44	17
hbo:3546#1	H3546	44	17
hbo:3981	H3981	44	17
hbo:5810#1	H5810	44	17
hbo:0560	H0560	45	3
hbo:0563	H0563	45	3
hbo:3983	H3983	45	3
hbo:0584#1	H0584	46	26
hbo:0585#1	H0585	46	26
hbo:0602#1	H0602	46	26
hbo:0603	H0603	46	26
hbo:0604	H0604	46	26
hbo:2199#1	H2199	46	26
hbo:2199#2	H2199	46	26
hbo:2201#1	H2201	46	26
hbo:3213#_nosense	H3213	46	26
hbo:3214	H3214	46	26
hbo:4744#1	H4744	46	26
hbo:5008	H5008	46	26
hbo:5009#1	H5009	46	26
hbo:6681	H6681	46	26
hbo:6682#1	H6682	46	26
hbo:6817#1	H6817	46	26
hbo:6818#1	H6818	46	26
hbo:6873	H6873	46	26
hbo:7121#1	H7121	46	26
hbo:7121#_nosense	H7121	46	26
hbo:7124	H7124	46	26
hbo:7148	H7148	46	26
hbo:7150	H7150	46	26
hbo:7768#_nosense	H7768	46	26
hbo:7773	H7773	46	26
hbo:7775#1	H7775	46	26
hbo:0592	H0592	47	18
hbo:3013	H3013	47	18
hbo:3015#1	H3015	47	18
hbo:3510#1	H3510	47	18
hbo:3511#1	H3511	47	18
hbo:4341	H4341	47	18
hbo:4620	H4620	47	18
hbo:6087a#1	H6087	47	18
hbo:6087a#2	H6087	47	18
hbo:6087a#_nosense	H6087	47	18
hbo:6089a#1	H6089	47	18
hbo:6090a	H6090	47	18
hbo:6092	H6092	47	18
hbo:6093#1	H6093	47	18
hbo:6094	H6094	47	18
hbo:8386	H8386	47	18
hbo:8424#1	H8424	47	18
hbo:8513#1	H8513	47	18
hbo:0599#1	H0599	48	26
hbo:0601	H0601	48	26
hbo:0639#1	H0639	48	26
hbo:2194#1	H2194	48	26
hbo:2195#1	H2195	48	26
hbo:2196	H2196	48	26
hbo:2197#1	H2197	48	26
hbo:2198	H2198	48	26
hbo:2534#1	H2534	48	26
hbo:2734#1	H2734	48	26
hbo:2740#1	H2740	48	26
hbo:2750#1	H2750	48	26
hbo:3707#1	H3707	48	26
hbo:3707#_nosense	H3707	48	26
hbo:3708	H3708	48	26
hbo:5156	H5156	48	26
hbo:5170a	H5170	48	26
hbo:5620#1	H5620	48	26
hbo:7065	H7065	48	26
hbo:7067#1	H7067	48	26
hbo:7068#1	H7068	48	26
hbo:7072	H7072	48	26
hbo:7107#1	H7107	48	26
hbo:7110#1	H7110	48	26
hbo:7111	H7111	48	26
hbo:7267#1	H7267	48	26
