strong	gloss	translit
G9014	courier	rasim
G9015	dash down	rhassō
G9016	stitcher	rhaphideutēs
G9017	stitched work	rhaphideutos
G9018	spine	rhachis
G9019	snore	rhegchō
G9020	stray	rhembeuō
G9021	stray	rhembō
G9022	saying	rhēsis
G9023	balm	rhētinē
G9024	especially	rhētos
G9025	shivering	rhigos
G9026	root	rhizōma
G9027	nostril	rhin
G9028	ventilated	rhipistos
G9029	pomegranate	rhoa
G9030	gurgle	rhoizeō
G9031	impetus	rhoizos
G9032	pomegranate figure	rhoiskos
G9033	club	rhopalon
G9034	crux	rhopē
G9035	pomegranate grove	rhoōn
G9036	overflow	rhuax
G9037	compose	rhuthmizō
G9038	proportion	rhuthmos
G9039	rescuer	rhustēs
G9040	perfumer	Rōkeim
G9041	stone	rhōgaleos
G9042	6	s
G9043	observe sabbaths	Sabbatizō
G9044	glory	sabei
G9045	thicket	sabek
G9046	packsaddle	sagma
G9047	Saddai	Saddai
G9048	plain	sadēmōth
G9049	ranks	sadērōth
G9050	rotten	sathros
G9051	disintegrate	sathroō
G9052	sambuke	sambukē
G9053	planked	sanidōtos
G9054	rottenness	sapria
G9055	rot	saprizō
G9056	pantaloons	sarabara
G9057	carnelian	sardios
G9058	satrapy	satrapeia
G9059	satrap	satrapēs
G9060	lizard	saura
G9061	cheese	saphōth
G9062	clearly	saphōs
G9063	siren	Seirēn
G9064	spear	seiromastēs
G9065	column	selis
G9066	of three years	selisia
G9067	seraphim	seraphim
G9068	beet	seutlion
G9069	flag	sēmaia
G9070	cheer	sēmasia
G9071	signal	sēmeiōsis
G9072	putrefaction	sēpsis
G9073	strength (physical)	sthenos
G9074	jawbone	siagonion
G9075	quiet	siga
G9076	iron implement	sidērion
G9077	saliva	sielon
G9078	portion	sikima
G9079	shekel	siklos
G9080	cucumber garden	sikuēraton
G9081	cucumber	sikuos
G9082	ornaments	sirōnōn
G9083	consecrated lock of hair	sisoē
G9084	be well fed	siteō
G9085	granary	sitobolōn
G9086	scarcity	sitodeia
G9087	provision	sitodosia
G9088	measure out grain	sitometreō
G9089	baker	sitopoios
G9090	silence	siōpē
G9091	veil	siōpēsis
G9092	till	skallō
G9093	crooked	skambos
G9094	trip up	skelizō
G9095	shelter	skepazō
G9096	hammer	skeparnon
G9097	shelterer	skepastēs
G9098	shelter	skepē
G9099	protected	skepēnos
G9100	look about	skeptomai
G9101	concoction	skeuasia
G9102	concocted	skeuastos
G9103	provisions officer	skeuophulax
G9104	chiefdom	skēptron
G9105	awning	skiadion
G9106	shade	skiazō
G9107	hard-hearted	sklērokardios
G9108	harsh	sklēroprosōpos
G9109	harshly	sklērōs
G9110	midge	sknips
G9111	perverse	skoliazō
G9112	deformity	skoliotēs
G9113	crookedly	skoliōs
G9114	high rock	skopelon
G9115	height	skopia
G9116	garlic	skordon
G9117	darken	skotazō
G9118	moonlight	skotomēnē
G9119	look downcast	skuthrōpazō
G9120	despoil	skuleuō
G9121	cub	skumnos
G9122	stave	skutalē
G9123	impediment	skōlon
G9124	emerald	smaragditēs
G9125	beauty treatment	smēgma
G9126	diminish	smikrunō
G9127	yew tree	smilax
G9128	emery stone	smuritēs
G9129	of myrrh	smurninos
G9130	wise man	sophistēs
G9131	give wisdom	sophoō
G9132	wisely	sophōs
G9133	castrato	spadōn
G9134	be depleted	spanizō
G9135	sparingly	spanios
G9136	swaddling cloth	sparganon
G9137	cord	spartion
G9138	conceive	spermatizō
G9139	discharge of semen	spermatismos
G9140	span	spithamē
G9141	spark	spinthēr
G9142	pile of ashes	spodia
G9143	ashen	spodoeidēs
G9144	libation bowl	spondeion
G9145	libation	spondē
G9146	drop (liquid)	stagōn
G9147	drip	stazō
G9148	measure by a rule	stathmaō
G9149	scale-weight	stathmion
G9150	doorpost	stathmos
G9151	dough	stais
G9152	balsam	staktē
G9153	trickle	stalazō
G9154	dried grape	staphis
G9155	fat	stear
G9156	grow fat	steatoomai
G9157	roof	stegazō
G9158	roofed	stegnos
G9159	stick	stelechos
G9160	dregs	stemphulon
G9161	bemoaned	stenaktos
G9162	moan	stenō
G9163	narrowly	stenōs
G9164	straitness	stenōsis
G9165	hard-hearted	stereokardios
G9166	deprive	stereō
G9167	deprive	steriskō
G9168	rim	stephanē
G9169	breastband	stēthodesmis
G9170	breast	stēthunion
G9171	monument	stēlē
G9172	inscription on a monument	stēlographia
G9173	set up a monument	stēloō
G9174	pillar	stēlōma
G9175	warp	stēmōn
G9176	reliance	stērigma
G9177	dense	stibaros
G9178	densely	stibarōs
G9179	antimony	stibi
G9180	tinge with antimony	stibizomai
G9181	mark	stiktos
G9182	brighten	stilboō
G9183	shine	stilbōsis
G9184	row	stichos
G9185	pile	stoibazō
G9186	pile	stoibē
G9187	set in rows	stoichizō
G9188	robe	stolizō
G9189	uniform	stolismos
G9190	keeper of wardrobe	stolistēs
G9191	take thought	stochazomai
G9192	thinker	stochastēs
G9193	perverseness	strangalia
G9194	insidious	strangaliōdēs
G9195	wring out	strangizō
G9196	herald of an army	stratokērux
G9197	military encampment	stratopedeia
G9198	encamp	stratopedeuō
G9199	crooked	streblos
G9200	strand	stremma
G9201	tough	striphnos
G9202	whirl	strobeō
G9203	globular	strongulos
G9204	round	strongulōma
G9205	battleline	strongulōsis
G9206	chirp	strouthizō
G9207	ostrich	strouthos
G9208	hinge	stropheus
G9209	shift and turn	strophē
G9210	hinge	strophigx
G9211	turnings	strophōtos
G9212	bedding	strōma
G9213	strewn bed	strōmnē
G9214	gloomy	stugnos
G9215	of hemp	stuppeinos
G9216	hemp	stuppion
G9217	of a green poplar	sturakinos
G9218	be intimate with	sunginomai
G9219	writ	sungraphē
G9220	interweave	sugkathuphainō
G9221	burn with	sugkaiō
G9222	marriage veil	sugkalumma
G9223	inherit together	sugkataklēronomeomai
G9224	mix together with	sugkatamignumi
G9225	devour together	sugkatesthiō
G9226	carry together	sugkatapherō
G9227	dwell together	sugkatoikeō
G9228	be situated together	sugkeimai
G9229	mix horns	sugkeratizomai
G9230	splinter	sugklasmos
G9231	break in pieces together	sugklaō
G9232	joinery	sugkleisma
G9233	confinement	sugkleismos
G9234	joined	sugkleistos
G9235	summoned	sugklētos
G9236	engulf	sugkluzō
G9237	bed-mate	sugkoitos
G9238	cut down	sugkoptō
G9239	admixture	sugkrasis
G9240	interpretation	sugkrima
G9241	amalgamation	sugkrisis
G9242	strike together	sugkroteō
G9243	fall in with	sugkureō
G9244	tie together	suzōnnumi
G9245	fruit of sycamine trees	sukaminon
G9246	fig grove	sukeōn
G9247	extortioner	sukophantēs
G9248	extortion	sukophantia
G9249	seizing	sullēpsis
G9250	collection	sullogē
G9251	assessment	sullogismos
G9252	join in reviling	sulloidoreō
G9253	be compared with	sumbastazō
G9254	coupling	sumblēma
G9255	coupling	sumblēsis
G9256	ally	sumboēthos
G9257	compact	sumbolē
G9258	be fond of carousing	sumbolokopeō
G9259	symbol	sumbolon
G9260	feed together	sumboskomai
G9261	advice	sumboulia
G9262	fight along with	summacheō
G9263	alliance in war	summachia
G9264	well-proportioned	summetros
G9265	mixed together	summigēs
G9266	mix together with	summignumi
G9267	consolidation	summiktos
G9268	alliance	summixis
G9269	stand up with	sumparistēmi
G9270	all things	sumpas
G9271	trample upon together	sumpateō
G9272	finish off together	sumperainō
G9273	accommodate	sumperipherō
G9274	closely joined	sumplektos
G9275	be closely joined	sumplekō
G9276	fulfillment	sumplērōsis
G9277	bind hand and foot	sumpodizō
G9278	join in war with	sumpolemeō
G9279	clasp together	sumporpaomai
G9280	escort	sumpropempō
G9281	adhere with	sumproseimi
G9282	grapple together	sumprosplekomai
G9283	coincidence	sumptōma
G9284	burn together	sumphlegō
G9285	lament together	sumphorazō
G9286	shut up together	sumphrassō
G9287	parch	sumphrugō
G9288	blend together	sumphurō
G9289	harmoniously	sumphōnōs
G9290	scrape away	sumpsaō
G9291	sing together in concert	sunadō
G9292	exchange	sunallagma
G9293	intermingling with	sunanamixis
G9294	join in carrying off	sunanapherō
G9295	meeting with	sunantē
G9296	event	sunantēma
G9297	join together	sunaptō
G9298	count with	sunarithmeō
G9299	lodge with	sunaulizomai
G9300	association	sunapsis
G9301	dine with	sundeipneō
G9302	associate oneself	sunduazō
G9303	in the vicinity	sunengus
G9304	sit together with	sunedriazō
G9305	join in making war	sunekpolemeō
G9306	go forth together	sunekporeuomai
G9307	bring up together	sunektrephō
G9308	draw together	sunelkō
G9309	raise up together	sunexairō
G9310	go out together	sunexerchomai
G9311	follow after together	sunepakoloutheō
G9312	consider together	sunepiskepō
G9313	be conscious of	sunepistamai
G9314	vigorously assist	sunepischuō
G9315	join in making an attack	sunepitithēmi
G9316	female companion	sunetairis
G9317	male companion	sunetairos
G9318	bring understanding to	sunetizō
G9319	expertly	sunetōs
G9320	be glad with	suneuphrainomai
G9321	contemporary	sunēlix
G9322	acquiesce	sunthelō
G9323	agreement with	sunthema
G9324	composition	sunthesis
G9325	compounded	sunthetos
G9326	treaty	sunthēkē
G9327	joint witness	sunistōr
G9328	collect clouds together	sunnephō
G9329	covered with clouds	sunnephēs
G9330	sister-in-law	sunnumphos
G9331	convocation	sunodos
G9332	live together	sunoikizō
G9333	closing of a wound	sunoulōsis
G9334	arranged order	suntagē
G9335	arranged order	suntagma
G9336	rate	suntaxis
G9337	disturb	suntarassō
G9338	custom (tax)	suntelesma
G9339	price	suntimēsis
G9340	breaking	suntribē
G9341	break	suntrimmos
G9342	defeat	suntripsis
G9343	roll together	suntrochazō
G9344	weave together	sunuphainō
G9345	woven part	sunuphē
G9346	confederate	sunōmotēs
G9347	hissing	surigma
G9348	flute	surigx
G9349	hiss	surizō
G9350	hissing	surismos
G9351	sew together	surraptō
G9352	fellow tent-dweller	suskēnos
G9353	overshadow	suskiazō
G9354	shady	suskios
G9355	darken	suskotazō
G9356	shrivel	suspaō
G9357	quaking	susseismos
G9358	shake	susseiō
G9359	joint-conspiracy	sustasis
G9360	collection	sustema
G9361	confederation	sustremma
G9362	condense	susphingō
G9363	knob	sphairōtēr
G9364	have an inflammation	sphakelizō
G9365	unsteady	sphaleros
G9366	trip	sphallō
G9367	trip	sphalma
G9368	sling	sphendonaō
G9369	sling	sphendonē
G9370	slinger	sphendonētēs
G9371	swarm of wasps	sphēkia
G9372	wedge	sphēnoō
G9373	grasp	sphingō
G9374	vehement	sphodros
G9375	neck vertebrae	sphondulos
G9376	adz	sphura
G9377	strike with a hammer	sphurokopeō
G9378	hammer-smith	sphurokopos
G9379	open up	schazō
G9380	barge	schedia
G9381	kindling	schidax
G9382	dart	schiza
G9383	fissure	schismē
G9384	shredded	schistos
G9385	measured out line	schoinisma
G9386	piece of measured out land	schoinismos
G9387	rush	schoinos
G9388	idler	scholastēs
G9389	rejuvenate	sōmatopoieō
G9390	choice vine	sōrēk
G9391	heap	sōros
G9392	ram's horn	sōphar
G9394	fascia	tainia
G9395	tactician	taktikos
G9396	miserably	talaipōrōs
G9397	miserable	talas
G9398	storekeeper	tamias
G9399	store up	tamieuō
G9400	stretch	tanuō
G9401	be humble-minded	tapeinophroneō
G9402	humble-minded	tapeinophrōn
G9403	disturbing	tarachōdēs
G9404	infernal region	Tartaros
G9405	trench	taphros
G9406	hasten	tachunō
G9407	stretch out	teinō
G9408	walled	teichērēs
G9409	wall	teichizō
G9410	stonemason	teichistēs
G9411	produce children	teknopoieō
G9412	contrive	tektainomai
G9413	woodworker	tektonikos
G9414	ligature	telamōn
G9415	perfect a work	telesiourgeō
G9416	mystic rites	teletē
G9417	finality	teleutaios
G9418	sacred precinct	temenos
G9419	prune	temnō
G9420	observer of signs	teratoskopos
G9421	terebinth resin	terebinthos
G9422	drill	teretron
G9423	delightful	terpnos
G9424	delightfulness	terpnotēs
G9425	delight	terpō
G9426	delight	terpsis
G9427	forty-two	tessarakontaduo
G9428	forty-seven	tessarakontaepta
G9429	forty-eight	tessarakontaoktō
G9430	forty-five	tessarakontapente
G9431	forty-three	tessarakontatreis
G9432	fortieth	tessarakostos
G9433	fourteen	tessareskaideka
G9434	four-drachma	tetradrachmos
G9435	puncture	tetrainō
G9436	forty thousand	tetrakismurioi
G9437	four hundredth	tetrakosiostos
G9438	quadrangular	tetrapedos
G9439	fourfold	tetraplōs
G9440	fourth	tetras
G9441	arranged in four rows	tetrastichos
G9442	cunningly contrive	technazō
G9443	Tebeth	Tēbēth
G9444	frying pan	tēganon
G9445	radiance	tēlaugēma
G9446	radiant	tēlaugēs
G9447	radiance	tēlaugēsis
G9448	tiara	tiara
G9449	suckle	tithēneō
G9450	wet-nurse	tithēnos
G9451	valuation	timēma
G9452	assess	timographeō
G9453	vibration	tinagma
G9454	titan	Titan
G9455	pierce	titrōskō
G9456	cut into shape	tmētos
G9457	birth	toketos
G9458	daring	tolma
G9459	wild gourd	tolupē
G9460	pruning	tomē
G9461	pruning knife	tomis
G9462	roll of papyrus	tomos
G9463	bow	toxeuma
G9464	shoot	toxeuō
G9465	bowman	toxotēs
G9466	toparch	toparchēs
G9467	turned	toreutos
G9468	antelope	tragelaphos
G9469	plainly	tranos
G9470	slain	traumatias
G9471	stiffen the neck	trachēliaō
G9472	rout	trepō
G9473	thirty-two	triakontaduo
G9474	thirty-nine	triakontaennea
G9475	thirty-six	triakontaex
G9476	thirty-seven	triakontaepta
G9477	thirty years old	triakontaetēs
G9478	thirty-eight	triakontaoktō
G9479	thirty-five	triakontapente
G9480	thirty-three	triakontatreis
G9481	thirty-four	triakontatessares
G9482	thirtieth	triakostos
G9483	be very busy	tribō
G9484	of three years	trietēs
G9485	be three years old	trietizō
G9486	third day	triēmeria
G9487	be three parts	trimerizō
G9488	three-pronged	triodous
G9489	triple	triplous
G9490	thirteen	triskaideka
G9491	thirteenth	triskaidekatos
G9492	do three times	trisseuō
G9493	third rank	trissos
G9494	do a third time	trissoō
G9495	third	trissōs
G9496	tribune	tristatēs
G9497	three days	tritaios
G9498	braid	trichaptos
G9499	hair on a head	trichōma
G9500	third story	triōrophos
G9501	put to flight	tropoō
G9502	nourish	tropheuō
G9503	nurture	trophophoreō
G9504	disc	trochiskos
G9505	grape gatherer	trugētēs
G9506	gathering of crops	trugētos
G9507	wine with dregs	trugias
G9508	make a hole	trupaō
G9509	cheese	truphalis
G9510	delicate	trupheros
G9511	delicacy	trupherotēs
G9512	bore	trōglē
G9513	be hardened	tuloō
G9514	performing on a tambourine	tumpanistria
G9515	tambourine	tumpanon
G9516	be sovereign	turanneō
G9517	wife of a sovereign	turannis
G9518	curdle into cheese	turoō
G9519	good luck	tuchē
G9520	hyena	huaina
G9521	outrageous	hubristikos
G9522	heal	hugiazō
G9523	health	hugieia
G9524	fairly	hugiōs
G9525	wet	hugrainō
G9526	wetness	hugrasia
G9527	aqueduct	hudragōgos
G9528	draw water	hudreuō
G9529	water-pot	hudriskē
G9530	water-carrier	hudrophoros
G9531	like a pig	hueios
G9532	rain	huetizō
G9533	bark	hulakteō
G9534	flush	hulōdēs
G9535	singing of praise	humnēsis
G9536	sing a hymn	humnōdeō
G9537	open air	hupaithros
G9538	supreme	hupatos
G9539	remove secretly	hupexairō
G9540	far above	huperanōthen
G9541	overflowing	huperarsis
G9542	shield	huperaspizō
G9543	shielding	huperaspismos
G9544	defender	huperaspistēs
G9545	overpower	huperdunamoō
G9546	support	hupereizō
G9547	overflow	huperekcheō
G9548	be prideful	huperēphaneō
G9549	lintel	huperthuron
G9550	excel in strength	huperischuō
G9551	have precedence	huperkeimai
G9552	prevail against	huperkrateō
G9553	immense	hupermegethēs
G9554	exceedingly tall	hupermēkēs
G9555	pestle	huperon
G9556	neglect	huperorasis
G9557	neglect	huperoraō
G9558	disdain	huperopsis
G9559	procrastinate	hupertithēmi
G9560	overwhelming	huperpherēs
G9561	overwhelm	huperpherō
G9562	overjoyed	hupercharēs
G9563	overflow	hupercheō
G9564	head and shoulders above	huperōmia
G9565	accountable	hupeuthunos
G9566	service	hupēresia
G9567	sleep	hupnoō
G9568	sleepy	hupnōdēs
G9569	suspect	hupoblepō
G9570	subterranean	hupogaios
G9571	undergarment	hupodutēs
G9572	underpart	hupothema
G9573	fire up	hupokaiō
G9574	cover up	hupokaluptō
G9575	from beneath	hupokatōthen
G9576	lay in place of	hupokeimai
G9577	vestige	hupoleimma
G9578	vestige	hupoloipos
G9579	loosening	hupolusis
G9580	untie	hupoluō
G9581	record	hupomnēma
G9582	memoir	hupomnēmatismos
G9583	recorder	hupomnēmatographos
G9584	goad	huponussō
G9585	be penitent	hupopiptō
G9586	dread	hupopteuō
G9587	be reddish	hupopurrizō
G9588	trip up	huposkelizō
G9589	fall	huposkelisma
G9590	garrison	hupostēma
G9591	support	hupostērigma
G9592	support	hupostērizō
G9593	under a breast	hupotitthios
G9594	aid	hupourgos
G9595	narrow opening	hupophausis
G9596	subject to tribute	hupophoros
G9597	under one's hand	hupocheirios
G9598	spleen	hupochondrios
G9599	debtor	hupochreōs
G9600	oil flask	hupochutēr
G9601	turn up and open hands	huptiazō
G9602	steep	huptios
G9603	bruise	hupōpios
G9604	afterthought	husteroboulia
G9605	weave	huphainō
G9606	take up	huphaireō
G9607	weaver	huphantēs
G9608	woven work	huphasma
G9609	stand	huphistēmi
G9610	proud heart	hupsēlokardios
G9611	act of exaltation	hupsōsis
G9612	rain	huō
G9613	gray	phaios
G9614	flask	phakos
G9615	bald	phalakros
G9616	baldness	phalakrōma
G9617	quiver	pharetra
G9618	administer potions	pharmakeuō
G9619	potion	pharmakon
G9620	compound	pharourim
G9621	throat	pharugx
G9622	passover	phasek
G9623	visible manifestation	phasma
G9624	decorate with fretwork	phatnoō
G9625	fretwork	phatnōma
G9626	treat as worthless	phaulizō
G9627	careless attitude	phaulisma
G9628	disparagement	phaulismos
G9629	heedless	phaulistria
G9630	giving light	phausis
G9631	dowry	phernē
G9632	endow	phernizō
G9633	corruption	phtharma
G9634	utterance	phthegma
G9635	fumigate	phtheirizomai
G9636	wane	phthinō
G9637	fond of sinning	philamartēmōn
G9638	enjoy quarreling	philechthreō
G9639	befriend	philiazō
G9640	fond of husbandry	philogeōrgos
G9641	fond of women	philogunaios
G9642	be fond of altercations	philoneikeō
G9643	rein	phimos
G9644	be inflamed	phlegmainō
G9645	blaze	phlegō
G9646	artery	phleps
G9647	doorway	phlia
G9648	flaming	phloginos
G9649	boil	phluktis
G9650	throw into fear	phoberizō
G9651	fright	phoberismos
G9652	fearfully	phoberōs
G9653	crimson	phoinikeos
G9654	palm-grove	phoinikōn
G9655	man-killer	phoneutēs
G9656	pollute with murder	phonoktoneō
G9657	halter	phorbea
G9658	carriage	phoreion
G9659	nobles	phorthommin
G9660	tributary	phorologētos
G9661	tribute-gatherer	phorologos
G9662	shuddering awe	phrikē
G9663	cause for shuddering	phriktos
G9664	cause for shuddering	phrikōdēs
G9665	bewilderment	phrontis
G9666	detachment of soldiers	phroura
G9667	lots	phrourai
G9668	neighing	phruagma
G9669	dried sticks	phrugion
G9670	parch	phrugō
G9671	flight	phugadeia
G9672	place of refuge	phugadeion
G9673	place of refuge	phugadeutērion
G9674	drive into exile	phugadeuō
G9675	exile	phugas
G9676	development	phuē
G9677	injunction	phulagma
G9678	female keeper	phulakissa
G9679	tribal chief	phularchos
G9680	mixing together	phurasis
G9681	mix up	phuraō
G9682	befouling	phurmos
G9683	befoul	phurō
G9684	blow	phusaō
G9685	pair of bellows	phusētēr
G9686	plant	phuteuma
G9687	plant	phuton
G9688	be caught in the act	phōraō
G9689	600	ch
G9690	gape wide	chainō
G9691	chain-work	chalaston
G9692	galbanum	chalbanē
G9693	gravel	chalix
G9694	brass cauldron	chalkeion
G9695	of brass	chalkeios
G9696	forge	chalkeuō
G9697	chameleon	chamaileōn
G9698	chaos	chaos
G9699	curlew	charadrios
G9700	palisade	charakobolia
G9701	build a palisade	charakoō
G9702	siege mound	charakōsis
G9703	grave	charassō
G9704	cause for joy	charmonē
G9705	joyfulness	charmosunē
G9706	causing joy	charopoios
G9707	papyrus paper	chartion
G9708	cake	chauōn
G9709	bowls	chaphourē
G9710	of winter	cheimerinos
G9711	manacles	cheiropedai
G9712	stretching forth hands	cheirotonia
