# OT-in-NT quotations via LXX Strong's overlap (IDF-weighted); shoresh lxx.build_quotations
# ot_ref is Masoretic/English numbering; vrs=lxx? marks a boundary Psalm left in LXX numbering (needs V1 verse-map)
nt_ref	ot_ref	confidence	vrs	n_shared	score	shared_strongs
MAT 12:48	1MA 13:8	high	mt	4	0.503	G0080,0611,1510,3004
MAT 12:48	JDG 18:14	high	mt	3	0.481	G0080,0611,1510
MAT 12:48	1SA 26:6	high	mt	3	0.48	G0080,0611,3004
MAT 12:49	EZK 2:9	med	mt	3	0.442	G1614,3708,5495
MAT 12:49	1MA 12:42	med	mt	3	0.432	G1614,3708,5495
MAT 12:49	EZK 35:3	med	mt	3	0.411	G1614,3004,5495
MAT 12:50	1MA 3:60	high	mt	4	0.679	G1510,2307,3772,4160
MAT 12:50	GEN 20:12	high	mt	4	0.6	G0079,1510,3384,3962
MAT 12:50	JOB 17:14	high	mt	4	0.527	G0079,1510,3384,3962
MAT 13:1	LEV 14:38	med	mt	3	0.386	G1831,2250,3614
MAT 13:2	EZK 27:29	med	mt	3	0.381	G2476,3956,4143
MAT 13:2	JER 38:8	med	mt	3	0.333	G3793,4183,4863
MAT 13:3	1SA 24:14	med	mt	3	0.437	G1831,3004,3850
MAT 13:3	EZK 12:23	med	mt	3	0.384	G2980,3004,3850
MAT 13:8	PSA 67:7	med	mt	3	0.43	G1093,1325,2590
MAT 13:8	PSA 85:13	med	mt	3	0.36	G1093,1325,2590
MAT 13:8	NEH 9:36	med	mt	3	0.356	G1093,1325,2590
MAT 13:9	PSA 113:14	high	lxx?	3	1.0	G0191,2192,3775
MAT 13:10	EZK 12:23	high	mt	3	0.469	G2980,3004,3850
MAT 13:10	2SA 23:3	med	mt	3	0.437	G2980,3004,3850
MAT 13:11	1ES 6:12	med	mt	3	0.365	G0611,3004,3772
MAT 13:12	1MA 3:30	high	mt	3	0.533	G1325,2192,4052
MAT 13:12	NUM 7:9	med	mt	3	0.432	G0142,1325,2192
MAT 13:13	ISA 6:9	high	mt	3	0.542	G0191,0991,4920
MAT 13:14	ISA 6:9	high	mt	5	0.6	G0189,0191,0991,3708,4920
MAT 13:15	ISA 6:10	high	mt	11	1.0	G0191,1994,2390,2576,2588,2992,3708,3775,3788,3975,4920
MAT 13:15	JOB 13:1	med	mt	4	0.441	G0191,3708,3775,3788
MAT 13:15	ISA 33:15	med	mt	5	0.381	G0191,2576,3708,3775,3788
MAT 13:16	JER 5:21	high	mt	4	0.649	G0191,0991,3775,3788
MAT 13:16	DEU 29:3	high	mt	4	0.641	G0191,0991,3775,3788
MAT 13:16	JOB 13:1	high	mt	3	0.609	G0191,3775,3788
MAT 13:17	1SA 9:9	med	mt	3	0.37	G0991,3004,4396
MAT 13:17	4MA 18:15	med	mt	3	0.354	G1342,3004,4183
MAT 13:19	PSA 50:22	high	mt	3	0.453	G0726,1510,4920
MAT 13:19	1SA 18:14	med	mt	4	0.432	G1510,3598,3956,4920
MAT 13:19	AMO 5:13	med	mt	3	0.339	G1510,4190,4920
MAT 13:23	JER 22:29	med	mt	3	0.348	G0191,1093,3056
MAT 13:23	DEU 29:8	med	mt	3	0.326	G3056,4160,4920
MAT 13:23	HOS 2:25	med	mt	3	0.307	G1093,1510,4687
MAT 13:25	JER 38:27	med	mt	3	0.317	G0444,2064,4687
MAT 13:26	GEN 1:11	high	mt	4	0.524	G0985,2590,4160,5528
MAT 13:27	1KI 21:28	med	mt	4	0.335	G2962,3004,4334,4674
MAT 13:27	1KI 21:13	med	mt	4	0.325	G2962,3004,4334,4674
MAT 13:27	JER 38:27	med	mt	3	0.321	G2962,4687,4690
MAT 13:28	EST 6:6	med	mt	3	0.342	G0444,2309,4160
MAT 13:28	2SA 3:18	med	mt	4	0.31	G1401,2190,3004,4160
MAT 13:31	EZK 21:5	med	mt	3	0.336	G1510,3004,3850
MAT 13:32	PSA 104:12	med	mt	3	0.404	G2681,3772,4071
MAT 13:32	EZK 31:6	med	mt	4	0.338	G2798,3772,3956,4071
MAT 13:32	DEU 25:13	med	mt	3	0.328	G1510,3173,3398
MAT 13:34	EZK 12:23	med	mt	3	0.349	G2980,3850,3956
MAT 13:35	PSA 78:2	med	mt	3	0.348	G0455,3850,4750
MAT 13:36	1KI 21:13	med	mt	3	0.326	G3004,3793,4334
MAT 13:37	LEV 11:37	high	mt	3	0.48	G1510,4687,4690
MAT 13:37	JER 38:27	high	mt	3	0.462	G0444,4687,4690
MAT 13:37	SNG 2:10	med	mt	3	0.417	G0611,2570,3004
MAT 13:38	NUM 13:19	med	mt	3	0.425	G1510,2570,4190
MAT 13:38	JOB 5:25	med	mt	3	0.403	G0068,1510,4690
MAT 13:38	2KI 11:1	med	mt	3	0.353	G0932,4690,5207
MAT 13:39	EXO 23:16	med	mt	3	0.39	G2326,4687,4930
MAT 13:40	LEV 20:14	med	mt	3	0.395	G1510,2618,4442
MAT 13:41	JOB 8:4	med	mt	3	0.353	G0458,0649,5207
MAT 13:41	EXO 16:17	med	mt	3	0.344	G4160,4816,5207
MAT 13:41	2KI 14:8	med	mt	3	0.321	G0032,0649,5207
MAT 13:42	4MA 16:21	med	mt	3	0.372	G0906,2575,4442
MAT 13:43	PSA 113:14	high	lxx?	3	0.523	G0191,2192,3775
MAT 13:45	SIR 39:16	med	mt	3	0.384	G1510,2212,2570
MAT 13:47	EZK 26:5	high	mt	3	0.489	G1510,2281,4522
MAT 13:47	SIR 13:16	med	mt	4	0.417	G1085,3664,3956,4863
MAT 13:49	ISA 52:11	med	mt	3	0.352	G0873,1831,3319
MAT 13:50	4MA 16:21	med	mt	3	0.372	G0906,2575,4442
MAT 13:52	DEU 20:5	med	mt	4	0.308	G0444,1122,2537,3004
MAT 13:55	GEN 44:14	med	mt	4	0.405	G0080,1510,2455,2501
MAT 13:55	1MA 9:19	med	mt	3	0.351	G0080,2455,4613
MAT 13:55	1MA 5:55	med	mt	4	0.348	G0080,1510,2455,4613
MAT 14:6	2SA 6:16	med	mt	3	0.441	G1096,2364,3738
MAT 14:6	1CH 15:29	med	mt	3	0.374	G1096,2364,3738
MAT 14:21	BEL 1:20	high	mt	3	0.578	G0435,1135,3813
MAT 14:21	2KI 6:28	med	mt	3	0.42	G1135,1510,2068
MAT 14:25	JOB 38:16	med	mt	3	0.422	G2064,2281,4043
MAT 14:26	ISA 8:12	med	mt	3	0.307	G1510,5015,5401
MAT 14:27	JOS 20:1	high	mt	3	0.51	G2424,2980,3004
MAT 14:28	JER 17:15	med	mt	4	0.383	G1510,2064,2962,3004
MAT 14:29	PSA 107:23	high	mt	3	0.49	G2597,4143,5204
MAT 14:30	PSA 18:42	med	mt	3	0.42	G2896,2962,4982
MAT 14:30	PSA 107:13	med	mt	3	0.331	G2896,2962,4982
MAT 14:30	PSA 107:19	med	mt	3	0.331	G2896,2962,4982
MAT 14:31	EXO 4:4	high	mt	3	0.644	G1614,1949,5495
MAT 14:31	2SA 15:5	high	mt	3	0.533	G1614,1949,5495
MAT 14:31	NUM 14:30	high	mt	3	0.514	G1614,2424,5495
MAT 14:33	JDT 6:18	med	mt	3	0.41	G2316,3004,4352
MAT 14:35	2CH 16:4	med	mt	3	0.327	G0649,3956,4066
MAT 15:1	JOS 1:10	high	mt	3	0.566	G1122,2424,3004
MAT 15:3	2KI 18:36	high	mt	3	0.467	G0611,1785,3004
MAT 15:3	4MA 16:24	med	mt	3	0.351	G1785,2316,3845
MAT 15:3	EZR 9:10	med	mt	3	0.33	G1785,2316,3004
MAT 15:4	EXO 21:16	high	mt	5	0.863	G2288,2551,3384,3962,5053
MAT 15:4	LEV 21:11	med	mt	3	0.398	G3384,3962,5053
MAT 15:4	EXO 20:12	med	mt	4	0.373	G2316,3384,3962,5091
MAT 15:6	EXO 20:12	med	mt	4	0.343	G2316,3384,3962,5091
MAT 15:6	SIR 3:8	med	mt	3	0.332	G3056,3962,5091
MAT 15:6	DEU 5:16	med	mt	4	0.324	G2316,3384,3962,5091
MAT 15:8	ISA 29:13	high	mt	5	0.59	G0568,2588,2992,5091,5491
MAT 15:9	ISA 29:13	high	mt	5	0.757	G0444,1319,1321,1778,4576
MAT 15:12	JER 41:4	med	mt	3	0.311	G0191,3004,3056
MAT 15:19	HOS 4:2	high	mt	3	0.548	G2829,3430,5408
MAT 15:22	PSA 86:3	high	mt	3	0.467	G1653,2896,2962
MAT 15:22	GEN 36:2	high	mt	4	0.463	G1135,2364,5207,5478
MAT 15:22	GEN 24:37	med	mt	6	0.414	G1135,2364,2962,3004,5207,5478
MAT 15:23	JER 43:17	med	mt	3	0.449	G2065,3004,3056
MAT 15:23	2KI 18:36	med	mt	3	0.353	G0611,3004,3056
MAT 15:24	1MA 13:18	med	mt	3	0.44	G0622,0649,3004
MAT 15:24	NUM 17:27	med	mt	3	0.439	G0622,2474,3004
MAT 15:24	EZK 36:37	med	mt	4	0.418	G2474,3004,3624,4263
MAT 15:25	PSA 94:18	med	mt	3	0.43	G0997,2962,3004
MAT 15:26	SNG 2:10	med	mt	3	0.392	G0611,2570,3004
MAT 15:27	2SA 9:11	high	mt	3	0.525	G2068,2962,5132
MAT 15:27	EZK 39:20	high	mt	3	0.465	G2962,3004,5132
MAT 15:27	2SA 9:10	high	mt	3	0.451	G2068,2962,5132
MAT 15:28	JER 15:18	med	mt	3	0.305	G1096,2390,4102
MAT 15:29	EZK 47:8	med	mt	3	0.341	G1056,2064,2281
MAT 15:29	2KI 1:9	med	mt	4	0.331	G0305,2064,2521,3735
MAT 15:29	EXO 24:13	med	mt	3	0.315	G0305,2424,3735
MAT 15:30	JOB 29:15	high	mt	3	0.541	G4228,5185,5560
MAT 15:30	LEV 21:18	high	mt	3	0.491	G4334,5185,5560
MAT 15:30	ISA 43:8	med	mt	3	0.444	G2192,2974,5185
MAT 15:31	EXO 4:11	high	mt	4	0.479	G0991,2316,2974,5185
MAT 15:31	ISA 29:18	med	mt	3	0.381	G0991,2974,5185
MAT 15:31	DEU 15:21	med	mt	3	0.37	G2316,5185,5560
MAT 15:34	NUM 27:18	med	mt	3	0.383	G2192,2424,3004
MAT 15:38	BEL 1:20	high	mt	3	0.526	G0435,1135,3813
MAT 15:38	2KI 6:28	med	mt	3	0.382	G1135,1510,2068
MAT 15:38	EXO 21:4	med	mt	3	0.308	G1135,1510,3813
MAT 16:5	ISA 36:17	med	mt	3	0.426	G0740,2064,2983
MAT 16:13	JOS 4:21	med	mt	4	0.44	G1510,2065,3004,5207
MAT 16:13	GEN 37:15	med	mt	3	0.361	G0444,2065,3004
MAT 16:13	EXO 3:13	med	mt	3	0.333	G2064,2065,5207
MAT 16:16	2SA 1:16	high	mt	3	0.464	G0611,3004,5547
MAT 16:16	2SA 19:22	med	mt	3	0.432	G0611,5207,5547
MAT 16:16	1SA 26:16	med	mt	4	0.421	G1510,2198,5207,5547
MAT 16:17	LEV 17:11	med	mt	3	0.33	G0129,1510,4561
MAT 16:17	1MA 15:33	med	mt	3	0.311	G0611,3962,4613
MAT 16:17	1ES 6:12	med	mt	4	0.302	G0611,1510,3004,3772
MAT 16:18	2CH 26:9	med	mt	3	0.34	G2729,3618,4439
MAT 16:19	JDG 3:25	med	mt	3	0.336	G1093,1510,2807
MAT 16:21	NEH 12:26	med	mt	3	0.326	G1122,2250,2424
MAT 16:22	NUM 14:20	med	mt	3	0.421	G1510,2436,2962
MAT 16:27	JOB 34:11	med	mt	3	0.34	G0444,0591,1538
MAT 16:27	TOB 11:6	med	mt	4	0.313	G0444,2064,3962,5207
MAT 16:28	2SA 3:35	med	mt	4	0.382	G1089,1510,2064,3004
MAT 16:28	TOB 11:6	med	mt	4	0.363	G0444,2064,3708,5207
MAT 16:28	TOB 7:12	med	mt	3	0.337	G1089,1510,2476
MAT 17:1	1MA 9:38	med	mt	3	0.415	G0080,2491,3735
MAT 17:1	GEN 31:23	med	mt	4	0.404	G0080,2250,3735,3880
MAT 17:1	NEH 12:7	med	mt	3	0.32	G0080,2250,2424
MAT 17:3	EXO 34:35	high	mt	3	0.498	G3475,3708,4814
MAT 17:4	DEU 1:14	med	mt	3	0.363	G0611,2570,4160
MAT 17:4	JOS 7:20	med	mt	4	0.353	G0611,2424,2962,4160
MAT 17:4	2KI 10:10	med	mt	3	0.337	G2243,2962,4160
MAT 17:6	NUM 16:4	high	mt	3	0.724	G0191,4098,4383
MAT 17:6	TOB 12:16	high	mt	3	0.697	G4098,4383,5399
MAT 17:6	DAN 10:9	high	mt	3	0.493	G0191,4098,4383
MAT 17:9	PSA 88:5	med	mt	3	0.375	G0444,2597,3498
MAT 17:9	JOS 6:10	med	mt	4	0.334	G1781,2424,3004,3367
MAT 17:9	JOS 1:10	med	mt	3	0.32	G1781,2424,3004
MAT 17:12	1MA 13:14	med	mt	3	0.366	G1921,3004,3195
MAT 17:15	2MA 11:10	med	mt	3	0.416	G1653,2192,2962
MAT 17:15	EZK 39:5	med	mt	3	0.378	G2962,3004,4098
MAT 17:15	1KI 18:38	med	mt	4	0.37	G2962,4098,4442,5204
MAT 17:20	JOB 10:13	med	mt	3	0.444	G0101,2192,3762
MAT 17:22	JOS 2:24	med	mt	3	0.397	G2424,3860,5495
MAT 17:24	1ES 8:65	high	mt	3	0.515	G3004,4334,5055
MAT 17:25	1MA 15:33	med	mt	4	0.329	G0245,1093,2983,4613
MAT 18:1	1ES 8:62	med	mt	3	0.356	G1510,2424,5610
MAT 18:3	1KI 2:15	high	mt	3	0.474	G0932,1096,4762
MAT 18:4	DAN 7:17	med	mt	3	0.32	G0932,1510,3173
MAT 18:5	1SA 1:2	med	mt	3	0.425	G1520,3686,3813
MAT 18:8	JOB 29:15	med	mt	3	0.36	G1510,4228,5560
MAT 18:8	2SA 9:13	med	mt	3	0.306	G1510,4228,5560
MAT 18:10	JDG 13:20	med	mt	4	0.388	G0032,0991,3772,4383
MAT 18:10	2KI 14:8	med	mt	4	0.386	G0032,3004,3708,4383
MAT 18:10	2SA 14:24	med	mt	3	0.382	G0991,3708,4383
MAT 18:12	PSA 119:176	med	mt	3	0.403	G2212,4105,4263
MAT 18:12	ISA 53:6	med	mt	3	0.402	G0444,4105,4263
MAT 18:12	GEN 37:15	med	mt	3	0.394	G0444,2212,4105
MAT 18:13	GEN 37:15	high	mt	3	0.493	G2147,3004,4105
MAT 18:14	1MA 3:60	high	mt	3	0.65	G1510,2307,3772
MAT 18:14	GEN 42:32	med	mt	4	0.394	G1510,1520,3398,3962
MAT 18:16	DEU 17:6	high	mt	3	0.584	G1520,3144,5140
MAT 18:16	DEU 19:15	high	mt	7	0.495	G1520,2476,3144,3956,4487,4750,5140
MAT 18:16	DAN 6:20	med	mt	3	0.444	G2476,3880,4750
MAT 18:18	JOS 5:15	med	mt	3	0.392	G1510,3004,3089
MAT 18:19	ECC 3:1	med	mt	3	0.356	G3772,3956,4229
MAT 18:21	LEV 19:22	high	mt	3	0.579	G0264,0863,2962
MAT 18:21	LEV 5:6	med	mt	3	0.405	G0264,0863,2962
MAT 18:23	EST 5:3	high	mt	3	0.455	G0932,0935,2309
MAT 18:23	EST 6:7	med	mt	3	0.402	G0444,0935,2309
MAT 18:23	EST 6:6	med	mt	3	0.389	G0444,0935,2309
MAT 18:25	ISA 13:16	med	mt	3	0.444	G1135,2192,5043
MAT 18:25	1KI 20:25	med	mt	3	0.329	G1135,2962,4097
MAT 18:26	JDT 6:18	med	mt	3	0.409	G3004,4098,4352
MAT 18:26	2SA 9:6	med	mt	3	0.403	G1401,4098,4352
MAT 18:32	PSA 90:13	high	mt	3	0.488	G1401,2962,3870
MAT 18:32	PSA 135:14	med	mt	3	0.443	G1401,2962,3870
MAT 18:32	1KI 16:30	med	mt	3	0.351	G2962,3956,4190
MAT 18:34	JDG 10:7	high	mt	3	0.513	G0591,2962,3710
MAT 18:34	JDG 2:14	high	mt	4	0.495	G0591,2962,3710,3860
MAT 18:34	JDG 3:8	med	mt	3	0.361	G0591,2962,3710
MAT 18:35	TOB 11:2	high	mt	3	0.513	G0080,0863,3962
MAT 19:1	JOS 19:33	med	mt	3	0.309	G1096,2446,3725
MAT 19:3	1ES 9:36	med	mt	3	0.352	G0630,1135,3956
MAT 19:3	3MA 7:7	med	mt	3	0.305	G0156,0630,3956
MAT 19:4	GEN 1:27	high	mt	3	0.498	G0730,2338,4160
MAT 19:4	1ES 6:12	med	mt	3	0.43	G0611,2936,3004
MAT 19:4	GEN 5:2	med	mt	3	0.41	G0730,2338,4160
MAT 19:5	GEN 2:24	high	mt	8	0.683	G0444,1135,1510,1520,2641,3384,3962,4561
MAT 19:5	EZK 23:2	high	mt	5	0.513	G0444,1135,1510,1520,3384
MAT 19:5	4MA 16:5	med	mt	3	0.437	G1135,1510,3384
MAT 19:7	DEU 24:3	high	mt	3	0.465	G0647,0975,1325
MAT 19:7	ISA 50:1	high	mt	3	0.463	G0647,0975,3004
MAT 19:7	DEU 24:1	med	mt	3	0.384	G0647,0975,1325
MAT 19:11	EXO 20:1	med	mt	3	0.374	G3004,3056,3956
MAT 19:12	GEN 13:6	med	mt	3	0.427	G1410,1510,5562
MAT 19:12	2KI 20:18	med	mt	3	0.387	G1080,1510,2135
MAT 19:12	2KI 24:12	med	mt	3	0.343	G0932,2135,3384
MAT 19:13	LEV 7:30	med	mt	3	0.432	G2007,4374,5495
MAT 19:13	NUM 5:25	med	mt	3	0.372	G2007,4374,5495
MAT 19:15	GEN 22:6	high	mt	3	0.489	G2007,4198,5495
MAT 19:16	JOB 10:22	med	mt	3	0.312	G0166,2222,3708
MAT 19:16	ECC 3:12	med	mt	3	0.308	G0018,2222,4160
MAT 19:17	PSA 34:13	med	mt	4	0.439	G0018,1510,2222,2309
MAT 19:17	JOS 4:21	med	mt	3	0.383	G1510,2065,3004
MAT 19:17	2SA 15:26	med	mt	3	0.361	G0018,1510,2309
MAT 19:19	EXO 20:12	med	mt	3	0.361	G3384,3962,5091
MAT 19:19	DEU 5:16	med	mt	3	0.341	G3384,3962,5091
MAT 19:19	1ES 4:25	med	mt	3	0.314	G0025,3384,3962
MAT 19:21	PSA 73:25	med	mt	3	0.382	G2309,3772,5225
MAT 19:22	NEH 5:6	med	mt	3	0.427	G0191,3056,3076
MAT 19:22	1MA 10:22	med	mt	3	0.409	G0191,3056,3076
MAT 19:22	2SA 13:21	med	mt	4	0.314	G0191,1510,3056,3076
MAT 19:25	1MA 9:9	med	mt	3	0.324	G1410,3004,4982
MAT 19:26	SIR 42:12	high	mt	3	0.507	G0444,1689,3956
MAT 19:26	ISA 17:7	med	mt	3	0.411	G0444,1510,1689
MAT 19:26	JOS 10:7	med	mt	3	0.398	G1415,2424,3956
MAT 19:27	1ES 4:7	med	mt	3	0.35	G0863,1510,3004
MAT 19:28	2KI 15:12	med	mt	5	0.389	G2362,2474,2521,3004,5207
MAT 19:28	GEN 49:16	med	mt	3	0.371	G2474,2919,5443
MAT 19:28	PSA 9:5	med	lxx?	3	0.37	G2362,2523,2919
MAT 19:29	EZK 16:45	med	mt	5	0.437	G0079,0080,3384,3962,5043
MAT 19:29	GEN 20:12	med	mt	3	0.389	G0079,3384,3962
MAT 19:29	TOB 11:2	med	mt	3	0.369	G0080,0863,3962
MAT 19:30	JOB 8:7	high	mt	3	0.709	G1510,2078,4413
MAT 19:30	JOB 23:8	high	mt	3	0.703	G1510,2078,4413
MAT 19:30	DAN 11:29	high	mt	3	0.652	G1510,2078,4413
MAT 20:4	JOB 35:7	med	mt	3	0.33	G1325,1342,1510
MAT 20:4	1KI 20:6	med	mt	3	0.313	G0290,1325,3004
MAT 20:13	GEN 42:22	med	mt	3	0.315	G0091,0611,3004
MAT 20:15	2SA 15:26	high	mt	5	0.544	G0018,1510,2309,3788,4160
MAT 20:15	2KI 17:2	med	mt	4	0.41	G1510,3788,4160,4190
MAT 20:15	2KI 24:9	med	mt	3	0.388	G3788,4160,4190
MAT 20:16	JOB 8:7	high	mt	3	0.791	G1510,2078,4413
MAT 20:16	JOB 23:8	high	mt	3	0.785	G1510,2078,4413
MAT 20:16	DAN 11:29	high	mt	3	0.728	G1510,2078,4413
MAT 20:17	JOS 7:2	med	mt	3	0.355	G0305,2424,3004
MAT 20:20	1KI 2:13	med	mt	3	0.404	G3384,4352,5207
MAT 20:21	ZEC 4:3	high	mt	3	0.586	G1188,1520,2176
MAT 20:21	2CH 3:17	med	mt	3	0.424	G1188,1520,2176
MAT 20:21	EXO 14:29	med	mt	3	0.423	G1188,2176,5207
MAT 20:22	ISA 51:22	med	mt	3	0.326	G3004,4095,4221
MAT 20:23	JER 30:6	high	mt	3	0.457	G1510,4095,4221
MAT 20:28	EXO 21:30	high	mt	3	0.617	G1325,3083,5590
MAT 20:28	EXO 30:12	high	mt	4	0.509	G1325,3083,5207,5590
MAT 20:28	NUM 3:48	high	mt	3	0.498	G1325,3083,5207
MAT 20:30	PSA 86:3	med	mt	3	0.394	G1653,2896,2962
MAT 20:30	EXO 32:17	med	mt	4	0.358	G0191,2424,2896,3004
MAT 20:30	ISA 42:18	med	mt	3	0.322	G0191,3708,5185
MAT 20:31	PSA 86:3	med	mt	3	0.416	G1653,2896,2962
MAT 20:31	2SA 19:5	med	mt	4	0.33	G2896,3004,3173,5207
MAT 20:32	ECC 8:3	med	mt	3	0.416	G2309,2476,4160
MAT 20:33	2CH 6:40	high	mt	3	0.556	G0455,2962,3788
MAT 20:33	2KI 6:20	high	mt	3	0.468	G0455,2962,3788
MAT 21:1	EZK 36:8	med	mt	3	0.303	G1448,2064,3735
MAT 21:3	2MA 2:15	high	mt	3	0.725	G0649,2192,5532
MAT 21:3	PSA 16:2	high	mt	3	0.555	G2192,2962,5532
MAT 21:3	EZK 33:17	high	mt	3	0.541	G2046,2117,2962
MAT 21:4	JER 13:13	high	mt	4	0.555	G2046,3004,4137,4396
MAT 21:4	HAG 1:3	high	mt	3	0.512	G1096,3004,4396
MAT 21:4	JER 23:33	high	mt	3	0.475	G2046,3004,4396
MAT 21:5	ZEC 9:9	high	mt	8	0.727	G0935,1910,2064,2364,4239,4454,4622,5268
MAT 21:5	JDG 12:14	high	mt	3	0.494	G1910,4454,5207
MAT 21:5	1KI 13:13	high	mt	3	0.459	G1910,3688,5207
MAT 21:6	JOS 11:15	high	mt	3	0.498	G2424,4160,4929
MAT 21:6	JOB 42:9	high	mt	3	0.454	G4160,4198,4929
MAT 21:7	GEN 44:13	med	mt	3	0.401	G2007,2440,3688
MAT 21:9	PSA 118:26	med	mt	4	0.358	G2064,2127,2962,3686
MAT 21:9	PSA 103:1	med	mt	4	0.303	G1138,2127,2962,3686
MAT 21:10	TOB 13:10	med	mt	4	0.377	G2414,3004,3956,4172
MAT 21:10	JER 8:16	med	mt	3	0.325	G3956,4172,4579
MAT 21:11	1KI 21:13	med	mt	3	0.39	G3004,3793,4396
MAT 21:13	JER 7:11	high	mt	4	0.662	G3004,3027,3624,4693
MAT 21:14	LEV 21:18	high	mt	3	0.639	G4334,5185,5560
MAT 21:15	2CH 34:20	med	mt	4	0.371	G1122,3004,3816,5207
MAT 21:16	PSA 8:3	high	mt	5	0.767	G0136,2337,2675,3516,4750
MAT 21:16	1SA 22:19	med	mt	3	0.372	G2337,3516,4750
MAT 21:20	JOB 41:1	high	mt	3	0.496	G2296,3004,3708
MAT 21:23	2MA 14:13	med	mt	3	0.391	G0749,1325,2411
MAT 21:23	1MA 10:32	med	mt	3	0.381	G0749,1325,1849
MAT 21:23	1MA 1:13	med	mt	4	0.344	G1325,1849,2992,4160
MAT 21:24	JER 43:17	high	mt	3	0.469	G2065,3004,3056
MAT 21:24	JER 23:33	high	mt	3	0.452	G2046,2065,3004
MAT 21:24	JOS 7:20	med	mt	3	0.402	G0611,2424,4160
MAT 21:26	1MA 9:36	high	mt	3	0.459	G2192,2491,3956
MAT 21:26	1KI 21:13	med	mt	4	0.368	G3004,3793,3956,4396
MAT 21:26	2CH 20:15	med	mt	4	0.332	G3004,3793,3956,5399
MAT 21:27	JOS 7:20	med	mt	3	0.414	G0611,2424,4160
MAT 21:27	JOS 1:16	med	mt	3	0.342	G0611,2424,4160
MAT 21:30	DAN 2:7	med	mt	3	0.316	G0611,1208,3004
MAT 21:31	ODA 14:43	med	mt	3	0.331	G2307,2316,4160
MAT 21:31	4MA 18:16	med	mt	3	0.321	G2307,3004,4160
MAT 21:31	1KI 5:22	med	mt	3	0.314	G2307,3004,4160
MAT 21:32	EXO 13:17	med	mt	3	0.327	G3338,3598,3708
MAT 21:32	EZK 14:22	med	mt	3	0.323	G3338,3598,3708
MAT 21:33	ODA 10:2	high	mt	6	0.476	G3618,3736,4060,4444,5418,5452
MAT 21:33	ISA 5:2	high	mt	6	0.476	G3618,3736,4060,4444,5418,5452
MAT 21:33	GEN 9:20	med	mt	4	0.417	G0290,0444,1092,5452
MAT 21:36	1MA 11:27	med	mt	3	0.439	G0243,4160,4413
MAT 21:36	1KI 21:9	med	mt	4	0.332	G0649,1401,4160,4413
MAT 21:38	JDG 18:7	med	mt	4	0.324	G1510,2192,2818,3708
MAT 21:42	PSA 118:22	high	mt	6	0.711	G0593,1096,1137,2776,3037,3618
MAT 21:42	PSA 118:23	med	mt	5	0.445	G1096,1510,2298,2962,3788
MAT 21:42	JER 28:26	med	mt	5	0.314	G1137,1510,2962,3004,3037
MAT 21:43	PSA 67:7	high	mt	3	0.497	G1325,2316,2590
MAT 21:43	DEU 1:25	med	mt	4	0.385	G1325,2316,2590,3004
MAT 21:43	DAN 7:14	med	mt	4	0.358	G0142,0932,1325,1484
MAT 22:2	EST 2:18	med	mt	4	0.428	G0932,0935,1062,4160
MAT 22:2	EZK 31:2	med	mt	4	0.402	G0444,0935,3666,5207
MAT 22:3	2SA 14:29	med	mt	3	0.426	G0649,2064,2309
MAT 22:3	1SA 3:10	med	mt	3	0.352	G1401,2064,2564
MAT 22:8	4MA 17:8	med	mt	3	0.352	G0514,1510,3004
MAT 22:11	ZEP 1:8	med	mt	3	0.35	G0935,1742,1746
MAT 22:13	EXO 21:24	med	mt	3	0.365	G3599,4228,5495
MAT 22:14	SIR 20:12	med	mt	3	0.419	G1510,3641,4183
MAT 22:14	SIR 43:32	med	mt	3	0.358	G1510,3641,4183
MAT 22:16	WIS 12:13	med	mt	3	0.338	G1510,2316,3199
MAT 22:16	PRO 22:21	med	mt	3	0.307	G0225,0227,1321
MAT 22:17	4MA 1:12	high	mt	3	0.5	G1325,1832,3004
MAT 22:21	GEN 42:28	high	mt	3	0.483	G0591,2316,3004
MAT 22:23	ZEC 4:4	med	mt	3	0.405	G1510,1905,3004
MAT 22:23	ZEP 3:8	med	mt	3	0.319	G0386,2250,3004
MAT 22:24	1CH 2:30	med	mt	3	0.414	G0599,2192,5043
MAT 22:24	1CH 2:32	med	mt	3	0.414	G0599,2192,5043
MAT 22:24	GEN 38:8	med	mt	4	0.366	G0080,0450,1135,4690
MAT 22:25	GEN 38:8	med	mt	3	0.301	G0080,1135,4690
MAT 22:27	SIR 25:24	high	mt	3	0.66	G0599,1135,3956
MAT 22:29	JOS 7:20	med	mt	3	0.391	G0611,2316,2424
MAT 22:32	EXO 4:5	high	mt	4	0.586	G0011,2316,2384,2464
MAT 22:32	EXO 6:3	high	mt	5	0.576	G0011,1510,2316,2384,2464
MAT 22:32	GEN 32:10	high	mt	4	0.565	G0011,2316,2384,2464
MAT 22:37	DEU 6:5	high	mt	6	0.654	G0025,2316,2588,2962,3650,5590
MAT 22:37	DEU 30:6	high	mt	6	0.584	G0025,2316,2588,2962,3650,5590
MAT 22:37	JER 38:33	high	mt	5	0.501	G1271,2316,2588,2962,5346
MAT 22:38	DAN 10:4	med	mt	3	0.392	G1510,3173,4413
MAT 22:42	2SA 1:16	med	mt	3	0.438	G1138,3004,5547
MAT 22:42	1SA 24:7	med	mt	3	0.428	G1138,1510,5547
