strong	tw_article	category	is_kt	lemma	n
G3708	bible/other/watch	other	0	ὁράω	2
G3708	bible/other/understand	other	0	ὁράω	1
G3709	bible/kt/wrath	kt	1	ὀργή	34
G3715	bible/other/lust	other	0	ὄρεξις	1
G3724	bible/other/declare	other	0	ὁρίζω	2
G3724	bible/kt/appoint	kt	1	ὁρίζω	2
G3727	bible/other/oath	other	0	ὅρκος	10
G3728	bible/other/oath	other	0	ὁρκωμοσία	4
G3735	bible/names/mountofolives	names	0	ὄρος	11
G3735	bible/names/sinai	names	0	ὄρος	4
G3735	bible/kt/zion	kt	1	ὄρος	2
G3741	bible/kt/holy	kt	1	ὅσιος	5
G3741	bible/kt/holyone	kt	1	ὅσιος	3
G3742	bible/kt/holy	kt	1	ὁσιότης	2
G3743	bible/kt/holy	kt	1	ὁσίως	1
G3749	bible/other/earth	other	0	ὀστράκινος	1
G3751	bible/other/loins	other	0	ὀσφύς	7
G3759	bible/kt/woe	kt	1	οὐαί	46
G3767	bible/names/peter	names	0	οὖν	1
G3770	bible/kt/heaven	kt	1	οὐράνιος	9
G3770	bible/kt/godthefather	kt	1	οὐράνιος	1
G3771	bible/kt/heaven	kt	1	οὐρανόθεν	2
G3772	bible/kt/heaven	kt	1	οὐρανός	268
G3772	bible/kt/kingdomofgod	kt	1	οὐρανός	32
G3774	bible/names/uriah	names	0	Οὐρίας	1
G3786	bible/other/profit	other	0	ὄφελος	3
G3789	bible/other/serpent	other	0	ὄφις	13
G3802	bible/other/snare	other	0	παγιδεύω	1
G3803	bible/other/snare	other	0	παγίς	5
G3804	bible/other/suffer	other	0	πάθημα	14
G3804	bible/other/lust	other	0	πάθημα	1
G3805	bible/other/suffer	other	0	παθητός	1
G3806	bible/other/lust	other	0	πάθος	2
G3807	bible/other/instruct	other	0	παιδαγωγός	3
G3809	bible/other/instruct	other	0	παιδεία	1
G3810	bible/other/instruct	other	0	παιδευτής	1
G3811	bible/other/punish	other	0	παιδεύω	2
G3811	bible/other/instruct	other	0	παιδεύω	2
G3814	bible/other/servant	other	0	παιδίσκη	13
G3816	bible/other/servant	other	0	παῖς	15
G3824	bible/kt/bornagain	kt	1	παλιγγενεσία	2
G3831	bible/other/assembly	other	0	πανήγυρις	1
G3833	bible/other/armor	other	0	πανοπλία	3
G3841	bible/kt/almighty	kt	1	παντοκράτωρ	10
G3847	bible/kt/transgression	kt	1	παράβασις	7
G3848	bible/kt/transgression	kt	1	παραβάτης	5
G3850	bible/kt/parable	kt	1	παραβολή	47
G3850	bible/other/proverb	other	0	παραβολή	1
G3853	bible/other/instruct	other	0	παραγγέλλω	2
G3858	bible/other/receive	other	0	παραδέχομαι	5
G3860	bible/other/betray	other	0	παραδίδωμι	31
G3860	bible/other/commit	other	0	παραδίδωμι	4
G3862	bible/other/tradition	other	0	παράδοσις	12
G3863	bible/other/provoke	other	0	παραζηλόω	3
G3863	bible/kt/jealous	kt	1	παραζηλόω	1
G3867	bible/kt/exhort	kt	1	παραινέω	2
G3868	bible/other/reject	other	0	παραιτέομαι	6
G3870	bible/kt/exhort	kt	1	παρακαλέω	47
G3870	bible/other/beg	other	0	παρακαλέω	26
G3870	bible/other/courage	other	0	παρακαλέω	10
G3870	bible/other/plead	other	0	παρακαλέω	3
G3870	bible/kt/call-speakloudly	kt	1	παρακαλέω	1
G3874	bible/kt/exhort	kt	1	παράκλησις	8
G3874	bible/other/courage	other	0	παράκλησις	7
G3880	bible/other/receive	other	0	παραλαμβάνω	15
G3884	bible/other/deceive	other	0	παραλογίζομαι	1
G3892	bible/kt/transgression	kt	1	παρανομία	1
G3893	bible/other/rebel	other	0	παραπικραίνω	1
G3894	bible/other/rebel	other	0	παραπικρασμός	2
G3900	bible/kt/trespass	kt	1	παράπτωμα	17
G3900	bible/kt/transgression	kt	1	παράπτωμα	2
G3906	bible/other/watch	other	0	παρατηρέω	5
G3908	bible/other/commit	other	0	παρατίθημι	4
G3917	bible/other/leopard	other	0	πάρδαλις	1
G3925	bible/other/stronghold	other	0	παρεμβολή	6
G3926	bible/other/trouble	other	0	παρενοχλέω	1
G3927	bible/other/exile	other	0	παρεπίδημος	3
G3933	bible/other/virgin	other	0	παρθένος	15
G3941	bible/other/foreigner	other	0	πάροικος	1
G3942	bible/kt/parable	kt	1	παροιμία	1
G3942	bible/other/proverb	other	0	παροιμία	1
G3943	bible/other/wine	other	0	πάροινος	1
G3947	bible/other/provoke	other	0	παροξύνω	2
G3949	bible/other/provoke	other	0	παροργίζω	1
G3957	bible/kt/passover	kt	1	Πάσχα	29
G3958	bible/other/suffer	other	0	πάσχω	40
G3961	bible/other/trample	other	0	πατέω	1
G3962	bible/kt/godthefather	kt	1	πατήρ	257
G3962	bible/kt/willofgod	kt	1	πατήρ	4
G3962	bible/other/patriarchs	other	0	πατήρ	3
G3962	bible/kt/kingdomofgod	kt	1	πατήρ	2
G3962	bible/kt/sonsofgod	kt	1	πατήρ	1
G3965	bible/other/family	other	0	πατριά	2
G3966	bible/other/patriarchs	other	0	πατριάρχης	4
G3972	bible/names/paul	names	0	Παῦλος	157
G3982	bible/kt/trust	kt	1	πείθω	4
G3985	bible/kt/test	kt	1	πειράζω	17
G3985	bible/kt/tempt	kt	1	πειράζω	16
G3986	bible/kt/tempt	kt	1	πειρασμός	10
G3986	bible/other/trial	other	0	πειρασμός	8
G3986	bible/kt/test	kt	1	πειρασμός	3
G3992	bible/kt/willofgod	kt	1	πέμπω	4
G3996	bible/other/mourn	other	0	πενθέω	9
G3997	bible/other/mourn	other	0	πένθος	5
G4005	bible/kt/pentecost	kt	1	πεντηκοστή	3
G4016	bible/other/robe	other	0	περιβάλλω	1
G4018	bible/other/robe	other	0	περιβόλαιον	2
G4019	bible/kt/bond	kt	1	περιδέω	1
G4021	bible/other/sorcery	other	0	περίεργος	1
G4023	bible/other/seize	other	0	περιέχω	1
G4024	bible/other/gird	other	0	περιζωννύω	2
G4029	bible/kt/bond	kt	1	περίκειμαι	1
G4047	bible/other/possess	other	0	περιποίησις	2
G4052	bible/other/multiply	other	0	περισσεύω	23
G4058	bible/other/dove	other	0	περιστερά	10
G4059	bible/kt/circumcise	kt	1	περιτέμνω	17
G4061	bible/kt/circumcise	kt	1	περιτομή	36
G4074	bible/names/peter	names	0	πέτρος	155
G4077	bible/other/fountain	other	0	πηγή	8
G4077	bible/other/well	other	0	πηγή	2
G4084	bible/other/seize	other	0	πιάζω	10
G4091	bible/names/pilate	names	0	Πειλᾶτος	55
G4098	bible/other/bow	other	0	πίπτω	21
G4100	bible/kt/believe	kt	1	πιστεύω	226
G4100	bible/kt/trust	kt	1	πιστεύω	10
G4100	bible/kt/faithful	kt	1	πιστεύω	1
G4102	bible/kt/faith	kt	1	πίστις	237
G4102	bible/kt/faithful	kt	1	πίστις	3
G4102	bible/kt/sign	kt	1	πίστις	1
G4102	bible/kt/believe	kt	1	πίστις	1
G4103	bible/kt/faithful	kt	1	πιστός	52
G4103	bible/kt/believe	kt	1	πιστός	8
G4103	bible/kt/trust	kt	1	πιστός	5
G4105	bible/other/deceive	other	0	πλανάω	16
G4106	bible/other/deceive	other	0	πλάνη	7
G4108	bible/other/deceive	other	0	πλάνος	5
G4121	bible/other/multiply	other	0	πλεονάζω	3
G4122	bible/other/wrong	other	0	πλεονεκτέω	1
G4123	bible/other/envy	other	0	πλεονέκτης	4
G4124	bible/other/envy	other	0	πλεονεξία	10
G4127	bible/other/plague	other	0	πληγή	13
G4129	bible/other/multiply	other	0	πληθύνω	12
G4130	bible/kt/fulfill	kt	1	πλήθω	4
G4132	bible/other/flood	other	0	πλήμμυρα	1
G4137	bible/kt/fulfill	kt	1	πληρόω	51
G4138	bible/kt/fulfill	kt	1	πλήρωμα	2
G4139	bible/other/neighbor	other	0	πλησίον	16
G4151	bible/kt/holyspirit	kt	1	πνεῦμα	245
G4151	bible/kt/spirit	kt	1	πνεῦμα	87
G4151	bible/kt/demon	kt	1	πνεῦμα	40
G4151	bible/kt/god	kt	1	πνεῦμα	1
G4152	bible/kt/spirit	kt	1	πνευματικός	26
G4153	bible/kt/spirit	kt	1	πνευματικῶς	1
G4160	bible/kt/appoint	kt	1	ποιέω	2
G4160	bible/other/bear	other	0	ποιέω	1
G4165	bible/other/shepherd	other	0	ποιμαίνω	11
G4166	bible/other/shepherd	other	0	ποιμήν	17
G4167	bible/other/flock	other	0	ποίμνη	5
G4168	bible/other/flock	other	0	ποίμνιον	5
G4172	bible/other/holycity	other	0	πόλις	6
G4172	bible/names/cityofdavid	names	0	πόλις	2
G4174	bible/other/citizen	other	0	πολιτεία	2
G4175	bible/other/citizen	other	0	πολίτευμα	1
G4176	bible/other/citizen	other	0	πολιτεύω	1
G4177	bible/other/citizen	other	0	πολίτης	4
G4183	bible/other/age-timeperiod	other	0	πολύς	1
G4184	bible/kt/compassion	kt	1	πολύσπλαγχνος	1
G4189	bible/kt/evil	kt	1	πονηρία	7
G4190	bible/kt/evil	kt	1	πονηρός	63
G4190	bible/kt/satan	kt	1	πονηρός	11
G4190	bible/kt/demon	kt	1	πονηρός	6
G4191	bible/kt/evil	kt	1	πονηρότερος	1
G4191	bible/kt/demon	kt	1	πονηρότερος	1
G4193	bible/names/pontus	names	0	Ποντικός	1
G4194	bible/names/pilate	names	0	Πόντιος	3
G4195	bible/names/pontus	names	0	Πόντος	2
G4202	bible/other/fornication	other	0	πορνεία	25
G4203	bible/other/fornication	other	0	πορνεύω	8
G4204	bible/other/prostitute	other	0	πόρνη	12
G4205	bible/other/fornication	other	0	πόρνος	10
G4209	bible/other/purple	other	0	πορφύρα	4
G4210	bible/other/purple	other	0	πορφυροῦς	4
G4211	bible/other/purple	other	0	πορφυρόπωλις	1
G4215	bible/names/jordanriver	names	0	ποταμός	1
G4216	bible/other/flood	other	0	ποταμοφόρητος	1
G4218	bible/other/age-timeperiod	other	0	ποτέ	1
G4228	bible/other/footstool	other	0	πούς	2
G4232	bible/other/palace	other	0	πραιτώριον	6
G4239	bible/other/meek	other	0	πραΰς	2
G4240	bible/other/meek	other	0	πραΰτης	3
G4240	bible/kt/humble	kt	1	πραΰτης	1
G4244	bible/other/elder	other	0	πρεσβυτέριον	3
G4245	bible/other/elder	other	0	πρεσβύτερος	64
G4246	bible/other/elder	other	0	πρεσβύτης	3
G4249	bible/kt/tempt	kt	1	πρίζω	1
G4251	bible/names/priscilla	names	0	Πρίσκα	3
G4252	bible/names/priscilla	names	0	Πρίσκιλλα	3
G4258	bible/kt/sin	kt	1	προαμαρτάνω	2
G4262	bible/other/sheep	other	0	προβατικός	2
G4263	bible/other/sheep	other	0	πρόβατον	38
G4267	bible/other/foreordain	other	0	προγινώσκω	4
G4267	bible/other/know	other	0	προγινώσκω	1
G4268	bible/other/foreordain	other	0	πρόγνωσις	2
G4273	bible/other/betray	other	0	προδότης	3
G4276	bible/kt/hope	kt	1	προελπίζω	1
G4279	bible/kt/promise	kt	1	προεπαγγέλλω	1
G4287	bible/kt/appoint	kt	1	προθεσμία	1
G4291	bible/other/manager	other	0	προΐστημι	4
G4291	bible/other/ruler	other	0	προΐστημι	1
G4296	bible/other/preach	other	0	προκηρύσσω	1
G4299	bible/other/partial	other	0	πρόκριμα	1
G4303	bible/kt/testimony	kt	1	προμαρτύρομαι	1
G4309	bible/kt/predestine	kt	1	προορίζω	6
G4310	bible/other/suffer	other	0	προπάσχω	1
G4315	bible/kt/sabbath	kt	1	προσάββατον	1
G4319	bible/other/beg	other	0	προσαίτης	3
G4327	bible/other/receive	other	0	προσδέχομαι	5
G4335	bible/kt/pray	kt	1	προσευχή	36
G4336	bible/kt/pray	kt	1	προσεύχομαι	86
G4341	bible/kt/call-speakloudly	kt	1	προσκαλέω	19
G4341	bible/kt/call-tosummon	kt	1	προσκαλέω	9
G4342	bible/other/servant	other	0	προσκαρτερέω	1
G4343	bible/other/perseverance	other	0	προσκαρτέρησις	1
G4346	bible/other/partial	other	0	πρόσκλισις	1
G4348	bible/other/stumble	other	0	πρόσκομμα	4
G4350	bible/other/stumble	other	0	προσκόπτω	5
G4352	bible/kt/worship	kt	1	προσκυνέω	55
G4352	bible/other/bow	other	0	προσκυνέω	5
G4353	bible/kt/worship	kt	1	προσκυνητής	1
G4355	bible/other/receive	other	0	προσλαμβάνω	6
G4362	bible/kt/crucify	kt	1	προσπήγνυμι	1
G4363	bible/other/bow	other	0	προσπίπτω	7
G4367	bible/kt/appoint	kt	1	προστάσσω	1
G4376	bible/other/sacrifice	other	0	προσφορά	9
G4377	bible/kt/call-speakloudly	kt	1	προσφωνέω	4
G4380	bible/kt/favor	kt	1	προσωπολημπτέω	1
G4381	bible/other/partial	other	0	προσωπολήμπτης	1
G4382	bible/other/partial	other	0	προσωπολημψία	4
G4389	bible/other/courage	other	0	προτρέπω	1
G4394	bible/kt/prophet	kt	1	προφητεία	19
G4395	bible/kt/prophet	kt	1	προφητεύω	28
G4396	bible/kt/prophet	kt	1	προφήτης	144
G4396	bible/names/samuel	names	0	προφήτης	1
G4397	bible/kt/prophet	kt	1	προφητικός	2
G4398	bible/kt/prophet	kt	1	προφῆτις	2
G4400	bible/kt/appoint	kt	1	προχειρίζω	3
G4413	bible/other/chief	other	0	πρῶτος	1
G4415	bible/kt/birthright	kt	1	πρωτοτόκια	1
G4416	bible/other/firstborn	other	0	πρωτότοκος	8
G4417	bible/other/stumble	other	0	πταίω	5
G4422	bible/other/terror	other	0	πτοέω	2
G4423	bible/other/terror	other	0	πτόησις	1
G4425	bible/other/winnow	other	0	πτύον	1
G4436	bible/other/divination	other	0	Πύθων	1
G4439	bible/other/gate	other	0	πύλη	9
G4440	bible/other/gate	other	0	πυλών	18
G4444	bible/other/watchtower	other	0	πύργος	4
G4455	bible/other/age-timeperiod	other	0	πώποτε	1
G4456	bible/other/hard	other	0	πωρόω	5
G4457	bible/other/hard	other	0	πώρωσις	3
G4460	bible/names/rahab	names	0	Ῥαάβ	2
G4461	bible/kt/rabbi	kt	1	ῥαββεί	15
G4462	bible/kt/rabbi	kt	1	ραββουνεί	1
G4464	bible/other/staff	other	0	ῥάβδος	5
G4464	bible/other/rod	other	0	ῥάβδος	5
G4464	bible/other/scepter	other	0	ῥάβδος	2
G4469	bible/kt/foolish	kt	1	ῥακά	1
G4471	bible/names/ramah	names	0	Ῥαμά	1
G4477	bible/names/rahab	names	0	Ῥαχάβ	1
G4478	bible/names/rachel	names	0	Ῥαχήλ	1
G4479	bible/names/rebekah	names	0	Ῥεβέκκα	1
G4480	bible/other/chariot	other	0	ῥέδη	1
G4485	bible/other/ruin	other	0	ῥῆγμα	1
G4487	bible/kt/wordofgod	kt	1	ῥῆμα	10
G4497	bible/names/rehoboam	names	0	Ῥοβοάμ	2
G4501	bible/other/sword	other	0	ῥομφαία	7
G4502	bible/names/reuben	names	0	Ῥουβήν	1
G4503	bible/names/ruth	names	0	Ῥούθ	1
G4506	bible/other/deliverer	other	0	ῥύομαι	16
G4514	bible/names/rome	names	0	Ῥωμαῖος	12
G4516	bible/names/rome	names	0	Ῥώμη	8
G4519	bible/kt/yahwehofhosts	kt	1	Σαβαώθ	2
G4520	bible/kt/sabbath	kt	1	σαββατισμός	1
G4521	bible/kt/sabbath	kt	1	σάββατον	59
G4523	bible/kt/sadducee	kt	1	Σαδδουκαῖος	14
G4524	bible/names/zadok	names	0	Σαδώκ	2
G4526	bible/other/sackcloth	other	0	σάκκος	4
G4536	bible/other/trumpet	other	0	σάλπιγξ	11
G4537	bible/other/trumpet	other	0	σαλπίζω	11
G4538	bible/other/trumpet	other	0	σαλπιστής	1
G4540	bible/names/samaria	names	0	Σαμάρεια	11
G4541	bible/names/samaria	names	0	Σαμαρείτης	9
G4542	bible/names/samaria	names	0	Σαμαρεῖτις	2
G4545	bible/names/samuel	names	0	Σαμουήλ	3
G4546	bible/names/samson	names	0	Σαμψών	1
G4547	bible/other/sandal	other	0	σανδάλιον	2
G4550	bible/other/corrupt	other	0	σαπρός	6
G4563	bible/other/sweep	other	0	σαρόω	3
G4564	bible/names/sarah	names	0	Σάρρα	4
G4566	bible/kt/satan	kt	1	Σατανᾶς	36
G4569	bible/names/paul	names	0	Σαῦλος	23
G4569	bible/names/saul	names	0	Σαούλ	1
G4570	bible/other/quench	other	0	σβέννυμι	5
G4573	bible/other/reverence	other	0	σεβάζομαι	1
G4574	bible/kt/worship	kt	1	σέβασμα	1
G4574	bible/kt/falsegod	kt	1	σέβασμα	1
G4576	bible/kt/worship	kt	1	σέβω	10
G4577	bible/kt/bond	kt	1	σειρός	1
G4578	bible/other/earth	other	0	σεισμός	1
G4579	bible/other/tremble	other	0	σείω	2
G4586	bible/kt/honor	kt	1	σεμνός	1
G4589	bible/names/seth	names	0	Σήθ	1
G4590	bible/names/shem	names	0	Σήμ	1
G4592	bible/kt/sign	kt	1	σημεῖον	74
G4594	bible/other/biblicaltimeday	other	0	σήμερον	1
G4605	bible/names/sidon	names	0	Σιδών	10
G4606	bible/names/sidon	names	0	Σιδώνιος	2
G4608	bible/other/strongdrink	other	0	σίκερα	1
G4609	bible/names/silas	names	0	Σίλας	12
G4610	bible/names/silas	names	0	Σιλουανός	2
G4613	bible/names/peter	names	0	Σίμων	51
G4613	bible/names/simonthezealot	names	0	Σίμων	4
G4613	bible/names/judasiscariot	names	0	Σίμων	2
G4614	bible/names/sinai	names	0	Σινά	4
G4617	bible/other/winnow	other	0	σινιάζω	1
G4618	bible/other/grain	other	0	σιτίον	1
G4621	bible/other/wheat	other	0	σῖτος	12
G4621	bible/other/grain	other	0	σῖτος	2
G4622	bible/kt/zion	kt	1	Σιών	7
G4624	bible/other/stumble	other	0	σκανδαλίζω	12
G4625	bible/other/snare	other	0	σκάνδαλον	1
G4632	bible/other/possess	other	0	σκεῦος	1
G4633	bible/kt/tabernacle	kt	1	σκηνή	15
G4633	bible/other/tent	other	0	σκηνή	1
G4635	bible/other/tent	other	0	σκηνοποιός	1
G4636	bible/other/tent	other	0	σκῆνος	2
G4641	bible/other/hard	other	0	σκληροκαρδία	2
G4642	bible/other/hard	other	0	σκληρός	2
G4643	bible/other/hard	other	0	σκληρότης	1
G4645	bible/other/hard	other	0	σκληρύνω	5
G4646	bible/other/perverse	other	0	σκολιός	3
G4647	bible/other/thorn	other	0	σκόλοψ	1
G4648	bible/other/watch	other	0	σκοπέω	1
G4660	bible/other/trouble	other	0	σκύλλω	4
G4666	bible/kt/myrrh	kt	1	σμύρνα	2
G4670	bible/names/sodom	names	0	Σόδομα	9
G4672	bible/names/solomon	names	0	Σολομών	12
G4678	bible/kt/wise	kt	1	σοφία	51
G4679	bible/kt/wise	kt	1	σοφίζω	1
G4680	bible/kt/wise	kt	1	σοφός	20
G4687	bible/other/sow	other	0	σπείρω	52
G4690	bible/other/seed	other	0	σπέρμα	18
G4690	bible/other/descendant	other	0	σπέρμα	11
G4695	bible/other/defile	other	0	σπιλόω	2
G4697	bible/kt/compassion	kt	1	σπλαγχνίζω	12
G4698	bible/kt/compassion	kt	1	σπλάγχνον	1
G4701	bible/other/seed	other	0	σπορά	1
G4703	bible/other/seed	other	0	σπόρος	6
G4713	bible/other/rebel	other	0	στασιαστής	3
G4716	bible/kt/cross	kt	1	σταυρός	27
G4717	bible/kt/crucify	kt	1	σταυρόω	46
G4718	bible/other/grape	other	0	σταφυλή	3
G4719	bible/other/grain	other	0	στάχυς	3
G4722	bible/other/bear	other	0	στέγω	4
G4723	bible/other/barren	other	0	στεῖρος	4
G4730	bible/other/trouble	other	0	στενοχωρία	1
G4735	bible/other/crown	other	0	στέφανος	18
G4736	bible/names/stephen	names	0	Στέφανος	7
G4737	bible/other/crown	other	0	στεφανόω	3
G4741	bible/other/confirm	other	0	στηρίζω	1
G4749	bible/other/robe	other	0	στολή	8
G4753	bible/other/warrior	other	0	στράτευμα	3
G4754	bible/other/warrior	other	0	στρατεύω	5
G4755	bible/other/magistrate	other	0	στρατηγός	5
G4757	bible/other/warrior	other	0	στρατιώτης	26
G4769	bible/other/pillar	other	0	στῦλος	4
G4771	bible/kt/willofgod	kt	1	σύ	5
G4771	bible/kt/kingdomofgod	kt	1	σύ	2
G4771	bible/kt/kingofthejews	kt	1	σύ	1
G4772	bible/other/kin	other	0	συγγένεια	3
G4773	bible/other/kin	other	0	συγγενής	12
G4777	bible/other/suffer	other	0	συνκακοπαθέω	2
G4778	bible/other/suffer	other	0	συνκακουχέω	1
G4779	bible/kt/call-speakloudly	kt	1	συνκαλέω	6
G4779	bible/kt/call-tosummon	kt	1	συνκαλέω	1
G4779	bible/other/assembly	other	0	συνκαλέω	1
G4781	bible/other/bow	other	0	συνκάμπτω	1
G4788	bible/kt/bond	kt	1	συνκλείω	1
G4789	bible/other/heir	other	0	συνκληρονόμος	3
G4790	bible/kt/fellowship	kt	1	συνκοινωνέω	2
G4796	bible/other/joy	other	0	συνχαίρω	5
G4808	bible/other/fig	other	0	συκῆ	16
G4810	bible/other/fig	other	0	σῦκον	4
G4815	bible/other/seize	other	0	συνλαμβάνω	5
G4815	bible/other/conceive	other	0	συνλαμβάνω	4
G4821	bible/other/reign	other	0	συνβασιλεύω	2
G4822	bible/other/instruct	other	0	συμβιβάζω	1
G4823	bible/other/counselor	other	0	συμβουλεύω	2
G4824	bible/other/counselor	other	0	συμβούλιον	6
G4824	bible/other/council	other	0	συμβούλιον	2
G4825	bible/other/counselor	other	0	σύμβουλος	1
G4826	bible/names/simeon	names	0	Συμεών	3
G4826	bible/names/peter	names	0	Συμεών	1
G4827	bible/kt/disciple	kt	1	συνμαθητής	1
G4828	bible/kt/testimony	kt	1	συνμαρτυρέω	3
G4834	bible/kt/compassion	kt	1	συνπαθέω	1
G4835	bible/kt/compassion	kt	1	συνπαθής	1
G4841	bible/other/suffer	other	0	συνπάσχω	2
G4847	bible/other/citizen	other	0	συνπολίτης	1
G4850	bible/other/elder	other	0	συνπρεσβύτερος	1
G4851	bible/other/profit	other	0	συμφέρω	14
G4852	bible/other/profit	other	0	σύμφορος	2
G4861	bible/kt/soul	kt	1	σύνψυχος	1
G4863	bible/other/assembly	other	0	συνάγω	38
G4864	bible/kt/synagogue	kt	1	συναγωγή	55
G4864	bible/other/assembly	other	0	συναγωγή	1
G4867	bible/other/assembly	other	0	συναθροίζω	1
G4871	bible/other/assembly	other	0	συναλίζω	1
G4881	bible/kt/perish	kt	1	συναπόλλυμι	1
G4884	bible/other/seize	other	0	συναρπάζω	3
G4886	bible/kt/bond	kt	1	σύνδεσμος	3
G4887	bible/kt/bond	kt	1	συνδέω	1
G4888	bible/kt/glory	kt	1	συνδοξάζω	1
G4889	bible/other/servant	other	0	σύνδουλος	5
G4892	bible/other/council	other	0	συνέδριον	22
G4893	bible/kt/conscience	kt	1	συνείδησις	30
G4896	bible/other/assembly	other	0	σύνειμι	1
G4899	bible/kt/elect	kt	1	συνεκλεκτός	1
G4901	bible/kt/testimony	kt	1	συνεπιμαρτυρέω	1
G4904	bible/other/companion	other	0	συνεργός	12
G4905	bible/other/assembly	other	0	συνέρχομαι	20
G4907	bible/other/understand	other	0	σύνεσις	7
G4908	bible/other/understand	other	0	συνετός	2
G4910	bible/other/feast	other	0	συνευωχέω	2
G4912	bible/other/seize	other	0	συνέχω	1
G4912	bible/other/afflict	other	0	συνέχω	1
G4912	bible/other/hard	other	0	συνέχω	1
G4916	bible/other/bury	other	0	συνθάπτω	2
G4920	bible/other/understand	other	0	συνίημι	26
G4928	bible/other/anguish	other	0	συνοχή	1
G4929	bible/kt/appoint	kt	1	συντάσσω	1
G4947	bible/names/syria	names	0	Συρία	8
G4948	bible/names/syria	names	0	Σύρος	1
G4953	bible/kt/sign	kt	1	σύσσημον	1
G4957	bible/kt/crucify	kt	1	συνσταυρόω	5
G4961	bible/other/warrior	other	0	συνστρατιώτης	2
G4966	bible/names/shechem	names	0	Συχέμ	2
G4967	bible/other/slaughter	other	0	σφαγή	3
G4968	bible/other/slain	other	0	σφάγιον	1
G4969	bible/other/slaughter	other	0	σφάζω	1
G4972	bible/other/seal	other	0	σφραγίζω	15
G4973	bible/other/seal	other	0	σφραγίς	15
G4982	bible/kt/save	kt	1	σῴζω	92
G4990	bible/kt/savior	kt	1	σωτήρ	24
G4991	bible/kt/save	kt	1	σωτηρία	45
G4992	bible/kt/save	kt	1	σωτήριος	5
G4993	bible/other/mind	other	0	σωφρονέω	2
G4993	bible/other/selfcontrol	other	0	σωφρονέω	1
G4995	bible/other/selfcontrol	other	0	σωφρονισμός	1
G4997	bible/other/selfcontrol	other	0	σωφροσύνη	1
G4998	bible/other/selfcontrol	other	0	σώφρων	2
G5004	bible/other/suffer	other	0	ταλαιπωρία	1
G5011	bible/kt/humble	kt	1	ταπεινός	5
G5011	bible/other/lowly	other	0	ταπεινός	2
G5012	bible/kt/humble	kt	1	ταπεινοφροσύνη	5
G5013	bible/kt/humble	kt	1	ταπεινόω	12
G5014	bible/other/shame	other	0	ταπείνωσις	1
G5014	bible/other/lowly	other	0	ταπείνωσις	1
G5014	bible/other/meek	other	0	ταπείνωσις	1
G5015	bible/other/trouble	other	0	ταράσσω	16
G5018	bible/names/tarsus	names	0	Ταρσεύς	2
G5019	bible/names/tarsus	names	0	Ταρσός	3
G5021	bible/kt/appoint	kt	1	τάσσω	5
G5022	bible/other/cow	other	0	ταῦρος	1
G5027	bible/other/bury	other	0	ταφή	1
G5028	bible/other/tomb	other	0	τάφος	7
G5041	bible/other/bear	other	0	τεκνογονέω	1
G5046	bible/other/perfect	other	0	τέλειος	19
G5047	bible/other/perfect	other	0	τελειότης	1
G5048	bible/other/perfect	other	0	τελειόω	23
G5050	bible/kt/fulfill	kt	1	τελείωσις	1
G5050	bible/other/perfect	other	0	τελείωσις	1
G5051	bible/other/perfect	other	0	τελειωτής	1
G5055	bible/other/perfect	other	0	τελέω	2
G5055	bible/kt/fulfill	kt	1	τελέω	2
G5056	bible/other/tax	other	0	τέλος	1
G5057	bible/other/tax	other	0	τελώνης	21
G5058	bible/other/tax	other	0	τελώνιον	3
G5075	bible/kt/tetrarch	kt	1	τετραρχέω	3
