# Verb argument-slot filler profiles, recovered from BHSA syntax (via Context-Fabric
# annotation, cached in resources/occurrences/hbo.db + hbo_syntax.db -- no corpus mount
# needed). slot in {Subj, Objc, Cmpl, PreC}. count: occurrences across the OT.
# Raw material for the text-anchored yardstick -- see
# internal-docs/text-anchored-semantics-plan.md. Not SDBH-derived.
verb_strong	slot	filler_strong	count
H1961	Subj	H1697	163
H0559	Subj	H4428	149
H0935	Cmpl	H1004	149
H0559	Subj	H0430	147
H5414	Cmpl	H3027	132
H6213	Objc	H3605	125
H0559	Subj	H6635	115
H8085	Cmpl	H6963	114
H1129	Objc	H1004	110
H7121	Objc	H8034	108
H8085	Objc	H1697	107
H1961	Subj	H3605	97
H1961	Subj	H1121	91
H0935	Subj	H3605	85
H3205	Objc	H1121	85
H0935	Cmpl	H0776	84
H1980	Cmpl	H1870	83
H5414	Objc	H0776	78
H0935	Subj	H1121	76
H0935	Cmpl	H4428	74
H0559	Cmpl	H4428	72
H1961	PreC	H1121	72
H1980	Cmpl	H0310	72
H5414	Cmpl	H1121	72
H1696	Cmpl	H1121	71
H5975	Cmpl	H6440	70
H8085	Objc	H6963	69
H5414	Objc	H3605	67
H0398	Objc	H3899	64
H0559	Cmpl	H1121	64
H3947	Objc	H1121	64
H0559	Cmpl	H5971	62
H1696	Objc	H1697	60
H3947	Cmpl	H3027	60
H3947	Objc	H3605	60
H3947	Objc	H0802	59
H7971	Objc	H3027	58
H3772	Objc	H1285	57
H7971	Objc	H4397	57
H8104	Objc	H4687	57
H6213	Objc	H1697	56
H6213	Objc	H2091	54
H7971	Cmpl	H4428	54
H0935	Subj	H4428	53
H2734	Subj	H0639	53
H8313	Cmpl	H0784	53
H0559	Cmpl	H3605	52
H3423	Objc	H0776	52
H6213	Subj	H1121	52
H0935	Cmpl	H5892	51
H1961	PreC	H8141	51
H6213	Objc	H4941	51
H1961	PreC	H0776	50
H1961	PreC	H5971	50
H5375	Objc	H5869	50
H5414	Subj	H0430	50
H5927	Objc	H5930	50
H7971	Subj	H4428	50
H5307	Cmpl	H6440	49
H1961	PreC	H3605	48
H5337	Cmpl	H3027	48
H1961	PreC	H0430	46
H5414	Cmpl	H6440	46
H5647	Objc	H0430	46
H6213	Cmpl	H3605	46
H0559	Subj	H0376	45
H3427	Cmpl	H0776	45
H7200	Objc	H3605	45
H5927	Subj	H4428	44
H0559	Subj	H1121	43
H1961	PreC	H0376	43
H1961	PreC	H3967	43
H4672	Objc	H2580	43
H5414	Objc	H3701	43
H0935	Subj	H0376	42
H3318	Cmpl	H0776	42
H5414	Cmpl	H4428	42
H1961	PreC	H5650	41
H1961	Subj	H0376	41
H5221	Objc	H3605	41
H7901	Cmpl	H0001	41
H4672	Cmpl	H5869	40
H7121	Cmpl	H8034	40
H7291	Cmpl	H0310	40
H1129	Objc	H4196	39
H1980	Cmpl	H0776	39
H3947	Objc	H1323	39
H8354	Objc	H4325	39
H1961	Subj	H0430	38
H1961	Subj	H3027	38
H3947	Objc	H8147	38
H5414	Cmpl	H3605	38
H1961	Cmpl	H1121	37
H2388	Subj	H1121	37
H8085	Subj	H3605	37
H0935	Cmpl	H6440	36
H1961	PreC	H0505	36
H1961	PreC	H6440	36
H5927	Cmpl	H2022	36
H0398	Objc	H3605	35
H0559	Subj	H3605	35
H1961	PreC	H6944	35
H5414	Objc	H5892	35
H6213	Subj	H0430	35
H7650	Cmpl	H0001	35
H0559	Subj	H5971	34
H1961	PreC	H0996	34
H3318	Cmpl	H6440	34
H3526	Objc	H0899	34
H5927	Cmpl	H0776	34
H6213	Subj	H0001	34
H7725	Cmpl	H0776	34
H1961	PreC	H1004	33
H1980	Cmpl	H6440	33
H6213	Subj	H4428	33
H8104	Objc	H4931	33
H0935	Cmpl	H0168	32
H1980	Cmpl	H0430	32
H3318	Subj	H1121	32
H5414	Cmpl	H0776	32
H8104	Objc	H3605	32
H0398	Objc	H1320	31
H1961	PreC	H0259	31
H1961	PreC	H0802	31
H1980	Cmpl	H1004	31
H5674	Cmpl	H0776	31
H7200	Subj	H5869	31
H7364	Cmpl	H4325	31
H8085	Subj	H4428	31
H0559	Cmpl	H0376	30
H1961	Subj	H0776	30
H4191	Subj	H1121	30
H5046	Objc	H1697	30
H5186	Objc	H3027	30
H6213	Objc	H1419	30
H6213	Objc	H6086	30
H6680	Objc	H1121	30
H7121	Subj	H8034	30
H7971	Objc	H1121	30
H8104	Objc	H2708	30
H1961	Subj	H1366	29
H1961	Subj	H3117	29
H3205	Objc	H1323	29
H3947	Objc	H0376	29
H5127	Cmpl	H6440	29
H5414	Cmpl	H0001	29
H5414	Cmpl	H1004	29
H5414	Objc	H1323	29
H6213	Objc	H2617	29
H1540	Objc	H6172	28
H1696	Cmpl	H3605	28
H1696	Objc	H3605	28
H1961	PreC	H2568	28
H3318	Subj	H4428	28
H3947	Cmpl	H1121	28
H3947	Objc	H0259	28
H4191	Subj	H0376	28
H6213	Cmpl	H4428	28
H8085	Cmpl	H0430	28
H8210	Objc	H1818	28
H8354	Objc	H3196	28
H0559	Cmpl	H5650	27
H0559	Subj	H0802	27
H0935	Cmpl	H4264	27
H0935	Objc	H3605	27
H1961	Cmpl	H3605	27
H1961	Subj	H5892	27
H2076	Objc	H2077	27
H5046	Objc	H3605	27
H5375	Objc	H5771	27
H5641	Objc	H6440	27
H6213	Objc	H8147	27
H6999	Cmpl	H4196	27
H7971	Objc	H0376	27
H1696	Subj	H0430	26
H1961	PreC	H5769	26
H3372	Objc	H0430	26
H5186	Objc	H0241	26
H5414	Objc	H5159	26
H6965	Objc	H1697	26
H7200	Objc	H1121	26
H0935	Subj	H0430	25
H0935	Subj	H5971	25
H1961	Subj	H1004	25
H1980	Cmpl	H3605	25
H3318	Subj	H3605	25
H3772	Cmpl	H5971	25
H5375	Objc	H6440	25
H5414	Objc	H0505	25
H5927	Cmpl	H1004	25
H5927	Subj	H3605	25
H6213	Objc	H5930	25
H6965	Subj	H1121	25
H6965	Subj	H3605	25
H7200	Objc	H6440	25
H7725	Cmpl	H1870	25
H7725	Objc	H7622	25
H8085	Objc	H3605	25
H8104	Objc	H4941	25
H8628	Cmpl	H7782	25
H0622	Objc	H3605	24
H1696	Cmpl	H5971	24
H1961	PreC	H0001	24
H1961	PreC	H3548	24
H1961	Subj	H4428	24
H1980	Subj	H0376	24
H1980	Subj	H1121	24
H2930	Subj	H3605	24
H3318	Cmpl	H1004	24
H3427	Cmpl	H3678	24
H3947	Subj	H3548	24
H5414	Objc	H6963	24
H5564	Objc	H3027	24
H8085	Subj	H1121	24
H0398	Objc	H6529	23
H0559	Cmpl	H5288	23
H1961	Cmpl	H0776	23
H1961	Cmpl	H0996	23
H1961	PreC	H4428	23
H1961	Subj	H6944	23
H3947	Objc	H1241	23
H4191	Subj	H3605	23
H5414	Cmpl	H3233	23
H5414	Objc	H1121	23
H5414	Objc	H3820	23
H5674	Cmpl	H6440	23
H6213	Objc	H7848	23
H7121	Cmpl	H1121	23
H7121	Cmpl	H3605	23
H7200	Objc	H0776	23
H7200	Subj	H0430	23
H7725	Objc	H1697	23
H7971	Objc	H5971	23
H0559	Cmpl	H1004	22
H0935	Cmpl	H0430	22
H0935	Cmpl	H8179	22
H1961	PreC	H5892	22
H1961	PreC	H7651	22
H3045	Subj	H3605	22
H3318	Cmpl	H2351	22
H3427	Cmpl	H5892	22
H5307	Cmpl	H0776	22
H5375	Objc	H3027	22
H5414	Objc	H2091	22
H5414	Objc	H4428	22
H5414	Subj	H4428	22
H6213	Objc	H0259	22
H6213	Objc	H4639	22
H6213	Objc	H5178	22
H6605	Objc	H6310	22
H6680	Subj	H4428	22
H7126	Objc	H1121	22
H7725	Cmpl	H0310	22
H7760	Objc	H6440	22
H8199	Cmpl	H0996	22
H0559	Cmpl	H0001	21
H0559	Cmpl	H3820	21
H0559	Subj	H6547	21
H0914	Cmpl	H0996	21
H1129	Objc	H5892	21
H1696	Cmpl	H4428	21
H1961	Subj	H4421	21
H3045	Objc	H3605	21
H3190	Cmpl	H5869	21
H3947	Subj	H1121	21
H5221	Objc	H0376	21
H5307	Subj	H3605	21
H5375	Objc	H7218	21
H5414	Cmpl	H0376	21
H5414	Objc	H1004	21
H5414	Objc	H3899	21
H5414	Objc	H8147	21
H5927	Cmpl	H4196	21
H7167	Objc	H0899	21
H7200	Subj	H3548	21
H7200	Subj	H3605	21
H7971	Objc	H3605	21
H0559	Subj	H0001	20
H0935	Cmpl	H3548	20
H0935	Cmpl	H4150	20
H0935	Subj	H8121	20
H3423	Cmpl	H6440	20
H3722	Subj	H3548	20
H3789	Objc	H1697	20
H3947	Objc	H3701	20
H5414	Cmpl	H3878	20
H5414	Objc	H5971	20
H6213	Objc	H6666	20
H6213	Objc	H7451	20
H6565	Objc	H1285	20
H7126	Objc	H7133	20
H7760	Objc	H8034	20
H7971	Cmpl	H3605	20
H0935	Cmpl	H0001	19
H0935	Cmpl	H1121	19
H0935	Cmpl	H3605	19
H0935	Objc	H1121	19
H1696	Cmpl	H5650	19
H1961	Cmpl	H1004	19
H1961	PreC	H8432	19
H1961	Subj	H1323	19
H1961	Subj	H8034	19
H3372	Cmpl	H6440	19
H3427	Cmpl	H1004	19
H3947	Objc	H3967	19
H5414	Cmpl	H5971	19
H5608	Objc	H3605	19
H5647	Objc	H5656	19
H5927	Subj	H1121	19
H6213	Cmpl	H1121	19
H6213	Objc	H2896	19
H6213	Objc	H4687	19
H6213	Objc	H4960	19
H6213	Subj	H3605	19
H6823	Objc	H2091	19
H7126	Cmpl	H6440	19
H7725	Subj	H3605	19
H7760	Cmpl	H6310	19
H7971	Cmpl	H1121	19
H8104	Objc	H2706	19
H0559	Cmpl	H0802	18
H0559	Cmpl	H3548	18
H0559	Subj	H5650	18
H0935	Subj	H5650	18
H0970	Cmpl	H3605	18
H1961	Cmpl	H6440	18
H1961	Subj	H0505	18
H1961	Subj	H0802	18
H1961	Subj	H5971	18
H1961	Subj	H8444	18
H1980	Cmpl	H0001	18
H1980	Cmpl	H4428	18
H2236	Objc	H1818	18
H3318	Cmpl	H5892	18
H3318	Subj	H5971	18
H3427	Subj	H1121	18
H3947	Cmpl	H0776	18
H3947	Cmpl	H1818	18
H3947	Objc	H2091	18
H5046	Cmpl	H4428	18
H5221	Objc	H6430	18
H5414	Cmpl	H0802	18
H5414	Cmpl	H5650	18
H5564	Cmpl	H7218	18
H6908	Objc	H3605	18
H6965	Subj	H0376	18
H7725	Subj	H0639	18
H8085	Cmpl	H1697	18
H0559	Cmpl	H0251	17
H0935	Cmpl	H5971	17
H0970	Subj	H0430	17
H1961	Subj	H0259	17
H1961	Subj	H1419	17
H1961	Subj	H7307	17
H1980	Cmpl	H0312	17
H1980	Subj	H3605	17
H2076	Cmpl	H0430	17
H2236	Cmpl	H4196	17
H3205	Subj	H1121	17
H3318	Objc	H3605	17
H3381	Cmpl	H2022	17
H3847	Objc	H0899	17
H5375	Objc	H6963	17
H5414	Cmpl	H2233	17
H5647	Objc	H0312	17
H5927	Subj	H0376	17
H5975	Cmpl	H1004	17
H6213	Objc	H4399	17
H6213	Objc	H6453	17
H7200	Subj	H1121	17
H7725	Cmpl	H1004	17
H7725	Objc	H3027	17
H7760	Cmpl	H0996	17
H7971	Objc	H5650	17
H8085	Subj	H5971	17
H8085	Subj	H6963	17
H8313	Objc	H1004	17
H0559	Subj	H4397	16
H0935	Cmpl	H0376	16
H0935	Subj	H0251	16
H1696	Cmpl	H0241	16
H1961	Cmpl	H0430	16
H1961	PreC	H3220	16
H1961	PreC	H6242	16
H1961	PreC	H8147	16
H1961	PreC	H8337	16
H1980	Cmpl	H2708	16
H2470	Objc	H6440	16
H3318	Cmpl	H4264	16
H3318	Subj	H0376	16
H3772	Subj	H5315	16
H5193	Objc	H3754	16
H5265	Subj	H1121	16
H5414	Cmpl	H3548	16
H5414	Cmpl	H4196	16
H5414	Cmpl	H7218	16
H5414	Objc	H0259	16
H5674	Subj	H3605	16
H5927	Cmpl	H5892	16
H6213	Cmpl	H0430	16
H6213	Objc	H2568	16
H6213	Objc	H4196	16
H6213	Objc	H5869	16
H6213	Objc	H8441	16
H6213	Objc	H8504	16
H6485	Objc	H1121	16
H6680	Subj	H0430	16
H6908	Subj	H3605	16
H6912	Cmpl	H0001	16
H6965	Subj	H4428	16
H7121	Objc	H4725	16
H7200	Objc	H5971	16
H7489	Cmpl	H5869	16
H0398	Objc	H4682	15
H0398	Subj	H0784	15
H0398	Subj	H3605	15
H0559	Cmpl	H0113	15
H0559	Cmpl	H4397	15
H0935	Subj	H3548	15
H1961	PreC	H1616	15
H1961	PreC	H8048	15
H1961	PreC	H8077	15
H1961	Subj	H8141	15
H1980	Cmpl	H1121	15
H2347	Subj	H5869	15
H2763	Objc	H3605	15
H3789	Cmpl	H5612	15
H3947	Objc	H0068	15
H3947	Objc	H0776	15
H3947	Objc	H2568	15
H3947	Objc	H6629	15
H5062	Cmpl	H6440	15
H5130	Objc	H8573	15
H5221	Objc	H1121	15
H5337	Objc	H5315	15
H5414	Objc	H3967	15
H5414	Objc	H4325	15
H5493	Objc	H3605	15
H5927	Subj	H5971	15
H6213	Cmpl	H1004	15
H6213	Objc	H1004	15
H6213	Objc	H3627	15
H6213	Subj	H0376	15
H6213	Subj	H3548	15
H7121	Cmpl	H0430	15
H7121	Objc	H3605	15
H7126	Subj	H1121	15
H7200	Objc	H0430	15
H7200	Subj	H0376	15
H7725	Cmpl	H4725	15
H7725	Cmpl	H7451	15
H7760	Objc	H1697	15
H8085	Objc	H8605	15
H0559	Cmpl	H0430	14
H0559	Subj	H3548	14
H0559	Subj	H8269	14
H0622	Subj	H3605	14
H0748	Objc	H3117	14
H0935	Cmpl	H0802	14
H0935	Cmpl	H2315	14
H0935	Cmpl	H4057	14
H0935	Cmpl	H4725	14
H0935	Subj	H0802	14
H0935	Subj	H3117	14
H1696	Cmpl	H1004	14
H1696	Cmpl	H3820	14
H1696	Objc	H2896	14
H1875	Cmpl	H0430	14
H1961	PreC	H7218	14
H3318	Cmpl	H4421	14
H3722	Cmpl	H1157	14
H3920	Objc	H5892	14
H3947	Cmpl	H0802	14
H3947	Objc	H8081	14
H5258	Objc	H5262	14
H5375	Objc	H0727	14
H5375	Objc	H3605	14
H5414	Cmpl	H0430	14
H5414	Cmpl	H0931	14
H5462	Objc	H1817	14
H5800	Objc	H0430	14
H5927	Cmpl	H7218	14
H5975	Cmpl	H4428	14
H5975	Cmpl	H8179	14
H6030	Subj	H0376	14
H6030	Subj	H1121	14
H6213	Cmpl	H5971	14
H6213	Objc	H0776	14
H6213	Objc	H2889	14
H6213	Objc	H5656	14
H6213	Objc	H8337	14
H6491	Objc	H5869	14
H7121	Objc	H1697	14
H7760	Cmpl	H1004	14
H7760	Cmpl	H6440	14
H7971	Cmpl	H6440	14
H8085	Subj	H0430	14
H8552	Subj	H3605	14
H0559	Cmpl	H5030	13
H0559	Cmpl	H6547	13
H0935	Objc	H7462	13
H1933	PreC	H2372	13
H1961	PreC	H0310	13
H1961	PreC	H1471	13
H1961	PreC	H8255	13
H1961	PreC	H8549	13
H1961	Subj	H3820	13
H1961	Subj	H7965	13
H1961	Subj	H8147	13
H1980	Cmpl	H4725	13
H2142	Objc	H1285	13
H2142	Objc	H3117	13
H2490	Objc	H6944	13
H3318	Cmpl	H6310	13
H3318	Cmpl	H7704	13
H3318	Objc	H1121	13
H3423	Objc	H3427	13
H3474	Cmpl	H5869	13
H5087	Objc	H5088	13
H5307	Subj	H2491	13
H5375	Objc	H1121	13
H5414	Objc	H0802	13
H5414	Objc	H3603	13
H5414	Objc	H4054	13
H5414	Subj	H0776	13
H5422	Objc	H4196	13
H5927	Cmpl	H3605	13
H5927	Objc	H0727	13
H6213	Objc	H0713	13
H6213	Objc	H7462	13
H6912	Cmpl	H5892	13
H6950	Objc	H3605	13
H6965	Subj	H5971	13
H7121	Subj	H4428	13
H7126	Objc	H6499	13
H7200	Objc	H2896	13
H7200	Objc	H6040	13
H7493	Subj	H0776	13
H7725	Cmpl	H0430	13
H7725	Cmpl	H7218	13
H7725	Objc	H3605	13
H7725	Subj	H4428	13
H7760	Objc	H3820	13
H7812	Cmpl	H4428	13
H7971	Subj	H1121	13
H8056	Subj	H3605	13
H8104	Objc	H5715	13
H0398	Objc	H0776	12
H0622	Cmpl	H5971	12
H0935	Cmpl	H2022	12
H0935	Cmpl	H7350	12
H0935	Subj	H4397	12
H0970	Cmpl	H7626	12
H1245	Objc	H5315	12
H1288	Objc	H0430	12
H1696	Cmpl	H0001	12
H1696	Subj	H6310	12
H1875	Objc	H0430	12
H1961	PreC	H3824	12
H1961	PreC	H8672	12
H1961	Subj	H1471	12
H1961	Subj	H4325	12
H1961	Subj	H5650	12
H1961	Subj	H6629	12
H1961	Subj	H7227	12
H1980	Subj	H5971	12
H2181	Cmpl	H0310	12
H2421	Subj	H4428	12
H2490	Objc	H8034	12
H3318	Cmpl	H1121	12
H3318	Cmpl	H4428	12
H3318	Cmpl	H8432	12
H3318	Subj	H1486	12
H3381	Cmpl	H1004	12
H3665	Cmpl	H6440	12
H3772	Cmpl	H7130	12
H3789	Objc	H3605	12
H3947	Objc	H0251	12
H3947	Objc	H1004	12
H3947	Objc	H5971	12
H3947	Objc	H6499	12
H3947	Subj	H4428	12
H5162	Cmpl	H7462	12
H5221	Objc	H0776	12
H5375	Objc	H4912	12
H5414	Cmpl	H0996	12
H5414	Objc	H2568	12
H5414	Objc	H6440	12
H5414	Subj	H0376	12
H5414	Subj	H3548	12
H5462	Cmpl	H1157	12
H5800	Objc	H0001	12
H5927	Cmpl	H8064	12
H5975	Cmpl	H2022	12
H5975	Cmpl	H6607	12
H6030	Subj	H3605	12
H6213	Cmpl	H0776	12
H6213	Cmpl	H5650	12
H6213	Objc	H0430	12
H6213	Objc	H2282	12
H6213	Objc	H2885	12
H6213	Objc	H4541	12
H6213	Objc	H8064	12
H6213	Objc	H8144	12
H6213	Objc	H8438	12
H6566	Objc	H3709	12
H6965	Objc	H1285	12
H7200	Cmpl	H6440	12
H7200	Objc	H0376	12
H7200	Objc	H1419	12
H7200	Subj	H5971	12
H7364	Objc	H7272	12
H7604	Objc	H8300	12
H7725	Subj	H1121	12
H7760	Objc	H3027	12
H7760	Objc	H8269	12
H8104	Objc	H1870	12
H8210	Objc	H2534	12
H0398	Objc	H1818	11
H0398	Subj	H1121	11
H0559	Cmpl	H8269	11
H0935	Cmpl	H6547	11
H0935	Cmpl	H6607	11
H0935	Cmpl	H6944	11
H0935	Cmpl	H6951	11
H0935	Subj	H8147	11
H1129	Subj	H1121	11
H1540	Objc	H0241	11
H1696	Subj	H4428	11
H1961	Cmpl	H5971	11
H1961	PreC	H0702	11
H1961	PreC	H1419	11
H1961	PreC	H2781	11
H1961	PreC	H3117	11
H1961	PreC	H5713	11
H1961	PreC	H6918	11
H1961	Subj	H4744	11
H1961	Subj	H7458	11
H1980	Cmpl	H7628	11
H1980	Subj	H4428	11
H2026	Objc	H3605	11
H2142	Objc	H3605	11
H2388	Objc	H1004	11
H2388	Objc	H3027	11
H2492	Objc	H2472	11
H3045	Subj	H0001	11
H3045	Subj	H0376	11
H3205	Objc	H0001	11
H3318	Cmpl	H3605	11
H3318	Objc	H4428	11
H3318	Objc	H5971	11
H3318	Subj	H0784	11
H3423	Objc	H1471	11
H3427	Cmpl	H6440	11
H3772	Subj	H0376	11
H3898	Cmpl	H1121	11
H3947	Cmpl	H1323	11
H3947	Objc	H0352	11
H3947	Objc	H0899	11
H3947	Objc	H4148	11
H3947	Objc	H4428	11
H3947	Objc	H6235	11
H4784	Objc	H6310	11
H4886	Cmpl	H4428	11
H5221	Objc	H4428	11
H5221	Objc	H5892	11
H5307	Cmpl	H3027	11
H5307	Objc	H1486	11
H5375	Objc	H3639	11
H5381	Subj	H3027	11
H5414	Cmpl	H0251	11
H5414	Cmpl	H3820	11
H5414	Objc	H1870	11
H5414	Objc	H3027	11
H5414	Objc	H3754	11
H5414	Objc	H7704	11
H5414	Objc	H8269	11
H5414	Subj	H1121	11
H5647	Objc	H4428	11
H5927	Cmpl	H0430	11
H5927	Objc	H4503	11
H6186	Objc	H4421	11
H6213	Cmpl	H0376	11
H6213	Cmpl	H4908	11
H6213	Objc	H0905	11
H6213	Objc	H3615	11
H6213	Objc	H6944	11
H6213	Objc	H7175	11
H6213	Objc	H8002	11
H6213	Subj	H5650	11
H6485	Cmpl	H3605	11
H6680	Objc	H5971	11
H6965	Cmpl	H6440	11
H7126	Objc	H0352	11
H7126	Objc	H0801	11
H7126	Objc	H4503	11
H7200	Objc	H4639	11
H7364	Objc	H1320	11
H7378	Objc	H7379	11
H7725	Cmpl	H1121	11
H7725	Objc	H4428	11
H7725	Objc	H5971	11
H7760	Cmpl	H3605	11
H7760	Cmpl	H7218	11
H7812	Cmpl	H6440	11
H7911	Objc	H0430	11
H7971	Cmpl	H0776	11
H8104	Objc	H0430	11
H8199	Objc	H5971	11
H8313	Objc	H3605	11
H0157	Objc	H0430	10
H0398	Objc	H0759	10
H0559	Cmpl	H2205	10
H0559	Cmpl	H3824	10
H0559	Subj	H2205	10
H0559	Subj	H5030	10
H0631	Cmpl	H5315	10
H0935	Cmpl	H6828	10
H0935	Objc	H0727	10
H0935	Subj	H1697	10
H0935	Subj	H8269	10
H1129	Objc	H0430	10
H1129	Objc	H2346	10
H1288	Objc	H1004	10
H1288	Objc	H5971	10
H1644	Cmpl	H6440	10
H1696	Objc	H4941	10
H1961	PreC	H2428	10
H1961	PreC	H3559	10
H1961	Subj	H1818	10
H1961	Subj	H2233	10
H1961	Subj	H3427	10
H1961	Subj	H4557	10
H1961	Subj	H5159	10
H1961	Subj	H6485	10
H1961	Subj	H6664	10
H1961	Subj	H7110	10
H1961	Subj	H8269	10
H1980	Cmpl	H5892	10
H2026	Objc	H1121	10
H2076	Objc	H8002	10
H2224	Subj	H8121	10
H2803	Objc	H4284	10
H3034	Objc	H8034	10
H3045	Subj	H5971	10
H3318	Cmpl	H4725	10
H3341	Cmpl	H0784	10
H3427	Cmpl	H7130	10
H3680	Objc	H0776	10
H3772	Cmpl	H0776	10
H3947	Objc	H2460	10
H3947	Objc	H3627	10
H3947	Objc	H4294	10
H3947	Objc	H4503	10
H3947	Objc	H6086	10
H3947	Objc	H7218	10
H4135	Subj	H3605	10
H4672	Subj	H3027	10
H5060	Cmpl	H3605	10
H5221	Cmpl	H2719	10
H5221	Objc	H0505	10
H5414	Cmpl	H8064	10
H5414	Cmpl	H8147	10
H5414	Objc	H3519	10
H5414	Objc	H4306	10
H5414	Objc	H7307	10
H5414	Objc	H8641	10
H5437	Objc	H5892	10
H5437	Objc	H6440	10
H5674	Cmpl	H3605	10
H5674	Objc	H1121	10
H5782	Objc	H7307	10
H6213	Cmpl	H0001	10
H6213	Cmpl	H1471	10
H6213	Cmpl	H5978	10
H6213	Objc	H1121	10
H6213	Objc	H3532	10
H6213	Objc	H3742	10
H6213	Objc	H8034	10
H6419	Cmpl	H1157	10
H6475	Objc	H6310	10
H6680	Objc	H5650	10
H6999	Objc	H2460	10
H7121	Cmpl	H0376	10
H7121	Cmpl	H4725	10
H7121	Objc	H1121	10
H7121	Objc	H5892	10
H7126	Objc	H0259	10
H7126	Objc	H5930	10
H7185	Objc	H6203	10
H7200	Objc	H4428	10
H7311	Objc	H6963	10
H7725	Objc	H6440	10
H7725	Subj	H5971	10
H7760	Cmpl	H0776	10
H7760	Objc	H2940	10
H7760	Objc	H3605	10
H7760	Subj	H2940	10
H7812	Cmpl	H0430	10
H7812	Cmpl	H0776	10
H7891	Objc	H7892	10
H7896	Objc	H3820	10
H7971	Objc	H5030	10
H8104	Objc	H8451	10
H8252	Subj	H0776	10
H0006	Objc	H3605	9
H0215	Objc	H6440	9
H0559	Subj	H6430	9
H0935	Cmpl	H0251	9
H0935	Cmpl	H0310	9
H0935	Cmpl	H4720	9
H0935	Objc	H6086	9
H0935	Objc	H6944	9
H0935	Subj	H5030	9
H0935	Subj	H7227	9
H1129	Objc	H1116	9
H1197	Objc	H7451	9
H1540	Objc	H0001	9
H1961	Cmpl	H5030	9
H1961	PreC	H1288	9
H1961	PreC	H4057	9
H1961	PreC	H6213	9
H1961	PreC	H6240	9
H1961	PreC	H6629	9
H1961	PreC	H7097	9
H1961	Subj	H0068	9
H1961	Subj	H0702	9
H1961	Subj	H1060	9
H1961	Subj	H5288	9
H1961	Subj	H5869	9
H1961	Subj	H6240	9
H1980	Cmpl	H1471	9
H1980	Cmpl	H4057	9
H1980	Cmpl	H8451	9
H1980	Subj	H0001	9
H1984	Objc	H8034	9
H2076	Objc	H6629	9
H2296	Objc	H8242	9
H2388	Cmpl	H3027	9
H2388	Subj	H8269	9
H3001	Subj	H3605	9
H3045	Objc	H1697	9
H3045	Objc	H1870	9
H3190	Subj	H1697	9
H3205	Subj	H0802	9
H3254	Objc	H2549	9
H3318	Cmpl	H0310	9
H3423	Cmpl	H1121	9
H3427	Cmpl	H8478	9
H3427	Subj	H5971	9
H3467	Cmpl	H3027	9
H3772	Cmpl	H1004	9
H3772	Cmpl	H6440	9
H3772	Subj	H3605	9
H3789	Objc	H5612	9
H3947	Cmpl	H3605	9
H3947	Objc	H3899	9
H3947	Objc	H5612	9
H4058	Objc	H0505	9
H4422	Objc	H5315	9
H5066	Subj	H1121	9
H5130	Cmpl	H6440	9
H5157	Objc	H0776	9
H5221	Subj	H1121	9
H5307	Cmpl	H8432	9
H5307	Subj	H1697	9
H5337	Objc	H5971	9
H5375	Cmpl	H6440	9
H5375	Objc	H2399	9
H5375	Objc	H8034	9
H5375	Subj	H1121	9
H5414	Cmpl	H0241	9
H5414	Cmpl	H1323	9
H5414	Cmpl	H5315	9
H5414	Cmpl	H7161	9
H5414	Objc	H1320	9
H5414	Objc	H2022	9
H5414	Objc	H2451	9
H5414	Objc	H3627	9
H5414	Objc	H6242	9
H5414	Subj	H3605	9
H5493	Cmpl	H0310	9
H5493	Cmpl	H3605	9
H5647	Objc	H1167	9
H5927	Cmpl	H3820	9
H5927	Subj	H6430	9
H6030	Subj	H4428	9
H6030	Subj	H5971	9
H6031	Objc	H5315	9
H6213	Objc	H0352	9
H6213	Objc	H2706	9
H6213	Objc	H3924	9
H6213	Objc	H5039	9
H6213	Objc	H6499	9
H6213	Objc	H7806	9
H6213	Objc	H8201	9
H6213	Subj	H0120	9
H6213	Subj	H4399	9
H6419	Cmpl	H0430	9
H6581	Cmpl	H5785	9
H6584	Objc	H0899	9
H6605	Objc	H1817	9
H6680	Subj	H5650	9
H6999	Subj	H3548	9
H7069	Objc	H7704	9
H7121	Cmpl	H3548	9
H7121	Cmpl	H4428	9
H7200	Objc	H5061	9
H7200	Subj	H4428	9
H7503	Subj	H3027	9
H7665	Objc	H4676	9
H7760	Cmpl	H8478	9
H7760	Subj	H4428	9
H7819	Objc	H5930	9
H7931	Objc	H8034	9
H7971	Objc	H0784	9
H7971	Objc	H5612	9
H7999	Objc	H5088	9
H8085	Objc	H5971	9
H8085	Objc	H8088	9
H8085	Subj	H8269	9
H8104	Objc	H1697	9
H8210	Objc	H5550	9
H8518	Cmpl	H6086	9
H8628	Objc	H7782	9
H0183	Subj	H5315	8
H0398	Cmpl	H6944	8
H0398	Objc	H2568	8
H0398	Objc	H6944	8
H0398	Subj	H2719	8
H0398	Subj	H5971	8
H0559	Subj	H1350	8
H0559	Subj	H5288	8
H0622	Subj	H5971	8
H0935	Cmpl	H4421	8
H0935	Cmpl	H8392	8
H0935	Objc	H0430	8
H0935	Objc	H4643	8
H0935	Objc	H7133	8
H0935	Objc	H8641	8
H0935	Subj	H1471	8
H0935	Subj	H2205	8
H0935	Subj	H6256	8
H0935	Subj	H7462	8
H0962	Objc	H3605	8
H1129	Cmpl	H8034	8
