# Verb argument-slot filler profiles, recovered from BHSA syntax (via Context-Fabric
# annotation, cached in resources/occurrences/hbo.db + hbo_syntax.db -- no corpus mount
# needed). slot in {Subj, Objc, Cmpl, PreC}. count: occurrences across the OT.
# Raw material for the text-anchored yardstick -- see
# internal-docs/text-anchored-semantics-plan.md. Not SDBH-derived.
verb_strong	slot	filler_strong	count
H3423	Subj	H5435	1
H3423	Subj	H5971	1
H3423	Subj	H6035	1
H3423	Subj	H6662	1
H3423	Subj	H6767	1
H3423	Subj	H6944	1
H3427	Cmpl	H0068	1
H3427	Cmpl	H0259	1
H3427	Cmpl	H0386	1
H3427	Cmpl	H0424	1
H3427	Cmpl	H0436	1
H3427	Cmpl	H0665	1
H3427	Cmpl	H0681	1
H3427	Cmpl	H1121	1
H3427	Cmpl	H1290	1
H3427	Cmpl	H1295	1
H3427	Cmpl	H1471	1
H3427	Cmpl	H1473	1
H3427	Cmpl	H1516	1
H3427	Cmpl	H1628	1
H3427	Cmpl	H1663	1
H3427	Cmpl	H1870	1
H3427	Cmpl	H2319	1
H3427	Cmpl	H2340	1
H3427	Cmpl	H2348	1
H3427	Cmpl	H2351	1
H3427	Cmpl	H2545	1
H3427	Cmpl	H2822	1
H3427	Cmpl	H2850	1
H3427	Cmpl	H2896	1
H3427	Cmpl	H2983	1
H3427	Cmpl	H3027	1
H3427	Cmpl	H3520	1
H3427	Cmpl	H3603	1
H3427	Cmpl	H3627	1
H3427	Cmpl	H3759	1
H3427	Cmpl	H3899	1
H3427	Cmpl	H3993	1
H3427	Cmpl	H3999	1
H3427	Cmpl	H4009	1
H3427	Cmpl	H4014	1
H3427	Cmpl	H4033	1
H3427	Cmpl	H4054	1
H3427	Cmpl	H4135	1
H3427	Cmpl	H4264	1
H3427	Cmpl	H4315	1
H3427	Cmpl	H4410	1
H3427	Cmpl	H4496	1
H3427	Cmpl	H4631	1
H3427	Cmpl	H4733	1
H3427	Cmpl	H4791	1
H3427	Cmpl	H4908	1
H3427	Cmpl	H4941	1
H3427	Cmpl	H4942	1
H3427	Cmpl	H5116	1
H3427	Cmpl	H5158	1
H3427	Cmpl	H5410	1
H3427	Cmpl	H5475	1
H3427	Cmpl	H5585	1
H3427	Cmpl	H5603	1
H3427	Cmpl	H5643	1
H3427	Cmpl	H5869	1
H3427	Cmpl	H6083	1
H3427	Cmpl	H6522	1
H3427	Cmpl	H6654	1
H3427	Cmpl	H6772	1
H3427	Cmpl	H6924	1
H3427	Cmpl	H6926	1
H3427	Cmpl	H7023	1
H3427	Cmpl	H7176	1
H3427	Cmpl	H7600	1
H3427	Cmpl	H7832	1
H3427	Cmpl	H7965	1
H3427	Cmpl	H8444	1
H3427	Objc	H0376	1
H3427	Objc	H0776	1
H3427	Objc	H0796	1
H3427	Objc	H0910	1
H3427	Objc	H1004	1
H3427	Objc	H1100	1
H3427	Objc	H2918	1
H3427	Objc	H4125	1
H3427	Objc	H4428	1
H3427	Objc	H5971	1
H3427	Objc	H5984	1
H3427	Objc	H6519	1
H3427	Objc	H7456	1
H3427	Objc	H8074	1
H3427	Objc	H8147	1
H3427	Subj	H0120	1
H3427	Subj	H0249	1
H3427	Subj	H0312	1
H3427	Subj	H0368	1
H3427	Subj	H0759	1
H3427	Subj	H0843	1
H3427	Subj	H1471	1
H3427	Subj	H2040	1
H3427	Subj	H2100	1
H3427	Subj	H2220	1
H3427	Subj	H2416	1
H3427	Subj	H2677	1
H3427	Subj	H2720	1
H3427	Subj	H2752	1
H3427	Subj	H3158	1
H3427	Subj	H3284	1
H3427	Subj	H3477	1
H3427	Subj	H3678	1
H3427	Subj	H3761	1
H3427	Subj	H3967	1
H3427	Subj	H4464	1
H3427	Subj	H4941	1
H3427	Subj	H5291	1
H3427	Subj	H5375	1
H3427	Subj	H6223	1
H3427	Subj	H6440	1
H3427	Subj	H6666	1
H3427	Subj	H6716	1
H3427	Subj	H6876	1
H3427	Subj	H7198	1
H3427	Subj	H7227	1
H3427	Subj	H7626	1
H3427	Subj	H8074	1
H3455	Cmpl	H0727	1
H3456	Cmpl	H4393	1
H3456	Subj	H0127	1
H3456	Subj	H1116	1
H3456	Subj	H4393	1
H3462	Objc	H4194	1
H3462	Subj	H8104	1
H3467	Cmpl	H0034	1
H3467	Cmpl	H0519	1
H3467	Cmpl	H2719	1
H3467	Cmpl	H2932	1
H3467	Cmpl	H3709	1
H3467	Cmpl	H4043	1
H3467	Cmpl	H4186	1
H3467	Cmpl	H4428	1
H3467	Cmpl	H4592	1
H3467	Cmpl	H5315	1
H3467	Cmpl	H5828	1
H3467	Cmpl	H6310	1
H3467	Cmpl	H6629	1
H3467	Cmpl	H7227	1
H3467	Cmpl	H8199	1
H3467	Objc	H0034	1
H3467	Objc	H0120	1
H3467	Objc	H0168	1
H3467	Objc	H0776	1
H3467	Objc	H0929	1
H3467	Objc	H1004	1
H3467	Objc	H1419	1
H3467	Objc	H1793	1
H3467	Objc	H2220	1
H3467	Objc	H3605	1
H3467	Objc	H4899	1
H3467	Objc	H5315	1
H3467	Objc	H5650	1
H3467	Objc	H5769	1
H3467	Objc	H5797	1
H3467	Objc	H5869	1
H3467	Objc	H6035	1
H3467	Objc	H7307	1
H3467	Objc	H7611	1
H3467	Objc	H7807	1
H3467	Subj	H0113	1
H3467	Subj	H0430	1
H3467	Subj	H6944	1
H3474	Cmpl	H0430	1
H3474	Cmpl	H2205	1
H3474	Cmpl	H4428	1
H3474	Cmpl	H5048	1
H3474	Cmpl	H5971	1
H3474	Cmpl	H6951	1
H3474	Objc	H0430	1
H3474	Objc	H0734	1
H3474	Objc	H4546	1
H3474	Subj	H0376	1
H3474	Subj	H5315	1
H3474	Subj	H6509	1
H3474	Subj	H6666	1
H3474	Subj	H8394	1
H3474	Subj	H8549	1
H3488	Subj	H3117	1
H3488	Subj	H6267	1
H3498	Cmpl	H0376	1
H3498	Cmpl	H0517	1
H3498	Cmpl	H1004	1
H3498	Cmpl	H1320	1
H3498	Cmpl	H1698	1
H3498	Cmpl	H2719	1
H3498	Cmpl	H3605	1
H3498	Cmpl	H3899	1
H3498	Cmpl	H4394	1
H3498	Cmpl	H7458	1
H3498	Cmpl	H7648	1
H3498	Objc	H0376	1
H3498	Objc	H1121	1
H3498	Objc	H4557	1
H3498	Objc	H4592	1
H3498	Objc	H7611	1
H3498	Objc	H8300	1
H3498	Objc	H8546	1
H3498	Subj	H1121	1
H3498	Subj	H1259	1
H3498	Subj	H1323	1
H3498	Subj	H3418	1
H3498	Subj	H6235	1
H3498	Subj	H6413	1
H3498	Subj	H6556	1
H3498	Subj	H6635	1
H3498	Subj	H6994	1
H3498	Subj	H7626	1
H3498	Subj	H7651	1
H3498	Subj	H7992	1
H3498	Subj	H8549	1
H3510	Cmpl	H0068	1
H3510	Objc	H2513	1
H3510	Objc	H2896	1
H3510	Objc	H3605	1
H3510	Subj	H1320	1
H3510	Subj	H3820	1
H3512	Objc	H3820	1
H3512	Objc	H6662	1
H3512	Objc	H8267	1
H3513	Cmpl	H0376	1
H3513	Cmpl	H0585	1
H3513	Cmpl	H0796	1
H3513	Cmpl	H2205	1
H3513	Cmpl	H4581	1
H3513	Cmpl	H6440	1
H3513	Cmpl	H6571	1
H3513	Cmpl	H7225	1
H3513	Cmpl	H7393	1
H3513	Cmpl	H8034	1
H3513	Cmpl	H8393	1
H3513	Objc	H0376	1
H3513	Objc	H0430	1
H3513	Objc	H1121	1
H3513	Objc	H1471	1
H3513	Objc	H1551	1
H3513	Objc	H1870	1
H3513	Objc	H3220	1
H3513	Objc	H3372	1
H3513	Objc	H3824	1
H3513	Objc	H4725	1
H3513	Objc	H5178	1
H3513	Objc	H5650	1
H3513	Objc	H5676	1
H3513	Objc	H7272	1
H3513	Objc	H8034	1
H3513	Subj	H0113	1
H3513	Subj	H0241	1
H3513	Subj	H0314	1
H3513	Subj	H0405	1
H3513	Subj	H0430	1
H3513	Subj	H1004	1
H3513	Subj	H3820	1
H3513	Subj	H4428	1
H3513	Subj	H5650	1
H3513	Subj	H5869	1
H3513	Subj	H6346	1
H3513	Subj	H6588	1
H3513	Subj	H7223	1
H3513	Subj	H8104	1
H3518	Objc	H0160	1
H3518	Subj	H0430	1
H3518	Subj	H7957	1
H3526	Cmpl	H3196	1
H3526	Cmpl	H5427	1
H3526	Cmpl	H7462	1
H3526	Objc	H3820	1
H3526	Objc	H3830	1
H3526	Subj	H0376	1
H3526	Subj	H2891	1
H3526	Subj	H3548	1
H3526	Subj	H4325	1
H3526	Subj	H5079	1
H3526	Subj	H5137	1
H3533	Cmpl	H5650	1
H3533	Cmpl	H5971	1
H3533	Cmpl	H8198	1
H3533	Objc	H0068	1
H3533	Objc	H4436	1
H3533	Objc	H5771	1
H3533	Objc	H7050	1
H3547	Objc	H6287	1
H3547	Subj	H1121	1
H3554	Subj	H7272	1
H3557	Cmpl	H5978	1
H3557	Cmpl	H7871	1
H3557	Objc	H0251	1
H3557	Objc	H0376	1
H3557	Objc	H0702	1
H3557	Objc	H0776	1
H3557	Objc	H2195	1
H3557	Objc	H3899	1
H3557	Objc	H4245	1
H3557	Objc	H4325	1
H3557	Objc	H6083	1
H3557	Objc	H6310	1
H3557	Objc	H7872	1
H3557	Objc	H8002	1
H3557	Subj	H0259	1
H3557	Subj	H0376	1
H3557	Subj	H1471	1
H3557	Subj	H3595	1
H3557	Subj	H7307	1
H3559	Cmpl	H0251	1
H3559	Cmpl	H0565	1
H3559	Cmpl	H0727	1
H3559	Cmpl	H2714	1
H3559	Cmpl	H3027	1
H3559	Cmpl	H3499	1
H3559	Cmpl	H4350	1
H3559	Cmpl	H4692	1
H3559	Cmpl	H4941	1
H3559	Cmpl	H5048	1
H3559	Cmpl	H5869	1
H3559	Cmpl	H6041	1
H3559	Cmpl	H6098	1
H3559	Cmpl	H6471	1
H3559	Cmpl	H6664	1
H3559	Cmpl	H6944	1
H3559	Cmpl	H7562	1
H3559	Cmpl	H8064	1
H3559	Cmpl	H8193	1
H3559	Cmpl	H8432	1
H3559	Objc	H0530	1
H3559	Objc	H0693	1
H3559	Objc	H0776	1
H3559	Objc	H0804	1
H3559	Objc	H1004	1
H3559	Objc	H1270	1
H3559	Objc	H1688	1
H3559	Objc	H1715	1
H3559	Objc	H2077	1
H3559	Objc	H2233	1
H3559	Objc	H2671	1
H3559	Objc	H3027	1
H3559	Objc	H3553	1
H3559	Objc	H3701	1
H3559	Objc	H3957	1
H3559	Objc	H3967	1
H3559	Objc	H3974	1
H3559	Objc	H4043	1
H3559	Objc	H4194	1
H3559	Objc	H4196	1
H3559	Objc	H4293	1
H3559	Objc	H4403	1
H3559	Objc	H4503	1
H3559	Objc	H4639	1
H3559	Objc	H4725	1
H3559	Objc	H4820	1
H3559	Objc	H5892	1
H3559	Objc	H5971	1
H3559	Objc	H6459	1
H3559	Objc	H6471	1
H3559	Objc	H6662	1
H3559	Objc	H6718	1
H3559	Objc	H6720	1
H3559	Objc	H7050	1
H3559	Objc	H7151	1
H3559	Objc	H7198	1
H3559	Objc	H7230	1
H3559	Objc	H7420	1
H3559	Objc	H7568	1
H3559	Objc	H7607	1
H3559	Objc	H8064	1
H3559	Objc	H8121	1
H3559	Subj	H0001	1
H3559	Subj	H0120	1
H3559	Subj	H0376	1
H3559	Subj	H0430	1
H3559	Subj	H0571	1
H3559	Subj	H0990	1
H3559	Subj	H1004	1
H3559	Subj	H1397	1
H3559	Subj	H2233	1
H3559	Subj	H3820	1
H3559	Subj	H3956	1
H3559	Subj	H4467	1
H3559	Subj	H4703	1
H3559	Subj	H5526	1
H3559	Subj	H5713	1
H3559	Subj	H5892	1
H3559	Subj	H5971	1
H3559	Subj	H6951	1
H3559	Subj	H7699	1
H3559	Subj	H8193	1
H3559	Subj	H8201	1
H3559	Subj	H8605	1
H3576	Cmpl	H8198	1
H3576	Objc	H7307	1
H3576	Objc	H8267	1
H3576	Subj	H4325	1
H3576	Subj	H5707	1
H3576	Subj	H8431	1
H3582	Cmpl	H0001	1
H3582	Cmpl	H0113	1
H3582	Cmpl	H0259	1
H3582	Cmpl	H0776	1
H3582	Cmpl	H1121	1
H3582	Cmpl	H3392	1
H3582	Cmpl	H4428	1
H3582	Cmpl	H6951	1
H3582	Cmpl	H7227	1
H3582	Objc	H0561	1
H3582	Objc	H0571	1
H3582	Objc	H1368	1
H3582	Objc	H2428	1
H3582	Objc	H2617	1
H3582	Objc	H4264	1
H3582	Objc	H4428	1
H3582	Objc	H5057	1
H3582	Objc	H6918	1
H3582	Objc	H8269	1
H3582	Subj	H0819	1
H3582	Subj	H1697	1
H3582	Subj	H3477	1
H3582	Subj	H3605	1
H3582	Subj	H6108	1
H3582	Subj	H7009	1
H3583	Objc	H5869	1
H3584	Cmpl	H0413	1
H3584	Cmpl	H0430	1
H3584	Cmpl	H1498	1
H3584	Cmpl	H3027	1
H3584	Cmpl	H4605	1
H3584	Cmpl	H5997	1
H3584	Cmpl	H6487	1
H3584	Cmpl	H8667	1
H3584	Subj	H1320	1
H3584	Subj	H2132	1
H3584	Subj	H4639	1
H3584	Subj	H8130	1
H3584	Subj	H8492	1
H3607	Cmpl	H0734	1
H3607	Cmpl	H1004	1
H3607	Cmpl	H2919	1
H3607	Cmpl	H3605	1
H3607	Cmpl	H7451	1
H3607	Cmpl	H8064	1
H3607	Objc	H1121	1
H3607	Objc	H2981	1
H3607	Objc	H6913	1
H3607	Objc	H7272	1
H3607	Objc	H7307	1
H3607	Objc	H8193	1
H3607	Subj	H0776	1
H3607	Subj	H1653	1
H3607	Subj	H4325	1
H3607	Subj	H5971	1
H3607	Subj	H7227	1
H3607	Subj	H8064	1
H3637	Cmpl	H1870	1
H3637	Cmpl	H3605	1
H3637	Cmpl	H5771	1
H3637	Objc	H0001	1
H3637	Subj	H3548	1
H3637	Subj	H3878	1
H3637	Subj	H7453	1
H3642	Subj	H1320	1
H3648	Cmpl	H0251	1
H3648	Cmpl	H1121	1
H3648	Subj	H5785	1
H3664	Objc	H0068	1
H3664	Objc	H1616	1
H3664	Objc	H2091	1
H3664	Objc	H3064	1
H3664	Objc	H3548	1
H3664	Objc	H3605	1
H3664	Objc	H3701	1
H3664	Objc	H3878	1
H3664	Objc	H4082	1
H3664	Objc	H4428	1
H3664	Objc	H4521	1
H3664	Objc	H5080	1
H3664	Objc	H5459	1
H3664	Objc	H8451	1
H3665	Cmpl	H0001	1
H3665	Cmpl	H3027	1
H3665	Cmpl	H5030	1
H3665	Cmpl	H6310	1
H3665	Cmpl	H8478	1
H3665	Objc	H0776	1
H3665	Objc	H2721	1
H3665	Objc	H3427	1
H3665	Objc	H3605	1
H3665	Objc	H3669	1
H3665	Objc	H3820	1
H3665	Objc	H4428	1
H3665	Subj	H0001	1
H3665	Subj	H0376	1
H3665	Subj	H0430	1
H3665	Subj	H3824	1
H3665	Subj	H4428	1
H3665	Subj	H5971	1
H3665	Subj	H6189	1
H3665	Subj	H6430	1
H3665	Subj	H8269	1
H3673	Cmpl	H0148	1
H3673	Cmpl	H1411	1
H3673	Cmpl	H1884	1
H3673	Cmpl	H3605	1
H3673	Cmpl	H4082	1
H3673	Cmpl	H5461	1
H3673	Cmpl	H6346	1
H3673	Cmpl	H7985	1
H3673	Cmpl	H8614	1
H3680	Cmpl	H0727	1
H3680	Cmpl	H0905	1
H3680	Cmpl	H1397	1
H3680	Cmpl	H1530	1
H3680	Cmpl	H1995	1
H3680	Cmpl	H2026	1
H3680	Cmpl	H2460	1
H3680	Cmpl	H2822	1
H3680	Cmpl	H3220	1
H3680	Cmpl	H3605	1
H3680	Cmpl	H3709	1
H3680	Cmpl	H3820	1
H3680	Cmpl	H3830	1
H3680	Cmpl	H4605	1
H3680	Cmpl	H4860	1
H3680	Cmpl	H5713	1
H3680	Cmpl	H5771	1
H3680	Cmpl	H6440	1
H3680	Cmpl	H6588	1
H3680	Cmpl	H6757	1
H3680	Cmpl	H6809	1
H3680	Cmpl	H8432	1
H3680	Objc	H0001	1
H3680	Objc	H0216	1
H3680	Objc	H0341	1
H3680	Objc	H0652	1
H3680	Objc	H0727	1
H3680	Objc	H0853	1
H3680	Objc	H0899	1
H3680	Objc	H1465	1
H3680	Objc	H2022	1
H3680	Objc	H2374	1
H3680	Objc	H2428	1
H3680	Objc	H2738	1
H3680	Objc	H3220	1
H3680	Objc	H3727	1
H3680	Objc	H3974	1
H3680	Objc	H4150	1
H3680	Objc	H4196	1
H3680	Objc	H4264	1
H3680	Objc	H4289	1
H3680	Objc	H4501	1
H3680	Objc	H4908	1
H3680	Objc	H5061	1
H3680	Objc	H5369	1
H3680	Objc	H5771	1
H3680	Objc	H5785	1
H3680	Objc	H6083	1
H3680	Objc	H6547	1
H3680	Objc	H6571	1
H3680	Objc	H6588	1
H3680	Objc	H6666	1
H3680	Objc	H6738	1
H3680	Objc	H6862	1
H3680	Objc	H7393	1
H3680	Objc	H8064	1
H3680	Objc	H8081	1
H3680	Objc	H8199	1
H3680	Objc	H8330	1
H3680	Objc	H8415	1
H3680	Subj	H0120	1
H3680	Subj	H0160	1
H3680	Subj	H0776	1
H3680	Subj	H0929	1
H3680	Subj	H1364	1
H3680	Subj	H1832	1
H3680	Subj	H2822	1
H3680	Subj	H3220	1
H3680	Subj	H3605	1
H3680	Subj	H3742	1
H3680	Subj	H4325	1
H3680	Subj	H6427	1
H3680	Subj	H6440	1
H3680	Subj	H7004	1
H3680	Subj	H7415	1
H3680	Subj	H8034	1
H3680	Subj	H8135	1
H3697	Objc	H7218	1
H3699	Cmpl	H7716	1
H3700	Cmpl	H0001	1
H3700	Cmpl	H1004	1
H3700	Cmpl	H3027	1
H3700	Cmpl	H4639	1
H3707	Cmpl	H3027	1
H3707	Cmpl	H4611	1
H3707	Cmpl	H4639	1
H3707	Cmpl	H7203	1
H3707	Objc	H0001	1
H3707	Objc	H3820	1
H3707	Objc	H5971	1
H3707	Objc	H7227	1
H3717	Objc	H3407	1
H3717	Objc	H8345	1
H3717	Subj	H2719	1
H3721	Cmpl	H0430	1
H3721	Cmpl	H4791	1
H3721	Objc	H7218	1
H3721	Subj	H5315	1
H3722	Cmpl	H0430	1
H3722	Cmpl	H0571	1
H3722	Cmpl	H1818	1
H3722	Cmpl	H2077	1
H3722	Cmpl	H2617	1
H3722	Cmpl	H2891	1
H3722	Cmpl	H3548	1
H3722	Cmpl	H3724	1
H3722	Cmpl	H3878	1
H3722	Cmpl	H4196	1
H3722	Cmpl	H5713	1
H3722	Cmpl	H5771	1
H3722	Cmpl	H6440	1
H3722	Cmpl	H6944	1
H3722	Cmpl	H7161	1
H3722	Cmpl	H7684	1
H3722	Objc	H0127	1
H3722	Objc	H1004	1
H3722	Objc	H4720	1
H3722	Objc	H5971	1
H3722	Objc	H6440	1
H3722	Subj	H1004	1
H3722	Subj	H1285	1
H3722	Subj	H1818	1
H3722	Subj	H2896	1
H3722	Subj	H4194	1
H3729	Cmpl	H3830	1
H3729	Cmpl	H5622	1
H3729	Subj	H1397	1
H3738	Cmpl	H5315	1
H3738	Cmpl	H6440	1
H3738	Cmpl	H7563	1
H3738	Objc	H0241	1
H3738	Objc	H0875	1
H3738	Subj	H0376	1
H3738	Subj	H2086	1
H3738	Subj	H5650	1
H3738	Subj	H7307	1
H3738	Subj	H7845	1
H3739	Cmpl	H7453	1
H3739	Objc	H4325	1
H3739	Subj	H2271	1
H3766	Cmpl	H0617	1
H3766	Cmpl	H1167	1
H3766	Cmpl	H2875	1
H3766	Cmpl	H6440	1
H3766	Objc	H0970	1
H3766	Subj	H0312	1
H3766	Subj	H1290	1
H3766	Subj	H3499	1
H3766	Subj	H4428	1
H3766	Subj	H5971	1
H3766	Subj	H6716	1
H3772	Cmpl	H0168	1
H3772	Cmpl	H0251	1
H3772	Cmpl	H0376	1
H3772	Cmpl	H0727	1
H3772	Cmpl	H0929	1
H3772	Cmpl	H0972	1
H3772	Cmpl	H1285	1
H3772	Cmpl	H2351	1
H3772	Cmpl	H2416	1
H3772	Cmpl	H2677	1
H3772	Cmpl	H3027	1
H3772	Cmpl	H3548	1
H3772	Cmpl	H3999	1
H3772	Cmpl	H4194	1
H3772	Cmpl	H4196	1
H3772	Cmpl	H4325	1
H3772	Cmpl	H4667	1
H3772	Cmpl	H5713	1
H3772	Cmpl	H5775	1
H3772	Cmpl	H5869	1
H3772	Cmpl	H6951	1
H3772	Cmpl	H6993	1
H3772	Cmpl	H7431	1
H3772	Cmpl	H7458	1
H3772	Cmpl	H7704	1
H3772	Cmpl	H8064	1
H3772	Cmpl	H8179	1
H3772	Objc	H0100	1
H3772	Objc	H0178	1
H3772	Objc	H0205	1
H3772	Objc	H0259	1
H3772	Objc	H0539	1
H3772	Objc	H0776	1
H3772	Objc	H0802	1
H3772	Objc	H0811	1
H3772	Objc	H1167	1
H3772	Objc	H1347	1
H3772	Objc	H1995	1
H3772	Objc	H2145	1
H3772	Objc	H2156	1
H3772	Objc	H2180	1
H3772	Objc	H2232	1
H3772	Objc	H2233	1
H3772	Objc	H2319	1
H3772	Objc	H2509	1
H3772	Objc	H2553	1
H3772	Objc	H2964	1
H3772	Objc	H3049	1
H3772	Objc	H3243	1
H3772	Objc	H3293	1
H3772	Objc	H3712	1
H3772	Objc	H3774	1
H3772	Objc	H3785	1
H3772	Objc	H4004	1
H3772	Objc	H4428	1
H3772	Objc	H4541	1
H3772	Objc	H4598	1
H3772	Objc	H4676	1
H3772	Objc	H4940	1
H3772	Objc	H5030	1
H3772	Objc	H5209	1
H3772	Objc	H5220	1
H3772	Objc	H5315	1
H3772	Objc	H5483	1
H3772	Objc	H5674	1
H3772	Objc	H5768	1
H3772	Objc	H5782	1
H3772	Objc	H5826	1
H3772	Objc	H5892	1
H3772	Objc	H5921	1
H3772	Objc	H6025	1
H3772	Objc	H6030	1
H3772	Objc	H6091	1
H3772	Objc	H6098	1
H3772	Objc	H6190	1
H3772	Objc	H6412	1
H3772	Objc	H6430	1
H3772	Objc	H6456	1
H3772	Objc	H6459	1
H3772	Objc	H6854	1
H3772	Objc	H6956	1
H3772	Objc	H7227	1
H3772	Objc	H7393	1
H3772	Objc	H7626	1
H3772	Objc	H7725	1
H3772	Objc	H7754	1
H3772	Objc	H8193	1
H3772	Objc	H8199	1
H3772	Objc	H8300	1
H3772	Subj	H0205	1
H3772	Subj	H0319	1
H3772	Subj	H0341	1
H3772	Subj	H0400	1
H3772	Subj	H0776	1
H3772	Subj	H0842	1
H3772	Subj	H1004	1
H3772	Subj	H1320	1
H3772	Subj	H2022	1
H3772	Subj	H2100	1
H3772	Subj	H2233	1
H3772	Subj	H2404	1
H3772	Subj	H2637	1
H3772	Subj	H3499	1
H3772	Subj	H3701	1
H3772	Subj	H3899	1
H3772	Subj	H3956	1
H3772	Subj	H4191	1
H3772	Subj	H4421	1
H3772	Subj	H4503	1
H3772	Subj	H4854	1
H3772	Subj	H4899	1
H3772	Subj	H5187	1
H3772	Subj	H5262	1
H3772	Subj	H5650	1
H3772	Subj	H6086	1
H3772	Subj	H6310	1
H3772	Subj	H6879	1
H3772	Subj	H6887	1
H3772	Subj	H6951	1
H3772	Subj	H7043	1
H3772	Subj	H7198	1
H3772	Subj	H7489	1
H3772	Subj	H7579	1
H3772	Subj	H8034	1
H3772	Subj	H8270	1
H3772	Subj	H8419	1
H3782	Cmpl	H0268	1
H3782	Cmpl	H1472	1
H3782	Cmpl	H1979	1
H3782	Cmpl	H6086	1
H3782	Cmpl	H7462	1
H3782	Objc	H1471	1
H3782	Objc	H3581	1
H3782	Objc	H7227	1
H3782	Subj	H0001	1
H3782	Subj	H0571	1
H3782	Subj	H0970	1
H3782	Subj	H1121	1
H3782	Subj	H1290	1
H3782	Subj	H2087	1
H3782	Subj	H5030	1
H3782	Subj	H5288	1
H3782	Subj	H5449	1
H3782	Subj	H5826	1
H3782	Subj	H7291	1
H3782	Subj	H7453	1
H3782	Subj	H7563	1
H3782	Subj	H7934	1
H3787	Cmpl	H4428	1
H3787	Cmpl	H6440	1
H3787	Subj	H1697	1
H3789	Cmpl	H0259	1
H3789	Cmpl	H0430	1
H3789	Cmpl	H0520	1
H3789	Cmpl	H0776	1
H3789	Cmpl	H1004	1
H3789	Cmpl	H1697	1
H3789	Cmpl	H1882	1
H3789	Cmpl	H3117	1
H3789	Cmpl	H3427	1
H3789	Cmpl	H3792	1
H3789	Cmpl	H3961	1
H3789	Cmpl	H3967	1
H3789	Cmpl	H4040	1
H3789	Cmpl	H5159	1
H3789	Cmpl	H6242	1
H3789	Cmpl	H6310	1
H3789	Cmpl	H7651	1
H3789	Cmpl	H8451	1
H3789	Objc	H0107	1
H3789	Objc	H0314	1
H3789	Objc	H0423	1
H3789	Objc	H1285	1
H3789	Objc	H1397	1
H3789	Objc	H1847	1
H3789	Objc	H2205	1
H3789	Objc	H2298	1
H3789	Objc	H2368	1
H3789	Objc	H2377	1
H3789	Objc	H2493	1
H3789	Objc	H2506	1
H3789	Objc	H3027	1
H3789	Objc	H3117	1
H3789	Objc	H3499	1
H3789	Objc	H4156	1
H3789	Objc	H4161	1
H3789	Objc	H4385	1
H3789	Objc	H5971	1
H3789	Objc	H6603	1
H3789	Objc	H7230	1
H3789	Objc	H7462	1
H3789	Objc	H7856	1
H3789	Objc	H7991	1
H3789	Objc	H8269	1
H3789	Objc	H8633	1
H3789	Subj	H0376	1
H3789	Subj	H1121	1
H3789	Subj	H1167	1
H3789	Subj	H1323	1
H3789	Subj	H2146	1
H3789	Subj	H2940	1
H3789	Subj	H3064	1
H3789	Subj	H3548	1
H3789	Subj	H3674	1
H3789	Subj	H4405	1
H3789	Subj	H4428	1
H3789	Subj	H4436	1
H3789	Subj	H4948	1
H3789	Subj	H5030	1
H3789	Subj	H5493	1
H3789	Subj	H5608	1
H3789	Subj	H5612	1
H3789	Subj	H7379	1
H3789	Subj	H7605	1
H3803	Objc	H1847	1
H3803	Subj	H6175	1
H3803	Subj	H6662	1
H3806	Objc	H0191	1
H3807	Cmpl	H2719	1
H3807	Objc	H0776	1
H3807	Objc	H0853	1
H3807	Objc	H5175	1
H3807	Objc	H5178	1
H3807	Objc	H6456	1
H3807	Objc	H6862	1
H3807	Subj	H1368	1
H3807	Subj	H3605	1
H3807	Subj	H6456	1
H3807	Subj	H8179	1
H3832	Subj	H5971	1
H3847	Cmpl	H1320	1
H3847	Cmpl	H2513	1
H3847	Cmpl	H3027	1
H3847	Cmpl	H6677	1
H3847	Cmpl	H8077	1
H3847	Objc	H0060	1
H3847	Objc	H0155	1
H3847	Objc	H0251	1
H3847	Objc	H0341	1
H3847	Objc	H0376	1
H3847	Objc	H0491	1
H3847	Objc	H0665	1
H3847	Objc	H0802	1
H3847	Objc	H1348	1
H3847	Objc	H1423	1
H3847	Objc	H1487	1
H3847	Objc	H2731	1
H3847	Objc	H2833	1
H3847	Objc	H4370	1
H3847	Objc	H4438	1
H3847	Objc	H5359	1
H3847	Objc	H5785	1
H3847	Objc	H5795	1
H3847	Objc	H6083	1
H3847	Objc	H6629	1
H3847	Objc	H6666	1
H3847	Objc	H6677	1
H3847	Objc	H6940	1
H3847	Objc	H6996	1
H3847	Objc	H7045	1
H3847	Objc	H7218	1
H3847	Objc	H7415	1
H3847	Objc	H7484	1
H3847	Objc	H7991	1
H3847	Objc	H8064	1
H3847	Objc	H8144	1
H3847	Objc	H8162	1
H3847	Objc	H8181	1
H3847	Objc	H8337	1
H3847	Objc	H8516	1
H3847	Objc	H8597	1
H3847	Objc	H8668	1
H3847	Subj	H0430	1
H3847	Subj	H0606	1
H3847	Subj	H1320	1
H3847	Subj	H1323	1
H3847	Subj	H1330	1
H3847	Subj	H1397	1
H3847	Subj	H3605	1
H3847	Subj	H3733	1
H3847	Subj	H5124	1
H3847	Subj	H5387	1
H3847	Subj	H6662	1
