# source=MACULA Quotation and Speaker Data, (c) 2023 by Clear Bible, Inc, CC-BY-4.0, https://github.com/Clear-Bible/speaker-quotations/
# anchor=verse range (START/END VS → BBCCCVVV); consensus (Clear-Aligned-Projections)
speaker	alt_speaker	start_bbcccvvv	end_bbcccvvv	quote_type	delivery	divine
prophet		11020022	11020022	Normal		
officials of Ben-Hadad, king of Aram		11020023	11020025	Normal		
man of God (prophet to the king of Israel)		11020028	11020028	Normal		
officials of Ben-Hadad, king of Aram		11020031	11020031	Normal		
Ahab, king of Israel		11020032	11020032	Normal		
officials of Ben-Hadad, king of Aram		11020032	11020032	Normal		
Ahab, king of Israel		11020033	11020033	Normal		
officials of Ben-Hadad, king of Aram		11020033	11020033	Normal		
Ahab, king of Israel		11020034	11020034	Normal		
Ben-Hadad, king of Aram		11020034	11020034	Normal		
prophet who confronts Ahab		11020035	11020037	Normal		
prophet who confronts Ahab		11020039	11020039	Normal		
Ahab, king of Israel		11020040	11020040	Normal		
prophet who confronts Ahab		11020040	11020040	Normal		
prophet who confronts Ahab		11020042	11020042	Normal		
Ahab, king of Israel		11021002	11021002	Normal		
Naboth		11021003	11021004	Normal		
Jezebel		11021005	11021005	Normal		
Ahab, king of Israel		11021006	11021006	Normal		
Jezebel		11021007	11021007	Normal		
Jezebel		11021009	11021010	Normal		
scoundrels		11021013	11021013	Normal		
messengers to Jezebel		11021014	11021014	Normal		
Jezebel		11021015	11021015	Normal		
God		11021018	11021019	Normal		Y
Ahab, king of Israel		11021020	11021020	Dialogue		
Elijah		11021020	11021024	Dialogue		
God		11021029	11021029	Normal		Y
Ahab, king of Israel		11022003	11022004	Normal		
Jehoshaphat, king of Judah		11022004	11022005	Normal		
Ahab, king of Israel		11022006	11022006	Normal		
prophets, 400 false		11022006	11022006	Normal		
Jehoshaphat, king of Judah		11022007	11022007	Normal		
Ahab, king of Israel		11022008	11022008	Normal		
Jehoshaphat, king of Judah		11022008	11022008	Normal		
Ahab, king of Israel		11022009	11022009	Normal		
Zedekiah, son of Kenaanah, false prophet		11022011	11022011	Normal		
prophets, 400 false		11022012	11022012	Normal		
messenger of Ahab, king of Israel		11022013	11022013	Normal		
Micaiah, son of Imlah		11022014	11022014	Normal		
Ahab, king of Israel		11022015	11022015	Normal		
Micaiah, son of Imlah		11022015	11022015	Normal		
Ahab, king of Israel		11022016	11022016	Normal		
Micaiah, son of Imlah		11022017	11022017	Normal		
Ahab, king of Israel		11022018	11022018	Normal		
Micaiah, son of Imlah		11022019	11022023	Normal		
Zedekiah, son of Kenaanah, false prophet		11022024	11022024	Normal		
Micaiah, son of Imlah		11022025	11022025	Normal		
Ahab, king of Israel		11022026	11022027	Normal		
Micaiah, son of Imlah		11022028	11022028	Normal		
Ahab, king of Israel		11022030	11022030	Normal		
Ben-Hadad, king of Aram		11022031	11022031	Normal		
chariot commanders of Aram		11022032	11022032	Normal	thought	
Ahab, king of Israel		11022034	11022034	Normal		
army cry		11022036	11022036	Normal		
Ahaziah, king of Israel		11022049	11022049	Normal		
Ahaziah, king of Israel		12001002	12001002	Normal		
Jesus		12001003	12001004	Normal		Y
Ahaziah, king of Israel		12001005	12001005	Normal		
messengers of Ahaziah		12001006	12001006	Normal		
Ahaziah, king of Israel		12001007	12001008	Normal		
captain, first		12001009	12001009	Normal		
Elijah		12001010	12001010	Normal		
captain, second		12001011	12001011	Normal		
Elijah		12001012	12001012	Normal		
captain, third		12001013	12001014	Normal		
Jesus		12001015	12001015	Normal		Y
Elijah		12001016	12001016	Normal		
Elijah		12002002	12002002	Normal		
Elisha		12002002	12002002	Normal		
Elisha		12002003	12002003	Normal		
company of the prophets (Bethel)		12002003	12002003	Normal		
Elijah		12002004	12002004	Normal		
Elisha		12002004	12002004	Normal		
Elisha		12002005	12002005	Normal		
company of the prophets (Jericho)		12002005	12002005	Normal		
Elijah		12002006	12002006	Normal		
Elisha		12002006	12002006	Normal		
Elijah		12002009	12002009	Normal		
Elisha		12002009	12002009	Normal		
Elijah		12002010	12002010	Normal		
Elisha		12002012	12002012	Normal		
Elisha		12002014	12002014	Normal		
company of the prophets (Jericho)		12002015	12002016	Normal		
Elisha		12002016	12002018	Normal		
men of Jericho		12002019	12002019	Normal		
Elisha		12002020	12002021	Normal		
boys		12002023	12002023	Normal	jeering	
Jehoshaphat, king of Judah		12003007	12003007	Normal		
Joram (Jehoram), king of Israel		12003007	12003007	Normal		
Jehoshaphat, king of Judah		12003008	12003008	Normal	questioning	
Joram (Jehoram), king of Israel		12003008	12003008	Normal		
Joram (Jehoram), king of Israel		12003010	12003010	Normal		
Jehoshaphat, king of Judah		12003011	12003011	Normal		
officer of King Jehoshaphat of Israel		12003011	12003011	Normal		
Jehoshaphat, king of Judah		12003012	12003012	Normal		
Elisha		12003013	12003013	Normal		
Joram (Jehoram), king of Israel		12003013	12003013	Normal		
Elisha		12003014	12003019	Normal		
Moabites		12003023	12003023	Normal		
widow (from company of prophets)		12004001	12004001	Dialogue		
Elisha		12004002	12004002	Dialogue		
widow (from company of prophets)		12004002	12004002	Dialogue		
Elisha		12004003	12004004	Dialogue		
son of widow		12004006	12004006	Dialogue		
widow (from company of prophets)		12004006	12004006	Dialogue		
Elisha		12004007	12004007	Dialogue		
Shunammite woman		12004009	12004010	Normal		
Elisha		12004012	12004013	Dialogue		
Elisha		12004014	12004014	Dialogue		
Gehazi		12004014	12004014	Dialogue		
Elisha		12004015	12004016	Dialogue		
husband of Shunammite		12004019	12004019	Normal		
son of Shunammite		12004019	12004019	Normal		
Shunammite woman		12004022	12004022	Dialogue		
Shunammite woman		12004023	12004024	Dialogue		
husband of Shunammite		12004023	12004023	Dialogue		
Elisha		12004025	12004026	Normal		
Elisha		12004027	12004027	Dialogue		
Shunammite woman		12004028	12004028	Dialogue		
Elisha		12004029	12004029	Normal		
Shunammite woman		12004030	12004030	Dialogue		
Gehazi		12004031	12004031	Normal		
Elisha		12004036	12004036	Normal		
Elisha		12004038	12004038	Normal		
company of the prophets		12004040	12004040	Normal		
Elisha		12004041	12004043	Normal		
servant of Naaman's wife (young girl)		12005003	12005003	Normal		
Ben-Hadad, king of Aram		12005005	12005006	Normal		
Joram (Jehoram), king of Israel		12005007	12005007	Normal		
Elisha		12005008	12005008	Normal		
Elisha's messenger	Gehazi	12005010	12005010	Normal		
Naaman		12005011	12005012	Normal		
Naaman's servants		12005013	12005013	Normal		
Naaman		12005015	12005015	Normal		
Elisha		12005016	12005016	Normal		
Naaman		12005017	12005018	Normal		
Elisha		12005019	12005019	Normal		
Gehazi		12005020	12005020	Normal		
Naaman		12005021	12005021	Normal		
Gehazi		12005022	12005022	Normal		
Naaman		12005023	12005023	Normal		
Elisha		12005025	12005025	Normal		
Gehazi		12005025	12005025	Normal		
Elisha		12005026	12005027	Normal		
company of the prophets		12006001	12006001	Normal		
Elisha		12006002	12006002	Normal		
company of the prophets		12006002	12006003	Normal		
company of the prophets		12006005	12006005	Normal		
Elisha		12006006	12006007	Normal		
Ben-Hadad, king of Aram		12006008	12006008	Normal		
Elisha		12006009	12006009	Normal		
Ben-Hadad, king of Aram		12006011	12006011	Normal		
officers of king of Aram		12006012	12006012	Normal		
Ben-Hadad, king of Aram		12006013	12006013	Normal		
report to king of Aram		12006013	12006013	Normal		
Gehazi		12006015	12006015	Normal		
Elisha		12006016	12006020	Normal		
Joram (Jehoram), king of Israel		12006021	12006021	Normal		
Elisha		12006022	12006022	Normal		
woman in famine		12006026	12006026	Normal	calling out	
Joram (Jehoram), king of Israel		12006027	12006028	Normal		
woman in famine		12006028	12006029	Normal		
Joram (Jehoram), king of Israel		12006031	12006031	Normal		
Elisha		12006032	12006032	Normal		
Joram (Jehoram), king of Israel		12006033	12006033	Normal		
Elisha		12007001	12007002	Normal		
men with leprosy, four		12007003	12007004	Normal		
Aramean soldiers		12007006	12007006	Normal		
men with leprosy, four		12007009	12007010	Normal		
Joram (Jehoram), king of Israel		12007012	12007012	Normal		
officer of King Joram of Israel		12007013	12007013	Normal		
Joram (Jehoram), king of Israel		12007014	12007014	Normal		
Elisha		12007018	12007018	Quotation		
Elisha		12007019	12007019	Quotation		
officer of king of Israel, on whose arm the king leaned		12007019	12007019	Quotation		
Elisha		12008001	12008001	Normal		
Joram (Jehoram), king of Israel		12008004	12008004	Normal		
Gehazi		12008005	12008005	Normal		
Joram (Jehoram), king of Israel		12008006	12008006	Normal		
person who told king of Aram of Elisha's arrival		12008007	12008007	Normal		
Ben-Hadad, king of Aram		12008008	12008008	Normal		
Hazael of Aram		12008009	12008009	Normal		
Elisha		12008010	12008010	Normal		
Elisha		12008012	12008012	Normal		
Hazael of Aram		12008012	12008012	Normal		
Elisha		12008013	12008013	Normal		
Hazael of Aram		12008013	12008013	Normal		
Ben-Hadad, king of Aram		12008014	12008014	Normal		
Hazael of Aram		12008014	12008014	Normal		
Elisha		12009001	12009003	Normal		
Jehu, son of Nimshi		12009005	12009005	Normal		
company of the prophets, one of (young man)		12009005	12009005	Normal		
company of the prophets, one of (young man)		12009006	12009010	Normal		
Jehu, son of Nimshi		12009011	12009011	Normal		
army officer, one of		12009011	12009011	Normal		
Jehu, son of Nimshi		12009012	12009012	Normal		
army officers		12009012	12009012	Normal		
army officers		12009013	12009013	Normal		
Jehu, son of Nimshi		12009015	12009015	Normal		
Joram (Jehoram), king of Israel		12009017	12009017	Normal		
lookout in Jezreel		12009017	12009017	Normal		
Jehu, son of Nimshi		12009018	12009018	Normal		
horseman, first		12009018	12009018	Normal		
Jehu, son of Nimshi		12009019	12009019	Normal		
horseman, second		12009019	12009019	Normal		
lookout in Jezreel		12009020	12009020	Normal		
Joram (Jehoram), king of Israel		12009021	12009021	Normal		
Jehu, son of Nimshi		12009022	12009022	Normal		
Joram (Jehoram), king of Israel		12009022	12009023	Normal		
Jehu, son of Nimshi		12009025	12009027	Normal		
Jezebel		12009031	12009031	Normal		
Jehu, son of Nimshi		12009032	12009034	Normal		
Jehu, son of Nimshi		12009036	12009037	Normal		
Jehu, son of Nimshi		12010002	12010003	Normal	letter	
officials of Samaria		12010004	12010004	Normal		
palace administrator and overseer (elder) of the city		12010005	12010005	Normal		
Jehu, son of Nimshi		12010006	12010006	Normal		
Jehu, son of Nimshi		12010008	12010008	Normal		
messenger from guardians of Ahab's children		12010008	12010008	Normal		
Jehu, son of Nimshi		12010009	12010010	Normal		
Jehu, son of Nimshi		12010013	12010013	Normal		
relatives of Ahaziah, king of Judah		12010013	12010013	Normal		
Jehu, son of Nimshi		12010014	12010014	Normal		
Jehonadab, son of Rechab		12010015	12010015	Dialogue		
Jehu, son of Nimshi		12010015	12010016	Dialogue		
Jehu, son of Nimshi		12010018	12010020	Normal		
Jehu, son of Nimshi		12010022	12010025	Normal		
God		12010030	12010030	Normal		Y
Jehoiada the priest		12011005	12011008	Normal		
people at coronation of King Joash		12011012	12011012	Normal	shouting	
Athaliah, mother of Ahaziah (Queen)		12011014	12011014	Normal		
Jehoiada the priest		12011015	12011015	Normal		
Joash, king of Judah		12012004	12012005	Normal		
Joash, king of Judah		12012007	12012007	Normal		
Jehoash, king of Israel		12013014	12013014	Normal		
Elisha (old)		12013015	12013019	Normal		
God		12014006	12014006	Quotation		Y
Amaziah, king of Judah		12014008	12014008	Normal		
Jehoash, king of Israel		12014009	12014010	Normal		
God		12015012	12015012	Quotation		Y
Ahaz, king of Judah		12016007	12016007	Normal		
Ahaz, king of Judah		12016015	12016015	Normal		
God		12017012	12017012	Quotation		Y
God		12017013	12017013	Quotation	warning	Y
report to king of Assyria		12017026	12017026	Normal		
Shalmaneser, king of Assyria		12017027	12017027	Normal		
God		12017035	12017035	Quotation	commanding	Y
God		12017036	12017036	Quotation	commanding	Y
God		12017037	12017037	Quotation	commanding	Y
God		12017038	12017038	Quotation	commanding	Y
God		12017039	12017039	Quotation	commanding	Y
Hezekiah, king of Judah		12018014	12018014	Normal		
Rabshakeh		12018019	12018025	Normal		
Eliakim		12018026	12018026	Normal		
Rabshakeh		12018027	12018035	Normal		
Hezekiah, king of Judah		12018036	12018036	Normal		
Eliakim		12019003	12019004	Normal		
Isaiah		12019006	12019007	Normal		
person who informed Rabshakeh		12019009	12019009	Normal		
Rabshakeh		12019010	12019013	Normal		
Hezekiah, king of Judah		12019015	12019019	Normal		
Isaiah		12019020	12019034	Normal		
Isaiah		12020001	12020001	Normal		
Hezekiah, king of Judah		12020003	12020003	Normal		
God		12020005	12020006	Normal		Y
Isaiah		12020007	12020007	Normal		
Hezekiah, king of Judah		12020008	12020008	Normal		
Isaiah		12020009	12020009	Normal		
Hezekiah, king of Judah		12020010	12020010	Normal		
Hezekiah, king of Judah		12020014	12020014	Normal		
Isaiah		12020014	12020014	Normal		
Hezekiah, king of Judah		12020015	12020015	Normal		
Isaiah		12020015	12020018	Normal		
Hezekiah, king of Judah		12020019	12020019	Normal		
God		12021004	12021004	Quotation		Y
God		12021007	12021007	Quotation		Y
God		12021008	12021008	Quotation		Y
prophets (speaking the word of Yahweh)		12021011	12021011	Normal		
prophets (speaking the word of Yahweh)		12021012	12021012	Normal		
prophets (speaking the word of Yahweh)		12021013	12021013	Normal		
prophets (speaking the word of Yahweh)		12021014	12021014	Normal		
prophets (speaking the word of Yahweh)		12021015	12021015	Normal		
Josiah, king of Judah		12022004	12022007	Normal		
Hilkiah, high priest		12022008	12022008	Normal		
Shaphan, secretary		12022009	12022010	Normal		
Josiah, king of Judah		12022013	12022013	Normal		
Huldah, prophetess		12022015	12022020	Normal		
Josiah, king of Judah		12023017	12023017	Normal		
men of Bethel		12023017	12023017	Normal		
Josiah, king of Judah		12023018	12023018	Normal		
Josiah, king of Judah		12023021	12023021	Normal		
God		12023027	12023027	Normal		Y
Gedaliah, governor of Judah		12025024	12025024	Normal		
Jabez's mother		13004009	13004009	Normal		
Jabez		13004010	13004010	Normal		
Saul		13010004	13010004	Normal		
Israel, all		13011001	13011002	Normal		
Jebusites		13011005	13011005	Normal		
David		13011006	13011006	Normal		
David		13011017	13011017	Normal		
David		13011019	13011019	Normal		
David		13012017	13012017	Normal		
Amasai, chief of thirty		13012018	13012018	Normal		
Philistine rulers		13012019	13012019	Normal		
David		13013002	13013003	Normal		
David		13013012	13013012	Normal		
David		13014010	13014010	Normal		
God		13014010	13014010	Normal		Y
David		13014011	13014011	Normal		
God		13014014	13014015	Normal		Y
David		13015002	13015002	Normal		
David		13015012	13015013	Normal		
people, all the		13016036	13016036	Normal		
David		13017001	13017001	Normal		
Nathan		13017002	13017002	Normal		
God		13017004	13017014	Normal		Y
David		13017016	13017027	Normal		
David		13019002	13019002	Normal		
Ammonite nobles		13019003	13019003	Normal		
David		13019005	13019005	Normal		
Joab		13019012	13019013	Normal		
David		13021002	13021002	Normal		
Joab		13021003	13021003	Normal		
David		13021008	13021008	Normal		
God		13021010	13021010	Normal		Y
Gad the prophet, David's seer		13021011	13021012	Normal		
David		13021013	13021013	Normal		
God		13021015	13021015	Normal		Y
David		13021017	13021017	Normal		
David		13021022	13021022	Normal		
Araunah, the Jebusite		13021023	13021023	Normal		
David		13021024	13021024	Normal		
David		13022001	13022001	Normal		
David		13022005	13022005	Normal		
David		13022007	13022016	Normal		
David		13022018	13022019	Normal		
David		13023004	13023005	Normal		
David		13023025	13023026	Normal		
David		13028002	13028010	Normal		
David		13028019	13029005	Normal		
David		13029010	13029020	Normal		
God		14001007	14001007	Normal		Y
Solomon, king		14001008	14001010	Normal		
God		14001011	14001012	Normal		Y
Solomon, king		14002003	14002010	Normal	sent message	
Hiram, king of Tyre		14002011	14002016	Normal	sent letter	
singers, and relatives		14005013	14005013	Normal	singing	
Solomon, king		14006001	14006002	Normal		
Solomon, king		14006004	14006011	Normal		
Solomon, king		14006014	14006042	Normal		
Israel		14007003	14007003	Normal	worshiping God	
David		14007006	14007006	Quotation		
God		14007012	14007022	Normal		Y
Solomon, king		14008011	14008011	Normal		
queen of Sheba		14009005	14009008	Normal		
Jeroboam		14010004	14010004	Normal		
Rehoboam, king		14010005	14010006	Normal		
elders in Shechem		14010007	14010007	Normal		
Rehoboam, king		14010009	14010009	Normal		
young men (advisors of Rehoboam)		14010010	14010011	Normal		
Rehoboam, king		14010012	14010012	Quotation		
Rehoboam, king		14010014	14010014	Normal		
Israel, all	Jeroboam	14010016	14010016	Normal		
