lex,default
JXDJHW/,耶希底亞，《思》耶赫狄雅
JXDW/,耶哈多，《思》雅多
JXD[,結合；聯結
JXF/,家譜
JXJ>L/,耶歇，《思》耶希耳
JXJ>LJ/,耶希伊利，《思》耶希耳
JXJD/,只有一個
JXJH/,耶希亞，《思》耶希雅
JXJL/,等待，等候
JXL>L/,雅利，《思》雅赫肋耳
JXL>LJ/,雅利族，《思》雅赫肋耳家族
JXMJ/,雅買，《思》雅赫買
JXMWR/,羚羊
JXM[,交配
JXP/,赤腳
JXT/,雅哈，《思》雅哈特
JXY>L/,雅薛，《思》雅赫則耳，雅赫責耳
JXY>LJ/,雅薛族，《思》雅赫責耳家族
JXZJ>L/,雅哈悉，《思》雅哈齊耳
JXZJH/,雅哈謝，《思》雅赫則雅
JXZQ>L/,以西結，《思》耶赫次刻耳
JXZQJH/,希西家，《思》希則克雅
JXZRH/,雅希細拉，《思》雅赫則辣
JY<[,鋪開（作為牀）
JY>[,出去；出來；走開，離開，離去；出發，起程
JYB[,佔據位置
JYG[,放在，放置；安置
JYHRJ/,以斯哈族，以斯哈人，《思》依茲哈爾族，依茲哈爾的子孫
JYQH/,鑄造；熔化
JYQ[,流
JYR/,所形成的東西
JYR=/,所形成的東西
JYT[,點燃，放火燒
JYXQ/,以撒，《思》依撒格
JZ</,出汗，流汗
JZJH/,耶西雅，《思》依齊雅
JZJZ/,雅悉，《思》雅齊次
JZLJ>H/,伊斯利亞，《思》依次里雅
JZR<>L=/,耶斯列，《思》依次勒耳
JZR<>LJ/,耶斯列人，《思》依次勒耳人
JZRX/,伊斯拉人，《思》依次辣黑人
JZRXJH/,伊斯拉希，《思》依次辣希雅
K<S/,苦惱，惱恨；生氣，發怒
K<S[,苦惱，惱恨；生氣，發怒
K>B/,傷痛；創傷
K>B[,受傷；疼痛
KBC/,腳凳
KBCN/,冶煉爐；燒窰
KBC[,被制服；屈服
KBD/,重
KBD=/,重
KBD==/,重
KBDT/,沉重；困難
KBD[,重；重大；沉重
KBF/,羊羔
KBFH/,母羊羔
KBH[,熄滅
KBJR/,大能的；大有能力
KBL/,腳鐐；枷鎖
KBR/,迦巴魯河，《思》革巴爾河
KBR=/,迦巴魯河，《思》革巴爾河
KBS[,潔淨自己
KBWD/,尊榮，榮耀；權力；尊嚴
KBWDH/,卓越；華麗，華美
KBWL/,迦步勒，《思》加步耳
KBWN/,迦本，《思》加朋
KCJL/,斧子，斧頭
KCLWN/,失敗
KCL[,絆跌；跌倒；蹣跚
KCP/,巫術，邪術
KCP=/,巫師；行邪術的人；魔法師
KCP[,行巫術，行邪術
KCRWN/,成就；成功
KCR[,正確的；恰當的
KD/,瓶罐；水罐；酒壺
KDKD/,紅寶石
KDRL<MR/,基大老瑪，《思》革多爾老默爾
KFB/,羔羊，小羊
KFBH/,小母羊
KFD/,基薛，《思》革色得
KFDJ/,迦勒底人，《思》加色丁人
KFDJM/,迦勒底人，《思》加色丁人
KFH[,變得肥胖
KHH/,勇氣消失了
KHH=/,正在減弱
KHN/,祭司
KHNH/,祭司職任
KHN[,擔任祭司，當祭司
KJCWR/,紡錘，紡線車
KJD/,災難；毀滅；敗亡
KJDWD/,火花，火星
KJDWN/,標槍，槍，矛
KJDWR/,攻打；戰役
KJLJ/,惡棍；無賴；流氓
KJLP/,撬棍；鐵棒
KJMH/,昴星
KJR/,爐子
KJS/,袋，囊；皮包
KJWN/,迦温，《思》克汪
KJWR/,釜；鍋
KKR/,一個，一條
KL>/,監獄，牢獄
KL>B/,基利押，《思》基肋阿布
KL>JM/,兩種（東西）
KL>[,囚禁，拘禁；圍困；關
KLB/,狗
KLB=/,迦勒，《思》加肋布
KLBJ/,迦勒族的人，《思》加肋布族人
KLH/,兒媳，媳婦
KLH=/,完成，做完；結束，完畢；過去
KLH==/,軟弱；昏暗；失明
KLJ/,物品；器具；工具；器皿；兵器，武器，戰具；器物；袋子；傢俱
KLJH/,腎，腎臟
KLJL/,完美；完美地；完全地；全然；全部
KLJWN/,滅絕
KLKL/,甲各，《思》加耳苛耳
KLL/,基拉，《思》革拉耳
KLMD/,基抹，《思》瑪待
KLMH/,羞恥，羞辱，恥辱；侮辱，蒙羞
KLMWT/,羞恥，恥辱，凌辱
KLM[,羞恥，羞愧，蒙羞；受辱；慚愧
KLNH/,甲尼，《思》加耳乃，阿加得
KLWBJ/,基路拜，《思》革路拜
KMHM/,金罕，《思》基默罕
KMH[,渴望；渴想（某人）
KMN/,小茴香
KMR[,發熱；發燒
KMS[,儲存 > 記住
KMW,火；（上帝審判的）燃燒
KMWC/,基抹，《思》革摩士
KN<H/,載運的物品；包裹；行囊
KN<N/,迦南，《思》客納罕
KN<NH/,基拿拿，《思》革納阿納
KN<NJ/,迦南人，《思》客納罕人
KN<NJ=/,迦南人，《思》客納罕人
KN<[,謙卑自己
KNH/,根莖，樹幹
KNNJ/,基拿尼，《思》革納尼
KNNJH/,基拿尼雅，《思》革納黎雅
KNP/,翅膀，翼
KNRT/,基尼烈，《思》基乃勒特
KNS[,聚集；集合；收集
KNT/,同僚，同事；伙伴
KNWR/,小七弦琴；弦樂器
KP/,手掌，手
KP=/,岩石；磐石
KPC[,使畏縮；使彎腰屈膝
KPH/,棕樹枝
KPJRH/,基非拉，《思》革非辣
KPJS/,棟梁；椽木
KPL/,雙重；兩倍
KPL[,雙折
KPN/,飢餓；饑荒；挨餓
KPP[,俯伏；低頭
KPR==/,村莊，鄉村
KPRJM/,贖罪
KPRT/,約櫃的蓋，櫃蓋
KPR[,覆蓋；抹上，塗上
KPTRJ/,迦斐託人，《思》加非托爾人
KPTWR/,花萼
KPWR/,碗
KPWR=/,碗
KR/,公綿羊羔；小公羊
KR<JM/,腿骨
KR<[,突然倒下；癱坐
KR=/,歌珥
KR==/,公綿羊羔；小公羊
KR===/,公綿羊羔；小公羊
KRBL[,穿衣服
KRCN>/,甲示拿，《思》加爾舍納
KRF/,胃；肚腹
KRH/,筵席，宴席
KRJ/,迦利人，《思》加黎人
KRJT/,基立，《思》革黎特
KRJTWT/,離婚
KRKB/,邊緣；框子
KRKMJC/,迦基米施，《思》加革米士
KRKRH/,單峰駱駝；駱駝
KRKS/,甲迦，《思》加爾加斯
KRM/,葡萄園
KRM=/,葡萄園丁；修整葡萄園的人
KRMJ/,迦米，《思》加爾米
KRMJ=/,迦米，《思》加爾米
KRMJL/,朱紅線
KRML/,初熟的穀物；新收成的穀物
KRML=/,初熟的穀物；新收成的穀物
KRML==/,初熟的穀物；新收成的穀物
KRMLJ/,迦密人，《思》加爾默耳人
KRN/,基蘭，《思》革蘭
KRPS/,棉花
KRR[,跳舞
KRSM[,毀壞；踐踏；蹂躪
KRTJ/,基利提人，《思》革勒提人
KRT[,切；切斷；割下
KRWB/,基路伯；帶翅膀的活物
KRWB=/,基路伯；帶翅膀的活物
KS>=/,滿月；月圓
KSH[,覆蓋；被覆蓋
KSJLWT/,愚昧，愚蠢
KSL/,腰，腰部
KSL=/,腰，腰部
KSLH/,信心；倚靠
KSLT_TBR/,吉斯綠‧他泊，《思》基斯羅特大博爾
KSLW/,基斯流月
KSLWN/,基撒崙，《思》革撒隆
KSLWN=/,基斯倫，《思》基斯隆
KSLXJM/,迦斯路希人，《思》加斯路人
KSMT/,粗麥
KSM[,剪，修剪 （頭髮）
KSP/,銀，銀子；錢，銀錢
KSPJ>/,迦西斐雅，《思》加息非雅
KSP[,渴望，渴想；嚮往；渴求
KSS[,計算；估算
KST/,帶
KSWJ/,覆蓋物；罩子
KSWLT/,基蘇律，《思》革穌羅特
KSWT/,無罪的證明；證明無罪
KSX[,砍伐；斬，割
KTBT/,切口；紋身；疤痕
KTB[,寫下來；寫；刻寫；雕刻
KTC[,擊打，搗
KTJ/,基提，《思》基廷
KTJT/,被壓榨；被打
KTL/,牆，牆壁
KTLJC/,基提利，《思》基特里士
KTM/,黃金；精金
KTNT/,內袍
KTP/,肩膀，肩
KTR/,冠冕；王冠
KTRT/,柱頂
KTR[,等待
KTT[,粉碎，打碎，壓碎
KWB/,古伯，《現》故普，《思》利比亞
KWB</,頭盔
KWC/,古實，《思》雇士
KWC=/,古實，《思》雇士
KWCJ/,古實人，《思》雇士人
KWCN/,古珊，《思》雇商
KWCN_RC<TJM/,古珊‧利薩田，《思》雇商黎沙塔殷
KWCRH/,安全；繁榮
KWH/,被燒焦；感到炙熱
KWH[,被燒焦；感到炙熱
KWJH/,燒傷
KWKB/,星，星宿
KWL[,裝載；容納
KWMZ/,項鏈
KWN/,聖餅
KWN=/,站定，穩站；堅立，立定，堅定
KWN[,站定，穩站；堅立，立定，堅定
KWR/,冶煉爐；窯
KWS/,杯
KWS=/,杯
KWT/,古他，《思》雇特
KX/,力量，氣力，力氣；大能，大能大力；能力
KX=/,力量，氣力，力氣；大能，大能大力；能力
KXC/,枯瘦，消瘦
KXC=/,撒謊，說謊
KXC[,消瘦；憔悴
KXD[,隱瞞，隱藏
KXL[,粉飾；畫；塗
KZB/,虛假；謊言；欺騙
KZB>/,哥西巴，《思》苛則巴
KZBJ/,哥斯比，《思》苛次彼
KZB[,說謊，撒謊
KZJB/,基悉，《思》革齊布
L</,喉嚨
L<B[,譏誚，嘲笑
L<DH/,拉大，《思》拉阿達
L<DN/,拉但，《思》拉丹
L<G/,譏誚，嘲笑
L<G=/,傲慢人；輕蔑者；嘲笑者
L<NH/,茵蔯；苦艾
L<V[,讓人大口地吞吃
L<Z[,說陌生語言；說外語
L>H/,利亞，《思》肋阿
L>L/,拉伊勒，《思》拉耳
L>M/,民；族；國
L>MJM/,利烏米人，利烏米族，《思》肋烏明人
L>_<MJ/,羅‧阿米，意為「不是我的子民」，《思》羅阿米
L>_RXMH/,羅‧路哈瑪，意為「沒有憐憫」，《思》羅魯阿瑪
LB/,心
LB>WT/,利巴勿，《思》肋巴敖特
LBB/,心
LBC[,穿著；穿好衣服
LBH/,火焰
LBH=/,心；心思，心意；思想
LBN=[,變白
LBNH/,磚，磚塊
LBNH=/,乳香
LBNH==/,白楊樹
LBNH====/,立拿，《思》里貝納
LBNJ/,立尼，《思》里貝尼
LBNJ=/,立尼，《思》里貝尼
LBNWN/,黎巴嫩
LBV[,絆倒；毀滅
LBWC/,衣服，服裝；袍子
LC</,拉沙，《思》肋沙
LCD/,餅
LCKH/,房間；屋子；內室；殿堂
LCM/,紅鋯石；紫瑪瑙；紫玉
LCM=/,紅鋯石；紫瑪瑙；紫玉
LCWN/,舌頭
LD/,羅德，《思》羅得
LG/,羅革
LHB/,火焰
LHBH/,火焰
LHBJM/,利哈比人，《思》肋哈賓人
LHD/,拉哈，《思》拉哈得
LHG/,學習；讀書
LHM[,美味佳餚
LHQH/,一群，一班，一隊
LHV/,熊熊燃燒
LHV[,燃燒；出現火舌
LJC/,萊煞，《思》拉依士
LJC=/,萊煞，《思》拉依士
LJC==/,萊煞，《思》拉依士
LJH/,花圈；花環
LJL/,晚上，夜晚
LJLH/,晚上，夜晚
LJLJT/,灰林鴞；角鴞；貓頭鷹
LJY[,傲慢的人
LKD/,捕獲；俘獲
LKD[,抓；抓住；捕獲
LKH/,利迦，《思》肋加
LKJC/,拉吉，《思》拉基士，拉基市
LL>T/,鈕環
LMD/,學，學習
LMD[,學，學習
LMK/,拉麥，《思》拉默客
LMW>L/,利慕伊勒，《思》肋慕耳
LPJD/,火把；火炬
LPJDWT/,拉比多，《思》拉丕多特
LPT[,摸索
LQC/,晚造
LQQ[,舔
LQV/,落穗
LQV[,收集；拾（落穗）
LQWM/,拉共，《思》拉孔
LQX/,教導，教訓
LQXJ/,利克希，《思》里刻希
LTK/,半賀梅珥
LV/,悄悄地；輕輕的；私下裡
LV=/,岩薔薇；沒藥
LV>H/,蜥蜴
LVC[,錘擊；鍛造
LVWCJM/,利都是族，《思》肋突興人
LWBJ/,路比，路比人，《現》《思》利比亞，利比亞人
LWC[,揉，搓
LWD/,路德，《思》路得
LWDJM/,路低人，《思》路丁人
LWH=[,加入；聯合
LWH[,加入；聯合
LWJ/,利未，《思》肋未
LWJ=/,利未，《思》肋未
LWJH/,花環；華冠；榮冕
LWJTN/,巨鱷；巨型海怪
LWL/,旋螺形樓梯，螺旋梯
LWVN/,羅坍，《思》羅特
LWX/,木板；板
LWXC/,哈羅黑，《思》哈羅赫士
LWXJT/,魯希坡，《思》路希特
LX/,活力；男子氣概；生殖力
LX=/,新鮮，嫩
LXC/,竊竊私語；耳語
LXJ/,下巴；腮骨；臉頰
LXJ=/,下巴；腮骨；臉頰
LXJ_R>J/,庇耳‧拉海‧萊，《思》拉海洛依
LXK[,舔
LXM/,餅；食物
LXM=/,戰士；對抗，戰鬥
LXM=[,吃
LXMJ/,拉哈米，《思》拉赫米
LXMJ=/,拉哈米，《思》拉赫米
LXMS/,拉幔，《思》拉赫瑪斯
LXM[,吃
LXWM/,肉；腸子；內臟
LXY/,欺壓；折磨
LXY[,向（某物）擠壓；使自己挨著（某物）
LYWN/,嘲弄，嘲諷，嘲笑；輕蔑
LZWT/,故弄玄虛；欺騙；不誠實
M<BH/,模具
M<DJ/,瑪玳，《思》瑪阿待
M<DJH/,瑪底雅，《思》瑪阿狄雅
M<DN/,佳餚；美事
M<DR/,鋤頭
M<FH/,行為，作為
M<FJ/,瑪賽，《思》瑪賽
M<FR/,十分之一
M<GL/,腳印
M<GL=/,腳印
M<J=/,瑪艾，《思》瑪艾
M<JL/,長袍，外袍，斗篷
M<JN/,水泉，泉源
M<KTJ/,瑪迦人，《思》瑪阿加人
M<K[,擠壓；撫弄
M<L==/,舉起
M<LH/,姑珥坡，《思》古爾
M<LH=/,上；爬上；登上
M<LL/,作為，行為
M<MD/,官職；職能；職務
M<MSH/,沉重石頭
M<NH/,居所；窩；巢穴；住所
M<NH=/,回答；回應；回覆
M<NH==/,犂溝
M<NH===/,回答；回應；回覆
M<QH/,欄杆；矮牆
M<R/,空空的空間
M<RH/,洞
M<RH=/,空地
M<RH==/,洞
M<RH===/,洞
M<RK/,計劃
M<RKT/,一行；一層
M<RT/,瑪臘，《思》瑪阿辣特
M<RYH/,恐怖
M<V/,少，稀少，微小
M<VH/,衣服；披風
M<VH=/,衣服；披風
M<V[,變少；減少
M<WG/,烘烤的東西
M<WK/,瑪俄，《思》瑪敖客
M<WN/,居所；窩；巢穴；住所
M<WNJ/,米烏尼人，《思》瑪紅人
M<WNTJ/,憫挪太，《思》毛諾泰
M<WP/,昏暗，幽暗
M<WR/,裸體，赤裸
M<WZ/,堡壘；避難所
M<Y/,瑪斯，《思》瑪阿茲
M<YBH/,痛苦；折磨
M<YD/,斧子；扁斧；鑿子
M<YWR/,自我克制；約束
M<ZJH/,瑪西亞，《思》瑪阿齊雅
M>BWS/,穀倉，倉廩
M>H/,一百，百
M>H=/,一百，百
M>KL/,食物
M>KLT/,刀
M>KLT=/,食物
M>MY/,努力
M>N[,拒絕
M>PH/,烘烤的東西
M>PL/,黑暗
M>PLJH/,黑暗
M>RB/,埋伏的地方
M>RH/,詛咒，咒詛
M>R[,傷；刺
M>S=[,拒絕；推卻
M>S[,拒絕；推卻
M>WM/,殘疾；缺陷
M>WMH/,某物件；任何物件
M>WR/,光體
M>WRH/,洞
M>ZNJM/,天平；秤
MBDLH/,分別出來的；保留的
MBFM/,米比衫，《思》米貝散
MBLJGJT/,臉部扭曲
MBNH/,結構；建築；建築物
MBNJ/,米本乃，《思》息貝開
MBRX/,逃亡的人
MBV/,盼望；希望
MBV>/,冒失說話
MBVX/,信心；倚靠；安穩
MBW</,水泉
MBW>/,來，過來
MBWKH/,擾亂不安，驚慌失措
MBWL/,洪水
MBWQH/,空虛；荒涼
MBWSH/,踐踏；蹂躪
MBXR/,特選的；精良的；上選的
MBXR=/,特選的；精良的；上選的
MBXWR/,特選的；精良的；上選的
MC/,瑪施，《思》瑪士
MC<J/,清潔；擦（身）
MC<M/,米珊，《思》米商
MC<NH/,棍棒；權杖
MC<NT/,棍棒；權杖
MC<WL/,小徑；路；道
MC>/,債
MC>=/,米沙，《思》默沙
MC>B/,飲水的地方
MC>H/,貸款；債務
MC>L/,米沙勒，《思》米沙耳
MC>LH/,請求；要求
MC>RT/,揉麵盆
MC>WN/,欺騙
MCBR/,碎浪；海浪
MCBT/,結束；毀壞
MCBYWT/,固定；鑲嵌
MCC[,感覺，觸摸，摸索
MCGH/,錯誤；過失
MCH/,借貸
MCH=/,摩西，《思》梅瑟
MCJ/,精緻衣料，綾羅綢緞
MCJX/,受膏者
MCJZB>L/,米示薩別，《思》默舍匝貝耳
MCKB/,休息
MCKN/,居所；家
MCK[,高大的
MCL/,格言；神諭；箴言；俗語；比喻
MCL=/,相似物
MCL==/,相似物
MCL===/,格言；神諭；箴言；俗語；比喻
MCLM/,米書蘭，《思》默叔藍
MCLMJT/,米實利密，《思》默史肋米特
MCLMT/,米舒利密，《思》默叔肋默特
MCLMWT/,米實利末，《思》默史肋摩特
MCLXT/,解散；允許離開
MCL[,像；變得像
MCM<T/,臣民；服從者
MCMH/,荒涼
MCMN/,肥沃；豐富
MCMNH/,彌施瑪拿，《思》米舍曼納
MCMR/,監禁
MCMRT/,看守
MCNH/,兩倍，雙倍
MCPTJM/,羊圈；羊欄
MCPV/,案件，訴訟
MCPXH/,屬；種類；宗族；家族
MCPXT/,屬；種類；宗族；家族
MCQ/,繼承人
MCQ</,清水
MCQ=/,衝向
MCQD/,杏仁狀；杏花狀
MCQH/,飲品
MCQL/,重量
MCQLT/,鉛垂線，準繩
MCQWL/,稱重
MCQWP/,門梁
MCR<J/,密來人，《思》米市辣人
MCRH/,果汁
MCTH/,飲用
MCVR/,官員；工頭；監工
MCVWX/,晾曬地
MCWBB/,米所巴，《思》默芍巴布
MCWBH/,叛逃；變節；倒退
MCWGH/,錯誤
MCWV/,槳
MCXJT/,毀滅；毀壞
MCXR/,破曉
MCXT/,毀滅的武器
MCX[,塗，抹；擦；刷；膏抹
MD/,衣服，服裝；束腰外衣；盔甲
MD</,知識；學問
MD<=/,知識；學問
MDBR/,大草原；沙漠；曠野
MDBR=/,大草原；沙漠；曠野
MDCH/,被打的禾稼
MDD[,測量；量度
MDHBH/,大膽；傲慢無禮
MDJ/,瑪代，《思》瑪待
MDJ=/,瑪代，《思》瑪待
MDJN==/,密丁，《思》米丁
MDJNH/,區；省
MDJNJ/,米甸人，《思》米德楊人，米德揚人
MDKH/,臼，研缽
MDMN/,瑪得緬，《思》瑪德門
MDMNH==/,麥瑪拿，《思》瑪德瑪納
MDMNH===/,麥瑪拿，《思》瑪德瑪納
MDQRH/,刺入；刺穿
MDRC/,故事；事跡；評傳
MDRGH/,懸崖
MDRK/,腳掌可踏之處，立足的地
MDW/,衣服，服裝；束腰外衣；盔甲
MDW<,為甚麼？為了甚麼目的？
MDWH/,疾病
MDWRH/,一堆，一疊
MDXH/,推，猛推；趕逐
MDXPH/,迅速，趕緊
MF>==/,偏袒；看情面；偏私
MF>H/,（烟氣）上騰
MF>T/,承擔；經受
MFGB/,堡壘；避難所
MFKJL/,訓誨詩
MFKJT/,石像
MFKRT/,工資；報償
MFPX/,痂；疤
MFRH/,主宰
MFRPWT_MJM/,米斯利弗‧瑪音，《思》米斯勒佛特瑪殷
MFRQH/,瑪士利加，《思》瑪斯勒卡
MFRT/,盤
MFVMH/,怨恨；仇恨
MFWF/,喜悅；歡喜；高興
MFWKH/,荊棘的籬笆
MFWR/,鋸子
MFWRH/,（液體的）度量單位
MFXQ/,嘲笑；充滿信心地面對
MG<RT/,斥責；責備
MGB<H/,帽子；頭巾
MGBJC/,末必，《思》瑪革彼士
MGBLT/,交織在一起；編織的
MGD/,上好的，佳美的
MGDJ>L/,瑪基疊，《思》瑪革狄耳
MGDL/,塔；城樓
MGDL=/,塔
MGDL_<DR/,以得台，《現》以得塔，《思》米革達耳厄德爾
MGDL_>L/,密大‧伊勒，《思》米革達肋耳
MGDL_GD/,麥大‧迦得，《思》米革達耳加得
MGDNWT/,貴重的物品；上好的東西
MGDW/,米吉多，《思》默基多
MGDWL/,塔
MGL/,鐮刀
MGN/,盾牌
MGN=/,盾牌
MGNH/,覆蓋物
MGN[,給予
MGPH/,打擊 ；瘟疫；擊殺
MGPJ<C/,抹比押，《思》瑪革丕阿士
MGRC/,郊外；牧場
MGRH/,石刨；石銼
MGRPH/,土塊
MGRWN/,米磯崙，《思》米革龍
MGWG/,瑪各，《思》瑪哥格
MGWRH=/,穀倉；糧倉
MGZRH/,斧頭
MH,甚麼，怎樣
MHH[,等候；徘徊；耽擱；磨蹭
MHJR/,迅速
MHJVB>L/,米希她别，《思》默塔貝耳
MHLL/,稱讚
MHLL>L/,瑪勒列，《思》瑪拉肋耳
MHL[,混合
MHPKH/,傾覆；毀滅
MHPKT/,枷鎖
MHR/,聘禮
MHRH/,迅速行動；趕快進行
MHRJ/,瑪哈萊，《思》瑪哈賴
MHR_CLL_XC_BZ/,瑪黑珥‧沙拉勒‧哈施‧罷斯，《思》瑪赫爾沙拉耳哈市巴次
MHWMH/,心煩意亂；不安；騷動；震動
MHWMN/,米戶幔，《思》默胡曼
MJ,誰?
MJC</,米沙，《思》瑪勒沙
MJC<=/,米沙，《思》默沙
MJC>/,米沙，《思》默沙
MJC>L/,米沙利，《思》米沙耳
MJCK/,米煞，《思》默沙客
MJCWR/,平原；高原；臺地
MJDB>/,米底巴，《思》默德巴
MJDD/,米達，《思》默達得
MJK>/,米迦，《思》米加
MJK>L/,米迦勒，《思》米加耳
MJKH/,米迦，《思》米加
MJKJH/,米該亞，《思》米加
MJKJHW/,米迦，《思》米加
MJKJHW=/,米該亞，《現》瑪迦，《思》瑪阿加
MJKL/,米甲，《思》米加耳
MJKL=/,誰?
MJM/,水
MJMN/,米雅民，《思》米雅明
MJN/,種類；物種
MJNQT/,吸，吮，啜
MJP<T/,米法押，《思》默法阿特
MJTR/,繩子；繩索
MJVB/,最好的
MJY/,擠壓
MJ_ZHB/,米‧薩合，《思》默匝哈布
MKBNJ/,末巴奈，《思》瑪革邦乃
MKBR/,網格；格子
MKBR=/,網格；格子
MKCLH/,廢墟
MKCWL/,絆腳石；障礙物
MKH/,擊打；鞭傷；傷口
MKJ/,瑪基，《思》瑪基
MKJR/,瑪吉，《思》瑪基爾
MKJRJ/,瑪吉族，《思》瑪基爾家族
MKK[,陷入；下凹；塌下
MKLL/,完美
MKLT/,食物
MKLWL/,穿著完美
MKMR/,網
MKMRT/,投網
MKMS/,密抹，《思》米革瑪斯
MKMTT/,密米他，《思》米革默塔特
MKNDBJ/,瑪拿底拜，《思》瑪革納德拜
MKNH/,米哥拿，《思》默苛納
MKNS/,短褲；貼身長褲
MKPLH/,麥比拉，《思》瑪革培拉
MKR/,貨品；商品
MKR=/,熟人
MKRH/,刀劍
MKRH=/,鹽坑；鹽堆
MKRJ/,米基立，《思》米革黎
MKRTJ/,米基拉人，《思》默革辣人
MKR[,賣
MKS/,份額；比例
MKSH/,蓋
MKSH=/,蓋；篷
MKSH==/,份額；比例
MKTB/,寫
MKTC/,臼；研鉢
MKTH/,碎片
MKTM/,金詩
MKWH/,燒傷處
MKWN/,地方；場所；基地
MKWNH/,地方；場所；基地
MKWRH/,故鄉；原籍地
ML>/,滿了，充滿
ML>=/,群
ML>H/,全部產品
ML>H=/,鑲座
ML>JM/,（寶石的）鑲嵌底座
ML>K/,使者；天使
ML>KH/,工；任務；工程；服務
ML>KJ/,瑪拉基，《思》瑪拉基亞
ML>KWT/,信息
ML>T/,（寶石的）鑲嵌底座
MLBN/,磚模；磚窯
MLBWC/,衣服；袍子
MLH/,話；話語
MLJLH/,穀穗
MLJYH/,嘲諷；奚落
MLK/,王；統治者
MLK=/,摩洛，《思》摩肋客
MLK==/,王；統治者
MLKDT/,羅網，陷阱，羈絆
MLKH/,女王
MLKH=/,密迦，《思》米耳加
MLKJ>L/,瑪結，《思》瑪耳基耳
MLKJ>LJ/,瑪結族，《思》瑪耳基耳宗族
MLKJRM/,瑪基蘭，《思》瑪爾基蘭
MLKJ_YDQ/,麥基洗德，《思》默基瑟德
MLKT/,天后，女神天后
MLKT=/,哈摩利吉，《思》摩肋革特
MLKWT/,王權；王國；統治
MLLJ/,米拉萊，《思》米拉來
MLL[,枯萎；凋謝
MLMD/,趕牛的棍子，趕牛的刺棒
MLQWC/,末後的雨；春雨
MLQ[,掐斷；扭斷
MLTXH/,衣櫃
MLV/,灰浆，灰泥
MLVJH/,米拉提，《思》默拉提雅
MLV[,逃離；逃脫
MLW>/,米羅；《現》窪地
MLWKH/,王位，王權；王國
MLWN/,營地；住宿的地方
MLWNH/,小屋；庇護所
MLWTJ/,瑪羅提，《思》瑪羅提
MLWX/,鹹草；鹽草；錦葵
MLX/,鹽
MLX=/,水手
MLX==/,鹽
MLXH/,鹽地；鹽質沙漠
MLXMH/,戰爭；戰役
MLYR/,守衛；管理者；服務人員
MLY[,令人愉快的
MMCL/,統治；管轄；主宰
MMCLH/,統治；管轄；主宰
MMCLT/,統治；管轄；主宰
MMCQ/,佔有；控制
MMCX/,膏抹
MMD/,尺寸；大小
MMGRH/,穀倉 ；倉廩
MMKR/,出售；賣
MMKRT/,出售；賣
MMLKH/,王權；王國
MMLKT/,王權；王國
MMLKWT/,王權；王國
MMR/,苦楚，愁苦
MMR>/,幔利，《思》瑪默勒
MMR>=/,幔利，《思》瑪默勒
MMSK/,調和的酒，調味酒
MMWKN/,米慕干，《思》默慕干
MMZR/,私生子
MN/,嗎哪
MN<L/,栓，閂
MN<WL/,栓，閂
MN<[,扣留；拒絕；留下不給；保留
MN=,嗎哪
MN=/,弦；弦樂器
MN==/,弦；弦樂器
MNCH/,瑪拿西，《思》默納協
MNCJ/,瑪拿西人，《思》默納協人
MNGJNH/,嘲諷的歌
MNH/,數算；數
MNH=/,彌那
MNH==/,一次；一例
MNHG/,駕駛
MNHRH/,中空的地方；洞，穴
MNH[,數算；數
MNJ/,命運之神；《現》米尼；《思》默尼
MNJ=/,米尼，《思》明尼
MNJMJN/,珉雅珉，《思》本雅明
MNJT/,米匿，《思》米尼特
MNQJT/,奠酒的容器
MNT/,部分；份額
MNWD/,搖頭＞笑柄
MNWN/,繼承人
MNWR/,織布機的軸
MNWRH/,燈台
MNWS/,逃走；逃避
MNWSH/,逃走；逃避
MNWX/,休息；心靈平靜
MNWXH/,休息；心靈平靜
MNXH/,禮物；貢物
MNXM/,米拿現，《思》默納恒
MP/,挪弗，《現》孟斐斯，《思》諾夫
MP<L/,作為
MPF<H/,臀部
MPG</,箭靶，目標
MPJBCT/,米非波設，《思》默黎巴耳
MPJM/,母平，《思》慕平
MPJY/,棍棒；大槌，大錘
MPL/,廢棄物；穀殼；垃圾
MPLF/,展開，鋪開，鋪張
MPLGH/,分組；分隊；班次
MPLH/,毀壞
MPLT/,動物屍體；死屍
MPLV/,避難所；遮蔽物
MPLYT/,可憎的偶像
MPQD/,數人數；點閱
MPRF/,帆
MPRQT/,頸椎骨
MPRY/,港口；碼頭
MPTN/,門檻
MPTX/,鑰匙
MPTX=/,所說的話
MPX/,風箱
MPX=/,氣絕身亡
MPY/,爭戰的斧子；棒槌
MPY=/,爭戰的斧子；棒槌
MQ/,腐爛的東西，腐爛，腐朽
MQCH/,錘出來的物品；打造的物品
MQCH=/,錘出來的物品；打造的物品
MQCH==/,精心打扮的頭髮
MQDC/,最聖潔的部分，分別為聖的
MQDH/,瑪基大，《思》瑪刻達
MQHL/,聚會，集會
MQHLT/,瑪吉希錄，《思》瑪刻黑羅特
MQL/,樹枝
MQL<T/,雕刻的圖案；雕工
MQLV/,避難所；庇護所
MQLWT/,米基羅，《思》米刻羅特
MQNH/,所有物；財產
MQNH=/,買
MQNJHW/,彌克尼雅，《思》米刻乃雅
MQQ[,腐爛；潰爛
MQR>/,聚會，集會
MQRH/,偶然的遭遇，巧合
