lex,default
QDRWT/,obscurité
QDWC/,saint
QDWMJM/,"antiques, antiquité"
QDXT/,fièvre
QDX[,allumer
QFJVH/,pièce d'argent
QFQFT/,écailles des poissons
QFWH/,cruche
QHH[,être émoussé
QHLT/,Qohéleth
QHLTH/,Qehélata
QHL[,assembler
QHT/,Qehath
QHTJ/,Qehatite
QJ>[,vomir
QJC/,Qish
QJCJ/,Qichi
QJCWN/,Qichôn
QJM/,adversaire
QJMH/,action de lever
QJNJ/,Qénien
QJNN/,Qénân
QJQJWN/,ricin
QJQLWN/,déshonneur
QJR/,"mur, paroi, clôture"
QJR=/,"mur, paroi, clôture"
QJRS/,Qéros
QJVWR/,(puante) fumée
QJY/,été
QJYWN/,à l'extrémité
QJY[,été
QL/,léger
QL</,fronde
QL<=/,porteurs de fronde
QL<==/,fronde
QL<[,tirer une pierre  avec une fronde
QLCWN/,fourche
QLH[,brûler
QLJ/,grain séché
QLJH/,Qélaya
QLJV>/,Qelita
QLL/,poli
QLLH/,maudire
QLL[,léger
QLQL/,vil
QLS/,mépris
QLSH/,objet de mépris
QLV[,être atrophié
QLWN/,honte
QLXT/,marmite
QMH/,grain encore debout
QML[,se faner
QMV[,saisir
QMW>L/,Qemouel
QMWF/,ronce
QMWN/,Qamôn
QMX/,farine
QMY/,poignée
QMY[,prendre (une poignée de quelque chose)
QN/,nid
QN>/,jaloux
QN>H/,zèle
QNH/,roseau
QNH=/,acquérir
QNH=[,acquérir
QNH[,acquérir
QNJN/,possessions
QNMWN/,cannelle
QNN[,nicher
QNT/,Qenath
QNW>/,jaloux
QNY/,"piège, filet, collet"
QNZ/,Qenaz
QNZJ/,Qenizzite
QPD/,enrouler (une pièce de vêtement)
QPDH/,"horreur, terreur"
QPD[,enrouler (une pièce de vêtement)
QPWZ/,hibou
QPY[,fermer
QR/,froid
QR<[,couper
QR=/,frais
QR>[,crier
QRB/,entrailles
QRB=/,s'approcher
QRB==/,combat
QRBH/,s'approcher (de Dieu)
QRB[,s'approcher
QRC/,cadre
QRDM/,herminette
QRH/,se produire
QRH=/,éjection nocturne
QRH[,se produire
QRJ/,contradiction
QRJ>/,appelé
QRJ>H/,message
QRJH/,ville
QRJT/,Qiriath-Yéarim
QRJTJM/,Qiryataïm
QRJT_>RB</,Qiriath-Arba
QRJT_B<L/,Qiriath-Baal
QRJT_J<RJM/,Qiriath-Yéarim
QRJT_XYWT/,Qiriath-Houtsoth
QRJWT/,Qeriyoth
QRM[,"couvrir, s'étendre dans le temps"
QRN[,"briller, rayonner"
QRN_HPWK/,Qérèn-Happouk
QRQ</,sol
QRQ<=/,sol
QRQR=/,Karkor
QRS/,crochet
QRSL/,cheville
QRT/,ville
QRTH/,Qarta
QRTN/,Qartân
QRWB/,proche
QRX/,temps froid
QRX=/,chauve
QRX==/,Qorah
QRX===/,Qaréah
QRXH/,tonsure
QRXJ/,Qoréite
QRXT/,endroit chauve
QRX[,tonsure
QRY/,taon
QSM/,divination
QSS[,"couper, abattre, rendre écailleux (raisins pour le vin)"
QST/,écritoire
QVB/,épidémie
QVL/,tuer
QVN/,"rendre petit, réduire"
QVN==/,"petit doigt, auriculaire"
QVP[,"cueillir, arracher"
QVR/,parfum
QVRT/,fumet (en brûlant des sacrifices d'animaux)
QVRWN/,Qitrôn
QVT/,Qattath
QVWRH/,fumée (de l'encens brûlé en sacrifice à Dieu)
QVWRH=/,Qetoura
QW/,se lever
QW</,Qoa
QW>/,vomir
QWB</,casque
QWCJHW/,Qouchaya
QWC[,tendre un piège
QWH=[,"espérer, attendre, rechercher"
QWH[,"espérer, attendre, rechercher"
QWLJH/,Qolaya
QWMH/,"hauteur, stature"
QWMMJWT/,droit
QWM[,se lever
QWP/,babouin
QWR>/,perdrix bartavelle
QWRH/,poutre
QWY/,épine
QWY[,être dégoûté
QY/,fin
QY<[,retirer
QYB/,forme
QYH/,bord
QYH[,couper
QYJN/,chef
QYJR/,moisson
QYJR=/,moisson
QYP/,colère
QYP=/,colère
QYPH/,éclater
QYP[,être fâché
QYR/,être découragé
QYR=/,[Glosses - fr]
QYT/,fin
QYW/,fin
QYX/,fleur de noix de muscade (cumin noir)
QYY[,couper
R<<[,agir méchamment
R<===/,mauvais
R<B/,faim
R<B=/,avoir faim
R<BWN/,famine
R<B[,avoir faim
R<C/,être abondant
R<C[,être abondant
R<H/,pâturer
R<H=/,ami
R<H==/,Compagnon (femme)
R<H=[,pâturer
R<J/,pré
R<J=/,Réï
R<JH/,(mon) ami(e)
R<L/,tituber
R<LH/,voile
R<LJH/,Reélaya
R<M/,"tumulte, tonnerre"
R<MJH/,Raamia
R<MSS/,Ramsès
R<P[,[Glosses - fr]
R<W/,Reou
R<W>L/,Réouel
R<WT/,poursuivre
R<WT=/,poursuivre
R<Y[,[Glosses - fr]
R>C/,tête
R>C=/,tête
R>C==/,tête
R>CH/,premier
R>CH=/,principale (pierre)
R>CJT/,commencement
R>CWN/,premier
R>H/,voyant
R>H=/,voir
R>H==/,voyant
R>H[,voir
R>J/,vue
R>J=/,miroir
R>JH/,Reaya
R>M/,bœuf sauvage
R>WBN/,Ruben
R>WBNJ/,Rubénite
R>WMH/,Reouma
RB/,grand
RB</,quatrième génération de descendants
RB<=/,le quart
RB<==/,le quart
RB<===/,le quart
RB<====/,le quart
RB<=[,coucher
RB==/,grand
RB===/,grand
RBBH/,dix mille
RBD[,"couvrir, orner un lit"
RBH/,Rabba
RBJ<J/,quatrième
RBJBJM/,pluie
RBJD/,collier
RBJT/,Rabbith
RBK[,mélanger
RBLH/,Ribla
RBQH/,Rébecca
RBY/,lieu de repos
RBY[,s'allonger (animaux)
RB_CQH/,grand
RC</,"méchant, mauvais"
RC<=/,méfaits
RC<H/,méfaits
RC<[,être coupable
RCC[,briser
RCJWN/,permission
RCP/,flamme
RCP=/,flamme
RCT/,filet
RDD[,superposer
RDH=[,gouverner
RDH[,gouverner
RDJ/,Raddaï
RDJD/,voile
RDM[,s'allonger dans un sommeil profond
RDP[,suivre
RG</,moment
RG<=/,calme
RG<[,pour un instant
RGB/,motte
RGL/,pied
RGLJ/,fantassin
RGLJM/,Roguelim
RGL[,enseigner la marche
RGM/,Réguém
RGMH/,foule
RGM[,lapider
RGM_MLK/,Réguem-Mélek
RGZ/,"tourment, agitation"
RGZ=/,cœur tremblant
RGZH/,agitation
RGZ[,trembler
RHB/,fier
RHB==/,fier
RHJV/,faisceau
RJ/,humidité
RJB/,"dispute, querelle, conflit, argument"
RJBH/,"dispute, querelle, conflit, argument"
RJBJ/,Ribaï
RJB[,se quereller
RJC/,pauvreté
RJQ/,vide
RJQ=/,vide
RJQM,mains vides
RJQ[,laisser insatisfait
RJR/,salive
RJR[,"faire couler, s'écouler"
RJX/,"odeur, parfum"
RK/,timide
RK=/,gentillesse
RKB/,meule du dessus
RKB=/,conducteur de char
RKB==/,Rékab
RKBH/,équitation
RKB[,conduire
RKC/,cheval
RKC[,acquérir
RKJL/,calomniateur
RKK[,ramollir
RKL/,Rakal
RKLH/,commerce
RKS/,terrain accidenté
RKS=/,"tramer, concevoir, manigancer"
RKS[,attacher
RKWB/,char
RKWC/,propriété
RM/,Ram
RMF/,(rampants) animaux
RMF[,ramper
RMH/,ver
RMH=/,jeter
RMH==/,jeter
RMH=[,jeter
RMH[,jeter
RMJH/,paresseux
RMJH=/,paresseux
RMJH==/,Ramia
RMLJHW/,Remaliahou
RMS[,"fouler, piétiner"
RMT/,Rémeth
RMT=/,Rémeth
RMTJ/,de Rama
RMWN/,grenadier
RMWN=/,Rimmono
RMWN_PRY/,Rimmôn-Pérets
RMWT/,déchets
RMX/,lance
RN/,cri
RNH/,pleurer
RNH=/,pleurer
RP>/,Rapha
RP>JM=/,Rapha
RP>JM==/,Rapha
RP>L/,Rephaël
RP>WT/,guérison
RP>[,guérir
RPC/,boue
RPD[,rafraîchir
RPH/,faible
RPH=/,laisser seul
RPH==/,laisser seul
RPH[,laisser seul
RPJDH/,"lit de repos, impériale de la litière, appui, support"
RPJDJM/,Rephidim
RPJH/,Rephaya
RPJWN/,découragement
RPQ[,"se pencher, s'appuyer"
RPT/,parcs à bête
RPW>/,Raphou
RPX/,Répha
RQ/,salive
RQ</,"aminci, réduit en lames"
RQ<[,tamponner
RQB/,pourriture
RQBWN/,pourriture
RQD[,danser
RQH/,tempe
RQJ</,firmament
RQJQ/,mince gâteau
RQM/,Réqem
RQM=/,Réqem
RQMH/,"étoffe brodée, broderie"
RQM[,brodeur
RQQ[,cracher
RQT/,Raqqath
RQWN/,Raqqôn
RQX/,mélanger
RQX==/,parfumeur
RQX===/,épicé
RSH/,Rissa
RSJS/,humide
RSJS=/,humide
RSS[,humidifier
RTMH/,Ritma
RTQ[,mettre aux fers
RTT/,tremblement
RTWQ/,chaîne
RVB/,frais
RVC[,mettre en pièces
RVPC[,frais
RVV/,trembler > être stupéfait
RW<[,crier
RWC[,souffrir de manque
RWD[,être agité
RWH/,humide
RWJH/,abondance
RWMH=/,Rouma
RWMM/,"louange, exaltation (de Dieu)"
RWT/,Ruth
RWX/,esprit
RWX=/,secours
RWXH/,[Glosses - fr]
RWY[,courir
RXB/,large
RXB<M/,Roboam
RXB=/,largeur
RXB==/,place ouverte
RXB===/,large
RXB====/,place ouverte
RXB=====/,place ouverte
RXB======/,large/vaste place
RXBWT/,Rehoboth
RXB[,être grand
RXC[,avoir plein de pensées
RXJM/,broyeur à main
RXM=/,Percnoptère (d'Egypte)
RXM==/,"amour, compassion"
RXMH/,des femmes
RXMH=/,des femmes
RXMH==/,des femmes
RXMNJ/,compatissant
RXM[,aimer
RXP[,trembler
RXQ/,être loin (de quelqu'un)
RXQ[,être loin
RXT/,pelle à vanner
RXWM/,compatissant
RXWM=/,Rehoum
RXWQ/,loin (en temps)
RXY/,cuvette
RXYH/,laver
RXY[,"prendre un bain, baigner, laver"
RY/,morceau
RY<[,percer
RY>[,courir
RYD[,regarder avec envie
RYH=[,rembourser
RYH[,rembourser
RYJ>/,Ritsia
RYJN/,Retsîn
RYP/,charbons ardents
RYP=/,charbons ardents
RYPH/,"charbon actif, vif, incondescent"
RYPH==/,"charbon actif, vif, incondescent"
RYWN/,acceptation
RYX/,assassiner
RYX[,commettre un meurtre
RYY[,casser
RZH/,pauvre (sol)
RZJ/,gaspiller
RZM[,les yeux (d'une personne) s'illuminent
RZN[,diregeant
S<D[,renforcer
S<H[,se déchaîner
S<JP/,fente (dans la roche)
S<JP=/,fente (dans la roche)
S<P/,double pensée
S<PH/,"rameau, branche"
S>H/,séa
S>N[,piétiner
S>WN/,botte
SB>/,alcool
SB>==/,Seva
SB>[,alcool
SBB[,tourner
SBH/,tournure
SBK/,fourré
SBKJ/,Sibbekaï
SBL/,porteur
SBL=/,corvée
SBL==/,fardeau > oppression
SBLT/,épi ou grain
SBLWT/,"fardeau > corvée, travail forcé"
SBL[,porter
SBRJM/,Sivraïm
SBT>/,Savta
SBTK>/,Savteka
SD/,entraves
SDJN/,tunique
SDM/,Sodome
SDR/,ordre
SGLH/,"bien précieux, peuple choisi"
SGN/,préfet
SGR[,fermer
SGWR/,cage thoracique
SGWR=/,cage thoracique
SHR/,prison
SHR=/,rondeur
SJG/,crasse
SJN/,désert de Sîn
SJN=/,désert de Sîn
SJNJ/,Sinite
SJNJ=/,Sinaï
SJNJM/,Sinim
SJSR>/,Sisera
SJWN/,Sivân
SJXWN/,Sihôn
SK/,cabane
SK=/,foule
SKH/,"abri, cabane, hutte"
SKJ/,Soukkiyens
SKKH/,Sekaka
SKL/,fou
SKL=/,délire
SKLWT/,folie
SKL[,agir de manière insensée
SKN[,être bénéfique
SKR=[,être fermé
SKR[,être fermé
SKT[,garder le silence
SKWT/,Soukkot
SKWT=/,Sikkouth
SKWT_BNWT/,Soukkoth-Benoth
SL/,corbeille
SL</,rocher
SL<=/,rocher
SL<M/,sauterelle
SL>/,Silla
SLD/,Sèled
SLH,sela
SLJXH/,pardon
SLKH/,Salka
SLLH/,rampe d'attaque
SLL[,jeter
SLM/,échelle
SLP/,perversité
SLP[,subvertir
SLSLH/,rameau
SLT/,fine farine
SLWN/,épine
SLX/,prêt à pardonner
SLX[,pardonner
SM/,épices parfumées
SMDR/,fleur de vigne
SMGR_NBW/,Samgar-Nebou
SMKJHW/,Semakya
SMK[,poser (la main sur)
SML/,image
SMN[,placer
SMR/,[Glosses - fr]
SNBLV/,Sânballat
SNH/,buisson
SNPJR/,nageoire
SNSNH/,Sânsanna
SNSNH=/,Sânsanna
SNW>H/,Ha-Senoua
SNWRJM/,aveuglement
SNXRJB/,Sennakérib
SP/,bol
SP=/,bol
SP==/,bol
SPD[,"pleurer quelqu'un, s'endeuiller"
SPH[,[Glosses - fr]
SPJ/,Sippaï
SPJNH/,navire
SPJR/,saphir
SPJX/,torrent
SPJX=/,torrent
SPL/,bol
SPN/,plafond
SPN[,recouvrir
SPP[,se tenir sur le seuil
SPRD/,Sefarad
SPRH/,nombre
SPRT/,Sofèreth
SPRWJ/,Sefarwites
SPRWJM=/,Sefarwaïm
SPXT/,éruption cutanée
SQL[,"cribler, bombarder de pierres"
SR/,têtu
SR<PH/,rameau
SRB/,épine
SRD/,Sèred
SRDJ/,Sardite
SRGWN/,Sargon
SRH/,cessation
SRH=/,cessation
SRJS/,eunuque
SRN/,essieu
SRN=/,essieu
SRPD/,ortie
SRP[,brûler
SRR[,être rebelle
SRX/,surplombant
SS/,mite
SSMJ/,Sismaï
STRJ/,Sitri
STR[,être caché
STW/,saison pluvieuse
STWR/,Setour
SW>/,So
SWD/,conseil
SWDJ/,Sodi
SWGR/,cage
SWG[,reculer
SWK=[,s'oindre (d'huile)
SWK[,s'oindre (d'huile)
SWP/,roseau
SWP==/,roseau
SWPH/,orage
SWPH=/,orage
SWS/,cheval
SWSH/,jument
SWSJ/,Sousi
SWT/,habillement
SWVJ/,Sotaï
SWX/,Souah
SWXH/,déchets
SXB[,traîner
SXH[,balayer
SXJ/,balayures
SXP[,endommager
SXR/,gain
SXRH/,défense
SXRH=/,marchandise
SXRT/,pierre
SXR[,se déplacer livrement > commercer
T<<[,se moquer
T<B[,détester
T<H[,errer
T<LH/,canal
T<LH=/,canal
T<LMH/,secret
T<NJT/,s'humilier en jeûnant
T<NK/,Taanak
T<NWG/,confort
T<R/,rasoir
T<WDH/,message écrit
T>/,salle
T>BH/,aspiration
T>CWR/,cyprès
T>H[,délimiter
T>LH/,malédiction
T>M[,porter des jumeaux
T>NH/,figuier
T>NJH/,deuil
T>NT_CLH/,Taanath-Silo
T>R/,silhouette
T>R</,Taréa
T>R[,faire un tournant
T>W/,oryx
T>WH/,envie
TB<RH/,Tabeéra
TBH/,panier
TBH=/,panier
TBL/,terre
TBL=/,perversion
TBL==/,Toubal
TBLJT/,s'épuiser
TBLL/,défaut
TBN/,paille
TBNJ/,Tivni
TBNJT/,construction
TBW>H/,rendement
TBWNH/,compréhension
TBWR/,Tabor
TBWSH/,chute
TBY/,Tébets
TC</,neuf
TC>H/,cri
TCBJ/,"Tishbite, de Tishbé"
TCBY/,tunique brodée
TCJ<J/,neuvième
TCW<H/,salut
TCWBH/,retourner
TCWQH/,désir
TCWRH/,don
TD<L/,Tidéal
TDHR/,laurier
TDMR/,Tadmor
TFWMT/,dépôt
TGLT_PL>SR/,Tiglath-Piléser
TGMWL/,actions
TGRH/,coup
THLH/,louange
THPKWT/,être tortueux dans son comportement
THW/,"vide, désolation, chaos"
THWM/,océan
TJC/,bouc
TJM>/,Téma
TJMNJ/,Témanite
TJMNJ=/,Témeni
TJMRH/,colonne
TJRJ>/,Tirya
TJRS/,Tiras
TJRWC/,moût
TJYJ/,Titsite
TK/,tromperie
TKH[,suivre les traces de (quelqu'un)
TKLH/,perfection
TKLJT/,limite
TKLT/,pourpre rouge
TKN/,nombre
TKN=/,nombre
TKNJT/,"plan, structure, modèle"
TKRJK/,robe
TL/,monticule
TL<[,être vêtu d'écarlate
TL>FR/,Telassar
TL>H/,bouleversant
TL>[,pendre
TLBCT/,vêtement
TLH[,accroché
TLJ/,carquois
TLM/,sillon
TLMJ/,Talmaï
TLMJD/,élève
TLNWT/,"murmurer, se plaindre, maugréer"
TLTL/,bouclé (cheveux)
TLX/,Tèlah
TL_>BJB/,Tel-Aviv
TL_MLX/,Tel-Mèlah
TL_XRC>/,Tel-Harsha
TM/,joint
TM=/,intégrité
TMH/,intégrité
TMHWN/,être étonné
TMH[,être étonné
TMJD/,constamment
TMJM/,entier
TMJM=/,Ourim et Toummim
TMK[,obtenir
TMM[,être fini
TMN</,Timna
TMNH/,Timna
TMNJ/,Timnite
TMR=/,dattier
TMR==/,dattier
TMRWQ/,massage avec des produits cosmétiques
TMS/,couler
TMWRH/,récompense
TMWTH/,la mort
TMWZ/,Tammouz
TMX/,Tèmah
TNCMT/,chouette effraie
TNCMT=/,chouette effraie
TNJN/,monstre marin
TNW>H/,entrave
TNWBH/,produit
TNWK/,lobe de l'oreille
TNWMH/,assoupissement
TNWPH/,agiter çà et là
TNWR/,"four, fournaise"
TNXMT/,Tanhoumeth
TP/,tambour
TPF[,s'engager (dans quelque chose)
TPL/,(nourriture) fade
TPL=/,(nourriture) fade
TPL==/,Tofel
TPLH/,prière
TPLH=/,irrationalité
TPLYT/,trembler
TPP[,[Glosses - fr]
TPR[,coudre
TPSX/,Tifsah
TPTH/,bûcher
TQ</,sonnerie
TQP/,force
TQW<J/,de Teqoa
TQWH/,cordon
TQWH=/,cordon
TQWH==/,cordon
TQWMH/,rester ferme
TQWPH/,horizon
TR<LH/,tituber
TR<TJ/,Tiréatite
TR>LH/,Taréala
TRBJT/,intérêt
TRBWT/,accroissement
TRC/,Tèresh
TRCT>/,gouverneur
TRDMH/,"profond sommeil, léthargie"
TRGM[,traduit
TRHQH/,Tirhaqa
TRN/,hampe
TRPJM/,idoles domestiques
TRTN/,général en chef
TRTQ/,Tartaq
TRW<H/,cri
TRWMH/,contribution
TRWMJH/,contribution
TRWPH/,guérison
TRX/,Tèrah
TRX=/,Tèrah
TRXNH/,Tirhana
TRYH/,Tirtsa
TRYH=/,Tirtsa
TRZH/,pin pignon
TW/,marque
TW<BH/,pratique abominable
TW<H/,égarer
TW<PWT/,éminence
TWBL_QJN/,Toubal-Caïn
TWCB/,résident
TWCJH/,saine sagesse
TWDH/,confession
TWGH/,chagrin
TWGRMH/,Togarma
TWK/,au milieu de
TWL<J/,Tolaïte
TWLD/,Tolad
TWLDWT/,ordre de naissance
TWLL/,oppresseur
TWR[,espionner
TWTX/,masse
TWX/,Toah
TWXLT/,espoir
TWY>WT/,sortie
TXKMNJ/,Tahkemonite
TXLH/,"débuter, commencer"
TXMS/,hibou des marais
TXN/,Tahân
TXNH/,pitié
TXNH=/,pitié
TXNJ/,Tahanite
TXNWN/,implorer la clémence
TXPNJS/,Tahpenès
TXPNXS/,Tahpanhès
TXR</,Tahréa
TXR>/,cotte de maille
TXT/,au lieu de
TXT=/,au lieu de
TXT==/,au lieu de
TXTJ/,inférieur
TXTWN/,inférieur
TXW/,Tohou
TZNWT/,fornication
TZZ[,"retrancher, couper"
V<H[,égarer
V<M/,goût
V<N[,charger
VB<T/,"bague, chevalière"
VB<WT/,Tabbaoth
VB<[,sombrer
VBLJHW/,Tevalyahou
VBL[,tremper
VBT/,Tabbath
VBWR/,nombril
VBX=/,"cuisinier, boucher"
VBXH/,abattre
VBXH=/,cuisinière
VBXT/,Tivhath
VHR/,pur
VHR=/,pureté
VHRH/,"purification, nettoyage"
VHR[,"devenir propre, pur"
VJRH/,"camp, campement, village"
VJV/,boue
VJX/,"enduit, plâtre"
VL/,rosée
VL>JM/,Telaïm
VL>[,"rapiécer, raccommoder"
VLM/,Tèlem
VLM=/,Tèlem
VLMWN/,Talmôn
VLVLH/,éjection violente
VM>/,devenir impur
VM>H/,impureté
VM>[,devenir impur
VMH[,passer pour stupide
VMN[,se cacher
VN>/,"corbeille, panier"
VNP[,souiller
VP/,"jeune enfant, un petit"
VPC[,être gras
VPL[,"enduire, recouvrir"
VPP[,se déhancher
VPSR/,"commandant, officier recruteur, scribe"
VPT/,Tafath
VPX=/,un palme
VRJ/,frais
VRJPH/,"proie, victime"
VRM/,avant que
VRP/,"proie, victime"
VRP=/,"frais, fraîchement germé"
VRP==/,"proie, victime"
VRP[,"mettre en pièce, déchiqueter, dépecer"
VRX/,"fardeau, charge"
VWB=/,bonté
VWF[,descendre en piqué
VWH[,filer
VWL[,lancer
VWR/,série
VWVPT/,bandeau
VXH[,(portée d'un) tir d'arc
VXNH/,moudre
VXN[,moudre
VXRJM/,hémorroïdes
VXWN/,moulin manuel
WCNJ/,Washni
WCTJ/,Vashti
WDN/,Wedân
WHB/,Wahev
WJZT>/,Waïzata
WLD/,enfant
WNJH/,Wanya
WPSJ/,Wofsi
WW/,crochet
WZR/,coupable
XB/,poche
XB>[,geler
XBB/,Hovav
XBB[,aimer
XBC[,s'entrelacer
XBH/,Houbba
XBJH/,Havaya
XBJWN/,être caché
XBL==/,matelot
XBL=====/,mât
XBQ/,croiser les mains > être oisif
XBQWQ/,Habaquq
XBQ[,enlacer
XBR/,"compagnon, camarade, associé"
XBR==/,"compagnon, ami, associé"
XBRH/,"groupe, compagnie"
XBRJ/,Hébrites
XBRNJ/,Hébronites
XBRT/,assemblage
XBRT=/,partenaire
XBRWN/,Hébron
XBRWN=/,Hébron
XBR[,"être joint ensemble, se toucher"
XBV[,"battre, secouer"
XBWR/,Habor
XBWRH/,blessure
XBYLT/,narcisse
XBYNJH/,Havatsinya
XCB/,ceinture
XCBDNH/,Hashbaddana
XCBH/,Hashouva
XCBNH/,Hashavna
XCBNJH/,Hashavneya
XCB[,penser
XCC/,"herbe sèche, paille"
XCH[,se taire
XCK/,"ténèbres, obscurité"
XCK=/,obscur
XCKH/,"ténèbres, obscurité"
XCK[,s'obscurcir
XCL[,être las
XCM/,Housham
XCM=/,Hashoum
XCM==/,Hashoum
XCML/,bronze éclatant
XCMNH/,Hashmona
XCMWN/,Heshmôn
XCN/,pectoral
XCQ/,désirer
XCQ=/,rayon
XCQ[,relier avec une tringle
XCR/,moyeu
XCRH/,(nuages) saturés d'eau
XCTJ/,Houshatite
XCWB/,Hashouv
XDC/,neuf
XDC=/,mois
XDC==/,mois
XDCH/,Hadasha
XDD/,Hadad
XDH/,"être satisfait, être heureux, se réjouir"
XDH[,"être satisfait, être heureux, se réjouir"
XDJD/,Hadid
XDL/,fragile
XDL=/,ce monde (qui passera)
XDLJ/,Hadlaï
XDL[,cesser d'exister
XDQ/,ronces
XDQL/,Tigre
XDR/,"pièce, chambre"
XDRK/,Hadrak
XDWH/,joie
XFK[,retenir
XFP/,petit troupeau
XFWP>/,Hasoufa
XG/,"fête, festivité"
XG>/,terreur
XGB/,sauterelle
XGB=/,sauterelle
XGG[,tituber
XGJ/,Haggui
XGJ=/,Aggée
XGJ==/,Haggui
XGJH/,Hagguiya
XGJT/,Hagguith
XGLH/,Hogla
XGR[,être ceinturé de
XGW/,creux des rochers
XJ>L/,Hiel
XJC/,venir vite
XJDH/,énigme
XJH=/,"être en bonne santé, être fort, être vigoureux"
XJH[,"être en vie, prendre vie, vivre"
XJL==/,"mur extérieur, rempart, fortification"
XJL==[,attendre
XJLM/,Hélam
XJL[,attendre
XJN/,beauté
XJQ/,corps
XJRH/,Hira
XJRM/,Hiram
XJWT/,"en vie, vivant"
XJY/,mur branlant
XJYWN/,extérieur
XK/,palais
XKH/,"harpon, lance à pêcher"
XKJLH/,Hakila
XKLJH/,Hakalya
XKLJLJ/,yeux injectés de sang
XKLLWT/,yeux injectés de sang
XKM/,"sage, intelligent, capable, doué, habile, avisé"
XKMH/,"sagesse, intelligence, habileté"
XKMWNJ/,Hakmoni
XKM[,être capable
XL/,"commun, profane"
XL>[,être malade
XLB/,lait
XLBH/,Helba
XLBNH/,galbanum
XLBWN/,Helbôn
XLC/,faible
XLC[,être faible
XLD/,monde
XLD=/,mangouste
XLD==/,Héled
XLDH/,Houlda
XLDJ/,Heldaï
XLH/,gâteau
XLH[,"être, devenir faible"
XLJ/,"maladie, mal, blessure"
XLJH/,"parure, joyau"
XLJL/,flûte
XLJLH,À Dieu ne plaise !
XLJPH/,ensemble
XLJYH/,possessions
XLL/,victime
XLL[,se profaner
XLMJC/,silex
XLMWT/,jus de pourpier/mauve
XLM[,prendre force
XLN/,Hélôn
XLN=/,Holôn
XLP/,en retour de
XLP=/,en retour de
XLP=[,pousser
XLP[,pousser
XLQ/,"part, partie, partage"
XLQ=/,"lisse, poli"
XLQ==/,lisse
XLQ===/,"part, partie, partage"
XLQ====/,"part, partie, partage"
XLQH/,part
XLQH=/,part
XLQH==/,division
XLQJ/,Helqite
XLQJ=/,Helqaï
XLQJH/,Hilqiya(hou)
XLQT/,Helqath
XLQ[,diviser
XLV[,accepter
XLWCH/,défaite
XLWM/,rêve
XLWN/,fenêtre
XLWP/,"personnes sans défense, indigents"
XLX/,Halah
XLXLH/,tremblement
XLXWL/,Halhoul
XLY/,Hèlets
XLY=/,Hèlets
XLY[,"ôter, enlever, sortir, retirer"
XM/,chaleur
XM>H/,lait caillé
XMC/,cinq
XMC=/,cinquième part
XMC==/,cinquième part
XMD/,attraits
XMDN/,Hemdân
XMD[,désirer
XMH/,"venin, poison, agression"
XMH=/,chaleur
XMJCJ/,cinquième
XMJCJT/,cinquième
XMJY/,être assaisonné
XMLH/,"compassion, clémence"
XMLH=/,"compassion, clémence"
XMN/,autel de l'encens
XMQ[,se retourner
XMR/,"boue, glaise, argile, mortier"
XMR=/,"boue, glaise, argile, mortier"
XMR==/,bitume
XMR===/,vin (bourru)
XMRN/,Hamrân
XMS/,violence
XMT/,outre
XMT=/,Hamath
XMT==/,Hammath
XMT===/,Hammath
XMTJ/,Hamatite
XMT_D>R/,Hammoth-Dor
XMV/,scinque
XMVH/,Houmta
XMW>L/,Hammouel
XMWL/,Hamoul
XMWLJ/,Hamoulite
XMWN/,Hammôn
XMWQ/,courbe
XMWR/,âne
XMWT/,belle-mère
XMWY/,oppresseur
XMWY=/,oppresseur
XMY=/,"vin aigre, vinaigre"
XN/,"beauté, élégance, charme"
XN=/,"beauté, élégance, charme"
XNDD/,Hénadad
XNH/,Anne
XNH[,camper
XNJ>L/,Hanniel
XNJK/,formé
XNJNH/,montrer de la tendresse
XNJT/,lance
XNKH/,dédicace
XNKJ/,Hanokite
XNK[,dédier
XNM,"sans paiement, pour rien, gratuit"
XNM>L/,Hanamel
XNML/,"déluge, inondation, gel, grésil"
XNN/,Hanân
XNN>L/,Hananel
XNNJ/,Hanani
XNNJH/,Hananya
XNN[,être bien disposé
XNP/,"être souillé, être profané"
XNP=/,"pratiquer l'impiété, agir en impie"
XNPH/,"impiété, profanation"
XNP[,"être souillé, être profané"
XNQ[,s'étrangler (avec une corde autour du cou)
XNS/,Hanès
XNTN/,Hannatôn
XNWK/,Hénok
XNWK=/,Hénok
XNWN/,généreux
XNWN=/,Hanoun
XNWT/,voûte
XP/,"pur, net"
XP>[,faire des choses en secret
XPC/,"étoffe, couverture"
XPCH/,liberté
XPCJ/,libre
XPF/,plan
XPF[,rechercher
XPJM/,Houppim
XPN/,les deux mains
XPNJ/,Hofni
XPP[,abriter
XPR=[,piaffer
XPRJ/,Héferite
XPRJM/,Hafaraïm
XPY/,plaisir
XPY=/,aimer bien
XPYJ_BH/,Heftsi-Va
XPY[,aimer bien
XPZWN/,hâte
XPZ[,avoir peur
XQ/,tâche
XQH/,coutumes
XQQ/,Houqoq
XQQ[,graver
XQR/,examen
XQR[,"rechercher, essayer, tester, cerner, explorer, enquêter, examiner, contre-interroger, sonder, déterminer"
XQWP>/,Haqoufa
XRB/,"ciseau, couteau"
XRB=/,sécheresse
XRB==/,sec
XRB===/,Horeb
