lex,default
B<L==/,"maître, propriétaire, détenteur, mari"
B<LJD</,Béelyada
B<LJH/,Béalya
B<LJS/,Baalis
B<LJ_JHWDH/,Baalé-Juda
B<LT/,Baalath
B<LT_B>R/,Baalath-Beér
B<LWT/,Béaloth
B<L_BRJT/,Baal-Berith
B<L_CLCH/,Baal-Shalisha
B<L_GD/,Baal-Gad
B<L_HMWN/,Baal-Hamôn
B<L_M<WN/,Baal-Méôn
B<L_P<WR/,Baal-Péor
B<L_PRYJM/,Baal-Peratsim
B<L_TMR/,Baal-Tamar
B<L_XNN/,Baal-Hanân
B<L_XRMWN/,Baal-Hermon
B<L_XYWR/,Baal-Hatsor
B<N/,Beôn
B<N>/,Baana
B<NH/,Baana
B<R/,"bête, stupide, abruti, vulgaire"
B<R>/,Baara
B<RH/,incendie
B<R[,brûler
B<TH/,effroi
B<T[,tourmenter
B<V[,ruer
B<WR/,Beor
B<Z/,Booz
B>C/,puanteur
B>CH/,"fruit pourri, mauvaise herbe puante"
B>C[,puer
B>H/,entrée
B>R/,"puits, abreuvoir, source"
B>R=/,"puits, abreuvoir, source"
B>R>/,Bééra
B>RH/,Bééra
B>RJ/,Bééri
B>RTJ/,Béérotite
B>RT_BNJ_J<QN/,Bééroth-Bené-Yaaqân
B>RWT/,Bééroth
B>R[,clarifier
BBH/,pupille
BBJ/,Bébaï
BBL/,"Babel, Babylone"
BCL/,bouilli
BCLM/,Bishlam
BCL[,bouillir
BCN/,Bashân
BCNH/,honte
BCS[,taxer
BCT/,honte
BD/,lin
BD=/,lin
BD>[,choisir
BDD/,seul
BDD=/,Bedad
BDJH/,Bédya
BDL/,"coin, morceau, bout"
BDLX/,bdellium
BDL[,"séparer, détacher"
BDN/,Bedân
BDQ/,brèche
BDQR/,Bidqar
BFMT/,Basmath
BFR/,"chair, viande"
BFWR/,Besor
BGD/,"étoffe, tissu"
BGD=/,"étoffe, tissu"
BGDWT/,trahison
BGT>/,Bigta
BGTN/,Bigtân
BGWD/,traître
BGWJ/,Bigvaï
BHJR/,brillant
BHLH/,"épouvante, terreur, angoisse"
BHL[,aller vite
BHMH/,animaux terrestres
BHMWT/,behémoth
BHN/,pouce
BHQ/,leucodermie
BHRT/,tache
BHV/,"porphyre (?), marbre (?)"
BHW/,vide
BHWN/,pouce
BJ,pardon
BJN/,entre (deux lieux ou plus)
BJNH/,"compréhension, discernement, intelligence"
BJRH/,"forteresse, citadelle"
BJT/,Beth-Gân
BJTN/,palais
BJT_<NT/,Beth-Anath
BJT_<NWT/,Beth-Anoth
BJT_<QD/,Beth-Éqed
BJT_<ZMWT/,Beth-Azmaveth
BJT_>L/,Béthel
BJT_>RB>L/,Beth-Arbel
BJT_>WN/,Beth-Aven
BJT_BR>J/,Beth-Biréi
BJT_BRH/,Beth-Bara
BJT_C>N/,Beth-Shéân
BJT_CMC/,Beth-Shémesh
BJT_DBLTJM/,Beth-Diblataïm
BJT_DGWN/,Beth-Dagôn
BJT_GMWL/,Beth-Gamoul
BJT_H<MQ/,Beth-Émeq
BJT_H<RBH/,Beth-Araba
BJT_H>YL/,Beth-Étsel
BJT_HCVH/,Beth-Shitta
BJT_HJCMWT/,Beth-Yeshimoth
BJT_HKRM/,Beth-Kèrem
BJT_HMRKBWT/,Beth-Markaboth
BJT_HRM/,Beth-Haram
BJT_HRN/,Beth-Harân
BJT_KR/,Beth-Kar
BJT_LB>WT/,Beth-Lebaoth
BJT_LXM/,Bethléhem
BJT_NMRH/,Beth-Nimra
BJT_P<WR/,Beth-Péor
BJT_PLV/,Beth-Pèleth
BJT_PYY/,Beth-Patsets
BJT_RXWB/,Beth-Rehob
BJT_TPWX/,Beth-Tappouah
BJT_XGLH/,Beth-Hogla
BJT_XWRWN/,Beth-Horôn
BJT_YWR/,Beth-Tsour
BJYH/,œuf
BKH/,pleur
BKH[,"crier, pleurer, se lamenter, se plaindre, sangloter"
BKJM/,Bokim
BKJRH/,"premier-né, aîné(e)"
BKJT/,pleurs
BKR/,premier-né
BKR==/,chamelon
BKRH/,droit d'aînesse
BKRH=/,"jeune chamelle, jeune dromadaire"
BKRJ/,Bakrite
BKRJ=/,Bikri
BKRW/,Bokrou
BKWRH/,figue précoce
BKWRJM/,premiers fruits
BKWRT/,Bekorath
BKWT/,pleur
BL,ne pas
BL/,Bel
BL<DJ,autre que
BL<J/,Baléite
BL<M/,Balaam
BL<M=/,Balaam
BL<[,avaler
BL>DN/,Baladân
BLC>YR/,Belshatsar
BLCN/,Bilshân
BLDD/,Bildad
BLGH/,Bilga
BLGJ/,Bilgaï
BLG[,illuminer
BLH/,usé
BLH=/,user
BLHH/,"terreur, horreur"
BLHH=/,Bilha
BLHH==/,Bilha
BLHN/,Bilhân
BLH[,user
BLJ/,ne pas
BLJ<L/,"méchant, vaurien, inutile, bon-à-rien"
BLJL/,fourrage
BLL[,mélanger
BLM[,freiner
BLQ/,Balaq
BLS[,entretenir des sycomores
BLT/,ne pas
BLVC>YR/,Belteshatsar
BMH/,dos
BMHL/,Bimhal
BMWT/,Bamoth-Baal
BMWT_B<L/,Bamoth-Baal
BN/,vallée (des fils) de Hinnom
BN<>/,Binéa
BN=/,vallée (des fils) de Hinnom
BNH[,construire
BNJ/,Bani
BNJ=/,Bounni
BNJH/,bâtiment
BNJHW/,vallée (des fils) de Hinnom
BNJM/,champion
BNJNW/,Beninou
BNJ_BRQ/,Bené-Beraq
BNJ_J<QN/,Bené-Yaaqân
BNWJ/,Binnoui
BN_>WNJ/,Ben-Oni
BN_HDD/,vallée (des fils) de Hinnom
BQ</,demi shèqel
BQ<H/,vallée d'Aven
BQ<[,se fendre
BQBQ/,cruche
BQBQJH/,Baqbouqya
BQBQR/,Baqbaqqar
BQBWQ/,Baqbouq
BQCH/,requête
BQC[,"chercher, rechercher"
BQJ/,Bouqqi
BQJ</,brèche
BQQ[,ravager
BQR/,bétail
BQR=/,matin
BQRH/,chercher
BQRT/,enquête
BQR[,chercher
BR</,Bèra
BR=/,propreté
BR=====/,propreté
BR>==[,créer
BR>=[,créer
BR>DK_BL>DN/,Merodak-Baladân
BR>JH/,Beraya
BR>[,créer
BRBR/,oie
BRC</,Birsha
BRD/,grêle
BRD=/,tacheté
BRD==/,Bèred
BRD===/,Bèred
BRH=[,manger
BRH[,manger
BRJ/,Bikrites
BRJ<H/,Beria
BRJ<J/,Beriites
BRJ>H/,quelque chose de nouveau
BRJH/,nourriture
BRJT/,"alliance, engagement, traité, accord"
BRJT=/,"savon, lessive"
BRJX/,traverse
BRJX=/,Bariah
BRJX==/,Bariah
BRK/,genou
BRK=[,faire accroupir
BRK>L/,Barakel
BRKH/,"bénédiction, louange"
BRKH=/,"réservoir, bassin"
BRKH==/,"bénédiction, louange"
BRK[,faire accroupir
BRQ/,"foudre, éclair"
BRQ=/,"foudre, éclair"
BRQNJM/,"épine, chardon, ronce"
BRQT/,émeraude
BRQT=/,émeraude
BRQWS/,Barqos
BRR[,tester
BRWC/,cyprès
BRWK/,Barouk
BRWT/,nourriture
BRXMJ/,Barhoumite
BRX[,fuir
BRZL/,fer
BRZLJ/,Barzillaï
BSJ/,Bésaï
BSWDJH/,Besodya
BT/,fille
BT=/,fille
BTH/,ravin
BTH=/,désolation
BTJH/,Bitya
BTQ[,lacérer
BTR/,morceau
BTR=/,morceau
BTRWN/,matinée
BTR[,couper en moitiés
BTW>L/,Betouel
BTW>L=/,Betouel
BTWLH/,"jeune fille, vierge"
BTWLJM/,virginité
BT_RBJM/,Bath-Rabbim
BV>[,"parler à la légère, propos irréfléchis"
BVN/,"ventre, entrailles, estomac, parties intimes"
BVN=/,"ventre, entrailles, estomac, parties intimes"
BVNH/,pistaches
BVNJM/,Betonim
BVX/,"confiant, insouciant, en sécurité, inattentif"
BVX=/,"confiant, insouciant, en sécurité, inattentif"
BVXH/,confiance
BVXWN/,"confiance, espoir"
BVXWT/,"confiance, sécurité"
BW>[,exercer (ses) fonctions
BWCH/,honte
BWC[,avoir honte
BWJ/,Bavvaï
BWK[,être perplexe
BWNH/,Bouna
BWQH/,ravage
BWQR/,bouvier
BWR/,"source, puits"
BWS[,se débattre
BWY/,fin lin
BWYY/,Bozez
BWZH/,mépris
BWZJ/,Bouzite
BWZJ=/,Bouzite
BXJR/,"choisi, élu"
BXL[,détester
BXN/,épreuve
BXN=/,tour de guet
BXN[,tester
BXRJM/,Bahourim
BXRJM=/,Bahourim
BXR[,jeune homme
BXWN/,essayeur
BXWN=/,essayeur
BXWR/,jeune homme
BY/,boue
BY</,gain injuste
BYH/,marais
BYJ/,Bétsaï
BYJR/,"vendange, cueillette du raisin"
BYJR=/,"vendange, cueillette du raisin"
BYL/,oignon
BYL>L/,Betsaleël
BYQ/,pâte
BYQT/,Botsqath
BYQ[,enfler
BYR=[,vendanger
BYRT/,sécheresse
BYRWN/,"forteresse, place forte"
BYR[,vendanger
BYWR/,vendanger
BZ/,dépouille
BZ>[,diviser
BZH/,butin
BZH[,déprécier
BZJWN/,mépris
BZJWTJH/,Bizyotya
BZQ/,éclair
BZQ=/,Bèzeq
BZR[,distribuer
BZT>/,Bizta
BZZ[,dépouiller
C<<=[,être aveugle
C<<[,être aveugle
C<CGZ/,Shaashgaz
C<L/,creux de la main
C<LBJM/,Shaalabbîn
C<LBJN/,Shaalabbîn
C<LBNJ/,de Shaalbôn
C<LJM/,Shaalim
C<N[,s'appuyer sur
C<P/,Shaaf
C<R==/,mauvais
C<RJH/,Shearya
C<RJM/,Shaaraïm
C<VH/,estampillage
C<VNZ/,tissu composé de différents fils
C>B[,puiser (de l'eau)
C>GH/,rugir
C>G[,rugir
C>JH/,gaspillage
C>L/,Shéal
C>LH/,demande
C>LH=/,demande
C>LTJ>L/,Shéaltiel
C>NN/,à l'aise
C>N[,être à l'aise
C>P[,halètement
C>R/,"chair, viande"
C>R=/,"laisser en suspens, de côté"
C>RH/,parent
C>RH=/,Shèèra
C>RJT/,"laisser en suspens, de côté"
C>R[,"laisser en suspens, de côté"
C>R_JCWB/,Shéar-Yashouv
C>S[,dépouiller
C>T/,gaspillage
C>V/,dédain
C>WL=/,Saül
C>WLJ/,Saülite
C>WN/,rugissant
C>WN=/,rugissant
CB</,sept
CB<=/,sept
CB<==/,sept
CB<NH/,sept
CB<[,prêter serment
CB>/,Saba
CBB/,éclats
CBH[,captif
CBJ<J/,septième
CBJ=/,Chobi
CBJB/,flamme
CBJH=/,captivité
CBJL/,chemin > conduite
CBJS/,bandeau
CBL/,jupe
CBLT/,flux
CBLWL/,escargot
CBN>/,Chebna
CBRJM/,carrières de pierre
CBRWN/,briser les reins (de quelqu'un) > jambes faibles
CBT/,"sabbat, (jour) du repos"
CBT=/,session
CBTJ/,Chabthaï
CBTWN/,fête sabbatique
CBT[,se terminer
CBV/,bâton
CBV=/,Shevat
CBW/,agate
CBW</,semaine
CBW<H/,serment
CBY/,angoisse
CBY[,tisser des motifs
CC>[,"conduire, mener"
CCBYR/,Sheshbatsar
CCH[,prendre un sixième
CCJ/,sixième
CCJ=/,Shéshaï
CCJ==/,Shashaï
CCK/,Shéshak
CCN/,Shéshân
CCQ/,Shashaq
CCR/,vermillon
CD==/,esprit
CDH/,de nombreuses concubines
CDJ/,Tout-Puissant
CDJ>WR/,Chedéour
CDMH/,terrain
CDP[,"dessécher, brûler"
CDRK/,Shadrak
CFH[,prendre un sixième
CG<WN/,folie
CG<[,insensé
CGGH/,péché involontaire
CGG[,se tromper
CGH[,s'égarer
CGJ>H/,erreur
CGJWN/,chant funèbre
CGR/,première portée
CGX[,regarder
CHM/,onyx
CHM=/,onyx
CJ/,don
CJ>N/,Chiôn
CJC/,marbre blanc
CJC>/,Shisha
CJCQ/,Shishaq
CJH[,négliger
CJMWN/,Shimôn
CJR[,chanter
CJT/,épine
CJT=/,prendre position
CJT[,prendre position
CJV/,fouet
CJXH/,fosse
CJXWR/,Shihor
CJXWR_LBNT/,Chihor-Libnath
CJZ>/,Shiza
CKBH/,couche de rosée
CKBT/,avoir des relations sexuelles
CKB[,s'allonger
CKK[,diminuer
CKLJM/,faire une fausse couche
CKL[,être privé d'enfants
CKM/,épaule
CKM=/,épaule
CKM==/,épaule
CKM===/,Shèkem
CKMJ/,Shikemite
CKM[,se lever tôt
CKN[,s'installer
CKR=/,alcool de dattes
CKWL=/,privé de (ses) enfants
CKWR/,ivre
CKX[,oublier
CL/,indiscrétion
CL>NN/,à l'aise
CLB/,cadre
CLB[,être parallèle
CLCH/,Shilsha
CLCH=/,Shalisha
CLCJM/,petits-enfants
CLCWM/,auparavant
CLC[,en trois fois
CLG/,neige
CLG=/,neige
CLH=/,Shéla
CLJ/,quiétude
CLJC/,bol
CLJC=/,bol
CLJC==/,bol
CLJH/,post-natal
CLJV/,maître
CLK/,balbuzard
CLK[,jeter
CLL/,butin
CLM/,offrande de bien-être
CLMH/,vengeance
CLMH=/,Salomon
CLMJ/,Shillémite
CLMJ=/,Shelomi
CLMJ>L/,Sheloumiel
CLMJT/,Shelomith
CLMN/,Shalmân
CLMN>SR/,Salmanasar
CLMWT/,Shelomoth
CLM[,être terminé
CLNJ/,Shélanite
CLP/,Shèlef
CLP[,arracher
CLV/,bouclier
CLVT/,effronté
CLWH/,facilité
CLWM/,complètement
CLWM=/,vengeance
CLWM==/,Shalloum
CLWN/,Shalloum
CLX===/,Siloé
CLXJ/,Shilhi
CLXJM/,Shilhim
CLXJM=/,Shilhim
CLXN/,table
CLX[,envoyer (un messager vers quelqu'un)
CM,là
CM/,nom
CM</,nouvelles
CM<=/,sonore
CM<==/,nouvelles
CM<===/,sonore
CM<====/,Shama
CM<>/,"Shiméa, Shamma"
CM<H/,Shemaa
CM<H=/,Shiméah
CM<J/,Shiméi
CM<J=/,Shiméi
CM<NJ/,Siméonite
CM<T/,Shiméath
CM<TJ/,Shiméatite
CM<WN/,Siméon
CM<[,entendre
CM=/,nom
CM>/,Shamma
CM>BR/,Shèméver
CM>H/,Shiméa
CM>M/,Shiméam
CMC/,le soleil
CMCRJ/,Shamsheraï
CMCWN/,Samson
CMD[,détruire
CMGR/,Shamgar
CMHWT/,Shamhouth
CMJ/,Shammaï
CMJD</,Shemida
CMJD<J/,Shemidaïte
CMJM/,ciel
CMJNJ/,huitième
CMJRMWT/,Shemiramoth
CMM/,être dévasté
CMMWN/,horreur
CMM[,être dévasté
CMN/,huile
CMN=/,engraissement
CMN==/,fertile
CMNH/,huit
CMN[,être bien nourri
CMRH/,paupière
CMRJ/,Shimri
CMRJM/,vigile
CMRJT/,Shimrith
CMRNJ/,Shimronite
CMRT/,Shimrath
CMRWN=/,Shimrôn
CMRWN==/,Shimrôn
CMRWN_MR>WN/,Shimrôn-Merôn
CMR[,observer
CMTJ/,Shoumatite
CMVH/,remise
CMV[,glisser
CMW</,Shammoua
CMW<H/,nouvelles
CMW>L/,Samuel
CMWT/,Shammoth
CMY/,chuchotement
CMYH/,"dérision, opprobre"
CN/,dent
CN<R/,Shinéar
CN=/,dent
CN>B/,Shinéav
CN>N/,des milliers et des milliers
CN>YR/,Shènatsar
CNH/,an
CNHBJM/,ivoire
CNH[,être différent
CNJ/,"deuxième, second"
CNJ=/,écarlate
CNJM/,deux
CNJNH/,raillerie
CNN=[,affûter
CNN[,affûter
CNS[,se ceindre les reins
CP</,abondance
CP<H/,abondance
CP<J/,Shiféi
CPJM/,Shouppim
CPJPN/,vipère
CPJR/,Shafir
CPK/,lieu de déversement
CPKH/,pénis
CPK[,se déverser
CPL/,faible
CPLH/,de l'argent
CPLH=/,Bas-Pays
CPLWT/,paresse
CPM/,Shefam
CPM=/,Shafam
CPMJ/,Shifmite
CPN/,daman
CPN=/,daman
CPR/,beauté
CPR=/,beauté
CPV/,jugement
CPV=/,Shafath
CPVN/,Shiftân
CPV[,juger
CPWV/,jugement
CPXH/,servante
CQ<RWRH/,petits creux
CQ<[,couler
CQD/,amandier
CQH[,être humidifié
CQL/,shèqel
CQMH/,sycomore
CQP[,négliger
CQQ[,se précipiter sur
CQR/,trahison
CQR[,agir faussement
CQT/,abreuvoir
CQV/,tranquillité
CQV[,être tranquille
CQWJ/,boisson
CQWY/,détestable
CQY/,chose abominable
CQY[,se contaminer
CR/,nombril
CRB/,chaleur étouffante
CRBJH/,Shérévya
CRBJV/,sceptre
CRC=/,racine
CRH/,rangée de vigne
CRJ/,Sharaï
CRJR/,"tendon, muscle"
CRQH/,sifflement
CRQH=/,sifflement
CRT/,service
CRT[,servir
CRWN/,Sharôn
CRWNJ/,Sharonite
CRWXN/,Sharouhèn
CRY/,créature grouillante
CS</,fente (sabot)
CSH[,dépouiller
CSP[,couper en morceaux
CSS[,dépouiller
CTH[,boire
CTJH/,boire
CTLXJ/,Shoutalhite
CTM/,recevoir une vision
CTN[,homme
CTQ[,être immobile
CTR/,Shétar
CVH/,acacia
CVJM/,Shittim
CVP/,débit
CVP[,s'écouler
CVR[,fonctionnaire
CVV/,fléau
CVX[,se répandre
CW<==/,appeler à l'aide
CW<>/,Shoua
CW<H/,crier à l'aide
CW<L/,chacal
CW<L=/,chacal
CW<L==/,chacal
CW<R/,guetteur
CW>/,mensonge
CWB=[,faire demi-tour
CWBH/,retournement
CWBL/,Shobal
CWBQ/,Shobeq
CWB[,faire demi-tour
CWC>/,Chavcha
CWCN/,lis
CWCN=/,lis
CWH/,Chavé
CWH=/,Chavé
CWL/,"traîne, ourlet"
CWLL/,"dépouillé (de raison, de vêtements)"
CWMJM/,ail
CWMR/,Shomer
CWNJ/,Shouni
CWNJ=/,Shouni
CWNM/,Shounem
CWP=[,écraser
CWPK/,Shophak
CWPMJ/,Chouphamite
CWPR/,trompe
CWP[,écraser
CWQ/,"cuisse, jambe, épaule (du bétail)"
CWQ=/,déborder
CWR/,tête de bétail
CWRH/,rangée
CWTLX/,Shoutèlah
CWX/,Chouah
CWXJ/,Shouhite
CWXM/,Shouham
CWXMJ/,Chouhamite
CX/,humble
CXD/,cadeau
CXJN/,furoncle
CXJT/,puits
CXJVH/,battu
CXL/,lion errant
CXLT/,coquille odoriférante
CXP/,mouette
CXPT/,consomption
CXQ/,[Glosses - fr]
CXQ[,s'user
CXR/,aube
CXR=/,noir
CXRJH/,Sheharya
CXRJM/,Shaharaïm
CXRWT/,cheveux noirs
CXT/,puits
CXT[,être ruiné
CXWR/,"noirceur, suie"
CXWT/,puits
CXX[,s'affaiblir
CXY/,lion
CYP/,accablant
CZP[,voir
CZR[,filé
D</,savoir
D<H/,savoir
D<K[,s'éteindre
D<T/,savoir
D<W>L/,Deouel
D>BH/,effroi
D>BWN/,faiblesse
D>B[,être faible
D>G/,Doëg
D>GH/,peur
D>H/,milan noir
D>H[,fondre
DB/,ours (brun de Syrie)
DB>/,force
DBB[,couler
DBC/,miel
DBH/,"rapport négatif, calomnie, ragot"
DBLH/,"gâteau aux figues, cataplasme"
DBLH=/,"Divla, Rivla"
DBLJM/,Divlaïm
DBQ/,attache
DBQ=/,joint à
DBQ[,se coller ensemble
DBR/,parole
DBR=/,peste
DBR===/,peste
DBRH/,cas
DBRJ/,Divri
DBRT/,Davrath
DBRT=/,Davrath
DBR[,exterminer
DBWRH/,abeille
DC>/,verdure
DCN/,graisse
DCN=/,engraisser
DCN[,engraisser
DD/,seins
DDH[,mener une marche
DDN/,Dedân
DG/,poisson
DGH/,poisson
DGH[,foisonner
DGL/,"bannière, étendard"
DGN/,grain
DGR[,couver
DGWN/,Dagôn
DHM[,être stupéfait
DHRH/,galop
DHR[,galoper
DJ/,suffisance
DJBN/,Dibôn
DJC/,battage
DJCN/,Dishân
DJCWN=/,Addax
DJG/,pêcheur
DJH/,milan
DJMWN/,Dimôn
DJMWNH/,Dimona
DJN=/,juge
DJNH/,Dina
DJQ/,mur de siège
DJW/,encre
DJ_ZHB/,Di-Zahav
DK/,écrasé
DK>/,écrasement
DKJ/,ronflement
DL/,porte
DL<N/,Dil'ân
DL=/,porte
DLG[,sauter
DLH/,étoffe tissée
DLH=/,étoffe tissée
DLH[,puiser de l'eau
DLJ/,baquet
DLJLH/,Dalila
DLL[,baisser
DLP/,égouttement
DLPWN/,Dalfôn
DLQT/,inflammation
DLQ[,brûler
DLT/,porte
DLX[,remuer
DM/,sang
DM</,jus
DM<H/,larmes
DMCQ/,coussin
DMFQ/,Damas
DMH[,cesser
DMMH/,silence
DMM[,se tenir immobile
DMN/,fumier
DMNH/,Dimna
DMWT/,similarité
DN/,Dân
DNH,Danna
DNH/,Danna
DNHBH/,Dinhava
DNJ/,Danite
DPJ/,calomnie
DPQH/,Dofqa
DPQ[,frapper
DQ/,maigre
DQ=/,rideau
DQLH/,Diqla
DQQ[,être réduit en poussière
DQR/,transpercer
DQR[,transpercer
DR/,nacre
DR>WN/,objet d'horreur
DRC[,chercher
DRD</,Darda
DRDR/,épine
DRK/,"chemin, route, voie"
DRK[,marcher
DRQWN/,Darqôn
DRWM/,sud
DRWR/,fluide
DRWR=/,fluide
DTN/,Dotân
DTN=/,Datân
DWB[,faire dépérir
DWD/,"bien-aimé, amant"
DWD=/,corbeille
DWD==/,David
DWDH/,tante paternelle
DWDJ=/,mandragore
DWDW/,Dodo
DWG/,pêcheur
DWGH/,pêche
DWH/,femme qui a ses règles
DWJ/,maladie
DWJ=/,hébété
DWKJPT/,huppe
DWK[,piler
DWMJH/,silence
DWMM,silencieusement
DWNG/,cire
DWR/,demeure
DWR=/,entasser
DWX[,"laver, nettoyer"
DWY[,sauter
DXJ/,pousser
DXN/,millet
DXP[,être pressé
DXQ[,bousculer
F<JR/,bouc (à poil long)
F<JR=/,bouc (à poil long)
F<JR==/,bouc (à poil long)
F<JR===/,bouc (à poil long)
F<JR====/,Séir
F<JRH/,chèvre (à poil long)
F<JRH=/,chèvre (à poil long)
F<R/,poil
F<R=/,terreur
F<R==/,terreur
F<RH/,orge
F<RH=/,cheveu
F<RH==/,tempête
F<RJM/,Seorim
F>R/,levain
F>T/,lever
FB</,rassasié
FB<=/,rassasié
FB<==/,abondance
FB<H/,satisfaction
FB<[,être rassasié
FBR/,espoir
FDH/,"Champ des guetteurs, champ de Tsofim"
FDJ/,"Champ des guetteurs, champ de Tsofim"
FDJM/,Siddim
FDRH/,rang
FFWN/,joie
FGB[,garder en sécurité
FGWB/,Ségoub
FH/,mouton
FHD/,témoin
FHDW/,Yegar-Sahadouta
FHRNJM/,petites lunes
FJ>/,hauteur
FJ>N/,Syôn
FJB/,"être gris, vieux"
FJBH/,"être gris, vieux"
FJD/,blanchir à la chaux
FJD[,blanchir à la chaux
FJG/,occupé
FJM[,prendre position
FJXH/,méditation
FJX[,gémir
FK/,épine
FK=/,"abri, cabane, hutte"
FKH/,harpon
FKJH/,navire
FKJN/,couteau
FKJR/,loué
FKL/,"perspicacité, prudence"
FKL=[,réussir
FKR/,récompense
FKR=/,salaire
FKR==/,récompense
FKR[,se louer
FKW/,Sékou
FKWJ/,coq
FLM>/,Salma
FLMH/,manteau
FLMH=/,manteau
FLMWN/,Salmôn
FLW/,caille
FM>L/,côté gauche
FM>LJ/,gauche
FM>L[,aller à gauche
FMJKH/,couverture
FMLH/,manteau
FMLH=/,Samla
FMMJT/,gecko
FMX/,joyeux
FMXH/,joie
FMX[,joyeux
FN>H/,haine
FN>[,haïr
FNJ>/,haï
FNJR/,Senir
FPH/,lèvre
FPM/,moustache
FPMWT/,Sifmoth
FPN[,recouvrir
FQ/,sac
FR/,commandant
FR<[,s'étirer
FR>YR/,Sarètsèr
FRD/,stylet
FRD=/,sorte de matière tissée
FRD[,survivre
FRG[,être entrelacé
FRJ/,Saraï
FRJD/,survivant
FRJD=/,survivant
FRJG/,sarment
FRJN/,Siryôn
FRK[,courir dans tous les sens
FRP/,"(serpent) brûlant, vipère des pyramides"
FRP=/,"(serpent) brûlant, vipère des pyramides"
FRPH/,brûlant
FRP[,brûler
FRQ/,cépage de choix
FRQ==/,cépage de choix
FRQH/,cépage de choix
FRV[,se faire du mal
FRWG/,Seroug
FRWK/,sandale-tong
FRX/,Sèrah
FTM[,recevoir une vision
FV/,rebelle
FVH[,"se retourner, se détourner"
FVM[,avoir de la rancune (envers quelqu'un)
FVN/,adversaire
FWF[,se réjouir
FWKH=/,Soko
FWKTJ/,Soukkatien
FWRH/,rangée
FWX[,se déplacer
FX/,pensées
FXJP/,"planche, emboiserie"
FXQ[,rire
FXV[,presser
FXW/,action de nager
FXWQ/,rire
G<C/,Gaash
G<H/,Goa
G<L/,"rejeter, exécrer, avoir en aversion"
G<L=/,Gaal
G<L[,"rejeter, exécrer, avoir en aversion"
G<RH/,reproche
G<R[,rabrouer
G<TM/,Gatam
G>/,"orgueilleux, arrogant"
G>H/,"orgueilleux, arrogant"
G>H=/,"orgueil, arrogance"
G>H[,croître
G>LH/,"rédemption, rachat"
G>W>L/,Gueouel
G>WH/,"augmentation, gonflement"
G>WN/,fourré
G>WT/,"augmentation, gonflement"
GB</,Guèva
GB<>/,colline
GB<L/,en boutons
GB<TJ/,Guivéatite
GB<WN/,Gabaon
GB=/,"mare, flaque"
GB>/,"bassin, mare"
GBH/,"haut, grand"
GBH=/,"taille, hauteur"
GBHWT/,"orgueil, arrogance"
GBH[,"être grand, être haut"
GBJ/,Gabbaï
GBJ</,gobelet
GBJ=/,Gabbaï
GBJC/,cristal
GBJM/,Guévim
GBJR/,"seigneur, maître"
GBJRH/,maîtresse
GBL/,Guebal
GBL=/,Guebal
GBLJ/,Guiblite
GBLT/,tresse
GBL[,former la frontière
GBN/,bossu
GBNH/,fromage
GBNN/,pic
GBR/,homme
GBR=/,homme
GBR==/,héros
GBRJ>L/,Gabriel
GBR[,devenir puissant
GBTWN/,Guibbetôn
GBWL/,"frontière, territoire, mur, borne, rebord"
GBWLH/,"frontière, territoire"
GBWR/,héros
GBWRH/,grandeur
GBX/,chauve du front
GBXT/,calvitie du front
GCC[,tâtonner
GCM/,pluie
GCM=/,pluie
GCM==/,pluie
GCN/,Goshèn
GCP>/,Guishpa
GCWR/,Gueshour
GCWRJ/,Gueshourite
GD/,coriandre
GD<M/,Guidéom
GD<NJ/,Guidéoni
GD<WN/,Gédéon
GD<[,se casser
GD=/,coriandre
GD===/,coriandre
GDD[,se couper
GDJ/,chevreau
GDJ==/,Gaddi
GDJ>L/,Gaddiel
GDJC/,"meule, gerbier"
GDJH/,chevrette
GDJH=/,chevrette
GDL/,grandeur
GDL==/,gland
GDL===/,Guiddel
GDLTJ/,Guiddalti
GDL[,être grand
GDP[,injurier
GDR=/,Guèdèr
GDR==/,Guedor
GDRJ/,Guedérite
GDRTJ/,Guedératite
GDRTJM/,Guedérotaïm
GDRWT/,Guedéroth
GDWD/,bande de pillards
GDWD=/,bande de pillards
GDWDH/,scarification
GDWLH/,grandeur
GDWPH/,injure
GG/,toit
GHH/,bonne santé
GHR[,se recroqueviller
GJ>/,vallée (des fils) de Hinnom
GJD/,tendon
GJL/,"se réjouir, être content"
GJL=/,"se réjouir, être content"
GJLH/,joie
GJLNJ/,Guilonite
GJNT/,Guinath
GJXWN/,Guihôn
GJXZJ/,Guéhazi
GL/,vague
GL<D/,Galaad
GL<D=/,Galéed
GL<DJ/,Galaadite
GL<[,exploser de colère
GL==/,vague
GLB/,barbier
GLB</,Guilboa
GLC[,dégringoler
GLD/,peau
GLGL/,roue
GLGL==/,roue
GLGLT/,crâne
GLH/,cuvette
GLH=/,Guilo
GLH[,"découvrir l'oreille (de quelqu'un), ouvrir l'oreille (de quelqu'un)"
GLJLH/,"région, district"
GLJLWT/,Gueliloth
GLJM/,Gallim
GLJT/,Goliath
GLJWN/,tablette
GLLJ/,Guilalaï
GLL[,rouler
GLM/,fœtus
GLMWD/,stérile
GLWM/,manteau
GLWT/,"exil, captivité"
GLX[,se raser
GM,aussi
GM>/,papyrus
GMD/,gomed
GML/,chameau
