strong	sense	gloss	count	share
H2530	1	covet	11	0.367
H2530	2	desirable	9	0.3
H2530	3	desires	5	0.167
H2530	4	delight	3	0.1
H2530	5	pleasing	2	0.067
H2531	1	pleasant	3	0.5
H2531	2	handsome	3	0.5
H2532	1	pleasant	12	0.75
H2532	2	desire	3	0.188
H2534	1	wrath	112	0.896
H2534	2	venom	6	0.048
H2534	3	hot-tempered	4	0.032
H2534	4	heat	3	0.024
H2535	1	sun	5	0.833
H2541	1	oppressed	1	1.0
H2542	1	curves	1	1.0
H2543	1	donkey	96	1.0
H2545	1	mother-in-law	11	1.0
H2546	1	sand lizard	1	1.0
H2548	1	salted	1	1.0
H2550	1	spare	39	0.975
H2551	1	compassion	3	1.0
H2552	1	warm	12	0.545
H2552	2	hot	8	0.364
H2553	1	incense altars	8	1.0
H2554	1	wrong	4	0.5
H2555	1	violence	58	0.967
H2555	2	wrong	2	0.033
H2556	1	leavened	5	0.833
H2557	1	leavened	13	1.0
H2558	1	vinegar	6	1.0
H2559	2	turned	1	0.5
H2560	1	coated	6	1.0
H2561	1	wine	1	1.0
H2562	1	wine	6	1.0
H2563	1	clay	29	0.935
H2563	2	heaps	2	0.065
H2564	1	tar	3	1.0
H2565	1	heap	2	1.0
H2567	1	take one-fifth	1	1.0
H2569	1	fifth	1	1.0
H2570	1	stomach	4	1.0
H2571	1	armed	4	1.0
H2573	1	skin	3	1.0
H2580	1	favor	65	0.942
H2580	2	graceful	3	0.043
H2583	1	camped	142	0.993
H2587	1	gracious	13	1.0
H2588	1	vaulted cell	1	1.0
H2589	1	destruction	2	1.0
H2590	1	embalmed	5	1.0
H2591	1	wheat	2	1.0
H2593	1	trained men	1	1.0
H2594	1	favor	1	1.0
H2595	1	spear	47	1.0
H2596	1	dedicated	4	0.8
H2597	1	dedication	4	1.0
H2598	1	dedication	8	1.0
H2602	1	frost	1	1.0
H2603	1	gracious	58	0.753
H2603	2	plead	17	0.221
H2604	2	showing mercy	1	0.5
H2610	1	defiled	10	0.909
H2611	1	godless	13	1.0
H2612	1	ungodliness	1	1.0
H2613	1	ungodliness	1	1.0
H2614	1	hanged	1	0.5
H2616	1	show ~ loyal	3	1.0
H2617	1	steadfast love	245	0.992
H2620	1	take refuge	37	1.0
H2622	1	shelter	1	1.0
H2623	1	faithful	32	1.0
H2624	1	stork	6	1.0
H2625	1	caterpillar	6	1.0
H2626	1	mighty	1	1.0
H2627	1	wanting	1	1.0
H2628	1	devour	1	1.0
H2629	1	muzzle	1	0.5
H2630	1	hoarded	1	1.0
H2631	1	possess	2	1.0
H2632	1	power	2	1.0
H2633	1	treasure	4	0.8
H2634	1	strong	2	1.0
H2635	1	clay	9	1.0
H2636	1	flakes	1	1.0
H2637	1	lack	15	0.682
H2637	2	abated	2	0.091
H2637	4	run dry	2	0.091
H2637	3	depriving	2	0.091
H2638	1	lacks	18	1.0
H2639	1	want	2	1.0
H2640	1	lack	3	1.0
H2642	1	what is lacking	1	1.0
H2643	1	clean	1	1.0
H2644	1	secretly did	1	1.0
H2645	1	covered	8	0.667
H2645	2	overlaid	4	0.333
H2646	1	canopy	3	1.0
H2648	1	haste	9	1.0
H2649	1	haste	3	1.0
H2651	1	fists	6	1.0
H2653	1	shields	1	1.0
H2654	1	delight	47	0.635
H2654	2	desire	25	0.338
H2655	1	delight	12	0.923
H2656	1	pleasure	15	0.395
H2656	2	desire	11	0.289
H2656	3	delight	5	0.132
H2656	4	matter	4	0.105
H2658	1	dug	18	0.818
H2658	2	search out	4	0.182
H2659	1	confusion	17	1.0
H2664	1	search	11	0.478
H2664	2	disguised	7	0.304
H2664	3	plot	2	0.087
H2665	1	plot	1	1.0
H2666	1	freed	1	1.0
H2667	1	woven material	1	1.0
H2668	1	freedom	1	1.0
H2669	1	separate	2	1.0
H2670	1	free	17	1.0
H2671	1	arrows	52	0.981
H2672	1	stonecutters	15	0.6
H2672	2	hewn	6	0.24
H2672	3	chops	2	0.08
H2673	1	divided	13	0.867
H2676	1	middle	3	1.0
H2677	1	half	114	0.912
H2677	2	middle	9	0.072
H2677	3	two parts	2	0.016
H2678	1	arrow	4	1.0
H2681	1	abode	1	1.0
H2682	1	grass	21	1.0
H2683	1	arms	1	1.0
H2684	2	folds of ~ robe	1	0.5
H2685	1	urgent	2	1.0
H2686	2	singers	1	0.333
H2687	1	gravel	2	1.0
H2689	1	trumpets	26	0.897
H2689	2	trumpeters	3	0.103
H2690	1	blow	6	1.0
H2691	1	court	142	0.747
H2691	2	villages	48	0.253
H2706	1	statutes	109	0.852
H2706	2	decree	9	0.07
H2706	3	allotment	3	0.023
H2706	4	daily food	3	0.023
H2706	5	required	2	0.016
H2707	1	portrayed	3	0.75
H2708	1	statutes	103	0.99
H2710	1	scepter	5	0.263
H2710	2	drew	4	0.211
H2710	3	commanders	3	0.158
H2710	5	inscribed	3	0.158
H2710	4	decree	3	0.158
H2713	1	explore	22	0.815
H2713	2	search	4	0.148
H2714	1	searching	13	1.0
H2715	1	nobles	13	1.0
H2717	1	dried up	18	0.45
H2717	2	laid waste	17	0.425
H2717	3	desolate	3	0.075
H2717	4	be ruined	2	0.05
H2718	1	destroyed	1	1.0
H2719	1	sword	409	0.99
H2719	2	knives	2	0.005
H2720	1	lies in ruins	8	0.8
H2720	2	dry	2	0.2
H2721	1	heat	7	0.438
H2721	2	waste	5	0.312
H2721	3	dry	3	0.188
H2723	1	ruins	42	1.0
H2724	1	dry ground	8	1.0
H2725	1	heat	1	1.0
H2727	1	trembling	1	1.0
H2728	1	cricket	1	1.0
H2729	1	trembled	20	0.513
H2729	2	afraid	18	0.462
H2730	1	tremble	6	1.0
H2731	1	trembling	7	0.778
H2734	1	burned	57	0.606
H2734	2	angry	30	0.319
H2734	3	fret	4	0.043
H2734	4	compete	2	0.021
H2737	1	strings of jewels	1	1.0
H2738	1	nettles	3	1.0
H2740	1	fierce	39	0.951
H2740	2	wrath	2	0.049
H2742	1	gold	18	0.947
H2746	1	fiery heat	1	1.0
H2747	1	tool	1	0.5
H2748	1	magicians	11	1.0
H2749	1	magicians	5	1.0
H2750	1	fierce	6	1.0
H2751	1	bread	1	1.0
H2754	1	bags	2	1.0
H2757	1	picks	3	1.0
H2758	1	plowing	3	1.0
H2759	1	scorching	1	1.0
H2760	1	roast	1	1.0
H2761	1	singed	1	1.0
H2762	1	lattice	1	1.0
H2763	1	utterly destroyed	44	0.846
H2763	2	devoted	5	0.096
H2763	3	you must destroy	2	0.038
H2764	1	devoted things	32	0.842
H2764	2	devoted	4	0.105
H2764	3	devoted to destruction	2	0.053
H2770	1	sickle	2	1.0
H2775	1	sun	3	1.0
H2777	1	potsherd	1	1.0
H2778	1	taunted	40	0.976
H2779	1	winter	6	0.857
H2781	1	disgrace	73	1.0
H2782	1	decreed	9	0.818
H2782	2	snarl	2	0.182
H2783	1	hip	1	1.0
H2784	1	pains	2	1.0
H2785	1	seeds	1	1.0
H2786	1	gnashed	5	1.0
H2787	1	burn	8	0.889
H2788	1	parched places	1	1.0
H2789	1	clay	10	0.588
H2789	2	potsherd	7	0.412
H2790	1	silent	52	0.712
H2790	2	plan	13	0.178
H2790	3	put ~ tosilence	4	0.055
H2790	4	deaf	3	0.041
H2791	1	secretly	1	1.0
H2793	1	wooded hills	3	1.0
H2794	1	tools	1	1.0
H2795	1	deaf	9	1.0
H2796	1	craftsmen	20	0.541
H2796	2	carpenters	8	0.216
H2796	3	blacksmith	4	0.108
H2796	4	carvers of	3	0.081
H2799	1	cutting	4	1.0
H2801	1	engraved	1	1.0
H2803	1	planned	52	0.419
H2803	2	regarded	38	0.306
H2803	3	thought	9	0.073
H2803	4	calculate	6	0.048
H2803	6	devise	4	0.032
H2803	5	esteemed	4	0.032
H2803	8	think	3	0.024
H2803	7	formed	3	0.024
H2803	9	ask an accounting	2	0.016
H2803	10	value	2	0.016
H2804	1	accounted	1	1.0
H2805	1	waistband	8	1.0
H2808	1	scheme	3	1.0
H2810	1	machines	1	0.5
H2814	1	silent	10	0.625
H2814	3	do nothing	3	0.188
H2814	2	keep silent	3	0.188
H2816	1	darkness	1	1.0
H2818	1	needed	2	1.0
H2819	1	needed	1	1.0
H2820	1	hold back	8	0.296
H2820	2	kept	6	0.222
H2820	4	withheld	4	0.148
H2820	3	restrains	4	0.148
H2820	5	assuage ~ pain	3	0.111
H2821	1	dark	10	0.556
H2821	2	dark	3	0.167
H2821	3	see dimly	2	0.111
H2821	4	brings darkness	2	0.111
H2822	1	darkness	80	1.0
H2823	1	obscure	1	1.0
H2825	1	darkness	6	1.0
H2826	1	lagging	1	1.0
H2827	1	shatters	1	1.0
H2830	1	amber	3	1.0
H2831	1	ambassadors	1	1.0
H2833	1	breastpiece	25	1.0
H2834	1	bared	5	0.455
H2834	4	scoop	2	0.182
H2834	2	strip off	2	0.182
H2834	3	strip off	2	0.182
H2835	1	little flocks	1	1.0
H2836	1	longs	8	0.727
H2836	2	banded	3	0.273
H2837	1	desire	4	1.0
H2838	1	bands	8	1.0
H2839	1	spokes	1	1.0
H2840	1	hubs	1	1.0
H2841	1	gathering	1	1.0
H2842	1	dry grass	2	1.0
H2844	1	dread	3	0.75
H2846	1	carry	2	0.5
H2847	1	terror	1	1.0
H2848	1	splint	1	1.0
H2849	1	terrors	1	1.0
H2851	1	terror	8	1.0
H2852	1	decreed	1	1.0
H2853	1	be wrapped	2	1.0
H2854	1	swaddling band	1	1.0
H2856	1	sealed	21	0.808
H2856	2	sealed up	3	0.115
H2857	1	sealed	1	1.0
H2858	1	seal	1	1.0
H2859	1	father-in-law	28	0.848
H2859	2	become ~ son-in-law	5	0.152
H2860	2	son-in-law	10	0.5
H2860	1	bridegroom	10	0.5
H2861	1	wedding	1	1.0
H2862	1	snatches away	1	1.0
H2863	1	robber	1	1.0
H2864	1	dig	7	0.875
H2865	1	dismayed	45	0.849
H2865	2	shattered	6	0.113
H2866	1	something dreadful	1	1.0
H2868	1	glad	1	1.0
H2869	2	pleases	1	0.5
H2871	1	turbans	1	1.0
H2872	1	tabbur-erez	2	1.0
H2873	1	slaughter	10	0.909
H2874	1	slaughter	10	0.833
H2874	2	animal	2	0.167
H2876	1	guard	30	0.938
H2876	2	cook	2	0.062
H2877	1	guard	1	1.0
H2878	1	slaughtered	2	0.667
H2879	1	cooks	1	1.0
H2881	1	dip	16	1.0
H2883	1	sunk	9	0.9
H2885	1	rings	49	1.0
H2889	1	clean	54	0.568
H2889	2	pure	41	0.432
H2891	1	clean	94	1.0
H2892	1	purification	3	0.75
H2893	1	cleansing	13	1.0
H2894	1	sweep	1	1.0
H2895	1	good	12	0.571
H2895	2	merry	4	0.19
H2895	3	be better	3	0.143
H2896	1	good	374	0.665
H2896	2	better	70	0.125
H2896	3	pleases	31	0.055
H2896	4	beautiful	19	0.034
H2896	5	well	17	0.03
H2896	6	better	14	0.025
H2896	7	prosperity	11	0.02
H2896	8	best	8	0.014
H2896	9	handsome	6	0.011
H2896	10	fine	4	0.007
H2896	11	cheerful	3	0.005
H2896	12	good	2	0.004
H2898	1	good things	15	0.469
H2898	2	goodness	13	0.406
H2898	3	gladness	3	0.094
H2901	1	spun	2	1.0
H2902	1	smeared	12	1.0
H2903	1	emblem	3	1.0
H2904	1	hurled	10	0.714
H2904	2	fall	2	0.143
H2905	1	row	26	1.0
H2906	1	mountain	2	1.0
H2907	1	swooping down	1	1.0
H2909	1	ones shooting of	1	1.0
H2910	1	heart	2	1.0
H2911	1	millstones	1	1.0
H2912	1	ground	8	1.0
H2913	1	grinding	1	1.0
H2914	1	tumors	8	1.0
H2915	1	whitewash	1	1.0
H2916	1	mud	13	1.0
H2917	1	clay	2	1.0
H2918	1	encampments	5	0.714
H2918	2	battlement	2	0.286
H2919	1	dew	31	1.0
H2920	1	dew	5	1.0
H2921	1	spotted	6	0.75
H2924	1	lamb	3	1.0
H2925	1	hurling away	1	1.0
H2926	1	covered	1	1.0
H2927	1	found shade	1	1.0
H2930	1	unclean	82	0.506
H2930	2	defiled	80	0.494
H2931	1	unclean	88	1.0
H2932	1	uncleanness	36	1.0
H2933	1	stupid	1	1.0
H2934	1	hidden	29	0.935
H2935	1	basket	4	1.0
H2936	1	soil	1	1.0
H2937	1	misled	1	1.0
H2938	1	taste	10	0.909
H2939	1	made to eat	3	1.0
H2940	1	taste	5	0.385
H2940	2	discernment	4	0.308
H2940	3	behavior	2	0.154
H2942	1	decree	23	0.767
H2942	2	commanding	3	0.1
H2942	3	report	2	0.067
H2943	1	load	1	1.0
H2944	1	pierced	1	1.0
H2945	1	little ones	41	0.976
H2946	1	spread out	2	1.0
H2947	1	handbreadth	2	1.0
H2948	1	handbreadth	7	1.0
H2949	1	tender care	1	1.0
H2950	1	use	2	0.667
H2951	1	marshal	2	1.0
H2952	1	mincing along	1	1.0
H2953	1	nails	2	1.0
H2954	1	gross	1	1.0
H2956	1	constant	2	1.0
H2957	1	driven away	4	1.0
H2959	1	loads	1	1.0
H2960	1	troubles	2	1.0
H2961	1	fresh	2	1.0
H2963	1	tear	15	0.6
H2963	2	be torn	9	0.36
H2964	1	prey	18	0.818
H2964	2	food	4	0.182
H2965	2	freshly plucked	1	0.5
H2966	1	torn by wild animals	9	1.0
H2967	1	officials	1	1.0
H2968	1	long	1	1.0
H2969	1	due	1	1.0
H2973	1	become fools	4	1.0
H2974	1	please	8	0.421
H2974	2	agreed	4	0.211
H2974	3	determined	4	0.211
H2974	4	bold	3	0.158
H2975	1	streams	17	0.739
H2975	2	canals	6	0.261
H2976	1	despair	3	0.5
H2976	2	hopeless	3	0.5
H2978	1	entrance	1	1.0
H2980	1	cried out	1	1.0
H2981	1	produce	13	1.0
H2986	1	bring	14	0.778
H2986	2	rescued	4	0.222
H2987	1	brought	3	1.0
H2988	1	running	2	1.0
H2990	1	running sore	1	1.0
H2992	1	perform the duty of a husband’s brother	3	0.75
H2993	1	husband’s brother	1	1.0
H2994	1	brother’s wife	5	1.0
H3001	1	withered	36	0.61
H3001	2	dried up	19	0.322
H3001	3	dry	4	0.068
H3002	1	dry	9	1.0
H3004	1	dry ground	13	0.929
H3006	1	dry ground	2	1.0
H3007	1	earth	1	1.0
H3009	1	plowmen	2	1.0
H3010	1	fields	1	1.0
H3013	1	tormentors	4	0.5
H3013	2	causes grief	3	0.375
H3014	1	removed	1	1.0
H3015	1	sorrow	14	1.0
H3016	1	dread	2	1.0
H3018	1	labor	16	1.0
H3019	1	ones weary of	1	1.0
H3021	1	weary	16	0.615
H3021	2	labored	10	0.385
H3022	1	fruit of ~ toil	1	1.0
H3023	1	weary	2	0.667
H3024	1	wearies	1	1.0
H3025	1	afraid	5	1.0
H3027	1	hand	1467	0.908
H3027	2	side of	31	0.019
H3027	3	power	19	0.012
H3027	4	hand of	17	0.011
H3027	5	means	11	0.007
H3027	6	measures	7	0.004
H3027	7	tenons	6	0.004
H3027	8	place	6	0.004
H3027	9	parts	4	0.002
H3027	10	banks	4	0.002
H3027	11	armrests	4	0.002
H3027	13	bank	3	0.002
H3027	15	means	3	0.002
H3027	12	bounty	3	0.002
H3027	14	service	3	0.002
H3027	20	times	2	0.001
H3027	27	side	2	0.001
H3027	18	side	2	0.001
H3027	22	hands of	2	0.001
H3027	19	hand of	2	0.001
H3027	21	axles	2	0.001
H3027	24	stays	2	0.001
H3027	17	direction	2	0.001
H3027	23	hand	2	0.001
H3027	26	hand	2	0.001
H3027	16	arms	2	0.001
H3027	25	hand of	2	0.001
H3028	1	hand	16	0.941
H3029	1	give thanks	2	1.0
H3032	1	cast	3	1.0
H3033	1	beloved	1	1.0
H3034	1	give thanks	95	0.833
H3034	2	confess	18	0.158
H3039	1	beloved	8	0.889
H3045	1	know	888	0.939
H3045	2	understand	14	0.015
H3045	3	acquaintances	12	0.013
H3045	4	skillful	6	0.006
H3045	5	made an appointment	5	0.005
H3045	7	find out	3	0.003
H3045	8	teach	3	0.003
H3045	6	knowledge	3	0.003
H3045	11	taught ~ alesson	2	0.002
H3045	10	discovered	2	0.002
H3045	12	endowed	2	0.002
H3045	9	heed	2	0.002
H3046	1	know	46	0.979
H3049	1	spiritists	11	1.0
H3051	1	give	24	0.727
H3051	2	come	5	0.152
H3051	3	choose	2	0.061
H3052	1	given	27	0.964
H3053	1	burden	1	1.0
H3054	1	became jews	1	1.0
H3062	1	jews	10	1.0
H3093	1	haughty	2	1.0
H3095	1	diamond	3	1.0
H3104	1	jubilee	21	0.778
H3104	2	rams’ horns	6	0.222
H3105	1	stream	1	1.0
H3117	1	day	2067	0.898
H3117	3	day	63	0.027
H3117	2	time	62	0.027
H3117	4	days	18	0.008
H3117	5	days	16	0.007
H3117	6	years	13	0.006
H3117	7	days	10	0.004
H3117	8	life	9	0.004
H3117	9	year	7	0.003
H3117	10	year	5	0.002
H3117	14	age	3	0.001
H3117	12	days	3	0.001
H3117	13	full	3	0.001
H3117	11	day	3	0.001
H3117	17	days of	2	0.001
H3117	15	day of	2	0.001
H3117	19	days	2	0.001
H3117	18	life	2	0.001
H3117	21	time	2	0.001
H3117	16	day	2	0.001
H3117	20	years	2	0.001
H3118	1	days	14	0.875
H3118	2	times	2	0.125
H3121	1	miry	2	1.0
H3123	1	dove	32	1.0
H3126	1	infant	10	0.833
H3127	1	shoots	6	1.0
H3138	1	autumn rain	2	1.0
H3148	1	advantage	3	0.333
H3148	2	more	2	0.222
H3148	3	besides	2	0.222
H3154	1	anything that causes sweat	1	1.0
H3161	1	joined	3	1.0
H3173	1	only son	8	0.667
H3173	2	precious life	2	0.167
H3173	3	lonely	2	0.167
H3175	1	wait	1	1.0
H3176	1	hope	40	0.952
H3179	1	bred	6	1.0
H3180	1	roebuck	2	1.0
H3182	1	barefoot	5	1.0
H3187	1	enrolled by genealogy	20	1.0
H3188	1	genealogy	1	1.0
H3190	1	go well	23	0.197
H3190	2	good	22	0.188
H3190	3	do good	15	0.128
H3190	4	do ~ good	10	0.085
H3190	5	right	9	0.077
H3190	7	enjoy	6	0.051
H3190	6	amend	6	0.051
H3190	8	thoroughly	5	0.043
H3190	9	do	3	0.026
H3190	11	good	3	0.026
H3190	10	skillfully	3	0.026
H3190	12	make ~ famous	2	0.017
H3190	13	stately	2	0.017
H3191	1	seems best	1	1.0
H3196	1	wine	139	0.986
H3196	2	wine	2	0.014
H3198	1	rebuke	38	0.644
H3198	2	arbitrate	6	0.102
H3198	3	argue	5	0.085
H3198	5	decide	3	0.051
H3198	4	maintain ~ right	3	0.051
H3198	6	appointed	2	0.034
H3201	1	able	165	0.855
H3201	2	prevail	21	0.109
H3201	3	do	4	0.021
H3201	4	endure	2	0.01
H3202	1	able	11	0.917
H3205	1	fathered	423	0.853
H3205	2	give birth	26	0.052
H3205	3	woman in labor	14	0.028
H3205	4	bearing children	10	0.02
H3205	5	midwives	9	0.018
H3205	6	bring forth	7	0.014
H3205	7	begets	3	0.006
H3205	8	child	2	0.004
H3206	1	child	72	0.809
H3206	2	young men	14	0.157
H3206	3	young	3	0.034
H3207	1	girl	3	1.0
H3208	1	youth	3	1.0
H3209	1	born	5	1.0
H3211	1	born	7	0.538
H3211	2	descendants	6	0.462
H3213	1	wail	30	1.0
H3214	1	howling	1	1.0
H3215	1	wailing	5	1.0
H3216	1	gulp down	1	1.0
H3217	1	scabs	2	1.0
H3218	1	locust	9	1.0
H3219	1	pouch	1	1.0
H3220	1	sea	319	0.806
H3220	2	west	76	0.192
H3221	1	sea	2	1.0
H3222	1	hot springs	1	1.0
H3225	1	right	74	0.532
H3225	2	right hand	57	0.41
H3225	3	south	6	0.043
H3225	4	right of	2	0.014
H3231	1	go to the right	2	0.4
H3231	2	turn to the right	2	0.4
H3233	1	right	33	1.0
H3238	1	oppress	19	1.0
H3242	1	shoot	1	1.0
H3243	1	nurse	15	0.682
H3243	2	suck	6	0.273
H3244	1	great owl	3	1.0
H3245	1	laid the foundation	20	0.465
H3245	2	founded	13	0.302
H3245	3	foundation	5	0.116
H3245	4	established	2	0.047
H3246	1	began	1	1.0
H3247	1	foundation	10	0.526
H3247	2	base	9	0.474
H3248	1	foundation	1	1.0
H3250	1	faultfinder	1	1.0
H3254	1	again	79	0.369
H3254	2	add	39	0.182
H3254	3	longer	30	0.14
H3254	4	increase	29	0.136
H3254	5	more	23	0.107
H3254	6	surpass	3	0.014
H3254	7	continued	3	0.014
H3254	9	further	2	0.009
H3254	10	more and more	2	0.009
H3254	8	add	2	0.009
H3255	1	added	1	1.0
H3256	1	discipline	35	0.814
H3256	2	warned	5	0.116
H3256	3	taught	2	0.047
H3257	1	shovels	9	1.0
H3259	1	assembled	10	0.345
H3259	2	meet	9	0.31
H3259	3	appointed	5	0.172
H3259	4	summon	3	0.103
H3259	5	placed	2	0.069
H3261	1	sweep away	1	1.0
H3267	1	insolent	1	1.0
H3271	1	covered	1	1.0
H3272	1	counselors	2	0.667
H3276	1	profit	20	0.87
H3276	2	gain	2	0.087
H3277	1	wild goats	3	1.0
H3280	1	doe	1	1.0
H3283	1	ostriches	1	1.0
H3284	1	horned owl	8	1.0
H3286	1	faint	8	1.0
H3287	1	weary	4	1.0
H3288	1	swift	2	1.0
H3289	1	counselor	42	0.525
H3289	2	planned	16	0.2
H3289	3	advise	14	0.175
H3289	4	gave	7	0.087
H3293	1	forest	57	1.0
H3295	1	honeycomb of	2	1.0
H3302	1	beautiful	6	0.75
H3302	2	beautify	2	0.25
H3303	1	beautiful	34	0.81
H3303	2	handsome	5	0.119
H3303	3	ones sleek of	3	0.071
H3306	1	gasping for breath	1	1.0
H3307	1	breathing out	1	1.0
H3308	1	beauty	19	1.0
H3313	1	shine forth	8	1.0
H3314	1	splendor	2	1.0
H3318	1	went out	400	0.375
H3318	2	came out	230	0.215
H3318	3	brought ~ out	175	0.164
H3318	4	came out	60	0.056
H3318	5	gone out	23	0.022
H3318	6	bring forth	18	0.017
H3318	7	came out	17	0.016
H3318	8	carry	14	0.013
H3318	9	bring out	12	0.011
H3318	11	bring	10	0.009
H3318	10	comes	10	0.009
H3318	12	flowed	9	0.008
H3318	14	took ~ out	8	0.007
H3318	13	fell	8	0.007
H3318	15	go forth	7	0.007
H3318	17	come	6	0.006
H3318	16	go out	6	0.006
H3318	18	led out	5	0.005
H3318	19	take ~ out	4	0.004
H3318	22	take	3	0.003
H3318	21	exported	3	0.003
H3318	23	spread	3	0.003
H3318	20	projecting	3	0.003
H3318	26	he went	2	0.002
H3318	35	departing	2	0.002
H3318	29	sank	2	0.002
H3318	24	ones coming out of	2	0.002
H3318	31	get out	2	0.002
H3318	34	march out	2	0.002
H3318	27	grows	2	0.002
H3318	36	went out	2	0.002
H3318	32	paid ~ out	2	0.002
H3318	33	send away	2	0.002
H3318	28	reported	2	0.002
H3318	30	utter	2	0.002
H3318	25	draw	2	0.002
H3319	1	completed	1	1.0
H3320	1	stand	36	0.75
H3320	2	take ~ stand	4	0.083
H3320	3	take ~ stand	3	0.062
H3320	4	take ~ stand	2	0.042
H3320	5	take ~ positions	2	0.042
H3321	1	know the truth	1	1.0
H3322	1	set	7	0.438
H3322	2	made	3	0.188
H3322	4	leave	2	0.125
H3322	3	place	2	0.125
H3323	1	oil	22	0.957
H3326	1	bed	8	1.0
H3329	1	offspring	1	1.0
H3330	1	certain	3	0.6
H3331	1	lay in	2	0.5
H3331	2	spread out	2	0.5
H3332	1	pour	24	0.462
H3332	2	cast	20	0.385
H3332	3	set ~ out	3	0.058
H3333	1	cast	1	1.0
H3335	1	formed	60	0.968
H3335	2	pottery	2	0.032
H3336	1	inclination	5	0.556
H3336	2	frame	3	0.333
H3338	1	members	1	1.0
H3341	1	burned	14	0.538
H3341	2	kindle	12	0.462
H3342	1	winepress	15	1.0
H3344	1	kept burning	9	1.0
H3345	1	blazing	8	1.0
H3346	1	burning	1	1.0
H3349	1	obedience	2	1.0
H3350	1	burning	2	1.0
H3351	1	living thing	3	1.0
H3353	1	fowler	4	1.0
H3357	1	dear	1	1.0
H3358	1	noble	1	0.5
H3363	1	hanged	4	0.5
H3363	2	turned away ~ indisgust	3	0.375
H3364	1	awoke	11	1.0
H3365	1	precious	7	0.636
H3365	2	seldom	2	0.182
H3366	1	honor	12	0.706
H3366	2	treasure	3	0.176
H3367	1	glory	7	1.0
H3368	1	precious	30	0.833
H3368	2	in splendor	2	0.056
H3369	1	snared	5	0.625
H3372	1	afraid	159	0.5
H3372	2	fear	120	0.377
H3372	3	awesome	39	0.123
H3373	1	fear	53	0.841
H3373	2	feared	10	0.159
H3374	1	fear	41	0.932
H3374	2	fear	2	0.045
H3381	1	go down	176	0.463
H3381	2	come down	103	0.271
H3381	3	bring ~ down	43	0.113
H3381	4	take ~ down	12	0.032
H3381	5	run down	12	0.032
H3381	6	come down	10	0.026
H3381	8	lowered	7	0.018
H3381	7	descended	7	0.018
H3381	9	cast down	3	0.008
H3381	11	bring ~ down	2	0.005
H3381	10	got down	2	0.005
H3381	12	gone	2	0.005
H3384	1	teach	69	0.885
H3384	2	cast	4	0.051
H3384	4	set up	2	0.026
H3384	3	archers	2	0.026
H3387	1	green thing	1	1.0
H3391	1	months	10	0.833
H3391	2	month of	2	0.167
H3393	1	month	2	1.0
H3394	1	moon	27	1.0
H3399	1	perverse	1	0.5
H3401	1	who contend	3	1.0
H3407	1	curtains	54	1.0
H3409	1	thigh	21	0.618
H3409	2	side	7	0.206
H3409	3	body of	3	0.088
H3409	4	base	3	0.088
H3410	1	thighs	1	1.0
H3411	1	rear	14	0.5
H3411	2	remotest parts	8	0.286
H3411	3	farthest parts	5	0.179
H3415	1	trembles	1	1.0
H3417	1	spit	3	1.0
H3418	1	green	7	0.875
H3419	1	vegetable	3	1.0
H3420	1	mildew	5	0.833
H3422	1	greenish	2	0.667
H3423	1	possess	124	0.537
H3423	2	drive out	69	0.299
H3423	3	inherit	18	0.078
H3423	4	heir	7	0.03
H3423	5	become destitute	5	0.022
H3423	6	possess	2	0.009
H3423	7	taken possession	2	0.009
H3424	1	possession	2	1.0
H3425	1	possession	14	1.0
H3426	1	wealth	1	1.0
H3427	1	live	502	0.465
H3427	2	sit	240	0.222
H3427	3	inhabitants	236	0.219
H3427	4	stay	37	0.034
H3427	5	inhabited	36	0.033
H3427	6	married	7	0.006
H3427	7	wait	5	0.005
H3427	8	settled	4	0.004
H3427	9	settles	3	0.003
H3427	10	enthroned	2	0.002
H3427	12	gives	2	0.002
H3427	11	take a ~ seat	2	0.002
H3444	1	salvation	78	1.0
H3445	1	hunger	1	1.0
H3447	1	holds out	3	1.0
H3452	1	desert	7	0.538
H3452	2	jeshimon	6	0.462
H3453	1	aged	4	1.0
H3462	1	sleep	17	0.895
H3463	1	asleep	8	0.889
H3465	1	old	6	1.0
H3467	1	save	198	0.966
H3467	2	worked salvation	4	0.02
H3467	3	avenging	3	0.015
H3468	1	salvation	36	1.0
H3471	1	jasper	3	1.0
H3474	1	right	11	0.44
H3474	2	make ~ straight	6	0.24
H3474	4	went straight	2	0.08
H3474	3	straight ahead	2	0.08
H3476	1	uprightness	14	1.0
H3477	1	right	58	0.487
H3477	2	upright	54	0.454
H3477	3	straight	4	0.034
H3477	4	jashar	2	0.017
H3483	1	uprightness	1	1.0
H3486	1	aged	1	1.0
H3488	1	took ~ seat	3	0.6
H3489	1	pegs	24	1.0
H3490	1	orphan	42	1.0
H3493	1	excellent	5	0.625
H3493	2	exceedingly	3	0.375
H3498	1	left	79	0.745
H3498	2	rest	21	0.198
H3498	3	more than enough	3	0.028
H3499	1	rest	83	0.822
H3499	2	remnant	7	0.069
H3499	3	left	4	0.04
H3499	4	excelling	3	0.03
H3502	1	abundance	2	1.0
H3504	1	advantage	10	1.0
H3508	1	lobe	11	1.0
H3510	1	in pain	7	0.875
H3511	1	pain	6	1.0
H3512	1	despondent	3	1.0
H3513	1	honor	60	0.531
