strong	sense	gloss	count	share
G0749	2	high priest	56	0.467
G0750	1	Chief Shepherd	1	1.0
G0752	1	ruler of the synagogue	9	1.0
G0753	1	master builder	1	1.0
G0754	1	chief tax collector	1	1.0
G0755	1	master of the feast	3	1.0
G0756	1	began	78	0.963
G0756	2	having begun	3	0.037
G0757	1	rule over	2	1.0
G0758	1	rulers	34	0.944
G0759	1	spices	4	1.0
G0761	1	immovable	1	0.5
G0762	1	unquenchable	3	1.0
G0763	1	ungodliness	4	1.0
G0764	1	ungodly	1	1.0
G0765	1	ungodly	7	1.0
G0766	1	sensuality	8	0.8
G0766	2	sensuality	2	0.2
G0767	1	insignificant	1	1.0
G0769	1	weakness	16	0.667
G0769	2	infirmity	4	0.167
G0769	3	sicknesses	3	0.125
G0770	1	ailing	19	0.576
G0770	2	being weak	14	0.424
G0771	1	weaknesses	1	1.0
G0772	1	weak	19	0.76
G0772	2	sick	6	0.24
G0776	1	time without food	1	1.0
G0777	1	without eating	1	1.0
G0778	1	strive	1	1.0
G0779	1	wineskins	7	1.0
G0781	1	unwise	1	1.0
G0782	1	Greet	57	0.966
G0783	1	greeting	6	0.6
G0783	2	greetings	4	0.4
G0784	2	without stain	2	0.5
G0784	1	unstained	2	0.5
G0785	1	vipers	1	1.0
G0786	1	implacable	1	1.0
G0787	1	for an assarion	2	1.0
G0790	1	wander homeless	1	1.0
G0791	1	beautiful	2	1.0
G0792	1	stars	24	1.0
G0793	1	unestablished	2	1.0
G0794	1	heartless	2	1.0
G0795	1	have gone astray	3	1.0
G0796	1	lightning	4	0.444
G0796	2	flashes of lightning	4	0.444
G0797	2	flashing	1	0.5
G0798	1	stars	4	1.0
G0800	1	Discordant	1	1.0
G0801	1	without understanding	3	0.6
G0801	2	foolish	2	0.4
G0802	1	untrustworthy	1	1.0
G0803	1	security	2	0.667
G0804	1	facts	2	0.4
G0805	1	be secured	3	0.75
G0807	1	be behaving improperly	2	1.0
G0808	2	shame	1	0.5
G0809	1	unpresentable [parts	1	1.0
G0810	1	debauchery	3	1.0
G0812	1	we were idle	1	1.0
G0813	1	unruly	1	1.0
G0814	1	idly	1	1.0
G0815	1	childless	2	1.0
G0816	1	having looked intently	5	0.357
G0816	2	look intently	3	0.214
G0816	3	looking intently	2	0.143
G0816	4	having looked intently	2	0.143
G0818	1	dishonor	5	0.714
G0818	2	treated shamefully	2	0.286
G0819	1	dishonor	6	0.857
G0820	1	without honor	3	0.75
G0822	1	vapor	1	1.0
G0823	1	instant	1	1.0
G0824	1	wrong	2	0.5
G0826	1	beam forth	1	1.0
G0827	1	daybreak	1	1.0
G0829	1	self-willed	2	1.0
G0830	1	they were] willing of themselves	1	0.5
G0831	1	use authority over	1	1.0
G0832	1	We piped	2	0.667
G0833	1	court	8	0.667
G0833	3	courtyard	2	0.167
G0833	2	fold	2	0.167
G0834	1	flute players	2	1.0
G0835	1	He passed the night	2	1.0
G0836	1	flute	1	1.0
G0837	1	continued to grow	15	0.682
G0837	2	increasing	3	0.136
G0837	3	kept [it] growing	2	0.091
G0838	1	increase	2	1.0
G0840	1	harsh	2	1.0
G0841	2	sufficiency	1	0.5
G0842	1	content	1	1.0
G0843	1	self-condemned	1	1.0
G0844	1	itself	2	1.0
G0845	1	eyewitnesses	1	1.0
G0846	1	them	85	0.78
G0846	2	him	19	0.174
G0846	3	him	3	0.028
G0849	1	with [their] own hands	1	1.0
G0850	1	dark	1	1.0
G0851	1	take away	6	0.667
G0851	2	cut off	3	0.333
G0852	1	hidden	1	1.0
G0853	1	destroy	2	0.5
G0854	1	vanishing	1	1.0
G0855	1	vanished	1	1.0
G0856	1	sewer	2	1.0
G0857	1	harsh treatment	1	1.0
G0858	1	sincerity	1	1.0
G0859	1	forgiveness	13	0.867
G0860	1	ligament	2	1.0
G0861	1	immortality	4	0.571
G0861	2	immortality	2	0.286
G0862	1	imperishable	4	0.571
G0862	2	immortal	3	0.429
G0863	1	having left	63	0.453
G0863	2	forgive	46	0.331
G0863	3	do you allow	13	0.094
G0863	4	Leave	4	0.029
G0863	5	Permit	4	0.029
G0863	6	you have neglected	3	0.022
G0863	7	Permit that	2	0.014
G0864	1	has reached	1	1.0
G0865	1	without love of good	1	1.0
G0866	1	not loving money	2	1.0
G0867	1	departure	1	1.0
G0868	1	departed	4	0.308
G0868	4	departed	2	0.154
G0868	3	having withdrawn	2	0.154
G0871	1	having been made like	1	1.0
G0872	2	I shall have seen	1	0.5
G0873	1	will separate	6	0.6
G0873	2	Set apart	2	0.2
G0874	1	occasion	7	1.0
G0875	1	he foams	2	1.0
G0876	1	foaming	1	1.0
G0877	1	foolishness	4	1.0
G0878	1	fool	9	0.9
G0879	1	He fell asleep	1	1.0
G0880	1	mute	2	0.5
G0884	1	ungrateful	2	1.0
G0886	1	not made with hands	3	1.0
G0887	1	mist	1	1.0
G0888	1	worthless	2	1.0
G0889	1	have become worthless	1	1.0
G0890	1	useless	1	1.0
G0892	1	chaff	2	1.0
G0893	1	who cannot lie	1	1.0
G0894	1	Wormwood	2	1.0
G0895	1	lifeless things	1	1.0
G0898	1	standing	1	1.0
G0899	1	depth	6	0.75
G0899	2	deep	2	0.25
G0900	1	deepened	1	1.0
G0901	2	very early	2	0.5
G0901	1	deep	2	0.5
G0902	1	branches	1	1.0
G0905	1	purse	4	1.0
G0906	1	cast [it	57	0.483
G0906	2	put	21	0.178
G0906	3	were casting [in	13	0.11
G0906	4	casting	12	0.102
G0906	6	lying	4	0.034
G0906	5	In pouring	4	0.034
G0906	8	bring	2	0.017
G0906	7	swung	2	0.017
G0907	1	baptizing	70	0.972
G0908	1	baptism	19	0.95
G0909	1	about baptisms	2	0.667
G0910	1	Baptist	12	1.0
G0911	1	he might dip	2	1.0
G0914	1	Berekiah	1	1.0
G0915	1	natives	4	0.667
G0915	2	barbarians	2	0.333
G0916	1	we were weighed	3	0.6
G0920	1	Barjona	1	1.0
G0922	1	burden	6	1.0
G0925	1	heavy	1	1.0
G0926	3	heavy	1	0.167
G0927	1	very costly	1	1.0
G0928	1	torment	9	0.75
G0928	2	tossed	2	0.167
G0929	1	torment	6	1.0
G0930	1	jailers	1	1.0
G0931	1	torment	3	1.0
G0932	1	kingdom	154	1.0
G0934	1	palaces	2	1.0
G0935	1	king	112	1.0
G0936	1	reign	16	0.8
G0936	2	you reigned	3	0.15
G0937	1	royal	3	0.6
G0937	2	royal official	2	0.4
G0938	1	queen	4	1.0
G0939	1	feet	1	1.0
G0940	1	has bewitched	1	1.0
G0941	1	bear	11	0.407
G0941	2	carrying	10	0.37
G0941	3	carry	2	0.074
G0942	1	bush	4	0.8
G0943	1	baths	1	1.0
G0944	1	frogs	1	1.0
G0945	1	do use vain repetitions	1	1.0
G0946	1	abomination	6	1.0
G0947	1	detestable	1	1.0
G0948	1	abhorring	1	0.5
G0949	2	sure	2	0.25
G0949	1	is] steadfast	2	0.25
G0950	1	confirming	5	0.625
G0950	2	establishing	2	0.25
G0951	1	confirmation	2	1.0
G0952	1	profane	5	1.0
G0953	1	profane	2	1.0
G0954	1	Beelzebul	3	1.0
G0955	1	Belial	1	1.0
G0956	1	arrows	1	1.0
G0960	1	Berea	2	1.0
G0961	1	Berean	1	1.0
G0964	1	Bethesda	1	1.0
G0965	1	Bethlehem	1	1.0
G0968	1	judgment seat	8	0.889
G0969	1	beryl	1	1.0
G0970	1	force	2	0.667
G0971	2	is taken by violence	1	0.5
G0972	1	violent	1	1.0
G0973	1	violent	1	1.0
G0974	1	little scroll	3	1.0
G0975	1	book	31	0.939
G0975	2	roll	2	0.061
G0976	1	book	9	0.9
G0977	1	having eaten	1	1.0
G0979	1	life	4	0.444
G0979	3	livelihood	2	0.222
G0979	2	property	2	0.222
G0980	1	live	1	1.0
G0981	1	manner of life	1	1.0
G0982	1	things of this life	1	1.0
G0983	1	harmful	1	1.0
G0984	1	shall it hurt	2	1.0
G0985	1	sprouted	3	0.75
G0987	1	blaspheme	24	0.686
G0987	2	let be spoken of as evil	5	0.143
G0987	3	kept railing at	3	0.086
G0987	4	blaspheming	2	0.057
G0988	1	blasphemy	13	0.722
G0988	2	slander	4	0.222
G0989	1	blasphemer	2	0.5
G0990	1	through seeing	1	1.0
G0991	1	seeing	98	0.742
G0991	2	You look	12	0.091
G0991	3	Take heed	7	0.053
G0991	5	take heed	5	0.038
G0991	4	Take heed	5	0.038
G0991	6	Take heed	2	0.015
G0992	1	must be put	1	1.0
G0994	1	one crying	8	0.667
G0994	2	crying out	3	0.25
G0995	1	cries	1	1.0
G0996	2	supports	1	0.5
G0997	1	help	7	1.0
G0998	1	helper	1	1.0
G0999	1	pit	3	1.0
G1000	1	throw	1	1.0
G1001	1	having taken soundings	2	1.0
G1004	1	in [the] mire	1	1.0
G1005	1	north	2	1.0
G1006	1	feeding	8	1.0
G1008	1	vegetation	1	1.0
G1009	1	clusters	1	1.0
G1010	1	Council member	2	1.0
G1011	1	they determined	3	0.5
G1011	2	will take counsel	2	0.333
G1012	1	counsel	8	0.667
G1012	2	decision	2	0.167
G1013	1	purpose	1	0.5
G1014	1	desiring	22	0.611
G1014	3	purposed	3	0.083
G1014	2	intending	3	0.083
G1014	5	might choose	2	0.056
G1014	4	desiring	2	0.056
G1015	1	hill	2	1.0
G1016	1	ox	8	1.0
G1017	1	prize	2	1.0
G1018	1	let rule	1	1.0
G1019	1	I should delay	2	1.0
G1020	1	sailing slowly	1	1.0
G1021	1	slow	3	1.0
G1022	1	slowness	1	1.0
G1023	1	arm	3	1.0
G1024	1	little	3	0.429
G1024	2	little	2	0.286
G1025	1	baby	6	0.857
G1026	1	He sends rain	5	0.714
G1026	2	wet	2	0.286
G1027	1	thunders	12	1.0
G1028	1	rain	2	1.0
G1029	1	restraint	1	1.0
G1030	1	gnashing	7	1.0
G1031	1	began gnashing	1	1.0
G1032	1	pours forth	1	1.0
G1033	1	food	15	0.938
G1034	1	eat	1	1.0
G1035	1	food	6	0.545
G1035	3	rust	2	0.182
G1035	2	eating	2	0.182
G1036	1	were sinking	1	0.5
G1037	1	deep [sea	1	1.0
G1038	1	tanner	3	1.0
G1039	1	fine linen	5	1.0
G1040	1	fine linen	1	1.0
G1041	1	altar	1	1.0
G1044	1	gangrene	1	1.0
G1046	1	Gadarenes	1	1.0
G1047	1	treasure	1	1.0
G1049	1	treasury	5	1.0
G1051	1	milk	5	1.0
G1052	1	Galatians	1	1.0
G1053	1	Galatia	4	1.0
G1054	1	Galatian	2	1.0
G1055	1	calm	3	1.0
G1057	1	Galilean	10	0.909
G1058	1	Gallio	1	1.0
G1060	1	marry	28	1.0
G1061	1	are given in marriage	8	1.0
G1062	1	wedding feast	5	0.333
G1062	2	wedding	4	0.267
G1062	3	wedding feast	3	0.2
G1062	4	marriage	3	0.2
G1063	1	for	3	0.75
G1064	1	womb	7	0.778
G1065	1	indeed	1	1.0
G1067	1	hell	12	1.0
G1069	1	neighbors	4	1.0
G1070	1	you will laugh	2	1.0
G1072	1	filled	8	0.889
G1073	1	being full	11	1.0
G1074	1	generation	42	1.0
G1075	1	tracing his ancestry	1	1.0
G1076	1	genealogies	2	1.0
G1077	1	birthday	2	1.0
G1078	1	birth	2	0.4
G1079	1	birth	1	1.0
G1080	1	begat	46	0.489
G1080	2	having been born	43	0.457
G1080	3	she bore	2	0.021
G1081	1	Offspring	6	1.0
G1082	1	Gennesaret	1	1.0
G1084	1	born	2	1.0
G1085	1	kind	5	0.25
G1085	2	race	3	0.15
G1085	3	offspring	3	0.15
G1085	6	family	2	0.1
G1085	4	native	2	0.1
G1085	5	race	2	0.1
G1086	1	Gerasenes	3	1.0
G1087	1	Senate	1	1.0
G1088	1	old	1	1.0
G1089	1	shall taste	12	0.857
G1089	2	eat	2	0.143
G1090	1	it is tilled	1	1.0
G1091	1	field	1	1.0
G1092	1	farmers	16	0.941
G1093	1	earth	166	0.683
G1093	2	land	45	0.185
G1093	3	ground	20	0.082
G1093	4	soil	12	0.049
G1094	1	old age	1	1.0
G1095	1	you shall be old	2	1.0
G1096	1	became	154	0.233
G1096	2	may it be	106	0.161
G1096	3	came	76	0.115
G1096	4	it came to pass	54	0.082
G1096	5	it came to pass	45	0.068
G1096	6	take place	33	0.05
G1096	7	having become	28	0.042
G1096	8	be done	27	0.041
G1096	9	came	14	0.021
G1096	10	being made	12	0.018
G1096	11	came into being	10	0.015
G1096	15	arose	8	0.012
G1096	13	there was	8	0.012
G1096	12	having been	8	0.012
G1096	16	it came to pass	7	0.011
G1096	14	having taken place	7	0.011
G1096	17	having been born	6	0.009
G1096	18	he should	5	0.008
G1096	19	might become	4	0.006
G1096	20	become	4	0.006
G1096	21	might become	3	0.005
G1096	24	should happen	3	0.005
G1096	23	has come into being	3	0.005
G1096	22	it comes to pass	3	0.005
G1096	26	she is	3	0.005
G1096	28	having come	2	0.003
G1096	25	done	2	0.003
G1096	27	they might be	2	0.003
G1096	29	may it be	2	0.003
G1097	1	know	189	0.875
G1097	2	knew	10	0.046
G1097	3	Having known [this	6	0.028
G1097	4	know	6	0.028
G1097	5	knew	2	0.009
G1098	1	new wine	1	1.0
G1099	1	sweet	4	1.0
G1100	1	tongue	49	1.0
G1101	1	money bag	2	1.0
G1102	1	launderer	1	1.0
G1103	1	my] true	3	0.75
G1105	1	darkness	1	1.0
G1106	1	judgment	3	0.333
G1106	2	purpose	3	0.333
G1107	1	make known	21	0.808
G1107	2	will make known	3	0.115
G1107	3	I make known	2	0.077
G1108	1	knowledge	28	1.0
G1109	1	acquainted	1	1.0
G1110	1	known	12	0.8
G1110	2	acquaintances	2	0.133
G1111	1	they were grumbling	6	0.75
G1111	2	murmuring	2	0.25
G1112	1	murmuring	2	0.5
G1112	2	grumbling	2	0.5
G1113	1	grumblers	1	1.0
G1114	1	impostors	1	1.0
G1117	1	cargo	3	1.0
G1118	1	parents	20	1.0
G1119	1	knees	12	1.0
G1120	1	kneeling down to	2	0.5
G1120	2	having bowed the knees	2	0.5
G1121	1	letters	9	0.643
G1121	2	bill	3	0.214
G1122	1	scribes	60	0.984
G1123	1	written	1	1.0
G1124	1	Scripture	49	1.0
G1125	1	it has been written	189	0.995
G1126	1	silly	1	1.0
G1127	1	Watch	12	0.545
G1127	2	watch	7	0.318
G1127	3	he would have watched	2	0.091
G1128	1	Train	4	1.0
G1129	1	exercise	1	1.0
G1130	1	are poorly clad	1	1.0
G1131	1	naked	12	0.8
G1131	2	naked	2	0.133
G1132	1	nakedness	3	1.0
G1133	1	weak women	1	1.0
G1134	1	female	1	1.0
G1135	1	woman	127	0.617
G1135	2	wife	70	0.34
G1135	3	wives	9	0.044
G1137	1	corners	8	1.0
G1138	1	David	1	1.0
G1139	1	being possessed by demons	12	1.0
G1140	1	demons	58	0.983
G1141	1	demonic	1	1.0
G1142	1	demons	1	1.0
G1143	1	you bite	1	1.0
G1144	1	tears	10	1.0
G1145	1	Wept	1	1.0
G1146	1	ring	1	1.0
G1147	1	finger	7	1.0
G1150	1	is subdued	3	0.75
G1151	1	a heifer	1	1.0
G1153	1	the Damascenes	1	1.0
G1155	1	lend	3	0.75
G1156	1	debt	1	1.0
G1157	1	a creditor	1	1.0
G1159	1	having spent	4	0.8
G1160	1	cost	1	1.0
G1161	1	however	10	0.714
G1161	2	however	3	0.214
G1162	1	supplication	13	0.722
G1162	2	supplication	3	0.167
G1162	3	supplication	2	0.111
G1163	1	it behooves	87	0.87
G1163	3	it should	4	0.04
G1163	2	he ought	4	0.04
G1164	1	example	1	1.0
G1165	1	expose publicly	1	0.5
G1166	1	show	32	1.0
G1167	1	cowardice	1	1.0
G1168	1	let it fear	1	1.0
G1169	1	fearful	2	0.667
G1170	1	certain man	1	1.0
G1172	1	I may eat	2	0.667
G1173	1	supper	8	0.5
G1173	2	supper	8	0.5
G1175	1	religion	1	1.0
G1178	1	fifteen	1	1.0
G1180	1	fourteen	5	1.0
G1181	1	tithes	3	1.0
G1182	1	tenth	3	1.0
G1183	1	has collected a tenth	1	0.5
G1184	1	acceptable	3	0.6
G1185	1	being enticed	3	1.0
G1186	1	tree	25	1.0
G1187	1	spearmen	1	1.0
G1188	1	right hand	30	0.577
G1188	2	right	22	0.423
G1189	1	I implore	11	0.5
G1189	2	praying	9	0.409
G1189	3	I pray	2	0.091
G1190	1	Derbe	1	1.0
G1192	7	skins	1	1.0
G1193	1	leather	2	1.0
G1194	1	beating	12	0.8
G1194	2	you will be beaten	2	0.133
G1195	1	he was bound	2	0.667
G1197	1	bundles	1	1.0
G1198	1	prisoner	16	1.0
G1199	1	chains	12	0.667
G1199	2	chains	3	0.167
G1199	3	chains	2	0.111
G1200	1	jailer	3	1.0
G1201	1	prison house	3	0.75
G1202	1	prisoners	2	1.0
G1203	1	masters	10	1.0
G1206	1	on the second day	1	1.0
G1208	1	second	37	1.0
G1209	1	receives	48	0.857
G1209	2	Take	4	0.071
G1209	3	receive [it	3	0.054
G1210	1	bound	33	0.767
G1210	2	having been tied	4	0.093
G1210	3	having been bound	4	0.093
G1210	4	having bound	2	0.047
G1212	1	it is] evident	2	0.667
G1213	1	was signifying	4	0.571
G1213	2	It was shown	2	0.286
G1215	1	was making an address	1	1.0
G1217	1	builder [is	1	1.0
G1218	2	people	2	0.5
G1218	1	people	2	0.5
G1219	1	public	1	1.0
G1220	1	denarius	15	1.0
G1223	1	through	8	0.8
G1224	1	pass	1	0.5
G1225	1	was accused	1	1.0
G1226	1	they confidently assert	2	1.0
G1227	1	you will see clearly	2	0.667
G1228	1	devil	32	0.914
G1228	2	slanderers	3	0.086
G1229	1	declare	2	0.667
G1230	1	having passed	3	1.0
G1231	1	examine	1	0.5
G1233	1	decision	1	1.0
G1234	1	were grumbling	2	1.0
G1235	1	having awoken fully	1	1.0
G1236	2	we may lead	1	0.5
G1237	1	having received by succession	1	1.0
G1238	1	royal crowns	2	1.0
G1239	1	he divides	4	1.0
G1240	1	successor	1	1.0
G1241	1	He girded	3	1.0
G1242	1	covenant	33	1.0
G1243	1	varieties	3	1.0
G1244	1	he divided	2	1.0
G1245	1	He will clear	2	1.0
G1246	1	he was refuting	1	1.0
G1247	1	serve	30	0.811
G1247	2	being administered	2	0.054
G1247	3	let them serve	2	0.054
G1248	1	ministry	23	0.676
G1248	2	service	6	0.176
G1248	3	distribution	3	0.088
G1249	1	servant	25	0.862
G1249	2	Deacons	3	0.103
G1250	1	two hundred	6	0.75
G1250	2	two hundred	2	0.25
G1251	1	I will hear fully	1	1.0
G1252	1	doubting	8	0.421
G1252	3	discern	2	0.105
G1252	2	He made distinction	2	0.105
G1252	4	discerning	2	0.105
G1253	1	distinguishing	2	0.667
G1255	2	were being talked about	1	0.5
G1256	1	he reasoned	6	0.462
G1256	2	they had been discussing	2	0.154
G1256	3	talked	2	0.154
G1257	1	has ceased	1	1.0
G1258	1	language	6	1.0
G1259	1	be reconciled	1	1.0
G1260	1	reason you	8	0.5
G1260	2	they were reasoning	6	0.375
G1261	1	thoughts	7	0.5
G1261	4	argument	2	0.143
G1261	3	doubts	2	0.143
G1261	2	thinking	2	0.143
G1262	1	were dispersed	1	1.0
G1263	1	testify fully	9	0.6
G1263	2	I earnestly testify	3	0.2
G1263	3	he might warn	2	0.133
G1264	1	they were contending	1	1.0
G1265	1	remained	3	0.6
G1266	1	they divided	8	0.8
G1266	2	divide [it	2	0.2
G1267	1	division	1	1.0
G1268	1	it might spread	1	1.0
G1269	1	making signs	1	1.0
G1270	1	thoughts	1	1.0
G1271	1	mind	9	0.75
G1271	2	understanding	2	0.167
G1272	1	Be opened	6	0.75
G1272	2	He was opening	2	0.25
G1273	1	spending the night	1	1.0
G1274	1	having completed	1	1.0
G1276	1	having passed over	5	0.833
G1277	1	having sailed across [the sea	1	1.0
G1278	1	being distressed	1	0.5
G1279	2	is passing along	2	0.4
G1279	1	passing along	2	0.4
G1280	1	was perplexed	4	1.0
G1282	1	they were cut [to the heart	2	1.0
G1283	1	he will plunder	3	1.0
G1284	1	having torn	4	0.8
G1285	2	Explain	1	0.5
G1286	1	extort	1	1.0
G1287	1	will be scattered	7	0.778
G1287	2	he wasted	2	0.222
G1288	2	had been torn in two	1	0.5
G1289	1	having been scattered	3	1.0
G1290	1	Dispersion	2	1.0
G1291	1	He instructed	3	0.5
G1291	2	He instructed	2	0.333
G1292	1	afterward	1	1.0
G1293	1	distinction	3	1.0
G1294	2	perverted	2	0.286
G1294	1	perverse things	2	0.286
G1295	1	He might save	3	0.375
G1295	2	they might bring [him] safely	2	0.25
G1296	2	ordination	1	0.5
G1297	1	edict	1	1.0
G1298	1	she was troubled	1	1.0
G1299	1	had commanded	5	0.312
G1299	2	having been commanded	4	0.25
G1299	3	commanding	2	0.125
G1299	4	having commanded	2	0.125
G1299	5	having arranged	2	0.125
G1300	1	you continue	1	1.0
G1301	1	was treasuring up	2	1.0
G1303	1	I will make	4	0.667
G1303	2	appoint	2	0.333
G1304	1	they stayed	5	0.556
G1304	2	he stayed [there	4	0.444
G1305	1	sustenance	1	1.0
G1306	1	shall have dawned	1	1.0
G1307	1	transparent	1	1.0
G1308	1	are more valuable	3	0.231
G1308	2	are worth more	2	0.154
G1308	4	being superior	2	0.154
G1308	3	differs	2	0.154
G1309	1	should escape	1	1.0
G1310	1	they make known	2	1.0
G1311	1	destroy	5	0.833
G1312	1	decay	6	1.0
G1313	1	more excellent	2	0.5
G1314	1	guard	1	1.0
G1315	1	killed	2	1.0
G1316	1	departing	1	1.0
G1317	1	able to teach	2	1.0
G1318	1	taught	3	1.0
G1319	1	teaching	17	0.81
G1319	2	teachings	4	0.19
G1320	1	Teacher	59	1.0
G1321	1	teaching	92	1.0
G1322	1	teaching	25	0.962
G1323	1	didrachmas	1	1.0
G1324	1	Didymus	3	1.0
G1325	1	give	365	0.922
G1325	2	May grant	7	0.018
G1325	3	putting	6	0.015
G1325	4	give	5	0.013
G1325	5	were yielding	3	0.008
G1325	6	give	2	0.005
G1325	7	will You allow	2	0.005
G1326	1	was agitated	3	0.5
G1326	2	having been awoken	2	0.333
G1327	1	thoroughfares	1	1.0
G1328	1	interpreter	1	1.0
G1329	1	He interpreted	5	0.833
G1330	1	having passed through	7	0.171
G1330	2	passing through	6	0.146
G1330	3	having passed	5	0.122
G1330	4	it passes	4	0.098
G1330	5	they were passing	3	0.073
G1330	6	come	3	0.073
G1330	7	went about	3	0.073
G1330	8	Having passed through	3	0.073
G1330	10	Let us pass over	2	0.049
G1330	11	Was spread abroad	2	0.049
G1331	1	having inquired for	1	1.0
G1332	1	two years old	1	1.0
G1333	1	Two years	2	1.0
G1334	1	related	5	0.714
G1334	2	they should tell	2	0.286
G1335	1	narration	1	1.0
G1336	1	all time	3	0.75
G1337	1	between two seas	1	1.0
G1338	1	penetrating	1	1.0
G1339	1	having elapsed	1	0.333
G1340	1	strongly affirmed [it	2	1.0
G1341	1	righteous judgement	1	1.0
G1342	1	righteous	70	0.897
G1342	2	right	8	0.103
G1343	1	righteousness	86	1.0
G1344	1	justifying	35	0.921
G1344	2	was justified	3	0.079
G1345	1	ordinances	3	0.3
G1345	2	act of righteousness	3	0.3
G1345	3	regulations	2	0.2
G1347	1	justification	2	1.0
G1348	1	judge	2	1.0
G1349	1	penalty	3	0.75
G1350	1	nets	10	1.0
G1351	1	double-tongued	1	1.0
G1352	4	Therefore	1	1.0
G1353	1	was traveling	1	0.5
G1354	1	were] Dionysius	1	1.0
G1356	1	fallen from the sky	1	1.0
G1357	1	excellent measures	2	1.0
G1358	2	break in	2	0.5
G1358	1	be broken into	2	0.5
G1359	1	Dioscuri	1	1.0
G1362	1	double	3	0.75
G1363	1	pay back double	1	1.0
G1364	2	twice	1	1.0
G1365	1	did you doubt	2	1.0
G1366	1	two-edged	3	1.0
G1367	1	two thousand	1	1.0
G1368	1	straining out	1	1.0
G1369	1	set at variance	1	1.0
G1370	1	divisions	2	1.0
G1371	1	will cut in pieces	2	1.0
G1372	1	thirsting	15	1.0
G1373	1	thirst	1	1.0
G1374	1	double-minded	2	1.0
G1375	1	persecution	10	1.0
G1376	1	persecutor	1	1.0
G1377	1	persecuting	31	0.705
G1377	2	pursue	13	0.295
G1378	1	decrees	4	0.8
G1379	1	do you submit to decrees	1	1.0
G1380	1	think	38	0.633
G1380	2	he seems	5	0.083
G1380	3	it seemed good	4	0.067
G1380	4	esteemed	4	0.067
G1380	6	they think	3	0.05
G1380	5	you expect	3	0.05
G1380	7	it seemed good	2	0.033
G1381	1	approve	9	0.391
G1381	2	test	6	0.261
G1381	3	test	4	0.174
G1381	5	prove	2	0.087
G1382	1	character	3	0.429
G1382	3	proof	2	0.286
G1382	2	proof	2	0.286
G1383	1	testing	1	0.5
G1384	1	approved	7	1.0
G1385	1	beam	6	1.0
G1386	1	deceitful	1	1.0
G1387	1	they keep practicing deceit	1	1.0
G1388	1	deceit	8	0.8
G1388	2	by guile	2	0.2
G1389	1	falsifying	1	1.0
G1390	1	gifts	4	1.0
G1391	1	glory	160	0.982
G1391	2	glory	3	0.018
G1392	1	glorify	57	0.934
G1392	2	having been made glorious	2	0.033
G1394	1	giving	2	1.0
G1395	1	giver	1	1.0
G1396	1	bring [it] into servitude	1	1.0
G1397	1	slavery	5	1.0
G1398	1	serve	17	0.68
G1398	2	have we been under bondage	5	0.2
G1399	1	handmaid	2	1.0
G1401	1	servant	125	1.0
G1402	1	they will enslave	5	0.625
G1402	2	is under bondage	3	0.375
G1403	1	banquet	2	1.0
G1404	1	dragon	13	1.0
G1405	1	catching	1	1.0
G1406	1	drachma	3	1.0
G1407	1	sickle	8	1.0
G1408	1	course	3	1.0
G1410	1	is able	169	0.841
G1410	2	is able	10	0.05
G1410	3	I am able	6	0.03
G1410	4	was able	3	0.015
G1410	5	you will be able	3	0.015
G1410	6	they might be able	2	0.01
G1411	1	power	89	0.781
G1411	2	miracles	18	0.158
G1411	3	their] ability	3	0.026
G1411	4	miraculous powers	2	0.018
G1412	1	being strengthened	1	0.5
G1413	3	rulers	1	0.333
G1414	1	able is	2	0.667
G1415	1	possible	13	0.419
G1415	2	able	8	0.258
G1415	3	mighty	5	0.161
G1415	4	strong	3	0.097
G1416	1	went down	2	1.0
G1417	1	two	13	0.867
G1419	1	heavy to bear	1	1.0
G1420	1	dysentery	1	1.0
G1421	1	difficult in interpretation	1	1.0
G1422	1	difficult	1	1.0
G1423	1	difficultly	1	1.0
G1424	1	west	4	1.0
G1425	1	difficult to be understood	1	1.0
G1426	1	bad report	1	1.0
G1427	1	twelve	2	1.0
G1428	1	twelfth	1	1.0
G1429	1	twelve tribes	1	1.0
G1430	1	housetop	5	0.833
G1431	1	gift	10	1.0
G1432	1	freely	1	1.0
G1433	1	He granted	2	1.0
G1434	1	gift	2	1.0
G1435	1	gifts	19	1.0
G1437	2	if	2	0.5
G1438	1	for themselves	3	1.0
G1439	1	did He allow	6	0.545
G1439	2	have allowed	2	0.182
G1442	1	seventh	9	1.0
G1445	1	Hebrews	4	1.0
G1446	1	Hebrew	3	1.0
G1448	1	has drawn near	25	0.595
G1448	2	He drew near	7	0.167
G1448	3	Has drawn near	6	0.143
G1448	4	has drawn near	3	0.071
G1449	1	having been inscribed	3	1.0
G1450	1	guarantee	1	1.0
G1453	1	are raised	83	0.585
G1453	2	Arise	36	0.254
G1453	3	raise up	15	0.106
G1453	4	there has risen	4	0.028
G1453	5	they awoke	2	0.014
G1454	1	resurrection	1	1.0
G1455	1	spies	1	1.0
G1456	1	Feast of Dedication	1	1.0
G1457	1	has been inaugurated	2	1.0
G1458	1	being accused	5	0.714
G1459	1	have You forsaken	6	0.667
G1459	2	You will abandon	2	0.222
G1460	1	dwelling	1	1.0
G1461	1	were grafted in	4	0.667
G1461	2	were grafted	2	0.333
G1462	1	accusation	2	1.0
G1463	1	gird on	1	1.0
G1464	1	hindrance	1	1.0
