strong	sense	gloss	count	share
G1465	1	I have been hindered	4	0.8
G1466	1	self-control	4	1.0
G1467	2	they have self-control	1	0.5
G1468	1	and] disciplined	1	1.0
G1469	1	classify	1	1.0
G1470	1	hid	1	1.0
G1471	1	with child	1	1.0
G1472	1	anoint	1	1.0
G1473	1	Me	55	0.873
G1473	2	me	7	0.111
G1474	1	will level to the ground	1	1.0
G1475	1	ground	1	1.0
G1476	1	steadfast	2	0.667
G1477	1	base	1	1.0
G1479	1	self-imposed worship	1	1.0
G1480	1	having become customary	1	1.0
G1481	1	governor	1	1.0
G1482	1	Gentiles	4	1.0
G1484	1	Gentiles	90	0.566
G1484	2	nations	68	0.428
G1485	1	custom	11	0.917
G1486	1	custom	3	0.75
G1487	1	if	7	0.778
G1491	1	form	3	0.6
G1492	1	I know	311	0.99
G1492	2	having known	2	0.006
G1493	1	idol’s temple	1	1.0
G1494	1	sacrificed to idols	7	0.7
G1494	2	things sacrificed to idols	2	0.2
G1495	1	idolatry	4	1.0
G1496	1	idolaters	7	1.0
G1497	1	idols	10	1.0
G1501	1	twenty	11	1.0
G1502	1	did we yield	1	1.0
G1503	1	is like	2	1.0
G1504	1	image	22	1.0
G1505	1	sincerity	3	1.0
G1506	1	pure	2	1.0
G1510	1	is	1989	0.898
G1510	2	are you	76	0.034
G1510	3	is	28	0.013
G1510	4	is	20	0.009
G1510	5	is He	16	0.007
G1510	6	is	10	0.005
G1510	7	it is	9	0.004
G1510	9	is	6	0.003
G1510	8	is	6	0.003
G1510	10	is	3	0.001
G1510	14	it was	2	0.001
G1510	16	it is	2	0.001
G1510	17	was	2	0.001
G1510	15	was	2	0.001
G1510	11	was	2	0.001
G1510	12	is	2	0.001
G1510	19	is it	2	0.001
G1510	18	was He	2	0.001
G1510	20	is it	2	0.001
G1514	1	be at peace	3	0.75
G1515	1	peace	91	1.0
G1516	1	peaceable	1	0.5
G1517	1	having made peace	1	1.0
G1518	1	peacemakers	1	1.0
G1519	1	into	24	0.774
G1519	2	into	3	0.097
G1519	3	to	3	0.097
G1520	1	one	311	0.945
G1520	2	first [day	14	0.043
G1520	3	one	3	0.009
G1521	1	be brought	7	0.636
G1521	2	were bringing in	4	0.364
G1522	1	has been heard	5	1.0
G1523	1	will receive	1	1.0
G1524	1	enter	3	0.75
G1525	1	enter	164	0.877
G1525	2	having come in	11	0.059
G1525	3	You should come	6	0.032
G1525	4	he will go in	2	0.011
G1528	1	Having called in	1	1.0
G1529	1	coming	2	0.4
G1530	1	having risen up	3	1.0
G1531	1	entering	15	0.882
G1532	1	having run in	1	1.0
G1533	1	lead	6	0.75
G1533	2	bring in	2	0.25
G1537	1	out from	10	0.714
G1537	2	from	3	0.214
G1538	1	each	75	0.915
G1538	2	each	3	0.037
G1540	3	hundred	1	1.0
G1541	1	hundred years old	1	1.0
G1542	1	hundredfold	2	1.0
G1543	1	centurion	20	1.0
G1544	1	cast out	40	0.494
G1544	2	cast out	8	0.099
G1544	3	cast out	5	0.062
G1544	4	had been put outside	4	0.049
G1544	5	drives out	4	0.049
G1544	6	cast out	4	0.049
G1544	10	puts forth	2	0.025
G1544	8	He sent away	2	0.025
G1544	9	having put out	2	0.025
G1544	11	are being cast	2	0.025
G1544	7	shall I cast	2	0.025
G1545	2	escape	1	0.5
G1546	1	jettison of cargo	1	1.0
G1549	1	grandchildren	1	1.0
G1550	1	will be utterly spent	1	1.0
G1551	1	waiting for	3	0.5
G1552	1	plain	1	1.0
G1553	1	we are absent	3	1.0
G1554	1	rented out	3	1.0
G1555	2	should declare it	1	0.5
G1556	1	avenge	4	0.667
G1556	2	Avenge	2	0.333
G1557	1	vengeance	6	0.667
G1557	2	avenging	3	0.333
G1558	1	avenger	2	1.0
G1559	1	having driven out	1	1.0
G1560	1	delivered up	1	1.0
G1561	1	expectation	1	1.0
G1562	1	having stripped	4	0.8
G1563	1	there	2	1.0
G1565	1	that	7	1.0
G1567	1	may seek out	4	0.571
G1567	2	might be charged	2	0.286
G1568	1	were greatly amazed	3	0.75
G1569	1	greatly amazed	1	1.0
G1570	2	abandon	1	1.0
G1571	1	Cleanse out	1	0.5
G1572	1	were inflamed	1	1.0
G1573	1	lose heart	5	0.833
G1574	1	they have pierced	2	1.0
G1575	1	were broken off	3	1.0
G1576	1	It has been excluded	2	1.0
G1577	1	church	107	0.955
G1577	2	assembly	3	0.027
G1577	3	congregation	2	0.018
G1578	1	have turned away	3	1.0
G1579	1	having swum away	1	1.0
G1580	1	was being carried out	1	1.0
G1581	1	cut off	5	0.556
G1581	2	is cut down	4	0.444
G1582	1	were hanging on	1	1.0
G1583	1	tell	1	1.0
G1584	1	will shine forth	1	1.0
G1585	1	you have forgotten	1	1.0
G1586	1	chose	19	0.905
G1586	2	having chosen	2	0.095
G1587	1	it fails	3	0.75
G1588	1	elect	21	0.955
G1589	1	election	3	0.429
G1589	2	election	2	0.286
G1590	1	they will faint	2	0.5
G1591	1	she was wiping [them	5	1.0
G1592	2	they were ridiculing	1	0.5
G1593	1	had moved away	1	1.0
G1594	1	Sober up	1	1.0
G1595	1	willingness	1	1.0
G1598	1	you shall test	4	1.0
G1599	1	having been sent forth	1	0.5
G1600	1	I have stretched out	1	1.0
G1601	1	fell	3	0.3
G1601	2	they should fall	3	0.3
G1601	3	you have fallen away	2	0.2
G1602	1	sailed away	3	1.0
G1603	1	has fulfilled	1	1.0
G1604	1	fulfillment	1	1.0
G1605	1	they were astonished	13	1.0
G1606	1	He breathed His last	3	1.0
G1607	1	go forth	10	0.303
G1607	2	were going out	9	0.273
G1607	3	going forth	7	0.212
G1607	4	going forth	6	0.182
G1608	1	having indulged in sexual immorality	1	1.0
G1609	1	reject [me] with contempt	1	1.0
G1610	1	it will be rooted up	3	1.0
G1611	1	amazement	3	0.429
G1611	2	trance	3	0.429
G1612	1	is corrupt	1	1.0
G1613	1	exceedingly trouble	1	1.0
G1614	1	having stretched out	12	0.8
G1615	1	finish	2	1.0
G1616	1	earnestness	1	1.0
G1618	1	fervent	1	1.0
G1619	1	fervently	1	1.0
G1620	1	he set [it] forth	3	0.75
G1621	1	shake off	3	0.75
G1623	1	sixth	14	1.0
G1624	1	have turned aside	4	0.8
G1625	1	he nourishes	1	0.5
G1626	1	untimely birth	1	1.0
G1627	1	having carried [him] out	4	0.5
G1628	1	will escape	7	0.875
G1629	1	frighten	1	1.0
G1630	1	terrified	2	1.0
G1631	1	it puts forth	2	1.0
G1632	1	poured out	19	0.76
G1632	2	being poured out	4	0.16
G1633	1	let them depart out	1	1.0
G1634	1	he breathed his last	3	1.0
G1635	1	willingly	2	1.0
G1636	1	Olives	12	0.8
G1636	2	olive tree	3	0.2
G1637	1	oil	9	1.0
G1638	1	Olivet	1	1.0
G1640	1	inferior	2	0.5
G1641	1	had lack	1	1.0
G1642	1	You made lower	2	0.667
G1643	1	being driven	3	0.6
G1643	2	rowing	2	0.4
G1644	1	lightness	1	1.0
G1645	1	light	2	1.0
G1646	1	least	11	0.846
G1647	1	very least	1	1.0
G1649	1	reproof	1	1.0
G1650	1	conviction	2	1.0
G1651	1	rebuke	7	0.412
G1651	2	convicts	5	0.294
G1651	3	may be exposed	4	0.235
G1652	1	more to be pitied	1	0.5
G1653	1	have mercy on	16	0.571
G1653	2	showing mercy	7	0.25
G1653	3	will receive mercy	2	0.071
G1653	4	I may show mercy	2	0.071
G1654	1	alms	9	0.692
G1654	2	alms	3	0.231
G1655	1	merciful	2	1.0
G1656	1	mercy	27	1.0
G1657	1	freedom	10	1.0
G1658	1	free	22	1.0
G1659	1	will set free	4	0.571
G1659	2	Having been set free	3	0.429
G1660	1	coming	1	1.0
G1661	1	ivory	1	1.0
G1667	1	You will roll up	2	1.0
G1668	1	sores	3	1.0
G1669	1	being full of sores	1	1.0
G1670	1	draws	5	0.714
G1672	1	Greek	9	0.9
G1673	1	Greek	1	1.0
G1674	1	Gentile	2	1.0
G1675	1	Hellenists	2	1.0
G1677	2	is imputed	1	0.5
G1679	1	I hope	28	0.933
G1679	2	we have hope	2	0.067
G1680	1	hope	53	1.0
G1684	1	having entered	15	0.882
G1685	1	cast	1	1.0
G1686	1	having dipped	2	1.0
G1687	1	detailing	1	1.0
G1688	1	he placed	1	1.0
G1689	1	having looked at	8	0.727
G1689	3	he began to see	2	0.182
G1690	1	strictly instructed	2	0.4
G1690	2	He was deeply moved	2	0.4
G1692	1	spit	1	1.0
G1693	1	being furious	1	1.0
G1696	1	continue	2	0.5
G1699	1	My	2	0.667
G1701	1	mockings	2	1.0
G1702	1	they had mocked	10	0.909
G1703	1	scoffers	1	1.0
G1704	1	will walk among [them	1	1.0
G1705	1	He has filled	4	0.8
G1706	1	he might fall	7	1.0
G1707	1	entangles himself	1	1.0
G1708	1	braiding	1	1.0
G1709	1	breathing out	1	1.0
G1710	2	will trade	1	0.5
G1711	1	business	1	1.0
G1712	1	trade	1	1.0
G1713	1	merchants	5	1.0
G1714	1	he burned	1	1.0
G1715	1	before	2	0.667
G1716	1	will spit upon	4	0.667
G1716	2	they spat	2	0.333
G1717	1	manifest	2	1.0
G1718	1	made a representation	3	0.3
G1718	3	appeared	2	0.2
G1718	2	will show	2	0.2
G1719	1	Terrified	5	1.0
G1720	1	He breathed on [them	1	1.0
G1721	1	implanted	1	1.0
G1722	1	in	35	0.814
G1722	2	in	3	0.07
G1722	3	in	2	0.047
G1723	1	having taken in [His] arms	2	1.0
G1724	1	things of the sea	1	1.0
G1727	1	contrary [was	3	0.375
G1727	2	contrary	2	0.25
G1728	1	Having begun	2	1.0
G1729	1	in need	1	1.0
G1730	1	This is] a plain token	1	1.0
G1731	1	show	7	0.636
G1731	2	I might show	3	0.273
G1732	1	showing forth	1	0.333
G1734	1	eleventh	3	1.0
G1735	1	it is possible [for	1	1.0
G1736	1	being at home	3	1.0
G1737	1	they put on	2	1.0
G1738	1	just	2	1.0
G1739	1	structure	1	1.0
G1740	1	be glorified	2	1.0
G1741	1	splendid	2	0.5
G1742	1	clothing	7	0.875
G1743	1	was strengthened	5	0.714
G1744	1	entering	1	1.0
G1745	1	putting on	1	1.0
G1746	1	put on	21	0.75
G1746	2	having been clothed in	6	0.214
G1747	1	ambush	2	1.0
G1748	2	watching	1	0.5
G1750	1	he wrapped [Him] in	1	1.0
G1751	1	being within	1	1.0
G1753	1	working	7	0.875
G1754	1	working	16	0.762
G1754	3	operate	2	0.095
G1754	2	operating	2	0.095
G1755	1	workings	1	0.5
G1756	1	productive	3	1.0
G1757	1	will be blessed	2	1.0
G1758	2	held it	1	0.333
G1759	1	here	1	1.0
G1760	1	having pondered	3	1.0
G1761	1	thoughts	3	0.75
G1762	1	there is	6	1.0
G1763	1	year	12	0.857
G1763	2	year	2	0.143
G1764	1	things present	5	0.714
G1764	2	is present	2	0.286
G1765	1	strengthening	2	1.0
G1766	1	ninth	10	1.0
G1769	1	speechless	1	1.0
G1770	1	They were making signs	1	1.0
G1771	1	intentions	1	0.5
G1772	2	lawful	1	0.5
G1774	1	dwelling	5	1.0
G1775	1	unity	2	1.0
G1776	1	troubled	2	1.0
G1777	1	liable	7	0.7
G1777	2	Deserving	2	0.2
G1778	1	precepts	3	1.0
G1779	1	burial	2	1.0
G1780	1	burial	2	1.0
G1781	1	He will give orders	13	0.867
G1783	1	intercessions	2	1.0
G1784	1	and] precious	2	0.5
G1785	1	commandment	61	0.938
G1785	2	command	4	0.062
G1786	1	that place	1	1.0
G1788	1	They will respect	6	0.667
G1788	2	he may be ashamed	2	0.222
G1789	1	being nourished	1	1.0
G1790	1	Terrified	3	1.0
G1791	1	shame	2	1.0
G1792	1	reveling	1	1.0
G1793	1	He intercedes	2	0.5
G1794	1	wrapped	2	0.667
G1795	1	having been engraved	1	1.0
G1796	1	having insulted	1	1.0
G1797	1	will dream	2	1.0
G1798	1	dreams	1	1.0
G1799	3	in the sight of	1	0.5
G1801	1	give heed to	1	1.0
G1804	1	you may proclaim	1	1.0
G1805	2	redeemed	2	0.5
G1805	1	redeeming	2	0.5
G1806	1	they are leading out	8	0.667
G1806	2	having brought out	2	0.167
G1806	3	let them bring out	2	0.167
G1807	1	rescued	6	0.75
G1807	2	pluck out	2	0.25
G1808	1	Expel	1	1.0
G1809	1	demanded to have	1	1.0
G1811	1	having followed out	3	1.0
G1812	1	six hundred	2	1.0
G1813	2	having blotted out	2	0.4
G1813	1	will wipe away	2	0.4
G1814	1	leaping up	1	1.0
G1815	1	resurrection	1	1.0
G1816	1	it sprang up	2	1.0
G1817	1	raise up	2	0.667
G1818	1	deceived	6	1.0
G1820	1	despair	2	1.0
G1821	1	sent forth	7	0.538
G1821	2	sent away	5	0.385
G1822	2	having been fully equipped	1	1.0
G1823	1	became dazzling	1	1.0
G1825	1	I have raised up	2	1.0
G1826	1	Having departed	2	0.5
G1826	2	they departed	2	0.5
G1828	1	being drawn away	1	1.0
G1829	1	vomit	1	1.0
G1830	1	searched out diligently	1	1.0
G1831	1	went out	97	0.453
G1831	2	having gone out	42	0.196
G1831	3	came forth	19	0.089
G1831	4	went out	15	0.07
G1831	5	having gone out	13	0.061
G1831	6	go forth	10	0.047
G1831	7	having gone forth	5	0.023
G1831	8	having gone forth	4	0.019
G1831	9	having come	3	0.014
G1831	11	having gone out	2	0.009
G1831	10	Depart	2	0.009
G1832	1	it is lawful	26	0.867
G1832	3	it is lawful	2	0.067
G1832	2	it is permitted [me	2	0.067
G1833	1	search	3	1.0
G1834	1	began relating	4	0.667
G1834	2	has made [Him] known	2	0.333
G1837	1	has sounded forth	1	1.0
G1838	1	constant use	1	1.0
G1839	1	were amazed	15	0.882
G1840	1	you may be fully able	1	1.0
G1841	1	going out	3	1.0
G1842	1	will be utterly destroyed	1	1.0
G1843	1	confessing	7	0.7
G1843	2	I fully consent	2	0.2
G1844	1	I adjure	1	1.0
G1845	1	exorcists	1	1.0
G1846	2	having broken up [it	1	0.5
G1847	1	be set at naught	1	1.0
G1848	1	despising	5	0.455
G1848	2	being despised	3	0.273
G1849	1	authority	88	0.88
G1849	2	authority	12	0.12
G1850	1	has authority over	2	0.5
G1851	1	prominence	1	1.0
G1852	1	I may awaken	1	1.0
G1853	1	Awoken	1	1.0
G1856	1	drove out	1	0.5
G1857	1	outer	3	1.0
G1858	1	we might celebrate the feast	1	1.0
G1859	1	feast	24	1.0
G1860	1	promise	51	1.0
G1861	1	promised	11	0.786
G1861	2	professing	2	0.143
G1862	1	promises	2	1.0
G1863	1	bringing upon	2	0.667
G1864	1	contend earnestly	1	1.0
G1865	1	being pressed around together	1	1.0
G1867	1	praised	6	1.0
G1868	1	praise	11	1.0
G1869	1	having lifted up	11	0.611
G1869	2	having lifted up	4	0.222
G1870	1	will be ashamed of	11	1.0
G1871	1	beg	2	1.0
G1872	1	accompanying	2	0.5
G1873	1	I listened to	1	1.0
G1874	1	Were listening	1	1.0
G1877	1	put off	2	0.667
G1878	1	reminding	1	1.0
G1879	1	will rest	2	1.0
G1880	1	returning	2	1.0
G1881	1	will rise up	2	1.0
G1882	1	correction	1	1.0
G1884	1	she has imparted relief	3	1.0
G1885	1	province	2	1.0
G1886	1	homestead	1	1.0
G1890	1	foaming out	1	1.0
G1892	1	they stirred up	2	1.0
G1893	4	since	1	1.0
G1894	4	since	1	1.0
G1896	1	He looked upon [me	1	0.5
G1898	1	introduction	1	1.0
G1899	1	then	1	1.0
G1901	1	reaching forward	1	1.0
G1902	1	be clothed with	1	0.5
G1903	1	outer garment	1	1.0
G1904	1	will come	6	0.6
G1904	2	is coming	3	0.3
G1905	1	were asking	35	0.636
G1905	2	asked	20	0.364
G1906	1	demand	1	1.0
G1907	3	remarking	1	0.2
G1908	1	mistreating	2	1.0
G1909	1	upon	16	0.8
G1909	2	against	2	0.1
G1909	4	on	2	0.1
G1910	1	I arrived	2	0.333
G1910	2	having gone on board	2	0.333
G1911	1	laid	5	0.278
G1911	2	puts	4	0.222
G1911	3	they laid	3	0.167
G1911	4	lay	2	0.111
G1912	1	burden	2	0.667
G1913	1	having put	2	0.667
G1914	1	He has looked	3	1.0
G1915	1	patch	3	1.0
G1917	1	plot	4	1.0
G1918	1	will marry	1	1.0
G1919	1	earthly	6	0.857
G1920	1	having come on	1	1.0
G1921	1	having recognized	16	0.372
G1921	2	know	12	0.279
G1921	3	having known	4	0.093
G1921	4	having learned	3	0.07
G1921	5	understand	3	0.07
G1921	7	know	2	0.047
G1921	6	I will know fully	2	0.047
G1922	1	knowledge	18	0.947
G1923	1	inscription	5	1.0
G1924	1	I will inscribe	3	0.6
G1924	2	had been inscribed	2	0.4
G1925	1	show	7	1.0
G1926	1	welcomes	2	1.0
G1927	1	visiting [here	2	1.0
G1928	1	adds thereto	1	1.0
G1929	1	will he give	7	0.778
G1930	1	you might set in order	1	1.0
G1931	1	let set	1	1.0
G1932	1	kindness	2	1.0
G1933	1	gentle	5	1.0
G1934	1	I seek after	10	0.769
G1934	2	seek after	2	0.154
G1935	1	appointed to death	1	1.0
G1936	1	laying on	4	1.0
G1937	1	lust after	7	0.438
G1937	2	he was longing	5	0.312
G1937	3	you shall covet	3	0.188
G1938	1	desirers	1	1.0
G1939	1	desires	23	0.622
G1939	2	desires	12	0.324
G1940	1	He sat	1	1.0
G1941	1	calling on	22	0.733
G1941	2	I appeal	6	0.2
G1941	3	he was calling out	2	0.067
G1942	1	cover-up	1	1.0
G1943	1	are covered	1	1.0
G1944	1	Cursed [is	3	1.0
G1945	1	was lying	2	0.286
G1947	1	Help	1	1.0
G1948	1	sentenced	1	1.0
G1949	1	took hold	6	0.316
G1949	2	having taken hold of	5	0.263
G1949	3	having laid hold on	4	0.211
G1949	4	they might catch	2	0.105
G1949	5	He helps	2	0.105
G1950	1	they forgot	6	0.75
G1950	2	be forgetful	2	0.25
G1951	1	called	1	0.5
G1952	1	Will fail	1	1.0
G1953	1	forgetful	1	1.0
G1954	1	remaining	1	1.0
G1955	1	interpretation	1	1.0
G1956	2	He would explain	1	0.5
G1957	1	testifying	1	1.0
G1958	1	care	1	1.0
G1959	1	took care	3	1.0
G1961	1	remain	6	0.375
G1961	2	continued	5	0.312
G1961	3	remain	4	0.25
G1962	1	he did consent	1	1.0
G1963	1	intent	1	1.0
G1964	1	shall you swear falsely	1	1.0
G1965	1	perjurers	1	1.0
G1966	1	following	5	1.0
G1967	1	daily	2	1.0
G1968	1	fell	8	0.727
G1968	2	fell	2	0.182
G1969	1	do rebuke	1	1.0
G1971	1	longing	5	0.556
G1971	2	yearns	2	0.222
G1972	1	earnest desire	2	1.0
G1973	1	longed for	1	1.0
G1974	1	great desire	1	1.0
G1975	1	are coming	1	1.0
G1976	1	sews	1	1.0
G1977	1	having cast	1	0.5
G1978	2	notable	1	0.5
G1979	1	provisions	1	1.0
G1980	1	visit	8	0.727
G1980	2	visited	2	0.182
G1982	1	overshadowed	4	0.8
G1983	1	observing	1	1.0
G1984	1	visitation	2	0.5
G1985	1	overseers	5	1.0
G1986	1	let him be uncircumcised	1	1.0
G1987	1	know	12	0.8
G1987	2	understand	2	0.133
G1988	1	Master	7	1.0
G1989	1	write	2	1.0
G1990	1	understanding	1	1.0
G1991	1	strengthening	2	1.0
G1992	1	letter	23	1.0
G1993	1	silence	1	1.0
G1994	1	turn	16	0.485
G1994	2	let return	9	0.273
G1994	3	let him return	5	0.152
G1994	4	having turned	3	0.091
G1995	1	conversion	1	1.0
G1996	1	have gathered together	6	0.75
G1997	1	gathering together	2	1.0
G1998	1	was running together	1	1.0
G1999	2	tumultuous gathering	1	0.5
G2000	1	dangerous	1	1.0
G2001	1	they kept insisting	1	1.0
G2002	1	they will gather around [them	1	1.0
G2003	1	commandment	7	1.0
G2004	1	He commands	9	0.9
G2005	1	perfecting	3	0.3
G2005	2	complete	3	0.3
G2005	3	having finished	2	0.2
G2006	1	needful things	1	1.0
G2007	1	having laid	12	0.3
G2007	2	having laid	8	0.2
G2007	3	lay	5	0.125
G2007	4	they put [it	3	0.075
G2007	6	He added	3	0.075
G2007	5	You would lay	2	0.05
G2007	7	should add	2	0.05
G2008	1	He rebuked	27	0.9
G2008	2	He warned	3	0.1
G2009	1	punishment	1	1.0
G2010	1	allow	11	0.647
G2010	3	He allowed	3	0.176
G2010	2	allow	3	0.176
G2011	1	commission	1	1.0
G2012	1	foreman	1	0.333
G2013	1	it has obtained	5	1.0
G2014	1	shine upon	4	1.0
G2015	1	appearing	5	0.833
G2016	1	glorious	1	1.0
G2018	2	inflicting	1	0.5
G2019	1	they were crying out	4	1.0
G2020	1	being dawn	2	1.0
G2021	1	they were seeking	2	0.667
G2022	1	pouring on	1	1.0
G2023	1	supplying	5	1.0
G2024	2	supply	1	0.5
G2025	1	anointed	1	1.0
G2026	1	is building upon [it	5	0.714
G2026	2	being built up	2	0.286
G2027	1	they ran aground	1	1.0
G2028	1	are called	1	1.0
G2029	1	having witnessed	2	1.0
G2030	1	eyewitnesses	1	1.0
G2031	1	word	1	1.0
G2032	1	heavenly	18	0.947
G2035	1	seven thousand	1	1.0
G2038	1	working	20	0.526
G2038	2	work	12	0.316
G2038	3	working	4	0.105
G2039	2	gain	2	0.333
G2039	1	business	2	0.333
G2040	1	workmen	16	1.0
G2041	1	works	157	0.963
G2041	2	deed	6	0.037
G2042	2	has been provoking	1	0.5
G2043	1	having stuck fast	1	1.0
G2044	1	I will utter	1	1.0
G2045	1	searching	6	1.0
G2046	1	having been spoken	69	0.726
G2046	2	it was said	15	0.158
G2046	3	it was said	6	0.063
G2046	4	having been spoken	3	0.032
G2047	1	secluded place	2	0.5
G2048	1	wilderness	33	0.702
G2048	2	solitary	11	0.234
G2048	3	deserts	2	0.043
G2049	1	is brought to desolation	4	0.8
G2050	1	desolation	3	1.0
G2051	1	will He quarrel	1	1.0
G2052	1	contentions	4	0.571
G2052	2	selfish ambition	2	0.286
G2053	1	wool	2	1.0
G2054	1	strife	9	1.0
G2055	1	goats	1	1.0
G2056	1	goats	2	1.0
G2058	1	interpretation	2	1.0
G2059	1	means	3	1.0
G2062	1	creeping things	4	1.0
G2063	1	Red	2	1.0
G2064	1	having come	603	0.968
G2064	2	He went	14	0.022
G2064	3	alighting	3	0.005
G2064	4	having come	2	0.003
G2065	1	asked	56	0.903
G2065	2	asking	5	0.081
G2066	1	apparel	6	0.75
G2068	1	eating	62	0.984
G2072	1	glass	2	1.0
G2073	1	evening	3	1.0
G2078	1	last	47	0.959
G2078	2	uttermost part	2	0.041
G2082	1	inner	2	1.0
G2083	1	Friend	3	1.0
G2084	1	other tongues	1	1.0
G2085	1	teach other doctrines	1	0.5
G2086	1	unequally yoked together	1	1.0
G2087	1	other	47	0.485
G2087	2	another	38	0.392
G2087	3	different	8	0.082
G2087	4	next [day	2	0.021
G2089	1	even	1	1.0
G2090	1	prepare	37	0.949
G2091	1	readiness	1	1.0
G2092	1	ready	15	0.882
G2094	1	years	47	1.0
G2097	1	proclaiming the gospel	24	0.444
G2097	2	preach the gospel	17	0.315
G2097	3	bring glad tidings	4	0.074
G2097	4	are gospelized	3	0.056
G2097	5	should preach a gospel	2	0.037
G2097	6	having had the gospel preached	2	0.037
G2098	1	gospel	76	1.0
G2099	1	evangelist	3	1.0
G2100	1	have pleased	3	1.0
G2101	1	well-pleasing	9	1.0
G2104	1	noble birth	1	0.333
G2105	1	Fair weather	1	1.0
G2106	1	was pleased	10	0.5
G2106	2	I am well pleased	5	0.25
G2106	3	took delight	3	0.15
G2107	1	good pleasure	3	0.375
G2107	3	desire	2	0.25
G2108	1	good work	2	1.0
G2109	1	doing good	1	1.0
G2110	1	benefactors	1	1.0
G2111	1	fit	2	0.667
G2112	1	immediately	1	1.0
G2113	1	we made a straight course	2	1.0
G2114	1	keep up your courage	2	0.667
G2115	1	Encouraged	1	1.0
G2116	2	Make straight	1	0.5
G2117	1	straight	7	0.875
G2118	1	righteousness [is	1	1.0
G2119	2	had they opportunity	1	0.333
G2120	1	opportunity	2	1.0
G2121	2	opportune	1	0.5
G2123	1	easier	7	1.0
G2124	1	reverence	2	1.0
G2125	1	having been moved with fear	1	1.0
G2126	1	devout	4	1.0
G2127	1	Blessed is	36	0.9
G2127	3	blessing	2	0.05
G2127	2	blessing	2	0.05
G2128	1	blessed	8	1.0
G2129	1	blessing	9	0.6
G2129	2	blessing	5	0.333
G2130	1	generous in distributing	1	1.0
G2132	1	agreeing	1	1.0
G2133	1	good will	1	1.0
G2134	1	were made eunuchs	2	1.0
G2135	1	eunuch	8	1.0
G2137	1	he may be prospered in	3	0.75
G2138	1	reasonable	1	1.0
G2139	1	easily entangling	1	1.0
G2140	1	good	1	1.0
G2141	1	was prospered	1	1.0
G2142	1	wealth	1	1.0
G2143	1	beauty	1	1.0
G2144	1	acceptable	5	1.0
G2145	1	devoted	1	1.0
G2146	1	have a fair appearance	1	1.0
G2147	1	having found	173	0.983
G2148	1	Northeaster	1	1.0
G2149	1	broad	1	1.0
G2150	1	godliness	15	1.0
G2151	2	you worship	1	0.5
G2152	1	devout	2	0.667
G2153	1	piously	1	1.0
G2154	1	intelligible	1	1.0
G2155	1	tender-hearted	2	1.0
G2157	1	decorum	1	1.0
G2158	1	prominent	3	0.6
G2160	1	crude joking	1	1.0
G2162	1	good report	1	1.0
G2163	1	admirable	1	1.0
G2164	1	brought forth abundantly	1	1.0
G2165	2	Rejoice	5	0.385
G2165	1	make merry	4	0.308
G2165	3	be merry	2	0.154
G2167	1	with joy	2	1.0
G2168	1	I thank	20	0.526
G2168	2	having given thanks	18	0.474
G2169	1	thanksgiving	11	0.786
G2169	2	thanksgiving	2	0.143
G2170	1	thankful	1	1.0
G2171	1	vow	2	0.667
G2172	1	I would wish	4	0.667
G2172	2	We pray	2	0.333
G2173	1	useful	3	1.0
G2174	1	may be encouraged	1	1.0
G2175	1	sweet perfume	1	0.333
G2176	1	left	7	0.875
G2177	1	having leapt	1	1.0
G2180	1	the] Ephesians	5	1.0
G2182	1	inventors	1	1.0
G2183	1	division	2	1.0
G2184	1	daily	1	1.0
G2185	1	reach	2	1.0
G2186	1	having come up	5	0.263
G2186	2	stood by	3	0.158
G2186	4	stood by	3	0.158
G2186	3	stood	3	0.158
G2188	1	Ephphatha	1	1.0
G2189	1	enmity	3	0.5
G2189	2	hostility	2	0.333
G2190	1	enemies	32	1.0
G2191	1	vipers	5	1.0
G2192	1	having	643	0.929
G2192	2	be	11	0.016
G2192	3	having	5	0.007
G2192	5	they were holding	5	0.007
G2192	4	following	4	0.006
G2192	6	having	3	0.004
G2192	7	is he	2	0.003
G2192	8	have	2	0.003
G2192	10	hold	2	0.003
G2193	1	unto	3	0.75
G2198	1	living	128	0.97
G2198	2	came to life	3	0.023
G2200	1	hot	3	1.0
G2201	1	pair	2	1.0
G2202	1	ropes	1	1.0
G2204	1	being fervent	2	1.0
G2205	1	jealousy	9	0.562
G2205	2	zeal	6	0.375
G2206	1	having envied	5	0.417
G2206	3	earnestly desire	3	0.25
G2206	2	They are zealous after	3	0.25
G2207	1	zealous	6	1.0
G2209	1	loss	3	1.0
G2210	1	loses	4	0.667
G2212	1	seeking	106	0.922
G2212	2	are seeking	3	0.026
G2212	3	seeks	2	0.017
G2213	1	question	4	0.8
G2214	1	speculations	5	0.625
G2214	2	discussion	3	0.375
G2215	1	weeds	8	1.0
G2217	1	gloom	3	0.6
G2217	2	gloom	2	0.4
G2218	1	yoke	5	0.833
G2219	1	leaven	13	1.0
G2220	1	was leavened	4	1.0
G2221	2	catching	1	0.5
G2222	1	life	129	0.992
G2223	1	belt	6	0.75
G2223	2	with a sash	2	0.25
G2224	1	you dressed	2	1.0
G2225	3	will preserve	1	1.0
G2226	1	living creatures	20	0.87
G2226	2	animals	3	0.13
G2227	1	gives life	6	0.6
G2227	2	will be made alive	2	0.2
G2228	1	or	4	1.0
G2230	1	was governing	2	1.0
