# multi-word expressions (M1): target phrase -> original lexeme(s); lang=arb; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
أولادا صغارا	G3813	grc:3813	fertility	1.0	2	eflomal
أولادي الصغار	G5040	grc:5040	fertility	1.0	2	eflomal
أويل مرودخ	H0192	hbo:0192	fertility	1.0	4	eflomal;gloss
إحياء لذكرها	G3422	grc:3422	fertility	1.0	4	eflomal;gloss
إرساء أساس	H3245	hbo:3245	fertility	1.0	8	eflomal;gloss
إضافة ٱلغرباء	G5381	grc:5381	fertility	1.0	2	gloss
إلهة أفسس	G2180	grc:2180	fertility	1.0	2	eflomal
إياها لابان	H3837	hbo:3837	fertility	1.0	2	eflomal
اثني وعرضها	H7341	hbo:7341	fertility	1.0	2	eflomal
احترق ويبس	G2739	grc:2739	fertility	1.0	4	eflomal;gloss
احتفل الفصح	H6453	hbo:6453	fertility	1.0	2	eflomal
استيقظي استيقظي	H5782	hbo:5782	fertility	1.0	3	eflomal
استيقظي ٱستيقظي	H5782	hbo:5782	fertility	1.0	2	eflomal
اشتداد حر	H2527	hbo:2527	fertility	1.0	3	eflomal
اصلبه اصلبه	G4717	grc:4717	fertility	1.0	2	eflomal
اعترى الخجل	H0954	hbo:0954	fertility	1.0	2	eflomal
افرحي أيتها	G2165	grc:2165	fertility	1.0	4	eflomal;gloss
الآباء الأولون	G3966	grc:3966	fertility	1.0	4	eflomal;gloss
الأخ أخاه	G0080	grc:80	fertility	1.0	2	eflomal
الأربعة والعشرون	G5064	grc:5064	fertility	1.0	2	eflomal
الأرجاس تنجس	H8251	hbo:8251	fertility	1.0	2	eflomal
الأشغال الشاقة	H4522	hbo:4522	fertility	1.0	2	eflomal
الأم الملكة	H1377	hbo:1377	fertility	1.0	2	eflomal
الأمطار وجرت	G1028	grc:1028	fertility	1.0	4	eflomal;gloss
الأنبياء الدجالين	G5578	grc:5578	fertility	1.0	4	eflomal
الأنبياء الكذبة	H5030	hbo:5030	fertility	1.0	4	eflomal
الإبراء الديون	H8059	hbo:8059	fertility	1.0	2	eflomal
الإيفة نحو خمسة	H6241	hbo:6241	fertility	1.0	2	eflomal
الاحتفال بالفصح	H6453	hbo:6453	fertility	1.0	2	eflomal
البقعة اللامعة	H0934	hbo:0934	fertility	1.0	2	eflomal
البقية الناجية	H7611	hbo:7611	fertility	1.0	2	eflomal
التاسعة صباحا	G5154	grc:5154	fertility	1.0	6	eflomal;gloss
التبشير بإنجيل	G2098	grc:2098	fertility	1.0	2	eflomal
التبشير بالإنجيل	G2098	grc:2098	fertility	1.0	2	eflomal
التلاميذ فضل	G2801	grc:2801	fertility	1.0	3	eflomal
التمثالين المنحوت	H6459	hbo:6459	fertility	1.0	2	eflomal
التيماني وبلدد	H8489	hbo:8489	fertility	1.0	2	eflomal
الثالثة صرخ	G1766	grc:1766	fertility	1.0	2	eflomal
الثانية ظهرا	G1623	grc:1623	fertility	1.0	3	eflomal
الجزاء العادل	G0618	grc:618	fertility	1.0	2	gloss
الجيل الثالث	H8029	hbo:8029	fertility	1.0	3	eflomal
الحديث العليقة	G0942	grc:942	fertility	1.0	2	eflomal
الحصرم فضرست	H1155	hbo:1155	fertility	1.0	4	eflomal;gloss
الحلقات المثبتة	H2885	hbo:2885	fertility	1.0	2	eflomal
الحيوانات الدابة	G5074	grc:5074	fertility	1.0	2	eflomal
الخشبة الكبيرة	G1385	grc:1385	fertility	1.0	2	eflomal
الداخلية وأكارعه	H3767	hbo:3767	fertility	1.0	2	eflomal
