# multi-word expressions (M1): target phrase -> original lexeme(s); lang=swe; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
förödelsens styggelse	H8251	hbo:8251	fertility	1.0	2	eflomal
förödmjuka plåga anah	H6031	hbo:6031	fertility	1.0	2	eflomal
fötter snabba	H7272	hbo:7272	fertility	1.0	2	eflomal
fötters pall	H7272	hbo:7272	fertility	1.0	2	eflomal
gaal eveds	H1603	hbo:1603	fertility	1.0	4	eflomal
galileiska sjön	G2281	grc:2281	fertility	1.0	6	eflomal
gamliel pedatsor	H1583	hbo:1583	fertility	1.0	2	eflomal
gammal klädesplagg	G3820	grc:3820	fertility	1.0	2	eflomal
gav kallade hon	H7121	hbo:7121	fertility	1.0	2	eflomal
gavs kallades	H7121	hbo:7121	fertility	1.0	2	eflomal
gavs åt	G1325	grc:1325	fertility	1.0	2	eflomal
ge liv blås nytt liv	H2421	hbo:2421	fertility	1.0	3	eflomal
ge nåd villkorad nåd	H7521	hbo:7521	fertility	1.0	2	eflomal
ge nåd villkorad nåd ratsah	H7521	hbo:7521	fertility	1.0	3	eflomal
gehenna helvetet	G1067	grc:1067	fertility	1.0	20	eflomal;gloss
gemenskapsoffer shelamim	H8002	hbo:8002	fertility	1.0	2	eflomal
generaler chefen	H8269	hbo:8269	fertility	1.0	2	eflomal
generation släkte	H1755	hbo:1755	fertility	1.0	3	eflomal
genom ande	G4151	grc:4151	fertility	1.0	2	eflomal
genom anden	G4151	grc:4151	fertility	1.0	4	eflomal
genom generationer	H1755	hbo:1755	fertility	1.0	7	eflomal
genom generationerna	H1755	hbo:1755	fertility	1.0	3	gloss
genom portar	H8179	hbo:8179	fertility	1.0	4	eflomal
genom tro	G4102	grc:4102	fertility	1.0	2	eflomal
genom tron	G4102	grc:4102	fertility	1.0	4	eflomal
genomsöka bespeja spionera	H7270	hbo:7270	fertility	1.0	3	eflomal
geshureernas maakateernas	H1651	hbo:1651	fertility	1.0	3	eflomal
get av hankön	H5795	hbo:5795	fertility	1.0	8	eflomal
gett ed	H7650	hbo:7650	fertility	1.0	2	eflomal
gett råd	H3289	hbo:3289	fertility	1.0	2	eflomal
gezer halvvägs mellan joppe	H1507	hbo:1507	fertility	1.0	3	eflomal
gichon källan	H1521	hbo:1521	fertility	1.0	2	eflomal
gick bort	G0565	grc:565	fertility	1.0	6	eflomal
gick de ut	G1831	grc:1831	fertility	1.0	2	eflomal
gick iväg	H1980	hbo:1980	fertility	1.0	3	eflomal
gick ned	H3381	hbo:3381	fertility	1.0	2	eflomal
gick ner	H3381	hbo:3381	fertility	1.0	63	eflomal
gick nära	H5066	hbo:5066	fertility	1.0	3	eflomal
gick runt	H5437	hbo:5437	fertility	1.0	2	eflomal
gick sidan	H5493	hbo:5493	fertility	1.0	2	eflomal
gick under	G0622	grc:622	fertility	1.0	2	eflomal
gick vidare	H3318,H5674	hbo:3318,hbo:5674	phrasal	1.0	9	eflomal
gick vila	H7901	hbo:7901	fertility	1.0	9	eflomal
gick över	H5674	hbo:5674	fertility	1.0	30	eflomal
giddels gachars	H1435	hbo:1435	fertility	1.0	2	eflomal
giddels gahars	H1435	hbo:1435	fertility	1.0	2	eflomal
gifta sig	G1060	grc:1060	fertility	1.0	5	eflomal
gifta änkan	G1135	grc:1135	fertility	1.0	2	eflomal
gifte sig	G1060	grc:1060	fertility	1.0	5	eflomal;gloss
gifter begår	G1060	grc:1060	fertility	1.0	2	eflomal
gifter sig	G1060	grc:1060	fertility	1.0	7	eflomal
gilead öster	H1568	hbo:1568	fertility	1.0	2	eflomal
girig orätt	H1214	hbo:1214	fertility	1.0	2	eflomal
gjorde asah	H6213	hbo:6213	fertility	1.0	2	eflomal
gjorde kung	H4427	hbo:4427	fertility	1.0	11	eflomal
gjorde stridsberedda	H7760	hbo:7760	fertility	1.0	2	eflomal
gjorde uppror mot	H4784	hbo:4784	fertility	1.0	5	eflomal
gjordes omhängena	H7050	hbo:7050a	fertility	1.0	2	eflomal
gjort asah	H6213	hbo:6213	fertility	1.0	2	eflomal
gjort fel	H5753	hbo:5753	fertility	1.0	4	eflomal
gjort format	H6213	hbo:6213	fertility	1.0	2	eflomal
gjort för	G4160	grc:4160	fertility	1.0	3	eflomal
gjort förhatlig	H0887	hbo:0887	fertility	1.0	2	eflomal
gjort kung	H4427	hbo:4427	fertility	1.0	2	eflomal
gjort likadant	H6213	hbo:6213	fertility	1.0	2	eflomal
gjort ofruktsam	H7358	hbo:7358	fertility	1.0	2	eflomal
gjort ont	G0091	grc:91	fertility	1.0	2	eflomal
gjort orätt	G0091	grc:91	fertility	1.0	7	eflomal
gjort ting	H6213	hbo:6213	fertility	1.0	2	eflomal
gjort uppror	H6586	hbo:6586	fertility	1.0	7	eflomal;gloss
gjuten avbild	H4541	hbo:4541	fertility	1.0	3	eflomal
gjutna avbilden	H4541	hbo:4541	fertility	1.0	2	eflomal
gjutna avgudabilder	H4541	hbo:4541	fertility	1.0	3	eflomal
gjutna avgudabilderna	H4541	hbo:4541	fertility	1.0	2	eflomal
gjutna gudabilden	H4541	hbo:4541	fertility	1.0	2	eflomal
glada budskapets	G2098	grc:2098	fertility	1.0	2	eflomal
gladan höken	H0344	hbo:0344	fertility	1.0	4	eflomal;gloss
glatt hjärta	H3820	hbo:3820	fertility	1.0	2	eflomal
gläd er	G5463	grc:5463	fertility	1.0	4	eflomal
glädja sig	H8056	hbo:8055	fertility	1.0	36	eflomal;gloss
glädje fröjd	H8057	hbo:8057	fertility	1.0	3	eflomal
glädje simchah	H8057	hbo:8057	fertility	1.0	2	eflomal
glödande kol	H1513	hbo:1513	fertility	1.0	3	eflomal
goda druvor	H6025	hbo:6025	fertility	1.0	2	eflomal
goda gärningar	G2041	grc:2041	fertility	1.0	4	eflomal
goda ärbara	G2570	grc:2570	fertility	1.0	7	eflomal
godhet generositet	G5544	grc:5544	fertility	1.0	2	eflomal
gommen mun	H2441	hbo:2441	fertility	1.0	2	eflomal
goren haatad	H0329	hbo:0329b	fertility	1.0	4	eflomal;gloss
gott mod	G2293	grc:2293	fertility	1.0	4	gloss
gott omdöme	G4997	grc:4997	fertility	1.0	2	gloss
gram fylld	H4392	hbo:4392	fertility	1.0	24	eflomal;gloss
grekisktalande judarna	G1675	grc:1675	fertility	1.0	4	eflomal;gloss
grekland javan	H3120	hbo:3120	fertility	1.0	4	eflomal;gloss
grep tillfället	G0874	grc:874	fertility	1.0	4	eflomal;gloss
grepp om	H0270	hbo:0270	fertility	1.0	2	eflomal
greps vrede	G3710	grc:3710	fertility	1.0	2	eflomal
grinden dörren porten	G2374	grc:2374	fertility	1.0	4	eflomal
gripas ångest	H2479	hbo:2479	fertility	1.0	2	eflomal
grunden lagd	H3245	hbo:3245	fertility	1.0	2	eflomal
grälsjuk stridslysten hetlevrad	H4079	hbo:4079	fertility	1.0	7	eflomal;gloss
gräset bort	H2682	hbo:2682	fertility	1.0	2	eflomal
grävde brunnar	H6979	hbo:6979	fertility	1.0	4	eflomal;gloss
gråa hår	H7872	hbo:7872	fertility	1.0	13	eflomal;gloss
grönskuren säd	H3759	hbo:3759a	fertility	1.0	6	eflomal;gloss
gud el hebr	H0410	hbo:0410	fertility	1.0	3	eflomal
gud eloha elohim	H0433	hbo:0433	fertility	1.0	4	eflomal
gud elohim gud elohim	H0430	hbo:0430	fertility	1.0	4	eflomal
gud elohim åstadkommit	H0430	hbo:0430	fertility	1.0	2	eflomal
gud gud elohim	H0430	hbo:0430	fertility	1.0	2	eflomal
gud hebr el	H0410	hbo:0410	fertility	1.0	9	eflomal
gud makt hebr el	H0410	hbo:0410	fertility	1.0	3	eflomal
gudar dyrkas	H0430	hbo:0430	fertility	1.0	2	eflomal
gudar elohim	H0430	hbo:0430	fertility	1.0	10	eflomal
guden el	H0410	hbo:0410	fertility	1.0	3	eflomal
guden elohim	H0430	hbo:0430	fertility	1.0	9	eflomal
guds elohas	H0433	hbo:0433	fertility	1.0	3	eflomal
guds elohim	H0430	hbo:0430	fertility	1.0	5	eflomal
guds gud	G2316	grc:2316	fertility	1.0	3	eflomal
guds guds	H0430	hbo:0430	fertility	1.0	2	eflomal
guds kraft	G2316	grc:2316	fertility	1.0	4	eflomal
guds kungarike	G0932	grc:932	fertility	1.0	9	eflomal
guds nåd	G5485	grc:5485	fertility	1.0	6	eflomal
guds rike	G0932	grc:932	fertility	1.0	20	eflomal
guld av	H2091	hbo:2091	fertility	1.0	6	eflomal
guld årligen	H2091	hbo:2091	fertility	1.0	2	eflomal
guldskålar st	H2091	hbo:2091	fertility	1.0	2	eflomal
gång gång	H7925	hbo:7925	fertility	1.0	4	eflomal
gång säger	G3004	grc:3004	fertility	1.0	2	eflomal
gått ner	H3381	hbo:3381	fertility	1.0	12	eflomal
gått upp	H5927	hbo:5927	fertility	1.0	10	eflomal
gått över	H5674,H5307	hbo:5674,hbo:5307	phrasal	1.0	12	eflomal
göra agera	H6213	hbo:6213	fertility	1.0	4	eflomal
göra agera handla	H6213	hbo:6213	fertility	1.0	2	eflomal
göra asah	H6213	hbo:6213	fertility	1.0	2	eflomal
göra för	G4160	grc:4160	fertility	1.0	2	eflomal
göra goda ärbara	G2570	grc:2570	fertility	1.0	2	eflomal
göra gott	H3190	hbo:3190	fertility	1.0	11	eflomal
göra gör	G4160	grc:4160	fertility	1.0	4	eflomal
göra likadant	H6213	hbo:6213	fertility	1.0	3	eflomal
göra ont	H7489	hbo:7489	fertility	1.0	4	eflomal
göra ska	H6213	hbo:6213	fertility	1.0	2	eflomal
göra stor	H1431	hbo:1431	fertility	1.0	2	eflomal
göra stort	H1431	hbo:1431	fertility	1.0	2	eflomal
hade att	G2192	grc:2192	fertility	1.0	2	eflomal
hade sagt	H6680	hbo:6680	fertility	1.0	2	eflomal
hades dödsriket	G0086	grc:86	fertility	1.0	6	eflomal;gloss
haft blödningar	G4511	grc:4511	fertility	1.0	4	eflomal;gloss
haft dröm	H2492	hbo:2492a	fertility	1.0	2	eflomal
haggais chaggaj	H2292	hbo:2292	fertility	1.0	2	eflomal
halv aln	H2239	hbo:2239	fertility	1.0	7	eflomal;gloss
hamats där	H2574	hbo:2574	fertility	1.0	2	eflomal
hamital hon	H2537	hbo:2537	fertility	1.0	2	eflomal
hamon gogs dal	H1996	hbo:1996	fertility	1.0	4	eflomal;gloss
hamrat arbete	H4749	hbo:4749	fertility	1.0	10	eflomal
han blev kallad	G2564	grc:2564	fertility	1.0	2	eflomal
han en annan	G0243	grc:243	fertility	1.0	3	eflomal
hand hand	H3027	hbo:3027	fertility	1.0	2	eflomal
handelsresande handlade	H7402	hbo:7402	fertility	1.0	2	eflomal
handlade förrädiskt	H0898	hbo:0898	fertility	1.0	4	eflomal;gloss
handlar trolöst	H0898	hbo:0898	fertility	1.0	4	eflomal;gloss
handlat dåraktigt	H5528	hbo:5528	fertility	1.0	10	eflomal;gloss
handlat trolöst	H0898,H4603	hbo:0898,hbo:4603	phrasal	1.0	4	eflomal;gloss
handsbredd cm	H2947	hbo:2947	fertility	1.0	2	gloss
hankön lamm	H3532	hbo:3532	fertility	1.0	13	eflomal
hannah channah	H2584	hbo:2584	fertility	1.0	2	eflomal
hans barn	G5043	grc:5043	fertility	1.0	2	eflomal
hans hette	H8034	hbo:8034	fertility	1.0	5	eflomal
hans namn	H8034	hbo:8034	fertility	1.0	39	eflomal
hans namns	H8034	hbo:8034	fertility	1.0	2	gloss
hans sista	H0314	hbo:0314	fertility	1.0	3	eflomal
har agerat förrädiskt	H0898	hbo:0898	fertility	1.0	4	eflomal;gloss
har syndat har	H2398	hbo:2398	fertility	1.0	2	eflomal
har syndat mot	H2398	hbo:2398	fertility	1.0	2	eflomal
haran charan	H2771	hbo:2771a	fertility	1.0	5	eflomal
haroshet haggojim	H2800	hbo:2800a	fertility	1.0	6	eflomal;gloss
harpa morgonrodnaden	H2167	hbo:2167	fertility	1.0	2	eflomal
hasar enan	H2704	hbo:2704	fertility	1.0	5	eflomal;gloss
hasar shual	H2705	hbo:2705	fertility	1.0	12	eflomal;gloss
hasarmavet jera	H3392	hbo:3392	fertility	1.0	4	eflomal;gloss
hasason tamar	H2688	hbo:2688	fertility	1.0	8	eflomal;gloss
hasufas tabbaots	H2817	hbo:2817	fertility	1.0	2	eflomal
hatar avskyr	G3404	grc:3404	fertility	1.0	4	eflomal
hatar den	H8130	hbo:8130	fertility	1.0	2	eflomal
havet döda	H3220	hbo:3220	fertility	1.0	2	eflomal
havet döda havet	H3220	hbo:3220	fertility	1.0	2	eflomal
havet medelhavet	H3220	hbo:3220	fertility	1.0	13	eflomal
havets djup	H3220	hbo:3220	fertility	1.0	3	eflomal
havets strand	H3220	hbo:3220	fertility	1.0	3	eflomal
havila chavila	H2341	hbo:2341	fertility	1.0	6	eflomal
havila sabta	H2341	hbo:2341	fertility	1.0	2	eflomal
heach heach	H2655	hbo:2655	fertility	1.0	2	eflomal
hebr gud el job	H0410	hbo:0410	fertility	1.0	2	eflomal
hebr ratson	H7522	hbo:7522	fertility	1.0	2	eflomal
hebron chevron	H2275	hbo:2275	fertility	1.0	4	eflomal
heder tro	H0530	hbo:0530	fertility	1.0	2	eflomal
hednafolk nationer	H1471	hbo:1471	fertility	1.0	5	eflomal
hednafolken goj	H1471	hbo:1471	fertility	1.0	2	eflomal
hednafolken länderna	H1471	hbo:1471	fertility	1.0	3	eflomal
hednafolken nationerna	H1471	hbo:1471	fertility	1.0	3	eflomal
hedrande ändamål	G5092	grc:5092	fertility	1.0	6	eflomal;gloss
hela bota	H7495	hbo:7495	fertility	1.0	4	eflomal
hela degen	G3650	grc:3650	fertility	1.0	2	eflomal
hela området	G3650	grc:3650	fertility	1.0	2	eflomal
hela varelse själ	H5315	hbo:5315	fertility	1.0	5	eflomal
hela varelse själ nefesh	H5315	hbo:5315	fertility	1.0	2	eflomal
hela varje	G3956	grc:3956	fertility	1.0	2	eflomal
helad frälst	G4982	grc:4982	fertility	1.0	2	eflomal
helgade avskilde	H6942	hbo:6942	fertility	1.0	3	eflomal
helgat helgat	G0037	grc:37	fertility	1.0	2	eflomal
helgedomens förhänge	H6532	hbo:6532	fertility	1.0	2	eflomal
helgedomens shekel	H8255	hbo:8255	fertility	1.0	3	eflomal
helgedomssikelns vikt	H8255,H6944	hbo:8255,hbo:6944	phrasal	1.0	16	eflomal;gloss
helgelse processen	G0038	grc:38	fertility	1.0	2	eflomal
helig avskild	G0040	grc:40	fertility	1.0	2	eflomal
helig det	H6944	hbo:6944	fertility	1.0	2	eflomal
heliga avskilda	G0040	grc:40	fertility	1.0	4	eflomal
heliga folk	G0040	grc:40	fertility	1.0	4	eflomal
heliga föremålen	H6944	hbo:6944	fertility	1.0	11	eflomal
heliga möblerna	H6944	hbo:6944	fertility	1.0	2	eflomal
heliga platsen	H6944	hbo:6944	fertility	1.0	12	eflomal
heliga ska	H6944	hbo:6944	fertility	1.0	2	eflomal
heliga ting	H6944	hbo:6944	fertility	1.0	7	eflomal
heliga troende	G0040	grc:40	fertility	1.0	3	eflomal
helige ande	G4151	grc:4151	fertility	1.0	9	eflomal
helige anden	G4151	grc:4151	fertility	1.0	5	eflomal
hellånga dräkten	H6446	hbo:6446	fertility	1.0	3	eflomal
helt slut	H3617	hbo:3617	fertility	1.0	8	eflomal
hemligheter dolda skatter	H8587	hbo:8587	fertility	1.0	4	eflomal;gloss
hemma hus	H1004	hbo:1004	fertility	1.0	2	eflomal
hemmen hus	G3624	grc:3624	fertility	1.0	2	eflomal
hemorrojder bölder tumörer ófel	H2914	hbo:2914	fertility	1.0	2	eflomal
hemstad giva	H1390	hbo:1390	fertility	1.0	3	eflomal
hemsöka räkenskap	H6485	hbo:6485	fertility	1.0	2	eflomal
hennes avskildhet	H5079	hbo:5079	fertility	1.0	7	eflomal;gloss
hennes läppar	H0632	hbo:0632	fertility	1.0	3	gloss
hennes nakenhet	H6172	hbo:6172	fertility	1.0	2	eflomal
henok chanoch	H2585	hbo:2585	fertility	1.0	6	eflomal
herrarnas herres	H0136	hbo:0136	fertility	1.0	4	eflomal
herraväldes furste satan	G0758	grc:758	fertility	1.0	2	eflomal
herre adón	H0113	hbo:0113	fertility	1.0	2	eflomal
herren gud	H0136	hbo:0136	fertility	1.0	27	eflomal
herren har	H3068	hbo:3068	fertility	1.0	2	eflomal
herren jah	H3050	hbo:3050	fertility	1.0	9	eflomal
herren jahveh	H4210,H3068	hbo:4210,hbo:3068	phrasal	1.0	3325	eflomal;gloss
herren jahveh herren jahveh	H3068	hbo:3068	fertility	1.0	3	eflomal
herren jahvehs	H3068	hbo:3068	fertility	1.0	18	eflomal
herren lova jah hebr hallelu jah	H3050	hbo:3050	fertility	1.0	17	eflomal
herren paulus	G2962	grc:2962	fertility	1.0	3	eflomal
herrens adonais	H0136	hbo:0136	fertility	1.0	15	eflomal;gloss
herrens hus	H1004	hbo:1004	fertility	1.0	5	eflomal
herrens jahveh	H3068	hbo:3068	fertility	1.0	2	eflomal
herrens jahvehs herrens jahvehs	H3068	hbo:3068	fertility	1.0	2	eflomal
herrens jahves	H3068	hbo:3068	fertility	1.0	10	eflomal;gloss
herrens namn	H8034	hbo:8034	fertility	1.0	4	eflomal
herrens ära	H3068	hbo:3068	fertility	1.0	3	eflomal
herres jahveh	H3068	hbo:3068	fertility	1.0	19	eflomal
herres jahvehs	H3068	hbo:3069	fertility	1.0	3	eflomal
himlarna universum	H8064	hbo:8064	fertility	1.0	4	eflomal
himlens dammluckor	H8064	hbo:8064	fertility	1.0	2	eflomal
himlens fåglar	G4071	grc:4071	fertility	1.0	6	eflomal
himlens makter	H8064	hbo:8064	fertility	1.0	2	eflomal
himmelriket himlarnas	G0932	grc:932	fertility	1.0	4	eflomal
himmelska himmelska världarna	G2032	grc:2032	fertility	1.0	2	eflomal
himmelska världarna	G2032	grc:2032	fertility	1.0	2	eflomal
himmelska världen	G2032	grc:2032	fertility	1.0	2	eflomal
himmelske fader	G3962	grc:3962	fertility	1.0	6	eflomal
himmelske faders	G3962	grc:3962	fertility	1.0	4	eflomal
hinnoms dal	H1516	hbo:1516a	fertility	1.0	9	eflomal
hinnoms sons dal	H1516	hbo:1516a	fertility	1.0	14	eflomal
hjul inuti	H0212	hbo:0212	fertility	1.0	2	eflomal
hjulens utseende	H4758	hbo:4758	fertility	1.0	2	eflomal
hjälp hjälpare	H5828	hbo:5828	fertility	1.0	2	eflomal
hjälp rädda	G4982	grc:4982	fertility	1.0	2	eflomal
hjälparen advokaten rådgivaren	G3875	grc:3875	fertility	1.0	4	eflomal;gloss
hjärta glatt	H3820	hbo:3820	fertility	1.0	2	eflomal
hjärta helhjärtat	H3824	hbo:3824	fertility	1.0	2	eflomal
hjärta mig	H3820	hbo:3820	fertility	1.0	2	eflomal
hjärta sig	H3820	hbo:3820	fertility	1.0	2	eflomal
hjärta sinne	H3820	hbo:3820	fertility	1.0	2	eflomal
hjärta uppmuntrade	H3820	hbo:3820	fertility	1.0	3	eflomal
hjärtat hos	H3820	hbo:3820	fertility	1.0	10	eflomal
hodia neh	H1941	hbo:1941	fertility	1.0	4	eflomal;gloss
hogla milka	H4435	hbo:4435	fertility	1.0	2	eflomal
hon blev gravid	H2029	hbo:2029	fertility	1.0	9	eflomal
hon gav kallade	H7121	hbo:7121	fertility	1.0	6	eflomal
hon leah blev gravid	H2029	hbo:2029	fertility	1.0	3	eflomal
hopp miqveh	H4723	hbo:4723	fertility	1.0	2	eflomal
hopp oss	G1680	grc:1680	fertility	1.0	2	eflomal
hoppas kunna	G1679	grc:1679	fertility	1.0	4	eflomal
horeb hebr chorev	H2722	hbo:2722	fertility	1.0	3	eflomal
horeb hebr chorev sinai berg	H2722	hbo:2722	fertility	1.0	7	eflomal
horn horn	H7161	hbo:7161	fertility	1.0	2	eflomal
hornen altaret	H7161	hbo:7161	fertility	1.0	3	eflomal
hovtjänstemännen aspenas	H5631	hbo:5631	fertility	1.0	6	eflomal;gloss
hugga bort	H3772	hbo:3772	fertility	1.0	4	eflomal
huggas bort	H3772	hbo:3772	fertility	1.0	6	eflomal
huggen sten	H1496	hbo:1496	fertility	1.0	12	eflomal;gloss
hugger bort	H3772	hbo:3772	fertility	1.0	2	eflomal
huggna bjälkar	H3773	hbo:3773	fertility	1.0	6	eflomal;gloss
huggna stenar	H1496	hbo:1496	fertility	1.0	9	eflomal;gloss
hungersnöd matkris	G3042	grc:3042	fertility	1.0	2	eflomal
hungersnöden svår	H7458	hbo:7458	fertility	1.0	6	eflomal
hur hebr chor	H2354	hbo:2354	fertility	1.0	10	eflomal
huset templet	H1004	hbo:1004	fertility	1.0	4	eflomal
husets herre	G3617	grc:3617	fertility	1.0	3	eflomal
husgudar figuriner terafim	H8655	hbo:8655	fertility	1.0	2	eflomal
husgudarna terafim	H8655	hbo:8655	fertility	1.0	3	eflomal
husham temaneernas	H2367	hbo:2367	fertility	1.0	2	eflomal
hushatiten sibbekaj	H5444	hbo:5444	fertility	1.0	2	gloss
huvud honnörsplatsen	H7218	hbo:7218	fertility	1.0	2	eflomal
huvud rosh	H7218	hbo:7218	fertility	1.0	3	eflomal
huvuden ledare	H7218	hbo:7218	fertility	1.0	5	eflomal
hymner sånger	G5603	grc:5603	fertility	1.0	2	eflomal
hysa agg	H5201	hbo:5201	fertility	1.0	4	eflomal;gloss
hädelser skändliga	H5007	hbo:5007a	fertility	1.0	2	eflomal
häll ut	H8210	hbo:8210	fertility	1.0	7	eflomal;gloss
häller ut	H8210	hbo:8210	fertility	1.0	6	eflomal;gloss
hälsa välkommen	G5463	grc:5463	fertility	1.0	2	eflomal
hämta del skörden	G2590	grc:2590	fertility	1.0	2	eflomal
hämta upp	H5927	hbo:5927	fertility	1.0	10	eflomal
hämta vatten	H7579	hbo:7579	fertility	1.0	3	eflomal
hände det	H1961	hbo:1961	fertility	1.0	4	eflomal
händer handleder	G5495	grc:5495	fertility	1.0	4	eflomal
händers verk	G2041	grc:2041	fertility	1.0	2	eflomal
häpna förvånade visste	G1280	grc:1280	fertility	1.0	2	eflomal
häpnade blev helt överväldigade förvånade	G1605	grc:1605	fertility	1.0	2	eflomal
häpnade tappade helt fattningen	G1839	grc:1839	fertility	1.0	4	eflomal;gloss
häpnade överväldigades	G1605	grc:1605	fertility	1.0	2	eflomal
härfågeln fladdermusen	H1744	hbo:1744	fertility	1.0	2	eflomal
härförare qatsin	H7101	hbo:7101	fertility	1.0	2	eflomal
härföraren över	H8269	hbo:8269	fertility	1.0	3	eflomal
härlighet majestät	G1391	grc:1391	fertility	1.0	2	eflomal
härlighet närvaro	H3519	hbo:3519	fertility	1.0	2	eflomal
härlighet ära majestät	G1391	grc:1391	fertility	1.0	2	eflomal
härlighet ära tyngd dignitet mättade gudsnärvaro	H3519	hbo:3519	fertility	1.0	3	eflomal
härskar över	G2715	grc:2715	fertility	1.0	2	gloss
härskare mästare despotes	G1203	grc:1203	fertility	1.0	2	eflomal
härskaror demoniska	H6635	hbo:6635	fertility	1.0	4	eflomal
härskaror stjärnorna	H6635	hbo:6635	fertility	1.0	2	eflomal
härskarorna sebaot	H6635	hbo:6635	fertility	1.0	3	eflomal
härskarornas sebaot	H6635	hbo:6635	fertility	1.0	211	eflomal
härskarornas sebaots	H6635	hbo:6635	fertility	1.0	19	eflomal
hävt röst	H6963	hbo:6963	fertility	1.0	2	eflomal
håll fast	G2902	grc:2902	fertility	1.0	4	eflomal;gloss
håll fred	G1514	grc:1514	fertility	1.0	6	eflomal;gloss
håll vakta skydda bevara	H8104	hbo:8104	fertility	1.0	21	eflomal;gloss
hålla fast	G2902	grc:2902	fertility	1.0	2	gloss
hålla följa lyda	H8104	hbo:8104	fertility	1.0	2	eflomal
hålla sammankomst	H4744	hbo:4744	fertility	1.0	11	eflomal
hålla vaka	H8104	hbo:8104	fertility	1.0	2	eflomal
hålla vakt	H8104	hbo:8104	fertility	1.0	2	eflomal
hålla vakta skydda	H8104	hbo:8104	fertility	1.0	8	eflomal
hålla vakta skydda bevara	H8104	hbo:8104	fertility	1.0	35	eflomal
hållas helig	H6942	hbo:6942	fertility	1.0	2	eflomal
håller bud	G1785	grc:1785	fertility	1.0	6	eflomal
håller lagen	G3551	grc:3551	fertility	1.0	2	eflomal
håller tillbaka	H4513	hbo:4513	fertility	1.0	2	eflomal
håller vaktar bevarar	H5341	hbo:5341	fertility	1.0	3	eflomal
håller vaktar skyddar	H8104	hbo:8104	fertility	1.0	6	eflomal
håller vaktar skyddar bevarar	H8104	hbo:8104	fertility	1.0	21	eflomal
hållit vaktat skyddat bevarat	H8104	hbo:8104	fertility	1.0	20	eflomal;gloss
hånar föraktar	H3887	hbo:3887a	fertility	1.0	2	eflomal
hånfulla drivs	G1703	grc:1703	fertility	1.0	4	eflomal
hårda stenen	H2496	hbo:2496	fertility	1.0	2	eflomal
håret faller	H4803	hbo:4803	fertility	1.0	2	eflomal
hårt arbete	H4522	hbo:4522	fertility	1.0	2	eflomal
höftmusklerna loss	H3689	hbo:3689	fertility	1.0	2	eflomal
höga altaren	H7413	hbo:7413	fertility	1.0	6	eflomal;gloss
höga och	G3173	grc:3173	fertility	1.0	2	eflomal
höga platsen	H1116	hbo:1116	fertility	1.0	16	eflomal;gloss
höga platser	H1116	hbo:1116	fertility	1.0	49	eflomal;gloss
höga platserna	H1116	hbo:1116	fertility	1.0	52	eflomal;gloss
höga platsernas	H1116	hbo:1116	fertility	1.0	12	eflomal;gloss
höger sida	G1188	grc:1188	fertility	1.0	2	eflomal
högljudda gråt	H1065	hbo:1065	fertility	1.0	2	eflomal
högra hand högra	H3225	hbo:3225	fertility	1.0	2	eflomal
högra handen	G1188	grc:1188	fertility	1.0	5	eflomal
högra handens	H3233	hbo:3233	fertility	1.0	2	eflomal
högra pekfinger	H3233	hbo:3233	fertility	1.0	2	eflomal
högt upphöjd	H1342,H7311	hbo:1342,hbo:7311	phrasal	1.0	4	eflomal
högt ärade	G2903	grc:2903	fertility	1.0	16	eflomal;gloss
högtid chag	H2282	hbo:2282	fertility	1.0	2	eflomal
högtidlig vila	H7677	hbo:7677	fertility	1.0	2	eflomal
höja stav	H4294	hbo:4294	fertility	1.0	2	eflomal
höjde härskri	H7321	hbo:7321	fertility	1.0	4	eflomal
höjde röst	H6963	hbo:6963	fertility	1.0	2	eflomal
höken enligt sitt slag	H4327	hbo:4327	fertility	1.0	2	eflomal
höll helgad	H6942	hbo:6942	fertility	1.0	2	eflomal
höll helig	H6942	hbo:6942	fertility	1.0	3	eflomal
höll vakt	H8104	hbo:8104	fertility	1.0	10	eflomal
höll vaktade skyddade bevarade	H8104	hbo:8104	fertility	1.0	7	eflomal
höra glädjens budskap	G2097	grc:2097	fertility	1.0	2	eflomal
höra vad	G0191	grc:191	fertility	1.0	2	eflomal
hörde detta	G0191	grc:191	fertility	1.0	6	eflomal
hört hört	G0191	grc:191	fertility	1.0	3	eflomal
hört sägas	H8085	hbo:8085	fertility	1.0	2	eflomal
hört vad	G0191	grc:191	fertility	1.0	2	eflomal
i sion tempelberget jerusalem	H6726	hbo:6726	fertility	1.0	2	eflomal
idag erkänt	H3117	hbo:3117	fertility	1.0	2	eflomal
idka handel	H5503	hbo:5503	fertility	1.0	4	eflomal;gloss
ifall lutar	H5564	hbo:5564	fertility	1.0	2	eflomal
igen tre	G5140	grc:5140	fertility	1.0	3	eflomal
ihjälrivet djur	H2966	hbo:2966	fertility	1.0	12	eflomal;gloss
iklä er	G1746	grc:1746	fertility	1.0	2	eflomal
iklätt er	G1746	grc:1746	fertility	1.0	6	eflomal;gloss
infria löften	H5088	hbo:5088	fertility	1.0	3	eflomal
inför ansikte låg	H6440	hbo:6440	fertility	1.0	2	eflomal
inför framför ansiktet	H6440	hbo:6440	fertility	1.0	2	eflomal
