# multi-word expressions (M1): target phrase -> original lexeme(s); lang=hau; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
danƙa maka amana	G3866	grc:3866	fertility	1.0	2	gloss
darajar kimanta	H6187	hbo:6187	fertility	1.0	4	eflomal
daram abada	H5769	hbo:5769	fertility	1.0	2	eflomal
datan abiram	H0048	hbo:0048	fertility	1.0	5	eflomal
daure sarƙa	H5465	hbo:5465	fertility	1.0	2	eflomal
dawakai dawakai	H5483	hbo:5483	fertility	1.0	2	eflomal
dawakai waɗanda	H6571	hbo:6571	fertility	1.0	2	eflomal
dawo bauta	H1473	hbo:1473	fertility	1.0	6	eflomal
daɗin baki	H3655	hbo:3655	fertility	1.0	4	eflomal;gloss
daɗinsa ƙwarai	G2106	grc:2106	fertility	1.0	2	eflomal
dinari guda	G1220	grc:1220	fertility	1.0	3	eflomal
dogaran ƙofa	H4201	hbo:4201	fertility	1.0	4	eflomal;gloss
dogayen o	G3117	grc:3117	fertility	1.0	2	eflomal
dogayen sandunan	H5982	hbo:5982	fertility	1.0	2	eflomal
dogon gashi	G2863	grc:2863	fertility	1.0	4	eflomal;gloss
doguwar hasumiya	H4026	hbo:4026	fertility	1.0	4	eflomal
doguwar sanda	H5251	hbo:5251	fertility	1.0	4	eflomal;gloss
dole wanke	H3526	hbo:3526	fertility	1.0	2	eflomal
dole yă wanke	H3526	hbo:3526	fertility	1.0	6	eflomal
domin hadaya zunubi	H2403	hbo:2403	fertility	1.0	3	eflomal
domin iliya	G2243	grc:2243	fertility	1.0	3	eflomal
dubu biyar	G4000	grc:4000	fertility	1.0	4	eflomal
dubu dubban	G3461	grc:3461	fertility	1.0	2	eflomal
dubu goma	G3463	grc:3463	fertility	1.0	3	gloss
dubu huɗu	G5070	grc:5070	fertility	1.0	7	eflomal;gloss
duka waɗannan	H0428	hbo:0428	fertility	1.0	2	eflomal
dukan tsararraki	H1755	hbo:1755	fertility	1.0	3	eflomal
dukan zamanai	H1755	hbo:1755	fertility	1.0	2	eflomal
dukansu biyu	G0297	grc:297	fertility	1.0	3	eflomal
dutse wani	G3037	grc:3037	fertility	1.0	2	eflomal
dutsen tuntuɓe	G4625	grc:4625	fertility	1.0	2	eflomal
dutsen ƙanƙara	H6864	hbo:6864	fertility	1.0	2	eflomal
ebed melek	H5663	hbo:5663	fertility	1.0	12	eflomal;gloss
efan kwaɓaɓɓe	H1101	hbo:1101	fertility	1.0	2	eflomal
eglat shelishiya	H5697	hbo:5697a	fertility	1.0	4	eflomal;gloss
eldad medad	H0419	hbo:0419	fertility	1.0	2	eflomal
eliyasaf deyuwel	H0460	hbo:0460	fertility	1.0	2	eflomal
esar haddon	H0634	hbo:0634	fertility	1.0	6	eflomal;gloss
eziyon geber	H6100	hbo:6100	fertility	1.0	12	eflomal;gloss
ezra malamin doka	H5830	hbo:5830	fertility	1.0	4	eflomal
faddan aram	H6307	hbo:6307	fertility	1.0	21	eflomal;gloss
fahat mowab	H6355	hbo:6355	fertility	1.0	10	eflomal;gloss
fansar jinin	H1818	hbo:1818	fertility	1.0	3	eflomal
farar wuta	H1614	hbo:1614	fertility	1.0	2	gloss
fararen tufafi	G3022	grc:3022	fertility	1.0	3	eflomal
farin cikinmu	G5479	grc:5479	fertility	1.0	2	eflomal
fatar jiki	H6883,H5785	hbo:6883,hbo:5785	phrasal	1.0	13	eflomal;gloss
fatar jikin	H5785	hbo:5785	fertility	1.0	16	eflomal
fatar jikinsa	H5785	hbo:5785	fertility	1.0	4	eflomal
faɗa labari	G2097	grc:2097	fertility	1.0	2	eflomal
faɗi cewa	G3004	grc:3004	fertility	1.0	2	eflomal
filayen kwari	H8219	hbo:8219	fertility	1.0	5	eflomal;gloss
filayen tuddai	H8205	hbo:8205	fertility	1.0	2	eflomal
fita fita	H3318	hbo:3318	fertility	1.0	2	eflomal
fiton melek	H4429	hbo:4429	fertility	1.0	2	gloss
furannin almon	H8246	hbo:8246	fertility	1.0	2	eflomal
furen rana	H7799	hbo:7799	fertility	1.0	2	eflomal
furta maganarsa	H4912	hbo:4912	fertility	1.0	6	eflomal;gloss
fuskokinsu ƙasa	G4383	grc:4383	fertility	1.0	2	eflomal
fāri ɗango	H0697	hbo:0697	fertility	1.0	2	eflomal
fāɗawa rami	H7845	hbo:7845	fertility	1.0	2	eflomal
fāɗi gwajin	G0096	grc:96	fertility	1.0	3	eflomal
fāɗin kamu	H7341	hbo:7341	fertility	1.0	2	eflomal
fāɗinsa kamu ne	H0520	hbo:0520	fertility	1.0	2	eflomal
fāɗuwar rana	H6153	hbo:6153	fertility	1.0	3	eflomal
gabana ga	G3708	grc:3708	fertility	1.0	3	eflomal
gadin kurkukun	G1200	grc:1200	fertility	1.0	6	eflomal;gloss
gadon sarautar	H3678	hbo:3678	fertility	1.0	4	eflomal
gadon sarautarsa	G2362	grc:2362	fertility	1.0	3	eflomal
gafarta laifofin	H6588	hbo:6588	fertility	1.0	2	eflomal
gaggafa firiya	H5404	hbo:5404	fertility	1.0	2	eflomal
gamaliyel fedazur	H6301	hbo:6301	fertility	1.0	4	eflomal
game sauran	H3499	hbo:3499	fertility	1.0	3	eflomal
gangara zuwa	H3381	hbo:3381	fertility	1.0	40	eflomal
gangarawa zuwa	H3381	hbo:3381	fertility	1.0	4	eflomal
gangaro zuwa	H3381	hbo:3381	fertility	1.0	2	eflomal
ganin gari	G0308	grc:308	fertility	1.0	19	eflomal;gloss
ganin garinka	G0308	grc:308	fertility	1.0	2	gloss
ganin wahayin	H2372	hbo:2372	fertility	1.0	2	eflomal
gargaɗe ku	G5263	grc:5263	fertility	1.0	4	eflomal;gloss
gari hadaya	H4503	hbo:4503	fertility	1.0	4	eflomal
gari hadayu	H4503	hbo:4503	fertility	1.0	2	eflomal
gari ki	H7058	hbo:7058	fertility	1.0	2	eflomal
gari laushi	H5560	hbo:5560	fertility	1.0	4	eflomal
garin alkama	G0224	grc:224	fertility	1.0	2	eflomal
garken aladu	G5519	grc:5519	fertility	1.0	3	eflomal
garken tumaki	H6629	hbo:6629	fertility	1.0	5	eflomal
garkunan tumaki	H6629	hbo:6629	fertility	1.0	2	eflomal
garkunanku shanu	H1241	hbo:1241	fertility	1.0	4	eflomal
garuruwan tel mela tel	H8528	hbo:8528	fertility	1.0	4	eflomal;gloss
gasasshen hatsi	H7039	hbo:7039	fertility	1.0	4	eflomal;gloss
gashin akuya	H5795	hbo:5795	fertility	1.0	8	eflomal
gaɓar tekun	G2281	grc:2281	fertility	1.0	2	eflomal
gefen arewa	H8040	hbo:8040	fertility	1.0	2	eflomal
gefen dama	H3225	hbo:3225	fertility	1.0	2	eflomal
gefen kudu	H3225	hbo:3225	fertility	1.0	4	eflomal
gicciye tare	G4957	grc:4957	fertility	1.0	2	eflomal
gida fadan	H1004	hbo:1004	fertility	1.0	2	eflomal
gida mata	H1323	hbo:1323	fertility	1.0	2	eflomal
gina mahaurai	H5550	hbo:5550	fertility	1.0	2	eflomal
gindin itacen ɓaure	G4808	grc:4808	fertility	1.0	2	eflomal
gindin kunnensa	H7541	hbo:7541	fertility	1.0	2	eflomal
gindin tuddai	H8219	hbo:8219	fertility	1.0	3	eflomal
gine ginen	G3619	grc:3619	fertility	1.0	6	eflomal;gloss
ginin tukwane	H3335	hbo:3335a	fertility	1.0	9	eflomal;gloss
ginin tukwanen	H3335	hbo:3335a	fertility	1.0	2	gloss
ginshiƙan ashera	H0842	hbo:0842	fertility	1.0	13	eflomal
ginshiƙan asheransu	H0842	hbo:0842	fertility	1.0	10	eflomal;gloss
ginshiƙin ashera	H0842	hbo:0842	fertility	1.0	9	eflomal
girgije duhu	H6205	hbo:6205	fertility	1.0	2	eflomal
girgizar ƙasa	G4578	grc:4578	fertility	1.0	21	eflomal;gloss
girgizar ƙasar	G4578	grc:4578	fertility	1.0	4	eflomal;gloss
girman kai	H1343	hbo:1343	fertility	1.0	6	eflomal
goma huɗu	G1180	grc:1180	fertility	1.0	2	eflomal
goma sha	G1074	grc:1074	fertility	1.0	5	eflomal;gloss
goma sha ɗaya	G1734	grc:1734	fertility	1.0	5	eflomal;gloss
gomer maza	H1586	hbo:1586	fertility	1.0	2	eflomal
gonakin inabinku	H3754	hbo:3754	fertility	1.0	2	eflomal
gonakin inabinmu	H3754	hbo:3754	fertility	1.0	2	eflomal
gonakinku inabi	H3754	hbo:3754	fertility	1.0	2	eflomal
gonar inabinka	H3754	hbo:3754	fertility	1.0	4	eflomal;gloss
gonar inabinku	H3754	hbo:3754	fertility	1.0	4	eflomal;gloss
gonar inabinsa	G0290	grc:290	fertility	1.0	6	eflomal;gloss
gonar kabewa	H4750	hbo:4750	fertility	1.0	4	eflomal;gloss
guda ɗaya	G1520	grc:1520	fertility	1.0	5	eflomal
gumakan banza	H1892	hbo:1892	fertility	1.0	2	eflomal
gumakan banƙyama	H8441	hbo:8441	fertility	1.0	2	eflomal
gumakan gidan	H8655	hbo:8655	fertility	1.0	6	eflomal;gloss
gumakansu banƙyama	H8251	hbo:8251	fertility	1.0	2	eflomal
gumakansu marasa amfani	H1892	hbo:1892	fertility	1.0	2	eflomal
gungumen algum	H0418	hbo:0418	fertility	1.0	4	eflomal;gloss
gunki tsokanar	H5566	hbo:5566	fertility	1.0	2	eflomal
gunki zubi	H4541	hbo:4541	fertility	1.0	3	eflomal
gwauruwa matalauciya	G5503	grc:5503	fertility	1.0	2	eflomal
gyara katangar	H3635	hbo:3635	fertility	1.0	2	eflomal
gyare gyaren	H2388	hbo:2388	fertility	1.0	7	eflomal
hadaya don laifi	H0817	hbo:0817	fertility	1.0	6	eflomal
hadaya don laifin	H0817	hbo:0817	fertility	1.0	2	eflomal
hadaya don zunubi	H2403	hbo:2403	fertility	1.0	50	eflomal
hadaya gari	H4503	hbo:4503	fertility	1.0	19	eflomal
hadaya garin	H4503	hbo:4503	fertility	1.0	3	eflomal
hadaya hatsi	H4503	hbo:4503	fertility	1.0	4	eflomal
hadaya kaɗawa	H8573	hbo:8573	fertility	1.0	2	eflomal
hadaya laifi	H0817	hbo:0817	fertility	1.0	2	eflomal
hadaya salama	H8002	hbo:8002	fertility	1.0	3	eflomal
hadaya sha	H5262	hbo:5262	fertility	1.0	10	eflomal
hadaya wuta	H0801	hbo:0801	fertility	1.0	5	eflomal
hadaya zunubi	H2403	hbo:2403	fertility	1.0	9	eflomal
hadaya ƙonawa hadaya	H5930	hbo:5930	fertility	1.0	4	eflomal
hadaya ƙonawar	H5930	hbo:5930	fertility	1.0	3	eflomal
hadayar garin	H4503	hbo:4503	fertility	1.0	2	gloss
hadayar hatsi	H4503	hbo:4503	fertility	1.0	2	eflomal
hadayar wuta	H0801	hbo:0801	fertility	1.0	2	eflomal
hadayarsa ƙonawa	H5930	hbo:5930	fertility	1.0	2	eflomal
hadayu gari	H4503	hbo:4503	fertility	1.0	2	eflomal
hadayu sha	H5262	hbo:5262	fertility	1.0	3	eflomal
hadayu ƙonawa	H5930	hbo:5930	fertility	1.0	7	eflomal
hadayu ƙonawa hadayu	H5930	hbo:5930	fertility	1.0	2	eflomal
hadayun gari	H4503	hbo:4503	fertility	1.0	2	eflomal
hadayun godiya	H8426	hbo:8426	fertility	1.0	3	eflomal
hadayun sha	H5262	hbo:5262	fertility	1.0	14	eflomal
hadayun wuta	H0801	hbo:0801	fertility	1.0	3	eflomal
haddasa tsoro	H2851	hbo:2851	fertility	1.0	3	eflomal
hafsan matsaran	H2876	hbo:2876	fertility	1.0	4	eflomal
haifa maza	H3205	hbo:3205	fertility	1.0	4	eflomal
haifaffe ɗan ƙasa	H0249	hbo:0249	fertility	1.0	3	eflomal
haifaffen ɗan	H0249	hbo:0249	fertility	1.0	4	eflomal;gloss
haifaffen ɗan ƙasa	H0249	hbo:0249	fertility	1.0	2	eflomal
haka aika	H7971	hbo:7971	fertility	1.0	4	eflomal
haka taurare	H2388	hbo:2388	fertility	1.0	2	eflomal
hakkin jini	H1818	hbo:1818	fertility	1.0	2	eflomal
hakkin jininsa	H1818	hbo:1818	fertility	1.0	4	eflomal
halin mutuntaka	G4561	grc:4561	fertility	1.0	3	eflomal
halittu huɗun	G2226	grc:2226	fertility	1.0	2	eflomal
halittu ran	H2416	hbo:2416c	fertility	1.0	2	eflomal
halittu rarrafe	H7431	hbo:7431	fertility	1.0	3	eflomal
halittun hamada	H6728	hbo:6728a	fertility	1.0	3	eflomal
hallaka sarai	H2763	hbo:2763	fertility	1.0	3	eflomal
hallaka tas	H2763	hbo:2763	fertility	1.0	2	eflomal
hanan hadad	H1177	hbo:1177	fertility	1.0	2	eflomal
hananel yaron	H2601	hbo:2601	fertility	1.0	3	eflomal
hankalinku tashi	G2360	grc:2360	fertility	1.0	2	eflomal
hannu sake	G0572	grc:572	fertility	1.0	2	gloss
hannun damanka	H3225	hbo:3225	fertility	1.0	10	eflomal;gloss
hannun mafasa	G3027	grc:3027	fertility	1.0	2	gloss
hannuna dama	G1188	grc:1188	fertility	1.0	2	eflomal
hannunka dama	H3225	hbo:3225	fertility	1.0	3	eflomal
hannunta dama	H3225	hbo:3225	fertility	1.0	2	eflomal
hanya zuwa	H1870	hbo:1870	fertility	1.0	2	eflomal
hanyoyin banƙyama	H8441	hbo:8441	fertility	1.0	2	eflomal
hanyoyinku marasa	H6612	hbo:6612a	fertility	1.0	2	gloss
haroshet haggoyim	H2800	hbo:2800a	fertility	1.0	6	eflomal;gloss
harsashin gininta	H3247	hbo:3247	fertility	1.0	4	eflomal;gloss
hasumiyar shekem	H4026	hbo:4026b	fertility	1.0	3	eflomal
hauren giwa	H8127	hbo:8127	fertility	1.0	13	eflomal;gloss
haye urdun	H3383	hbo:3383	fertility	1.0	2	eflomal
hazar enan	H2704	hbo:2704	fertility	1.0	6	eflomal;gloss
hazar shuwal	H2705	hbo:2705	fertility	1.0	8	eflomal;gloss
hazazon tamar	H2688	hbo:2688	fertility	1.0	4	eflomal;gloss
haɗa bunsuru matsayin	H8163	hbo:8163a	fertility	1.0	5	eflomal
hidima matsayin firist	H3547	hbo:3547	fertility	1.0	2	eflomal
hidima matsayin firistoci	H3547	hbo:3547	fertility	1.0	7	eflomal
hidimar haikali	H5411	hbo:5411	fertility	1.0	6	eflomal;gloss
hidimar ikkilisiya	G1249	grc:1249	fertility	1.0	2	eflomal
hular kwano	G4030	grc:4030	fertility	1.0	2	gloss
hulunan kwano	H3553	hbo:3553	fertility	1.0	7	eflomal;gloss
hutun asabbaci	H7676	hbo:7676	fertility	1.0	2	eflomal
ibrahim ibrahim	H0085	hbo:0085	fertility	1.0	3	eflomal
idar jiki	G4561	grc:4561	fertility	1.0	2	eflomal
ikoki hukumomi	G0746	grc:746	fertility	1.0	2	eflomal
iri iri	G1085,G4164	grc:1085,grc:4164	phrasal	1.0	11	eflomal;gloss
irin jinjimi	H4327	hbo:4327	fertility	1.0	2	eflomal
isashen abincin	H7647	hbo:7647	fertility	1.0	4	eflomal;gloss
ishaya amoz	H3470	hbo:3470a	fertility	1.0	11	eflomal
isra ila isra ila	H3478	hbo:3478	fertility	1.0	2	eflomal
isra ilan	H3478	hbo:3478	fertility	1.0	11	eflomal
isra ilawan	H3478	hbo:3478	fertility	1.0	34	eflomal;gloss
itace oak	H0424	hbo:0424	fertility	1.0	2	eflomal
itacen al ul	H0730	hbo:0730	fertility	1.0	15	eflomal
itacen almon	H8247	hbo:8247	fertility	1.0	2	eflomal
itacen fir	H1265	hbo:1265	fertility	1.0	2	eflomal
itacen oak	H0424	hbo:0424	fertility	1.0	4	eflomal
itacen tsintsiya	H7574	hbo:7574	fertility	1.0	4	eflomal;gloss
itacen zaitun	H2132	hbo:2132	fertility	1.0	5	eflomal
itacen ƙaya	H0329	hbo:0329	fertility	1.0	2	eflomal
itacen ƙirya	H7848	hbo:7848	fertility	1.0	3	eflomal
itatuwan balsam	H1057	hbo:1057	fertility	1.0	4	eflomal;gloss
itatuwan dabino	H8561,H8558	hbo:8561,hbo:8558	phrasal	1.0	17	eflomal;gloss
itatuwan dabinon	H8561	hbo:8561	fertility	1.0	2	gloss
itatuwan tsamiya	H1057	hbo:1057	fertility	1.0	4	eflomal;gloss
iyaka yankin	H1366	hbo:1366	fertility	1.0	3	eflomal
iyakar ƙasar	H1366	hbo:1366	fertility	1.0	2	eflomal
iyakar ƙasarsu	H1366	hbo:1366	fertility	1.0	2	eflomal
iyalin istifanas	G4734	grc:4734	fertility	1.0	2	eflomal
iyalin yedahiya	H3048	hbo:3048	fertility	1.0	2	eflomal
ja numfashinsa ƙarshe	H1478	hbo:1478	fertility	1.0	2	eflomal
jagoran tawaye	G3027	grc:3027	fertility	1.0	3	eflomal
jagorancin itamar	H0385	hbo:0385	fertility	1.0	2	eflomal
jahannama wuta	G1067	grc:1067	fertility	1.0	4	eflomal
jakunan jeji	H6501	hbo:6501	fertility	1.0	2	eflomal
jama arta	H1995	hbo:1995	fertility	1.0	5	eflomal
jana izata	G1780	grc:1780	fertility	1.0	4	eflomal;gloss
jarumin yaƙi	H1368	hbo:1368	fertility	1.0	2	eflomal
jawo la	H0779	hbo:0779	fertility	1.0	3	eflomal
jefa ƙuri	H1486	hbo:1486	fertility	1.0	2	eflomal
jefar waje	G1544	grc:1544	fertility	1.0	3	eflomal
jerin jiragen	H0590	hbo:0590	fertility	1.0	3	eflomal
jifa ƙuri	H1486	hbo:1486	fertility	1.0	2	eflomal
jikokin ada	H5711	hbo:5711	fertility	1.0	2	eflomal
jikokin basemat	H1315	hbo:1315	fertility	1.0	2	eflomal
jima i	H7903	hbo:7903	fertility	1.0	6	eflomal;gloss
jin daɗi	H8057,H2654	hbo:8057,hbo:2654	phrasal	1.0	10	eflomal;gloss
jira marmari	G0553	grc:553	fertility	1.0	2	eflomal
jirgin ruwa	G0636,G4143	grc:636,grc:4143	phrasal	1.0	27	eflomal;gloss
jita jita	H8052	hbo:8052	fertility	1.0	4	eflomal;gloss
juye kwanonsa	G1632	grc:1632	fertility	1.0	6	eflomal
kacici kacici	H2420	hbo:2420	fertility	1.0	9	eflomal;gloss
kacici kacicin	H2420	hbo:2420	fertility	1.0	8	eflomal;gloss
kada ka	H4513	hbo:4513	fertility	1.0	6	eflomal;gloss
kada kome	G3367	grc:3367	fertility	1.0	3	eflomal
kada kowa	G3367	grc:3367	fertility	1.0	6	eflomal
kada wani	G3367	grc:3367	fertility	1.0	3	eflomal
kadesh barneya	H6947	hbo:6947	fertility	1.0	19	eflomal;gloss
kafa harsashen	H3245	hbo:3245	fertility	1.0	3	eflomal
kafa harsashin	H3245	hbo:3245	fertility	1.0	6	eflomal
kafa sansani	H2583	hbo:2583	fertility	1.0	24	eflomal
kafa sansaninsu	H2583	hbo:2583	fertility	1.0	4	eflomal;gloss
kafa tushen	H3245	hbo:3245	fertility	1.0	2	eflomal
kafar allura	G4476	grc:4476	fertility	1.0	2	eflomal
kafara dominsa	H3722	hbo:3722	fertility	1.0	5	eflomal
kaifin takobi	H2719	hbo:2719	fertility	1.0	3	eflomal
kamfanin sojoji	G4686	grc:4686	fertility	1.0	2	eflomal
kamun kifinsu	G1350	grc:1350	fertility	1.0	12	eflomal;gloss
kan ana	H3669,H3667	hbo:3669,hbo:3667	phrasal	1.0	76	eflomal;gloss
karan ƙaho	H7782	hbo:7782	fertility	1.0	2	eflomal
karar ƙaho	H7162	hbo:7162	fertility	1.0	3	eflomal
karin magana	H4912	hbo:4912	fertility	1.0	23	eflomal;gloss
karin maganar	H4912	hbo:4912	fertility	1.0	6	eflomal;gloss
karuwar haikali	H6945	hbo:6945	fertility	1.0	4	eflomal;gloss
karɓan baƙi	G5382	grc:5382	fertility	1.0	2	eflomal
karɓar haraji	G5057	grc:5057	fertility	1.0	37	eflomal;gloss
karɓar harajin	G5057	grc:5057	fertility	1.0	4	eflomal;gloss
karɓi azurfa	H3701	hbo:3701	fertility	1.0	2	eflomal
karɓi jinƙai	G1653	grc:1653	fertility	1.0	2	eflomal
karɓi zakan	H6237	hbo:6237	fertility	1.0	4	eflomal;gloss
kasa kunne	H0238,H8085	hbo:0238,hbo:8085	phrasal	1.0	35	eflomal;gloss
kashe takobi	H2719	hbo:2719	fertility	1.0	2	eflomal
kashegari sassafe	H7925	hbo:7925	fertility	1.0	5	eflomal
kashi bisa	H6241	hbo:6241	fertility	1.0	2	eflomal
kashi bisa goma	H6241	hbo:6241	fertility	1.0	7	eflomal
katakon al ul	H0730	hbo:0730	fertility	1.0	2	eflomal
kawo hallaka	G2050	grc:2050	fertility	1.0	4	eflomal;gloss
kawo haraji	H4503	hbo:4503	fertility	1.0	2	eflomal
kawo kyautai	H4503	hbo:4503	fertility	1.0	2	eflomal
kawo ƙarshe	H7673	hbo:7673	fertility	1.0	2	gloss
kawo ɓacin	H3013	hbo:3013	fertility	1.0	2	eflomal
kawuna dawa ƙosassu	H7641	hbo:7641	fertility	1.0	2	eflomal
kayan ado	H5716	hbo:5716	fertility	1.0	5	eflomal
kayan cinikinki	H5801	hbo:5801	fertility	1.0	3	gloss
kayan yaji	H1314	hbo:1314	fertility	1.0	41	eflomal;gloss
kayayyakin keɓe	H6944	hbo:6944	fertility	1.0	2	eflomal
kaɗa molaye	H5035	hbo:5035a	fertility	1.0	3	eflomal
ke nan	G4357,G1510	grc:4357,grc:1510	phrasal	1.0	7	eflomal;gloss
keken shanun	H5699	hbo:5699	fertility	1.0	5	eflomal
kekunan yaƙinka	H4818	hbo:4818	fertility	1.0	4	eflomal;gloss
kekunan yaƙinsa	H4818,H7393	hbo:4818,hbo:7393	phrasal	1.0	7	eflomal;gloss
kekunan yaƙinta	H7393	hbo:7393	fertility	1.0	2	eflomal
kena ana	H3668	hbo:3668	fertility	1.0	10	eflomal;gloss
kerit gabas	H3747	hbo:3747	fertility	1.0	4	eflomal;gloss
ketowar alfijir	H7837	hbo:7837	fertility	1.0	5	eflomal;gloss
kewayen yuferites	H5675	hbo:5675	fertility	1.0	2	eflomal
kewayo elkana	H0511	hbo:0511	fertility	1.0	2	eflomal
keɓaɓɓun duwatsu	H4676	hbo:4676	fertility	1.0	14	eflomal;gloss
keɓaɓɓun duwatsunsu	H4676	hbo:4676	fertility	1.0	10	eflomal;gloss
keɓe sashe	H6942	hbo:6942	fertility	1.0	3	eflomal
ki farka ki farka ki	H5782	hbo:5782	fertility	1.0	2	eflomal
kibrot hatta awa	H6914	hbo:6914	fertility	1.0	10	eflomal;gloss
kira zama	G2822	grc:2822	fertility	1.0	2	eflomal
kiriyat al	H7154	hbo:7154	fertility	1.0	2	eflomal
kiriyat arba	H7153	hbo:7153	fertility	1.0	7	eflomal
kiriyat sefer	H7158	hbo:7158a	fertility	1.0	4	eflomal
kiwon dabbobi	H4735	hbo:4735	fertility	1.0	3	eflomal
kiyaye asabbaci	H7676	hbo:7676	fertility	1.0	2	eflomal
kiyaye farillaina	H2708	hbo:2708	fertility	1.0	3	eflomal
kiɗan molo	H5059	hbo:5059	fertility	1.0	4	eflomal;gloss
kogin shihor	H7883	hbo:7883	fertility	1.0	2	eflomal
kogin yabbok	H2999	hbo:2999	fertility	1.0	4	eflomal
koma gida	G5290	grc:5290	fertility	1.0	2	eflomal
koma lafiyayye	G0600	grc:600	fertility	1.0	5	eflomal;gloss
kome lafiya	H7965	hbo:7965	fertility	1.0	2	eflomal
kome yake	H4393	hbo:4393	fertility	1.0	5	eflomal
kore kore	H3422	hbo:3422	fertility	1.0	4	eflomal;gloss
kowa ba	G3762	grc:3762	fertility	1.0	3	eflomal
kowace rana	H3117	hbo:3117	fertility	1.0	2	eflomal
koyarwar doka	H8451	hbo:8451	fertility	1.0	2	eflomal
ku zo ku	G1205	grc:1205	fertility	1.0	6	eflomal
kujerar sarauta	H3678	hbo:3678	fertility	1.0	6	eflomal
kujerar sarautar	H3678	hbo:3678	fertility	1.0	12	eflomal
kujerar sarautarsa	H3678	hbo:3678	fertility	1.0	5	eflomal
kujerar sarautata	H3678	hbo:3678	fertility	1.0	3	eflomal
kujerar shari ar	G0968	grc:968	fertility	1.0	5	eflomal;gloss
kuka cizon	G2805	grc:2805	fertility	1.0	7	eflomal
kuka dominsu	H5594	hbo:5594	fertility	1.0	2	eflomal
kuka ku	H3213	hbo:3213	fertility	1.0	3	eflomal
kuka kuka	H1058	hbo:1058	fertility	1.0	2	eflomal
kukan neman taimako	H7768	hbo:7768	fertility	1.0	2	eflomal
kuke addu	G4336	grc:4336	fertility	1.0	2	eflomal
kunnen yă	G3775	grc:3775	fertility	1.0	11	eflomal
kurmin lebanon	H3844	hbo:3844	fertility	1.0	2	eflomal
kusa kansa	H4763	hbo:4763	fertility	1.0	2	eflomal
kushan rishatayim	H3573	hbo:3573	fertility	1.0	4	eflomal;gloss
kuɗi jaka	G4082	grc:4082	fertility	1.0	3	eflomal
kuɗin shiga	H1983	hbo:1983	fertility	1.0	6	eflomal;gloss
kwaf kwaf	H3563	hbo:3563	fertility	1.0	3	eflomal
kwanakin ƙarshe	G2078	grc:2078	fertility	1.0	3	eflomal
kwanon kwaɓan kullunku	H4863	hbo:4863	fertility	1.0	4	eflomal;gloss
kwanonin yayyafawa	H4219	hbo:4219	fertility	1.0	6	eflomal
kwanonin yayyafawa kwanoni	H4219	hbo:4219	fertility	1.0	2	eflomal
kwanton ɓauna	H0693	hbo:0693	fertility	1.0	4	eflomal;gloss
kwarin ben hinnom	H1516	hbo:1516a	fertility	1.0	9	eflomal
kwarin ela	H0425	hbo:0425b	fertility	1.0	2	eflomal
kwarin gishiri	H1516	hbo:1516c	fertility	1.0	3	eflomal
kwarin haman gog	H1996	hbo:1996	fertility	1.0	4	eflomal;gloss
kwarin hinnom	H1516	hbo:1516a	fertility	1.0	3	eflomal
kwarin ifta el	H1516	hbo:1516e	fertility	1.0	2	eflomal
kwaɓa laka	G4081	grc:4081	fertility	1.0	3	eflomal
kyautai daraja	H4030	hbo:4030	fertility	1.0	2	eflomal
kyautai yardar rai	H5071	hbo:5071	fertility	1.0	2	eflomal
kāre kanku	G0626	grc:626	fertility	1.0	2	eflomal
la anoni	H7045,H0423	hbo:7045,hbo:0423	phrasal	1.0	9	eflomal;gloss
labari game	H8088	hbo:8088	fertility	1.0	3	eflomal
labarin yaƙe yaƙe	G4171	grc:4171	fertility	1.0	4	eflomal;gloss
lafiya lafiya alhali	H7965	hbo:7965	fertility	1.0	2	eflomal
lafiya ƙalau	H7965	hbo:7965	fertility	1.0	3	eflomal
laifin zub jini	H1818	hbo:1818	fertility	1.0	2	eflomal
lallausan garin	H5560	hbo:5560	fertility	1.0	4	gloss
lallausan goma	H5560	hbo:5560	fertility	1.0	2	eflomal
lardin asiya	G0773	grc:773	fertility	1.0	12	eflomal
leƙen asiri	H7270	hbo:7270	fertility	1.0	16	eflomal;gloss
leƙi asirinta	H8446	hbo:8446	fertility	1.0	4	eflomal;gloss
leƙo asirin	H7270	hbo:7270	fertility	1.0	6	eflomal;gloss
lissafta zuriyarka	G4690	grc:4690	fertility	1.0	2	eflomal
littafin ishaya	G2268	grc:2268	fertility	1.0	3	eflomal
lokacin al adarta	H5079	hbo:5079	fertility	1.0	10	eflomal;gloss
ma aunin shekel	H8255	hbo:8255	fertility	1.0	8	eflomal
mace marar aminci	H5237	hbo:5237	fertility	1.0	5	eflomal;gloss
maciya amana	H0898	hbo:0898	fertility	1.0	2	eflomal
madogaran gini	H4407	hbo:4407	fertility	1.0	11	eflomal;gloss
mafi kyau	H4005,H7225	hbo:4005,hbo:7225	phrasal	1.0	12	eflomal;gloss
mafi tsayi	G4419	grc:4419	fertility	1.0	4	eflomal;gloss
mafiya kyau	H3303	hbo:3303	fertility	1.0	3	eflomal
magabcin kiristi	G0500	grc:500	fertility	1.0	8	eflomal;gloss
magana gabagadi	G3955	grc:3955	fertility	1.0	3	eflomal
