# multi-word expressions (M1): target phrase -> original lexeme(s); lang=ind; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
abel mehola	H0065	hbo:0065	fertility	1.0	4	eflomal;gloss
abida eldaa	H0028	hbo:0028	fertility	1.0	2	eflomal
abimael seba	H7614	hbo:7614	fertility	1.0	2	eflomal
absalom absalom	H0053	hbo:0053	fertility	1.0	2	eflomal
acara perkabungan	H0060	hbo:0060	fertility	1.0	4	eflomal;gloss
adakanlah sensus	H6485	hbo:6485	fertility	1.0	3	eflomal
adalah keturunan	H1121	hbo:1121	fertility	1.0	5	eflomal
adat istiadat	G1485	grc:1485	fertility	1.0	8	eflomal;gloss
adat istiadat nenek moyang	G3862	grc:3862	fertility	1.0	5	eflomal
adat sunat	G4061	grc:4061	fertility	1.0	2	eflomal
adbeel mibsam	H4017	hbo:4017	fertility	1.0	2	eflomal
adik perempuan	H0269	hbo:0269	fertility	1.0	4	eflomal
adik perempuanmu	H0269	hbo:0269	fertility	1.0	2	eflomal
adik perempuannya	G0079	grc:79	fertility	1.0	2	eflomal
adma zeboim	H6636	hbo:6636	fertility	1.0	2	eflomal
adoni zedek	H0139	hbo:0139	fertility	1.0	4	eflomal;gloss
ahilud menjabat	H0286	hbo:0286	fertility	1.0	6	eflomal;gloss
ahinoam yisreel	H0293	hbo:0293	fertility	1.0	3	eflomal
ahli sihir	H2748	hbo:2748	fertility	1.0	7	eflomal;gloss
air anggur baru	H8492	hbo:8492	fertility	1.0	2	eflomal
air anggur minyak	H8492	hbo:8492	fertility	1.0	2	eflomal
air banjir keluar	H4325	hbo:4325	fertility	1.0	2	eflomal
akan berkata	G2046	grc:2046	fertility	1.0	2	eflomal
akan dibakar	H3341	hbo:3341	fertility	1.0	2	gloss
akan dipermalukan	H0954	hbo:0954	fertility	1.0	2	eflomal
akan hidup	H7931	hbo:7931	fertility	1.0	2	eflomal
akan malu	H0954	hbo:0954	fertility	1.0	3	eflomal
akan mati	G0622	grc:622	fertility	1.0	2	eflomal
akan peperangan	H2719	hbo:2719	fertility	1.0	2	eflomal
akan perang	H2719	hbo:2719	fertility	1.0	2	eflomal
aku sang anak	G5207	grc:5207	fertility	1.0	38	eflomal
akulah menciptakan	H1254	hbo:1254	fertility	1.0	2	eflomal
alas alas penahannya	H0134	hbo:0134	fertility	1.0	4	eflomal
alas kaki	H3182	hbo:3182	fertility	1.0	2	gloss
alas tiang tiang	H0134	hbo:0134	fertility	1.0	2	eflomal
alat alat besi	H1270	hbo:1270	fertility	1.0	3	eflomal
alat besi	H1270	hbo:1270	fertility	1.0	2	eflomal
alat tenun	H0708	hbo:0708	fertility	1.0	2	gloss
aliran air	H4325	hbo:4325	fertility	1.0	7	eflomal
allah bapa	G2316	grc:2316	fertility	1.0	2	eflomal
allah bersedia	G0988	grc:988	fertility	1.0	2	gloss
allah disembah	H0430	hbo:0430	fertility	1.0	9	eflomal
allah hati	G2316	grc:2316	fertility	1.0	2	eflomal
allah kehendaki	G2316	grc:2316	fertility	1.0	2	eflomal
allah menyertai	H0430	hbo:0430	fertility	1.0	2	eflomal
allah nya	G2316	grc:2316	fertility	1.0	3	eflomal
alun alun	H7339	hbo:7339	fertility	1.0	23	eflomal;gloss
alun alun kota	H7339	hbo:7339	fertility	1.0	2	eflomal
alunan kecapi	H3658	hbo:3658	fertility	1.0	2	eflomal
amat baik	H2896	hbo:2896b	fertility	1.0	2	eflomal
ambang pintu	H4670	hbo:4670	fertility	1.0	5	eflomal;gloss
amon walikota	H0526	hbo:0526	fertility	1.0	2	eflomal
ampunilah dosa dosa	H5545	hbo:5545	fertility	1.0	2	gloss
amram yisar	H3325	hbo:3325	fertility	1.0	2	gloss
anak alfeus	G0256	grc:256	fertility	1.0	7	eflomal;gloss
anak anak bernama	H1121	hbo:1121	fertility	1.0	9	eflomal
anak anak laki laki	H1121	hbo:1121	fertility	1.0	3	eflomal
anak anak lelaki	H1121	hbo:1121	fertility	1.0	11	eflomal
anak anak lelakimu	H1121	hbo:1121	fertility	1.0	4	eflomal
anak anak panah	H2671	hbo:2671	fertility	1.0	5	eflomal
anak anak perempuan	H1323	hbo:1323	fertility	1.0	13	eflomal
anak anak perempuannya	H1323	hbo:1323	fertility	1.0	4	eflomal
anak anak yatim	H3490	hbo:3490	fertility	1.0	5	eflomal
anak anak zebedeus	G2199	grc:2199	fertility	1.0	2	eflomal
anak anakku terkasih	G5040	grc:5040	fertility	1.0	2	eflomal
anak bungsunya	H6810	hbo:6810	fertility	1.0	2	gloss
anak cucu	H6509,H1121,H1323	hbo:6509,hbo:1121,hbo:1323	phrasal	1.0	22	eflomal;gloss
anak cucunya	H2233	hbo:2233	fertility	1.0	3	eflomal
anak domba betina	H3535	hbo:3535	fertility	1.0	10	eflomal;gloss
anak domba jantan	H3532	hbo:3532	fertility	1.0	3	eflomal
anak gadis	H1323	hbo:1323	fertility	1.0	2	eflomal
anak gadisnya	H1323	hbo:1323	fertility	1.0	2	eflomal
anak istri	H2945	hbo:2945	fertility	1.0	3	eflomal
anak keturunan	H1121	hbo:1121	fertility	1.0	2	eflomal
anak laki laki bernama	H1121	hbo:1121	fertility	1.0	5	eflomal
anak laki laki sulung	H1060	hbo:1060	fertility	1.0	3	eflomal
anak laki lakinya	H1121	hbo:1121	fertility	1.0	17	eflomal
anak lakimu	H5288	hbo:5288	fertility	1.0	2	eflomal
anak panah	H2671	hbo:2671	fertility	1.0	30	eflomal;gloss
anak panahmu	H2671	hbo:2671	fertility	1.0	4	eflomal;gloss
anak perempuan lainnya	H1323	hbo:1323	fertility	1.0	15	eflomal
anak perempuanku	H1323	hbo:1323	fertility	1.0	5	gloss
anak perempuanmu	H1323	hbo:1323	fertility	1.0	11	eflomal;gloss
anak perempuannya	H1323	hbo:1323	fertility	1.0	18	eflomal;gloss
anak sapi	H5695	hbo:5695	fertility	1.0	19	eflomal;gloss
anak sulung	H1060	hbo:1060	fertility	1.0	87	eflomal;gloss
anak sulungku	H1060	hbo:1060	fertility	1.0	4	eflomal;gloss
anak sulungmu	H1060	hbo:1060	fertility	1.0	4	eflomal;gloss
anak sulungnya	H1060	hbo:1060	fertility	1.0	11	eflomal;gloss
anak yaitu	H1121	hbo:1121	fertility	1.0	2	eflomal
anak yatim	H3490	hbo:3490	fertility	1.0	19	eflomal
anak zebedeus	G2199	grc:2199	fertility	1.0	4	eflomal
anaknya lahir	H3205	hbo:3205	fertility	1.0	6	eflomal
anaknya menggantikan	H1121	hbo:1121	fertility	1.0	2	eflomal
anggap haram	G2840	grc:2840	fertility	1.0	4	eflomal;gloss
anggaplah haram	H8263	hbo:8263	fertility	1.0	3	eflomal
anggota kelompok farisi	G5330	grc:5330	fertility	1.0	8	eflomal
anggota keluarganya	H1004	hbo:1004	fertility	1.0	2	eflomal
anggota tubuh	G3196,G4983	grc:3196,grc:4983	phrasal	1.0	13	eflomal;gloss
anggota tubuhmu	G3196	grc:3196	fertility	1.0	7	eflomal;gloss
anggur asam	G3690	grc:3690	fertility	1.0	8	eflomal;gloss
anggur minyak	H8492	hbo:8492	fertility	1.0	7	eflomal
angin timur	H6921	hbo:6921	fertility	1.0	6	eflomal
angkat tandumu	G0142	grc:142	fertility	1.0	4	eflomal
anjing hutan	H7776	hbo:7776	fertility	1.0	2	gloss
anjing liar	H8565	hbo:8565	fertility	1.0	4	eflomal;gloss
antara bangsa	H1471	hbo:1471	fertility	1.0	3	eflomal
antara bangsa bangsa	H1471	hbo:1471	fertility	1.0	13	eflomal
antara bangsa bangsa lain	H1471	hbo:1471	fertility	1.0	6	eflomal
antara lainnya	H8432	hbo:8432	fertility	1.0	2	eflomal
antara pangkal pahaku	H3409	hbo:3409	fertility	1.0	4	eflomal;gloss
anting anting	H5141	hbo:5141	fertility	1.0	10	eflomal
arah laut	H3220	hbo:3220	fertility	1.0	2	eflomal
arah utara	H6828	hbo:6828	fertility	1.0	4	eflomal
aram naharaim	H0763	hbo:0763	fertility	1.0	4	eflomal;gloss
aras libanon	H3844	hbo:3844	fertility	1.0	2	eflomal
aras seutas	H0730	hbo:0730	fertility	1.0	2	eflomal
arki sini	H5513	hbo:5513	fertility	1.0	4	eflomal;gloss
arti mimpimu	H6623	hbo:6623	fertility	1.0	4	eflomal;gloss
arti perkataan	G4487	grc:4487	fertility	1.0	2	eflomal
arti perumpamaan	G3850	grc:3850	fertility	1.0	2	eflomal
arus sungai	H4325	hbo:4325	fertility	1.0	2	eflomal
arus sungai nil	H2975	hbo:2975	fertility	1.0	2	eflomal
arwadi semari	H0721	hbo:0721	fertility	1.0	4	eflomal;gloss
asap cerobong	H6227	hbo:6227	fertility	1.0	2	eflomal
asrama istri	H0802	hbo:0802	fertility	1.0	2	eflomal
astoret dewi	H6253	hbo:6253	fertility	1.0	6	eflomal;gloss
atap kemah	H4908	hbo:4908	fertility	1.0	2	eflomal
atap rumah	H1406	hbo:1406	fertility	1.0	5	eflomal;gloss
atarot adar	H5853	hbo:5853	fertility	1.0	4	eflomal;gloss
atas kepala	H7218	hbo:7218	fertility	1.0	11	eflomal
atas kepalanya	H7218	hbo:7218	fertility	1.0	5	eflomal
atas puncak	H7218	hbo:7218	fertility	1.0	2	eflomal
awalnya memberontak terhadap	H6586	hbo:6586	fertility	1.0	2	eflomal
awan awan	H0523,H6051	hbo:0523,hbo:6051	phrasal	1.0	6	eflomal;gloss
awan putih	G3507	grc:3507	fertility	1.0	2	eflomal
awan tebal	H6205,H5645,H6051	hbo:6205,hbo:5645,hbo:6051	phrasal	1.0	6	eflomal;gloss
ayahnya ayah	H0001	hbo:0001	fertility	1.0	3	eflomal
ayam hutan	H7124	hbo:7124	fertility	1.0	2	gloss
ayunkanlah sabitmu	G1407	grc:1407	fertility	1.0	2	gloss
baal gad	H1171	hbo:1171	fertility	1.0	6	eflomal;gloss
baal hanan	H1177	hbo:1177	fertility	1.0	2	gloss
baal meon	H1186	hbo:1186	fertility	1.0	6	eflomal;gloss
baal perasim menerobos	H1188	hbo:1188	fertility	1.0	2	eflomal
baal zebub	H1176	hbo:1176	fertility	1.0	8	eflomal;gloss
babi babi	G5519	grc:5519	fertility	1.0	5	eflomal;gloss
baesa tersebut	H1201	hbo:1201	fertility	1.0	2	eflomal
bagaikan panah	H2671	hbo:2671	fertility	1.0	2	eflomal
bagian kulit	H5785	hbo:5785	fertility	1.0	3	eflomal
bagian selatan	H5045	hbo:5045	fertility	1.0	13	eflomal
bagian tanah	H5159	hbo:5159	fertility	1.0	4	eflomal
bagikanlah uangnya	G4453	grc:4453	fertility	1.0	5	eflomal;gloss
bahan ejekan	H2781	hbo:2781	fertility	1.0	8	eflomal;gloss
bahasa ibrani	H3066	hbo:3066	fertility	1.0	11	eflomal;gloss
bahasa lain	G1100	grc:1100	fertility	1.0	6	eflomal
baik yang	G0018	grc:18	fertility	1.0	4	eflomal
baju besi	G2382	grc:2382	fertility	1.0	2	eflomal
baju efod	H0646	hbo:0646	fertility	1.0	8	eflomal
baju panjang	H3801	hbo:3801	fertility	1.0	9	eflomal
bakbuk hakufa	H1227	hbo:1227	fertility	1.0	2	eflomal
balik awan tebal	H6205	hbo:6205	fertility	1.0	2	eflomal
balok balok kayu aras	H0730	hbo:0730	fertility	1.0	2	eflomal
balok kayu aras	H0730	hbo:0730	fertility	1.0	4	eflomal
balok tukang tenun	H0707	hbo:0707	fertility	1.0	4	eflomal
bangkai binatang	H5038	hbo:5038	fertility	1.0	3	eflomal
bangkit berdiri	G0450	grc:450	fertility	1.0	2	eflomal
bangsa amori	H0567	hbo:0567	fertility	1.0	15	eflomal
bangsa asing	H2114,H5236	hbo:2114b,hbo:5236	phrasal	1.0	9	eflomal;gloss
bangsa bangsa bukan yahudi	G1484	grc:1484	fertility	1.0	3	eflomal
bangsa bangsa lain	H1471	hbo:1471	fertility	1.0	42	eflomal
bangsa filistin	H6430	hbo:6430	fertility	1.0	30	eflomal
bangsa mana	H1471	hbo:1471	fertility	1.0	5	eflomal
bangsa midian	H4080	hbo:4080	fertility	1.0	15	eflomal
bangsa pemberontak	H4805	hbo:4805	fertility	1.0	28	eflomal;gloss
bangun kembali	H1129	hbo:1129	fertility	1.0	2	gloss
bangun pagi pagi	H7925	hbo:7925	fertility	1.0	4	eflomal
bangunan rumah	H1004	hbo:1004	fertility	1.0	5	eflomal
banteng liar	H7214	hbo:7214	fertility	1.0	2	eflomal
banyak keajaiban	G4592	grc:4592	fertility	1.0	4	eflomal
banyak mengikuti	G3793	grc:3793	fertility	1.0	2	eflomal
banyaknya bintang	H3556	hbo:3556	fertility	1.0	3	eflomal
bapa bapa	G3962	grc:3962	fertility	1.0	2	eflomal
bapa ku	G3962	grc:3962	fertility	1.0	2	eflomal
bara api	H0784	hbo:0784	fertility	1.0	2	eflomal
barang barang berharga	H3627	hbo:3627	fertility	1.0	2	eflomal
barang barang jarahan	H7998	hbo:7998	fertility	1.0	2	eflomal
barang barangnya	G4632	grc:4632	fertility	1.0	2	gloss
barang jaminan	H5667	hbo:5667	fertility	1.0	6	eflomal;gloss
barang jarahan	H7998	hbo:7998	fertility	1.0	5	eflomal
barang lainnya	H3627	hbo:3627	fertility	1.0	2	eflomal
barisan sendiri	H0905	hbo:0905	fertility	1.0	2	eflomal
baru baru	G2537	grc:2537	fertility	1.0	2	eflomal
batang kayu pemukul	G3586	grc:3586	fertility	1.0	2	eflomal
batas tanah	H1366	hbo:1366	fertility	1.0	3	eflomal
batas wilayah	H1366	hbo:1366	fertility	1.0	7	eflomal
batu batu permata	H0068	hbo:0068	fertility	1.0	4	eflomal
batu batunya	H0068	hbo:0068	fertility	1.0	4	eflomal;gloss
batu gilingan gandum	G3458	grc:3458	fertility	1.0	2	eflomal
batu keras	H6697	hbo:6697a	fertility	1.0	2	eflomal
batu pelindung	H6697	hbo:6697	fertility	1.0	3	eflomal
batu peringatan	H4676	hbo:4676	fertility	1.0	2	eflomal
batu permata bening	H8658	hbo:8658	fertility	1.0	3	eflomal
bawah jubah	H4063	hbo:4063	fertility	1.0	2	gloss
bawalah kembali	H7725	hbo:7725	fertility	1.0	2	eflomal
bayang bayang	H6738	hbo:6738	fertility	1.0	14	eflomal;gloss
bayang bayang senja menghilang	H6738	hbo:6738	fertility	1.0	2	eflomal
beberapa bagian	H5409	hbo:5409	fertility	1.0	3	eflomal
beberapa hari	G2250	grc:2250	fertility	1.0	2	eflomal
beberapa kelompok	H4256	hbo:4256	fertility	1.0	3	eflomal
beberapa orang farisi	G5330	grc:5330	fertility	1.0	2	eflomal
beberapa perumpamaan	G3850	grc:3850	fertility	1.0	2	eflomal
beer lahai roi	H0883	hbo:0883	fertility	1.0	5	eflomal;gloss
beginilah tandanya	H0226	hbo:0226	fertility	1.0	2	eflomal
bejana pembasuhan tumpuannya	H3595	hbo:3595	fertility	1.0	4	eflomal
bekerja menginjak	G0248	grc:248	fertility	1.0	2	gloss
belalang belalang	H0697	hbo:0697	fertility	1.0	2	eflomal
belantara negeb	H5045	hbo:5045	fertility	1.0	4	eflomal
belas kasihan nya	G1653	grc:1653	fertility	1.0	3	eflomal
belum percaya	G0571	grc:571	fertility	1.0	3	eflomal
benaya mengalahkan	H5221	hbo:5221	fertility	1.0	2	eflomal
bencana bencana	G4127	grc:4127	fertility	1.0	3	eflomal
bencana kelaparan melanda	H7458	hbo:7458	fertility	1.0	3	eflomal
benda berharga	H0214	hbo:0214	fertility	1.0	2	eflomal
benda penerang	H3974	hbo:3974	fertility	1.0	5	eflomal;gloss
bendera perang	H5251	hbo:5251	fertility	1.0	2	eflomal
benjol benjol	H2914	hbo:2914	fertility	1.0	2	gloss
bentangkan sehelai	H6566	hbo:6566	fertility	1.0	7	eflomal;gloss
benteng benteng	H4013,H2346,H0759	hbo:4013,hbo:2346,hbo:0759	phrasal	1.0	13	eflomal;gloss
benteng kotamu	H2346	hbo:2346	fertility	1.0	2	gloss
benteng mengelilingi	H2346	hbo:2346	fertility	1.0	2	eflomal
bentuk apa	H8544	hbo:8544	fertility	1.0	2	gloss
bentuk burung merpati	G4058	grc:4058	fertility	1.0	2	eflomal
bentuk malaikat penjaga	H3742	hbo:3742	fertility	1.0	6	eflomal
berabad abad	H1755	hbo:1755	fertility	1.0	2	eflomal
berakhir pada	H0319	hbo:0319	fertility	1.0	2	eflomal
berarti hukum taurat	G3551	grc:3551	fertility	1.0	2	eflomal
berarti memusuhi	G2189	grc:2189	fertility	1.0	2	eflomal
berarti menghina	H2778	hbo:2778	fertility	1.0	2	eflomal
berbagai keajaiban	G4592	grc:4592	fertility	1.0	4	eflomal
berbagai perumpamaan	G3850	grc:3850	fertility	1.0	2	eflomal
berbagai rempah	H1314	hbo:1314	fertility	1.0	5	eflomal;gloss
berbahasa yunani	G1675	grc:1675	fertility	1.0	2	gloss
berbaik hati kepada	G5485	grc:5485	fertility	1.0	2	eflomal
berbaring tenang	H7257	hbo:7257	fertility	1.0	3	eflomal
berbatu batu	G4073	grc:4073	fertility	1.0	4	eflomal;gloss
berbau busuk	H0887	hbo:0887	fertility	1.0	8	eflomal;gloss
berbelang belang	H5348	hbo:5348	fertility	1.0	5	gloss
berbentuk anak sapi	H5695	hbo:5695	fertility	1.0	2	eflomal
berbentuk bunga	H6525	hbo:6525	fertility	1.0	2	eflomal
berbentuk gedung	H4058	hbo:4058	fertility	1.0	2	eflomal
berbentuk labu	H6497	hbo:6497	fertility	1.0	2	eflomal
berbicara bahasa	H8193	hbo:8193	fertility	1.0	2	eflomal
berbicara dalam	G2980	grc:2980	fertility	1.0	2	eflomal
berbintik bintik	H1261	hbo:1261	fertility	1.0	4	eflomal;gloss
berbuat apa	H6213	hbo:6213	fertility	1.0	2	eflomal
berbuat kasih	G0026	grc:26	fertility	1.0	4	eflomal
bercakap cakap	G4814	grc:4814	fertility	1.0	6	eflomal;gloss
bercampur belerang	G2303	grc:2303	fertility	1.0	3	eflomal
bercerai berai	H6327	hbo:6327	fertility	1.0	2	gloss
berdiam di	H7931	hbo:7931	fertility	1.0	2	eflomal
berdiri teguh	G5278	grc:5278	fertility	1.0	2	gloss
berdoa ingatlah	H2142	hbo:2142	fertility	1.0	2	eflomal
berdoalah kepada	H1875	hbo:1875	fertility	1.0	2	eflomal
berdosa berbuat	H2398	hbo:2398	fertility	1.0	3	eflomal
berdosa terhadap	H2398	hbo:2398	fertility	1.0	5	eflomal
berdua melawan	H4784	hbo:4784	fertility	1.0	4	eflomal;gloss
berduri besi	H6137	hbo:6137	fertility	1.0	4	gloss
bergosip terasa sedap	H5372	hbo:5372	fertility	1.0	2	eflomal
berhala asing	H5236	hbo:5236	fertility	1.0	2	eflomal
berhala berhalamu	H1544	hbo:1544	fertility	1.0	2	gloss
berhala menjijikkan	H8251	hbo:8251	fertility	1.0	2	eflomal
berharga daripada	G1308	grc:1308	fertility	1.0	4	eflomal;gloss
berhasil kabur	H4422	hbo:4422	fertility	1.0	2	eflomal
berhasil melarikan diri	H6412	hbo:6412	fertility	1.0	7	eflomal;gloss
berhasil menyusul	H5381	hbo:5381	fertility	1.0	3	eflomal
berhasil merebut	H3920	hbo:3920	fertility	1.0	5	eflomal
berhasil merebut kota	H3920	hbo:3920	fertility	1.0	3	eflomal
berhasil merebutnya	H3920	hbo:3920	fertility	1.0	4	eflomal;gloss
berhati hatilah	G4337,G0991	grc:4337,grc:991	phrasal	1.0	8	eflomal;gloss
berhenti bekerja	H7673	hbo:7673	fertility	1.0	2	eflomal
berhenti menghasilkan	H2308	hbo:2308	fertility	1.0	3	eflomal
berhenti percaya	G4624	grc:4624	fertility	1.0	4	eflomal;gloss
beribu ribu	G3461	grc:3461	fertility	1.0	2	gloss
berikanlah kepada	G1325	grc:1325	fertility	1.0	3	eflomal
berikut ini adalah nama nama	H0428	hbo:0428	fertility	1.0	2	eflomal
berilah pengertian	H0995	hbo:0995	fertility	1.0	2	eflomal
berisi air	G5204	grc:5204	fertility	1.0	3	eflomal
berisi emas	H2091	hbo:2091	fertility	1.0	2	eflomal
beristirahat penuh	H7677	hbo:7677	fertility	1.0	4	eflomal
beritahukan kepada	G3004	grc:3004	fertility	1.0	3	eflomal
berjaga jaga	G1127,G0069	grc:1127,grc:69	phrasal	1.0	11	eflomal;gloss
berjaga jaga tertipu	G4105	grc:4105	fertility	1.0	2	eflomal
berjaga jagalah	G1127	grc:1127	fertility	1.0	3	gloss
berjalan depan	G4254	grc:4254	fertility	1.0	2	eflomal
berjalan kaki	H7272	hbo:7272	fertility	1.0	4	eflomal
berjalan lewat	H5674	hbo:5674	fertility	1.0	2	eflomal
berkata apakah	G3004	grc:3004	fertility	1.0	2	eflomal
berkata guru	G3004	grc:3004	fertility	1.0	2	eflomal
berkata kata	H4405	hbo:4405	fertility	1.0	3	gloss
berkata pak	G3004	grc:3004	fertility	1.0	3	eflomal
berkata sampaikan	H0559	hbo:0559	fertility	1.0	2	eflomal
berkata saya	H0559	hbo:0559	fertility	1.0	3	eflomal
berkata tolong	G3004	grc:3004	fertility	1.0	6	eflomal
berkata wah	G3004	grc:3004	fertility	1.0	4	eflomal
berkata yesus	G3004	grc:3004	fertility	1.0	2	eflomal
berkedudukan tinggi	G3173	grc:3173	fertility	1.0	5	eflomal
berkenan persembahanmu	H7522	hbo:7522	fertility	1.0	2	eflomal
berkuasa daripada	G2478	grc:2478	fertility	1.0	3	eflomal
berkulit mengkilap	H4001	hbo:4001	fertility	1.0	2	eflomal
berlaku selamanya	H5769	hbo:5769	fertility	1.0	3	eflomal
berlari menghampiri	H7323	hbo:7323	fertility	1.0	2	eflomal
berlarian bercerai berai	H6327	hbo:6327	fertility	1.0	2	eflomal
berlumuran darah	H1818	hbo:1818	fertility	1.0	3	eflomal
bermacam macam	G1243	grc:1243	fertility	1.0	4	eflomal;gloss
bermain kecapi	H5059	hbo:5059	fertility	1.0	2	eflomal
bermimpi mimpi	H2472	hbo:2472	fertility	1.0	2	eflomal
bermurah hati	G1656	grc:1656	fertility	1.0	3	eflomal
bernama askenas rifat	H0813	hbo:0813	fertility	1.0	2	eflomal
bernama simon	G4613	grc:4613	fertility	1.0	4	eflomal
bernama timna	H8555	hbo:8555	fertility	1.0	2	eflomal
bernama yudas	G2455	grc:2455	fertility	1.0	3	eflomal
bernyanyilah hai	H7442	hbo:7442	fertility	1.0	2	eflomal
berpegang teguh	G2722	grc:2722	fertility	1.0	4	eflomal;gloss
berpenyakit kulit menular	G3015	grc:3015	fertility	1.0	8	eflomal;gloss
berperang aram	H0758	hbo:0758	fertility	1.0	2	eflomal
berperang pasukan aram	H0758	hbo:0758	fertility	1.0	2	eflomal
berpesta pora	G2970	grc:2970	fertility	1.0	4	eflomal;gloss
berpikiran jernih	H7922	hbo:7922	fertility	1.0	4	eflomal;gloss
berpura pura	G5272	grc:5272	fertility	1.0	4	eflomal;gloss
bersabar mendengarkan	G0430	grc:430	fertility	1.0	2	eflomal
bersabar terhadap bukankah	G0430	grc:430	fertility	1.0	2	eflomal
berseberangan kota yeriko	H3405	hbo:3405	fertility	1.0	8	eflomal
bersekongkol melawan	H7194	hbo:7194	fertility	1.0	2	eflomal
bersenjatakan panah	H7198	hbo:7198	fertility	1.0	2	eflomal
berseru kepada	G3004	grc:3004	fertility	1.0	2	eflomal
berseru meminta tolong	H2199	hbo:2199	fertility	1.0	4	eflomal
bersetubuh istri	H0802	hbo:0802	fertility	1.0	2	eflomal
bersikap munafik	G5272	grc:5272	fertility	1.0	2	gloss
bersisik bersirip	H7193	hbo:7193	fertility	1.0	2	eflomal
bersorak hidup	H2421	hbo:2421	fertility	1.0	2	eflomal
bersorak sorailah	H7321	hbo:7321	fertility	1.0	2	gloss
bersorak sorak	H8643	hbo:8643	fertility	1.0	4	eflomal;gloss
bersuit memanggil	H8319	hbo:8319	fertility	1.0	5	eflomal;gloss
bersujud hadapannya	H7812	hbo:7812a	fertility	1.0	2	eflomal
bersujud menghormati	H7812	hbo:7812a	fertility	1.0	5	eflomal
bersujud menghormatinya	H7812	hbo:7812a	fertility	1.0	2	eflomal
bersujud menyembah	H7812,H5457	hbo:7812a,hbo:5457	phrasal	1.0	13	eflomal;gloss
bersukacitalah hai	H8056	hbo:8055	fertility	1.0	2	eflomal
bersulam warna warni	H7553	hbo:7553	fertility	1.0	2	eflomal
bersumpah hadapan	H2416	hbo:2416	fertility	1.0	2	eflomal
bersyeba selatan	H0884	hbo:0884	fertility	1.0	2	eflomal
bersyukur kepada	G2168	grc:2168	fertility	1.0	8	eflomal
bertahan kesusahan	G5281	grc:5281	fertility	1.0	2	eflomal
bertahun tahun lamanya	G2094	grc:2094	fertility	1.0	2	eflomal
bertambah banyak	H7235	hbo:7235	fertility	1.0	9	eflomal
bertanggung jawab memelihara	H4931	hbo:4931	fertility	1.0	2	eflomal
bertanya apakah	G3004	grc:3004	fertility	1.0	2	eflomal
bertanya guru	G3004	grc:3004	fertility	1.0	2	eflomal
bertanya kepadanya	G1905	grc:1905	fertility	1.0	2	gloss
bertanya menurut hukum taurat boleh	G1832	grc:1832	fertility	1.0	2	eflomal
bertekad sekalipun	G4716	grc:4716	fertility	1.0	2	eflomal
bertepuk tangan	H3709	hbo:3709	fertility	1.0	2	eflomal
berterima kasih	G0884	grc:884	fertility	1.0	4	eflomal;gloss
berterima kepada	G2168	grc:2168	fertility	1.0	2	eflomal
bertobatlah dosa	G3340	grc:3340	fertility	1.0	2	eflomal
bertugas menjaga	H8104	hbo:8104	fertility	1.0	2	eflomal
bertuliskan perjanjian	H3772	hbo:3772	fertility	1.0	2	eflomal
berubah pikiran	H5162	hbo:5162	fertility	1.0	3	eflomal
berubah rupa	G3339	grc:3339	fertility	1.0	4	eflomal;gloss
berubah ular	H8577	hbo:8577	fertility	1.0	2	eflomal
berumur setahun	H8141	hbo:8141	fertility	1.0	4	eflomal
berupa dicampur	H1101	hbo:1101	fertility	1.0	2	eflomal
berupa emas	H2091	hbo:2091	fertility	1.0	2	eflomal
berusaha membinasakan	G4199	grc:4199	fertility	1.0	4	eflomal;gloss
berusaha menjaring	H7469	hbo:7469	fertility	1.0	7	gloss
berusaha meyakinkan	G3982	grc:3982	fertility	1.0	2	eflomal
berusahalah mengerti	G4920	grc:4920	fertility	1.0	2	eflomal
berwarna biru	H8504	hbo:8504	fertility	1.0	6	eflomal;gloss
berzina terhadap	G3429	grc:3429	fertility	1.0	2	eflomal
besar berbenteng	H4013	hbo:4013	fertility	1.0	2	eflomal
besar besaran	H1419	hbo:1419	fertility	1.0	2	eflomal
besar jumlahnya	H7227	hbo:7227	fertility	1.0	2	eflomal
besok pagi	H1242	hbo:1242	fertility	1.0	12	eflomal
besoknya bangun	H7925	hbo:7925	fertility	1.0	4	eflomal
besoknya pagi	H1242	hbo:1242	fertility	1.0	2	gloss
betapa sombongnya	H1347	hbo:1347	fertility	1.0	2	eflomal
betul betul	G3142	grc:3142	fertility	1.0	3	eflomal
biarkan hidup	H8300,H2421	hbo:8300,hbo:2421	phrasal	1.0	6	eflomal;gloss
biarkan tergoda	G1533	grc:1533	fertility	1.0	2	eflomal
biaya hidupnya	G0979	grc:979	fertility	1.0	4	eflomal;gloss
bicara kekurangan	G1260	grc:1260	fertility	1.0	2	eflomal
bigtana teres	H8657	hbo:8657	fertility	1.0	2	eflomal
bijaksana cerdas	H2450	hbo:2450	fertility	1.0	2	eflomal
biji sawi	G2848	grc:2848	fertility	1.0	3	eflomal
bileam menyampaikan	H4912	hbo:4912	fertility	1.0	5	eflomal;gloss
binatang binatang buas	H2416	hbo:2416c	fertility	1.0	2	eflomal
binatang melata	H7431	hbo:7431	fertility	1.0	3	eflomal
binatang pertama	G2342	grc:2342	fertility	1.0	6	eflomal
binea rafa eleasa	H0501	hbo:0501	fertility	1.0	4	eflomal;gloss
