# Hebrew Strong's pairs with highly similar per-book occurrence profiles — a free
# approximation of SDBH's `ctx` (contextual/situational) domain axis, NOT the `core`
# (concept/synonymy) axis every other signal in this pipeline targets. Derived entirely
# from public-domain WLC occurrence counts. Validated 2026-08 at 45.6% SDBH ctx-agreement
# vs. 13.81% random baseline. NOT wired into build_semantic_neighbors.py — see
# build_genre_context_pairs.py's docstring for why.
strong_a	strong_b	cosine
H0299	H1109	0.9972
H0299	H2023	0.9959
H0299	H6241	0.9826
H0299	H2698	0.9806
H0299	H5265	0.9748
H0299	H3532	0.9705
H0299	H6914	0.9701
H0299	H6895	0.9623
H0299	H5989	0.9526
H0299	H5145	0.9507
H0299	H5106	0.9487
H0302	H0863	0.9999
H0302	H0550	0.9994
H0302	H0886	0.9962
H0302	H2365	0.9962
H0302	H4648	0.9939
H0302	H6717	0.9939
H0302	H1075	0.9939
H0302	H0728	0.9939
H0302	H3097	0.982
H0302	H6021	0.9782
H0302	H1663	0.9768
H0302	H6214	0.9752
H0302	H1262	0.9746
H0302	H1650	0.9658
H0302	H2569	0.9642
H0302	H7532	0.9642
H0302	H0757	0.9631
H0302	H0980	0.937
H0302	H1271	0.9135
H0302	H1196	0.9124
H0302	H8559	0.9012
H0310	H0559	0.9415
H0310	H1980	0.9374
H0310	H0376	0.922
H0310	H0935	0.9194
H0310	H4191	0.9172
H0310	H0413	0.914
H0310	H0853	0.9083
H0310	H8033	0.9045
H0310	H7971	0.9033
H0310	H5927	0.9032
H0310	H0802	0.9018
H0312	H4725	0.9247
H0312	H3190	0.923
H0312	H2063	0.9225
H0312	H0834	0.9091
H0312	H8085	0.9041
H0312	H8033	0.9016
H0317	H6598	1.0
H0317	H1095	1.0
H0317	H7714	1.0
H0317	H4335	1.0
H0317	H5664	1.0
H0317	H0825	1.0
H0317	H3330	1.0
H0317	H0321	1.0
H0317	H2445	1.0
H0317	H7328	1.0
H0317	H1113	1.0
H0317	H5135	1.0
H0317	H3961	1.0
H0317	H2635	1.0
H0317	H0459	1.0
H0317	H2122	1.0
H0317	H1763	1.0
H0317	H6523	1.0
H0317	H7985	1.0
H0317	H6922	1.0
H0317	H0363	1.0
H0317	H4291	1.0
H0317	H7238	1.0
H0317	H1668	1.0
H0317	H6433	1.0
H0317	H5632	1.0
H0317	H0718	1.0
H0317	H6592	0.9995
H0317	H2493	0.999
H0317	H1841	0.9989
H0317	H0607	0.9975
H0317	H0772	0.9972
H0317	H4437	0.9972
H0317	H2375	0.9965
H0317	H5942	0.9901
H0317	H6638	0.9806
H0317	H1356	0.9713
H0317	H7117	0.9707
H0317	H2169	0.9701
H0317	H8460	0.9701
H0317	H1858	0.9701
H0317	H0432	0.9623
H0317	H1158	0.9457
H0317	H4332	0.9449
H0317	H0746	0.9285
H0317	H6754	0.922
H0317	H1252	0.9117
H0317	H6267	0.9045
H0321	H1113	1.0
H0321	H2445	1.0
H0321	H3961	1.0
H0321	H5135	1.0
H0321	H6598	1.0
H0321	H1095	1.0
H0321	H5664	1.0
H0321	H0459	1.0
H0321	H2635	1.0
H0321	H7328	1.0
H0321	H2493	0.999
H0321	H0772	0.9972
H0321	H5942	0.9901
H0325	H4782	0.9991
H0325	H0635	0.9988
H0325	H6332	0.9988
H0325	H2060	0.9988
H0325	H2001	0.9986
H0325	H1246	0.9936
H0325	H4436	0.971
H0325	H4082	0.9685
H0325	H3366	0.9567
H0325	H1002	0.9378
H0325	H3064	0.9372
H0325	H4960	0.9235
H0325	H1882	0.9039
H0329	H7926	0.9388
H0331	H5509	0.9428
H0331	H3564	0.9095
H0333	H1131	0.9985
H0333	H3442	0.9975
H0333	H4822	0.9923
H0333	H2766	0.9905
H0333	H5411	0.987
H0333	H0902	0.9806
H0333	H6355	0.9806
H0333	H4983	0.9723
H0333	H5830	0.972
H0333	H6934	0.9648
H0333	H8274	0.9648
H0333	H5720	0.9245
H0333	H4641	0.9058
H0339	H2717	0.9438
H0339	H8597	0.9161
H0339	H7653	0.9149
H0339	H6184	0.9147
H0339	H0739	0.9118
H0339	H4885	0.905
H0339	H8582	0.9038
H0339	H4823	0.9005
H0341	H6887	0.9151
H0341	H3225	0.9059
H0341	H3372	0.9016
H0341	H5769	0.9016
H0342	H5387	0.9124
H0345	H8559	0.9043
H0347	H7747	0.9994
H0347	H1843	0.9994
H0347	H1085	0.9994
H0347	H0433	0.9865
H0347	H7706	0.9742
H0347	H8489	0.9727
H0347	H5767	0.9695
H0347	H7415	0.9616
H0347	H7267	0.9443
H0347	H0652	0.9364
H0347	H2714	0.9348
H0347	H1204	0.9294
H0347	H7854	0.9246
H0347	H4165	0.904
H0347	H1465	0.904
H0347	H8503	0.904
H0348	H5022	0.961
H0348	H3379	0.9509
H0348	H4350	0.9418
H0348	H8664	0.9398
H0348	H3805	0.9362
H0348	H8656	0.9121
H0348	H1201	0.9087
H0352	H1969	0.9769
H0352	H6499	0.9293
H0352	H8255	0.917
H0352	H5387	0.914
H0352	H4605	0.913
H0354	H4022	0.9235
H0356	H3537	0.9132
H0359	H5250	0.9642
H0359	H3059	0.9439
H0359	H3088	0.9333
H0359	H3058	0.9223
H0359	H6939	0.919
H0359	H7195	0.9185
H0359	H2371	0.9113
H0361	H6442	0.9812
H0361	H8372	0.9754
H0361	H2435	0.9724
H0361	H5361	0.9432
H0361	H6788	0.9432
H0361	H8457	0.9432
H0361	H2851	0.9432
H0361	H8481	0.9373
H0361	H3282	0.9301
H0361	H7023	0.9095
H0361	H5835	0.9095
H0362	H4372	0.9934
H0362	H8477	0.9855
H0362	H4785	0.9806
H0362	H7508	0.9806
H0362	H8519	0.9701
H0362	H4908	0.9673
H0362	H7004	0.9578
H0362	H5736	0.9562
H0362	H5514	0.9517
H0362	H4872	0.9516
H0362	H7486	0.9428
H0362	H6826	0.9428
H0362	H4749	0.9283
H0362	H5063	0.9129
H0363	H7328	1.0
H0363	H3961	1.0
H0363	H5135	1.0
H0363	H1095	1.0
H0363	H7714	1.0
H0363	H1113	1.0
H0363	H2445	1.0
H0363	H2635	1.0
H0363	H0459	1.0
H0363	H6592	0.9995
H0363	H2493	0.999
H0363	H2169	0.9701
H0363	H0432	0.9623
H0363	H4332	0.9449
H0367	H4985	0.9297
H0367	H8535	0.9277
H0367	H1097	0.9059
H0367	H6663	0.9015
H0367	H6757	0.9001
H0369	H3588	0.9348
H0369	H3808	0.9152
H0369	H8085	0.9137
H0374	H4805	0.9295
H0374	H4058	0.9206
H0374	H4181	0.9206
H0374	H8636	0.9197
H0374	H4658	0.9105
H0374	H0913	0.9104
H0374	H8457	0.9087
H0374	H2851	0.9087
H0376	H1980	0.9508
H0376	H5927	0.9295
H0376	H0559	0.9232
H0376	H4191	0.9217
H0376	H0935	0.918
H0376	H3027	0.9171
H0376	H0413	0.9171
H0376	H7971	0.9147
H0376	H3381	0.9053
H0383	H5020	0.9997
H0383	H8532	0.9995
H0383	H0606	0.999
H0383	H4437	0.9984
H0383	H0607	0.9981
H0383	H0772	0.9954
H0383	H5958	0.9937
H0383	H7662	0.9937
H0383	H1297	0.9937
H0383	H1722	0.9904
H0383	H5559	0.9901
H0383	H1933	0.9876
H0383	H8065	0.9871
H0383	H7690	0.9853
H0383	H3860	0.9762
H0383	H2166	0.971
H0383	H8624	0.9657
H0383	H8138	0.9253
H0385	H6019	0.9547
H0385	H3845	0.9464
H0385	H4187	0.9326
H0385	H4847	0.9269
H0385	H6955	0.9157
H0385	H5992	0.9023
H0385	H2276	0.9019
H0389	H5315	0.9235
H0389	H3588	0.9072
H0394	H4832	0.9305
H0394	H4288	0.9256
H0394	H4148	0.905
H0397	H5941	0.9973
H0397	H2584	0.9945
H0397	H2652	0.9945
H0397	H8050	0.9929
H0397	H4634	0.9887
H0397	H1712	0.9864
H0397	H7084	0.9796
H0397	H1673	0.9752
H0397	H7586	0.9653
H0397	H5909	0.9376
H0397	H4584	0.9376
H0397	H5036	0.9234
H0397	H4673	0.9207
H0398	H0929	0.9057
H0398	H1931	0.9039
H0400	H4033	0.9366
H0400	H2658	0.9161
H0400	H7852	0.9078
H0400	H0485	0.9011
H0400	H8248	0.9005
H0402	H5903	0.9611
H0402	H1823	0.9425
H0402	H6921	0.9266
H0402	H8422	0.9239
H0402	H4758	0.9208
H0402	H1710	0.9054
H0402	H8457	0.9054
H0402	H2851	0.9054
H0403	H5756	0.9297
H0403	H8342	0.9181
H0403	H1065	0.9165
H0408	H4194	0.9496
H0408	H3820	0.9301
H0408	H7489	0.9095
H0413	H1961	0.9752
H0413	H3318	0.9666
H0413	H0935	0.9664
H0413	H0559	0.9651
H0413	H0853	0.9564
H0413	H1696	0.9462
H0413	H6440	0.9456
H0413	H4480	0.9436
H0413	H3605	0.9407
H0413	H4191	0.9399
H0413	H3947	0.9377
H0413	H5921	0.9369
H0413	H3117	0.9355
H0413	H7971	0.9347
H0413	H8033	0.931
H0413	H5414	0.9303
H0413	H0834	0.9279
H0413	H1980	0.927
H0413	H1992	0.9239
H0413	H2088	0.9238
H0413	H6213	0.9224
H0413	H2005	0.9192
H0424	H3705	0.9883
H0424	H1837	0.9855
H0424	H3488	0.9821
H0424	H8421	0.9757
H0424	H3061	0.9675
H0424	H3984	0.963
H0424	H0636	0.9492
H0424	H0479	0.9381
H0424	H6842	0.9376
H0424	H1768	0.9331
H0424	H7960	0.9284
H0424	H5673	0.9077
H0430	H8064	0.9221
H0430	H3372	0.9028
H0430	H8104	0.9021
H0432	H2166	0.9861
H0432	H1858	0.9802
H0432	H6592	0.968
H0432	H5135	0.9623
H0432	H3961	0.9623
H0432	H2445	0.9623
H0432	H1113	0.9623
H0432	H0718	0.9623
H0432	H7989	0.937
H0433	H1085	0.9872
H0433	H7747	0.9872
H0433	H1843	0.9872
H0433	H7706	0.9669
H0433	H7267	0.9646
H0433	H8489	0.9608
H0433	H0652	0.9589
H0433	H5767	0.9577
H0433	H7415	0.9545
H0433	H2714	0.9459
H0433	H1204	0.9432
H0433	H6757	0.9308
H0433	H8503	0.9292
H0433	H1465	0.922
H0433	H6663	0.9212
H0433	H7854	0.9196
H0433	H1097	0.9131
H0433	H6275	0.9081
H0436	H7926	0.9323
H0436	H1423	0.9271
H0441	H6034	0.9915
H0441	H6649	0.9915
H0441	H0672	0.9908
H0441	H1789	0.9908
H0441	H8286	0.9908
H0441	H3315	0.9891
H0441	H1090	0.9891
H0441	H3382	0.9882
H0441	H7018	0.9873
H0441	H4968	0.9873
H0441	H0775	0.9776
H0441	H7956	0.9716
H0441	H1062	0.9669
H0441	H2341	0.9541
H0441	H6714	0.952
H0441	H3459	0.9415
H0441	H2526	0.9313
H0446	H1649	0.9253
H0446	H3440	0.9108
H0447	H3189	0.9995
H0447	H8092	0.9939
H0447	H8060	0.9939
H0447	H3469	0.9939
H0447	H8348	0.9939
H0447	H0682	0.9939
H0447	H3936	0.9939
H0447	H3043	0.9939
H0447	H6022	0.991
H0447	H1968	0.9846
H0447	H3396	0.9839
H0447	H3395	0.9801
H0447	H1905	0.9746
H0447	H3449	0.9746
H0447	H1647	0.9653
H0447	H2621	0.9642
H0447	H3406	0.9638
H0447	H3166	0.9631
H0447	H5840	0.9631
H0447	H7145	0.96
H0447	H8019	0.96
H0447	H4256	0.9512
H0447	H5816	0.9441
H0447	H3038	0.9415
H0447	H5654	0.9413
H0447	H6222	0.9274
H0447	H4317	0.9049
H0451	H3508	0.9997
H0451	H8571	0.9971
H0451	H7677	0.9935
H0451	H3767	0.9848
H0451	H7902	0.9848
H0451	H0931	0.9836
H0451	H6187	0.9777
H0451	H2373	0.9769
H0451	H7147	0.9701
H0451	H5424	0.9701
H0451	H5785	0.969
H0451	H3233	0.963
H0451	H8453	0.9566
H0451	H7364	0.9334
H0451	H3247	0.9242
H0451	H6531	0.9075
H0452	H6271	0.9293
H0457	H3335	0.9473
H0457	H2230	0.9443
H0457	H2795	0.942
H0457	H6476	0.942
H0457	H4885	0.9419
H0457	H7898	0.9366
H0457	H6957	0.9366
H0457	H3021	0.9305
H0457	H6673	0.9294
H0457	H6286	0.9292
H0457	H5034	0.9252
H0457	H8414	0.9248
H0457	H7600	0.9234
H0457	H8069	0.9208
H0457	H6918	0.9123
H0458	H7327	1.0
H0458	H2545	0.995
H0458	H1162	0.9926
H0459	H6598	1.0
H0459	H1095	1.0
H0459	H7714	1.0
H0459	H4335	1.0
H0459	H5664	1.0
H0459	H0825	1.0
H0459	H3330	1.0
H0459	H2445	1.0
H0459	H7328	1.0
H0459	H2122	1.0
H0459	H1763	1.0
H0459	H6523	1.0
H0459	H2635	1.0
H0459	H1113	1.0
H0459	H5135	1.0
H0459	H3961	1.0
H0459	H7985	1.0
H0459	H6922	1.0
H0459	H4291	1.0
H0459	H7238	1.0
H0459	H1668	1.0
H0459	H6433	1.0
H0459	H5632	1.0
H0459	H0718	1.0
H0459	H1841	0.9989
H0459	H2375	0.9965
H0459	H6638	0.9806
H0459	H1356	0.9713
H0459	H3492	0.9562
H0459	H1158	0.9457
H0460	H0468	1.0
H0460	H7707	1.0
H0460	H8017	1.0
H0460	H6701	1.0
H0460	H6686	1.0
H0460	H2497	1.0
H0460	H1583	1.0
H0460	H6301	1.0
H0460	H1441	1.0
H0460	H5996	1.0
H0460	H6295	1.0
H0460	H5918	1.0
H0460	H4371	1.0
H0460	H5881	1.0
H0460	H6302	1.0
H0460	H1111	0.9991
H0460	H2023	0.9959
H0460	H1885	0.9847
H0460	H6241	0.9826
H0460	H3532	0.9705
H0460	H6914	0.9701
H0460	H6895	0.9623
H0460	H8446	0.9615
H0460	H5262	0.9575
H0460	H5989	0.9526
H0460	H4455	0.9285
H0461	H2069	0.9762
H0461	H2228	0.9754
H0461	H2066	0.9751
H0461	H3713	0.9627
H0461	H3166	0.9432
H0461	H3449	0.9275
H0461	H5068	0.924
H0461	H1141	0.9224
H0461	H8019	0.9167
H0461	H3171	0.9118
H0464	H7770	0.9893
H0464	H7852	0.9349
H0464	H5978	0.9187
H0467	H5820	0.9258
H0467	H2069	0.9129
H0467	H3505	0.9058
H0467	H2843	0.9058
H0467	H2228	0.9058
H0467	H5654	0.9042
H0468	H4371	1.0
H0468	H1441	1.0
H0468	H2497	1.0
H0468	H5996	1.0
H0468	H6686	1.0
H0468	H6295	1.0
H0468	H5918	1.0
H0468	H1583	1.0
H0468	H1111	0.9991
H0468	H2023	0.9959
H0468	H4084	0.9864
H0468	H2698	0.9806
H0468	H6895	0.9623
H0468	H8446	0.9615
H0468	H2583	0.9559
H0468	H4455	0.9285
H0471	H7425	0.9768
H0471	H7526	0.9728
H0471	H0804	0.9567
H0471	H5617	0.9303
H0471	H0774	0.9266
H0471	H7644	0.9013
H0475	H2929	0.9903
H0475	H2407	0.9903
H0475	H1137	0.9865
H0475	H6934	0.9854
H0475	H8274	0.9854
H0475	H8660	0.9804
H0475	H3114	0.9804
H0475	H4822	0.9792
H0475	H2766	0.9717
H0475	H2828	0.9678
H0475	H4409	0.9678
H0475	H4983	0.9539
H0475	H3048	0.929
H0477	H4505	0.9985
H0477	H3060	0.9985
H0477	H1522	0.9985
H0477	H2371	0.9909
H0477	H6492	0.9864
H0477	H3058	0.9809
H0477	H3141	0.9791
H0477	H0919	0.9687
H0477	H5429	0.9681
H0477	H5283	0.9633
H0477	H2396	0.948
H0477	H2070	0.9414
H0479	H1768	0.9999
H0479	H5312	0.9998
H0479	H1933	0.9942
H0479	H1722	0.994
H0479	H8065	0.9924
H0479	H1297	0.9908
H0479	H7662	0.9908
H0479	H8421	0.9872
H0479	H3488	0.9785
H0479	H6842	0.9725
H0479	H2298	0.9711
H0479	H1837	0.9688
H0479	H6538	0.9502
H0479	H3061	0.9469
H0479	H3705	0.9466
H0484	H0609	0.9969
H0484	H7346	0.9895
H0484	H4321	0.9718
H0484	H3734	0.9707
H0484	H8010	0.9476
H0484	H1521	0.9449
H0484	H5458	0.9428
H0484	H3668	0.9428
H0484	H3092	0.9406
H0484	H2438	0.9267
H0484	H7895	0.9191
H0485	H3179	0.9989
H0485	H3999	0.9869
H0485	H3876	0.9755
H0485	H8297	0.9701
H0485	H2153	0.9701
H0485	H1783	0.9701
H0485	H6124	0.9701
H0485	H0572	0.9701
H0485	H5711	0.9701
H0485	H7431	0.9669
H0485	H3290	0.9613
H0485	H7430	0.9499
H0485	H4033	0.9469
H0485	H2526	0.9443
H0485	H8248	0.9322
H0490	H4616	0.9036
H0499	H4244	0.9815
H0499	H6765	0.9736
H0499	H1649	0.9725
H0499	H1648	0.9618
H0499	H5989	0.9552
H0499	H4940	0.9479
H0499	H4813	0.9385
H0499	H4294	0.9282
H0499	H6956	0.9236
H0499	H6955	0.92
H0499	H3312	0.9185
H0499	H1538	0.9128
H0499	H5177	0.9072
H0499	H4931	0.9027
H0501	H3449	0.9707
H0501	H3396	0.9667
H0501	H2069	0.9487
H0501	H3166	0.9444
H0501	H8060	0.9428
H0501	H3936	0.9428
H0501	H8092	0.9428
H0501	H8348	0.9428
H0501	H3469	0.9428
H0501	H1231	0.9239
H0501	H6069	0.9239
H0501	H3713	0.9186
H0501	H2228	0.9152
H0511	H7027	0.9784
H0520	H3742	0.9821
H0520	H0753	0.9481
H0520	H7341	0.9466
H0520	H3802	0.9336
H0520	H4201	0.9216
H0524	H4387	0.9623
H0524	H4210	0.9623
H0524	H4905	0.9623
H0524	H5542	0.9614
H0524	H2167	0.9611
H0524	H2617	0.9579
H0524	H3050	0.9571
H0524	H2623	0.9569
H0524	H1760	0.9492
H0524	H0565	0.9468
H0524	H6692	0.9292
H0524	H3884	0.908
H0524	H5848	0.9037
H0530	H1984	0.9759
H0530	H3034	0.9576
H0530	H7892	0.9562
H0530	H2617	0.9554
H0530	H5797	0.9496
H0530	H8416	0.9471
H0530	H4131	0.9468
H0530	H5769	0.9447
H0530	H4869	0.9444
H0530	H5833	0.9419
H0530	H8605	0.937
H0530	H8056	0.9368
H0530	H6869	0.9358
H0530	H8668	0.9341
H0530	H5945	0.9298
H0530	H2186	0.9261
H0530	H0571	0.917
H0531	H7644	0.9301
H0535	H1238	0.9242
H0539	H0639	0.9344
H0539	H3384	0.9056
H0550	H0863	0.9989
H0550	H1075	0.9971
H0550	H6717	0.9971
H0550	H4648	0.9971
H0550	H0728	0.9971
H0550	H2365	0.9965
H0550	H0886	0.9927
H0550	H1262	0.9777
H0550	H3097	0.9773
H0550	H6021	0.9754
H0550	H1663	0.9706
H0550	H6214	0.9702
H0550	H2569	0.9673
H0550	H7532	0.9673
H0550	H1650	0.9582
H0550	H0757	0.9581
H0550	H0980	0.94
H0550	H1271	0.9164
H0550	H1196	0.9092
H0559	H0935	0.9689
H0559	H1980	0.9537
H0559	H7971	0.9527
H0559	H2005	0.9452
H0559	H1961	0.9413
H0559	H8033	0.939
H0559	H3947	0.9381
H0559	H4191	0.9257
H0559	H2088	0.9227
H0559	H5927	0.9218
H0559	H3381	0.9135
H0559	H4994	0.9062
H0559	H6258	0.9004
H0561	H8572	0.9741
H0561	H3476	0.9377
H0561	H8431	0.9326
H0561	H8394	0.928
H0561	H1847	0.9243
H0561	H7176	0.9235
H0561	H4617	0.9232
H0561	H6175	0.9214
H0561	H0734	0.919
H0561	H1800	0.9135
H0561	H3374	0.9103
H0562	H2465	0.9718
H0562	H6789	0.9621
H0562	H7878	0.9571
H0562	H5058	0.9548
H0562	H4691	0.9526
H0562	H5542	0.9519
H0562	H4905	0.9428
H0562	H4210	0.9428
H0562	H4387	0.9428
H0562	H2167	0.9417
H0562	H3176	0.9344
H0562	H2786	0.9239
H0564	H2828	0.9759
H0564	H4409	0.9759
H0564	H4441	0.975
H0564	H7935	0.9731
H0564	H8203	0.969
H0564	H6126	0.969
H0564	H2766	0.953
H0564	H1137	0.9505
H0564	H5411	0.9368
H0564	H2407	0.9358
H0565	H4869	0.9908
H0565	H2620	0.9907
H0565	H4131	0.9888
H0565	H3050	0.9886
H0565	H2167	0.9808
H0565	H2623	0.977
H0565	H4268	0.9766
H0565	H4905	0.9765
H0565	H4210	0.9765
H0565	H4387	0.9765
H0565	H2617	0.9762
H0565	H3444	0.972
H0565	H2098	0.9712
H0565	H6035	0.9648
H0565	H5058	0.9648
H0565	H5833	0.9639
H0565	H8416	0.9619
H0565	H7892	0.9616
H0565	H2086	0.9538
H0565	H2603	0.9536
H0565	H2363	0.9536
H0565	H5797	0.9533
H0565	H6382	0.9521
H0565	H2143	0.9486
H0565	H8150	0.9443
H0565	H5148	0.944
H0565	H6692	0.9415
H0565	H3721	0.9399
H0565	H5849	0.9391
H0565	H5945	0.9253
H0565	H3884	0.9192
H0565	H2186	0.9188
H0565	H5848	0.9154
H0565	H5582	0.9126
H0565	H5828	0.9108
H0567	H5511	0.9121
H0568	H5832	0.9912
H0568	H4812	0.9827
H0568	H5813	0.9657
H0568	H2139	0.9541
H0568	H8098	0.9399
H0568	H5718	0.9366
H0568	H7778	0.9306
H0568	H5662	0.9292
H0568	H2811	0.9204
H0568	H1296	0.9116
H0570	H4471	0.9045
H0570	H6124	0.9045
H0570	H7408	0.9045
H0570	H6622	0.9045
H0570	H2153	0.9045
H0570	H6623	0.9045
H0570	H8297	0.9045
H0570	H1904	0.9045
H0570	H5348	0.9045
H0570	H4375	0.9045
H0571	H6869	0.9651
H0571	H8056	0.9326
H0571	H0982	0.9325
H0571	H2603	0.9242
H0571	H5769	0.9208
H0571	H3956	0.9202
H0571	H4970	0.9137
H0571	H0835	0.9113
H0571	H3225	0.9112
H0572	H5711	1.0
H0572	H1904	1.0
H0572	H7259	1.0
H0572	H2153	1.0
H0572	H1783	1.0
H0572	H6623	1.0
H0572	H6622	1.0
H0572	H6307	1.0
H0572	H6124	1.0
H0572	H8297	1.0
H0572	H7408	1.0
H0572	H3540	1.0
H0572	H5348	1.0
H0572	H3812	0.9995
H0572	H7354	0.9988
H0572	H3999	0.9965
H0572	H5152	0.9961
H0572	H7014	0.9923
H0572	H6711	0.9918
H0572	H1315	0.9864
H0572	H1067	0.9806
H0572	H1642	0.9701
H0572	H2590	0.9701
H0572	H3837	0.9439
H0583	H2039	1.0
H0583	H4968	0.9995
H0583	H7018	0.9995
H0583	H1090	0.9986
H0583	H3315	0.9986
H0583	H3929	0.9979
H0583	H1789	0.9968
H0583	H0672	0.9968
H0583	H8286	0.9968
H0583	H1328	0.9925
H0583	H2585	0.9873
H0583	H4111	0.9808
H0583	H2752	0.9532
H0583	H8352	0.9447
H0585	H6960	0.9762
H0585	H5332	0.9682
H0585	H7293	0.9583
H0585	H8398	0.952
H0585	H3882	0.9333
H0585	H4791	0.928
H0585	H6862	0.9276
H0585	H7442	0.9246
H0585	H1809	0.9237
H0585	H3162	0.909
H0585	H5027	0.9067
H0585	H2342	0.9065
H0589	H5771	0.9283
H0589	H7673	0.9114
H0589	H8210	0.9019
H0590	H5022	0.9743
H0590	H1201	0.9685
H0590	H5696	0.9672
H0590	H7172	0.9477
H0590	H6018	0.9477
H0590	H4350	0.9377
H0590	H3805	0.9321
H0590	H1496	0.9153
H0590	H8656	0.908
H0604	H2086	0.9304
H0604	H4210	0.9045
H0604	H4905	0.9045
H0604	H4387	0.9045
H0604	H5542	0.9037
H0604	H2167	0.9035
H0606	H0607	0.9999
H0606	H4437	0.9999
H0606	H5020	0.9998
H0606	H0772	0.998
H0606	H8532	0.9969
H0606	H1841	0.9963
H0606	H3961	0.9962
H0606	H5135	0.9962
H0606	H2445	0.9962
H0606	H5958	0.9937
H0606	H5559	0.9886
H0606	H7690	0.9865
H0606	H3860	0.9762
H0606	H2166	0.9715
H0606	H8138	0.9255
H0607	H4437	1.0
H0607	H5020	0.9994
H0607	H0772	0.9984
H0607	H2445	0.9975
H0607	H1113	0.9975
H0607	H3961	0.9975
H0607	H5135	0.9975
H0607	H8532	0.9956
H0607	H5958	0.9932
H0607	H5559	0.9877
H0607	H7690	0.9864
H0607	H3860	0.9757
H0607	H2166	0.9712
H0609	H7346	0.9956
H0609	H4321	0.9698
H0609	H3734	0.9602
H0609	H3668	0.957
H0609	H3092	0.9521
H0609	H7895	0.9377
H0609	H8010	0.9361
H0609	H1521	0.9317
H0609	H5458	0.927
H0609	H7432	0.9026
H0609	H3077	0.9023
H0611	H6547	0.9431
H0611	H4735	0.9266
H0611	H6714	0.9199
H0611	H1375	0.9063
H0615	H5848	0.9131
H0623	H3038	0.9167
H0629	H0783	1.0
H0629	H3674	1.0
H0629	H5406	1.0
H0629	H3660	1.0
H0629	H1994	1.0
H0629	H1791	1.0
H0629	H0870	0.9701
H0629	H3136	0.9701
H0629	H1982	0.9045
H0635	H2060	1.0
H0635	H6332	1.0
H0635	H2001	0.9998
H0635	H4782	0.9997
H0635	H1246	0.9899
H0635	H4436	0.9695
H0635	H4082	0.9578
H0635	H3366	0.9578
H0635	H1002	0.9325
H0635	H3064	0.9321
H0635	H4960	0.9167
H0636	H3984	0.9985
H0636	H5673	0.9923
H0636	H3705	0.9627
H0636	H2940	0.9623
H0636	H0870	0.9417
H0636	H1837	0.9374
H0636	H3061	0.9247
H0636	H7960	0.9245
H0636	H3488	0.9231
H0639	H5641	0.9194
H0639	H2342	0.9186
H0639	H3162	0.9174
H0639	H7931	0.9118
H0639	H6605	0.9116
H0639	H7368	0.9074
H0639	H4941	0.9036
H0639	H4310	0.9026
H0641	H2859	0.9739
H0641	H7050	0.9578
H0641	H2833	0.9351
H0641	H7175	0.9334
H0641	H6472	0.9331
H0641	H4225	0.9331
H0641	H2213	0.9331
H0641	H7165	0.9331
H0641	H8246	0.9331
H0641	H2239	0.9227
H0641	H3909	0.9221
H0644	H1851	0.9465
H0650	H4911	0.937
H0650	H1355	0.9031
H0652	H6757	0.9756
H0652	H6663	0.9482
H0652	H8503	0.9418
H0652	H2714	0.9391
H0652	H1085	0.937
H0652	H1843	0.937
H0652	H7747	0.937
H0652	H7706	0.9358
H0652	H6211	0.9323
H0652	H7415	0.9317
H0652	H1097	0.9278
H0652	H1204	0.9259
H0652	H3313	0.9188
H0652	H5767	0.9091
H0652	H4985	0.9017
H0652	H3127	0.9017
H0656	H1404	0.9456
H0656	H4924	0.9239
H0656	H1254	0.918
H0657	H2682	0.928
H0657	H6770	0.9266
H0657	H5034	0.914
H0657	H7264	0.9066
H0657	H1348	0.9035
H0657	H4937	0.9026
H0657	H3335	0.9014
H0661	H4867	1.0
H0661	H2617	0.9148
H0661	H2620	0.9127
H0661	H4869	0.9117
H0661	H2623	0.9115
H0661	H2167	0.9108
H0661	H6789	0.9097
H0661	H4905	0.9045
H0661	H4210	0.9045
H0661	H4387	0.9045
H0672	H8286	1.0
H0672	H1789	1.0
H0672	H3315	0.9997
H0672	H1090	0.9997
H0672	H7018	0.9989
H0672	H4968	0.9989
H0672	H6034	0.9971
H0672	H6649	0.9971
H0672	H2039	0.9968
H0672	H2585	0.9922
H0672	H3382	0.9908
H0672	H4111	0.9802
H0672	H0775	0.9762
H0672	H7956	0.9742
H0672	H2771	0.9723
H0672	H2341	0.9527
H0672	H6714	0.9507
H0672	H5032	0.9507
H0672	H2526	0.9246
H0673	H6253	0.9071
H0676	H2460	0.9262
H0676	H7785	0.9254
H0676	H8181	0.9192
H0676	H3722	0.9106
H0676	H7364	0.9092
H0676	H3526	0.9031
H0682	H8092	1.0
H0682	H8060	1.0
H0682	H3469	1.0
H0682	H8348	1.0
H0682	H3043	1.0
H0682	H3936	1.0
H0682	H3396	0.9899
H0682	H3189	0.9899
H0682	H1905	0.9806
H0682	H3449	0.9806
H0682	H1647	0.9713
H0682	H3395	0.9707
H0682	H2621	0.9701
H0682	H7509	0.9701
H0682	H8019	0.9449
H0682	H5820	0.9449
H0682	H8087	0.9428
H0682	H5654	0.9396
H0682	H5816	0.9383
H0682	H6069	0.9045
H0687	H3877	0.9985
H0687	H0775	0.9923
H0687	H1062	0.9814
